Secretaria de Atenção Primária à Saúde - SAPS/MS 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
"Competência: DEZ/2025, NOV/2025, OUT/2025, SET/2025, AGO/2025, JUL/2025, JUN/2025, MAI/2025, ABR/2025, MAR/2025, FEV/2025, JAN/2025."
Tipo de Produção: Visita Domiciliar.


Uf;Ibge;Municipio;DEZ/2025;NOV/2025;OUT/2025;SET/2025;AGO/2025;JUL/2025;JUN/2025;MAI/2025;ABR/2025;MAR/2025;FEV/2025;JAN/2025;
RN;241320;SENADOR GEORGINO AVELINO;2.317;2.560;2.751;2.813;3.447;2.037;2.279;1.743;2.502;1.951;1.953;2.560;
RN;241310;SENADOR ELÓI DE SOUZA;2.288;2.514;3.047;3.663;4.095;4.195;3.970;2.043;3.867;1.906;3.060;1.606;
CE;230460;GENERAL SAMPAIO;3.353;4.191;4.542;4.747;4.632;5.116;4.316;4.698;5.284;4.886;4.245;5.486;
MG;315980;SANTA VITÓRIA;14.528;16.680;15.117;15.566;15.230;15.989;14.566;9.780;13.094;12.237;14.399;12.125;
MS;500330;COXIM;20.440;20.258;21.125;21.583;20.467;21.169;21.093;22.769;21.589;20.918;19.331;17.444;
PR;411995;PONTAL DO PARANÁ;3.336;3.839;3.602;4.135;2.022;715;831;1.004;1.368;970;1.069;505;
MG;311140;CAMPO FLORIDO;2.123;3.267;2.014;1.733;3.653;3.774;2.799;3.436;3.728;3.128;976;0;
MG;311940;CORONEL FABRICIANO;108.295;114.047;109.744;110.635;111.182;114.948;96.437;80.552;46.423;31.285;63.573;63.863;
RS;430265;BROCHIER;2.723;1.858;1.550;1.743;3.064;2.572;2.802;2.506;2.784;2.786;1.904;1.692;
BA;293310;VÁRZEA DO POÇO;1.695;4.512;5.725;6.116;5.406;5.162;4.149;3.879;3.799;1.736;3.390;5.387;
AM;130083;CAAPIRANGA;12.619;15.544;14.692;15.792;15.495;16.257;15.745;15.437;15.332;14.664;14.081;14.210;
PR;411870;PAULO FRONTIN;1.821;2.645;3.024;3.331;2.763;3.931;2.141;2.892;2.798;2.855;2.736;1.924;
TO;171880;SAMPAIO;2.806;3.087;3.943;4.315;2.113;1.122;3.577;3.905;3.308;3.395;3.848;4.333;
SP;354120;PRESIDENTE BERNARDES;3.426;3.675;5.917;5.201;5.850;1.912;5.347;5.418;6.051;4.712;3.023;3.905;
PR;411270;JATAIZINHO;1.834;1.724;1.313;1.410;1.800;1.437;804;822;2;385;498;339;
RN;241355;SERRINHA DOS PINTOS;2.483;2.600;2.796;3.206;3.848;4.002;4.133;3.445;3.935;3.584;2.840;2.936;
RS;431405;PAROBÉ;55;162;1.716;2.028;3.371;3.907;3.691;3.620;211;4.636;3.912;4.135;
PE;261560;TRINDADE;10.172;8.976;13.354;13.728;11.538;4.273;9.768;9.907;11.119;11.839;12.957;12.627;
AL;270800;SANTANA DO IPANEMA;32.758;26.058;27.012;27.557;27.754;28.180;22.591;28.131;25.485;22.216;20.886;18.087;
MT;510622;NOVA MUTUM;25.646;25.152;21.551;28.320;25.463;25.075;24.656;26.099;21.278;15.793;20.391;17.212;
PB;250160;BARRA DE SANTA ROSA;15.126;16.124;17.041;16.814;16.303;16.997;15.152;17.322;17.939;14.644;16.678;9.809;
PB;250120;AREIAL;3.710;4.436;5.063;5.488;4.155;6.573;4.280;5.540;5.294;4.264;4.576;3.327;
PE;260540;FEIRA NOVA;11.503;11.843;12.133;12.395;12.127;12.918;11.331;11.666;11.397;10.333;11.125;8.836;
BA;290900;CORDEIROS;7.170;7.352;6.794;7.115;6.170;7.680;5.178;8.057;7.259;7.168;6.704;6.542;
PB;250403;CAPIM;3.479;4.737;4.434;5.343;5.058;4.929;3.574;4.495;5.260;3.616;3.535;3.908;
PE;261140;PRIMAVERA;4.287;4.099;5.628;5.758;4.517;3.917;2.740;3.117;3.078;2.535;3.248;1.617;
RO;110015;OURO PRETO DO OESTE;19.141;21.621;24.663;24.286;23.672;22.875;14.588;22.039;19.699;16.502;21.284;15.128;
MA;210467;GOVERNADOR NUNES FREIRE;13.883;13.835;18.309;19.622;15.711;15.635;13.929;18.162;17.265;15.837;16.527;12.460;
PR;411155;IVATÉ;2.911;3.377;4.571;4.064;3.560;5.424;3.808;5.100;4.105;4.119;3.224;2.874;
MG;315340;PRESIDENTE OLEGÁRIO;6.573;8.793;9.412;8.349;9.287;9.236;7.085;8.432;8.015;8.200;8.690;6.962;
SP;353150;MONTE AZUL PAULISTA;4.487;5.843;7.642;8.312;6.557;7.135;6.264;5.979;6.477;7.296;6.131;6.119;
BA;292273;NOVA FÁTIMA;2.484;5.878;5.606;5.776;6.486;6.128;4.692;5.213;4.831;2.158;1.002;460;
MG;316900;TOCANTINS;6.510;9.793;11.707;11.680;9.378;10.064;8.220;4.176;5.108;9.293;11.701;12.358;
RS;431171;MAÇAMBARÁ;371;588;677;934;1.028;1.050;1.104;834;840;439;425;12;
MG;316660;SERRA DA SAUDADE;216;539;307;235;419;128;190;316;77;282;279;456;
BA;292990;SEABRA;17.732;16.426;21.074;22.776;19.225;22.513;17.096;21.803;25.548;22.700;23.113;25.107;
MG;314940;PEDRO TEIXEIRA;1.787;1.528;1.739;1.256;1.612;992;1.236;1.951;1.877;1.268;2.111;1.740;
MG;312670;FRANCISCO SÁ;5.805;7.203;7.889;7.895;5.985;4.816;3.763;1.666;5.190;4.730;1.544;3.716;
SE;280340;JAPOATÃ;10.402;10.321;10.507;9.126;10.654;9.834;9.509;10.315;11.092;10.000;9.620;9.147;
SP;351907;HORTOLÂNDIA;3.440;4.975;5.241;13.946;11.391;2.608;2.578;4.023;3.508;4.409;6.524;10.843;
SC;420330;CAMPO ALEGRE;4.624;7.855;5.424;8.138;7.423;7.024;5.779;7.378;5.713;5.592;6.012;4.058;
PA;150405;MÃE DO RIO;13.302;14.210;15.300;17.457;16.004;17.130;16.326;16.622;15.038;16.456;15.058;13.717;
SP;355020;SÃO MIGUEL ARCANJO;1.918;11.139;11.409;9.971;7.925;10.247;5.714;6.155;4.444;3.367;5.720;7.055;
RS;432149;TOROPI;902;641;783;768;969;1.073;792;887;149;567;708;973;
PI;220500;ITAINÓPOLIS;4.107;5.295;5.686;5.944;4.336;3.634;3.521;2.687;2.102;2.161;1.725;1.872;
PB;251230;PRINCESA ISABEL;11.499;13.042;15.658;17.293;15.061;16.265;14.574;16.946;15.483;15.011;15.617;15.724;
RN;240520;JANDUÍS;4.299;4.898;5.389;6.098;6.084;6.554;4.800;6.058;6.343;4.112;4.609;4.464;
RS;431235;MONTAURI;855;931;213;1.079;612;1.068;947;3;309;0;1.186;764;
RS;430580;CONSTANTINA;4.164;4.414;5.098;4.787;5.499;6.962;5.466;7.372;6.115;5.723;5.701;5.895;
BA;292960;SAPEAÇU;13.320;12.471;6.613;4.839;14.762;17.908;12.363;15.235;15.364;13.178;13.132;13.103;
SP;354860;SÃO BENTO DO SAPUCAÍ;1.310;1.807;1.207;1.667;1.187;1.260;1.517;2.123;1.319;1.752;1.768;1.062;
TO;171320;MIRACEMA DO TOCANTINS;15.306;20.043;19.629;20.913;18.509;16.753;17.476;18.713;19.242;18.957;18.928;18.374;
PR;412570;SÃO MIGUEL DO IGUAÇU;6.134;10.132;10.134;10.084;10.912;10.976;8.240;9.203;8.973;9.100;11.126;6.568;
MG;315000;PESCADOR;3.256;2.805;3.624;4.168;3.451;4.051;3.044;4.035;4.233;3.579;4.162;3.214;
SC;421085;MIRIM DOCE;2.177;2.716;2.648;2.697;2.666;2.560;2.338;2.291;2.289;2.289;1.723;992;
PB;250210;BOA VENTURA;5.297;7.130;6.022;6.403;6.144;6.789;5.240;6.012;6.024;4.834;4.257;3.830;
MA;210050;ALTO PARNAÍBA;4.919;7.767;5.998;5.095;5.039;3.755;5.575;5.430;6.118;6.994;3.652;5.590;
SC;420207;BALNEÁRIO GAIVOTA;9.961;9.922;10.497;10.854;10.333;10.101;9.542;8.489;8.834;10.020;6.562;6.823;
MA;210650;MATINHA;20.343;22.930;23.242;23.314;23.197;23.512;20.318;24.772;23.532;25.806;23.331;21.782;
RN;240740;MARTINS;6.641;6.359;7.477;7.779;8.046;8.510;5.519;7.558;8.139;8.677;8.177;8.635;
RJ;330500;SÃO JOÃO DA BARRA;20.811;20.273;23.218;24.058;22.744;26.494;15.902;20.796;18.152;19.171;13.004;40.412;
BA;292390;PAU BRASIL;4.794;6.088;6.486;7.961;6.317;6.913;4.623;8.016;6.667;6.194;6.703;7.432;
MG;314437;NATALÂNDIA;1.837;2.166;2.170;3.813;2.080;3.265;2.762;2.422;2.069;2.241;3.824;1.649;
AP;160025;ITAUBAL;2.829;4.071;4.829;4.091;2.896;2.841;3.737;3.492;4.259;3.407;2.645;3.453;
MG;312430;ESPINOSA;20.666;22.869;23.131;22.518;16.857;20.260;18.713;19.907;19.925;18.301;20.493;22.242;
BA;290260;BAIXA GRANDE;10.096;9.764;11.442;11.492;9.475;8.785;8.657;11.021;10.548;9.077;7.781;6.583;
PI;220530;JERUMENHA;1.612;3.005;2.959;2.868;2.227;2.616;2.721;2.168;2.324;3.056;1.889;3.118;
RN;240890;PARELHAS;16.560;15.479;17.500;17.557;18.296;16.762;15.785;18.075;17.710;15.693;16.588;14.172;
BA;291130;GENTIO DO OURO;7.526;7.561;9.024;7.219;4.358;8.910;5.582;6.562;5.715;4.635;5.388;4.181;
MT;510385;GAÚCHA DO NORTE;1.654;2.488;3.008;2.530;1.851;1.571;1.685;1.634;1.676;1.624;2.649;3.549;
RJ;330280;MENDES;7.320;8.299;9.091;7.896;8.792;8.465;7.459;5.490;4.953;3.180;2.769;3.120;
RN;240933;SANTA MARIA;1.793;2.833;2.287;2.977;2.180;2.943;2.431;2.299;2.587;2.385;2.756;2.827;
BA;291340;IGAPORÃ;8.672;6.918;9.553;7.767;6.666;7.468;5.913;7.352;4.889;5.000;5.563;4.889;
SP;351535;EUCLIDES DA CUNHA PAULISTA;3.649;4.199;4.807;4.874;4.267;4.780;4.229;4.524;3.012;3.246;4.443;4.708;
BA;290115;AMÉRICA DOURADA;9.439;10.444;10.765;13.106;12.274;13.432;8.833;11.622;14.827;14.359;9.956;9.448;
PI;220777;PATOS DO PIAUÍ;3.657;3.237;5.172;3.951;3.013;4.977;2.857;4.116;2.898;4.821;2.879;4.111;
BA;292275;NOVA IBIÁ;4.468;6.711;5.189;6.146;6.425;6.944;4.913;6.361;5.816;6.930;4.832;7.779;
PB;250407;CARAÚBAS;3.422;4.267;4.103;3.650;4.261;3.208;4.118;4.200;4.346;4.050;1.692;261;
MA;210210;BREJO;21.995;26.964;29.264;30.266;27.652;29.938;29.889;31.676;30.094;28.440;32.531;21.576;
PA;150110;BAGRE;16.957;14.880;14.054;15.845;15.955;16.266;14.141;14.526;16.229;15.391;15.333;16.557;
PR;410570;CLEVELÂNDIA;1.636;3.098;4.122;2.704;1.408;1.879;1.482;2.264;1.758;2.272;1.277;593;
SP;355255;SUZANÁPOLIS;0;0;0;0;2.048;0;2.234;2.740;902;2.285;2.134;2.204;
RR;140020;CARACARAÍ;13.478;13.471;14.269;15.483;15.530;15.036;13.865;13.624;15.749;14.074;14.855;14.421;
PE;260580;FREI MIGUELINHO;9.071;12.713;13.864;13.720;11.306;9.197;11.443;13.208;10.321;10.520;13.689;15.056;
MG;313860;LIMA DUARTE;4.490;4.565;4.315;4.074;4.049;3.953;4.088;4.132;2.941;4.421;4.123;3.917;
PB;250880;MALTA;5.107;7.340;6.404;7.894;6.399;7.942;5.543;6.817;6.766;4.685;2.596;1.439;
RS;431360;PAIM FILHO;3.599;4.612;4.054;4.720;4.116;1.790;4.040;4.266;4.634;4.705;3.874;4.557;
TO;170220;ARAGUATINS;10.682;18.467;18.085;18.335;17.003;10.482;16.530;18.777;18.395;18.437;16.810;17.788;
GO;520455;CALDAZINHA;1.567;2.388;1.566;2.167;2.301;1.806;2.627;2.669;1.552;2.642;2.011;2.707;
PE;260040;ÁGUA PRETA;19.785;16.313;17.498;18.109;17.188;16.112;13.725;13.370;12.574;9.292;13.834;12.542;
MG;315690;SACRAMENTO;14.190;14.529;15.489;13.467;8.622;1.834;11.033;12.781;12.695;13.053;12.672;9.075;
PB;251470;SÃO JOSÉ DO SABUGI;3.752;4.346;4.251;4.040;4.295;4.871;4.033;4.016;3.656;3.913;4.095;3.328;
BA;291345;IGRAPIÚNA;6.009;8.216;7.877;7.994;7.463;8.870;5.501;5.772;7.234;6.331;5.545;7.332;
GO;520945;GUARINOS;1.723;1.973;1.668;1.877;2.007;694;1.923;1.703;1.860;1.739;1.827;1.897;
SP;352610;JUQUIÁ;6.698;8.518;8.013;8.891;6.283;6.846;6.175;5.579;5.880;5.445;6.160;4.647;
PR;412730;TERRA RICA;2.234;4.518;4.501;6.191;5.630;6.884;3.501;5.020;4.616;4.278;4.683;3.167;
SC;421507;RIQUEZA;2.908;2.706;3.552;2.397;2.920;2.967;4.600;3.669;3.879;3.958;4.382;4.372;
PR;411470;MARIA HELENA;13;928;1.815;1.865;2.028;2.374;1.714;2.486;2.465;2.136;1.544;3;
SP;354180;QUEIROZ;1.820;1.191;723;925;1.851;770;2.289;1.692;1.932;1.534;898;1.103;
RS;432377;WESTFALIA;693;699;690;893;896;836;811;768;728;850;563;956;
SC;421690;SÃO LOURENÇO DO OESTE;8.711;13.177;13.145;13.980;14.070;15.947;12.829;13.557;11.901;10.360;8.688;2.615;
ES;320013;ÁGUIA BRANCA;1.614;1.997;6.273;5.337;7.375;6.736;7.111;6.730;6.716;6.724;6.429;6.377;
MG;310870;BRÁS PIRES;4.101;4.556;5.777;4.862;6.309;5.921;6.030;5.744;4.590;4.666;6.056;3.405;
ES;320470;SÃO GABRIEL DA PALHA;28.523;25.968;25.488;27.033;25.303;26.567;26.964;26.290;27.401;25.509;25.458;15.360;
PR;412700;TEIXEIRA SOARES;2.328;3.830;2.486;3.505;3.790;3.422;2.047;3.412;2.841;2.823;3.242;904;
TO;172120;TOCANTINÓPOLIS;12.979;15.499;16.248;16.494;16.198;13.251;14.938;14.383;15.998;14.017;15.074;17.040;
BA;290150;ANGUERA;5.854;5.636;5.012;5.336;6.007;6.725;4.299;4.061;6.083;4.614;4.502;4.813;
MG;313810;LASSANCE;3.950;4.246;4.035;4.918;3.921;4.906;3.036;2.082;110;1.520;1.803;1.659;
MG;311900;CORDISLÂNDIA;3.568;4.285;4.197;3.659;3.875;2.859;2.820;3.449;3.481;2.824;3.390;3.209;
RS;430560;COLORADO;3.071;2.929;2.834;2.997;2.766;3.479;2.122;2.977;3.022;2.288;1.064;2.508;
PI;220780;PAULISTANA;12.946;14.398;18.681;18.727;16.183;16.098;16.317;18.233;17.302;14.530;15.573;13.070;
BA;292030;MALHADA DE PEDRAS;4.455;4.362;5.196;5.507;5.597;6.118;4.848;6.327;6.067;5.527;6.030;5.546;
MG;316292;SÃO JOAQUIM DE BICAS;27.289;24.403;26.132;28.045;27.926;23.094;28.511;29.176;25.202;26.506;27.761;26.557;
PE;261450;SURUBIM;72.866;66.278;73.002;72.952;70.601;75.171;77.749;79.992;76.051;74.856;77.730;77.895;
MG;313380;ITAÚNA;30.927;33.025;34.368;36.649;36.559;38.729;37.063;37.570;36.334;33.294;39.202;36.546;
MG;311830;CONSELHEIRO LAFAIETE;41.102;59.921;58.414;63.986;67.322;71.800;63.963;73.797;61.489;62.369;72.111;66.675;
MG;314360;MORRO DA GARÇA;256;1.312;1.285;1.901;1.336;1.746;1.237;1.685;1.153;1.756;873;1.112;
MG;314370;MORRO DO PILAR;1.635;2.150;2.268;1.769;1.720;2.103;1.970;2.281;1.088;1.446;1.136;1.185;
PR;411380;LUPIONÓPOLIS;1.908;2.531;2.819;3.043;2.648;384;1.535;551;335;1.033;0;1.684;
SP;350890;CAIABU;3.366;4.324;4.410;4.404;4.666;4.114;3.724;3.884;4.496;3.723;4.029;2.758;
SP;355730;ESTIVA GERBI;1.153;1.525;2.244;2.041;1.850;1.975;2.448;2.127;2.340;1.602;2.245;2.189;
TO;172020;SÃO MIGUEL DO TOCANTINS;13.394;13.157;12.395;4.644;13.488;8.966;13.356;13.170;14.988;13.374;13.326;15.049;
RJ;330340;NOVA FRIBURGO;35.440;35.021;31.695;26.888;22.703;18.170;16.462;15.636;14.923;14.042;13.710;12.490;
SP;351630;FRANCISCO MORATO;17.983;22.044;19.939;15.721;14.308;13.898;11.736;14.622;16.436;17.134;18.279;16.952;
SE;280750;TOMAR DO GERU;11.374;11.487;12.634;13.526;11.149;12.442;10.337;11.658;11.925;10.816;11.268;12.305;
SP;351140;CERQUEIRA CÉSAR;2.977;7.523;7.964;8.338;9.498;6.349;6.391;6.349;5.318;4.629;5.353;4.484;
MG;315330;PRESIDENTE KUBITSCHEK;3.832;2.568;2.941;3.083;2.680;2.895;1.927;2.262;2.712;1.350;1.551;2.628;
MG;313753;LAGOA GRANDE;3.527;4.701;5.316;5.846;5.280;5.273;4.343;4.769;4.071;4.499;4.298;4.843;
BA;291300;IBITIARA;7.444;6.863;8.710;7.255;7.031;8.711;6.232;5.563;6.155;8.249;6.261;7.226;
PR;412625;SARANDI;3.262;6.148;8.266;10.736;6.507;11.641;8.077;9.188;10.504;9.447;10.188;9.078;
PR;412810;UMUARAMA;20.997;32.674;40.498;46.193;42.077;45.721;30.755;28.043;21.204;31.704;15.923;16.974;
MG;316750;SIMÃO PEREIRA;1.111;952;612;1.146;1.208;800;414;987;1.634;1.215;955;79;
CE;230550;IGUATU;79.410;84.624;101.510;107.275;99.989;89.860;92.354;101.159;96.746;97.540;94.371;42.476;
SP;351015;CANITAR;398;693;800;988;912;984;687;620;640;408;837;1.076;
ES;320200;DORES DO RIO PRETO;4.658;7.954;6.849;6.533;6.230;1.319;1.611;1.805;1.467;1.992;1.398;1.400;
BA;292740;SALVADOR;54.420;50.522;74.326;75.391;108.437;79.267;36.075;46.320;77.029;83.618;74.257;69.927;
MG;311455;CARNEIRINHO;1.869;2.068;2.763;3.101;3.894;2.993;2.854;4.093;4.204;2.571;4.414;5.713;
SP;352830;MAGDA;1.507;1.848;1.282;1.809;1.591;1.084;1.082;1.803;1.258;998;1.437;1.401;
MG;313630;JOÃO PINHEIRO;15.572;19.332;21.229;20.250;19.987;19.006;19.681;20.840;18.170;17.996;20.679;16.315;
SE;280640;SANTANA DO SÃO FRANCISCO;9.130;8.645;9.975;13.399;9.986;10.157;8.513;9.186;6.902;3.690;9.432;5.067;
PB;250980;MULUNGU;5.636;6.592;8.401;8.521;8.141;8.695;6.823;8.037;8.281;7.584;4.726;5.287;
SP;350700;BOITUVA;1.355;1.192;1.033;1.301;1.308;1.450;1.003;863;1.187;1.147;1.198;1.433;
PB;250010;ÁGUA BRANCA;4.257;6.334;6.972;6.178;5.798;6.336;4.466;6.240;5.646;5.588;4.950;6.484;
SC;421535;SALTINHO;3.966;3.295;3.732;4.036;3.638;4.010;3.546;3.865;3.621;3.874;3.658;176;
RN;240160;BENTO FERNANDES;3.043;3.852;4.416;3.425;4.160;4.345;3.431;3.512;3.027;3.316;2.872;2.597;
PB;251570;SERRA GRANDE;2.086;3.308;3.751;3.681;3.180;4.016;3.114;4.037;3.705;2.500;2.845;3.379;
GO;520735;EDEALINA;2.579;3.150;2.309;2.670;2.779;2.336;2.809;3.400;2.119;2.074;735;1.797;
MT;510704;PRIMAVERA DO LESTE;22.128;27.736;26.025;25.826;28.172;27.916;28.929;29.104;35.404;32.740;30.220;16.274;
MG;314190;MINDURI;679;1.295;1.321;2.305;881;278;198;161;230;829;930;1.210;
SP;350200;ANALÂNDIA;181;136;137;93;197;223;177;0;0;84;89;10;
MG;314860;PEÇANHA;9.839;10.550;9.230;4.037;399;10.043;10.352;10.157;10.366;9.529;9.839;5.241;
RS;430175;BARÃO DO TRIUNFO;540;540;505;433;198;289;398;527;473;547;750;591;
SE;280600;RIBEIRÓPOLIS;11.457;14.653;14.089;16.831;17.220;18.466;16.074;16.045;18.099;18.314;16.650;18.567;
SC;420945;LAJEADO GRANDE;470;482;482;511;505;0;860;1.100;1.094;1.055;1.423;642;
SP;355260;TABAPUÃ;2.712;2.227;2.529;2.693;2.572;2.659;2.203;2.155;3.611;3.099;2.645;1.836;
PI;220200;BURITI DOS LOPES;17.444;22.244;21.637;24.602;24.093;21.070;19.424;21.831;17.599;17.190;13.830;15.553;
CE;230310;CARIRÉ;9.449;14.834;15.720;16.027;15.375;16.177;15.594;17.183;16.303;14.916;15.456;17.608;
RS;431413;PAULO BENTO;810;942;1.365;1.111;708;590;579;615;591;551;616;597;
SP;354050;PORANGABA;3.793;5.653;5.958;6.104;4.773;6.622;4.118;6.553;4.643;4.353;4.896;3.103;
RS;431403;PARECI NOVO;1.126;1.260;1.183;1.717;1.647;2.014;1.456;695;571;741;605;598;
MG;312580;FERNANDES TOURINHO;1.026;1.684;1.530;1.307;1.964;1.984;1.262;1.808;842;1.177;1.543;1.442;
PE;260500;CUPIRA;13.899;24.453;26.936;26.526;23.817;26.865;22.448;25.593;24.300;22.258;23.790;18.679;
RS;432230;TUPARENDI;2.423;5.227;6.273;6.438;5.789;6.978;5.536;5.422;5.384;4.558;3.400;4.854;
TO;172210;XAMBIOÁ;4.962;6.657;7.987;8.771;7.421;4.547;9.154;10.157;9.005;8.937;8.393;11.062;
CE;230440;FORTALEZA;256.107;252.941;83.887;199.794;181.920;206.064;256.381;289.353;274.778;241.111;290.215;254.858;
SP;354310;RIBEIRÃO CORRENTE;299;967;821;1.686;1.687;3.280;2.762;2.557;1.132;1.424;1.465;1.259;
AM;130230;JUTAÍ;19.220;19.521;15.231;17.984;17.108;21.355;16.641;18.150;14.969;18.295;14.837;9.844;
PR;412520;SÃO JORGE D'OESTE;1.524;5.583;3.883;2.787;4.876;5.158;4.746;3.549;2.498;2.708;2.871;1.241;
SP;351840;GUARATINGUETÁ;4.759;4.903;4.953;4.738;5.255;2.943;1.134;3.122;2.532;2.626;2.508;2.707;
PA;150270;CONCEIÇÃO DO ARAGUAIA;24.555;24.342;27.828;28.243;24.084;26.294;26.319;26.893;26.767;24.900;26.786;29.192;
RS;430520;CERRO LARGO;7.506;6.948;5.792;7.355;6.853;7.366;5.462;5.920;5.864;5.470;5.465;5.129;
MG;315935;SANTA RITA DE MINAS;5.127;6.551;7.963;7.427;8.251;8.688;8.478;5.617;6.696;6.914;7.210;6.537;
