"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""350300 ARAMINA"";672;22730;143;1557;25102"
"""350310 ARANDU"";233937;43141;-;623;277701"
"""350315 ARAPEI"";9206;32953;-;36269;78428"
"""350320 ARARAQUARA"";937002;3361108;15863504;106672;20268286"
"""350330 ARARAS"";685616;1387131;34878;23605;2131230"
"""350335 ARCO-IRIS"";27390;499;-;17;27906"
"""350340 AREALVA"";38507;138291;1087;798;178683"
"""350350 AREIAS"";15645;18161;-;7154;40960"
"""350360 AREIOPOLIS"";230236;49244;-;1814;281294"
"""350370 ARIRANHA"";143275;81095;-;5964;230334"
"""350380 ARTUR NOGUEIRA"";327864;492588;-;-;820452"
"""350390 ARUJA"";446249;514576;2181;52350;1015356"
"""350395 ASPASIA"";-;10524;-;1521;12045"
"""350400 ASSIS"";432936;1633170;9022270;22885;11111261"
"""350410 ATIBAIA"";79382;2060729;24689;192482;2357282"
"""350420 AURIFLAMA"";52770;160618;-;55323;268711"
"""350430 AVAI"";29882;19008;-;612;49502"
"""350440 AVANHANDAVA"";163;7865;-;14225;22253"
"""350450 AVARE"";190508;1331095;41463;73055;1636121"
"""350460 BADY BASSITT"";250715;430161;-;5578;686454"
"""350470 BALBINOS"";34850;2340;-;4569;41759"
"""350480 BALSAMO"";144162;65277;-;9246;218685"
"""350490 BANANAL"";23497;130217;-;53446;207160"
"""350500 BARAO DE ANTONINA"";385;12060;12;14293;26750"
"""350510 BARBOSA"";10474;7759;-;10039;28272"
"""350520 BARIRI"";429850;234691;-;94743;759284"
"""350530 BARRA BONITA"";303179;306770;1689;2481;614119"
"""350535 BARRA DO CHAPEU"";24;28192;-;1961;30177"
"""350540 BARRA DO TURVO"";45126;62575;-;177;107878"
"""350550 BARRETOS"";1587907;4156406;12126380;92090;17962783"
"""350560 BARRINHA"";248982;115824;-;1279;366085"
"""350570 BARUERI"";3909234;10258931;117347;12680;14298192"
"""350580 BASTOS"";65998;271550;9;17161;354718"
"""350590 BATATAIS"";654487;942253;24275;2673;1623688"
"""350600 BAURU"";1251410;5911221;21341792;89660;28594083"
"""350610 BEBEDOURO"";405623;1401615;40625;5763;1853626"
"""350620 BENTO DE ABREU"";2999;2606;-;2765;8370"
"""350630 BERNARDINO DE CAMPOS"";41339;92532;-;1073;134944"
"""350635 BERTIOGA"";826017;1410669;7741;2143;2246570"
"""350640 BILAC"";126126;67780;-;40961;234867"
"""350650 BIRIGUI"";1477260;1340405;8978;2152;2828795"
"""350660 BIRITIBA MIRIM"";468115;418777;2;653;887547"
"""350670 BOA ESPERANCA DO SUL"";54572;111265;-;885;166722"
"""350680 BOCAINA"";164723;61479;-;37271;263473"
"""350690 BOFETE"";121194;81947;-;531;203672"
"""350700 BOITUVA"";533266;904690;3068;84022;1525046"
"""350710 BOM JESUS DOS PERDOES"";73224;428501;-;-;501725"
"""350715 BOM SUCESSO DE ITARARE"";87919;2147;-;232;90298"
"""350730 BORACEIA"";88817;6955;-;12944;108716"
"""350740 BORBOREMA"";351655;218235;88;80948;650926"
"""350745 BOREBI"";47425;10308;-;4557;62290"
"""350750 BOTUCATU"";833543;4671296;16364074;41845;21910758"
"""350760 BRAGANCA PAULISTA"";309833;3202969;87249;230696;3830747"
"""350770 BRAUNA"";104206;5521;-;8466;118193"
"""350775 BREJO ALEGRE"";14823;2443;-;1;17267"
"""350780 BRODOWSKI"";431825;168995;-;197;601017"
"""350790 BROTAS"";159981;157681;-;1457;319119"
"""350800 BURI"";53579;211871;-;24461;289911"
"""350810 BURITAMA"";328158;308842;121;80891;718012"
"""350820 BURITIZAL"";62326;7762;-;243;70331"
"""350830 CABRALIA PAULISTA"";198500;7666;-;3824;209990"
"""350840 CABREUVA"";583033;1328458;1943;3044;1916478"
"""350850 CACAPAVA"";188862;1600384;3833;36877;1829956"
"""350860 CACHOEIRA PAULISTA"";85609;202251;-;10936;298796"
"""350870 CACONDE"";42225;41884;-;6936;91045"
"""350880 CAFELANDIA"";236772;87804;160;194;324930"
"""350890 CAIABU"";-;3429;-;210;3639"
"""350900 CAIEIRAS"";525276;1683620;-;218758;2427654"
"""350910 CAIUA"";78026;3144;-;199;81369"
"""350920 CAJAMAR"";542507;1918898;10046;28292;2499743"
"""350925 CAJATI"";99126;370331;-;55435;524892"
"""350930 CAJOBI"";17395;92295;-;1887;111577"
"""350940 CAJURU"";443790;371811;1061;1011;817673"
"""350945 CAMPINA DO MONTE ALEGRE"";5228;42575;-;52;47855"
"""350950 CAMPINAS"";1079566;14239479;46767930;232262;62319237"
"""350960 CAMPO LIMPO PAULISTA"";1607472;1578344;38484;1403;3225703"
"""350970 CAMPOS DO JORDAO"";611565;460526;1361;8512;1081964"
"""350980 CAMPOS NOVOS PAULISTA"";208186;34249;-;19020;261455"
"""350990 CANANEIA"";7530;46029;-;11306;64865"
"""350995 CANAS"";4180;5162;-;16505;25847"
"""351000 CANDIDO MOTA"";147689;585732;1375;1537;736333"
"""351010 CANDIDO RODRIGUES"";17;4838;-;11847;16702"
"""351015 CANITAR"";8278;44855;-;1563;54696"
"""351020 CAPAO BONITO"";404179;550260;3919;1737;960095"
"""351030 CAPELA DO ALTO"";162617;448135;-;12409;623161"
"""351040 CAPIVARI"";315594;647050;4864;33828;1001336"
"""351050 CARAGUATATUBA"";317229;3547914;81884;9488;3956515"
"""351060 CARAPICUIBA"";665861;2751673;23879;32311;3473724"
"""351070 CARDOSO"";248;270156;4006;13650;288060"
"""351080 CASA BRANCA"";17401;787829;528;1574;807332"
"""351090 CASSIA DOS COQUEIROS"";16399;895;-;-;17294"
"""351100 CASTILHO"";291734;181445;29;22103;495311"
"""351110 CATANDUVA"";193022;2360227;69753;170633;2793635"
"""351120 CATIGUA"";-;7357;-;337;7694"
"""351130 CEDRAL"";151355;96003;7;1729;249094"
"""351140 CERQUEIRA CESAR"";49596;281718;-;26121;357435"
"""351150 CERQUILHO"";677202;492443;2992;33471;1206108"
"""351160 CESARIO LANGE"";186;263593;576;1008;265363"
"""351170 CHARQUEADA"";262203;223733;201;24630;510767"
"""351190 CLEMENTINA"";6411;90635;-;577;97623"
"""351200 COLINA"";286568;274857;2086;12798;576309"
"""351210 COLOMBIA"";69650;30366;-;512;100528"
"""351220 CONCHAL"";80414;783481;2456;26378;892729"
"""351230 CONCHAS"";207389;412260;-;629;620278"
"""351240 CORDEIROPOLIS"";105254;477083;75;930;583342"
"""351250 COROADOS"";158965;5758;-;613;165336"
"""351260 CORONEL MACEDO"";-;24019;-;186;24205"
"""351270 CORUMBATAI"";70086;51995;80;19993;142154"
"""351280 COSMOPOLIS"";55109;555539;1175;61474;673297"
"""351290 COSMORAMA"";1927;61294;-;13855;77076"
"""351300 COTIA"";1166075;2636924;5803;2009;3810811"
"""351310 CRAVINHOS"";235376;418152;-;5341;658869"
"""351320 CRISTAIS PAULISTA"";128;34953;-;619;35700"
"""351340 CRUZEIRO"";74487;794792;21221;169476;1059976"
"""351350 CUBATAO"";394213;2294864;20427;28550;2738054"
"""351360 CUNHA"";17471;131017;-;2174;150662"
"""351370 DESCALVADO"";138016;542516;-;63447;743979"
"""351380 DIADEMA"";640449;5768078;2665523;76291;9150341"
"""351385 DIRCE REIS"";-;-;-;876;876"
"""351390 DIVINOLANDIA"";-;478113;8284;12508;498905"
"""351400 DOBRADA"";-;16754;-;-;16754"
"""351410 DOIS CORREGOS"";527945;140065;-;40639;708649"
"""351420 DOLCINOPOLIS"";3918;2257;-;56;6231"
"""351430 DOURADO"";96072;79002;-;71;175145"
"""351440 DRACENA"";251030;991842;23940;64115;1330927"
"""351450 DUARTINA"";359131;311140;-;1674;671945"
"""351460 DUMONT"";5035;15702;-;372;21109"
"""351470 ECHAPORA"";44796;20523;-;15348;80667"
"""351480 ELDORADO"";8639;118738;-;681;128058"
"""351490 ELIAS FAUSTO"";55645;87263;-;24;142932"
"""351492 ELISIARIO"";22886;2163;-;8127;33176"
"""351495 EMBAUBA"";66642;20900;8;7753;95303"
"""351500 EMBU DAS ARTES"";614879;1730884;34869;111304;2491936"
"""351510 EMBU-GUACU"";303692;515991;-;4610;824293"
"""351512 EMILIANOPOLIS"";291;11856;-;2051;14198"
"""351515 ENGENHEIRO COELHO"";62730;188745;-;567;252042"
"""351518 ESPIRITO SANTO DO PINHAL"";484729;531613;2234;6091;1024667"
"""351519 ESPIRITO SANTO DO TURVO"";8976;13678;-;897;23551"
"""351520 ESTRELA D'OESTE"";25593;148534;-;32026;206153"
"""351530 ESTRELA DO NORTE"";11970;-;-;282;12252"
"""351535 EUCLIDES DA CUNHA PAULISTA"";115858;96884;-;8154;220896"
"""351540 FARTURA"";296599;184533;40;2304;483476"
"""351550 FERNANDOPOLIS"";290095;1353982;42278;115709;1802064"
"""351560 FERNANDO PRESTES"";703;40683;-;16267;57653"
"""351565 FERNAO"";2510;-;-;143;2653"
"""351570 FERRAZ DE VASCONCELOS"";152712;1781731;1928;23676;1960047"
"""351580 FLORA RICA"";29598;1647;-;5024;36269"
"""351590 FLOREAL"";-;24199;-;16925;41124"
"""351600 FLORIDA PAULISTA"";40837;60009;-;38;100884"
"""351610 FLORINEA"";114215;100432;-;8268;222915"
"""351620 FRANCA"";2544241;5803648;14077024;261776;22686689"
"""351630 FRANCISCO MORATO"";384343;2367581;36845;733;2789502"
"""351640 FRANCO DA ROCHA"";291111;2341607;4708145;3491;7344354"
"""351650 GABRIEL MONTEIRO"";11865;677;-;1919;14461"
"""351660 GALIA"";124799;89196;-;17271;231266"
"""351670 GARCA"";870804;521869;3686;3126;1399485"
"""351680 GASTAO VIDIGAL"";-;19679;-;18597;38276"
"""351685 GAVIAO PEIXOTO"";5684;4884;-;-;10568"
"""351690 GENERAL SALGADO"";2636;83100;-;166;85902"
"""351700 GETULINA"";215726;140028;-;450;356204"
"""351710 GLICERIO"";145218;-;-;225;145443"
"""351720 GUAICARA"";189994;16037;-;8213;214244"
"""351730 GUAIMBE"";139;36514;-;578;37231"
"""351740 GUAIRA"";848278;618375;7781;40661;1515095"
"""351750 GUAPIACU"";510315;250473;-;6851;767639"
"""351760 GUAPIARA"";943;96907;-;22141;119991"
"""351770 GUARA"";14152;95032;711;605;110500"
"""351780 GUARACAI"";151364;60952;-;869;213185"
"""351790 GUARACI"";198331;129241;171;445;328188"
"""351800 GUARANI D'OESTE"";363;12852;-;43114;56329"
"""351810 GUARANTA"";76643;142;-;-;76785"
"""351820 GUARARAPES"";406541;318000;-;23803;748344"
"""351830 GUARAREMA"";200547;537449;-;2311;740307"
"""351840 GUARATINGUETA"";127171;1276740;38064;107267;1549242"
"""351850 GUAREI"";327976;167236;-;338;495550"
"""351860 GUARIBA"";308773;502500;2330;37482;851085"
"""351870 GUARUJA"";1926864;4430953;59177;1808;6418802"
"""351880 GUARULHOS"";634507;15868673;9832677;404319;26740176"
"""351885 GUATAPARA"";40610;161375;-;24855;226840"
"""351890 GUZOLANDIA"";165520;1015;-;298;166833"
"""351900 HERCULANDIA"";120516;98186;31;8459;227192"
"""351905 HOLAMBRA"";152357;53625;-;599;206581"
"""351907 HORTOLANDIA"";784122;3159781;43602;66610;4054115"
"""351910 IACANGA"";75652;72044;-;929;148625"
"""351920 IACRI"";139794;18428;-;282;158504"
"""351925 IARAS"";75271;16103;-;783;92157"
"""351930 IBATE"";305980;399556;428;12;705976"
"""351940 IBIRA"";57728;128653;-;8057;194438"
"""351950 IBIRAREMA"";246917;113239;-;10508;370664"
"""351960 IBITINGA"";480179;604103;1541;68757;1154580"
"""351970 IBIUNA"";183878;549569;-;-;733447"
"""351980 ICEM"";38247;29399;-;257;67903"
"""351990 IEPE"";110672;156080;-;7677;274429"
"""352000 IGARACU DO TIETE"";187834;230511;-;1080;419425"
"""352010 IGARAPAVA"";151797;274968;3315;2045;432125"
"""352020 IGARATA"";66006;134666;-;30624;231296"
"""352030 IGUAPE"";76232;161790;-;1939;239961"
"""352040 ILHABELA"";727872;964244;7618;62079;1761813"
"""352042 ILHA COMPRIDA"";100867;243973;-;4620;349460"
"""352044 ILHA SOLTEIRA"";257226;214614;16897;113126;601863"
"""352050 INDAIATUBA"";614819;4925526;51932;89985;5682262"
"""352060 INDIANA"";525;29813;-;3194;33532"
"""352070 INDIAPORA"";26701;111996;-;26260;164957"
"""352080 INUBIA PAULISTA"";98304;6962;-;138;105404"
"""352090 IPAUSSU"";99351;77565;31;21509;198456"
"""352100 IPERO"";183738;329178;-;885;513801"
"""352110 IPEUNA"";97630;122587;-;605;220822"
"""352115 IPIGUA"";-;26575;-;1576;28151"
"""352120 IPORANGA"";48755;57882;-;228;106865"
"""352130 IPUA"";51942;148177;-;-;200119"
"""352140 IRACEMAPOLIS"";245728;119553;-;58195;423476"
"""352150 IRAPUA"";252798;52109;-;25724;330631"
"""352160 IRAPURU"";49650;6039;-;216;55905"
"""352170 ITABERA"";480030;221618;-;486;702134"
"""352180 ITAI"";342659;132385;4;2059;477107"
"""352190 ITAJOBI"";550170;142094;-;32583;724847"
"""352200 ITAJU"";69025;-;-;-;69025"
"""352210 ITANHAEM"";352943;1893055;1742;193852;2441592"
"""352215 ITAOCA"";64;2625;-;4478;7167"
"""352220 ITAPECERICA DA SERRA"";838180;3210973;45895;2570;4097618"
"""352230 ITAPETININGA"";5846;2509059;60690;84706;2660301"
"""352240 ITAPEVA"";768833;1522754;54919;19763;2366269"
"""352250 ITAPEVI"";89996;1006270;17185;7334;1120785"
"""352260 ITAPIRA"";359050;1128324;5284;71162;1563820"
"""352265 ITAPIRAPUA PAULISTA"";12823;21331;-;6140;40294"
"""352270 ITAPOLIS"";230088;559424;5228;21781;816521"
"""352280 ITAPORANGA"";222743;167237;-;-;389980"
"""352290 ITAPUI"";353835;161845;-;22587;538267"
"""352300 ITAPURA"";-;340;-;24450;24790"
"""352310 ITAQUAQUECETUBA"";1141321;4045720;38010;18395;5243446"
"""352320 ITARARE"";74112;500035;1436;2802;578385"
"""352330 ITARIRI"";76071;55929;-;-;132000"
"""352340 ITATIBA"";1048180;1378186;21850;30602;2478818"
"""352350 ITATINGA"";1359;204866;-;25894;232119"
"""352360 ITIRAPINA"";137067;67942;-;12391;217400"
"""352370 ITIRAPUA"";13656;49949;-;21546;85151"
"""352380 ITOBI"";158470;52142;2;2002;212616"
"""352390 ITU"";1938390;2959296;73210;15733;4986629"
"""352400 ITUPEVA"";551183;1105148;7509;5433;1669273"
"""352410 ITUVERAVA"";81100;455610;32239;1380;570329"
"""352420 JABORANDI"";84040;181653;-;20110;285803"
"""352430 JABOTICABAL"";1053578;1001890;24883;1910;2082261"
"""352440 JACAREI"";491222;3434138;43183;16867;3985410"
"""352450 JACI"";1248;196526;-;4020;201794"
"""352460 JACUPIRANGA"";-;253712;-;2042;255754"
"""352470 JAGUARIUNA"";73093;1365685;8152;3331;1450261"
"""352480 JALES"";100801;1057230;60344;109621;1327996"
"""352490 JAMBEIRO"";2714;23949;-;243;26906"
"""352500 JANDIRA"";263795;1949204;-;1625;2214624"
"""352510 JARDINOPOLIS"";559016;452648;75;1458;1013197"
"""352520 JARINU"";83164;312087;-;14547;409798"
"""352530 JAU"";605686;1827068;174494;25899;2633147"
"""352540 JERIQUARA"";401;5003;-;681;6085"
"""352550 JOANOPOLIS"";1223;13827;-;-;15050"
"""352560 JOAO RAMALHO"";44661;28287;-;755;73703"
"""352570 JOSE BONIFACIO"";769518;383345;3174;55520;1211557"
"""352580 JULIO MESQUITA"";-;-;-;3598;3598"
"""352585 JUMIRIM"";6347;19386;-;221;25954"
"""352590 JUNDIAI"";2465529;7411771;135605;24827;10037732"
"""352600 JUNQUEIROPOLIS"";196050;158063;161;12572;366846"
"""352610 JUQUIA"";90938;361494;-;36887;489319"
"""352620 JUQUITIBA"";318038;17585;-;2063;337686"
"""352630 LAGOINHA"";12123;14105;-;-;26228"
"""352640 LARANJAL PAULISTA"";173967;187965;567;2989;365488"
"""352650 LAVINIA"";83312;3453;-;4122;90887"
"""352660 LAVRINHAS"";-;5996;-;12964;18960"
"""352670 LEME"";1049514;1671850;25009;85153;2831526"
"""352680 LENCOIS PAULISTA"";1251174;1088382;6626;5857;2352039"
"""352690 LIMEIRA"";891708;3521681;71717;65256;4550362"
"""352700 LINDOIA"";6473;696642;-;865;703980"
"""352710 LINS"";914307;528135;2519;36582;1481543"
"""352720 LORENA"";71026;1254042;17629;1555;1344252"
"""352725 LOURDES"";121994;4234;-;87;126315"
"""352730 LOUVEIRA"";20351;1199442;5160;5886;1230839"
"""352740 LUCELIA"";189013;123584;-;21677;334274"
"""352750 LUCIANOPOLIS"";77965;6040;-;255;84260"
"""352760 LUIS ANTONIO"";28310;119234;4;4834;152382"
"""352770 LUIZIANIA"";182050;5718;-;3532;191300"
"""352780 LUPERCIO"";85382;-;-;116;85498"
"""352790 LUTECIA"";9;50612;-;4;50625"
"""352800 MACATUBA"";253892;190449;-;1949;446290"
"""352810 MACAUBAL"";466;82270;-;63191;145927"
"""352820 MACEDONIA"";27650;10224;-;2767;40641"
"""352830 MAGDA"";7963;23771;-;222;31956"
"""352840 MAIRINQUE"";246396;469986;-;3065;719447"
"""352850 MAIRIPORA"";305023;1263708;5561;1706;1575998"
"""352860 MANDURI"";-;70699;66;580;71345"
"""352870 MARABA PAULISTA"";15773;-;-;63;15836"
"""352880 MARACAI"";180292;182476;74;33534;396376"
"""352885 MARAPOAMA"";123975;26586;-;3649;154210"
"""352890 MARIAPOLIS"";31627;7525;-;341;39493"
"""352900 MARILIA"";56346;4356109;11749993;130332;16292780"
"""352910 MARINOPOLIS"";29414;1168;-;3822;34404"
"""352920 MARTINOPOLIS"";7494;161279;-;235;169008"
"""352930 MATAO"";619483;473612;31454;2881;1127430"
"""352940 MAUA"";403993;4506125;22803;152558;5085479"
"""352950 MENDONCA"";180065;14988;-;13471;208524"
"""352960 MERIDIANO"";802;4642;-;708;6152"
"""352965 MESOPOLIS"";-;28421;-;27436;55857"
"""352970 MIGUELOPOLIS"";113946;201788;9;91;315834"
"""352980 MINEIROS DO TIETE"";144240;-;-;327;144567"
"""352990 MIRACATU"";15459;308015;-;1050;324524"
"""353000 MIRA ESTRELA"";32981;22395;-;6177;61553"
"""353010 MIRANDOPOLIS"";453693;440642;11751;556;906642"
"""353020 MIRANTE DO PARANAPANEMA"";250644;186019;-;32420;469083"
"""353030 MIRASSOL"";58951;575491;-;2342;636784"
"""353040 MIRASSOLANDIA"";41208;505;-;226;41939"
"""353050 MOCOCA"";316322;996544;1832;17547;1332245"
"""353060 MOGI DAS CRUZES"";2612183;6511421;9960974;185217;19269795"
"""353070 MOGI GUACU"";243008;1740807;19762;22857;2026434"
"""353080 MOGI MIRIM"";718144;824987;30055;5220;1578406"
"""353090 MOMBUCA"";11960;42719;-;689;55368"
"""353100 MONCOES"";1072;6334;-;12786;20192"
"""353110 MONGAGUA"";853253;584798;3725;80712;1522488"
"""353120 MONTE ALEGRE DO SUL"";110868;127895;-;509;239272"
"""353130 MONTE ALTO"";582445;807134;4510;5869;1399958"
"""353140 MONTE APRAZIVEL"";277705;302785;421;15414;596325"
"""353150 MONTE AZUL PAULISTA"";121582;548169;2114;53623;725488"
"""353160 MONTE CASTELO"";154394;4571;-;37;159002"
"""353170 MONTEIRO LOBATO"";2373;29069;-;8741;40183"
"""353180 MONTE MOR"";175472;867957;706;15196;1059331"
"""353190 MORRO AGUDO"";380627;379955;2368;258878;1021828"
"""353200 MORUNGABA"";192990;395370;41;42537;630938"
"""353205 MOTUCA"";85505;425;-;10542;96472"
"""353210 MURUTINGA DO SUL"";10922;24610;-;12997;48529"
"""353215 NANTES"";61;2763;-;40;2864"
"""353220 NARANDIBA"";106436;63904;-;3607;173947"
"""353230 NATIVIDADE DA SERRA"";5515;3492;-;47;9054"
"""353240 NAZARE PAULISTA"";44223;303563;-;8322;356108"
"""353250 NEVES PAULISTA"";52777;43353;-;10243;106373"
"""353260 NHANDEARA"";2519;174600;-;7047;184166"
"""353270 NIPOA"";139186;19878;2;47762;206828"
"""353280 NOVA ALIANCA"";62325;37612;-;2364;102301"
"""353282 NOVA CAMPINA"";62425;18256;-;125;80806"
"""353284 NOVA CANAA PAULISTA"";98561;22536;-;19271;140368"
"""353286 NOVA CASTILHO"";523;1642;-;26035;28200"
"""353290 NOVA EUROPA"";16330;97525;-;9535;123390"
"""353300 NOVA GRANADA"";33082;206658;-;233;239973"
"""353310 NOVA GUATAPORANGA"";23122;3223;-;15195;41540"
"""353320 NOVA INDEPENDENCIA"";66;290;-;482;838"
"""353325 NOVAIS"";115273;82465;-;11653;209391"
"""353330 NOVA LUZITANIA"";64754;38467;-;24795;128016"
"""353340 NOVA ODESSA"";400371;1071480;1845;962;1474658"
"""353350 NOVO HORIZONTE"";712407;366898;3283;34705;1117293"
"""353360 NUPORANGA"";95161;10476;-;293;105930"
"""353370 OCAUCU"";10574;2751;-;96;13421"
"""353380 OLEO"";25;33391;2;677;34095"
"""353390 OLIMPIA"";1664016;789249;12283;42898;2508446"
"""353400 ONDA VERDE"";116435;14981;-;512;131928"
"""353410 ORIENTE"";767428;17990;4;29728;815150"
"""353420 ORINDIUVA"";720;56343;-;72349;129412"
"""353430 ORLANDIA"";242100;155133;451;547;398231"
"""353440 OSASCO"";5236220;11257950;27360954;216941;44072065"
"""353450 OSCAR BRESSANE"";86223;2538;-;134;88895"
"""353460 OSVALDO CRUZ"";95631;217581;257;91366;404835"
"""353470 OURINHOS"";360583;2070872;48591;10916;2490962"
"""353475 OUROESTE"";270260;244531;-;3237;518028"
"""353480 OURO VERDE"";11578;9124;-;34311;55013"
"""353490 PACAEMBU"";152156;40587;-;1253;193996"
"""353500 PALESTINA"";142281;48537;-;39447;230265"
"""353510 PALMARES PAULISTA"";136259;2749;-;3179;142187"
"""353520 PALMEIRA D'OESTE"";23388;85483;914;2323;112108"
"""353530 PALMITAL"";339441;363004;1563;36011;740019"
"""353540 PANORAMA"";64784;64966;-;54264;184014"
"""353550 PARAGUACU PAULISTA"";209423;314640;381;25815;550259"
"""353560 PARAIBUNA"";103672;26194;-;239;130105"
"""353570 PARAISO"";87035;58380;-;16998;162413"
"""353580 PARANAPANEMA"";135741;189024;-;16088;340853"
"""353590 PARANAPUA"";-;4501;-;44893;49394"
"""353600 PARAPUA"";1997;37872;-;-;39869"
"""353610 PARDINHO"";465;34936;-;234;35635"
"""353620 PARIQUERA-ACU"";3836;892341;46861;41137;984175"
"""353625 PARISI"";192988;58005;-;16955;267948"
"""353630 PATROCINIO PAULISTA"";255530;223412;422;9515;488879"
"""353640 PAULICEIA"";700;1174;-;40910;42784"
"""353650 PAULINIA"";457695;1332333;3973;-;1794001"
"""353657 PAULISTANIA"";-;3252;-;239;3491"
"""353660 PAULO DE FARIA"";61704;118496;-;3185;183385"
"""353670 PEDERNEIRAS"";466680;298673;2439;4212;772004"
"""353680 PEDRA BELA"";34483;1011;-;-;35494"
"""353690 PEDRANOPOLIS"";-;1874;-;1635;3509"
"""353700 PEDREGULHO"";47646;168011;-;1719;217376"
"""353710 PEDREIRA"";618469;674962;4650;2941;1301022"
"""353715 PEDRINHAS PAULISTA"";86143;53190;-;1643;140976"
"""353720 PEDRO DE TOLEDO"";249668;73831;-;8302;331801"
"""353730 PENAPOLIS"";128098;1108206;3420;601;1240325"
"""353740 PEREIRA BARRETO"";37620;181888;-;580;220088"
"""353750 PEREIRAS"";12342;15264;-;282;27888"
"""353760 PERUIBE"";109064;1374404;1;124540;1608009"
"""353770 PIACATU"";181656;104078;-;9399;295133"
"""353780 PIEDADE"";49021;508625;1274;20147;579067"
"""353790 PILAR DO SUL"";6130;386764;-;1512;394406"
"""353800 PINDAMONHANGABA"";1173310;3433307;36184;3861;4646662"
"""353810 PINDORAMA"";94534;53049;-;941;148524"
"""353820 PINHALZINHO"";67819;332612;-;427;400858"
"""353830 PIQUEROBI"";48207;-;-;372;48579"
"""353860 PIRACAIA"";10129;369505;-;1535;381169"
"""353870 PIRACICABA"";1373507;6510853;26837209;89707;34811276"
"""353880 PIRAJU"";19073;284076;122;1574;304845"
"""353890 PIRAJUI"";35629;166804;-;774;203207"
"""353900 PIRANGI"";38135;182001;2558;11991;234685"
"""353910 PIRAPORA DO BOM JESUS"";202320;155152;-;261;357733"
"""353920 PIRAPOZINHO"";163660;262831;-;16378;442869"
"""353930 PIRASSUNUNGA"";410876;867452;29418;30699;1338445"
"""353940 PIRATININGA"";148578;79754;1;5130;233463"
"""353950 PITANGUEIRAS"";555083;471741;1256;2466;1030546"
"""353960 PLANALTO"";2632;3864;-;29359;35855"
"""353970 PLATINA"";122;27406;-;32583;60111"
"""353980 POA"";241796;1235756;-;3744;1481296"
"""353990 POLONI"";166487;46599;-;45524;258610"
"""354000 POMPEIA"";15300;282301;1928;14903;314432"
"""354010 PONGAI"";101283;4799;-;210;106292"
"""354020 PONTAL"";52468;422244;26;28884;503622"
"""354025 PONTALINDA"";-;885;-;73;958"
"""354030 PONTES GESTAL"";98;27273;-;4598;31969"
"""354040 POPULINA"";187;39125;-;384;39696"
"""354050 PORANGABA"";56574;4057;-;334;60965"
"""354060 PORTO FELIZ"";713871;743197;9347;1467;1467882"
"""354070 PORTO FERREIRA"";80249;513032;16;107643;700940"
"""354075 POTIM"";88382;87307;-;6538;182227"
"""354080 POTIRENDABA"";5730;270183;-;1026;276939"
"""354085 PRACINHA"";14768;-;-;6;14774"
"""354090 PRADOPOLIS"";77376;177644;1;14433;269454"
"""354100 PRAIA GRANDE"";1112979;5745196;73436;17048;6948659"
"""354105 PRATANIA"";6989;32937;-;418;40344"
