"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""312060 CRUCILANDIA"";-;-;-;37221,19;-;37221,19"
"""312070 CRUZEIRO DA FORTALEZA"";-;-;-;11323,50;-;11323,50"
"""312080 CRUZILIA"";-;390,42;-;663940,88;-;664331,30"
"""312083 CUPARAQUE"";-;-;-;70509,26;-;70509,26"
"""312087 CURRAL DE DENTRO"";-;-;-;125348,17;-;125348,17"
"""312090 CURVELO"";-;7918002,71;-;8315587,38;-;16233590,09"
"""312100 DATAS"";-;-;-;89259,49;-;89259,49"
"""312110 DELFIM MOREIRA"";-;-;-;6164,40;-;6164,40"
"""312120 DELFINOPOLIS"";-;-;-;701985,49;-;701985,49"
"""312125 DELTA"";-;-;-;151597,33;-;151597,33"
"""312130 DESCOBERTO"";-;-;-;16729,19;-;16729,19"
"""312140 DESTERRO DE ENTRE RIOS"";-;-;-;71104,60;-;71104,60"
"""312150 DESTERRO DO MELO"";-;-;-;42069,46;-;42069,46"
"""312160 DIAMANTINA"";424615,68;6360050,46;-;6600290,97;-;13384957,11"
"""312170 DIOGO DE VASCONCELOS"";-;-;-;26463,84;-;26463,84"
"""312180 DIONISIO"";-;-;-;116008,50;-;116008,50"
"""312190 DIVINESIA"";-;-;-;71279,27;-;71279,27"
"""312200 DIVINO"";-;-;-;489758,64;-;489758,64"
"""312210 DIVINO DAS LARANJEIRAS"";-;-;-;86435,06;-;86435,06"
"""312220 DIVINOLANDIA DE MINAS"";-;-;-;265134,96;-;265134,96"
"""312230 DIVINOPOLIS"";2424027,71;10856055,07;-;36853205,19;-;50133287,97"
"""312235 DIVISA ALEGRE"";-;-;-;109934,52;-;109934,52"
"""312240 DIVISA NOVA"";-;-;-;28063,63;-;28063,63"
"""312245 DIVISOPOLIS"";-;-;-;173213,64;-;173213,64"
"""312247 DOM BOSCO"";-;-;-;64727,57;-;64727,57"
"""312250 DOM CAVATI"";-;-;-;11858,88;-;11858,88"
"""312260 DOM JOAQUIM"";-;-;-;173225,64;-;173225,64"
"""312270 DOM SILVERIO"";-;-;-;46830,18;-;46830,18"
"""312280 DOM VICOSO"";-;-;-;38026,49;-;38026,49"
"""312290 DONA EUSEBIA"";-;-;-;14752,50;-;14752,50"
"""312300 DORES DE CAMPOS"";-;-;-;116206,75;-;116206,75"
"""312310 DORES DE GUANHAES"";-;-;-;25336,51;-;25336,51"
"""312320 DORES DO INDAIA"";-;-;-;235142,91;-;235142,91"
"""312330 DORES DO TURVO"";-;-;-;62952,42;-;62952,42"
"""312340 DORESOPOLIS"";-;-;-;48842,57;-;48842,57"
"""312350 DOURADOQUARA"";-;-;-;24173,44;-;24173,44"
"""312352 DURANDE"";-;-;-;9580,00;-;9580,00"
"""312360 ELOI MENDES"";-;-;-;330289,04;-;330289,04"
"""312370 ENGENHEIRO CALDAS"";-;-;-;233447,08;-;233447,08"
"""312380 ENGENHEIRO NAVARRO"";-;-;-;108723,24;-;108723,24"
"""312385 ENTRE FOLHAS"";-;-;-;20150,49;-;20150,49"
"""312390 ENTRE RIOS DE MINAS"";-;-;-;584031,50;-;584031,50"
"""312400 ERVALIA"";-;-;-;321629,05;-;321629,05"
"""312410 ESMERALDAS"";-;-;-;1048786,28;-;1048786,28"
"""312420 ESPERA FELIZ"";-;-;-;658328,61;-;658328,61"
"""312430 ESPINOSA"";-;-;-;363648,95;-;363648,95"
"""312440 ESPIRITO SANTO DO DOURADO"";-;-;-;2358,23;-;2358,23"
"""312450 ESTIVA"";-;-;-;168291,90;-;168291,90"
"""312460 ESTRELA DALVA"";-;-;-;19054,00;-;19054,00"
"""312470 ESTRELA DO INDAIA"";-;-;-;70203,53;-;70203,53"
"""312480 ESTRELA DO SUL"";-;-;-;94993,66;-;94993,66"
"""312490 EUGENOPOLIS"";-;-;-;174802,36;-;174802,36"
"""312500 EWBANK DA CAMARA"";-;-;-;5853,76;-;5853,76"
"""312510 EXTREMA"";-;4217766,98;-;445932,92;-;4663699,90"
"""312520 FAMA"";-;-;-;9345,79;-;9345,79"
"""312530 FARIA LEMOS"";-;-;-;18714,39;-;18714,39"
"""312540 FELICIO DOS SANTOS"";-;-;-;111006,48;-;111006,48"
"""312550 SAO GONCALO DO RIO PRETO"";-;-;-;89196,96;-;89196,96"
"""312560 FELISBURGO"";-;-;-;245698,17;-;245698,17"
"""312570 FELIXLANDIA"";-;-;-;268078,95;-;268078,95"
"""312580 FERNANDES TOURINHO"";-;-;-;34200,00;-;34200,00"
"""312590 FERROS"";-;-;-;184733,50;-;184733,50"
"""312595 FERVEDOURO"";-;-;-;132057,34;-;132057,34"
"""312600 FLORESTAL"";-;-;-;65524,33;-;65524,33"
"""312610 FORMIGA"";-;6892365,02;-;4894186,58;-;11786551,60"
"""312620 FORMOSO"";-;-;-;308338,66;-;308338,66"
"""312630 FORTALEZA DE MINAS"";-;-;-;54772,54;-;54772,54"
"""312640 FORTUNA DE MINAS"";-;-;-;40365,20;-;40365,20"
"""312650 FRANCISCO BADARO"";-;-;-;270003,07;-;270003,07"
"""312660 FRANCISCO DUMONT"";-;-;-;60890,40;-;60890,40"
"""312670 FRANCISCO SA"";-;-;-;1367836,86;-;1367836,86"
"""312675 FRANCISCOPOLIS"";-;-;-;94233,64;-;94233,64"
"""312680 FREI GASPAR"";-;-;-;49762,87;-;49762,87"
"""312690 FREI INOCENCIO"";-;-;-;138356,61;-;138356,61"
"""312700 FRONTEIRA"";-;-;-;465503,13;-;465503,13"
"""312705 FRONTEIRA DOS VALES"";-;-;-;40996,65;-;40996,65"
"""312707 FRUTA DE LEITE"";-;-;-;82467,09;-;82467,09"
"""312710 FRUTAL"";-;3094952,82;-;3276132,14;-;6371084,96"
"""312720 FUNILANDIA"";-;-;-;15994,89;-;15994,89"
"""312730 GALILEIA"";-;-;-;94952,21;-;94952,21"
"""312733 GAMELEIRAS"";-;-;-;116015,58;-;116015,58"
"""312735 GLAUCILANDIA"";-;-;-;57543,60;-;57543,60"
"""312737 GOIABEIRA"";-;-;-;48284,99;-;48284,99"
"""312738 GOIANA"";-;-;-;5124,74;-;5124,74"
"""312740 GONCALVES"";-;-;-;1572,30;234,00;1806,30"
"""312750 GONZAGA"";-;-;-;63626,45;-;63626,45"
"""312760 GOUVEIA"";-;-;-;510287,72;-;510287,72"
"""312770 GOVERNADOR VALADARES"";896534,50;17551947,62;-;40383896,49;-;58832378,61"
"""312780 GRAO MOGOL"";-;-;-;526582,81;-;526582,81"
"""312790 GRUPIARA"";-;-;-;19735,11;-;19735,11"
"""312800 GUANHAES"";-;-;-;2255191,24;-;2255191,24"
"""312810 GUAPE"";-;-;-;236838,43;-;236838,43"
"""312820 GUARACIABA"";-;-;-;138640,22;-;138640,22"
"""312825 GUARACIAMA"";-;-;-;47145,62;-;47145,62"
"""312830 GUARANESIA"";-;-;-;410741,47;-;410741,47"
"""312840 GUARANI"";-;-;-;240328,94;-;240328,94"
"""312850 GUARARA"";-;-;-;4307,29;-;4307,29"
"""312860 GUARDA-MOR"";-;-;-;125255,81;-;125255,81"
"""312870 GUAXUPE"";-;4199974,68;-;3595728,05;-;7795702,73"
"""312880 GUIDOVAL"";-;-;-;95597,62;-;95597,62"
"""312890 GUIMARANIA"";-;-;-;73335,26;-;73335,26"
"""312900 GUIRICEMA"";-;-;-;110281,93;-;110281,93"
"""312910 GURINHATA"";-;-;-;138560,93;-;138560,93"
"""312920 HELIODORA"";-;-;-;23009,56;78,00;23087,56"
"""312930 IAPU"";-;-;-;168493,55;-;168493,55"
"""312940 IBERTIOGA"";-;110,00;-;81152,08;-;81262,08"
"""312950 IBIA"";-;-;-;1347206,21;-;1347206,21"
"""312960 IBIAI"";-;-;-;56752,68;-;56752,68"
"""312965 IBIRACATU"";-;-;-;68144,04;-;68144,04"
"""312970 IBIRACI"";-;-;-;247212,57;-;247212,57"
"""312980 IBIRITE"";-;23390,62;-;6966405,55;-;6989796,17"
"""312990 IBITIURA DE MINAS"";-;-;-;170,90;-;170,90"
"""313000 IBITURUNA"";-;-;-;6649,80;-;6649,80"
"""313005 ICARAI DE MINAS"";-;-;-;40397,76;-;40397,76"
"""313010 IGARAPE"";-;162721,98;-;2920552,39;-;3083274,37"
"""313020 IGARATINGA"";-;-;-;124194,31;-;124194,31"
"""313030 IGUATAMA"";-;-;-;127519,95;-;127519,95"
"""313040 IJACI"";-;-;-;7336,57;-;7336,57"
"""313050 ILICINEA"";-;-;-;151547,01;-;151547,01"
"""313055 IMBE DE MINAS"";-;-;-;54970,00;-;54970,00"
"""313060 INCONFIDENTES"";-;-;-;10780,80;-;10780,80"
"""313065 INDAIABIRA"";-;-;-;124853,37;-;124853,37"
"""313070 INDIANOPOLIS"";-;-;-;90316,67;-;90316,67"
"""313080 INGAI"";-;-;-;13359,28;-;13359,28"
"""313090 INHAPIM"";-;-;-;937698,64;-;937698,64"
"""313100 INHAUMA"";-;-;-;83278,12;-;83278,12"
"""313110 INIMUTABA"";-;-;-;73415,07;-;73415,07"
"""313115 IPABA"";-;-;-;578731,33;-;578731,33"
"""313120 IPANEMA"";-;-;-;454338,41;-;454338,41"
"""313130 IPATINGA"";-;16994615,88;-;41123726,95;-;58118342,83"
"""313140 IPIACU"";-;-;-;73722,39;-;73722,39"
"""313150 IPUIUNA"";-;121242,61;-;437473,64;-;558716,25"
"""313160 IRAI DE MINAS"";-;-;-;232179,02;-;232179,02"
"""313170 ITABIRA"";501617,07;7947476,05;-;14990873,23;-;23439966,35"
"""313180 ITABIRINHA"";-;-;-;191534,28;-;191534,28"
"""313190 ITABIRITO"";-;35290,56;-;3487811,56;-;3523102,12"
"""313200 ITACAMBIRA"";-;-;-;129804,76;-;129804,76"
"""313210 ITACARAMBI"";-;-;-;1102036,94;-;1102036,94"
"""313220 ITAGUARA"";-;-;-;261161,42;-;261161,42"
"""313230 ITAIPE"";-;-;-;129832,89;-;129832,89"
"""313240 ITAJUBA"";-;7386704,85;-;5400726,96;-;12787431,81"
"""313250 ITAMARANDIBA"";-;-;-;1195925,42;-;1195925,42"
"""313260 ITAMARATI DE MINAS"";-;-;-;11510,00;-;11510,00"
"""313270 ITAMBACURI"";-;-;-;1071680,03;-;1071680,03"
"""313280 ITAMBE DO MATO DENTRO"";-;-;-;17915,76;-;17915,76"
"""313290 ITAMOGI"";-;110,00;-;245311,21;-;245421,21"
"""313300 ITAMONTE"";-;-;-;312479,33;-;312479,33"
"""313310 ITANHANDU"";-;2403061,04;-;7351213,72;-;9754274,76"
"""313320 ITANHOMI"";-;-;-;177136,13;-;177136,13"
"""313330 ITAOBIM"";-;6004173,61;-;1547733,85;-;7551907,46"
"""313340 ITAPAGIPE"";-;-;-;494451,41;-;494451,41"
"""313350 ITAPECERICA"";-;-;-;344467,35;-;344467,35"
"""313360 ITAPEVA"";-;-;-;70969,76;-;70969,76"
"""313370 ITATIAIUCU"";-;-;-;64482,51;-;64482,51"
"""313375 ITAU DE MINAS"";-;-;-;237710,91;-;237710,91"
"""313380 ITAUNA"";-;3601183,66;-;5482391,66;-;9083575,32"
"""313390 ITAVERAVA"";-;-;-;19575,21;-;19575,21"
"""313400 ITINGA"";-;-;-;340668,24;-;340668,24"
"""313410 ITUETA"";-;-;-;79555,64;-;79555,64"
"""313420 ITUIUTABA"";511195,68;5779438,46;-;6055182,85;-;12345816,99"
"""313430 ITUMIRIM"";-;-;-;10946,75;-;10946,75"
"""313440 ITURAMA"";-;3817,44;-;2465581,18;-;2469398,62"
"""313450 ITUTINGA"";-;-;-;62715,73;-;62715,73"
"""313460 JABOTICATUBAS"";-;-;-;928974,19;-;928974,19"
"""313470 JACINTO"";-;7218,72;-;1019796,33;-;1027015,05"
"""313480 JACUI"";-;-;-;75069,13;-;75069,13"
"""313490 JACUTINGA"";-;-;-;161646,66;-;161646,66"
"""313500 JAGUARACU"";-;-;-;51710,00;-;51710,00"
"""313505 JAIBA"";-;-;-;636046,38;-;636046,38"
"""313507 JAMPRUCA"";-;-;-;37612,20;-;37612,20"
"""313510 JANAUBA"";-;8855150,71;-;7789004,81;-;16644155,52"
"""313520 JANUARIA"";277839,63;118486,00;-;2804314,99;-;3200640,62"
"""313530 JAPARAIBA"";-;-;-;31219,79;-;31219,79"
"""313535 JAPONVAR"";-;-;-;254921,10;-;254921,10"
"""313540 JECEABA"";-;-;-;224192,25;-;224192,25"
"""313545 JENIPAPO DE MINAS"";-;-;-;114073,13;-;114073,13"
"""313550 JEQUERI"";-;-;-;120553,65;-;120553,65"
"""313560 JEQUITAI"";-;-;-;110161,35;-;110161,35"
"""313570 JEQUITIBA"";-;-;-;71594,67;-;71594,67"
"""313580 JEQUITINHONHA"";-;-;-;726673,95;-;726673,95"
"""313590 JESUANIA"";-;-;-;102159,62;-;102159,62"
"""313600 JOAIMA"";-;-;-;325594,71;-;325594,71"
"""313610 JOANESIA"";-;-;-;10568,35;-;10568,35"
"""313620 JOAO MONLEVADE"";-;6660544,32;-;6438428,27;-;13098972,59"
"""313630 JOAO PINHEIRO"";-;-;-;3972491,00;-;3972491,00"
"""313640 JOAQUIM FELICIO"";-;-;-;27399,85;-;27399,85"
"""313650 JORDANIA"";-;-;-;166844,51;216,14;167060,65"
"""313652 JOSE GONCALVES DE MINAS"";-;-;-;64606,85;-;64606,85"
"""313657 JOSENOPOLIS"";-;-;-;85686,97;-;85686,97"
"""313660 NOVA UNIAO"";-;-;-;52342,03;-;52342,03"
"""313665 JUATUBA"";-;-;-;359692,76;-;359692,76"
"""313670 JUIZ DE FORA"";1425749,49;26091684,38;-;76398978,75;-;103916412,62"
"""313680 JURAMENTO"";-;-;-;83105,63;-;83105,63"
"""313690 JURUAIA"";-;70637,30;-;362406,53;-;433043,83"
"""313695 JUVENILIA"";-;-;-;69539,90;-;69539,90"
"""313700 LADAINHA"";-;-;-;211936,02;-;211936,02"
"""313710 LAGAMAR"";-;-;-;66555,74;-;66555,74"
"""313720 LAGOA DA PRATA"";-;-;-;2622819,87;-;2622819,87"
"""313730 LAGOA DOS PATOS"";-;-;-;41918,42;-;41918,42"
"""313740 LAGOA DOURADA"";-;-;-;182656,38;-;182656,38"
"""313750 LAGOA FORMOSA"";-;-;-;1747191,38;-;1747191,38"
"""313753 LAGOA GRANDE"";-;-;-;142349,75;-;142349,75"
"""313760 LAGOA SANTA"";-;20467,08;-;2973413,82;-;2993880,90"
"""313770 LAJINHA"";-;-;-;310517,77;-;310517,77"
"""313780 LAMBARI"";-;-;-;589387,94;-;589387,94"
"""313790 LAMIM"";-;-;-;7946,33;-;7946,33"
"""313800 LARANJAL"";-;-;-;364260,00;-;364260,00"
"""313810 LASSANCE"";-;-;-;238424,83;-;238424,83"
"""313820 LAVRAS"";-;6556162,47;-;6952337,79;-;13508500,26"
"""313830 LEANDRO FERREIRA"";-;-;-;6137,62;41,00;6178,62"
"""313835 LEME DO PRADO"";-;-;-;34008,38;-;34008,38"
"""313840 LEOPOLDINA"";231721,79;5189453,41;-;1832927,27;-;7254102,47"
"""313850 LIBERDADE"";-;-;-;32971,20;-;32971,20"
"""313860 LIMA DUARTE"";-;-;-;116249,70;-;116249,70"
"""313862 LIMEIRA DO OESTE"";-;-;-;98784,17;-;98784,17"
"""313865 LONTRA"";-;-;-;160064,44;-;160064,44"
"""313867 LUISBURGO"";-;-;-;57030,15;-;57030,15"
"""313868 LUISLANDIA"";-;-;-;66073,37;-;66073,37"
"""313870 LUMINARIAS"";-;-;-;15333,45;-;15333,45"
"""313880 LUZ"";-;-;-;325777,03;-;325777,03"
"""313890 MACHACALIS"";-;-;-;143349,04;-;143349,04"
"""313900 MACHADO"";-;556,20;-;2030773,99;-;2031330,19"
"""313920 MALACACHETA"";-;-;-;466154,21;-;466154,21"
"""313925 MAMONAS"";-;-;-;138804,80;-;138804,80"
"""313930 MANGA"";-;-;-;637611,43;-;637611,43"
"""313940 MANHUACU"";-;7351549,04;-;8512561,36;-;15864110,40"
"""313950 MANHUMIRIM"";541540,19;-;-;1286744,45;-;1828284,64"
"""313960 MANTENA"";-;71406,15;-;1855468,88;-;1926875,03"
"""313970 MARAVILHAS"";-;-;-;69752,76;-;69752,76"
"""313980 MAR DE ESPANHA"";-;-;-;109318,96;-;109318,96"
"""313990 MARIA DA FE"";-;-;-;157968,92;-;157968,92"
"""314000 MARIANA"";-;6249241,35;-;1863147,52;-;8112388,87"
"""314010 MARILAC"";-;-;-;44191,15;-;44191,15"
"""314015 MARIO CAMPOS"";-;-;-;95716,28;-;95716,28"
"""314020 MARIPA DE MINAS"";-;-;-;5999,85;-;5999,85"
"""314030 MARLIERIA"";-;-;-;39985,58;-;39985,58"
"""314050 MARTINHO CAMPOS"";-;-;-;305601,21;-;305601,21"
"""314053 MARTINS SOARES"";-;-;-;20040,00;-;20040,00"
"""314055 MATA VERDE"";-;-;-;172289,06;-;172289,06"
"""314060 MATERLANDIA"";-;-;-;70852,99;-;70852,99"
"""314070 MATEUS LEME"";-;-;-;2580296,41;-;2580296,41"
"""314080 MATIAS BARBOSA"";-;-;-;214633,46;-;214633,46"
"""314085 MATIAS CARDOSO"";-;-;-;189487,13;-;189487,13"
"""314090 MATIPO"";-;-;-;613274,35;-;613274,35"
"""314100 MATO VERDE"";-;-;-;245870,35;-;245870,35"
"""314110 MATOZINHOS"";-;-;-;1127007,73;-;1127007,73"
"""314120 MATUTINA"";-;-;-;30502,53;-;30502,53"
"""314130 MEDEIROS"";-;-;-;35990,04;-;35990,04"
"""314140 MEDINA"";-;-;-;644906,35;-;644906,35"
"""314150 MENDES PIMENTEL"";-;-;-;115884,69;-;115884,69"
"""314160 MERCES"";-;-;-;175930,22;-;175930,22"
"""314170 MESQUITA"";-;-;-;95981,54;-;95981,54"
"""314180 MINAS NOVAS"";-;269062,25;-;959300,30;-;1228362,55"
"""314190 MINDURI"";-;-;-;86770,42;-;86770,42"
"""314200 MIRABELA"";-;-;-;456055,00;-;456055,00"
"""314210 MIRADOURO"";-;-;-;248322,16;-;248322,16"
"""314220 MIRAI"";-;-;-;480073,75;-;480073,75"
"""314225 MIRAVANIA"";-;-;-;24898,56;-;24898,56"
"""314230 MOEDA"";-;-;-;54897,07;-;54897,07"
"""314240 MOEMA"";-;-;-;179719,11;-;179719,11"
"""314250 MONJOLOS"";-;-;-;12753,97;-;12753,97"
"""314260 MONSENHOR PAULO"";-;868082,82;-;295873,18;-;1163956,00"
"""314270 MONTALVANIA"";-;-;-;567149,90;-;567149,90"
"""314280 MONTE ALEGRE DE MINAS"";-;-;-;375022,83;-;375022,83"
"""314290 MONTE AZUL"";-;-;-;966540,34;-;966540,34"
"""314300 MONTE BELO"";-;-;-;154258,32;-;154258,32"
"""314310 MONTE CARMELO"";-;-;-;3602125,68;-;3602125,68"
"""314315 MONTE FORMOSO"";-;-;-;113602,44;-;113602,44"
"""314320 MONTE SANTO DE MINAS"";-;-;-;664875,10;-;664875,10"
"""314330 MONTES CLAROS"";2183349,03;16955740,85;-;71893012,50;-;91032102,38"
"""314340 MONTE SIAO"";-;-;-;163855,31;-;163855,31"
"""314345 MONTEZUMA"";-;-;-;152942,04;-;152942,04"
"""314350 MORADA NOVA DE MINAS"";-;-;-;390017,14;-;390017,14"
"""314360 MORRO DA GARCA"";-;-;-;19817,05;-;19817,05"
"""314370 MORRO DO PILAR"";-;-;-;24083,20;-;24083,20"
"""314380 MUNHOZ"";-;-;-;9566,81;-;9566,81"
"""314390 MURIAE"";-;8459311,14;-;40710387,52;-;49169698,66"
"""314400 MUTUM"";-;-;-;705285,83;-;705285,83"
"""314410 MUZAMBINHO"";-;-;-;569914,62;-;569914,62"
"""314420 NACIP RAYDAN"";-;-;-;9299,40;-;9299,40"
"""314430 NANUQUE"";-;-;-;987076,35;-;987076,35"
"""314435 NAQUE"";-;-;-;47856,80;-;47856,80"
"""314437 NATALANDIA"";-;-;-;20807,10;-;20807,10"
"""314440 NATERCIA"";-;-;-;7091,28;-;7091,28"
"""314450 NAZARENO"";-;-;-;112492,92;-;112492,92"
"""314460 NEPOMUCENO"";-;-;-;816640,93;-;816640,93"
"""314465 NINHEIRA"";-;-;-;209510,28;-;209510,28"
"""314470 NOVA ERA"";-;-;-;342033,98;-;342033,98"
"""314480 NOVA LIMA"";-;4414706,66;-;5737595,41;-;10152302,07"
"""314490 NOVA MODICA"";-;-;-;36000,00;-;36000,00"
"""314500 NOVA PONTE"";-;-;-;165412,60;-;165412,60"
"""314505 NOVA PORTEIRINHA"";-;-;-;136870,36;-;136870,36"
"""314510 NOVA RESENDE"";-;-;-;149892,06;-;149892,06"
"""314520 NOVA SERRANA"";-;11059,78;-;4217759,48;-;4228819,26"
"""314530 NOVO CRUZEIRO"";-;-;-;514441,67;-;514441,67"
"""314535 NOVO ORIENTE DE MINAS"";-;-;-;94854,01;-;94854,01"
"""314537 NOVORIZONTE"";-;-;-;8966,58;-;8966,58"
"""314540 OLARIA"";-;-;-;4199,04;-;4199,04"
"""314545 OLHOS-D'AGUA"";-;-;-;87504,88;-;87504,88"
"""314550 OLIMPIO NORONHA"";-;-;-;5961,46;-;5961,46"
"""314560 OLIVEIRA"";-;175520,30;-;2229868,77;-;2405389,07"
"""314570 OLIVEIRA FORTES"";-;-;-;4570,00;-;4570,00"
"""314580 ONCA DE PITANGUI"";-;-;-;3300,00;-;3300,00"
"""314585 ORATORIOS"";-;-;-;21636,33;-;21636,33"
"""314587 ORIZANIA"";-;-;-;61602,64;-;61602,64"
"""314590 OURO BRANCO"";-;-;-;2310821,47;-;2310821,47"
"""314600 OURO FINO"";-;-;-;398747,98;-;398747,98"
"""314610 OURO PRETO"";-;3947,58;-;3749821,41;-;3753768,99"
"""314620 OURO VERDE DE MINAS"";-;-;-;66672,97;-;66672,97"
"""314625 PADRE CARVALHO"";-;-;-;103792,60;-;103792,60"
"""314630 PADRE PARAISO"";-;-;-;238923,69;-;238923,69"
"""314640 PAINEIRAS"";-;-;-;52906,39;-;52906,39"
"""314650 PAINS"";-;-;-;85833,66;-;85833,66"
"""314655 PAI PEDRO"";-;-;-;174411,66;-;174411,66"
"""314660 PAIVA"";-;-;-;1863,33;-;1863,33"
"""314670 PALMA"";-;-;-;141608,89;-;141608,89"
"""314675 PALMOPOLIS"";-;-;-;113030,03;-;113030,03"
"""314690 PAPAGAIOS"";-;-;-;169259,95;-;169259,95"
"""314700 PARACATU"";-;1586081,40;-;2776571,86;-;4362653,26"
"""314710 PARA DE MINAS"";-;4112083,62;-;8683393,79;-;12795477,41"
"""314720 PARAGUACU"";-;-;-;831440,80;-;831440,80"
"""314730 PARAISOPOLIS"";-;-;-;993364,42;-;993364,42"
"""314740 PARAOPEBA"";-;-;-;521257,82;-;521257,82"
"""314750 PASSABEM"";-;-;-;13367,89;-;13367,89"
"""314760 PASSA QUATRO"";-;-;-;516783,80;-;516783,80"
"""314770 PASSA TEMPO"";-;-;-;141820,45;-;141820,45"
"""314780 PASSA VINTE"";-;-;-;5890,40;-;5890,40"
"""314790 PASSOS"";729978,69;12241854,56;-;23718868,94;-;36690702,19"
"""314795 PATIS"";-;-;-;16500,00;-;16500,00"
"""314800 PATOS DE MINAS"";614673,73;6678658,34;-;13232943,27;-;20526275,34"
"""314810 PATROCINIO"";-;4872832,18;-;10588087,59;-;15460919,77"
"""314820 PATROCINIO DO MURIAE"";-;-;-;38341,02;-;38341,02"
"""314830 PAULA CANDIDO"";-;-;-;111610,92;-;111610,92"
"""314850 PAVAO"";-;-;-;78067,73;-;78067,73"
"""314860 PECANHA"";-;-;-;409090,14;-;409090,14"
"""314870 PEDRA AZUL"";128295,68;-;-;866388,72;-;994684,40"
"""314875 PEDRA BONITA"";-;-;-;45477,18;-;45477,18"
"""314880 PEDRA DO ANTA"";-;-;-;16305,81;216,00;16521,81"
"""314890 PEDRA DO INDAIA"";-;-;-;32324,80;-;32324,80"
"""314900 PEDRA DOURADA"";-;-;-;47314,66;-;47314,66"
"""314910 PEDRALVA"";-;-;-;155045,19;-;155045,19"
"""314915 PEDRAS DE MARIA DA CRUZ"";-;-;-;121521,96;-;121521,96"
"""314920 PEDRINOPOLIS"";-;-;-;63431,77;-;63431,77"
"""314930 PEDRO LEOPOLDO"";-;-;-;3959161,33;-;3959161,33"
"""314940 PEDRO TEIXEIRA"";-;-;-;2357,90;-;2357,90"
"""314950 PEQUERI"";-;-;-;36224,58;-;36224,58"
"""314960 PEQUI"";-;-;-;38584,93;-;38584,93"
"""314970 PERDIGAO"";-;-;-;154345,96;-;154345,96"
"""314980 PERDIZES"";-;-;-;383473,98;-;383473,98"
"""314990 PERDOES"";-;-;-;625484,43;-;625484,43"
"""314995 PERIQUITO"";-;-;-;34513,80;-;34513,80"
"""315000 PESCADOR"";-;-;-;46136,55;-;46136,55"
"""315010 PIAU"";-;-;-;4479,65;-;4479,65"
"""315015 PIEDADE DE CARATINGA"";-;-;-;79544,23;-;79544,23"
"""315020 PIEDADE DE PONTE NOVA"";-;-;-;17402,80;-;17402,80"
"""315030 PIEDADE DO RIO GRANDE"";-;-;-;19669,08;-;19669,08"
"""315040 PIEDADE DOS GERAIS"";-;-;-;93630,97;-;93630,97"
"""315050 PIMENTA"";-;-;-;244848,06;-;244848,06"
"""315053 PINGO-D'AGUA"";-;-;-;64275,90;-;64275,90"
"""315057 PINTOPOLIS"";-;-;-;67904,15;-;67904,15"
"""315060 PIRACEMA"";-;-;-;119168,36;-;119168,36"
"""315070 PIRAJUBA"";-;-;-;29385,23;-;29385,23"
"""315080 PIRANGA"";-;-;-;748656,65;-;748656,65"
"""315090 PIRANGUCU"";-;-;-;3109,39;-;3109,39"
"""315100 PIRANGUINHO"";-;-;-;1186,18;-;1186,18"
"""315110 PIRAPETINGA"";-;-;-;197625,34;-;197625,34"
"""315120 PIRAPORA"";71640,84;2371879,69;-;5685076,91;-;8128597,44"
"""315130 PIRAUBA"";-;-;-;225364,07;-;225364,07"
"""315140 PITANGUI"";-;-;-;556465,51;-;556465,51"
"""315150 PIUMHI"";-;-;-;2448038,76;-;2448038,76"
"""315160 PLANURA"";-;-;-;615579,43;-;615579,43"
"""315170 POCO FUNDO"";-;-;-;1106267,94;-;1106267,94"
"""315180 POCOS DE CALDAS"";-;4364748,34;-;27421113,19;-;31785861,53"
"""315190 POCRANE"";-;-;-;137543,33;-;137543,33"
"""315200 POMPEU"";-;-;-;663559,63;-;663559,63"
"""315210 PONTE NOVA"";337993,77;5724900,59;-;12561296,28;-;18624190,64"
"""315213 PONTO CHIQUE"";-;-;-;9965,13;-;9965,13"
"""315217 PONTO DOS VOLANTES"";-;550,00;-;355113,90;-;355663,90"
"""315220 PORTEIRINHA"";-;-;-;1186062,98;-;1186062,98"
"""315230 PORTO FIRME"";-;-;-;38070,32;-;38070,32"
"""315240 POTE"";-;-;-;234201,68;-;234201,68"
"""315250 POUSO ALEGRE"";1477019,07;8967384,15;-;25417828,03;-;35862231,25"
"""315260 POUSO ALTO"";-;-;-;465853,06;-;465853,06"
"""315270 PRADOS"";-;-;-;237595,15;-;237595,15"
"""315280 PRATA"";-;-;-;565271,96;-;565271,96"
"""315290 PRATAPOLIS"";-;-;-;145245,03;-;145245,03"
"""315300 PRATINHA"";-;-;-;75499,27;-;75499,27"
"""315310 PRESIDENTE BERNARDES"";-;-;-;32039,44;-;32039,44"
"""315320 PRESIDENTE JUSCELINO"";-;-;-;34576,10;-;34576,10"
"""315330 PRESIDENTE KUBITSCHEK"";-;-;-;44646,88;-;44646,88"
"""315340 PRESIDENTE OLEGARIO"";-;-;-;344006,00;-;344006,00"
"""315350 ALTO JEQUITIBA"";-;-;-;112324,66;-;112324,66"
