"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""120034 MANOEL URBANO"";12832;94168;-;586;107586"
"""120035 MARECHAL THAUMATURGO"";100865;118058;-;388;219311"
"""120038 PLACIDO DE CASTRO"";70571;208570;329;831;280301"
"""120039 PORTO WALTER"";18727;48467;3;409;67606"
"""120040 RIO BRANCO"";3199520;8210986;2402469;243218;14056193"
"""120042 RODRIGUES ALVES"";17200;35620;-;-;52820"
"""120043 SANTA ROSA DO PURUS"";147;21757;-;786;22690"
"""120045 SENADOR GUIOMARD"";34226;322406;-;103;356735"
"""120050 SENA MADUREIRA"";4620;430801;327;2321;438069"
"""120060 TARAUACA"";29109;174134;-;765;204008"
"""120070 XAPURI"";34892;220810;186;204;256092"
"""120080 PORTO ACRE"";-;793;-;-;793"
"""130002 ALVARAES"";1480;173083;16;12336;186915"
"""130006 AMATURA"";-;884123;-;4;884127"
"""130008 ANAMA"";114;63376;-;560;64050"
"""130010 ANORI"";3016;106502;-;3260;112778"
"""130014 APUI"";882;125974;8;865;127729"
"""130020 ATALAIA DO NORTE"";18675;172358;368;9009;200410"
"""130030 AUTAZES"";1713;544367;-;2741;548821"
"""130040 BARCELOS"";1170;72495;-;8687;82352"
"""130050 BARREIRINHA"";10751;111259;83;745;122838"
"""130060 BENJAMIN CONSTANT"";17715;579201;22996;5446;625358"
"""130063 BERURI"";35648;115028;-;-;150676"
"""130068 BOA VISTA DO RAMOS"";10139;95172;-;2818;108129"
"""130070 BOCA DO ACRE"";15760;483156;-;2028;500944"
"""130080 BORBA"";32985;48352;2;326;81665"
"""130083 CAAPIRANGA"";-;56236;-;669;56905"
"""130090 CANUTAMA"";15445;91372;-;147;106964"
"""130100 CARAUARI"";-;325045;1;1165;326211"
"""130110 CAREIRO"";11334;1996345;1940;3361;2012980"
"""130115 CAREIRO DA VARZEA"";21077;79466;-;-;100543"
"""130120 COARI"";20679;1561755;314;1490;1584238"
"""130130 CODAJAS"";6429;42547;-;160;49136"
"""130140 EIRUNEPE"";44876;143405;-;3803;192084"
"""130150 ENVIRA"";27375;134991;-;450;162816"
"""130160 FONTE BOA"";1652;285006;1;5279;291938"
"""130165 GUAJARA"";635082;64418;-;740;700240"
"""130170 HUMAITA"";19316;835668;1515;11082;867581"
"""130180 IPIXUNA"";14902;37920;-;-;52822"
"""130185 IRANDUBA"";261083;212219;-;581;473883"
"""130190 ITACOATIARA"";68895;2421518;134;48991;2539538"
"""130195 ITAMARATI"";-;408642;-;-;408642"
"""130200 ITAPIRANGA"";148;98811;-;12;98971"
"""130210 JAPURA"";9678;61080;-;608;71366"
"""130220 JURUA"";234;51280;-;1795;53309"
"""130230 JUTAI"";1742;21166;-;180;23088"
"""130240 LABREA"";139950;366905;-;-;506855"
"""130250 MANACAPURU"";90993;2326108;952;1046;2419099"
"""130255 MANAQUIRI"";3905;110372;7;22;114306"
"""130260 MANAUS"";3078717;28095636;8178292;620519;39973164"
"""130270 MANICORE"";16097;617737;191;32433;666458"
"""130280 MARAA"";150726;37195;56;-;187977"
"""130290 MAUES"";4168;437469;3118;121468;566223"
"""130300 NHAMUNDA"";187;123117;-;-;123304"
"""130310 NOVA OLINDA DO NORTE"";3994;393497;6860;6983;411334"
"""130320 NOVO AIRAO"";658;186430;-;574;187662"
"""130330 NOVO ARIPUANA"";5856;394929;-;519;401304"
"""130340 PARINTINS"";219332;1695906;7993;125011;2048242"
"""130350 PAUINI"";13831;192874;-;1668;208373"
"""130353 PRESIDENTE FIGUEIREDO"";6356;353043;-;2898;362297"
"""130356 RIO PRETO DA EVA"";47402;461687;-;5125;514214"
"""130360 SANTA ISABEL DO RIO NEGRO"";807;75554;237;142;76740"
"""130370 SANTO ANTONIO DO ICA"";11942;202739;848;-;215529"
"""130380 SAO GABRIEL DA CACHOEIRA"";61941;222357;-;969;285267"
"""130390 SAO PAULO DE OLIVENCA"";2051;192560;-;352;194963"
"""130395 SAO SEBASTIAO DO UATUMA"";23419;123697;-;1066;148182"
"""130400 SILVES"";13575;147349;-;24624;185548"
"""130406 TABATINGA"";21404;373435;-;21291;416130"
"""130410 TAPAUA"";194;68356;-;361;68911"
"""130420 TEFE"";187154;1084749;4351;41705;1317959"
"""130423 TONANTINS"";831127;61610;6;4227;896970"
"""130426 UARINI"";4912;234762;-;547;240221"
"""130430 URUCARA"";17716;186510;-;1552;205778"
"""130440 URUCURITUBA"";11017;39014;-;245;50276"
"""140002 AMAJARI"";-;287;-;30;317"
"""140005 ALTO ALEGRE"";22942;79099;278;102;102421"
"""140010 BOA VISTA"";952904;4376180;1173746;338671;6841501"
"""140015 BONFIM"";357665;21729;1;-;379395"
"""140017 CANTA"";21;4634;-;31;4686"
"""140020 CARACARAI"";22040;86508;-;732;109280"
"""140023 CAROEBE"";19195;58963;-;-;78158"
"""140028 IRACEMA"";23399;170;-;83;23652"
"""140030 MUCAJAI"";17586;123946;-;499;142031"
"""140040 NORMANDIA"";759;15511;37;-;16307"
"""140045 PACARAIMA"";8092;37425;-;166;45683"
"""140047 RORAINOPOLIS"";27518;161347;3458;16338;208661"
"""140050 SAO JOAO DA BALIZA"";9802;33613;-;437;43852"
"""140060 SAO LUIZ"";48240;52882;-;80;101202"
"""140070 UIRAMUTA"";-;502;-;220;722"
"""150010 ABAETETUBA"";470699;884031;85308;26985;1467023"
"""150013 ABEL FIGUEIREDO"";12688;46874;1;339;59902"
"""150020 ACARA"";8608;656410;-;56240;721258"
"""150030 AFUA"";2016;57541;-;1749;61306"
"""150034 AGUA AZUL DO NORTE"";13093;380100;36;55708;448937"
"""150040 ALENQUER"";1473;118629;-;60398;180500"
"""150050 ALMEIRIM"";35144;306056;-;85665;426865"
"""150060 ALTAMIRA"";149371;1325856;288733;176624;1940584"
"""150070 ANAJAS"";103806;50593;-;1164;155563"
"""150080 ANANINDEUA"";120870;9745597;429396;27678;10323541"
"""150085 ANAPU"";32862;133761;178;4136;170937"
"""150090 AUGUSTO CORREA"";-;119764;207;995;120966"
"""150095 AURORA DO PARA"";16618;73262;-;70835;160715"
"""150100 AVEIRO"";14428;1;-;1913;16342"
"""150110 BAGRE"";-;4803;-;619;5422"
"""150120 BAIAO"";147101;192607;12;5768;345488"
"""150125 BANNACH"";8890;26289;-;4097;39276"
"""150130 BARCARENA"";475851;1647194;11519;54497;2189061"
"""150140 BELEM"";2426330;26392916;5790127;604509;35213882"
"""150145 BELTERRA"";599634;30183;-;13096;642913"
"""150150 BENEVIDES"";387322;625651;17193;2976;1033142"
"""150157 BOM JESUS DO TOCANTINS"";10773;38898;-;4000;53671"
"""150160 BONITO"";168;243850;-;5891;249909"
"""150170 BRAGANCA"";24438;775100;157102;4382;961022"
"""150172 BRASIL NOVO"";613714;225386;-;1615;840715"
"""150175 BREJO GRANDE DO ARAGUAIA"";-;-;-;140;140"
"""150178 BREU BRANCO"";35304;386171;-;74358;495833"
"""150180 BREVES"";324740;1195225;11382;42049;1573396"
"""150190 BUJARU"";1511;182495;-;7840;191846"
"""150195 CACHOEIRA DO PIRIA"";12417;52644;-;3770;68831"
"""150200 CACHOEIRA DO ARARI"";-;122279;-;329;122608"
"""150210 CAMETA"";5306;876493;2641;75896;960336"
"""150215 CANAA DOS CARAJAS"";198006;1424798;9836;221236;1853876"
"""150220 CAPANEMA"";162833;919312;111337;92964;1286446"
"""150230 CAPITAO POCO"";50784;103738;1610;58297;214429"
"""150240 CASTANHAL"";170678;3063370;662668;49372;3946088"
"""150250 CHAVES"";12612;19284;-;158;32054"
"""150260 COLARES"";66166;121806;-;22276;210248"
"""150270 CONCEICAO DO ARAGUAIA"";12364;462048;156416;25102;655930"
"""150275 CONCORDIA DO PARA"";8059;131917;28;48371;188375"
"""150276 CUMARU DO NORTE"";16956;134899;34;1508;153397"
"""150277 CURIONOPOLIS"";45136;114849;-;15183;175168"
"""150280 CURRALINHO"";6694;212182;-;4853;223729"
"""150285 CURUA"";1207;39470;-;910;41587"
"""150290 CURUCA"";61249;311905;102;41962;415218"
"""150293 DOM ELISEU"";130916;923351;-;88361;1142628"
"""150295 ELDORADO DOS CARAJAS"";284;380566;-;4742;385592"
"""150300 FARO"";700;20437;-;1493;22630"
"""150304 FLORESTA DO ARAGUAIA"";-;1693592;-;10386;1703978"
"""150307 GARRAFAO DO NORTE"";29930;27265;-;17334;74529"
"""150309 GOIANESIA DO PARA"";60720;214295;565;11784;287364"
"""150310 GURUPA"";24424;444365;-;116068;584857"
"""150320 IGARAPE-ACU"";401759;412470;145;7690;822064"
"""150330 IGARAPE-MIRI"";9990;50315;-;382;60687"
"""150340 INHANGAPI"";16358;67596;-;614;84568"
"""150345 IPIXUNA DO PARA"";113156;198866;148;51595;363765"
"""150350 IRITUIA"";42997;171059;113;92857;307026"
"""150360 ITAITUBA"";15361;1136786;36046;95652;1283845"
"""150370 ITUPIRANGA"";56608;356496;2;41191;454297"
"""150375 JACAREACANGA"";394;46940;-;1855;49189"
"""150380 JACUNDA"";14702;207544;3343;84546;310135"
"""150390 JURUTI"";485403;404415;2219;372459;1264496"
"""150400 LIMOEIRO DO AJURU"";86145;72544;-;367;159056"
"""150405 MAE DO RIO"";51573;140736;-;55570;247879"
"""150410 MAGALHAES BARATA"";10002;43468;-;-;53470"
"""150420 MARABA"";50131;1488513;543356;325421;2407421"
"""150430 MARACANA"";5696;206289;-;34045;246030"
"""150440 MARAPANIM"";44448;157886;-;8323;210657"
"""150442 MARITUBA"";392572;2045595;144265;5346;2587778"
"""150445 MEDICILANDIA"";35345;285584;-;62730;383659"
"""150450 MELGACO"";10116;20986;-;213;31315"
"""150460 MOCAJUBA"";119813;94473;-;6916;221202"
"""150470 MOJU"";101715;505597;-;29237;636549"
"""150475 MOJUI DOS CAMPOS"";-;16005;-;1410;17415"
"""150480 MONTE ALEGRE"";58057;173336;169;230490;462052"
"""150490 MUANA"";39536;350076;-;117412;507024"
"""150495 NOVA ESPERANCA DO PIRIA"";906833;47320;75;25307;979535"
"""150497 NOVA IPIXUNA"";83711;182185;12;411;266319"
"""150500 NOVA TIMBOTEUA"";2945;17093;-;1361;21399"
"""150503 NOVO PROGRESSO"";49057;225223;196;51355;325831"
"""150506 NOVO REPARTIMENTO"";90384;562795;-;38837;692016"
"""150510 OBIDOS"";22204;151289;-;349797;523290"
"""150520 OEIRAS DO PARA"";242;60248;-;897;61387"
"""150530 ORIXIMINA"";178781;643596;3651;87400;913428"
"""150540 OUREM"";66418;306110;-;39021;411549"
"""150543 OURILANDIA DO NORTE"";14083;1197898;14161;115657;1341799"
"""150548 PACAJA"";65401;306326;249;104598;476574"
"""150549 PALESTINA DO PARA"";575;14604;-;794;15973"
"""150550 PARAGOMINAS"";301750;1242934;19486;164855;1729025"
"""150553 PARAUAPEBAS"";344405;2045422;863223;394912;3647962"
"""150555 PAU D'ARCO"";36041;232745;182;523;269491"
"""150560 PEIXE-BOI"";11162;14845;-;746;26753"
"""150563 PICARRA"";92;66355;-;755;67202"
"""150565 PLACAS"";18480;525518;10;111357;655365"
"""150570 PONTA DE PEDRAS"";55698;32697;-;572;88967"
"""150580 PORTEL"";95019;424531;5;68631;588186"
"""150590 PORTO DE MOZ"";84588;133312;-;42247;260147"
"""150600 PRAINHA"";51060;98139;-;9607;158806"
"""150610 PRIMAVERA"";18093;12203;-;795;31091"
"""150611 QUATIPURU"";70568;62347;-;875;133790"
"""150613 REDENCAO"";431422;1480301;373775;75710;2361208"
"""150616 RIO MARIA"";6045;305880;165;52171;364261"
"""150618 RONDON DO PARA"";617;198968;-;2035;201620"
"""150619 RUROPOLIS"";9739;173898;-;18814;202451"
"""150620 SALINOPOLIS"";59050;470692;4917;75645;610304"
"""150630 SALVATERRA"";304;178309;45;8357;187015"
"""150635 SANTA BARBARA DO PARA"";-;148087;-;144;148231"
"""150640 SANTA CRUZ DO ARARI"";11951;44012;-;806;56769"
"""150650 SANTA IZABEL DO PARA"";11710;1276041;3;4315;1292069"
"""150655 SANTA LUZIA DO PARA"";49407;23047;-;20569;93023"
"""150658 SANTA MARIA DAS BARREIRAS"";302;279282;12;26674;306270"
"""150660 SANTA MARIA DO PARA"";4015;203404;-;7601;215020"
"""150670 SANTANA DO ARAGUAIA"";200377;738579;658;66996;1006610"
"""150680 SANTAREM"";429856;3352385;1321004;49330;5152575"
"""150690 SANTAREM NOVO"";47;8675;-;317;9039"
"""150700 SANTO ANTONIO DO TAUA"";1983;125286;3120;526;130915"
"""150710 SAO CAETANO DE ODIVELAS"";6312;1969;-;950;9231"
"""150715 SAO DOMINGOS DO ARAGUAIA"";13960;88137;-;4353;106450"
"""150720 SAO DOMINGOS DO CAPIM"";37935;190321;-;4824;233080"
"""150730 SAO FELIX DO XINGU"";63808;304679;-;16563;385050"
"""150740 SAO FRANCISCO DO PARA"";2055;44924;-;615;47594"
"""150745 SAO GERALDO DO ARAGUAIA"";2768;140438;-;78645;221851"
"""150746 SAO JOAO DA PONTA"";-;43;-;473;516"
"""150747 SAO JOAO DE PIRABAS"";55289;140855;35;35755;231934"
"""150750 SAO JOAO DO ARAGUAIA"";3606;33086;-;2873;39565"
"""150760 SAO MIGUEL DO GUAMA"";176426;454451;83;38421;669381"
"""150770 SAO SEBASTIAO DA BOA VISTA"";7013;105508;128;2028;114677"
"""150775 SAPUCAIA"";-;287669;-;5960;293629"
"""150780 SENADOR JOSE PORFIRIO"";230220;116108;-;594;346922"
"""150790 SOURE"";65035;220601;-;14458;300094"
"""150795 TAILANDIA"";8103;874000;10902;22182;915187"
"""150796 TERRA ALTA"";1494;39142;-;694;41330"
"""150797 TERRA SANTA"";82689;192751;-;50887;326327"
"""150800 TOME-ACU"";452794;1567059;-;90545;2110398"
"""150803 TRACUATEUA"";7462;108411;-;3765;119638"
"""150805 TRAIRAO"";21276;79271;-;11390;111937"
"""150808 TUCUMA"";40014;311895;-;144290;496199"
"""150810 TUCURUI"";101563;1070351;276802;13107;1461823"
"""150812 ULIANOPOLIS"";40198;728440;280583;52333;1101554"
"""150815 URUARA"";218750;358555;331;129726;707362"
"""150820 VIGIA"";154059;642945;1806;44554;843364"
"""150830 VISEU"";9097;249304;-;29407;287808"
"""150835 VITORIA DO XINGU"";23808;121319;-;1496;146623"
"""150840 XINGUARA"";121190;1220933;3030;233131;1578284"
"""160005 SERRA DO NAVIO"";2947;28631;-;250;31828"
"""160010 AMAPA"";18005;19406;-;1272;38683"
"""160015 PEDRA BRANCA DO AMAPARI"";26967;162519;503;149;190138"
"""160020 CALCOENE"";8161;93373;-;468;102002"
"""160021 CUTIAS"";2940;-;-;211;3151"
"""160023 FERREIRA GOMES"";15601;56035;-;-;71636"
"""160025 ITAUBAL"";10402;-;-;1270;11672"
"""160027 LARANJAL DO JARI"";78487;564483;6724;2942;652636"
"""160030 MACAPA"";1654200;9224105;1507373;221079;12606757"
"""160040 MAZAGAO"";135;99781;-;328;100244"
"""160050 OIAPOQUE"";4081;307282;-;1255;312618"
"""160053 PORTO GRANDE"";53797;512289;-;51;566137"
"""160055 PRACUUBA"";-;78;-;200;278"
"""160060 SANTANA"";58427;1363183;13073;5329;1440012"
"""160070 TARTARUGALZINHO"";21070;118188;-;648;139906"
"""160080 VITORIA DO JARI"";15108;157624;-;986;173718"
"""170025 ABREULANDIA"";-;7666;-;2155;9821"
"""170030 AGUIARNOPOLIS"";62;443;-;268;773"
"""170035 ALIANCA DO TOCANTINS"";514;278;-;1766;2558"
"""170040 ALMAS"";-;41053;-;567;41620"
"""170070 ALVORADA"";21103;140013;-;15123;176239"
"""170100 ANANAS"";12831;52241;-;931;66003"
"""170105 ANGICO"";56;470;-;1245;1771"
"""170110 APARECIDA DO RIO NEGRO"";44;5569;-;702;6315"
"""170130 ARAGOMINAS"";10750;725;-;339;11814"
"""170190 ARAGUACEMA"";8115;47803;-;15327;71245"
"""170200 ARAGUACU"";21755;149856;-;2156;173767"
"""170210 ARAGUAINA"";2560631;2960059;84462;43829;5648981"
"""170220 ARAGUATINS"";344;503898;-;12340;516582"
"""170230 ARAPOEMA"";435;79835;-;338;80608"
"""170240 ARRAIAS"";1916;137986;-;1607;141509"
"""170255 AUGUSTINOPOLIS"";85740;317382;6905;7589;417616"
"""170270 AURORA DO TOCANTINS"";96;16862;-;4972;21930"
"""170290 AXIXA DO TOCANTINS"";69879;896;-;5934;76709"
"""170300 BABACULANDIA"";14574;69;-;994;15637"
"""170305 BANDEIRANTES DO TOCANTINS"";-;1598;-;1060;2658"
"""170307 BARRA DO OURO"";-;-;-;190;190"
"""170310 BARROLANDIA"";43819;22750;-;4286;70855"
"""170320 BERNARDO SAYAO"";92;44;-;3611;3747"
"""170330 BOM JESUS DO TOCANTINS"";92;65;-;11584;11741"
"""170360 BRASILANDIA DO TOCANTINS"";16860;-;-;-;16860"
"""170370 BREJINHO DE NAZARE"";12872;36890;-;2243;52005"
"""170380 BURITI DO TOCANTINS"";9082;15592;-;4975;29649"
"""170382 CACHOEIRINHA"";-;-;-;203;203"
"""170384 CAMPOS LINDOS"";345;3340;-;472;4157"
"""170386 CARIRI DO TOCANTINS"";11913;44895;-;5621;62429"
"""170388 CARMOLANDIA"";138;-;-;241;379"
"""170389 CARRASCO BONITO"";2851;237;-;1413;4501"
"""170390 CASEARA"";300;44;-;377;721"
"""170410 CENTENARIO"";62;14;-;199;275"
"""170460 CHAPADA DE AREIA"";-;8122;-;5168;13290"
"""170510 CHAPADA DA NATIVIDADE"";44;7574;-;4948;12566"
"""170550 COLINAS DO TOCANTINS"";54326;364976;2534;3391;425227"
"""170555 COMBINADO"";505;13786;-;5860;20151"
"""170560 CONCEICAO DO TOCANTINS"";186;28447;-;14815;43448"
"""170600 COUTO MAGALHAES"";13281;34629;-;452;48362"
"""170610 CRISTALANDIA"";13169;54506;27;407;68109"
"""170625 CRIXAS DO TOCANTINS"";502551;-;-;2896;505447"
"""170650 DARCINOPOLIS"";-;951;-;1259;2210"
"""170700 DIANOPOLIS"";5281;243247;-;29939;278467"
"""170710 DIVINOPOLIS DO TOCANTINS"";76805;100638;-;1861;179304"
"""170720 DOIS IRMAOS DO TOCANTINS"";8125;40555;-;2255;50935"
"""170730 DUERE"";14452;14143;-;186;28781"
"""170740 ESPERANTINA"";28458;93;-;307;28858"
"""170755 FATIMA"";-;14333;-;1685;16018"
"""170765 FIGUEIROPOLIS"";6666;10775;-;483;17924"
"""170770 FILADELFIA"";34510;30601;-;788;65899"
"""170820 FORMOSO DO ARAGUAIA"";25656;169823;92;20163;215734"
"""170825 TABOCAO"";106;278;-;13655;14039"
"""170830 GOIANORTE"";-;16025;-;438;16463"
"""170900 GOIATINS"";57252;23386;-;6568;87206"
"""170930 GUARAI"";564;206899;1067;404;208934"
"""170950 GURUPI"";115602;1237061;390800;60311;1803774"
"""170980 IPUEIRAS"";701;2488;-;1208;4397"
"""171050 ITACAJA"";1697;5935;-;913;8545"
"""171070 ITAGUATINS"";89;8665;-;1051;9805"
"""171090 ITAPIRATINS"";-;8416;-;688;9104"
"""171110 ITAPORA DO TOCANTINS"";13596;22882;-;279;36757"
"""171150 JAU DO TOCANTINS"";1958;10731;-;828;13517"
"""171180 JUARINA"";2160;160;-;164;2484"
"""171190 LAGOA DA CONFUSAO"";63445;15152;-;831;79428"
"""171195 LAGOA DO TOCANTINS"";465;39;-;327;831"
"""171200 LAJEADO"";816;526;-;882;2224"
"""171215 LAVANDEIRA"";90;5296;-;5452;10838"
"""171240 LIZARDA"";907;136;-;512;1555"
"""171245 LUZINOPOLIS"";-;-;-;2654;2654"
"""171250 MARIANOPOLIS DO TOCANTINS"";13791;7222;-;123;21136"
"""171270 MATEIROS"";43;32;-;104;179"
"""171280 MAURILANDIA DO TOCANTINS"";372;127;-;956;1455"
"""171320 MIRACEMA DO TOCANTINS"";29910;315081;-;13837;358828"
"""171330 MIRANORTE"";20437;50267;-;8297;79001"
"""171360 MONTE DO CARMO"";30854;59354;-;2895;93103"
"""171370 MONTE SANTO DO TOCANTINS"";-;5617;-;4139;9756"
"""171380 PALMEIRAS DO TOCANTINS"";-;1258;-;687;1945"
"""171395 MURICILANDIA"";-;376;-;1087;1463"
"""171420 NATIVIDADE"";47299;193421;-;18373;259093"
"""171430 NAZARE"";9891;5223;-;289;15403"
"""171488 NOVA OLINDA"";23072;38833;-;7244;69149"
"""171500 NOVA ROSALANDIA"";14151;13605;-;4835;32591"
"""171510 NOVO ACORDO"";185;324;-;1061;1570"
"""171515 NOVO ALEGRE"";248;4236;-;15722;20206"
"""171525 NOVO JARDIM"";-;11;-;6471;6482"
"""171550 OLIVEIRA DE FATIMA"";21;3544;-;1166;4731"
"""171570 PALMEIRANTE"";-;-;-;1358;1358"
"""171575 PALMEIROPOLIS"";12352;68371;-;22428;103151"
"""171610 PARAISO DO TOCANTINS"";750021;708606;328;49242;1508197"
"""171620 PARANA"";36115;93301;-;3205;132621"
"""171630 PAU D'ARCO"";-;30;-;7232;7262"
"""171650 PEDRO AFONSO"";68460;98476;25;4812;171773"
"""171660 PEIXE"";35587;55119;-;8775;99481"
"""171665 PEQUIZEIRO"";3350;41963;-;15064;60377"
"""171670 COLMEIA"";90080;115262;-;549;205891"
"""171700 PINDORAMA DO TOCANTINS"";39784;38884;-;5704;84372"
"""171720 PIRAQUE"";169;5019;-;99;5287"
"""171750 PIUM"";34397;59394;-;3415;97206"
"""171780 PONTE ALTA DO BOM JESUS"";2217;12421;-;486;15124"
"""171790 PONTE ALTA DO TOCANTINS"";34677;60890;-;27159;122726"
"""171800 PORTO ALEGRE DO TOCANTINS"";11;3604;-;4293;7908"
"""171820 PORTO NACIONAL"";720863;1666652;6578;15081;2409174"
"""171830 PRAIA NORTE"";243;1297;-;11290;12830"
"""171840 PRESIDENTE KENNEDY"";1793;33501;-;2155;37449"
"""171845 PUGMIL"";133;9442;-;1330;10905"
"""171850 RECURSOLANDIA"";152;263;-;3047;3462"
"""171855 RIACHINHO"";102;96;-;422;620"
"""171865 RIO DA CONCEICAO"";-;133;-;1926;2059"
"""171870 RIO DOS BOIS"";142;10518;-;3100;13760"
"""171875 RIO SONO"";32927;20550;-;4240;57717"
"""171880 SAMPAIO"";-;206;-;8580;8786"
"""171884 SANDOLANDIA"";5;5;-;3758;3768"
"""171886 SANTA FE DO ARAGUAIA"";-;9356;-;6842;16198"
"""171888 SANTA MARIA DO TOCANTINS"";-;-;-;173;173"
"""171889 SANTA RITA DO TOCANTINS"";-;593;-;2198;2791"
"""171890 SANTA ROSA DO TOCANTINS"";-;-;-;649;649"
"""171900 SANTA TEREZA DO TOCANTINS"";340;29;-;399;768"
"""172000 SANTA TEREZINHA DO TOCANTINS"";164;13214;-;6090;19468"
"""172010 SAO BENTO DO TOCANTINS"";-;424;-;248;672"
"""172020 SAO MIGUEL DO TOCANTINS"";49897;4302;-;3067;57266"
"""172025 SAO SALVADOR DO TOCANTINS"";1163;16744;-;5401;23308"
"""172030 SAO SEBASTIAO DO TOCANTINS"";80;-;-;727;807"
"""172049 SAO VALERIO"";9413;11904;-;24404;45721"
"""172065 SILVANOPOLIS"";12703;43155;-;10181;66039"
"""172080 SITIO NOVO DO TOCANTINS"";8015;36774;358;589;45736"
"""172085 SUCUPIRA"";4282;1343;-;11222;16847"
"""172090 TAGUATINGA"";34070;140669;53;11595;186387"
"""172093 TAIPAS DO TOCANTINS"";16040;-;-;185;16225"
"""172097 TALISMA"";2350;3237;-;235;5822"
"""172100 PALMAS"";419563;4918278;1600398;198425;7136664"
"""172110 TOCANTINIA"";-;3398;-;893;4291"
"""172120 TOCANTINOPOLIS"";120491;94105;-;7676;222272"
