"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""315737 SANTA CRUZ DE SALINAS"";3161;-;-;-;-;-;387;3548"
"""315740 SANTA CRUZ DO ESCALVADO"";93;-;-;-;-;-;206;299"
"""315760 SANTA FE DE MINAS"";3646;-;-;-;-;-;992;4638"
"""315765 SANTA HELENA DE MINAS"";2979;-;-;-;-;-;784;3763"
"""315770 SANTA JULIANA"";-;-;-;-;-;-;11875;11875"
"""315780 SANTA LUZIA"";27977;1934;-;2;-;-;76347;106260"
"""315790 SANTA MARGARIDA"";1597;-;-;-;-;-;2712;4309"
"""315800 SANTA MARIA DE ITABIRA"";450;982;-;-;-;-;5012;6444"
"""315820 SANTA MARIA DO SUACUI"";8602;122;-;-;-;-;9619;18343"
"""315830 SANTANA DA VARGEM"";2791;1383;-;-;-;-;3484;7658"
"""315840 SANTANA DE CATAGUASES"";991;-;-;-;-;-;216;1207"
"""315870 SANTANA DO GARAMBEU"";1475;-;-;-;-;-;11;1486"
"""315880 SANTANA DO JACARE"";151;-;-;-;-;-;168;319"
"""315890 SANTANA DO MANHUACU"";-;-;-;-;-;-;44;44"
"""315895 SANTANA DO PARAISO"";18640;-;-;-;-;-;4415;23055"
"""315900 SANTANA DO RIACHO"";2424;6;-;-;-;6;9038;11474"
"""315910 SANTANA DOS MONTES"";297;-;-;-;-;-;1010;1307"
"""315920 SANTA RITA DE CALDAS"";-;-;-;-;-;-;24;24"
"""315930 SANTA RITA DE JACUTINGA"";1335;-;-;-;-;-;4287;5622"
"""315940 SANTA RITA DE IBITIPOCA"";572;-;-;-;-;-;479;1051"
"""315960 SANTA RITA DO SAPUCAI"";6958;25864;25;-;-;-;1024;33871"
"""315970 SANTA ROSA DA SERRA"";353;-;-;-;-;-;5237;5590"
"""315980 SANTA VITORIA"";4895;-;-;-;-;-;30504;35399"
"""315990 SANTO ANTONIO DO AMPARO"";-;-;-;-;-;-;105;105"
"""316000 SANTO ANTONIO DO AVENTUREIRO"";954;-;-;-;-;-;87;1041"
"""316010 SANTO ANTONIO DO GRAMA"";-;-;-;-;-;-;90;90"
"""316020 SANTO ANTONIO DO ITAMBE"";2488;-;-;-;-;-;1090;3578"
"""316030 SANTO ANTONIO DO JACINTO"";5126;-;-;-;-;-;-;5126"
"""316040 SANTO ANTONIO DO MONTE"";-;-;-;-;-;-;141;141"
"""316045 SANTO ANTONIO DO RETIRO"";2563;-;-;-;-;-;1615;4178"
"""316060 SANTO HIPOLITO"";4003;-;-;-;-;-;3264;7267"
"""316070 SANTOS DUMONT"";-;-;-;-;-;-;204;204"
"""316080 SAO BENTO ABADE"";863;-;-;-;-;-;1285;2148"
"""316090 SAO BRAS DO SUACUI"";902;-;-;-;-;-;5859;6761"
"""316095 SAO DOMINGOS DAS DORES"";1232;-;-;-;-;-;688;1920"
"""316105 SAO FELIX DE MINAS"";4480;35;-;-;-;-;43;4558"
"""316110 SAO FRANCISCO"";-;-;-;-;-;-;103;103"
"""316120 SAO FRANCISCO DE PAULA"";2205;-;-;-;-;-;9;2214"
"""316130 SAO FRANCISCO DE SALES"";1719;-;-;-;-;-;3823;5542"
"""316140 SAO FRANCISCO DO GLORIA"";6697;-;-;-;-;-;2053;8750"
"""316150 SAO GERALDO"";23;-;-;-;-;-;5368;5391"
"""316160 SAO GERALDO DA PIEDADE"";1067;-;-;-;-;-;2;1069"
"""316165 SAO GERALDO DO BAIXIO"";487;-;-;-;-;-;68;555"
"""316180 SAO GONCALO DO PARA"";-;-;-;-;-;-;126;126"
"""316190 SAO GONCALO DO RIO ABAIXO"";1482;-;-;-;-;-;16388;17870"
"""316200 SAO GONCALO DO SAPUCAI"";1638;80;-;-;-;-;26110;27828"
"""316210 SAO GOTARDO"";3971;166;-;-;-;-;34252;38389"
"""316220 SAO JOAO BATISTA DO GLORIA"";459;321;-;-;-;-;5621;6401"
"""316225 SAO JOAO DA LAGOA"";1629;-;-;-;-;-;1051;2680"
"""316230 SAO JOAO DA MATA"";-;-;-;-;-;-;19;19"
"""316240 SAO JOAO DA PONTE"";6530;-;-;-;-;-;14443;20973"
"""316245 SAO JOAO DAS MISSOES"";1862;-;-;-;-;-;21091;22953"
"""316250 SAO JOAO DEL REI"";186582;2787;2;-;-;-;32642;222013"
"""316255 SAO JOAO DO MANHUACU"";-;-;-;-;-;-;35;35"
"""316260 SAO JOAO DO ORIENTE"";8908;-;-;-;-;-;-;8908"
"""316265 SAO JOAO DO PACUI"";1501;-;-;-;-;-;1691;3192"
"""316270 SAO JOAO DO PARAISO"";10122;5;-;-;-;-;14098;24225"
"""316280 SAO JOAO EVANGELISTA"";649;1;-;-;-;-;17057;17707"
"""316290 SAO JOAO NEPOMUCENO"";1640;232;-;-;-;-;24961;26833"
"""316292 SAO JOAQUIM DE BICAS"";12035;-;-;-;-;-;49862;61897"
"""316294 SAO JOSE DA BARRA"";1815;1294;-;-;-;-;3916;7025"
"""316295 SAO JOSE DA LAPA"";319;-;-;-;-;-;25665;25984"
"""316300 SAO JOSE DA SAFIRA"";508;-;-;-;-;-;819;1327"
"""316310 SAO JOSE DA VARGINHA"";87;-;-;-;-;-;3961;4048"
"""316330 SAO JOSE DO DIVINO"";687;-;-;-;-;-;729;1416"
"""316340 SAO JOSE DO GOIABAL"";-;-;-;-;-;-;24;24"
"""316370 SAO LOURENCO"";19744;256;1;-;-;-;39345;59346"
"""316380 SAO MIGUEL DO ANTA"";1693;66;-;-;-;-;2822;4581"
"""316390 SAO PEDRO DA UNIAO"";1127;21;-;-;-;-;4597;5745"
"""316400 SAO PEDRO DOS FERROS"";4533;-;-;-;-;-;7146;11679"
"""316410 SAO PEDRO DO SUACUI"";464;-;-;-;-;-;849;1313"
"""316420 SAO ROMAO"";753;-;-;-;-;-;6235;6988"
"""316430 SAO ROQUE DE MINAS"";-;-;-;-;-;-;16;16"
"""316443 SAO SEBASTIAO DA VARGEM ALEGRE"";1058;-;-;-;-;-;751;1809"
"""316447 SAO SEBASTIAO DO ANTA"";1192;-;-;-;-;-;240;1432"
"""316450 SAO SEBASTIAO DO MARANHAO"";3261;-;-;-;-;-;2279;5540"
"""316470 SAO SEBASTIAO DO PARAISO"";31140;1754;-;-;-;-;82709;115603"
"""316480 SAO SEBASTIAO DO RIO PRETO"";1182;-;-;-;-;-;434;1616"
"""316490 SAO SEBASTIAO DO RIO VERDE"";866;-;-;-;-;-;1865;2731"
"""316500 SAO TIAGO"";5406;-;-;-;-;-;3241;8647"
"""316510 SAO TOMAS DE AQUINO"";1056;978;-;-;-;-;8027;10061"
"""316520 SAO THOME DAS LETRAS"";465;-;-;-;-;-;5578;6043"
"""316550 SARDOA"";-;-;-;-;-;-;12;12"
"""316553 SARZEDO"";11086;11567;-;-;-;-;83940;106593"
"""316555 SETUBINHA"";2730;-;-;-;-;-;46;2776"
"""316560 SENADOR CORTES"";409;-;-;-;-;-;502;911"
"""316570 SENADOR FIRMINO"";3022;-;-;-;-;-;6587;9609"
"""316590 SENADOR MODESTINO GONCALVES"";3937;-;-;-;-;-;2266;6203"
"""316610 SENHORA DO PORTO"";1227;-;-;-;-;-;379;1606"
"""316620 SENHORA DOS REMEDIOS"";4295;-;-;-;-;-;1995;6290"
"""316640 SERITINGA"";344;-;-;-;-;-;3320;3664"
"""316650 SERRA AZUL DE MINAS"";2099;-;-;-;-;-;35;2134"
"""316660 SERRA DA SAUDADE"";120;-;-;-;-;-;3958;4078"
"""316670 SERRA DOS AIMORES"";234;-;-;-;-;-;119;353"
"""316680 SERRA DO SALITRE"";4773;4;-;-;-;-;23232;28009"
"""316690 SERRANIA"";1202;-;-;-;-;-;21865;23067"
"""316695 SERRANOPOLIS DE MINAS"";1960;-;-;-;-;-;84;2044"
"""316700 SERRANOS"";117;-;-;-;-;-;2585;2702"
"""316710 SERRO"";4012;347;-;-;-;-;16486;20845"
"""316720 SETE LAGOAS"";557008;88890;-;-;-;-;10444;656342"
"""316730 SILVEIRANIA"";897;-;-;-;-;-;2204;3101"
"""316750 SIMAO PEREIRA"";437;-;-;-;-;-;308;745"
"""316760 SIMONESIA"";3362;-;-;-;-;-;3440;6802"
"""316770 SOBRALIA"";1732;-;-;-;-;-;1204;2936"
"""316790 TABULEIRO"";1651;26;-;-;-;-;1446;3123"
"""316800 TAIOBEIRAS"";15006;10445;-;-;-;-;17550;43001"
"""316805 TAPARUBA"";2147;-;-;-;-;-;306;2453"
"""316840 TARUMIRIM"";-;-;-;-;-;-;38;38"
"""316850 TEIXEIRAS"";8724;-;-;-;-;-;8091;16815"
"""316860 TEOFILO OTONI"";324208;88040;21;-;-;3;54436;466708"
"""316870 TIMOTEO"";20521;29387;-;8;-;-;19448;69364"
"""316880 TIRADENTES"";3758;-;-;-;-;-;11176;14934"
"""316890 TIROS"";2221;7;-;-;-;-;8629;10857"
"""316900 TOCANTINS"";2871;168;4;6;-;-;10351;13400"
"""316920 TOMBOS"";1923;21;-;-;-;-;5615;7559"
"""316930 TRES CORACOES"";22271;271;-;-;-;-;55629;78171"
"""316935 TRES MARIAS"";1341;232;-;-;-;-;27810;29383"
"""316940 TRES PONTAS"";40853;20636;4;-;2;-;45912;107407"
"""316950 TUMIRITINGA"";8;-;-;-;-;-;25;33"
"""316960 TUPACIGUARA"";6254;58;-;-;-;-;64231;70543"
"""316970 TURMALINA"";7399;81;11;-;-;-;14922;22413"
"""316990 UBA"";426159;45032;58;4;-;-;4221;475474"
"""317010 UBERABA"";618537;69971;4;-;-;-;37882;726394"
"""317020 UBERLANDIA"";1751758;38051;1;-;-;-;297841;2087651"
"""317030 UMBURATIBA"";2019;-;-;-;-;-;150;2169"
"""317040 UNAI"";202112;95;-;-;-;-;6853;209060"
"""317043 UNIAO DE MINAS"";643;-;-;-;-;-;2455;3098"
"""317047 URUANA DE MINAS"";341;234;-;-;-;-;3064;3639"
"""317050 URUCANIA"";1014;-;-;-;-;-;3364;4378"
"""317052 URUCUIA"";14286;1127;3;-;-;-;84388;99804"
"""317057 VARGEM ALEGRE"";585;-;-;-;-;-;946;1531"
"""317060 VARGEM BONITA"";272;-;-;-;-;-;26;298"
"""317065 VARGEM GRANDE DO RIO PARDO"";101;-;-;-;-;-;649;750"
"""317070 VARGINHA"";656130;217;-;1;2;-;172636;828986"
"""317075 VARJAO DE MINAS"";-;-;-;-;-;-;35;35"
"""317080 VARZEA DA PALMA"";10623;14204;-;-;-;-;38752;63579"
"""317090 VARZELANDIA"";-;-;-;-;-;-;48;48"
"""317100 VAZANTE"";2353;151;-;-;-;-;21676;24180"
"""317103 VERDELANDIA"";1435;-;-;-;-;-;2729;4164"
"""317107 VEREDINHA"";4147;-;1;5;-;-;3519;7672"
"""317115 VERMELHO NOVO"";-;-;-;-;-;-;9;9"
"""317120 VESPASIANO"";4947;2;-;-;-;-;124500;129449"
"""317130 VICOSA"";45303;115;-;-;-;-;25981;71399"
"""317140 VIEIRAS"";973;-;-;-;-;-;1401;2374"
"""317170 VIRGINIA"";3620;26;-;-;-;-;9519;13165"
"""317190 VIRGOLANDIA"";567;-;-;-;-;-;1766;2333"
"""317200 VISCONDE DO RIO BRANCO"";6894;221;1;-;-;-;41213;48329"
"""320010 AFONSO CLAUDIO"";12541;298;-;-;-;-;23917;36756"
"""320020 ALEGRE"";3689;-;-;-;-;-;4482;8171"
"""320040 ANCHIETA"";-;-;-;-;-;-;67;67"
"""320060 ARACRUZ"";171267;822;-;-;-;-;120982;293071"
"""320080 BAIXO GUANDU"";9923;-;-;-;-;-;18049;27972"
"""320090 BARRA DE SAO FRANCISCO"";1966;-;-;-;-;-;-;1966"
"""320100 BOA ESPERANCA"";12253;-;-;-;-;-;19564;31817"
"""320115 BREJETUBA"";-;-;-;-;-;-;25;25"
"""320120 CACHOEIRO DE ITAPEMIRIM"";371914;15598;-;-;-;1;174158;561671"
"""320130 CARIACICA"";650415;726;2;-;-;-;340497;991640"
"""320140 CASTELO"";54595;-;-;-;-;-;-;54595"
"""320150 COLATINA"";375443;2908;-;-;-;-;63823;442174"
"""320160 CONCEICAO DA BARRA"";1142;-;-;-;-;-;-;1142"
"""320170 CONCEICAO DO CASTELO"";-;-;-;-;-;-;74;74"
"""320180 DIVINO DE SAO LOURENCO"";1505;-;-;-;-;-;3625;5130"
"""320190 DOMINGOS MARTINS"";2116;18804;-;-;10;-;10289;31219"
"""320200 DORES DO RIO PRETO"";601;-;-;-;-;-;6451;7052"
"""320220 FUNDAO"";-;-;-;-;-;-;47;47"
"""320225 GOVERNADOR LINDENBERG"";3879;-;-;-;-;-;5085;8964"
"""320230 GUACUI"";139464;272;-;-;-;-;18008;157744"
"""320240 GUARAPARI"";24455;1817;11;-;3;-;81937;108223"
"""320245 IBATIBA"";-;-;-;-;-;-;45;45"
"""320250 IBIRACU"";935;-;-;-;-;-;12952;13887"
"""320260 ICONHA"";1564;-;-;-;-;-;11302;12866"
"""320270 ITAGUACU"";3389;-;-;-;-;-;13288;16677"
"""320280 ITAPEMIRIM"";197;5;-;-;-;-;2213;2415"
"""320290 ITARANA"";531;24;-;-;-;-;6922;7477"
"""320300 IUNA"";539;21;-;-;-;-;18492;19052"
"""320305 JAGUARE"";16543;6;-;-;-;-;30674;47223"
"""320310 JERONIMO MONTEIRO"";746;-;-;-;-;-;10691;11437"
"""320316 LARANJA DA TERRA"";-;-;-;-;-;-;11315;11315"
"""320320 LINHARES"";217275;2268;-;-;-;-;103149;322692"
"""320330 MANTENOPOLIS"";8794;-;-;-;-;-;10178;18972"
"""320332 MARATAIZES"";28;-;-;-;-;-;43047;43075"
"""320334 MARECHAL FLORIANO"";3554;1706;-;-;-;-;4360;9620"
"""320335 MARILANDIA"";1423;-;-;-;-;-;27884;29307"
"""320340 MIMOSO DO SUL"";5645;7793;2;-;-;-;6655;20095"
"""320360 MUCURICI"";5111;136;-;-;-;-;6967;12214"
"""320390 NOVA VENECIA"";235934;302;-;-;-;-;26476;262712"
"""320400 PANCAS"";7829;-;-;-;-;-;15288;23117"
"""320410 PINHEIROS"";13070;855;-;-;-;-;13744;27669"
"""320420 PIUMA"";5613;-;-;-;-;-;28057;33670"
"""320425 PONTO BELO"";8546;-;-;-;-;-;5751;14297"
"""320430 PRESIDENTE KENNEDY"";7403;-;-;-;-;-;13852;21255"
"""320450 SANTA LEOPOLDINA"";2935;20;-;-;-;-;15804;18759"
"""320455 SANTA MARIA DE JETIBA"";6765;193;-;-;-;-;42886;49844"
"""320460 SANTA TERESA"";16019;492;-;-;-;-;31088;47599"
"""320470 SAO GABRIEL DA PALHA"";15732;-;-;-;-;-;31572;47304"
"""320480 SAO JOSE DO CALCADO"";1601;-;-;-;-;-;1038;2639"
"""320490 SAO MATEUS"";223329;1519;14;-;1;-;28647;253510"
"""320495 SAO ROQUE DO CANAA"";4255;-;-;-;-;-;19799;24054"
"""320500 SERRA"";1207029;53009;9;-;-;-;438433;1698480"
"""320501 SOORETAMA"";3869;-;-;-;-;-;30039;33908"
"""320503 VARGEM ALTA"";3610;47;-;-;-;-;25076;28733"
"""320506 VENDA NOVA DO IMIGRANTE"";170611;10628;-;-;-;-;26277;207516"
"""320510 VIANA"";2965;-;-;-;-;-;78130;81095"
"""320517 VILA VALERIO"";3312;-;-;-;-;-;3665;6977"
"""320520 VILA VELHA"";813481;64028;-;-;-;2;563691;1441202"
"""320530 VITORIA"";729615;19393;30;3;-;-;475873;1224914"
"""330010 ANGRA DOS REIS"";37730;3389;-;-;-;-;358174;399293"
"""330020 ARARUAMA"";19038;1197;-;-;-;1;309205;329441"
"""330022 AREAL"";688;28;-;-;-;-;28669;29385"
"""330023 ARMACAO DOS BUZIOS"";18082;532;23;-;-;-;70910;89547"
"""330025 ARRAIAL DO CABO"";6486;1579;-;-;-;-;148479;156544"
"""330030 BARRA DO PIRAI"";12505;78;-;-;-;-;64697;77280"
"""330045 BELFORD ROXO"";243437;8533;2;6;3;-;1618769;1870750"
"""330060 BOM JESUS DO ITABAPOANA"";87512;1824;-;-;1;-;68608;157945"
"""330070 CABO FRIO"";53733;8498;-;29;1;-;799102;861363"
"""330080 CACHOEIRAS DE MACACU"";8745;14618;2;-;-;-;122335;145700"
"""330093 CARAPEBUS"";39305;213;-;1;-;-;42136;81655"
"""330095 COMENDADOR LEVY GASPARIAN"";6952;-;2;-;-;1;10640;17595"
"""330100 CAMPOS DOS GOYTACAZES"";302994;23405;-;9;274;1565;265670;593917"
"""330110 CANTAGALO"";1478;182;-;-;-;-;27240;28900"
"""330115 CARDOSO MOREIRA"";1397;-;-;-;-;-;13285;14682"
"""330140 CONCEICAO DE MACABU"";3314;-;-;-;-;-;11840;15154"
"""330150 CORDEIRO"";7967;194;-;-;-;-;25562;33723"
"""330170 DUQUE DE CAXIAS"";315687;78884;27;1;-;-;2976548;3371147"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";4650;-;-;-;-;-;35223;39873"
"""330185 GUAPIMIRIM"";5220;1286;-;-;-;-;151379;157885"
"""330187 IGUABA GRANDE"";6840;-;-;-;-;-;98890;105730"
"""330190 ITABORAI"";22821;182355;-;3;-;-;165586;370765"
"""330200 ITAGUAI"";10425;697;1;-;-;-;221641;232764"
"""330205 ITALVA"";2482;-;-;-;-;-;16619;19101"
"""330220 ITAPERUNA"";45625;9852;2;-;-;-;84716;140195"
"""330225 ITATIAIA"";7307;-;-;-;-;-;57821;65128"
"""330227 JAPERI"";47078;1571;9;-;-;-;87908;136566"
"""330230 LAJE DO MURIAE"";8035;-;-;-;-;-;14839;22874"
"""330240 MACAE"";62988;45520;1;65;-;-;450956;559530"
"""330245 MACUCO"";496;-;-;-;-;-;7362;7858"
"""330250 MAGE"";41744;2538;87;112;-;-;542899;587380"
"""330260 MANGARATIBA"";18182;922;-;-;-;-;107323;126427"
"""330270 MARICA"";88416;19996;-;-;1;1;434536;542950"
"""330280 MENDES"";7550;47;-;-;-;-;30620;38217"
"""330285 MESQUITA"";1142;26324;-;-;-;-;74884;102350"
"""330290 MIGUEL PEREIRA"";5370;34;-;-;-;-;51177;56581"
"""330310 NATIVIDADE"";5560;160;-;-;-;-;13265;18985"
"""330320 NILOPOLIS"";4229;-;-;-;-;-;12758;16987"
"""330330 NITEROI"";101815;88535;1;1;-;-;479340;669692"
"""330340 NOVA FRIBURGO"";15990;11368;52;-;-;-;88029;115439"
"""330350 NOVA IGUACU"";61174;114326;-;-;-;-;1863731;2039231"
"""330360 PARACAMBI"";44640;873;1;-;-;-;176414;221928"
"""330370 PARAIBA DO SUL"";7479;93;-;-;-;-;44854;52426"
"""330380 PARATY"";23901;427;-;-;-;-;93106;117434"
"""330385 PATY DO ALFERES"";5866;14;-;-;-;-;129029;134909"
"""330390 PETROPOLIS"";191951;32983;4;1;-;-;269597;494536"
"""330395 PINHEIRAL"";2169;744;-;-;-;-;48942;51855"
"""330400 PIRAI"";9989;497;4;2;51;-;50540;61083"
"""330410 PORCIUNCULA"";7810;-;-;-;-;-;30179;37989"
"""330411 PORTO REAL"";9121;-;-;-;-;-;69269;78390"
"""330412 QUATIS"";867;17;-;-;-;-;20320;21204"
"""330414 QUEIMADOS"";95939;866;-;-;-;-;224780;321585"
"""330420 RESENDE"";40088;1410;50;2;48;-;214396;255994"
"""330430 RIO BONITO"";11985;1832;-;-;-;-;117757;131574"
"""330440 RIO CLARO"";5817;-;-;-;-;-;31123;36940"
"""330450 RIO DAS FLORES"";1181;-;-;-;-;-;17550;18731"
"""330452 RIO DAS OSTRAS"";14665;2581;-;-;-;-;291103;308349"
"""330455 RIO DE JANEIRO"";7626546;1943903;10;6;1;2;5351373;14921841"
"""330460 SANTA MARIA MADALENA"";1714;-;-;-;-;-;20076;21790"
"""330470 SANTO ANTONIO DE PADUA"";6581;79;-;-;-;-;31316;37976"
"""330480 SAO FIDELIS"";879;86;2;1;-;-;35531;36499"
"""330490 SAO GONCALO"";120169;114283;19;1;-;-;1027459;1261931"
"""330500 SAO JOAO DA BARRA"";8700;1243;-;-;-;2;106995;116940"
"""330510 SAO JOAO DE MERITI"";90702;13268;1;-;-;20;543927;647918"
"""330513 SAO JOSE DE UBA"";2821;870;-;-;-;-;4770;8461"
"""330520 SAO PEDRO DA ALDEIA"";-;6894;-;-;-;-;13871;20765"
"""330530 SAO SEBASTIAO DO ALTO"";288;2;-;-;-;-;35513;35803"
"""330540 SAPUCAIA"";16434;7711;-;-;-;-;23384;47529"
"""330550 SAQUAREMA"";21616;1246;-;-;1;-;294382;317245"
"""330555 SEROPEDICA"";5208;342;2;-;-;-;18051;23603"
"""330575 TANGUA"";7025;122;-;-;-;-;39692;46839"
"""330580 TERESOPOLIS"";53607;5837;11;10;-;295;623170;682930"
"""330600 TRES RIOS"";11912;385;-;-;-;-;148515;160812"
"""330610 VALENCA"";8744;10938;-;-;-;-;95317;114999"
"""330615 VARRE-SAI"";802;-;-;-;-;-;12591;13393"
"""330620 VASSOURAS"";38279;12881;-;-;-;-;48980;100140"
"""330630 VOLTA REDONDA"";149244;29657;13;29;1;-;375784;554728"
"""350010 ADAMANTINA"";25675;614;-;-;-;1;77663;103953"
"""350020 ADOLFO"";3886;-;-;-;-;-;18200;22086"
"""350030 AGUAI"";3937;211;-;-;-;-;73476;77624"
"""350050 AGUAS DE LINDOIA"";-;-;-;-;-;-;5727;5727"
"""350055 AGUAS DE SANTA BARBARA"";-;-;-;-;-;-;9935;9935"
"""350060 AGUAS DE SAO PEDRO"";9825;25;-;-;-;-;14349;24199"
"""350070 AGUDOS"";4342;202;-;-;-;-;50919;55463"
"""350075 ALAMBARI"";1200;603;-;-;-;-;12833;14636"
"""350100 ALTINOPOLIS"";3842;306;-;-;-;-;44176;48324"
"""350110 ALTO ALEGRE"";322;-;-;-;-;-;6296;6618"
"""350115 ALUMINIO"";198;-;-;-;-;-;20842;21040"
"""350120 ALVARES FLORENCE"";590;-;-;-;-;-;185;775"
"""350130 ALVARES MACHADO"";5624;171;2;-;-;1;35734;41532"
"""350140 ALVARO DE CARVALHO"";831;-;-;-;-;-;7473;8304"
"""350160 AMERICANA"";32097;51490;1;-;-;-;181224;264812"
"""350170 AMERICO BRASILIENSE"";34569;-;-;-;-;-;6159;40728"
"""350180 AMERICO DE CAMPOS"";2610;-;-;-;-;-;6386;8996"
"""350190 AMPARO"";33943;1390;-;-;-;-;69904;105237"
"""350210 ANDRADINA"";3668;-;-;-;-;-;14739;18407"
"""350220 ANGATUBA"";1151;233;-;-;-;-;33638;35022"
"""350230 ANHEMBI"";1158;2249;-;-;-;-;12372;15779"
"""350240 ANHUMAS"";688;-;-;-;-;-;7536;8224"
"""350250 APARECIDA"";10674;1055;-;-;-;2;83378;95109"
"""350260 APARECIDA D'OESTE"";591;30;-;-;-;-;4929;5550"
"""350270 APIAI"";3173;4892;-;-;-;-;9031;17096"
"""350280 ARACATUBA"";1300123;10819;-;-;-;-;219549;1530491"
"""350290 ARACOIABA DA SERRA"";1621;1;1;-;-;-;45229;46852"
"""350300 ARAMINA"";280;-;-;-;-;-;2652;2932"
"""350310 ARANDU"";-;-;-;-;-;-;5651;5651"
"""350320 ARARAQUARA"";1287266;1643;-;-;10;-;297379;1586298"
"""350330 ARARAS"";93655;1954;-;-;1;-;62794;158404"
"""350335 ARCO-IRIS"";25;-;-;-;-;-;1909;1934"
"""350340 AREALVA"";9;-;-;-;-;-;8365;8374"
"""350350 AREIAS"";856;-;-;-;-;-;2517;3373"
"""350360 AREIOPOLIS"";6015;-;-;-;-;-;17005;23020"
"""350370 ARIRANHA"";4614;4;-;-;-;-;11037;15655"
"""350380 ARTUR NOGUEIRA"";1894;60;-;-;-;-;64479;66433"
"""350390 ARUJA"";12323;29916;-;-;-;-;67448;109687"
"""350395 ASPASIA"";195;-;-;-;-;-;14;209"
"""350400 ASSIS"";663849;87;-;-;1;-;128247;792184"
"""350410 ATIBAIA"";14341;1232;5;-;-;-;174614;190192"
"""350420 AURIFLAMA"";5024;47;-;-;-;-;14773;19844"
"""350430 AVAI"";23;387;-;-;-;-;65;475"
"""350450 AVARE"";18415;116;-;-;1;-;125889;144421"
"""350460 BADY BASSITT"";333;5769;-;-;-;-;47569;53671"
"""350470 BALBINOS"";-;3824;-;-;-;-;885;4709"
"""350480 BALSAMO"";2946;-;-;-;-;-;19835;22781"
"""350490 BANANAL"";6140;-;-;-;-;-;11193;17333"
"""350510 BARBOSA"";677;-;-;-;-;-;1028;1705"
"""350520 BARIRI"";11061;94;-;-;-;-;55115;66270"
"""350530 BARRA BONITA"";5496;355;-;-;-;-;41046;46897"
"""350535 BARRA DO CHAPEU"";192;-;-;-;-;-;2663;2855"
"""350550 BARRETOS"";1073895;20666;-;-;1;-;335236;1429798"
"""350560 BARRINHA"";3461;-;-;-;-;-;30344;33805"
"""350570 BARUERI"";85654;7784;-;2;-;-;941768;1035208"
"""350580 BASTOS"";3334;-;-;-;-;-;28734;32068"
"""350590 BATATAIS"";24177;4669;21;-;-;-;79618;108485"
"""350600 BAURU"";2020129;10763;-;2;-;-;335616;2366510"
"""350610 BEBEDOURO"";22181;9876;-;-;-;-;108398;140455"
"""350620 BENTO DE ABREU"";336;-;-;-;-;-;-;336"
"""350630 BERNARDINO DE CAMPOS"";714;7898;-;-;-;-;808;9420"
"""350635 BERTIOGA"";9271;908;-;-;2;-;164550;174731"
"""350640 BILAC"";3916;13;-;-;-;-;12699;16628"
"""350650 BIRIGUI"";15278;79843;-;-;-;-;124418;219539"
"""350670 BOA ESPERANCA DO SUL"";242;40;-;1;-;-;12851;13134"
"""350680 BOCAINA"";3951;22;-;-;-;-;15889;19862"
"""350690 BOFETE"";50;-;-;-;-;-;14937;14987"
"""350700 BOITUVA"";12175;52498;4303;-;-;-;55006;123982"
"""350710 BOM JESUS DOS PERDOES"";565;113;-;-;-;-;40312;40990"
"""350715 BOM SUCESSO DE ITARARE"";-;-;-;-;-;-;10006;10006"
"""350730 BORACEIA"";1223;4;-;-;-;-;6552;7779"
"""350740 BORBOREMA"";9001;65;1;-;-;-;39207;48274"
"""350745 BOREBI"";385;-;-;-;-;-;3044;3429"
"""350750 BOTUCATU"";1340204;11514;-;-;-;-;415142;1766860"
"""350760 BRAGANCA PAULISTA"";18501;2947;-;-;-;-;263680;285128"
"""350790 BROTAS"";10900;478;-;-;-;-;20404;31782"
"""350800 BURI"";16290;-;1;-;-;-;7247;23538"
"""350810 BURITAMA"";11663;68;-;-;-;-;47796;59527"
"""350820 BURITIZAL"";385;-;-;-;-;-;5141;5526"
"""350830 CABRALIA PAULISTA"";1632;-;-;-;-;-;14440;16072"
"""350840 CABREUVA"";5947;238;-;-;-;-;178964;185149"
"""350860 CACHOEIRA PAULISTA"";5179;369;-;-;-;-;38350;43898"
"""350870 CACONDE"";647;425;-;-;-;-;8673;9745"
"""350880 CAFELANDIA"";1239;14;-;-;-;-;25987;27240"
"""350890 CAIABU"";461;-;-;-;-;-;8;469"
"""350900 CAIEIRAS"";2469;94294;1191;-;-;-;86686;184640"
"""350910 CAIUA"";303;-;-;-;-;-;5883;6186"
"""350920 CAJAMAR"";12533;84404;-;-;-;-;98027;194964"
"""350930 CAJOBI"";1154;237;-;-;-;-;16978;18369"
"""350940 CAJURU"";136;529;-;-;-;-;36613;37278"
"""350945 CAMPINA DO MONTE ALEGRE"";172;-;-;-;-;-;7011;7183"
"""350950 CAMPINAS"";4137884;10864;1;1;-;-;1087455;5236205"
"""350960 CAMPO LIMPO PAULISTA"";11046;959;-;1;-;-;174307;186313"
"""350970 CAMPOS DO JORDAO"";7056;3759;-;1;3;-;94328;105147"
