"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""292460 PINDOBACU"";6786;81;-;-;-;-;16459;23326"
"""292465 PINTADAS"";378;1260;-;-;-;-;3745;5383"
"""292467 PIRAI DO NORTE"";344;-;-;-;-;-;-;344"
"""292470 PIRIPA"";741;-;-;-;-;-;5049;5790"
"""292480 PIRITIBA"";1613;1;-;-;-;-;4575;6189"
"""292490 PLANALTINO"";-;207;-;-;-;-;2538;2745"
"""292500 PLANALTO"";4030;29;2;-;-;-;7232;11293"
"""292510 POCOES"";9051;1544;-;-;-;-;27967;38562"
"""292530 PORTO SEGURO"";24192;915;-;-;-;-;188719;213826"
"""292540 POTIRAGUA"";363;-;-;-;-;-;-;363"
"""292550 PRADO"";1213;1;-;-;-;-;19335;20549"
"""292570 PRESIDENTE JANIO QUADROS"";1040;-;-;-;-;-;8059;9099"
"""292575 PRESIDENTE TANCREDO NEVES"";1969;35;-;-;-;-;5517;7521"
"""292590 QUIJINGUE"";3272;14;-;-;-;-;8441;11727"
"""292593 QUIXABEIRA"";264;-;-;-;-;-;-;264"
"""292595 RAFAEL JAMBEIRO"";1889;17;-;-;-;-;11144;13050"
"""292610 RETIROLANDIA"";1175;-;-;-;-;-;6715;7890"
"""292630 RIACHAO DO JACUIPE"";1889;219;-;-;-;-;11470;13578"
"""292650 RIBEIRA DO AMPARO"";1683;-;-;-;-;-;5443;7126"
"""292660 RIBEIRA DO POMBAL"";35336;200;-;-;-;-;30011;65547"
"""292665 RIBEIRAO DO LARGO"";569;3;-;-;-;-;2289;2861"
"""292670 RIO DE CONTAS"";1233;-;-;-;-;-;2817;4050"
"""292680 RIO DO ANTONIO"";698;-;-;-;-;-;5121;5819"
"""292690 RIO DO PIRES"";502;5;-;-;-;-;3439;3946"
"""292700 RIO REAL"";994;9202;-;-;-;-;26095;36291"
"""292710 RODELAS"";1381;-;-;-;-;-;1274;2655"
"""292720 RUY BARBOSA"";6308;1506;1;-;-;-;13210;21025"
"""292730 SALINAS DA MARGARIDA"";-;-;-;-;-;-;353;353"
"""292740 SALVADOR"";2895935;241369;208;4;6;507;3965206;7103235"
"""292750 SANTA BARBARA"";1372;-;-;-;-;-;493;1865"
"""292760 SANTA BRIGIDA"";5788;-;-;-;-;-;214;6002"
"""292780 SANTA CRUZ DA VITORIA"";230;-;-;-;-;-;-;230"
"""292790 SANTA INES"";3190;1;-;-;-;-;10892;14083"
"""292800 SANTALUZ"";2078;-;-;-;-;-;-;2078"
"""292805 SANTA LUZIA"";454;-;-;-;-;-;38;492"
"""292810 SANTA MARIA DA VITORIA"";104443;4437;7;-;72;-;12801;121760"
"""292820 SANTANA"";507;3518;4;-;-;-;12208;16237"
"""292830 SANTANOPOLIS"";111;-;-;-;-;-;2280;2391"
"""292840 SANTA RITA DE CASSIA"";492;147;-;-;1;-;40434;41074"
"""292860 SANTO AMARO"";12387;-;-;-;-;-;6049;18436"
"""292870 SANTO ANTONIO DE JESUS"";185089;15030;-;-;-;3;117765;317887"
"""292880 SANTO ESTEVAO"";11438;100;-;-;-;-;39111;50649"
"""292890 SAO DESIDERIO"";4139;-;-;-;-;-;21417;25556"
"""292900 SAO FELIX"";2411;43;-;-;-;-;28857;31311"
"""292905 SAO FELIX DO CORIBE"";372;-;-;-;-;-;2857;3229"
"""292910 SAO FELIPE"";1925;45;-;-;-;-;20192;22162"
"""292920 SAO FRANCISCO DO CONDE"";2043;-;-;-;-;-;-;2043"
"""292930 SAO GONCALO DOS CAMPOS"";1884;33;-;-;-;-;26764;28681"
"""292935 SAO JOSE DA VITORIA"";259;-;-;-;-;-;519;778"
"""292940 SAO MIGUEL DAS MATAS"";312;-;-;-;-;-;138;450"
"""292950 SAO SEBASTIAO DO PASSE"";1689;241;-;-;-;-;46327;48257"
"""292960 SAPEACU"";3081;141;-;6;-;-;10007;13235"
"""292975 SAUBARA"";1176;194;-;-;-;-;9281;10651"
"""292980 SAUDE"";456;-;-;-;-;-;2729;3185"
"""292990 SEABRA"";67932;587;-;-;-;-;47385;115904"
"""293000 SEBASTIAO LARANJEIRAS"";610;68;-;-;-;-;3971;4649"
"""293010 SENHOR DO BONFIM"";122492;5520;-;-;-;-;18930;146942"
"""293020 SENTO SE"";403;-;-;-;-;-;3383;3786"
"""293030 SERRA DOURADA"";1013;-;-;-;-;-;39883;40896"
"""293040 SERRA PRETA"";988;-;-;-;-;-;10474;11462"
"""293050 SERRINHA"";542220;-;-;-;-;-;8711;550931"
"""293060 SERROLANDIA"";1198;17;-;-;-;-;3482;4697"
"""293070 SIMOES FILHO"";4531;959;1;-;-;-;74204;79695"
"""293076 SITIO DO QUINTO"";3977;16;-;-;-;-;200;4193"
"""293080 SOUTO SOARES"";1742;60;-;-;-;-;3374;5176"
"""293110 TANQUINHO"";272;124;-;-;-;-;963;1359"
"""293120 TAPEROA"";888;-;-;-;-;-;786;1674"
"""293135 TEIXEIRA DE FREITAS"";183234;3380;-;-;-;-;18117;204731"
"""293140 TEODORO SAMPAIO"";339;-;-;-;-;-;5121;5460"
"""293150 TEOFILANDIA"";1741;-;-;-;-;-;162;1903"
"""293160 TEOLANDIA"";2613;53;-;-;-;-;1517;4183"
"""293190 TUCANO"";3800;-;-;-;-;-;27962;31762"
"""293200 UAUA"";79718;49;-;-;-;-;19386;99153"
"""293210 UBAIRA"";798;-;-;-;-;-;2410;3208"
"""293220 UBAITABA"";2641;89;-;-;-;-;13394;16124"
"""293230 UBATA"";2955;-;-;-;-;-;5101;8056"
"""293245 UMBURANAS"";582;-;-;-;-;-;9604;10186"
"""293250 UNA"";7292;87;-;-;-;-;8749;16128"
"""293260 URANDI"";584;6;1;-;-;-;10016;10607"
"""293270 URUCUCA"";3314;-;-;-;-;-;6915;10229"
"""293280 UTINGA"";197;-;-;-;-;-;2526;2723"
"""293290 VALENCA"";24557;788;-;-;-;-;70656;96001"
"""293300 VALENTE"";1723;-;-;-;-;-;13484;15207"
"""293305 VARZEA DA ROCA"";50;50;-;-;-;-;1854;1954"
"""293315 VARZEA NOVA"";-;489;-;-;-;-;1923;2412"
"""293320 VERA CRUZ"";1053;309;-;-;-;-;45591;46953"
"""293330 VITORIA DA CONQUISTA"";357531;17962;1;2;1;-;121244;496741"
"""293340 WAGNER"";2045;-;-;-;-;-;-;2045"
"""293345 WANDERLEY"";153;49;-;-;-;-;34099;34301"
"""293360 XIQUE-XIQUE"";13491;2;-;-;-;-;24450;37943"
"""310010 ABADIA DOS DOURADOS"";2510;-;-;-;-;-;3047;5557"
"""310020 ABAETE"";22011;-;-;-;-;-;15017;37028"
"""310030 ABRE CAMPO"";693;19;1;-;-;-;12946;13659"
"""310050 ACUCENA"";1251;-;-;-;-;-;2436;3687"
"""310070 AGUA COMPRIDA"";725;201;-;-;-;-;3492;4418"
"""310080 AGUANIL"";225;-;-;-;-;-;56;281"
"""310090 AGUAS FORMOSAS"";11470;-;-;-;-;-;321;11791"
"""310100 AGUAS VERMELHAS"";2296;32;-;-;-;-;4680;7008"
"""310110 AIMORES"";4710;84;-;-;-;-;16815;21609"
"""310120 AIURUOCA"";-;-;-;-;-;-;21;21"
"""310130 ALAGOA"";999;-;-;-;-;-;4023;5022"
"""310150 ALEM PARAIBA"";6271;55;-;-;-;-;19587;25913"
"""310160 ALFENAS"";451124;1452;-;1;-;-;193190;645767"
"""310163 ALFREDO VASCONCELOS"";1424;-;-;-;-;-;3672;5096"
"""310170 ALMENARA"";46300;269;1;-;-;-;10111;56681"
"""310180 ALPERCATA"";20;-;-;-;-;-;6;26"
"""310190 ALPINOPOLIS"";-;-;-;-;-;-;67;67"
"""310200 ALTEROSA"";5354;20;-;-;-;-;1767;7141"
"""310205 ALTO CAPARAO"";107;-;-;-;-;-;16;123"
"""310210 ALTO RIO DOCE"";677;-;-;-;-;-;5310;5987"
"""310220 ALVARENGA"";1187;-;-;-;-;-;80;1267"
"""310230 ALVINOPOLIS"";3438;44;-;-;-;-;3094;6576"
"""310240 ALVORADA DE MINAS"";826;-;-;-;-;-;1932;2758"
"""310260 ANDRADAS"";3411;167;-;-;-;-;37517;41095"
"""310270 CACHOEIRA DE PAJEU"";10329;-;-;-;-;-;9708;20037"
"""310280 ANDRELANDIA"";1252;-;-;-;-;-;15312;16564"
"""310285 ANGELANDIA"";7;-;-;-;-;-;2114;2121"
"""310290 ANTONIO CARLOS"";1912;-;-;-;-;-;10140;12052"
"""310300 ANTONIO DIAS"";2238;-;-;-;-;-;87;2325"
"""310320 ARACAI"";600;2;-;-;-;-;318;920"
"""310330 ARACITABA"";1223;-;-;-;-;-;306;1529"
"""310340 ARACUAI"";11077;509;-;4;-;-;6935;18525"
"""310350 ARAGUARI"";39227;2156;8;-;-;24;97998;139413"
"""310370 ARAPONGA"";2772;2;-;-;-;-;19888;22662"
"""310375 ARAPORA"";3439;59;-;-;-;-;8031;11529"
"""310380 ARAPUA"";2561;-;-;-;-;-;2495;5056"
"""310390 ARAUJOS"";-;-;-;-;-;-;81;81"
"""310400 ARAXA"";22478;8510;-;11;-;-;36460;67459"
"""310410 ARCEBURGO"";3437;-;-;-;-;-;8314;11751"
"""310420 ARCOS"";-;-;-;-;-;-;234;234"
"""310430 AREADO"";33;-;-;-;-;-;4686;4719"
"""310440 ARGIRITA"";965;-;-;-;-;-;1459;2424"
"""310445 ARICANDUVA"";1130;-;-;-;-;-;2319;3449"
"""310450 ARINOS"";-;-;-;-;-;-;70;70"
"""310460 ASTOLFO DUTRA"";4615;-;-;-;-;-;7892;12507"
"""310470 ATALEIA"";59;90;-;-;-;-;4887;5036"
"""310480 AUGUSTO DE LIMA"";3219;-;-;-;-;-;3305;6524"
"""310490 BAEPENDI"";4178;4;-;-;-;-;7900;12082"
"""310500 BALDIM"";2866;-;-;-;-;-;7010;9876"
"""310510 BAMBUI"";5854;3;-;-;-;-;9051;14908"
"""310520 BANDEIRA"";1469;-;-;-;-;-;2203;3672"
"""310550 BARAO DE MONTE ALTO"";435;-;1;-;-;-;1780;2216"
"""310560 BARBACENA"";387689;68922;29;1;5;-;52395;509041"
"""310570 BARRA LONGA"";1440;-;-;-;-;-;595;2035"
"""310590 BARROSO"";5723;8515;13;-;-;-;16175;30426"
"""310600 BELA VISTA DE MINAS"";3035;10;-;-;-;-;14492;17537"
"""310610 BELMIRO BRAGA"";283;-;-;-;-;-;2767;3050"
"""310620 BELO HORIZONTE"";5912867;178368;21;2;3;-;756726;6847987"
"""310630 BELO ORIENTE"";7262;30;-;-;-;-;5594;12886"
"""310640 BELO VALE"";63;-;-;-;-;-;21786;21849"
"""310665 BERIZAL"";1662;-;-;-;-;-;2956;4618"
"""310670 BETIM"";75591;11869;-;-;-;-;469106;556566"
"""310690 BICAS"";27329;3;6;12;-;-;22973;50323"
"""310710 BOA ESPERANCA"";-;-;-;-;-;-;189;189"
"""310720 BOCAINA DE MINAS"";301;-;-;-;-;-;100;401"
"""310730 BOCAIUVA"";5604;644;-;-;-;-;54060;60308"
"""310740 BOM DESPACHO"";43692;1207;-;-;-;-;4610;49509"
"""310750 BOM JARDIM DE MINAS"";675;-;-;-;-;-;10730;11405"
"""310760 BOM JESUS DA PENHA"";481;74;-;-;-;-;7463;8018"
"""310780 BOM JESUS DO GALHO"";6711;3934;-;-;-;-;408;11053"
"""310800 BOM SUCESSO"";-;-;-;-;-;-;55;55"
"""310810 BONFIM"";761;-;-;-;-;-;2212;2973"
"""310820 BONFINOPOLIS DE MINAS"";1398;743;-;-;-;-;5788;7929"
"""310825 BONITO DE MINAS"";185;-;-;-;-;-;1182;1367"
"""310830 BORDA DA MATA"";1699;27299;-;-;-;-;-;28998"
"""310840 BOTELHOS"";3307;133;-;-;-;-;9432;12872"
"""310850 BOTUMIRIM"";4040;-;-;-;-;-;534;4574"
"""310855 BRASILANDIA DE MINAS"";-;-;-;-;-;-;30;30"
"""310860 BRASILIA DE MINAS"";13227;342;-;-;-;-;21565;35134"
"""310870 BRAS PIRES"";715;-;-;-;-;-;5256;5971"
"""310890 BRAZOPOLIS"";1189;-;-;-;-;-;10713;11902"
"""310900 BRUMADINHO"";20965;7940;2;-;-;-;48240;77147"
"""310910 BUENO BRANDAO"";7670;91;-;-;-;-;6012;13773"
"""310920 BUENOPOLIS"";2102;-;-;6;-;-;1004;3112"
"""310930 BURITIS"";16969;102;-;-;-;-;59079;76150"
"""310945 CABECEIRA GRANDE"";948;-;-;-;-;-;166;1114"
"""310950 CABO VERDE"";1946;11;-;-;-;-;5497;7454"
"""310960 CACHOEIRA DA PRATA"";5990;-;-;-;-;-;2693;8683"
"""310970 CACHOEIRA DE MINAS"";1746;-;-;-;-;-;2030;3776"
"""310980 CACHOEIRA DOURADA"";1148;3;-;-;-;-;3308;4459"
"""310990 CAETANOPOLIS"";1566;2908;-;-;-;-;2890;7364"
"""311010 CAIANA"";1164;-;-;-;-;-;983;2147"
"""311020 CAJURI"";3700;5;-;4;-;-;101;3810"
"""311040 CAMACHO"";136;-;-;-;-;-;208;344"
"""311050 CAMANDUCAIA"";216;25;-;-;-;-;26321;26562"
"""311060 CAMBUI"";2071;257;-;-;-;-;30610;32938"
"""311070 CAMBUQUIRA"";545;-;-;-;-;-;7665;8210"
"""311080 CAMPANARIO"";901;-;-;-;-;-;14;915"
"""311090 CAMPANHA"";5319;3171;-;-;-;-;26622;35112"
"""311110 CAMPINA VERDE"";1458;-;-;-;-;-;12448;13906"
"""311115 CAMPO AZUL"";1381;-;-;-;-;-;1637;3018"
"""311120 CAMPO BELO"";28702;38038;1;-;-;-;632;67373"
"""311130 CAMPO DO MEIO"";2879;-;-;-;-;-;2381;5260"
"""311140 CAMPO FLORIDO"";248;-;-;-;-;-;8132;8380"
"""311150 CAMPOS ALTOS"";6070;2736;-;-;-;-;15813;24619"
"""311160 CAMPOS GERAIS"";-;-;-;-;-;-;71;71"
"""311170 CANAA"";6578;2;-;-;-;-;5838;12418"
"""311180 CANAPOLIS"";4678;-;-;-;-;-;8893;13571"
"""311190 CANA VERDE"";219;-;-;-;-;-;-;219"
"""311200 CANDEIAS"";1515;2;-;-;-;-;6526;8043"
"""311205 CANTAGALO"";1316;-;-;-;-;-;33;1349"
"""311210 CAPARAO"";1411;-;-;-;-;-;2532;3943"
"""311220 CAPELA NOVA"";686;8;-;-;-;-;2983;3677"
"""311230 CAPELINHA"";4819;149;-;-;-;-;20360;25328"
"""311250 CAPIM BRANCO"";360;10;-;-;-;-;11176;11546"
"""311260 CAPINOPOLIS"";2267;63;-;-;-;-;10519;12849"
"""311270 CAPITAO ENEAS"";1376;6;-;-;-;-;79;1461"
"""311280 CAPITOLIO"";974;4;-;-;-;-;559;1537"
"""311290 CAPUTIRA"";99;-;-;-;-;-;2088;2187"
"""311300 CARAI"";859;170;-;-;-;-;5499;6528"
"""311310 CARANAIBA"";7;-;-;-;-;-;2094;2101"
"""311320 CARANDAI"";15097;14245;-;-;6;-;352;29700"
"""311330 CARANGOLA"";-;-;-;-;-;-;201;201"
"""311340 CARATINGA"";49051;40219;-;-;-;-;26360;115630"
"""311350 CARBONITA"";5916;27;-;-;-;-;7782;13725"
"""311370 CARLOS CHAGAS"";3792;10;-;4;-;-;6414;10220"
"""311380 CARMESIA"";1022;11;-;-;-;-;2299;3332"
"""311400 CARMO DA MATA"";1921;84;-;-;-;-;7890;9895"
"""311410 CARMO DE MINAS"";5538;3080;-;-;-;-;199;8817"
"""311420 CARMO DO CAJURU"";4170;143;-;-;-;-;26701;31014"
"""311430 CARMO DO PARANAIBA"";15584;265;-;-;-;-;80823;96672"
"""311440 CARMO DO RIO CLARO"";3031;20;-;-;-;-;18850;21901"
"""311450 CARMOPOLIS DE MINAS"";2192;-;-;-;-;-;2785;4977"
"""311455 CARNEIRINHO"";2097;1;-;-;-;-;11110;13208"
"""311470 CARVALHOPOLIS"";652;-;-;-;-;-;3595;4247"
"""311510 CASSIA"";6614;3002;-;-;-;-;16371;25987"
"""311520 CONCEICAO DA BARRA DE MINAS"";3051;-;-;-;-;-;4595;7646"
"""311530 CATAGUASES"";20342;806;-;-;-;-;62818;83966"
"""311547 CATUTI"";1368;-;-;-;-;-;1101;2469"
"""311550 CAXAMBU"";1289;1430;-;-;-;-;16514;19233"
"""311560 CEDRO DO ABAETE"";1520;-;-;-;-;-;490;2010"
"""311570 CENTRAL DE MINAS"";2561;-;-;-;-;-;4632;7193"
"""311580 CENTRALINA"";1283;-;-;-;-;-;29150;30433"
"""311590 CHACARA"";-;-;-;-;-;-;31;31"
"""311600 CHALE"";731;-;-;-;-;-;574;1305"
"""311610 CHAPADA DO NORTE"";3842;-;-;-;-;-;4376;8218"
"""311615 CHAPADA GAUCHA"";6483;21;-;-;-;-;27992;34496"
"""311630 CIPOTANEA"";240;7;-;-;-;-;4839;5086"
"""311660 CLAUDIO"";8719;299;-;-;-;-;37282;46300"
"""311670 COIMBRA"";107;-;-;-;-;-;16628;16735"
"""311680 COLUNA"";5138;-;-;-;-;-;20291;25429"
"""311690 COMENDADOR GOMES"";934;-;-;-;-;-;-;934"
"""311710 CONCEICAO DA APARECIDA"";1141;29;-;-;-;-;6845;8015"
"""311730 CONCEICAO DAS ALAGOAS"";49479;2334;1;-;-;-;7365;59179"
"""311740 CONCEICAO DE IPANEMA"";1172;1702;-;-;-;-;1343;4217"
"""311750 CONCEICAO DO MATO DENTRO"";-;-;-;-;-;-;50;50"
"""311760 CONCEICAO DO PARA"";813;-;-;-;-;-;121;934"
"""311770 CONCEICAO DO RIO VERDE"";931;101;-;-;-;-;8633;9665"
"""311780 CONCEICAO DOS OUROS"";476;-;-;-;-;-;6658;7134"
"""311783 CONEGO MARINHO"";1322;-;-;-;-;-;346;1668"
"""311800 CONGONHAS"";11190;54153;1;-;-;-;23158;88502"
"""311820 CONQUISTA"";843;-;-;-;-;-;2151;2994"
"""311830 CONSELHEIRO LAFAIETE"";23710;1582;1;-;-;-;123225;148518"
"""311840 CONSELHEIRO PENA"";778;360;-;-;-;-;10512;11650"
"""311850 CONSOLACAO"";629;-;-;-;-;-;-;629"
"""311860 CONTAGEM"";93769;4305;200;13;-;2;531804;630093"
"""311870 COQUEIRAL"";3434;13;-;-;-;-;5016;8463"
"""311880 CORACAO DE JESUS"";5510;8563;-;-;-;-;17453;31526"
"""311890 CORDISBURGO"";504;2;-;-;-;-;2220;2726"
"""311900 CORDISLANDIA"";1406;-;-;-;-;-;624;2030"
"""311910 CORINTO"";10562;4019;-;-;-;-;27667;42248"
"""311920 COROACI"";719;103;-;-;-;-;2505;3327"
"""311930 COROMANDEL"";7967;-;-;-;-;-;34170;42137"
"""311940 CORONEL FABRICIANO"";58766;8;-;4;-;-;79316;138094"
"""311950 CORONEL MURTA"";797;-;-;-;-;-;1225;2022"
"""311960 CORONEL PACHECO"";1224;-;-;-;-;-;4604;5828"
"""311980 CORREGO DANTA"";-;-;-;-;-;-;438;438"
"""311990 CORREGO DO BOM JESUS"";506;-;-;-;-;-;-;506"
"""311995 CORREGO FUNDO"";784;-;-;-;-;-;7872;8656"
"""312000 CORREGO NOVO"";2187;-;-;-;-;-;324;2511"
"""312015 CRISOLITA"";1760;-;-;-;-;-;25;1785"
"""312020 CRISTAIS"";4474;-;-;-;-;-;14155;18629"
"""312030 CRISTALIA"";1790;-;-;-;-;-;1009;2799"
"""312050 CRISTINA"";2575;-;-;-;-;-;6532;9107"
"""312060 CRUCILANDIA"";1521;-;-;-;-;-;265;1786"
"""312070 CRUZEIRO DA FORTALEZA"";1565;-;-;-;-;-;2144;3709"
"""312080 CRUZILIA"";2724;-;-;-;-;-;12072;14796"
"""312083 CUPARAQUE"";930;-;-;-;-;-;2371;3301"
"""312087 CURRAL DE DENTRO"";57;-;-;-;-;-;5968;6025"
"""312090 CURVELO"";41759;5992;1;-;-;-;51378;99130"
"""312110 DELFIM MOREIRA"";1244;-;-;-;-;-;1308;2552"
"""312120 DELFINOPOLIS"";1501;295;-;-;-;-;17077;18873"
"""312140 DESTERRO DE ENTRE RIOS"";5360;-;-;-;-;-;4775;10135"
"""312150 DESTERRO DO MELO"";652;-;-;-;-;-;530;1182"
"""312160 DIAMANTINA"";321243;6285;-;-;4;-;34916;362448"
"""312180 DIONISIO"";160;-;-;-;-;-;14931;15091"
"""312190 DIVINESIA"";941;-;-;-;-;-;1174;2115"
"""312200 DIVINO"";1931;-;-;-;-;-;57170;59101"
"""312210 DIVINO DAS LARANJEIRAS"";1214;30;3;-;-;-;4225;5472"
"""312220 DIVINOLANDIA DE MINAS"";2149;-;-;-;-;-;6807;8956"
"""312230 DIVINOPOLIS"";939725;7466;-;-;-;-;325138;1272329"
"""312235 DIVISA ALEGRE"";628;-;-;-;-;-;1806;2434"
"""312240 DIVISA NOVA"";708;-;-;-;-;-;3155;3863"
"""312245 DIVISOPOLIS"";3793;-;-;-;-;-;4897;8690"
"""312247 DOM BOSCO"";8827;28;21;62;-;-;7222;16160"
"""312270 DOM SILVERIO"";1623;41;-;-;-;-;4327;5991"
"""312290 DONA EUSEBIA"";1120;-;-;-;-;-;1102;2222"
"""312300 DORES DE CAMPOS"";4771;-;-;-;-;-;4625;9396"
"""312310 DORES DE GUANHAES"";572;-;-;-;-;-;812;1384"
"""312320 DORES DO INDAIA"";1324;5;-;-;-;-;34425;35754"
"""312340 DORESOPOLIS"";1105;-;-;-;-;-;3121;4226"
"""312350 DOURADOQUARA"";133;-;-;-;-;-;-;133"
"""312370 ENGENHEIRO CALDAS"";975;-;-;-;-;-;3948;4923"
"""312380 ENGENHEIRO NAVARRO"";110;-;-;-;-;-;2614;2724"
"""312385 ENTRE FOLHAS"";2080;-;-;-;-;-;211;2291"
"""312390 ENTRE RIOS DE MINAS"";-;-;-;-;-;-;65;65"
"""312400 ERVALIA"";7594;5;-;-;-;-;9698;17297"
"""312410 ESMERALDAS"";805;477;-;-;-;-;13340;14622"
"""312420 ESPERA FELIZ"";7454;5;-;-;-;-;53145;60604"
"""312430 ESPINOSA"";9084;10;-;-;-;-;15120;24214"
"""312460 ESTRELA DALVA"";267;-;-;-;-;-;845;1112"
"""312470 ESTRELA DO INDAIA"";351;-;-;-;-;-;8534;8885"
"""312480 ESTRELA DO SUL"";-;-;-;-;-;-;30;30"
"""312490 EUGENOPOLIS"";993;23;-;-;-;-;7204;8220"
"""312500 EWBANK DA CAMARA"";614;-;-;-;-;-;552;1166"
"""312510 EXTREMA"";3983;-;-;-;-;-;745;4728"
"""312520 FAMA"";231;1;1;-;-;1;4246;4480"
"""312530 FARIA LEMOS"";1554;-;-;-;-;-;-;1554"
"""312540 FELICIO DOS SANTOS"";3744;-;-;-;-;-;1768;5512"
"""312550 SAO GONCALO DO RIO PRETO"";3243;-;-;-;-;-;928;4171"
"""312560 FELISBURGO"";345;54;-;-;-;-;1499;1898"
"""312570 FELIXLANDIA"";6562;-;-;-;-;-;5520;12082"
"""312580 FERNANDES TOURINHO"";120;-;-;-;-;-;54;174"
"""312590 FERROS"";3240;-;-;-;-;-;6047;9287"
"""312595 FERVEDOURO"";995;282;-;-;-;-;4941;6218"
"""312600 FLORESTAL"";515;-;-;-;-;-;425;940"
"""312610 FORMIGA"";19202;14450;-;-;8;-;52493;86153"
"""312620 FORMOSO"";6235;45;-;-;-;-;4837;11117"
"""312630 FORTALEZA DE MINAS"";1722;-;-;-;-;-;1664;3386"
"""312640 FORTUNA DE MINAS"";196;-;-;-;-;-;338;534"
"""312650 FRANCISCO BADARO"";3823;-;-;-;-;-;4645;8468"
"""312660 FRANCISCO DUMONT"";-;-;-;-;-;-;15;15"
"""312670 FRANCISCO SA"";7637;12711;-;-;-;-;16701;37049"
"""312675 FRANCISCOPOLIS"";417;-;-;-;-;-;2082;2499"
"""312680 FREI GASPAR"";1210;-;-;-;-;-;2296;3506"
"""312690 FREI INOCENCIO"";366;-;-;-;-;-;1705;2071"
"""312695 FREI LAGONEGRO"";2231;30;-;-;-;-;3275;5536"
"""312700 FRONTEIRA"";2361;-;-;-;-;-;19757;22118"
"""312705 FRONTEIRA DOS VALES"";2969;-;-;-;-;-;25614;28583"
"""312710 FRUTAL"";6740;799;-;-;-;1;98176;105716"
"""312720 FUNILANDIA"";534;-;-;-;-;-;3535;4069"
"""312730 GALILEIA"";4709;-;-;-;-;-;2037;6746"
"""312733 GAMELEIRAS"";1923;6;-;-;-;-;479;2408"
"""312735 GLAUCILANDIA"";195;-;-;-;-;-;223;418"
"""312737 GOIABEIRA"";6056;-;-;1;-;-;178;6235"
"""312738 GOIANA"";1597;-;-;-;-;-;263;1860"
"""312740 GONCALVES"";1017;32;-;-;-;-;309;1358"
"""312750 GONZAGA"";1474;-;-;-;-;-;573;2047"
"""312760 GOUVEIA"";4342;6;-;-;-;-;4031;8379"
"""312770 GOVERNADOR VALADARES"";503058;136744;36;-;-;-;29241;669079"
"""312780 GRAO MOGOL"";1638;-;-;-;-;-;7936;9574"
"""312800 GUANHAES"";7025;488;-;-;-;-;16006;23519"
"""312810 GUAPE"";4726;3;-;-;-;-;23139;27868"
"""312820 GUARACIABA"";2823;-;-;-;-;-;4043;6866"
"""312830 GUARANESIA"";3608;-;-;-;-;-;25793;29401"
"""312840 GUARANI"";396;71;-;-;-;-;3211;3678"
"""312850 GUARARA"";101;-;-;-;-;-;490;591"
"""312860 GUARDA-MOR"";1665;223;-;-;-;-;7957;9845"
"""312870 GUAXUPE"";49185;12610;15;1;-;-;4491;66302"
"""312880 GUIDOVAL"";902;-;-;-;-;-;6564;7466"
"""312890 GUIMARANIA"";4764;218;-;-;-;-;12635;17617"
"""312910 GURINHATA"";2290;-;-;-;-;-;3311;5601"
"""312920 HELIODORA"";-;-;-;-;-;-;10;10"
"""312930 IAPU"";1015;1;-;-;-;-;8131;9147"
"""312940 IBERTIOGA"";636;90;-;-;-;-;5207;5933"
"""312960 IBIAI"";7200;-;-;-;-;-;81;7281"
"""312965 IBIRACATU"";1928;-;-;-;-;-;253;2181"
"""312980 IBIRITE"";10240;953;-;-;-;-;96931;108124"
"""313000 IBITURUNA"";-;-;-;-;-;-;3260;3260"
"""313005 ICARAI DE MINAS"";518;1;-;-;-;-;7555;8074"
"""313020 IGARATINGA"";191;-;-;-;-;-;11005;11196"
"""313030 IGUATAMA"";1969;-;-;-;-;-;8650;10619"
"""313080 INGAI"";-;-;-;-;-;-;232;232"
"""313090 INHAPIM"";-;-;-;-;-;-;52;52"
"""313100 INHAUMA"";447;373;1;-;-;-;2042;2863"
"""313115 IPABA"";307;-;-;-;-;-;17380;17687"
"""313120 IPANEMA"";6955;12817;-;-;-;-;15041;34813"
"""313130 IPATINGA"";-;-;-;-;-;-;1071;1071"
"""313140 IPIACU"";529;-;-;-;-;-;2026;2555"
"""313150 IPUIUNA"";3928;1371;-;-;-;-;1946;7245"
"""313160 IRAI DE MINAS"";-;-;-;-;-;-;10;10"
"""313170 ITABIRA"";402212;39974;9;1;9;-;11652;453857"
"""313180 ITABIRINHA"";8395;-;-;-;-;-;6;8401"
"""313190 ITABIRITO"";34977;20932;-;-;-;-;1020;56929"
"""313200 ITACAMBIRA"";47;-;-;-;-;-;664;711"
"""313210 ITACARAMBI"";5711;32;48;17;-;-;13545;19353"
"""313220 ITAGUARA"";2975;2772;-;-;-;-;11310;17057"
"""313230 ITAIPE"";1024;-;-;-;-;-;1126;2150"
"""313240 ITAJUBA"";21160;6499;7;-;-;-;49625;77291"
"""313250 ITAMARANDIBA"";35872;7737;308;379;-;-;37991;82287"
"""313260 ITAMARATI DE MINAS"";1290;-;-;-;-;-;1722;3012"
