"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""312780 GRAO MOGOL"";-;70987,20;-;789436,10;-;860423,30"
"""312790 GRUPIARA"";-;-;-;77466,33;-;77466,33"
"""312800 GUANHAES"";-;-;-;2930117,98;-;2930117,98"
"""312810 GUAPE"";-;-;-;292943,11;-;292943,11"
"""312820 GUARACIABA"";-;-;-;185663,03;-;185663,03"
"""312825 GUARACIAMA"";-;-;-;64525,58;-;64525,58"
"""312830 GUARANESIA"";-;-;-;449936,33;-;449936,33"
"""312840 GUARANI"";-;-;-;383096,98;-;383096,98"
"""312850 GUARARA"";-;-;-;53319,56;-;53319,56"
"""312860 GUARDA-MOR"";-;-;-;492314,26;-;492314,26"
"""312870 GUAXUPE"";-;4940071,69;-;4073111,83;-;9013183,52"
"""312880 GUIDOVAL"";-;-;-;155803,62;-;155803,62"
"""312890 GUIMARANIA"";-;-;-;108928,94;-;108928,94"
"""312900 GUIRICEMA"";-;-;-;143001,51;-;143001,51"
"""312910 GURINHATA"";-;-;-;228340,00;-;228340,00"
"""312920 HELIODORA"";-;-;-;25094,42;-;25094,42"
"""312930 IAPU"";-;-;-;328149,78;-;328149,78"
"""312940 IBERTIOGA"";-;455,00;-;103703,01;-;104158,01"
"""312950 IBIA"";-;-;-;1769939,97;-;1769939,97"
"""312960 IBIAI"";-;-;-;131748,50;-;131748,50"
"""312965 IBIRACATU"";-;-;-;67468,87;-;67468,87"
"""312970 IBIRACI"";-;110,00;-;330989,41;-;331099,41"
"""312980 IBIRITE"";-;-;-;6370408,07;-;6370408,07"
"""313000 IBITURUNA"";-;-;-;36713,00;-;36713,00"
"""313005 ICARAI DE MINAS"";-;-;-;55853,70;-;55853,70"
"""313010 IGARAPE"";-;165128,22;-;5097697,55;-;5262825,77"
"""313020 IGARATINGA"";-;-;-;168062,66;-;168062,66"
"""313030 IGUATAMA"";-;-;-;237549,80;-;237549,80"
"""313040 IJACI"";-;-;-;6986,32;-;6986,32"
"""313050 ILICINEA"";-;-;-;135066,12;-;135066,12"
"""313055 IMBE DE MINAS"";-;-;-;81302,75;-;81302,75"
"""313060 INCONFIDENTES"";-;-;-;12247,70;-;12247,70"
"""313065 INDAIABIRA"";-;-;-;159008,19;-;159008,19"
"""313070 INDIANOPOLIS"";-;-;-;156874,39;-;156874,39"
"""313080 INGAI"";-;-;-;14741,42;-;14741,42"
"""313090 INHAPIM"";-;-;-;1261280,24;-;1261280,24"
"""313100 INHAUMA"";-;-;-;91620,11;-;91620,11"
"""313110 INIMUTABA"";-;-;-;192438,89;-;192438,89"
"""313115 IPABA"";-;-;-;870207,02;-;870207,02"
"""313120 IPANEMA"";-;43209,60;-;921719,76;-;964929,36"
"""313130 IPATINGA"";-;17574741,24;-;44528172,37;-;62102913,61"
"""313140 IPIACU"";-;-;-;70041,27;-;70041,27"
"""313150 IPUIUNA"";-;67276,34;-;578182,81;-;645459,15"
"""313160 IRAI DE MINAS"";-;-;-;337226,84;-;337226,84"
"""313170 ITABIRA"";625165,62;8811910,20;-;16986349,00;-;26423424,82"
"""313180 ITABIRINHA"";-;-;-;532139,12;-;532139,12"
"""313190 ITABIRITO"";-;59907,39;-;5227078,03;-;5286985,42"
"""313200 ITACAMBIRA"";-;-;-;125212,09;-;125212,09"
"""313210 ITACARAMBI"";-;-;-;1581189,85;-;1581189,85"
"""313220 ITAGUARA"";-;13888,80;-;248407,36;-;262296,16"
"""313230 ITAIPE"";-;-;-;128459,92;-;128459,92"
"""313240 ITAJUBA"";-;8733437,53;-;6913682,43;-;15647119,96"
"""313250 ITAMARANDIBA"";-;-;-;1775207,96;-;1775207,96"
"""313260 ITAMARATI DE MINAS"";-;-;-;12128,35;-;12128,35"
"""313270 ITAMBACURI"";-;-;-;1198545,38;-;1198545,38"
"""313280 ITAMBE DO MATO DENTRO"";-;-;-;92664,13;-;92664,13"
"""313290 ITAMOGI"";-;220,00;-;567495,76;-;567715,76"
"""313300 ITAMONTE"";-;-;-;740564,79;-;740564,79"
"""313310 ITANHANDU"";-;3606921,20;-;8177823,07;-;11784744,27"
"""313320 ITANHOMI"";-;-;-;181117,98;-;181117,98"
"""313330 ITAOBIM"";-;6342534,96;-;1824114,83;-;8166649,79"
"""313340 ITAPAGIPE"";-;-;-;810957,09;-;810957,09"
"""313350 ITAPECERICA"";-;-;-;599153,55;-;599153,55"
"""313360 ITAPEVA"";-;-;-;283806,06;-;283806,06"
"""313370 ITATIAIUCU"";-;-;-;89578,84;-;89578,84"
"""313375 ITAU DE MINAS"";-;-;-;556548,29;-;556548,29"
"""313380 ITAUNA"";-;3679092,89;-;6815999,10;-;10495091,99"
"""313390 ITAVERAVA"";-;-;-;27988,40;-;27988,40"
"""313400 ITINGA"";-;-;-;484824,55;-;484824,55"
"""313410 ITUETA"";-;-;-;164860,60;-;164860,60"
"""313420 ITUIUTABA"";598302,15;6469873,40;-;7643876,12;-;14712051,67"
"""313430 ITUMIRIM"";-;-;-;11494,52;-;11494,52"
"""313440 ITURAMA"";-;6956,22;-;2875224,51;-;2882180,73"
"""313450 ITUTINGA"";-;-;-;104305,53;-;104305,53"
"""313460 JABOTICATUBAS"";-;-;-;841885,59;-;841885,59"
"""313470 JACINTO"";-;65022,96;-;920974,78;-;985997,74"
"""313480 JACUI"";-;-;-;143643,71;-;143643,71"
"""313490 JACUTINGA"";-;-;-;1318678,36;-;1318678,36"
"""313500 JAGUARACU"";-;-;-;90355,05;-;90355,05"
"""313505 JAIBA"";-;-;-;935261,99;-;935261,99"
"""313507 JAMPRUCA"";-;-;-;6753,60;-;6753,60"
"""313510 JANAUBA"";-;9786166,42;-;10451290,54;-;20237456,96"
"""313520 JANUARIA"";580007,58;139889,80;-;5013402,71;-;5733300,09"
"""313530 JAPARAIBA"";-;-;-;86436,24;-;86436,24"
"""313535 JAPONVAR"";-;-;-;220146,00;-;220146,00"
"""313540 JECEABA"";-;-;-;234349,76;-;234349,76"
"""313545 JENIPAPO DE MINAS"";-;-;-;272671,56;-;272671,56"
"""313550 JEQUERI"";-;-;-;162856,09;-;162856,09"
"""313560 JEQUITAI"";-;-;-;132411,06;-;132411,06"
"""313570 JEQUITIBA"";-;-;-;124541,90;-;124541,90"
"""313580 JEQUITINHONHA"";-;-;-;1584319,67;-;1584319,67"
"""313590 JESUANIA"";-;-;-;115343,58;-;115343,58"
"""313600 JOAIMA"";-;-;-;441783,48;-;441783,48"
"""313610 JOANESIA"";-;-;-;10887,40;-;10887,40"
"""313620 JOAO MONLEVADE"";-;6911140,82;-;7439235,75;-;14350376,57"
"""313630 JOAO PINHEIRO"";-;-;-;3541041,07;-;3541041,07"
"""313640 JOAQUIM FELICIO"";-;-;-;97117,75;-;97117,75"
"""313650 JORDANIA"";-;-;-;176714,67;171,32;176885,99"
"""313652 JOSE GONCALVES DE MINAS"";-;-;-;272093,19;-;272093,19"
"""313655 JOSE RAYDAN"";-;-;-;21374,10;-;21374,10"
"""313657 JOSENOPOLIS"";-;-;-;144389,33;-;144389,33"
"""313660 NOVA UNIAO"";-;-;-;61141,46;-;61141,46"
"""313665 JUATUBA"";-;-;-;322410,24;-;322410,24"
"""313670 JUIZ DE FORA"";2312410,49;31874889,67;-;81777234,87;-;115964535,03"
"""313680 JURAMENTO"";-;-;-;80045,78;-;80045,78"
"""313690 JURUAIA"";-;157226,92;-;425702,64;-;582929,56"
"""313695 JUVENILIA"";-;-;-;30961,00;-;30961,00"
"""313700 LADAINHA"";-;-;-;274270,07;-;274270,07"
"""313710 LAGAMAR"";-;-;-;128562,17;-;128562,17"
"""313720 LAGOA DA PRATA"";-;-;-;2900384,62;-;2900384,62"
"""313730 LAGOA DOS PATOS"";-;-;-;32770,47;-;32770,47"
"""313740 LAGOA DOURADA"";-;-;-;179134,06;-;179134,06"
"""313750 LAGOA FORMOSA"";-;-;-;3326743,63;-;3326743,63"
"""313753 LAGOA GRANDE"";-;-;-;220565,21;-;220565,21"
"""313760 LAGOA SANTA"";-;-;-;3133311,37;-;3133311,37"
"""313770 LAJINHA"";-;-;-;350685,17;-;350685,17"
"""313780 LAMBARI"";-;-;-;809013,29;-;809013,29"
"""313790 LAMIM"";-;-;-;8379,25;-;8379,25"
"""313800 LARANJAL"";-;-;-;245790,60;-;245790,60"
"""313810 LASSANCE"";-;-;-;216502,62;-;216502,62"
"""313820 LAVRAS"";-;7330648,20;-;7162445,89;-;14493094,09"
"""313830 LEANDRO FERREIRA"";-;-;-;6107,49;-;6107,49"
"""313835 LEME DO PRADO"";-;-;-;90624,10;-;90624,10"
"""313840 LEOPOLDINA"";265939,70;5364657,74;-;1999284,26;-;7629881,70"
"""313850 LIBERDADE"";-;-;-;77870,46;-;77870,46"
"""313860 LIMA DUARTE"";-;-;-;44979,17;-;44979,17"
"""313862 LIMEIRA DO OESTE"";-;-;-;237750,94;-;237750,94"
"""313865 LONTRA"";-;-;-;146912,72;-;146912,72"
"""313867 LUISBURGO"";-;-;-;90353,70;-;90353,70"
"""313868 LUISLANDIA"";-;-;-;127746,06;-;127746,06"
"""313870 LUMINARIAS"";-;-;-;100623,04;-;100623,04"
"""313880 LUZ"";-;-;-;552742,80;-;552742,80"
"""313890 MACHACALIS"";-;-;-;292264,45;-;292264,45"
"""313900 MACHADO"";-;7137,94;-;2459799,85;-;2466937,79"
"""313910 MADRE DE DEUS DE MINAS"";-;-;-;116736,76;-;116736,76"
"""313920 MALACACHETA"";-;1503,90;-;574286,39;-;575790,29"
"""313925 MAMONAS"";-;-;-;211290,84;-;211290,84"
"""313930 MANGA"";-;519286,80;-;997524,82;-;1516811,62"
"""313940 MANHUACU"";-;8570213,64;-;10484502,92;-;19054716,56"
"""313950 MANHUMIRIM"";577303,64;-;-;1923791,34;-;2501094,98"
"""313960 MANTENA"";-;1122333,70;-;2857665,46;-;3979999,16"
"""313970 MARAVILHAS"";-;-;-;180536,39;-;180536,39"
"""313980 MAR DE ESPANHA"";-;-;-;140990,22;-;140990,22"
"""313990 MARIA DA FE"";-;-;-;296795,93;-;296795,93"
"""314000 MARIANA"";-;6910640,04;-;3787765,17;-;10698405,21"
"""314010 MARILAC"";-;-;-;72480,80;-;72480,80"
"""314015 MARIO CAMPOS"";-;-;-;383010,58;-;383010,58"
"""314020 MARIPA DE MINAS"";-;-;-;15404,25;-;15404,25"
"""314030 MARLIERIA"";-;-;-;53581,14;-;53581,14"
"""314040 MARMELOPOLIS"";-;-;-;13097,70;-;13097,70"
"""314050 MARTINHO CAMPOS"";-;-;-;416889,47;-;416889,47"
"""314053 MARTINS SOARES"";-;-;-;12108,80;-;12108,80"
"""314055 MATA VERDE"";-;-;-;331558,73;-;331558,73"
"""314060 MATERLANDIA"";-;-;-;85712,45;-;85712,45"
"""314070 MATEUS LEME"";-;515765,56;-;2335479,28;-;2851244,84"
"""314080 MATIAS BARBOSA"";-;-;-;204195,48;-;204195,48"
"""314085 MATIAS CARDOSO"";-;-;-;281752,18;-;281752,18"
"""314090 MATIPO"";-;233794,80;-;849900,64;-;1083695,44"
"""314100 MATO VERDE"";-;-;-;332797,44;-;332797,44"
"""314110 MATOZINHOS"";-;-;-;941187,18;-;941187,18"
"""314120 MATUTINA"";-;-;-;90483,56;-;90483,56"
"""314130 MEDEIROS"";-;-;-;61723,49;-;61723,49"
"""314140 MEDINA"";-;126542,40;-;888654,19;-;1015196,59"
"""314150 MENDES PIMENTEL"";-;-;-;215291,16;-;215291,16"
"""314160 MERCES"";-;-;-;440775,56;-;440775,56"
"""314170 MESQUITA"";-;-;-;123979,25;-;123979,25"
"""314180 MINAS NOVAS"";-;2295688,28;-;1604556,65;-;3900244,93"
"""314190 MINDURI"";-;-;-;87828,73;-;87828,73"
"""314200 MIRABELA"";-;-;-;479073,44;-;479073,44"
"""314210 MIRADOURO"";-;-;-;274964,20;-;274964,20"
"""314220 MIRAI"";-;29320,80;-;729042,27;-;758363,07"
"""314225 MIRAVANIA"";-;-;-;96589,23;-;96589,23"
"""314230 MOEDA"";-;-;-;91009,77;-;91009,77"
"""314240 MOEMA"";-;-;-;226543,26;-;226543,26"
"""314250 MONJOLOS"";-;-;-;80268,16;-;80268,16"
"""314260 MONSENHOR PAULO"";-;1042798,72;-;441394,77;-;1484193,49"
"""314270 MONTALVANIA"";-;-;-;570928,05;-;570928,05"
"""314280 MONTE ALEGRE DE MINAS"";-;118054,80;-;915901,02;-;1033955,82"
"""314290 MONTE AZUL"";-;-;-;1043435,15;-;1043435,15"
"""314300 MONTE BELO"";-;-;-;298280,22;-;298280,22"
"""314310 MONTE CARMELO"";-;313269,60;-;3813473,73;-;4126743,33"
"""314315 MONTE FORMOSO"";-;-;-;133057,32;-;133057,32"
"""314320 MONTE SANTO DE MINAS"";-;-;-;1651692,97;-;1651692,97"
"""314330 MONTES CLAROS"";3575394,52;20134556,85;-;82993900,51;-;106703851,88"
"""314340 MONTE SIAO"";-;-;-;160155,85;-;160155,85"
"""314345 MONTEZUMA"";-;-;-;210844,89;-;210844,89"
"""314350 MORADA NOVA DE MINAS"";-;-;-;542405,31;-;542405,31"
"""314360 MORRO DA GARCA"";-;-;-;30681,61;-;30681,61"
"""314370 MORRO DO PILAR"";-;-;-;44317,94;-;44317,94"
"""314380 MUNHOZ"";-;-;-;22050,47;-;22050,47"
"""314390 MURIAE"";-;8374909,11;-;44991893,58;-;53366802,69"
"""314400 MUTUM"";-;-;-;938642,61;-;938642,61"
"""314410 MUZAMBINHO"";-;-;-;590523,94;-;590523,94"
"""314420 NACIP RAYDAN"";-;-;-;35788,86;-;35788,86"
"""314430 NANUQUE"";-;148147,20;-;937495,44;-;1085642,64"
"""314435 NAQUE"";-;-;-;64674,60;-;64674,60"
"""314437 NATALANDIA"";-;-;-;207100,36;-;207100,36"
"""314440 NATERCIA"";-;-;-;135551,97;-;135551,97"
"""314450 NAZARENO"";-;-;-;134914,07;-;134914,07"
"""314460 NEPOMUCENO"";-;-;-;933676,53;-;933676,53"
"""314465 NINHEIRA"";-;-;-;260771,58;-;260771,58"
"""314467 NOVA BELEM"";-;-;-;42016,03;-;42016,03"
"""314470 NOVA ERA"";-;-;-;925974,71;-;925974,71"
"""314480 NOVA LIMA"";-;4755451,28;-;6238328,52;-;10993779,80"
"""314490 NOVA MODICA"";-;-;-;40287,75;-;40287,75"
"""314500 NOVA PONTE"";-;-;-;202462,19;-;202462,19"
"""314505 NOVA PORTEIRINHA"";-;-;-;134107,11;-;134107,11"
"""314510 NOVA RESENDE"";-;-;-;447689,85;-;447689,85"
"""314520 NOVA SERRANA"";-;207943,56;-;5706316,25;-;5914259,81"
"""314530 NOVO CRUZEIRO"";-;-;-;541561,68;-;541561,68"
"""314535 NOVO ORIENTE DE MINAS"";-;-;-;164677,98;-;164677,98"
"""314537 NOVORIZONTE"";-;-;-;56328,83;-;56328,83"
"""314540 OLARIA"";-;-;-;40633,37;-;40633,37"
"""314545 OLHOS-D'AGUA"";-;-;-;92175,76;-;92175,76"
"""314550 OLIMPIO NORONHA"";-;-;-;127964,85;-;127964,85"
"""314560 OLIVEIRA"";-;1445331,05;-;2815050,53;-;4260381,58"
"""314570 OLIVEIRA FORTES"";-;-;-;22988,15;-;22988,15"
"""314580 ONCA DE PITANGUI"";-;-;-;42931,95;-;42931,95"
"""314585 ORATORIOS"";-;-;-;49795,02;-;49795,02"
"""314587 ORIZANIA"";-;-;-;95268,71;-;95268,71"
"""314590 OURO BRANCO"";-;-;-;2933112,78;-;2933112,78"
"""314600 OURO FINO"";-;-;-;502206,92;-;502206,92"
"""314610 OURO PRETO"";-;39402,18;-;4681191,75;-;4720593,93"
"""314620 OURO VERDE DE MINAS"";-;-;-;231495,98;-;231495,98"
"""314625 PADRE CARVALHO"";-;-;-;86053,10;-;86053,10"
"""314630 PADRE PARAISO"";-;-;-;374584,91;-;374584,91"
"""314640 PAINEIRAS"";-;-;-;93510,80;-;93510,80"
"""314650 PAINS"";-;-;-;60487,52;-;60487,52"
"""314655 PAI PEDRO"";-;-;-;213533,43;-;213533,43"
"""314660 PAIVA"";-;-;-;27121,75;-;27121,75"
"""314670 PALMA"";-;-;-;146703,75;-;146703,75"
"""314675 PALMOPOLIS"";-;-;-;175428,61;-;175428,61"
"""314690 PAPAGAIOS"";-;-;-;246132,38;-;246132,38"
"""314700 PARACATU"";-;1636900,07;-;3534135,08;-;5171035,15"
"""314710 PARA DE MINAS"";-;4672395,01;-;6894780,06;-;11567175,07"
"""314720 PARAGUACU"";-;-;-;982521,22;-;982521,22"
"""314730 PARAISOPOLIS"";-;-;-;1449172,87;-;1449172,87"
"""314740 PARAOPEBA"";-;-;-;607580,18;-;607580,18"
"""314750 PASSABEM"";-;-;-;43712,22;-;43712,22"
"""314760 PASSA QUATRO"";-;-;-;725113,84;-;725113,84"
"""314770 PASSA TEMPO"";-;-;-;158104,91;-;158104,91"
"""314780 PASSA VINTE"";-;-;-;2900,70;-;2900,70"
"""314790 PASSOS"";825691,03;13125970,50;-;27830171,88;-;41781833,41"
"""314795 PATIS"";-;-;-;33150,00;-;33150,00"
"""314800 PATOS DE MINAS"";1028273,69;7185734,52;-;22442934,65;-;30656942,86"
"""314810 PATROCINIO"";-;5673499,29;-;12540901,96;-;18214401,25"
"""314820 PATROCINIO DO MURIAE"";-;-;-;35855,37;-;35855,37"
"""314830 PAULA CANDIDO"";-;-;-;244193,58;-;244193,58"
"""314840 PAULISTAS"";-;-;-;134811,60;-;134811,60"
"""314850 PAVAO"";-;-;-;117222,56;-;117222,56"
"""314860 PECANHA"";-;-;-;667167,62;-;667167,62"
"""314870 PEDRA AZUL"";145977,59;21054,60;-;1156818,10;-;1323850,29"
"""314875 PEDRA BONITA"";-;-;-;70884,63;-;70884,63"
"""314880 PEDRA DO ANTA"";-;-;-;49192,19;56,00;49248,19"
"""314890 PEDRA DO INDAIA"";-;-;-;145737,99;-;145737,99"
"""314900 PEDRA DOURADA"";-;-;-;61721,13;-;61721,13"
"""314910 PEDRALVA"";-;-;-;166649,13;-;166649,13"
"""314915 PEDRAS DE MARIA DA CRUZ"";-;-;-;96163,26;-;96163,26"
"""314920 PEDRINOPOLIS"";-;-;-;192825,67;-;192825,67"
"""314930 PEDRO LEOPOLDO"";-;-;-;3788371,66;-;3788371,66"
"""314940 PEDRO TEIXEIRA"";-;-;-;17581,86;-;17581,86"
"""314950 PEQUERI"";-;-;-;26202,93;-;26202,93"
"""314960 PEQUI"";-;-;-;80760,18;-;80760,18"
"""314970 PERDIGAO"";-;-;-;168452,30;-;168452,30"
"""314980 PERDIZES"";-;-;-;738030,95;-;738030,95"
"""314990 PERDOES"";-;-;-;561769,34;-;561769,34"
"""314995 PERIQUITO"";-;-;-;46758,75;-;46758,75"
"""315000 PESCADOR"";-;-;-;191380,20;-;191380,20"
"""315010 PIAU"";-;-;-;62270,58;-;62270,58"
"""315015 PIEDADE DE CARATINGA"";-;-;-;218813,05;-;218813,05"
"""315020 PIEDADE DE PONTE NOVA"";-;-;-;20713,40;-;20713,40"
"""315030 PIEDADE DO RIO GRANDE"";-;-;-;191532,37;-;191532,37"
"""315040 PIEDADE DOS GERAIS"";-;-;-;559255,88;-;559255,88"
"""315050 PIMENTA"";-;-;-;522740,76;-;522740,76"
"""315053 PINGO-D'AGUA"";-;-;-;85040,40;-;85040,40"
"""315057 PINTOPOLIS"";-;-;-;75267,00;-;75267,00"
"""315060 PIRACEMA"";-;-;-;161776,06;-;161776,06"
"""315070 PIRAJUBA"";-;-;-;77124,39;-;77124,39"
"""315080 PIRANGA"";-;261,83;-;860429,49;-;860691,32"
"""315090 PIRANGUCU"";-;-;-;3526,44;-;3526,44"
"""315100 PIRANGUINHO"";-;-;-;16448,35;-;16448,35"
"""315110 PIRAPETINGA"";-;-;-;229035,69;-;229035,69"
"""315120 PIRAPORA"";86926,17;2934965,07;-;6751610,80;-;9773502,04"
"""315130 PIRAUBA"";-;-;-;185613,24;-;185613,24"
"""315140 PITANGUI"";-;919747,20;-;702613,24;-;1622360,44"
"""315150 PIUMHI"";-;-;-;2829131,93;-;2829131,93"
"""315160 PLANURA"";-;-;-;583045,55;-;583045,55"
"""315170 POCO FUNDO"";-;16203,60;-;1497125,01;-;1513328,61"
"""315180 POCOS DE CALDAS"";-;4790750,41;-;28738209,34;-;33528959,75"
"""315190 POCRANE"";-;-;-;78982,88;-;78982,88"
"""315200 POMPEU"";-;-;-;1034689,90;-;1034689,90"
"""315210 PONTE NOVA"";361154,41;6394346,60;-;16695876,61;-;23451377,62"
"""315213 PONTO CHIQUE"";-;-;-;112323,57;-;112323,57"
"""315217 PONTO DOS VOLANTES"";-;1315,00;-;538575,71;-;539890,71"
"""315220 PORTEIRINHA"";-;56326,80;-;1448946,25;-;1505273,05"
"""315230 PORTO FIRME"";-;-;-;71567,00;-;71567,00"
"""315240 POTE"";-;-;-;390870,74;-;390870,74"
"""315250 POUSO ALEGRE"";2323941,96;9795851,41;-;27359443,19;-;39479236,56"
"""315260 POUSO ALTO"";-;-;-;3163197,60;-;3163197,60"
"""315270 PRADOS"";-;-;-;234158,64;-;234158,64"
"""315280 PRATA"";-;-;-;397426,60;-;397426,60"
"""315290 PRATAPOLIS"";-;-;-;133560,06;-;133560,06"
"""315300 PRATINHA"";-;-;-;185846,76;-;185846,76"
"""315310 PRESIDENTE BERNARDES"";-;-;-;49006,84;-;49006,84"
"""315320 PRESIDENTE JUSCELINO"";-;-;-;110184,53;-;110184,53"
"""315330 PRESIDENTE KUBITSCHEK"";-;-;-;27738,17;-;27738,17"
"""315340 PRESIDENTE OLEGARIO"";-;-;-;446624,16;-;446624,16"
"""315350 ALTO JEQUITIBA"";-;-;-;120454,68;-;120454,68"
"""315360 PRUDENTE DE MORAIS"";-;-;-;108833,46;-;108833,46"
"""315370 QUARTEL GERAL"";-;-;-;12981,90;-;12981,90"
"""315380 QUELUZITO"";-;-;-;12352,35;-;12352,35"
"""315390 RAPOSOS"";-;-;-;354872,63;-;354872,63"
"""315400 RAUL SOARES"";-;-;-;624472,98;-;624472,98"
"""315410 RECREIO"";-;712186,80;-;170226,84;-;882413,64"
"""315415 REDUTO"";-;-;-;55736,27;-;55736,27"
"""315420 RESENDE COSTA"";-;-;-;342366,99;-;342366,99"
"""315430 RESPLENDOR"";-;44752,80;-;1144878,62;-;1189631,42"
"""315440 RESSAQUINHA"";-;-;-;50541,99;-;50541,99"
"""315445 RIACHINHO"";-;-;-;339531,68;-;339531,68"
"""315450 RIACHO DOS MACHADOS"";-;-;-;183974,71;-;183974,71"
"""315460 RIBEIRAO DAS NEVES"";-;620,00;-;13785476,13;-;13786096,13"
"""315470 RIBEIRAO VERMELHO"";-;-;-;62871,58;-;62871,58"
"""315480 RIO ACIMA"";-;-;-;131550,56;-;131550,56"
"""315490 RIO CASCA"";-;-;-;221554,08;-;221554,08"
"""315500 RIO DOCE"";-;-;-;28331,61;-;28331,61"
"""315510 RIO DO PRADO"";-;-;-;166311,57;-;166311,57"
"""315520 RIO ESPERA"";-;-;-;96322,84;-;96322,84"
"""315530 RIO MANSO"";-;-;-;57027,75;-;57027,75"
"""315540 RIO NOVO"";-;-;-;110748,99;-;110748,99"
"""315550 RIO PARANAIBA"";-;-;-;418838,77;-;418838,77"
"""315560 RIO PARDO DE MINAS"";-;-;-;990253,50;-;990253,50"
"""315570 RIO PIRACICABA"";-;-;-;590534,04;-;590534,04"
"""315580 RIO POMBA"";-;-;-;1117268,58;-;1117268,58"
"""315590 RIO PRETO"";-;-;-;88745,56;-;88745,56"
"""315600 RIO VERMELHO"";-;-;-;151587,68;-;151587,68"
"""315610 RITAPOLIS"";-;-;-;398903,24;-;398903,24"
"""315620 ROCHEDO DE MINAS"";-;-;-;4232,09;-;4232,09"
"""315630 RODEIRO"";-;-;-;70592,55;-;70592,55"
"""315640 ROMARIA"";-;-;-;47185,06;-;47185,06"
"""315645 ROSARIO DA LIMEIRA"";-;-;-;85350,67;-;85350,67"
"""315650 RUBELITA"";-;-;-;162332,75;-;162332,75"
"""315660 RUBIM"";-;-;-;432632,94;-;432632,94"
"""315670 SABARA"";-;195460,99;-;6979369,41;-;7174830,40"
"""315680 SABINOPOLIS"";-;1944453,69;-;1304413,73;-;3248867,42"
"""315690 SACRAMENTO"";-;64380,68;-;3986951,66;-;4051332,34"
"""315700 SALINAS"";-;4899885,94;-;2692398,11;-;7592284,05"
"""315710 SALTO DA DIVISA"";-;-;-;444828,41;-;444828,41"
"""315720 SANTA BARBARA"";-;-;-;2033710,47;-;2033710,47"
"""315727 SANTA BARBARA DO MONTE VERDE"";-;-;-;39709,59;-;39709,59"
"""315730 SANTA BARBARA DO TUGURIO"";-;-;-;44720,44;-;44720,44"
"""315733 SANTA CRUZ DE MINAS"";-;-;-;158229,24;-;158229,24"
"""315737 SANTA CRUZ DE SALINAS"";-;-;-;75815,70;-;75815,70"
"""315740 SANTA CRUZ DO ESCALVADO"";-;-;-;10807,50;-;10807,50"
"""315750 SANTA EFIGENIA DE MINAS"";-;-;-;990,00;-;990,00"
"""315760 SANTA FE DE MINAS"";-;-;-;123933,08;-;123933,08"
"""315765 SANTA HELENA DE MINAS"";-;-;-;97244,25;-;97244,25"
"""315770 SANTA JULIANA"";-;-;-;492244,66;-;492244,66"
"""315780 SANTA LUZIA"";-;233689,20;-;17465523,61;-;17699212,81"
"""315790 SANTA MARGARIDA"";-;-;-;334940,44;-;334940,44"
"""315800 SANTA MARIA DE ITABIRA"";-;-;-;457756,54;-;457756,54"
"""315810 SANTA MARIA DO SALTO"";-;-;-;158155,00;-;158155,00"
"""315820 SANTA MARIA DO SUACUI"";-;-;-;676242,81;-;676242,81"
"""315830 SANTANA DA VARGEM"";-;71257,10;-;291577,95;-;362835,05"
"""315840 SANTANA DE CATAGUASES"";-;-;-;51493,04;-;51493,04"
"""315850 SANTANA DE PIRAPAMA"";-;-;-;137183,50;-;137183,50"
"""315860 SANTANA DO DESERTO"";-;-;-;20492,15;-;20492,15"
"""315870 SANTANA DO GARAMBEU"";-;-;-;82234,40;-;82234,40"
"""315890 SANTANA DO MANHUACU"";-;-;-;95179,23;-;95179,23"
"""315895 SANTANA DO PARAISO"";-;-;-;1066526,96;-;1066526,96"
"""315900 SANTANA DO RIACHO"";-;-;-;24575,38;-;24575,38"
"""315910 SANTANA DOS MONTES"";-;-;-;15436,80;-;15436,80"
"""315920 SANTA RITA DE CALDAS"";-;-;-;50325,40;-;50325,40"
"""315930 SANTA RITA DE JACUTINGA"";-;-;-;72756,38;-;72756,38"
"""315935 SANTA RITA DE MINAS"";-;-;-;61732,15;-;61732,15"
"""315940 SANTA RITA DE IBITIPOCA"";-;-;-;84456,07;-;84456,07"
"""315950 SANTA RITA DO ITUETO"";-;-;-;70820,47;-;70820,47"
"""315960 SANTA RITA DO SAPUCAI"";-;-;-;2667461,70;-;2667461,70"
"""315970 SANTA ROSA DA SERRA"";-;-;-;33360,31;-;33360,31"
"""315980 SANTA VITORIA"";-;-;-;638784,67;-;638784,67"
"""315990 SANTO ANTONIO DO AMPARO"";-;-;-;1772907,02;-;1772907,02"
"""316000 SANTO ANTONIO DO AVENTUREIRO"";-;-;-;56725,23;-;56725,23"
"""316010 SANTO ANTONIO DO GRAMA"";-;-;-;49096,93;-;49096,93"
"""316020 SANTO ANTONIO DO ITAMBE"";-;-;-;46813,57;-;46813,57"
"""316030 SANTO ANTONIO DO JACINTO"";-;-;-;220588,85;-;220588,85"
"""316040 SANTO ANTONIO DO MONTE"";-;-;-;4213587,75;-;4213587,75"
"""316045 SANTO ANTONIO DO RETIRO"";-;-;-;155033,96;-;155033,96"
