"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""110150 SERINGUEIRAS"";-;-;-;682389,64;-;682389,64"
"""110155 TEIXEIROPOLIS"";-;-;-;66125,97;-;66125,97"
"""110160 THEOBROMA"";-;-;-;307923,77;-;307923,77"
"""110170 URUPA"";-;-;-;560913,74;-;560913,74"
"""110175 VALE DO ANARI"";-;-;-;588074,22;-;588074,22"
"""110180 VALE DO PARAISO"";-;-;-;146685,94;-;146685,94"
"""120001 ACRELANDIA"";-;-;-;37181,51;-;37181,51"
"""120005 ASSIS BRASIL"";-;-;-;591134,89;-;591134,89"
"""120010 BRASILEIA"";-;-;-;2365219,56;-;2365219,56"
"""120017 CAPIXABA"";-;-;-;33488,43;-;33488,43"
"""120020 CRUZEIRO DO SUL"";46806,92;2204574,93;-;7386922,29;-;9638304,14"
"""120025 EPITACIOLANDIA"";-;-;-;328,95;-;328,95"
"""120030 FEIJO"";-;-;-;875197,39;-;875197,39"
"""120032 JORDAO"";-;-;-;27897,91;-;27897,91"
"""120033 MANCIO LIMA"";-;-;-;908843,32;-;908843,32"
"""120034 MANOEL URBANO"";-;-;-;442451,86;-;442451,86"
"""120035 MARECHAL THAUMATURGO"";-;-;-;275112,73;-;275112,73"
"""120038 PLACIDO DE CASTRO"";-;-;-;663154,66;-;663154,66"
"""120039 PORTO WALTER"";-;-;-;102216,51;-;102216,51"
"""120040 RIO BRANCO"";763927,31;16437877,13;-;75614291,34;-;92816095,78"
"""120042 RODRIGUES ALVES"";-;-;-;275392,77;-;275392,77"
"""120043 SANTA ROSA DO PURUS"";-;-;-;57974,27;-;57974,27"
"""120045 SENADOR GUIOMARD"";-;-;-;1536292,07;-;1536292,07"
"""120050 SENA MADUREIRA"";-;-;-;1807814,15;-;1807814,15"
"""120060 TARAUACA"";-;-;-;607813,70;-;607813,70"
"""120070 XAPURI"";-;-;-;675240,47;-;675240,47"
"""130002 ALVARAES"";-;-;-;333537,09;-;333537,09"
"""130006 AMATURA"";-;-;-;595164,57;-;595164,57"
"""130008 ANAMA"";-;-;-;193976,67;-;193976,67"
"""130010 ANORI"";-;-;-;467834,47;-;467834,47"
"""130014 APUI"";-;-;-;575668,21;-;575668,21"
"""130020 ATALAIA DO NORTE"";-;-;-;461399,12;-;461399,12"
"""130030 AUTAZES"";-;-;-;1419283,64;750,00;1420033,64"
"""130040 BARCELOS"";-;-;-;276030,77;-;276030,77"
"""130050 BARREIRINHA"";-;-;-;305256,89;-;305256,89"
"""130060 BENJAMIN CONSTANT"";-;-;-;331253,66;-;331253,66"
"""130068 BOA VISTA DO RAMOS"";-;-;-;356860,98;-;356860,98"
"""130070 BOCA DO ACRE"";-;-;-;1914459,18;-;1914459,18"
"""130080 BORBA"";-;-;-;305956,22;-;305956,22"
"""130083 CAAPIRANGA"";-;-;-;279190,20;-;279190,20"
"""130090 CANUTAMA"";-;-;-;690605,54;-;690605,54"
"""130100 CARAUARI"";-;-;-;851053,53;6615,00;857668,53"
"""130110 CAREIRO"";-;-;20,00;1107374,53;3080,00;1110474,53"
"""130115 CAREIRO DA VARZEA"";-;-;-;209828,92;-;209828,92"
"""130120 COARI"";-;-;-;7121038,33;-;7121038,33"
"""130130 CODAJAS"";-;-;-;220349,92;-;220349,92"
"""130140 EIRUNEPE"";-;-;-;449226,29;-;449226,29"
"""130150 ENVIRA"";-;-;-;330923,76;-;330923,76"
"""130160 FONTE BOA"";-;-;-;2858310,22;-;2858310,22"
"""130165 GUAJARA"";-;-;-;327061,31;-;327061,31"
"""130170 HUMAITA"";-;-;-;7327274,55;-;7327274,55"
"""130180 IPIXUNA"";-;-;-;255915,34;-;255915,34"
"""130185 IRANDUBA"";-;-;-;805947,43;-;805947,43"
"""130190 ITACOATIARA"";-;-;-;10536743,26;-;10536743,26"
"""130195 ITAMARATI"";-;-;-;380931,95;-;380931,95"
"""130200 ITAPIRANGA"";-;-;-;446405,60;-;446405,60"
"""130210 JAPURA"";-;-;-;234268,71;-;234268,71"
"""130220 JURUA"";-;-;-;42661,37;-;42661,37"
"""130230 JUTAI"";-;-;-;62874,09;-;62874,09"
"""130240 LABREA"";-;-;-;1289694,13;-;1289694,13"
"""130250 MANACAPURU"";-;-;-;9358860,92;-;9358860,92"
"""130255 MANAQUIRI"";-;-;-;366567,93;-;366567,93"
"""130260 MANAUS"";4546600,39;43439680,48;-;300513916,66;-;348500197,53"
"""130270 MANICORE"";-;-;-;1470368,05;-;1470368,05"
"""130280 MARAA"";-;-;-;111408,74;-;111408,74"
"""130290 MAUES"";-;64814,40;-;2623170,94;-;2687985,34"
"""130310 NOVA OLINDA DO NORTE"";-;216,90;-;2652597,57;-;2652814,47"
"""130320 NOVO AIRAO"";-;-;-;879115,29;-;879115,29"
"""130330 NOVO ARIPUANA"";-;-;-;1396821,99;-;1396821,99"
"""130340 PARINTINS"";-;30864,00;-;10542119,14;-;10572983,14"
"""130350 PAUINI"";-;-;-;365235,04;-;365235,04"
"""130353 PRESIDENTE FIGUEIREDO"";-;-;-;1458538,74;-;1458538,74"
"""130356 RIO PRETO DA EVA"";-;-;-;1456592,25;-;1456592,25"
"""130360 SANTA ISABEL DO RIO NEGRO"";-;-;-;248259,92;-;248259,92"
"""130370 SANTO ANTONIO DO ICA"";-;-;-;663067,09;-;663067,09"
"""130380 SAO GABRIEL DA CACHOEIRA"";-;-;-;390454,01;-;390454,01"
"""130390 SAO PAULO DE OLIVENCA"";-;-;-;996690,55;-;996690,55"
"""130395 SAO SEBASTIAO DO UATUMA"";-;-;-;669650,95;-;669650,95"
"""130400 SILVES"";-;-;-;841818,11;-;841818,11"
"""130406 TABATINGA"";-;-;-;1535844,16;-;1535844,16"
"""130410 TAPAUA"";-;-;-;185237,43;-;185237,43"
"""130420 TEFE"";-;-;-;11794969,32;-;11794969,32"
"""130423 TONANTINS"";-;-;-;458244,87;-;458244,87"
"""130426 UARINI"";-;-;-;344553,01;-;344553,01"
"""130430 URUCARA"";-;-;-;451380,25;-;451380,25"
"""140005 ALTO ALEGRE"";-;-;-;370210,75;-;370210,75"
"""140010 BOA VISTA"";443662,50;13800453,48;-;50326816,69;-;64570932,67"
"""140015 BONFIM"";-;-;-;179321,93;-;179321,93"
"""140017 CANTA"";-;-;-;52200,00;-;52200,00"
"""140020 CARACARAI"";-;-;-;438359,05;-;438359,05"
"""140023 CAROEBE"";-;-;-;325197,25;-;325197,25"
"""140028 IRACEMA"";-;-;-;111025,85;-;111025,85"
"""140030 MUCAJAI"";-;-;-;410115,11;-;410115,11"
"""140040 NORMANDIA"";-;-;-;67591,22;-;67591,22"
"""140045 PACARAIMA"";-;-;-;263471,10;-;263471,10"
"""140047 RORAINOPOLIS"";-;-;-;1039218,92;-;1039218,92"
"""140050 SAO JOAO DA BALIZA"";-;-;-;217550,53;-;217550,53"
"""140060 SAO LUIZ"";-;-;-;314844,04;-;314844,04"
"""150010 ABAETETUBA"";5160,96;-;-;5903561,36;-;5908722,32"
"""150013 ABEL FIGUEIREDO"";-;-;-;83777,08;-;83777,08"
"""150020 ACARA"";-;-;-;1749003,83;-;1749003,83"
"""150030 AFUA"";-;-;-;270586,59;-;270586,59"
"""150034 AGUA AZUL DO NORTE"";-;-;-;2267458,01;-;2267458,01"
"""150040 ALENQUER"";-;-;-;937736,95;-;937736,95"
"""150050 ALMEIRIM"";-;-;-;1669389,13;-;1669389,13"
"""150060 ALTAMIRA"";96251,46;3701163,39;-;13872903,71;-;17670318,56"
"""150070 ANAJAS"";-;-;-;197324,49;-;197324,49"
"""150080 ANANINDEUA"";141157,36;15057247,19;-;65124579,61;-;80322984,16"
"""150085 ANAPU"";-;-;-;571510,40;-;571510,40"
"""150090 AUGUSTO CORREA"";-;-;-;888654,02;-;888654,02"
"""150095 AURORA DO PARA"";-;-;-;344809,79;-;344809,79"
"""150100 AVEIRO"";-;-;-;11,84;-;11,84"
"""150120 BAIAO"";-;-;-;850270,42;-;850270,42"
"""150125 BANNACH"";-;-;-;148636,51;-;148636,51"
"""150130 BARCARENA"";-;-;-;12541402,24;-;12541402,24"
"""150140 BELEM"";5662012,84;49050683,11;-;265304507,40;-;320017203,35"
"""150145 BELTERRA"";-;-;-;295966,99;-;295966,99"
"""150150 BENEVIDES"";1369,22;-;-;3061852,03;-;3063221,25"
"""150157 BOM JESUS DO TOCANTINS"";-;-;-;199045,50;-;199045,50"
"""150160 BONITO"";-;-;-;147319,72;-;147319,72"
"""150170 BRAGANCA"";3880,80;1867201,92;-;7313145,77;-;9184228,49"
"""150172 BRASIL NOVO"";-;-;-;806530,02;-;806530,02"
"""150175 BREJO GRANDE DO ARAGUAIA"";-;-;-;1209,30;-;1209,30"
"""150178 BREU BRANCO"";-;-;-;2813179,11;-;2813179,11"
"""150180 BREVES"";-;1030066,51;-;5766891,12;-;6796957,63"
"""150190 BUJARU"";-;-;-;1068756,34;-;1068756,34"
"""150195 CACHOEIRA DO PIRIA"";-;-;-;449488,43;-;449488,43"
"""150200 CACHOEIRA DO ARARI"";-;-;-;272457,78;-;272457,78"
"""150210 CAMETA"";-;-;-;4645630,79;-;4645630,79"
"""150215 CANAA DOS CARAJAS"";-;30186,00;-;7800329,67;-;7830515,67"
"""150220 CAPANEMA"";-;108024,00;-;6908946,17;-;7016970,17"
"""150230 CAPITAO POCO"";-;-;-;2890102,53;-;2890102,53"
"""150240 CASTANHAL"";185235,24;13114560,20;-;22987358,94;-;36287154,38"
"""150250 CHAVES"";-;-;-;168879,91;-;168879,91"
"""150260 COLARES"";-;-;-;445919,01;-;445919,01"
"""150270 CONCEICAO DO ARAGUAIA"";66818,24;-;-;3170773,68;-;3237591,92"
"""150275 CONCORDIA DO PARA"";-;-;-;789208,70;-;789208,70"
"""150276 CUMARU DO NORTE"";-;-;-;672512,12;-;672512,12"
"""150277 CURIONOPOLIS"";-;-;-;443644,15;-;443644,15"
"""150280 CURRALINHO"";-;-;-;274148,98;-;274148,98"
"""150285 CURUA"";-;-;-;51255,50;-;51255,50"
"""150290 CURUCA"";-;-;-;1718025,07;-;1718025,07"
"""150293 DOM ELISEU"";-;-;-;3785897,81;-;3785897,81"
"""150295 ELDORADO DOS CARAJAS"";-;-;-;4056869,25;-;4056869,25"
"""150300 FARO"";-;-;-;5565,42;-;5565,42"
"""150304 FLORESTA DO ARAGUAIA"";-;-;-;4729180,74;-;4729180,74"
"""150307 GARRAFAO DO NORTE"";-;-;-;341316,17;-;341316,17"
"""150309 GOIANESIA DO PARA"";-;-;-;1072342,82;-;1072342,82"
"""150310 GURUPA"";-;-;-;2371501,28;-;2371501,28"
"""150320 IGARAPE-ACU"";-;-;-;2003927,43;-;2003927,43"
"""150330 IGARAPE-MIRI"";-;-;-;913255,60;-;913255,60"
"""150340 INHANGAPI"";-;-;-;379973,75;-;379973,75"
"""150345 IPIXUNA DO PARA"";-;-;-;1030282,12;-;1030282,12"
"""150350 IRITUIA"";-;-;-;1225392,45;-;1225392,45"
"""150360 ITAITUBA"";-;889,29;-;7692319,70;-;7693208,99"
"""150370 ITUPIRANGA"";-;-;-;1427246,02;-;1427246,02"
"""150375 JACAREACANGA"";-;-;-;736886,39;-;736886,39"
"""150380 JACUNDA"";-;-;-;1420123,54;-;1420123,54"
"""150390 JURUTI"";-;-;-;2939471,57;-;2939471,57"
"""150400 LIMOEIRO DO AJURU"";-;-;-;188794,12;-;188794,12"
"""150405 MAE DO RIO"";-;-;-;820591,43;-;820591,43"
"""150410 MAGALHAES BARATA"";-;-;-;143894,22;-;143894,22"
"""150420 MARABA"";127852,32;11936081,66;-;18544866,16;-;30608800,14"
"""150430 MARACANA"";-;-;-;511173,62;-;511173,62"
"""150440 MARAPANIM"";-;-;-;487987,14;-;487987,14"
"""150442 MARITUBA"";46506,17;4437126,80;-;10301797,31;-;14785430,28"
"""150445 MEDICILANDIA"";-;-;-;1606648,05;-;1606648,05"
"""150450 MELGACO"";-;-;-;265008,39;-;265008,39"
"""150460 MOCAJUBA"";-;-;-;458329,19;-;458329,19"
"""150470 MOJU"";-;-;-;2731280,70;-;2731280,70"
"""150475 MOJUI DOS CAMPOS"";-;-;-;179615,32;-;179615,32"
"""150480 MONTE ALEGRE"";-;-;-;2271927,34;-;2271927,34"
"""150490 MUANA"";-;-;-;2831263,26;-;2831263,26"
"""150495 NOVA ESPERANCA DO PIRIA"";-;-;-;267219,92;-;267219,92"
"""150497 NOVA IPIXUNA"";-;-;-;426906,56;-;426906,56"
"""150500 NOVA TIMBOTEUA"";-;-;-;143582,87;-;143582,87"
"""150503 NOVO PROGRESSO"";-;-;-;1146256,92;-;1146256,92"
"""150506 NOVO REPARTIMENTO"";-;-;-;1555505,77;-;1555505,77"
"""150510 OBIDOS"";-;-;-;2006706,99;-;2006706,99"
"""150520 OEIRAS DO PARA"";-;-;-;287215,41;-;287215,41"
"""150530 ORIXIMINA"";-;-;-;1994427,18;-;1994427,18"
"""150540 OUREM"";-;-;-;993705,71;-;993705,71"
"""150543 OURILANDIA DO NORTE"";-;-;-;3458588,17;-;3458588,17"
"""150548 PACAJA"";-;-;-;1436321,45;-;1436321,45"
"""150549 PALESTINA DO PARA"";-;-;-;19812,76;-;19812,76"
"""150550 PARAGOMINAS"";-;216,90;-;4522204,47;-;4522421,37"
"""150553 PARAUAPEBAS"";243251,85;1989938,39;-;16873413,38;-;19106603,62"
"""150555 PAU D'ARCO"";-;-;-;1541448,62;-;1541448,62"
"""150560 PEIXE-BOI"";-;-;-;107222,74;-;107222,74"
"""150563 PICARRA"";-;-;-;183846,61;-;183846,61"
"""150565 PLACAS"";-;-;-;1516075,68;-;1516075,68"
"""150570 PONTA DE PEDRAS"";-;-;-;168248,13;-;168248,13"
"""150580 PORTEL"";-;-;-;1509835,86;-;1509835,86"
"""150590 PORTO DE MOZ"";-;-;-;1093376,98;-;1093376,98"
"""150600 PRAINHA"";-;-;-;375205,76;-;375205,76"
"""150610 PRIMAVERA"";-;-;-;136864,09;-;136864,09"
"""150611 QUATIPURU"";-;-;-;237445,77;-;237445,77"
"""150613 REDENCAO"";30746,72;6972605,06;-;9121403,63;-;16124755,41"
"""150616 RIO MARIA"";-;-;-;1072277,26;-;1072277,26"
"""150618 RONDON DO PARA"";-;-;-;1075765,55;-;1075765,55"
"""150619 RUROPOLIS"";-;-;-;1381495,91;-;1381495,91"
"""150620 SALINOPOLIS"";-;-;-;2698839,43;-;2698839,43"
"""150630 SALVATERRA"";-;-;-;671983,95;-;671983,95"
"""150635 SANTA BARBARA DO PARA"";-;-;-;362069,56;-;362069,56"
"""150640 SANTA CRUZ DO ARARI"";-;-;-;122969,15;-;122969,15"
"""150650 SANTA IZABEL DO PARA"";-;-;-;1671726,94;-;1671726,94"
"""150655 SANTA LUZIA DO PARA"";-;-;-;139239,13;-;139239,13"
"""150658 SANTA MARIA DAS BARREIRAS"";-;43209,60;-;522696,64;-;565906,24"
"""150660 SANTA MARIA DO PARA"";-;-;-;612073,73;-;612073,73"
"""150670 SANTANA DO ARAGUAIA"";-;-;-;5476916,56;-;5476916,56"
"""150680 SANTAREM"";401612,78;10618991,17;287812,00;32093131,87;10640,00;43412187,82"
"""150690 SANTAREM NOVO"";-;-;-;22824,04;-;22824,04"
"""150700 SANTO ANTONIO DO TAUA"";-;-;-;952058,35;-;952058,35"
"""150710 SAO CAETANO DE ODIVELAS"";-;-;-;30699,16;-;30699,16"
"""150715 SAO DOMINGOS DO ARAGUAIA"";-;-;-;323688,74;-;323688,74"
"""150720 SAO DOMINGOS DO CAPIM"";-;-;-;762478,29;-;762478,29"
"""150730 SAO FELIX DO XINGU"";-;-;-;1647234,88;-;1647234,88"
"""150740 SAO FRANCISCO DO PARA"";-;-;-;96920,66;-;96920,66"
"""150745 SAO GERALDO DO ARAGUAIA"";-;-;-;1691774,36;-;1691774,36"
"""150746 SAO JOAO DA PONTA"";-;-;-;34847,38;-;34847,38"
"""150747 SAO JOAO DE PIRABAS"";-;22092,00;-;925216,10;-;947308,10"
"""150750 SAO JOAO DO ARAGUAIA"";-;-;-;86311,97;-;86311,97"
"""150760 SAO MIGUEL DO GUAMA"";-;47839,20;-;2382028,33;-;2429867,53"
"""150770 SAO SEBASTIAO DA BOA VISTA"";-;-;-;256975,08;-;256975,08"
"""150775 SAPUCAIA"";-;-;-;1119697,31;-;1119697,31"
"""150780 SENADOR JOSE PORFIRIO"";-;-;-;143013,06;-;143013,06"
"""150790 SOURE"";-;-;-;341147,48;-;341147,48"
"""150795 TAILANDIA"";-;-;-;5869533,83;-;5869533,83"
"""150796 TERRA ALTA"";-;-;-;109078,72;-;109078,72"
"""150797 TERRA SANTA"";-;-;-;948666,51;-;948666,51"
"""150800 TOME-ACU"";-;-;-;4782266,60;-;4782266,60"
"""150803 TRACUATEUA"";-;-;-;374458,76;-;374458,76"
"""150805 TRAIRAO"";-;-;-;394603,44;-;394603,44"
"""150808 TUCUMA"";-;-;-;2443565,65;-;2443565,65"
"""150810 TUCURUI"";101689,90;-;-;8205935,20;-;8307625,10"
"""150812 ULIANOPOLIS"";38664,22;7675435,27;-;3255266,40;-;10969365,89"
"""150815 URUARA"";-;-;-;2997344,59;-;2997344,59"
"""150820 VIGIA"";-;-;-;1424832,80;-;1424832,80"
"""150830 VISEU"";-;-;-;1862544,13;-;1862544,13"
"""150835 VITORIA DO XINGU"";-;40123,20;-;639886,47;-;680009,67"
"""150840 XINGUARA"";-;-;-;7338296,28;-;7338296,28"
"""160005 SERRA DO NAVIO"";-;-;-;82846,75;-;82846,75"
"""160010 AMAPA"";-;-;-;254680,80;-;254680,80"
"""160015 PEDRA BRANCA DO AMAPARI"";-;-;-;716142,63;-;716142,63"
"""160020 CALCOENE"";-;-;-;141846,98;-;141846,98"
"""160023 FERREIRA GOMES"";-;-;-;304947,03;-;304947,03"
"""160027 LARANJAL DO JARI"";-;-;-;3028153,37;-;3028153,37"
"""160030 MACAPA"";716420,53;24790647,92;-;61554412,40;-;87061480,85"
"""160040 MAZAGAO"";-;-;-;517344,53;-;517344,53"
"""160050 OIAPOQUE"";-;-;-;965789,01;-;965789,01"
"""160053 PORTO GRANDE"";-;-;-;307933,39;-;307933,39"
"""160060 SANTANA"";-;867,60;-;7466139,97;-;7467007,57"
"""160070 TARTARUGALZINHO"";-;-;-;265294,77;-;265294,77"
"""160080 VITORIA DO JARI"";-;-;-;306336,23;-;306336,23"
"""170025 ABREULANDIA"";-;-;-;5249,20;-;5249,20"
"""170030 AGUIARNOPOLIS"";-;-;-;51741,40;-;51741,40"
"""170035 ALIANCA DO TOCANTINS"";-;-;-;224722,14;-;224722,14"
"""170040 ALMAS"";-;-;-;199346,56;-;199346,56"
"""170070 ALVORADA"";-;-;-;613260,03;-;613260,03"
"""170100 ANANAS"";-;-;-;202620,20;-;202620,20"
"""170105 ANGICO"";-;-;-;56958,00;-;56958,00"
"""170110 APARECIDA DO RIO NEGRO"";-;-;-;308280,75;-;308280,75"
"""170130 ARAGOMINAS"";-;-;-;22050,00;-;22050,00"
"""170190 ARAGUACEMA"";-;-;-;317689,73;-;317689,73"
"""170200 ARAGUACU"";-;-;-;833562,81;-;833562,81"
"""170210 ARAGUAINA"";417760,15;6334366,45;-;23025461,48;-;29777588,08"
"""170215 ARAGUANA"";-;-;-;67376,27;-;67376,27"
"""170220 ARAGUATINS"";-;440,00;-;4637209,74;-;4637649,74"
"""170230 ARAPOEMA"";-;-;-;501833,89;-;501833,89"
"""170240 ARRAIAS"";-;-;-;433574,51;-;433574,51"
"""170255 AUGUSTINOPOLIS"";-;2062,50;-;1449052,01;-;1451114,51"
"""170270 AURORA DO TOCANTINS"";-;-;-;53795,56;-;53795,56"
"""170290 AXIXA DO TOCANTINS"";-;-;-;42339,52;-;42339,52"
"""170300 BABACULANDIA"";-;-;-;30278,00;-;30278,00"
"""170305 BANDEIRANTES DO TOCANTINS"";-;-;-;27277,57;-;27277,57"
"""170307 BARRA DO OURO"";-;-;-;53879,70;-;53879,70"
"""170310 BARROLANDIA"";-;-;-;120456,71;-;120456,71"
"""170330 BOM JESUS DO TOCANTINS"";-;-;-;18616,00;-;18616,00"
"""170360 BRASILANDIA DO TOCANTINS"";-;-;-;1104,20;-;1104,20"
"""170370 BREJINHO DE NAZARE"";-;-;-;207763,51;-;207763,51"
"""170380 BURITI DO TOCANTINS"";-;-;-;63099,19;-;63099,19"
"""170382 CACHOEIRINHA"";-;-;-;13200,00;-;13200,00"
"""170386 CARIRI DO TOCANTINS"";-;-;-;265299,95;-;265299,95"
"""170388 CARMOLANDIA"";-;-;-;13361,60;-;13361,60"
"""170389 CARRASCO BONITO"";-;-;-;26757,90;-;26757,90"
"""170390 CASEARA"";-;-;-;38403,48;-;38403,48"
"""170460 CHAPADA DE AREIA"";-;-;-;65895,15;-;65895,15"
"""170510 CHAPADA DA NATIVIDADE"";-;-;-;9226,20;-;9226,20"
"""170550 COLINAS DO TOCANTINS"";-;-;-;1591625,31;-;1591625,31"
"""170555 COMBINADO"";-;-;-;111923,17;-;111923,17"
"""170560 CONCEICAO DO TOCANTINS"";-;-;-;100408,76;-;100408,76"
"""170600 COUTO MAGALHAES"";-;-;-;62280,02;-;62280,02"
"""170610 CRISTALANDIA"";-;16203,60;-;207927,80;-;224131,40"
"""170625 CRIXAS DO TOCANTINS"";-;-;-;28952,39;-;28952,39"
"""170650 DARCINOPOLIS"";-;-;-;1425,60;-;1425,60"
"""170700 DIANOPOLIS"";-;-;-;895299,81;-;895299,81"
"""170710 DIVINOPOLIS DO TOCANTINS"";-;80246,40;-;442849,72;-;523096,12"
"""170720 DOIS IRMAOS DO TOCANTINS"";-;-;-;122698,54;-;122698,54"
"""170740 ESPERANTINA"";-;-;-;170014,82;-;170014,82"
"""170755 FATIMA"";-;-;-;43120,00;-;43120,00"
"""170765 FIGUEIROPOLIS"";-;-;-;128682,54;-;128682,54"
"""170770 FILADELFIA"";-;-;-;101477,28;-;101477,28"
"""170820 FORMOSO DO ARAGUAIA"";-;-;-;785204,95;-;785204,95"
"""170825 TABOCAO"";-;-;-;50192,32;-;50192,32"
"""170830 GOIANORTE"";-;-;-;38887,13;-;38887,13"
"""170900 GOIATINS"";-;-;-;154259,68;-;154259,68"
"""170930 GUARAI"";-;-;-;1714790,38;-;1714790,38"
"""170950 GURUPI"";70213,30;4027781,84;-;6596456,82;-;10694451,96"
"""170980 IPUEIRAS"";-;-;-;37572,06;-;37572,06"
"""171050 ITACAJA"";-;-;-;199774,51;-;199774,51"
"""171070 ITAGUATINS"";-;-;-;34308,15;-;34308,15"
"""171090 ITAPIRATINS"";-;-;-;76710,10;-;76710,10"
"""171110 ITAPORA DO TOCANTINS"";-;-;-;24560,34;-;24560,34"
"""171150 JAU DO TOCANTINS"";-;-;-;79611,80;-;79611,80"
"""171190 LAGOA DA CONFUSAO"";-;-;-;85891,91;-;85891,91"
"""171200 LAJEADO"";-;-;-;112435,42;-;112435,42"
"""171215 LAVANDEIRA"";-;-;-;61729,09;-;61729,09"
"""171245 LUZINOPOLIS"";-;-;-;51877,50;-;51877,50"
"""171250 MARIANOPOLIS DO TOCANTINS"";-;-;-;115694,93;-;115694,93"
"""171270 MATEIROS"";-;-;-;30975,00;-;30975,00"
"""171280 MAURILANDIA DO TOCANTINS"";-;-;-;42561,15;-;42561,15"
"""171320 MIRACEMA DO TOCANTINS"";-;-;-;2040733,85;-;2040733,85"
"""171330 MIRANORTE"";-;-;-;593477,51;-;593477,51"
"""171360 MONTE DO CARMO"";-;-;-;167212,39;-;167212,39"
"""171370 MONTE SANTO DO TOCANTINS"";-;-;-;99389,35;-;99389,35"
"""171380 PALMEIRAS DO TOCANTINS"";-;-;-;45424,30;-;45424,30"
"""171395 MURICILANDIA"";-;-;-;44071,20;-;44071,20"
