"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""270850 SAO LUIS DO QUITUNDE"";14211;-;-;-;-;-;90162;104373"
"""270860 SAO MIGUEL DOS CAMPOS"";163119;2734;2;-;-;-;520567;686422"
"""270870 SAO MIGUEL DOS MILAGRES"";4549;-;-;-;2;-;22761;27312"
"""270880 SAO SEBASTIAO"";2101;-;-;-;-;-;45383;47484"
"""270890 SATUBA"";2343;2;-;-;-;-;42780;45125"
"""270895 SENADOR RUI PALMEIRA"";7740;-;-;-;-;-;60327;68067"
"""270900 TANQUE D'ARCA"";1001;-;-;-;-;-;2829;3830"
"""270910 TAQUARANA"";3163;3;-;-;-;-;194211;197377"
"""270915 TEOTONIO VILELA"";102153;29;2;-;-;-;472744;574928"
"""270920 TRAIPU"";17015;2;-;2;-;-;132408;149427"
"""270930 UNIAO DOS PALMARES"";93059;4360;3;-;-;-;623441;720863"
"""270940 VICOSA"";32435;38;-;1;1;1;318684;351160"
"""280010 AMPARO DE SAO FRANCISCO"";36582;-;-;-;-;-;6710;43292"
"""280020 AQUIDABA"";16114;10971;-;-;-;-;35773;62858"
"""280030 ARACAJU"";9946774;164106;13;19;4;3;4458508;14569427"
"""280040 ARAUA"";8386;-;-;-;-;-;58806;67192"
"""280050 AREIA BRANCA"";15230;-;-;-;-;-;38372;53602"
"""280060 BARRA DOS COQUEIROS"";3593;1;-;-;-;-;167402;170996"
"""280067 BOQUIM"";15162;793;-;-;-;-;253825;269780"
"""280100 CAMPO DO BRITO"";31226;-;-;-;-;-;43032;74258"
"""280110 CANHOBA"";-;-;-;-;-;-;145;145"
"""280120 CANINDE DE SAO FRANCISCO"";10291;10959;8;4;3;15;111313;132593"
"""280130 CAPELA"";51084;668;-;-;-;-;85405;137157"
"""280140 CARIRA"";1667;-;-;-;-;-;56324;57991"
"""280150 CARMOPOLIS"";7;-;-;-;-;-;1614;1621"
"""280160 CEDRO DE SAO JOAO"";3616;1;-;-;-;-;19604;23221"
"""280170 CRISTINAPOLIS"";37007;-;-;-;-;-;38199;75206"
"""280190 CUMBE"";1964;-;-;-;-;-;10137;12101"
"""280200 DIVINA PASTORA"";158;-;-;-;-;-;4702;4860"
"""280210 ESTANCIA"";522328;7668;4;4;-;-;902502;1432506"
"""280220 FEIRA NOVA"";240;-;-;-;-;-;133;373"
"""280230 FREI PAULO"";7221;-;-;-;-;-;42783;50004"
"""280240 GARARU"";-;-;-;-;-;-;2127;2127"
"""280250 GENERAL MAYNARD"";198;-;-;-;-;-;5794;5992"
"""280260 GRACHO CARDOSO"";-;-;-;-;-;-;13224;13224"
"""280270 ILHA DAS FLORES"";4835;-;1;-;-;-;2956;7792"
"""280280 INDIAROBA"";50677;-;-;-;-;-;92459;143136"
"""280290 ITABAIANA"";110405;1396;13;-;-;-;1147974;1259788"
"""280300 ITABAIANINHA"";131421;1682;-;1;-;-;168195;301299"
"""280310 ITABI"";900;-;-;-;-;-;79;979"
"""280320 ITAPORANGA D'AJUDA"";36302;3227;1;-;-;-;383045;422575"
"""280330 JAPARATUBA"";5966;20;-;-;-;-;76705;82691"
"""280340 JAPOATA"";10126;61;2;-;-;-;16046;26235"
"""280350 LAGARTO"";283939;15153;4;-;1;-;891869;1190966"
"""280360 LARANJEIRAS"";6378;819;-;-;-;-;60265;67462"
"""280370 MACAMBIRA"";2886;-;-;-;-;-;25049;27935"
"""280380 MALHADA DOS BOIS"";-;-;-;-;-;-;8763;8763"
"""280390 MALHADOR"";1195;1;-;-;-;-;3639;4835"
"""280400 MARUIM"";34470;-;-;-;-;-;44054;78524"
"""280410 MOITA BONITA"";3170;-;1;1;-;-;9235;12407"
"""280420 MONTE ALEGRE DE SERGIPE"";759;-;-;-;-;-;133952;134711"
"""280430 MURIBECA"";2853;2;-;-;-;-;64;2919"
"""280440 NEOPOLIS"";9286;8;-;-;-;-;160098;169392"
"""280445 NOSSA SENHORA APARECIDA"";233;-;-;-;-;-;3534;3767"
"""280450 NOSSA SENHORA DA GLORIA"";176020;72;-;-;-;-;315133;491225"
"""280460 NOSSA SENHORA DAS DORES"";6286;2;-;1;-;-;101482;107771"
"""280470 NOSSA SENHORA DE LOURDES"";1439;-;-;-;-;-;1280;2719"
"""280480 NOSSA SENHORA DO SOCORRO"";700779;67168;2;-;-;-;470239;1238188"
"""280490 PACATUBA"";8012;-;-;-;-;-;432;8444"
"""280500 PEDRA MOLE"";1289;-;-;-;-;-;19088;20377"
"""280510 PEDRINHAS"";1050;-;-;-;-;-;1740;2790"
"""280520 PINHAO"";1958;-;-;-;-;-;5313;7271"
"""280530 PIRAMBU"";365;-;-;-;-;-;25773;26138"
"""280540 POCO REDONDO"";1778;3245;7;-;2;-;52225;57257"
"""280550 POCO VERDE"";8461;309;1;-;-;-;94850;103621"
"""280560 PORTO DA FOLHA"";37825;4925;1;-;-;-;11292;54043"
"""280570 PROPRIA"";259776;18;-;-;-;-;173055;432849"
"""280580 RIACHAO DO DANTAS"";2434;-;-;-;-;-;69806;72240"
"""280590 RIACHUELO"";1282;268;-;-;-;3;17528;19081"
"""280600 RIBEIROPOLIS"";17832;1;-;-;-;-;17619;35452"
"""280610 ROSARIO DO CATETE"";3730;-;-;-;-;-;57549;61279"
"""280620 SALGADO"";60276;2;-;8;-;-;2713;62999"
"""280630 SANTA LUZIA DO ITANHY"";2483;-;-;-;-;-;3389;5872"
"""280640 SANTANA DO SAO FRANCISCO"";255;-;-;-;-;-;13594;13849"
"""280650 SANTA ROSA DE LIMA"";-;-;-;-;-;-;404;404"
"""280660 SANTO AMARO DAS BROTAS"";4713;8474;-;-;-;-;57;13244"
"""280670 SAO CRISTOVAO"";102080;1866;-;1;-;-;366999;470946"
"""280680 SAO DOMINGOS"";2998;180;-;-;3;-;2920;6101"
"""280690 SAO FRANCISCO"";99;-;-;-;-;-;181;280"
"""280700 SAO MIGUEL DO ALEIXO"";-;-;-;-;-;-;4;4"
"""280710 SIMAO DIAS"";34135;316;-;-;-;-;149162;183613"
"""280720 SIRIRI"";4178;7;1;1;-;1;4113;8301"
"""280730 TELHA"";-;-;-;-;-;-;156;156"
"""280740 TOBIAS BARRETO"";240123;1225;-;15;-;-;187992;429355"
"""280750 TOMAR DO GERU"";8576;-;-;-;-;-;99916;108492"
"""280760 UMBAUBA"";55348;72;-;3;-;-;34564;89987"
"""290010 ABAIRA"";6832;-;-;-;-;-;2146;8978"
"""290020 ABARE"";11799;7477;-;-;-;-;59233;78509"
"""290030 ACAJUTIBA"";6842;-;-;-;-;-;58941;65783"
"""290035 ADUSTINA"";11975;-;-;-;-;-;111274;123249"
"""290040 AGUA FRIA"";1178;-;-;-;-;-;26143;27321"
"""290050 ERICO CARDOSO"";1082;-;-;-;-;-;22772;23854"
"""290060 AIQUARA"";1403;-;-;-;-;-;606;2009"
"""290070 ALAGOINHAS"";1097880;47227;2;33;-;-;924787;2069929"
"""290080 ALCOBACA"";4422;884;-;-;-;6749;60222;72277"
"""290090 ALMADINA"";673;-;-;-;-;-;8098;8771"
"""290100 AMARGOSA"";588308;1560;1;-;-;-;245492;835361"
"""290110 AMELIA RODRIGUES"";5907;299;-;6;-;-;66067;72279"
"""290115 AMERICA DOURADA"";10417;233;3;-;-;-;88544;99197"
"""290120 ANAGE"";12036;20;-;-;-;-;23503;35559"
"""290130 ANDARAI"";4970;-;78;-;-;-;47763;52811"
"""290135 ANDORINHA"";7282;-;-;5;-;-;118641;125928"
"""290140 ANGICAL"";5911;-;-;-;-;-;23313;29224"
"""290150 ANGUERA"";545;-;-;-;-;-;5918;6463"
"""290160 ANTAS"";25334;825;-;-;-;-;157517;183676"
"""290170 ANTONIO CARDOSO"";2281;-;-;-;-;-;14610;16891"
"""290180 ANTONIO GONCALVES"";1632;-;-;-;-;-;24259;25891"
"""290190 APORA"";346;-;-;-;-;-;26250;26596"
"""290195 APUAREMA"";1995;-;-;-;-;-;16875;18870"
"""290200 ARACATU"";6624;11;-;-;-;-;19716;26351"
"""290205 ARACAS"";-;139;-;-;-;-;29346;29485"
"""290210 ARACI"";39461;174;4;-;14;3;319469;359125"
"""290220 ARAMARI"";10167;10;-;-;-;-;3545;13722"
"""290225 ARATACA"";46;-;-;-;-;-;491;537"
"""290230 ARATUIPE"";3551;-;-;-;-;-;20185;23736"
"""290240 AURELINO LEAL"";72298;174;-;-;-;-;154918;227390"
"""290250 BAIANOPOLIS"";232;-;-;-;-;-;121352;121584"
"""290260 BAIXA GRANDE"";11120;13;-;-;-;-;29147;40280"
"""290265 BANZAE"";13235;-;-;-;-;-;28607;41842"
"""290270 BARRA"";33304;6135;-;-;-;-;246629;286068"
"""290280 BARRA DA ESTIVA"";36283;61;-;-;-;-;61314;97658"
"""290290 BARRA DO CHOCA"";61560;556;4;24;-;7;189010;251161"
"""290300 BARRA DO MENDES"";-;5926;-;-;-;-;38232;44158"
"""290310 BARRA DO ROCHA"";1553;-;-;-;-;-;613;2166"
"""290320 BARREIRAS"";1869119;20912;981;1;3;1;2488849;4379866"
"""290323 BARRO ALTO"";150;8338;-;-;-;-;85314;93802"
"""290327 BARROCAS"";12314;20;-;-;-;-;56070;68404"
"""290330 BARRO PRETO"";3638;32;18;-;-;-;80481;84169"
"""290340 BELMONTE"";23116;1266;-;-;-;-;30752;55134"
"""290350 BELO CAMPO"";45810;2;-;-;-;-;164857;210669"
"""290360 BIRITINGA"";6109;-;-;-;-;-;41299;47408"
"""290370 BOA NOVA"";6888;-;-;-;-;-;-;6888"
"""290380 BOA VISTA DO TUPIM"";8067;-;-;-;-;-;15994;24061"
"""290390 BOM JESUS DA LAPA"";208657;1095;-;-;1;-;544159;753912"
"""290395 BOM JESUS DA SERRA"";2800;-;-;-;-;-;7269;10069"
"""290400 BONINAL"";8563;-;-;-;-;-;14003;22566"
"""290405 BONITO"";2777;-;-;-;-;-;15784;18561"
"""290410 BOQUIRA"";378508;144;-;-;-;-;73826;452478"
"""290420 BOTUPORA"";8294;-;-;-;-;-;107554;115848"
"""290430 BREJOES"";145;2935;-;-;-;-;13631;16711"
"""290440 BREJOLANDIA"";6375;-;-;-;-;-;15142;21517"
"""290450 BROTAS DE MACAUBAS"";5631;1;-;-;-;-;76050;81682"
"""290460 BRUMADO"";1314038;738;-;6;14;11;607805;1922612"
"""290470 BUERAREMA"";3583;-;-;-;-;-;10816;14399"
"""290475 BURITIRAMA"";8189;-;-;-;-;-;51996;60185"
"""290480 CAATIBA"";4161;-;-;-;-;-;11357;15518"
"""290485 CABACEIRAS DO PARAGUACU"";7578;1;-;-;-;-;72983;80562"
"""290490 CACHOEIRA"";55297;636;6;-;-;-;179309;235248"
"""290500 CACULE"";6045;-;-;-;4;-;33925;39974"
"""290510 CAEM"";9191;160;-;-;-;-;62961;72312"
"""290515 CAETANOS"";5526;17;-;-;-;-;8281;13824"
"""290520 CAETITE"";1060443;34443;24;-;1;-;329253;1424164"
"""290530 CAFARNAUM"";10848;1201;2;3;-;-;77064;89118"
"""290540 CAIRU"";2822;-;-;-;-;-;-;2822"
"""290550 CALDEIRAO GRANDE"";6872;11;-;-;-;-;40869;47752"
"""290560 CAMACAN"";138536;1861;21;-;-;-;335515;475933"
"""290570 CAMACARI"";699511;279005;-;2;-;-;2884682;3863200"
"""290580 CAMAMU"";7057;787;-;-;-;-;86599;94443"
"""290590 CAMPO ALEGRE DE LOURDES"";13450;-;-;-;-;-;33516;46966"
"""290600 CAMPO FORMOSO"";143483;8635;2;-;-;2;264033;416155"
"""290610 CANAPOLIS"";5635;-;-;-;-;10;33296;38941"
"""290620 CANARANA"";21482;370;-;-;-;-;124627;146479"
"""290630 CANAVIEIRAS"";37131;19;-;-;-;-;150758;187908"
"""290640 CANDEAL"";4414;-;-;-;-;-;884;5298"
"""290650 CANDEIAS"";67986;2352;-;-;-;-;864158;934496"
"""290660 CANDIBA"";7217;-;-;-;-;-;64577;71794"
"""290670 CANDIDO SALES"";16559;-;-;-;-;-;29977;46536"
"""290680 CANSANCAO"";56747;6832;-;-;-;-;182333;245912"
"""290682 CANUDOS"";62462;152;-;-;-;-;57714;120328"
"""290685 CAPELA DO ALTO ALEGRE"";2476;86;-;-;-;-;22108;24670"
"""290687 CAPIM GROSSO"";54614;1335;43;-;-;-;249200;305192"
"""290689 CARAIBAS"";3280;-;-;-;-;-;9394;12674"
"""290690 CARAVELAS"";48715;19827;-;-;-;-;31572;100114"
"""290700 CARDEAL DA SILVA"";7362;1673;-;1;1;-;2223;11260"
"""290710 CARINHANHA"";4768;-;-;-;-;-;76297;81065"
"""290720 CASA NOVA"";114197;77;110;-;-;14;159361;273759"
"""290730 CASTRO ALVES"";22544;386;-;10;-;-;92535;115475"
"""290740 CATOLANDIA"";-;-;-;-;-;-;12659;12659"
"""290750 CATU"";22744;298;-;4;-;-;388361;411407"
"""290755 CATURAMA"";6310;-;-;-;-;-;34251;40561"
"""290760 CENTRAL"";8699;-;-;-;-;-;92084;100783"
"""290770 CHORROCHO"";5076;-;-;-;-;-;696;5772"
"""290780 CICERO DANTAS"";462250;14;1;-;-;-;192359;654624"
"""290790 CIPO"";5300;305;-;-;-;-;80694;86299"
"""290800 COARACI"";25955;441;1;-;-;-;57132;83529"
"""290810 COCOS"";8211;616;-;-;-;-;147843;156670"
"""290820 CONCEICAO DA FEIRA"";7530;2;-;1;-;-;83136;90669"
"""290830 CONCEICAO DO ALMEIDA"";24800;2652;-;1;-;-;196903;224356"
"""290840 CONCEICAO DO COITE"";41647;-;-;-;-;-;392617;434264"
"""290850 CONCEICAO DO JACUIPE"";101593;1029;-;-;-;-;313009;415631"
"""290860 CONDE"";16914;-;-;-;-;-;79594;96508"
"""290870 CONDEUBA"";949194;279;1;-;-;-;394672;1344146"
"""290880 CONTENDAS DO SINCORA"";1793;-;-;-;-;-;12052;13845"
"""290890 CORACAO DE MARIA"";24220;1062;-;-;-;-;622312;647594"
"""290900 CORDEIROS"";4289;-;-;-;-;-;321461;325750"
"""290910 CORIBE"";1841;4228;-;-;-;-;245687;251756"
"""290920 CORONEL JOAO SA"";12312;-;-;-;-;-;82180;94492"
"""290930 CORRENTINA"";12754;2446;-;-;-;-;58616;73816"
"""290940 COTEGIPE"";6079;-;-;-;-;-;56389;62468"
"""290950 CRAVOLANDIA"";4218;-;-;-;-;-;780;4998"
"""290960 CRISOPOLIS"";33856;1;-;-;-;-;141493;175350"
"""290970 CRISTOPOLIS"";6438;4807;-;-;-;-;98421;109666"
"""290980 CRUZ DAS ALMAS"";707690;273;-;1;1;3;561530;1269498"
"""290990 CURACA"";1100;53599;-;-;-;-;297574;352273"
"""291000 DARIO MEIRA"";4978;-;-;-;-;-;25710;30688"
"""291005 DIAS D'AVILA"";60302;64599;37;6;23;-;1198010;1322977"
"""291010 DOM BASILIO"";6533;-;-;-;-;-;17110;23643"
"""291020 DOM MACEDO COSTA"";-;-;-;-;-;-;96;96"
"""291030 ELISIO MEDRADO"";-;-;-;-;-;-;2042;2042"
"""291040 ENCRUZILHADA"";5611;76;-;-;-;-;343;6030"
"""291050 ENTRE RIOS"";27657;132;2;-;-;-;298813;326604"
"""291060 ESPLANADA"";17049;780;-;-;-;-;202774;220603"
"""291070 EUCLIDES DA CUNHA"";130453;88911;14;1;4;-;275569;494952"
"""291072 EUNAPOLIS"";903666;8285;3;8;-;11;2054241;2966214"
"""291075 FATIMA"";28973;5;-;-;-;-;61445;90423"
"""291077 FEIRA DA MATA"";3856;-;-;-;-;-;8332;12188"
"""291080 FEIRA DE SANTANA"";5103904;347469;81;2;32;3039;6054627;11509154"
"""291085 FILADELFIA"";2538;26064;-;-;-;-;71883;100485"
"""291090 FIRMINO ALVES"";2322;-;-;-;-;-;615;2937"
"""291100 FLORESTA AZUL"";1543;-;-;-;-;-;881;2424"
"""291110 FORMOSA DO RIO PRETO"";3046;698;-;-;-;-;27814;31558"
"""291120 GANDU"";188450;250;-;-;-;-;68326;257026"
"""291125 GAVIAO"";1685;2;-;-;-;-;16134;17821"
"""291130 GENTIO DO OURO"";4576;50;-;-;-;-;56309;60935"
"""291140 GLORIA"";3885;-;-;-;-;-;33578;37463"
"""291150 GONGOGI"";1303;-;-;-;-;-;25704;27007"
"""291160 GOVERNADOR MANGABEIRA"";11624;-;-;-;-;-;88059;99683"
"""291165 GUAJERU"";3288;-;-;-;-;-;124829;128117"
"""291170 GUANAMBI"";1018274;4568;4;10;-;2;787331;1810189"
"""291180 GUARATINGA"";4799;94;-;-;-;-;30703;35596"
"""291185 HELIOPOLIS"";8028;-;-;-;-;-;70068;78096"
"""291190 IACU"";350;-;-;-;-;-;43219;43569"
"""291200 IBIASSUCE"";8091;-;-;-;-;-;45705;53796"
"""291210 IBICARAI"";160178;3;1;-;-;-;112860;273042"
"""291220 IBICOARA"";9371;-;-;-;-;-;20505;29876"
"""291230 IBICUI"";14179;-;-;-;-;-;67079;81258"
"""291240 IBIPEBA"";9362;29;-;-;-;-;99750;109141"
"""291250 IBIPITANGA"";5443;8;-;-;-;-;39205;44656"
"""291260 IBIQUERA"";230;-;-;-;-;-;974;1204"
"""291270 IBIRAPITANGA"";30278;312;-;-;-;-;38872;69462"
"""291280 IBIRAPUA"";7437;-;-;-;-;-;124030;131467"
"""291290 IBIRATAIA"";11570;2088;1;-;-;-;26582;40241"
"""291300 IBITIARA"";18565;534;-;-;-;-;24411;43510"
"""291310 IBITITA"";7466;-;-;-;-;-;53770;61236"
"""291320 IBOTIRAMA"";397721;2158;2;17;-;-;324032;723930"
"""291330 ICHU"";1208;5;-;-;-;-;14103;15316"
"""291340 IGAPORA"";9886;58;-;-;-;-;51030;60974"
"""291345 IGRAPIUNA"";10071;21;-;-;-;-;41622;51714"
"""291350 IGUAI"";14353;2228;5;-;-;-;175203;191789"
"""291360 ILHEUS"";759377;22327;-;3;-;-;1756612;2538319"
"""291370 INHAMBUPE"";12811;-;-;-;-;-;167061;179872"
"""291380 IPECAETA"";13308;24;-;-;-;-;61691;75023"
"""291390 IPIAU"";59483;2539;-;5;-;-;254773;316800"
"""291400 IPIRA"";23272;26;3;702;-;-;458054;482057"
"""291410 IPUPIARA"";3945;-;-;-;-;-;122526;126471"
"""291420 IRAJUBA"";22082;-;-;-;-;-;30569;52651"
"""291430 IRAMAIA"";2655;-;-;-;-;-;50818;53473"
"""291440 IRAQUARA"";13719;294;1;-;-;-;30567;44581"
"""291450 IRARA"";24580;288;-;-;-;-;213341;238209"
"""291460 IRECE"";1539143;16303;1026;1;5;-;1370361;2926839"
"""291465 ITABELA"";85448;526;-;-;-;-;348653;434627"
"""291470 ITABERABA"";1001764;289;1;10;-;-;813908;1815972"
"""291480 ITABUNA"";1532174;37110;309;2;-;19;1848050;3417664"
"""291490 ITACARE"";4273;39099;158;9;2;2;146157;189700"
"""291500 ITAETE"";5671;-;-;-;-;-;935;6606"
"""291510 ITAGI"";3949;7;-;-;-;-;10532;14488"
"""291520 ITAGIBA"";5522;-;-;14;-;-;539;6075"
"""291530 ITAGIMIRIM"";224;-;-;-;-;-;9070;9294"
"""291535 ITAGUACU DA BAHIA"";6756;-;-;-;-;-;56394;63150"
"""291540 ITAJU DO COLONIA"";3477;-;-;-;-;-;20072;23549"
"""291550 ITAJUIPE"";6471;3446;1;-;-;-;49705;59623"
"""291560 ITAMARAJU"";43986;2292;4;-;-;-;629371;675653"
"""291570 ITAMARI"";2911;-;-;-;-;-;180;3091"
"""291580 ITAMBE"";31405;467;-;-;-;-;173615;205487"
"""291590 ITANAGRA"";501;1761;-;-;-;-;11736;13998"
"""291600 ITANHEM"";6090;849;-;-;-;-;23610;30549"
"""291610 ITAPARICA"";10628;1507;-;-;2;-;132353;144490"
"""291620 ITAPE"";597;855;-;-;-;-;27280;28732"
"""291630 ITAPEBI"";4025;368;-;-;-;-;26853;31246"
"""291640 ITAPETINGA"";773191;256;10;6;-;-;1150602;1924065"
"""291650 ITAPICURU"";3761;-;-;-;-;-;198415;202176"
"""291660 ITAPITANGA"";25;-;-;-;-;-;794;819"
"""291670 ITAQUARA"";482;-;-;-;-;-;3272;3754"
"""291680 ITARANTIM"";7271;6220;8;-;-;-;62544;76043"
"""291685 ITATIM"";26077;541;-;-;-;-;115000;141618"
"""291690 ITIRUCU"";10087;16;-;-;-;-;28104;38207"
"""291700 ITIUBA"";69211;281;14;9;1;-;100934;170450"
"""291710 ITORORO"";19826;23579;-;-;-;-;280239;323644"
"""291720 ITUACU"";-;-;-;-;-;-;51394;51394"
"""291730 ITUBERA"";20604;-;-;2;-;-;96737;117343"
"""291733 IUIU"";5598;-;-;-;-;-;48755;54353"
"""291735 JABORANDI"";21711;1;-;-;-;-;68808;90520"
"""291740 JACARACI"";8254;4;1;-;-;-;23490;31749"
"""291750 JACOBINA"";1406798;5957;4;-;-;-;594401;2007160"
"""291760 JAGUAQUARA"";23693;25517;29;3;-;-;74032;123274"
"""291770 JAGUARARI"";27013;1;16;-;-;-;73181;100211"
"""291780 JAGUARIPE"";4896;-;-;-;-;-;1169;6065"
"""291790 JANDAIRA"";4064;-;-;-;-;-;148;4212"
"""291800 JEQUIE"";1761921;13059;13;2;8;1703;1771725;3548431"
"""291810 JEREMOABO"";19705;32;-;-;1;8;120921;140667"
"""291820 JIQUIRICA"";7299;-;-;-;-;-;11322;18621"
"""291830 JITAUNA"";9549;-;-;-;-;-;57226;66775"
"""291835 JOAO DOURADO"";10535;2523;707;222;85;19;140611;154702"
"""291840 JUAZEIRO"";1377288;7580;3023;10;-;9;1411145;2799055"
"""291845 JUCURUCU"";5334;-;-;-;-;-;102271;107605"
"""291850 JUSSARA"";7536;-;-;-;-;-;56066;63602"
"""291855 JUSSARI"";8054;2;-;-;-;-;8635;16691"
"""291860 JUSSIAPE"";1934;-;-;-;-;-;23703;25637"
"""291870 LAFAIETE COUTINHO"";-;-;-;-;-;-;211;211"
"""291875 LAGOA REAL"";5361;-;-;-;-;-;43922;49283"
"""291880 LAJE"";7219;1;-;-;-;-;85552;92772"
"""291890 LAJEDAO"";4228;-;-;-;-;-;55140;59368"
"""291900 LAJEDINHO"";170;-;-;-;-;-;1332;1502"
"""291905 LAJEDO DO TABOCAL"";18728;-;-;-;-;-;27900;46628"
"""291910 LAMARAO"";-;-;-;-;-;-;422;422"
"""291915 LAPAO"";14219;80;-;-;-;-;228308;242607"
"""291920 LAURO DE FREITAS"";232835;2783;76;-;28;-;1018653;1254375"
"""291930 LENCOIS"";558;699;-;-;-;-;28564;29821"
"""291940 LICINIO DE ALMEIDA"";7485;-;-;-;-;-;10074;17559"
"""291950 LIVRAMENTO DE NOSSA SENHORA"";90708;4;1;35;-;-;274882;365630"
"""291955 LUIS EDUARDO MAGALHAES"";219656;801;200;164;100;212;714630;935763"
"""291960 MACAJUBA"";10513;-;-;-;-;-;104224;114737"
"""291970 MACARANI"";14095;121;-;1;-;-;63336;77553"
"""291980 MACAUBAS"";60501;6;-;-;-;-;144622;205129"
"""291990 MACURURE"";340;3097;-;-;-;-;1175;4612"
"""291992 MADRE DE DEUS"";18036;1178;1;-;-;1;218295;237511"
"""291995 MAETINGA"";10521;3;1;-;-;-;34709;45234"
"""292000 MAIQUINIQUE"";2874;64;-;-;-;-;15235;18173"
"""292010 MAIRI"";17268;3888;-;4;-;2;162718;183880"
"""292020 MALHADA"";6023;-;-;-;-;-;18173;24196"
"""292030 MALHADA DE PEDRAS"";1546;-;-;-;-;-;69386;70932"
"""292040 MANOEL VITORINO"";4620;-;-;-;-;-;828;5448"
"""292045 MANSIDAO"";8033;-;-;-;-;-;7986;16019"
"""292050 MARACAS"";9233;68;-;-;-;-;76554;85855"
"""292060 MARAGOGIPE"";7319;309;1;-;-;-;145936;153565"
"""292070 MARAU"";7413;2;-;-;-;-;40227;47642"
"""292080 MARCIONILIO SOUZA"";5750;-;-;-;-;-;15903;21653"
"""292090 MASCOTE"";3040;-;-;-;-;-;235;3275"
"""292100 MATA DE SAO JOAO"";13709;257;-;-;-;-;137565;151531"
"""292105 MATINA"";548;-;-;-;-;-;3077;3625"
"""292110 MEDEIROS NETO"";29654;275;-;-;1;-;74930;104860"
"""292120 MIGUEL CALMON"";25714;-;-;-;-;-;193506;219220"
"""292130 MILAGRES"";1985;1584;-;-;-;-;18922;22491"
"""292140 MIRANGABA"";10461;-;-;-;-;-;108251;118712"
"""292145 MIRANTE"";1940;-;-;-;-;-;68716;70656"
"""292150 MONTE SANTO"";7526;376;-;-;-;-;97615;105517"
"""292160 MORPARA"";4685;-;-;-;-;-;1397;6082"
"""292170 MORRO DO CHAPEU"";99830;5057;1;-;-;1;241895;346784"
"""292180 MORTUGABA"";6600;219;-;-;-;-;60300;67119"
"""292190 MUCUGE"";7774;191;-;-;-;-;22603;30568"
"""292200 MUCURI"";23050;15539;-;4;-;-;158083;196676"
"""292205 MULUNGU DO MORRO"";10317;350;1;1;-;-;93623;104292"
"""292210 MUNDO NOVO"";152328;44;-;-;-;-;47313;199685"
"""292220 MUNIZ FERREIRA"";3870;2;-;1;-;-;1306;5179"
"""292225 MUQUEM DE SAO FRANCISCO"";4478;14;-;-;-;-;5130;9622"
"""292230 MURITIBA"";25289;-;-;-;-;-;53404;78693"
"""292240 MUTUIPE"";28093;4434;2;1;-;-;155561;188091"
"""292250 NAZARE"";33455;2301;15;-;-;-;196933;232704"
"""292260 NILO PECANHA"";6232;-;-;-;-;-;99;6331"
"""292265 NORDESTINA"";5133;10;1;2;-;-;74184;79330"
"""292270 NOVA CANAA"";7907;-;-;-;-;-;11831;19738"
"""292273 NOVA FATIMA"";4555;-;-;-;-;-;9947;14502"
"""292275 NOVA IBIA"";6597;-;-;-;-;-;693;7290"
"""292280 NOVA ITARANA"";1;2214;-;-;-;-;32411;34626"
"""292290 NOVA SOURE"";19780;-;-;-;-;-;175022;194802"
"""292300 NOVA VICOSA"";29027;3225;-;2;1;-;181579;213834"
"""292303 NOVO HORIZONTE"";10615;-;-;-;-;-;26144;36759"
"""292305 NOVO TRIUNFO"";6251;-;-;-;-;-;507;6758"
"""292310 OLINDINA"";34149;-;-;-;-;-;22576;56725"
"""292320 OLIVEIRA DOS BREJINHOS"";9601;-;-;-;-;-;88682;98283"
"""292330 OURICANGAS"";5539;70;-;-;-;-;16480;22089"
"""292335 OUROLANDIA"";2622;13;-;-;-;-;81203;83838"
"""292340 PALMAS DE MONTE ALTO"";11071;-;-;-;-;-;90789;101860"
"""292350 PALMEIRAS"";5649;16;-;-;-;-;72;5737"
"""292360 PARAMIRIM"";42703;227;1;-;-;-;192720;235651"
"""292370 PARATINGA"";17042;2;-;-;-;-;75572;92616"
"""292380 PARIPIRANGA"";17933;-;-;-;-;-;162464;180397"
"""292390 PAU BRASIL"";5348;55;-;-;-;-;8971;14374"
"""292400 PAULO AFONSO"";946512;13732;16;-;-;4;274241;1234505"
"""292405 PE DE SERRA"";9873;-;-;-;-;-;54141;64014"
"""292410 PEDRAO"";4249;-;-;-;-;-;18670;22919"
"""292420 PEDRO ALEXANDRE"";5744;-;-;-;-;-;33504;39248"
"""292430 PIATA"";12360;70;-;-;-;-;59358;71788"
"""292440 PILAO ARCADO"";-;-;-;-;-;-;37739;37739"
"""292450 PINDAI"";7885;-;-;3;-;-;22570;30458"
"""292460 PINDOBACU"";73124;1;-;-;-;-;102902;176027"
"""292465 PINTADAS"";6418;25612;82;-;1;-;28271;60384"
"""292467 PIRAI DO NORTE"";3993;-;-;-;-;-;313;4306"
"""292470 PIRIPA"";6290;1;-;-;-;-;47693;53984"
"""292480 PIRITIBA"";9232;-;-;-;-;-;28905;38137"
