"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""316257 SAO JOAO DO MANTENINHA"";3438;178;-;-;-;-;13319;16935"
"""316260 SAO JOAO DO ORIENTE"";11331;-;-;-;-;-;521;11852"
"""316265 SAO JOAO DO PACUI"";327;-;-;-;-;-;488;815"
"""316270 SAO JOAO DO PARAISO"";38795;53;-;-;-;-;141024;179872"
"""316280 SAO JOAO EVANGELISTA"";1597;375;-;-;-;-;160192;162164"
"""316290 SAO JOAO NEPOMUCENO"";38689;1222;4;-;1;-;459194;499110"
"""316292 SAO JOAQUIM DE BICAS"";136992;-;-;-;-;-;424504;561496"
"""316294 SAO JOSE DA BARRA"";339;-;-;-;-;-;34163;34502"
"""316295 SAO JOSE DA LAPA"";283;6;-;-;-;-;191806;192095"
"""316300 SAO JOSE DA SAFIRA"";84;-;-;-;-;-;425;509"
"""316310 SAO JOSE DA VARGINHA"";-;-;-;-;-;-;785896;785896"
"""316330 SAO JOSE DO DIVINO"";236;-;-;-;-;-;57;293"
"""316340 SAO JOSE DO GOIABAL"";-;-;-;-;-;-;7082;7082"
"""316350 SAO JOSE DO JACURI"";-;-;-;-;-;-;31;31"
"""316360 SAO JOSE DO MANTIMENTO"";285;-;-;-;-;-;2815;3100"
"""316370 SAO LOURENCO"";131408;3925;122;283;-;-;572970;708708"
"""316380 SAO MIGUEL DO ANTA"";3617;4;-;-;-;-;63336;66957"
"""316390 SAO PEDRO DA UNIAO"";51;-;-;-;-;-;11259;11310"
"""316400 SAO PEDRO DOS FERROS"";1704;-;-;-;-;-;16875;18579"
"""316410 SAO PEDRO DO SUACUI"";216;-;-;-;-;-;16632;16848"
"""316420 SAO ROMAO"";393;-;-;-;-;-;84800;85193"
"""316430 SAO ROQUE DE MINAS"";448;-;-;-;-;-;53541;53989"
"""316443 SAO SEBASTIAO DA VARGEM ALEGRE"";666;-;-;-;-;-;7738;8404"
"""316447 SAO SEBASTIAO DO ANTA"";-;-;-;-;-;-;131;131"
"""316450 SAO SEBASTIAO DO MARANHAO"";294;-;-;-;-;-;25634;25928"
"""316460 SAO SEBASTIAO DO OESTE"";458;2;-;-;-;-;37503;37963"
"""316470 SAO SEBASTIAO DO PARAISO"";179514;33369;2;-;-;-;986527;1199412"
"""316480 SAO SEBASTIAO DO RIO PRETO"";-;-;-;-;-;-;3624;3624"
"""316490 SAO SEBASTIAO DO RIO VERDE"";-;-;-;-;-;-;22014;22014"
"""316500 SAO TIAGO"";60;292;-;-;-;-;41559;41911"
"""316510 SAO TOMAS DE AQUINO"";2303;814;-;-;-;-;68187;71304"
"""316520 SAO THOME DAS LETRAS"";-;-;-;-;-;-;55486;55486"
"""316530 SAO VICENTE DE MINAS"";12029;2;-;-;-;-;50358;62389"
"""316540 SAPUCAI-MIRIM"";120;-;-;-;-;-;25990;26110"
"""316550 SARDOA"";104;-;-;-;-;-;41393;41497"
"""316553 SARZEDO"";22825;3139;4;-;-;-;1019769;1045737"
"""316555 SETUBINHA"";336;-;-;-;-;-;17837;18173"
"""316556 SEM-PEIXE"";148;-;-;-;-;-;15662;15810"
"""316557 SENADOR AMARAL"";984;-;-;-;-;-;1351;2335"
"""316560 SENADOR CORTES"";412;1;-;-;-;-;-;413"
"""316570 SENADOR FIRMINO"";16969;6;-;1;3;1;22481;39461"
"""316580 SENADOR JOSE BENTO"";291;-;-;-;-;-;703;994"
"""316590 SENADOR MODESTINO GONCALVES"";1111;-;-;-;-;-;8519;9630"
"""316600 SENHORA DE OLIVEIRA"";1624;1;-;-;-;-;4042;5667"
"""316610 SENHORA DO PORTO"";295;2;-;-;-;-;569;866"
"""316620 SENHORA DOS REMEDIOS"";1462;-;1;-;-;-;5219;6682"
"""316630 SERICITA"";290;-;-;-;-;-;21745;22035"
"""316640 SERITINGA"";2418;-;-;-;-;-;155;2573"
"""316650 SERRA AZUL DE MINAS"";401;1;-;-;-;-;16730;17132"
"""316660 SERRA DA SAUDADE"";301;-;-;-;-;-;25335;25636"
"""316670 SERRA DOS AIMORES"";-;-;-;-;-;-;319;319"
"""316680 SERRA DO SALITRE"";10931;453;-;-;-;-;82261;93645"
"""316690 SERRANIA"";4733;26;-;2;-;-;125441;130202"
"""316695 SERRANOPOLIS DE MINAS"";417;-;-;-;-;-;456;873"
"""316700 SERRANOS"";-;-;-;-;-;-;9920;9920"
"""316710 SERRO"";3106;2242;-;-;2;-;135456;140806"
"""316720 SETE LAGOAS"";4693752;668814;44;9;28;9;343978;5706634"
"""316730 SILVEIRANIA"";732;-;-;-;-;-;3702;4434"
"""316740 SILVIANOPOLIS"";839;-;5;-;-;-;14723;15567"
"""316750 SIMAO PEREIRA"";7;-;-;-;-;-;558;565"
"""316760 SIMONESIA"";5514;-;-;-;-;-;59129;64643"
"""316770 SOBRALIA"";1259;-;-;-;-;-;3684;4943"
"""316780 SOLEDADE DE MINAS"";-;-;-;-;-;-;18625;18625"
"""316790 TABULEIRO"";392;-;-;-;-;-;1519;1911"
"""316800 TAIOBEIRAS"";46802;524;-;16;-;-;358356;405698"
"""316805 TAPARUBA"";177;-;-;-;-;-;1201;1378"
"""316810 TAPIRA"";-;-;-;-;-;-;3387;3387"
"""316820 TAPIRAI"";553;-;-;-;-;-;18;571"
"""316830 TAQUARACU DE MINAS"";-;-;-;-;-;-;1455;1455"
"""316840 TARUMIRIM"";2475;205;-;-;-;-;32409;35089"
"""316850 TEIXEIRAS"";491;-;-;-;-;-;29656;30147"
"""316860 TEOFILO OTONI"";2808454;411804;68;74;19;12;731647;3952078"
"""316870 TIMOTEO"";104647;253816;-;-;1;-;255811;614275"
"""316880 TIRADENTES"";76142;-;-;-;-;-;9955;86097"
"""316890 TIROS"";371;-;-;-;-;-;71882;72253"
"""316900 TOCANTINS"";44484;-;-;-;-;-;93596;138080"
"""316905 TOCOS DO MOJI"";100;-;-;-;-;-;1394;1494"
"""316910 TOLEDO"";1085;-;-;-;-;-;4620;5705"
"""316920 TOMBOS"";19107;157;-;-;-;-;262189;281453"
"""316930 TRES CORACOES"";80613;874;5;13;-;-;467376;548881"
"""316935 TRES MARIAS"";134941;2252;1;-;-;24;278939;416157"
"""316940 TRES PONTAS"";168182;291;7;3;-;-;873874;1042357"
"""316950 TUMIRITINGA"";82;-;-;-;-;-;302;384"
"""316960 TUPACIGUARA"";23328;156;-;-;-;-;52024;75508"
"""316970 TURMALINA"";3064;583;-;-;-;-;161066;164713"
"""316980 TURVOLANDIA"";-;-;-;-;-;-;732;732"
"""316990 UBA"";3226010;6877;169;-;-;-;798314;4031370"
"""317000 UBAI"";345;-;-;-;-;-;21312;21657"
"""317005 UBAPORANGA"";-;-;-;-;-;-;6502;6502"
"""317010 UBERABA"";5360253;465864;16;1;34;-;1378380;7204548"
"""317020 UBERLANDIA"";9146647;320821;25;15;4;-;10950310;20417822"
"""317030 UMBURATIBA"";267;-;-;-;-;-;2495;2762"
"""317040 UNAI"";960366;248;-;-;-;-;763114;1723728"
"""317043 UNIAO DE MINAS"";829;3;-;-;-;-;24696;25528"
"""317047 URUANA DE MINAS"";-;27;-;-;-;-;700419;700446"
"""317050 URUCANIA"";3706;1;-;-;-;-;126405;130112"
"""317052 URUCUIA"";3698;2656;-;-;-;-;64296;70650"
"""317057 VARGEM ALEGRE"";307;-;-;-;-;-;4002;4309"
"""317060 VARGEM BONITA"";1828;-;-;-;-;-;14673;16501"
"""317065 VARGEM GRANDE DO RIO PARDO"";526;-;-;-;-;-;12137;12663"
"""317070 VARGINHA"";5281296;240;4;4;3;-;2619060;7900607"
"""317075 VARJAO DE MINAS"";1462;182;-;12;-;-;46899;48555"
"""317080 VARZEA DA PALMA"";14049;4240;-;-;-;-;587348;605637"
"""317090 VARZELANDIA"";5615;1;-;-;-;-;29323;34939"
"""317100 VAZANTE"";5353;959;-;-;-;-;129557;135869"
"""317103 VERDELANDIA"";3081;-;-;-;-;-;33371;36452"
"""317107 VEREDINHA"";3477;-;-;1;-;-;20749;24227"
"""317110 VERISSIMO"";364;2;-;-;-;-;38809;39175"
"""317115 VERMELHO NOVO"";-;-;-;-;-;-;1927;1927"
"""317120 VESPASIANO"";43244;1;-;3;-;-;1786021;1829269"
"""317130 VICOSA"";378811;20726;19;5;-;20;565580;965161"
"""317140 VIEIRAS"";1661;156;-;-;-;-;3353;5170"
"""317150 MATHIAS LOBATO"";1010;-;-;-;-;-;704;1714"
"""317160 VIRGEM DA LAPA"";2262;-;-;-;-;-;68474;70736"
"""317170 VIRGINIA"";30;-;-;-;-;-;31813;31843"
"""317180 VIRGINOPOLIS"";464;-;-;-;-;-;33265;33729"
"""317190 VIRGOLANDIA"";1683;-;-;-;-;-;8997;10680"
"""317200 VISCONDE DO RIO BRANCO"";20696;81;-;-;-;1;307826;328604"
"""317210 VOLTA GRANDE"";10902;117;-;-;-;-;6792;17811"
"""317220 WENCESLAU BRAZ"";-;-;-;-;-;-;16373;16373"
"""320010 AFONSO CLAUDIO"";47652;2563;1;-;-;-;244399;294615"
"""320013 AGUIA BRANCA"";11531;26;-;-;-;-;64968;76525"
"""320016 AGUA DOCE DO NORTE"";653;-;-;-;-;-;65765;66418"
"""320020 ALEGRE"";28138;500;-;-;-;-;287918;316556"
"""320030 ALFREDO CHAVES"";5577;-;-;-;-;-;179351;184928"
"""320040 ANCHIETA"";23937;247;-;-;-;-;362100;386284"
"""320050 APIACA"";15013;28;-;-;-;-;87770;102811"
"""320060 ARACRUZ"";1633053;5944;1;-;-;-;1290982;2929980"
"""320070 ATILIO VIVACQUA"";528;-;-;-;-;-;137185;137713"
"""320080 BAIXO GUANDU"";76697;422;-;-;-;-;169041;246160"
"""320090 BARRA DE SAO FRANCISCO"";159483;1380;5;-;1;-;571183;732052"
"""320100 BOA ESPERANCA"";124662;-;-;-;-;-;78390;203052"
"""320110 BOM JESUS DO NORTE"";19978;119;-;-;-;-;159808;179905"
"""320115 BREJETUBA"";60063;61;-;-;-;-;172325;232449"
"""320120 CACHOEIRO DE ITAPEMIRIM"";3106572;193916;31;5;3;1;1891336;5191864"
"""320130 CARIACICA"";6589599;10857;12;30;25;-;3206837;9807360"
"""320140 CASTELO"";531752;-;-;-;-;-;430294;962046"
"""320150 COLATINA"";3935559;47169;20;1;217;20;929997;4912983"
"""320160 CONCEICAO DA BARRA"";174602;-;-;-;-;-;204211;378813"
"""320170 CONCEICAO DO CASTELO"";26610;-;-;-;-;-;106104;132714"
"""320180 DIVINO DE SAO LOURENCO"";4;-;-;-;-;-;16004;16008"
"""320190 DOMINGOS MARTINS"";45058;123186;6;-;-;-;95558;263808"
"""320200 DORES DO RIO PRETO"";270;-;-;-;-;-;38747;39017"
"""320210 ECOPORANGA"";4093;-;-;-;-;-;52651;56744"
"""320220 FUNDAO"";9032;5;-;-;-;-;294505;303542"
"""320225 GOVERNADOR LINDENBERG"";41807;2;1;1;5;-;138738;180554"
"""320230 GUACUI"";1114236;4618;-;-;-;-;365364;1484218"
"""320240 GUARAPARI"";166064;10627;9;-;-;1;397633;574334"
"""320245 IBATIBA"";73519;1498;-;6;5;-;266926;341954"
"""320250 IBIRACU"";-;-;-;-;-;-;675385;675385"
"""320255 IBITIRAMA"";791;3;-;-;-;-;100349;101143"
"""320260 ICONHA"";6478;1570;-;-;-;-;144338;152386"
"""320265 IRUPI"";14506;737;-;-;-;-;160450;175693"
"""320270 ITAGUACU"";4284;-;-;-;-;-;145039;149323"
"""320280 ITAPEMIRIM"";1043789;27;-;-;-;-;262448;1306264"
"""320290 ITARANA"";8835;144;-;-;-;-;130215;139194"
"""320300 IUNA"";22437;427;3;-;-;-;288093;310960"
"""320305 JAGUARE"";912358;55;-;-;-;-;336918;1249331"
"""320310 JERONIMO MONTEIRO"";6376;7;-;-;-;-;121552;127935"
"""320313 JOAO NEIVA"";39098;2733;-;-;-;-;289655;331486"
"""320316 LARANJA DA TERRA"";3632;-;-;-;-;-;60651;64283"
"""320320 LINHARES"";2315717;9884;21;4;1;-;1692317;4017944"
"""320330 MANTENOPOLIS"";53426;-;-;-;-;-;84121;137547"
"""320332 MARATAIZES"";90;-;-;-;-;-;270553;270643"
"""320334 MARECHAL FLORIANO"";33885;11273;-;-;-;-;147407;192565"
"""320335 MARILANDIA"";2405;-;-;-;-;-;193393;195798"
"""320340 MIMOSO DO SUL"";80703;2995;-;-;-;-;238941;322639"
"""320350 MONTANHA"";6432;102;-;1;-;-;233749;240284"
"""320360 MUCURICI"";855;221;-;-;-;-;49358;50434"
"""320370 MUNIZ FREIRE"";1837;533;-;-;-;-;73590;75960"
"""320380 MUQUI"";3795;-;-;-;-;-;114268;118063"
"""320390 NOVA VENECIA"";1949137;4001;3;-;-;-;298608;2251749"
"""320400 PANCAS"";94580;-;-;-;-;-;219382;313962"
"""320405 PEDRO CANARIO"";106027;535;-;-;-;-;126743;233305"
"""320410 PINHEIROS"";16823;959;-;-;-;-;322193;339975"
"""320420 PIUMA"";21078;-;-;-;-;-;93813;114891"
"""320425 PONTO BELO"";83495;-;-;-;-;-;49299;132794"
"""320430 PRESIDENTE KENNEDY"";61652;14;-;-;-;-;279641;341307"
"""320435 RIO BANANAL"";1;16378;2;-;-;-;233275;249656"
"""320440 RIO NOVO DO SUL"";4368;-;-;-;-;-;94242;98610"
"""320450 SANTA LEOPOLDINA"";66698;-;-;-;-;-;122234;188932"
"""320455 SANTA MARIA DE JETIBA"";56424;2527;-;-;-;-;246939;305890"
"""320460 SANTA TERESA"";60085;1890;-;-;-;-;336474;398449"
"""320465 SAO DOMINGOS DO NORTE"";25664;-;-;-;-;-;109461;135125"
"""320470 SAO GABRIEL DA PALHA"";90831;-;-;-;-;-;315467;406298"
"""320480 SAO JOSE DO CALCADO"";40438;604;-;-;-;-;287710;328752"
"""320490 SAO MATEUS"";2330063;26447;13;2;-;1;891401;3247927"
"""320495 SAO ROQUE DO CANAA"";19038;190;-;-;-;-;303290;322518"
"""320500 SERRA"";5034894;642754;4;3;-;3;4241089;9918747"
"""320501 SOORETAMA"";1843;13;-;-;-;-;252620;254476"
"""320503 VARGEM ALTA"";26327;2158;1;-;-;-;188463;216949"
"""320506 VENDA NOVA DO IMIGRANTE"";1458529;2445;1;-;-;-;276157;1737132"
"""320510 VIANA"";21154;-;-;-;-;-;1179900;1201054"
"""320515 VILA PAVAO"";31070;-;-;-;-;-;82378;113448"
"""320517 VILA VALERIO"";2574;-;-;-;-;-;14852;17426"
"""320520 VILA VELHA"";7448813;154877;6;35;1;13;4385973;11989718"
"""320530 VITORIA"";6051553;97249;40;12;2;11;5092658;11241525"
"""330010 ANGRA DOS REIS"";276692;43182;10;16;65;1;3551794;3871760"
"""330015 APERIBE"";18118;273;-;-;-;-;175658;194049"
"""330020 ARARUAMA"";184990;7092;2;4;-;4;3924379;4116471"
"""330022 AREAL"";4369;3569;14;5;-;3;273141;281101"
"""330023 ARMACAO DOS BUZIOS"";14731;5682;8;-;1;-;305433;325855"
"""330025 ARRAIAL DO CABO"";14726;666;-;3;-;-;552789;568184"
"""330030 BARRA DO PIRAI"";126850;2685;2;1;-;-;575979;705517"
"""330040 BARRA MANSA"";611021;348996;5;7;2;-;853036;1813067"
"""330045 BELFORD ROXO"";4675027;129304;106;328;5;7;23241369;28046146"
"""330050 BOM JARDIM"";198;469;-;-;-;-;136314;136981"
"""330060 BOM JESUS DO ITABAPOANA"";260989;8166;11;1;-;-;1290958;1560125"
"""330070 CABO FRIO"";458467;45899;8;6;2;6;2845930;3350318"
"""330080 CACHOEIRAS DE MACACU"";116137;22370;4;2;-;1;1316370;1454884"
"""330090 CAMBUCI"";697;162;-;-;-;-;57460;58319"
"""330093 CARAPEBUS"";31164;308;-;-;5;-;413330;444807"
"""330095 COMENDADOR LEVY GASPARIAN"";34752;2;-;-;-;1;172892;207647"
"""330100 CAMPOS DOS GOYTACAZES"";3543734;842490;194;12;11410;22020;2374982;6794842"
"""330110 CANTAGALO"";13631;1608;1;3;-;-;257725;272968"
"""330115 CARDOSO MOREIRA"";21905;10;-;1;-;-;93561;115477"
"""330120 CARMO"";25306;28272;-;1;-;-;307859;361438"
"""330130 CASIMIRO DE ABREU"";123510;11078;-;-;-;-;1896957;2031545"
"""330140 CONCEICAO DE MACABU"";18357;-;-;-;-;-;170821;189178"
"""330150 CORDEIRO"";38589;926;-;-;-;-;289090;328605"
"""330160 DUAS BARRAS"";36025;5943;4;2;-;-;207615;249589"
"""330170 DUQUE DE CAXIAS"";5100360;285169;361;75;1;8;17002457;22388431"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";17135;20934;6;-;-;-;216923;254998"
"""330185 GUAPIMIRIM"";89340;15442;1;7;-;-;1677783;1782573"
"""330187 IGUABA GRANDE"";25361;10;-;2;-;-;1165727;1191100"
"""330190 ITABORAI"";231476;148732;18;12;1;20;2689318;3069577"
"""330200 ITAGUAI"";106787;233003;5;11;1;1;922915;1262723"
"""330205 ITALVA"";35817;-;3;1;-;-;261286;297107"
"""330210 ITAOCARA"";20354;343;-;-;-;-;63040;83737"
"""330220 ITAPERUNA"";342250;171887;81;3;10;-;1361911;1876142"
"""330225 ITATIAIA"";74286;-;-;-;-;-;300372;374658"
"""330227 JAPERI"";136815;3987;1;8;-;5;817085;957901"
"""330230 LAJE DO MURIAE"";74939;100;-;2;-;-;156151;231192"
"""330240 MACAE"";162323;92004;20;11;10;2;4979759;5234129"
"""330245 MACUCO"";2695;-;-;-;-;-;81159;83854"
"""330250 MAGE"";283005;166226;14;70;4;4;5554445;6003768"
"""330260 MANGARATIBA"";46854;2294;-;-;-;1;1080866;1130015"
"""330270 MARICA"";1210899;41436;-;6;-;-;2450604;3702945"
"""330280 MENDES"";10869;27;-;-;-;-;360530;371426"
"""330285 MESQUITA"";161880;179306;-;1;-;-;2938189;3279376"
"""330290 MIGUEL PEREIRA"";22258;6;3;13;-;-;396798;419078"
"""330300 MIRACEMA"";16413;1679;33;1;-;-;345173;363299"
"""330310 NATIVIDADE"";84593;2274;8;11;-;-;201808;288694"
"""330320 NILOPOLIS"";212128;304703;-;-;-;-;1241754;1758585"
"""330330 NITEROI"";787473;479744;49;29;6;23;6237620;7504944"
"""330340 NOVA FRIBURGO"";181734;163771;-;-;1;-;2549833;2895339"
"""330350 NOVA IGUACU"";362259;958738;66;6;988;31;7425321;8747409"
"""330360 PARACAMBI"";80828;3931;1;1;-;-;1720979;1805740"
"""330370 PARAIBA DO SUL"";71939;42;-;-;-;-;492262;564243"
"""330380 PARATY"";163340;3676;1;50;24;36;731886;899013"
"""330385 PATY DO ALFERES"";41469;27;-;-;-;-;180207;221703"
"""330390 PETROPOLIS"";1333769;288294;41;18;3;1;3011814;4633940"
"""330395 PINHEIRAL"";20601;1752;1;-;-;-;458584;480938"
"""330400 PIRAI"";56882;3153;44;-;13;1;486571;546664"
"""330410 PORCIUNCULA"";89861;-;1;-;-;-;280041;369903"
"""330411 PORTO REAL"";71248;-;-;-;-;-;793049;864297"
"""330412 QUATIS"";15706;92;-;3;-;-;143483;159284"
"""330414 QUEIMADOS"";633631;155522;6;8;-;-;1379138;2168305"
"""330415 QUISSAMA"";51225;3;-;11;-;-;1119315;1170554"
"""330420 RESENDE"";239084;6069;17;2;37;1;1880594;2125804"
"""330430 RIO BONITO"";207761;12857;24;10;-;-;1320112;1540764"
"""330440 RIO CLARO"";20340;-;-;-;-;-;295319;315659"
"""330450 RIO DAS FLORES"";27597;40;2;-;-;-;620074;647713"
"""330452 RIO DAS OSTRAS"";123804;12049;8;4;-;-;870670;1006535"
"""330455 RIO DE JANEIRO"";66468148;11802698;547;122;46;52;40528300;118799913"
"""330460 SANTA MARIA MADALENA"";8065;-;-;-;-;-;230858;238923"
"""330470 SANTO ANTONIO DE PADUA"";96760;614;-;-;-;-;340230;437604"
"""330475 SAO FRANCISCO DE ITABAPOANA"";58942;2253;1;1;2;1;971405;1032605"
"""330480 SAO FIDELIS"";20023;1119;-;-;-;-;565802;586944"
"""330490 SAO GONCALO"";719598;855862;87;29;7;3;12647369;14222955"
"""330500 SAO JOAO DA BARRA"";58333;6333;18;4;-;-;840015;904703"
"""330510 SAO JOAO DE MERITI"";743995;316451;3;1;2;-;6099805;7160257"
"""330513 SAO JOSE DE UBA"";17565;63;-;-;-;-;125;17753"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";46448;3121;31;12;18;3;446712;496345"
"""330520 SAO PEDRO DA ALDEIA"";191024;52673;1;1;-;-;881516;1125215"
"""330530 SAO SEBASTIAO DO ALTO"";19454;1;-;-;-;1;497627;517083"
"""330540 SAPUCAIA"";8107;20;4;-;-;-;81866;89997"
"""330550 SAQUAREMA"";102104;7170;3;1;-;-;1493194;1602472"
"""330555 SEROPEDICA"";69863;145189;12;7;3;-;683616;898690"
"""330560 SILVA JARDIM"";33245;7533;2;-;-;-;392778;433558"
"""330570 SUMIDOURO"";8063;237;-;-;-;-;138569;146869"
"""330575 TANGUA"";51615;367;10;-;-;-;509512;561504"
"""330580 TERESOPOLIS"";736056;23596;4;28;-;1;3417678;4177363"
"""330590 TRAJANO DE MORAES"";3070;1593;-;-;1;-;175192;179856"
"""330600 TRES RIOS"";105766;6764;2;-;-;2;1831239;1943773"
"""330610 VALENCA"";108348;32082;1;-;-;-;1157438;1297869"
"""330615 VARRE-SAI"";21413;13;2;-;-;-;98126;119554"
"""330620 VASSOURAS"";121026;2825;11;-;-;-;574710;698572"
"""330630 VOLTA REDONDA"";550735;24160;23;35;7;4;4774811;5349775"
"""350010 ADAMANTINA"";251133;2624;3;-;10;-;611458;865228"
"""350020 ADOLFO"";13843;-;-;-;-;-;69135;82978"
"""350030 AGUAI"";73603;3613;-;-;-;-;575936;653152"
"""350040 AGUAS DA PRATA"";16378;-;-;-;-;-;86397;102775"
"""350050 AGUAS DE LINDOIA"";7891;8;-;-;-;-;43093;50992"
"""350055 AGUAS DE SANTA BARBARA"";900;-;-;-;-;-;91170;92070"
"""350060 AGUAS DE SAO PEDRO"";2878;2493;-;-;-;-;89515;94886"
"""350070 AGUDOS"";42286;8310;2;-;-;-;761553;812151"
"""350075 ALAMBARI"";14711;2503;-;-;-;-;165311;182525"
"""350080 ALFREDO MARCONDES"";4479;-;-;-;-;-;101474;105953"
"""350090 ALTAIR"";12515;-;-;-;-;-;46649;59164"
"""350100 ALTINOPOLIS"";16240;25505;-;-;-;-;436014;477759"
"""350110 ALTO ALEGRE"";2348;-;-;-;-;-;62591;64939"
"""350115 ALUMINIO"";1459;-;-;-;-;-;186918;188377"
"""350120 ALVARES FLORENCE"";10149;-;3;-;-;-;2780;12932"
"""350130 ALVARES MACHADO"";56401;248;-;-;-;-;704015;760664"
"""350140 ALVARO DE CARVALHO"";2230;476;-;-;-;-;19467;22173"
"""350150 ALVINLANDIA"";639;3;-;-;1;-;26362;27005"
"""350160 AMERICANA"";510233;137;-;22;12;4;2075546;2585954"
"""350170 AMERICO BRASILIENSE"";205955;106322;-;1;-;-;423665;735943"
"""350180 AMERICO DE CAMPOS"";974;1;-;2;-;-;26753;27730"
"""350190 AMPARO"";121435;18012;12;-;-;4;943811;1083274"
"""350200 ANALANDIA"";14085;35;-;-;-;-;84559;98679"
"""350210 ANDRADINA"";246843;125;8;3;-;-;1000711;1247690"
"""350220 ANGATUBA"";11157;3923;-;-;-;-;361573;376653"
"""350230 ANHEMBI"";21477;19681;11;-;-;-;103628;144797"
"""350240 ANHUMAS"";8049;-;-;-;-;-;21581;29630"
"""350250 APARECIDA"";14348;1585;1;-;-;-;646046;661980"
"""350260 APARECIDA D'OESTE"";6621;201;-;-;-;-;199040;205862"
"""350270 APIAI"";5013;2295;13;-;1;1;186548;193871"
"""350275 ARACARIGUAMA"";17046;64;2;3;-;-;958489;975604"
"""350280 ARACATUBA"";11432435;34201;2;1;1;1;2065163;13531804"
"""350290 ARACOIABA DA SERRA"";14662;11;4;-;-;1;426378;441056"
"""350300 ARAMINA"";17062;18;-;-;-;-;26326;43406"
"""350310 ARANDU"";-;-;-;-;-;-;27157;27157"
"""350315 ARAPEI"";25472;30;-;-;-;-;28983;54485"
"""350320 ARARAQUARA"";10732844;26785;-;-;-;-;2973704;13733333"
"""350330 ARARAS"";72794;140393;32;22;42;25;1636253;1849561"
"""350335 ARCO-IRIS"";-;-;-;-;-;-;11863;11863"
"""350340 AREALVA"";41142;1;3;1;1;-;128858;170006"
"""350350 AREIAS"";9242;2;-;-;5;-;49858;59107"
"""350360 AREIOPOLIS"";14120;4;1;1;-;-;66636;80762"
"""350370 ARIRANHA"";11134;-;-;-;-;-;87082;98216"
"""350380 ARTUR NOGUEIRA"";11381;255;-;-;1;-;429639;441276"
"""350390 ARUJA"";343240;3161;1;-;-;-;865987;1212389"
"""350395 ASPASIA"";1289;-;-;-;-;-;257;1546"
"""350400 ASSIS"";6458956;648;12;1;2;-;1444708;7904327"
"""350410 ATIBAIA"";242915;12520;8;3;3;-;1506760;1762209"
"""350420 AURIFLAMA"";86960;360;-;-;-;-;360497;447817"
"""350430 AVAI"";-;-;-;-;-;-;22353;22353"
"""350440 AVANHANDAVA"";52146;-;-;-;-;-;54765;106911"
"""350450 AVARE"";92211;19203;1;1;-;-;1006839;1118255"
"""350460 BADY BASSITT"";10878;33202;3;-;3;-;476747;520833"
"""350470 BALBINOS"";-;-;-;-;-;-;11662;11662"
"""350480 BALSAMO"";-;-;-;-;-;-;12655;12655"
"""350490 BANANAL"";35147;39;-;-;-;-;74337;109523"
"""350500 BARAO DE ANTONINA"";-;-;-;-;-;-;125;125"
"""350510 BARBOSA"";24701;-;-;-;-;-;210832;235533"
"""350520 BARIRI"";104381;755;5;-;-;-;463650;568791"
"""350530 BARRA BONITA"";40323;6652;2;-;-;-;534902;581879"
"""350535 BARRA DO CHAPEU"";1443;-;-;-;-;-;3087;4530"
"""350540 BARRA DO TURVO"";99;-;-;-;-;-;103655;103754"
"""350550 BARRETOS"";8713065;255359;-;6;-;12;3411375;12379817"
"""350560 BARRINHA"";27953;-;-;-;-;-;177999;205952"
"""350570 BARUERI"";633614;72750;1;6;8;-;11522953;12229332"
"""350580 BASTOS"";30948;8;-;-;-;-;294934;325890"
"""350590 BATATAIS"";141553;2586;7;-;4;-;1059906;1204056"
"""350600 BAURU"";15085821;82347;-;-;-;5;6814038;21982211"
"""350610 BEBEDOURO"";101743;267625;-;-;-;-;622320;991688"
"""350620 BENTO DE ABREU"";732;-;-;-;-;-;27164;27896"
"""350630 BERNARDINO DE CAMPOS"";5866;19873;-;-;-;-;56346;82085"
"""350635 BERTIOGA"";94736;31226;25;56;192;14;1767325;1893574"
"""350640 BILAC"";41031;76;-;-;-;-;165794;206901"
"""350650 BIRIGUI"";149965;21761;-;-;-;-;1823291;1995017"
"""350660 BIRITIBA MIRIM"";28166;27313;10;20;-;1;217198;272708"
"""350670 BOA ESPERANCA DO SUL"";1792;10;-;-;-;-;77499;79301"
"""350680 BOCAINA"";31196;239;-;-;-;-;164721;196156"
"""350690 BOFETE"";8442;86;-;-;-;-;54429;62957"
"""350700 BOITUVA"";142788;3946;-;-;-;-;972286;1119020"
"""350710 BOM JESUS DOS PERDOES"";10636;-;3;-;-;-;177429;188068"
"""350715 BOM SUCESSO DE ITARARE"";27;-;-;-;-;-;3463;3490"
"""350720 BORA"";497;-;-;-;-;-;4211;4708"
"""350730 BORACEIA"";11121;75;-;-;-;-;65451;76647"
"""350740 BORBOREMA"";18001;517;-;1;-;-;182305;200824"
"""350745 BOREBI"";7636;-;-;-;-;-;32606;40242"
"""350750 BOTUCATU"";11788474;32259;20;13;1;1;4831245;16652013"
