"""Munic¡pio"";""2021/Ago"";""2021/Set"";""2021/Out"";""2021/Nov"";""2021/Dez"";""2022/Jan"";""2022/Fev"";""2022/Mar"";""2022/Abr"";""2022/Mai"";""2022/Jun"";""2022/Jul"";""2022/Ago"";""2022/Set"";""2022/Out"";""2022/Nov"";""2022/Dez"";""2023/Jan"";""2023/Fev"";""2023/Mar"";""2023/Abr"";""2023/Mai"";""2023/Jun"";""2023/Jul"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""110146 PIMENTEIRAS DO OESTE"";-;-;-;-;-;7902,20;4727,22;8406,95;10089,45;10734,14;4652,71;5773,25;4315,53;8130,23;7650,61;8240,17;6959,37;9134,40;8737,70;11065,34;8886,52;9262,24;7382,07;6578,88;8631,58;7858,18;9194,52;9274,27;8417,38;10637,57;5938,26;10448,05;11900,91;8344,88;11639,69;13923,42;9259,08;7332,25;8503,99;6653,60;7839,12;7187,15;5990,61;12335,05;14647,13;15920,97;10586,47;9297,56;12491,77;13278,33;11003,44;10426,72;11286,98;10668,81;449546,72"
"""110147 PRIMAVERA DE RONDONIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;908,71;1341,14;427,32;-;-;-;-;-;-;-;-;-;492,30;358,42;297,07;72,02;146,34;372,07;588,60;661,23;905,56;990,72;634,17;1012,80;1161,86;1497,80;858,78;2762,28;3964,79;6191,56;4216,12;1635,08;3071,69;1643,14;1387,35;3766,91;5605,15;6775,87;3477,57;3755,21;60979,63"
"""110148 SAO FELIPE D'OESTE"";-;-;-;-;-;-;-;-;7152,37;10136,04;18320,45;17708,22;18139,89;19268,09;18287,00;18775,20;16939,95;12513,80;10713,17;18526,39;16038,79;21049,39;17063,67;13912,28;12295,69;19852,38;25375,26;27321,98;22966,48;24793,80;40994,83;34211,40;32051,22;30569,75;35903,62;35297,04;30707,19;36617,89;32085,95;31753,83;33905,12;28908,13;33672,42;34469,85;42374,20;47508,62;43120,56;40635,62;53780,51;54330,01;42835,24;45921,14;47910,09;45340,03;1322054,55"
"""110149 SAO FRANCISCO DO GUAPORE"";-;-;-;-;-;73274,37;63336,30;75607,26;78537,49;73836,80;85260,66;95411,91;85959,18;90350,22;82449,01;61597,41;52328,21;71771,90;77489,98;87806,87;77907,60;96335,05;87952,76;101911,06;101471,98;67278,06;120672,39;113179,59;82767,48;91736,67;126979,74;122107,61;124560,92;145898,49;154268,47;139517,86;122949,84;154423,61;101883,47;101833,40;76544,43;88167,98;88301,57;124729,88;134059,81;138741,58;132530,81;153059,83;136511,33;177925,39;181092,57;174931,98;107535,47;175567,29;5280353,54"
"""110150 SERINGUEIRAS"";-;-;-;-;-;31944,38;40422,22;41178,25;20442,35;82530,10;67121,49;41379,63;33853,59;44876,57;48401,36;42639,53;9996,62;38278,66;50626,90;58534,24;57647,34;56144,73;49350,02;77244,11;74349,12;77871,63;51219,06;65607,18;47038,76;45080,79;59679,56;75216,96;81898,73;76199,50;79501,92;76370,04;76237,30;89697,62;95440,51;83537,46;80075,65;81673,02;101873,01;68795,14;67441,49;97436,91;69349,68;78008,78;80449,58;81430,02;86952,99;76904,45;93917,79;-;3111866,74"
"""110155 TEIXEIROPOLIS"";-;-;-;-;-;7112,67;9695,31;13799,77;5879,19;10972,94;9713,92;10365,53;9775,12;10809,09;11376,78;5652,18;5892,07;5438,56;1118,87;2458,93;8155,84;9109,10;6512,22;4182,23;7599,45;8558,03;7239,59;1301,49;4804,19;700,99;5002,56;7355,81;8893,16;6475,72;6832,45;1699,88;5014,01;7482,61;998,51;7095,11;8721,62;14544,27;18279,68;56754,34;40825,08;49642,08;51813,96;48006,12;58667,16;63737,04;60838,94;74205,07;79377,29;-;860486,53"
"""110160 THEOBROMA"";-;-;-;-;-;31225,66;23871,98;27571,79;27186,30;26928,58;26175,82;26499,35;24376,69;27804,71;24096,68;25354,57;29234,82;25480,31;23293,29;21992,43;21966,25;22902,32;22847,98;22675,45;34409,93;33168,04;38565,82;31956,32;22156,01;23917,85;26168,92;30036,12;37412,43;34616,36;31985,56;30291,67;25294,97;29750,76;29861,54;32575,24;24758,16;26735,63;30846,95;33106,18;42005,70;44221,51;33608,97;32642,42;30581,01;30194,99;31299,52;30231,11;28251,78;-;1392136,45"
"""110170 URUPA"";-;-;-;-;-;37994,16;28296,90;29973,08;26967,63;50673,20;41812,10;47839,41;61579,83;44637,61;43353,08;42376,38;43547,14;38854,30;32332,35;49682,54;52614,51;50868,97;49113,57;49813,32;52707,37;45240,99;47834,60;49837,63;42013,59;64383,15;52809,51;50073,06;63765,12;52567,87;49676,40;41312,08;48761,95;57663,60;52314,56;46090,92;45137,48;42875,13;37096,60;37878,91;41200,69;136873,16;62786,67;164113,67;76044,05;82644,88;104313,09;67687,98;78280,10;-;2616314,89"
"""110175 VALE DO ANARI"";-;-;-;-;-;13965,40;13485,50;42080,09;38353,70;61997,14;68150,96;35206,97;-;-;-;-;-;118931,53;69154,26;59585,78;45848,07;49780,83;32249,55;28707,24;31255,49;34608,09;34391,79;42374,87;42209,72;77780,32;79035,16;37236,48;37236,48;9324,36;19404,34;23229,99;17861,56;13547,75;31431,74;45247,51;31277,09;42405,69;37855,14;46143,51;46276,52;51922,65;62970,58;66852,30;59654,11;59969,23;64636,82;63951,80;48936,12;59864,94;1996389,17"
"""110180 VALE DO PARAISO"";-;-;-;-;-;24979,77;7560,47;20956,04;21335,42;25088,01;29299,10;25230,78;19250,17;16874,61;14683,84;20565,90;12073,24;13696,33;10777,58;12215,75;9791,08;9814,97;5068,46;13970,31;13056,92;12504,59;14390,26;16756,51;17544,74;26570,86;18758,16;19552,12;24303,55;19571,13;23951,18;18088,19;18533,21;22248,64;20588,54;18755,39;19831,31;15073,24;14896,43;15989,22;30302,42;33431,31;29657,22;26378,18;24266,40;31031,08;40148,29;43266,36;31876,79;28606,83;1003160,90"
"""120001 ACRELANDIA"";-;-;-;-;-;1382,84;3067,88;2122,94;1927,16;2186,98;1653,77;2766,32;1868,41;2404,47;2086,12;2163,34;2540,95;1798,71;2375,91;1779,83;2810,76;4420,03;3040,10;2975,13;2771,40;3184,17;3714,61;4336,42;3974,44;3360,71;3349,95;4737,01;3897,80;15716,74;13901,66;16923,27;15944,82;18384,48;18193,33;16289,26;14913,98;12498,07;12465,60;20856,06;22113,83;25591,59;22305,38;17403,67;18759,87;22808,45;22019,49;18834,70;20696,33;16982,20;462300,94"
"""120005 ASSIS BRASIL"";-;-;-;-;-;26787,92;21676,23;30806,94;29355,56;33143,06;31110,33;31136,27;29753,72;42151,40;43569,79;45721,78;36250,10;40371,40;44763,37;58652,29;51152,63;48758,92;47186,97;42507,54;50483,00;50664,39;56622,62;48628,67;55588,89;50456,52;37043,32;40285,09;45728,84;40407,36;40514,04;40526,76;40993,93;40118,79;41428,50;42024,46;38581,11;36952,09;39249,07;52935,67;48632,66;50254,49;26085,28;47870,32;48277,75;45262,13;52914,84;48512,99;52595,49;55714,21;2100209,50"
"""120010 BRASILEIA"";-;-;-;-;-;178185,14;120413,87;116491,50;118031,70;140191,61;168902,21;158955,89;179141,34;163366,01;169506,55;158816,20;177927,62;178873,39;181737,13;207856,22;216046,37;260889,73;173968,89;187141,61;215749,85;224628,26;176959,48;165456,16;259734,85;316286,77;319395,04;369535,08;436263,02;427107,07;406738,10;443371,88;416396,26;412778,13;462153,08;369798,82;560143,79;452332,29;430367,36;478071,95;469410,26;506677,57;489201,58;513112,89;504042,45;539956,04;564978,53;530306,05;547015,50;539313,32;15803724,41"
"""120017 CAPIXABA"";-;-;-;-;-;221,85;794,20;1256,50;896,50;1026,30;643,75;561,00;970,00;776,50;726,30;1001,16;780,00;339,12;191,25;816,30;946,50;649,05;4007,23;5658,75;3973,95;5008,65;4180,80;5521,20;4443,79;2027,56;8153,10;11579,92;8931,01;6680,44;4777,97;541,10;747,60;6102,15;947,68;521,80;5907,69;5610,49;1234,02;969,20;479,37;336,77;544,49;949,69;379,65;834,96;1020,66;134,61;1577387,08;6955262,32;8647451,98"
"""120020 CRUZEIRO DO SUL"";-;-;-;274,93;16344,68;553248,04;478477,02;509891,14;488712,80;574046,23;581582,74;592668,74;664841,51;592137,14;699949,46;701372,61;738509,61;713986,49;676826,23;782285,87;747797,61;862840,89;743239,29;808575,25;816955,65;829316,42;897280,85;922556,63;869919,99;931344,91;927958,56;953000,22;991882,66;931102,35;1119290,74;1158503,07;1078066,22;888106,77;1135386,51;1069255,14;1081733,29;9211076,40;1003205,16;937779,41;1034594,80;2481456,55;1808321,09;1177427,66;1099413,35;1156001,57;1100798,58;933107,82;986045,85;958443,85;53016940,35"
"""120025 EPITACIOLANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;102,00;76,50;109,65;137,70;114,75;-;-;-;-;-;-;-;-;-;76,50;114,75;76,50;96,90;142,80;186,15;-;63,75;51,00;51,00;28,05;51,00;99,66;76,50;91,80;117,51;140,25;150,66;250,74;76,50;153,00;76,50;71,40;51,00;81,60;63,75;2979,87"
"""120030 FEIJO"";-;-;-;-;-;57322,82;40796,70;32809,50;44611,10;59539,10;45085,56;58674,98;54574,30;50760,12;62816,03;32001,96;40192,16;69636,96;64410,19;79014,82;76934,49;82386,35;75921,75;82351,12;76693,20;78868,42;66732,33;61124,95;61122,81;60606,74;56790,05;32572,88;33517,33;61367,02;59578,93;68736,15;48986,33;75911,14;70072,94;72129,10;65333,52;62038,62;61807,79;75047,09;79342,02;90209,06;84454,24;87593,71;77962,70;84400,76;93453,63;81071,75;71768,50;44318,39;3153452,11"
"""120032 JORDAO"";-;-;-;-;3324,26;2636,18;2161,00;2626,58;1230,00;2641,86;2894,41;2571,12;2959,20;2821,77;2768,14;2126,41;1845,96;2245,24;2072,32;594,44;2684,13;2464,04;1848,45;2104,07;2204,75;2155,70;3008,27;3599,76;2916,74;3310,43;3307,51;2103,25;-;-;-;1850,65;2258,61;1985,14;1954,50;2593,41;2407,21;2678,12;2163,09;2901,53;2521,90;3050,94;3064,19;4563,25;5377,80;6725,85;4326,27;4877,00;-;-;124525,45"
"""120033 MANCIO LIMA"";-;-;-;-;-;90076,80;41592,31;38295,88;58445,77;58226,44;66646,96;61721,49;59130,47;75936,32;66303,02;59047,86;59165,64;63515,18;60344,47;65871,64;70927,85;75887,76;79133,58;63486,06;73269,38;80998,50;94029,89;85840,85;109616,22;117031,34;107879,83;101385,17;88398,12;117171,51;87806,36;86430,02;78857,95;78476,82;82616,24;66640,27;85768,08;94713,31;65086,84;92175,37;77433,30;85193,16;83118,15;103053,37;84441,28;82850,63;88929,99;83920,25;121959,62;137073,10;3955920,42"
"""120034 MANOEL URBANO"";-;-;-;-;-;30489,35;25588,63;19327,29;21765,37;31467,36;31481,06;-;29873,65;25564,71;27680,44;29597,27;27816,31;27667,31;25943,71;30843,65;34444,77;33203,90;33591,09;35306,90;37330,29;39536,04;53104,92;51992,21;39489,90;30726,04;29814,67;38905,24;51406,18;48783,08;48611,71;51258,61;51020,35;37606,23;34885,08;36428,18;35478,28;41745,77;33375,48;34680,94;33791,04;28787,90;24363,58;36378,79;34471,62;34552,21;43476,05;-;-;-;1583653,16"
"""120035 MARECHAL THAUMATURGO"";-;-;-;-;-;15609,43;13848,34;11422,33;12352,29;23123,06;19721,32;15183,75;14291,99;17688,99;21144,80;28739,24;36692,82;23360,42;21325,50;24715,80;23066,45;22454,47;24726,80;30329,27;25809,50;23613,24;26180,76;19355,17;23154,75;21093,74;25563,96;31714,25;40709,69;21385,27;25083,35;31439,48;29444,19;28570,12;33265,84;33915,34;25968,36;20262,17;24908,50;18748,45;28809,58;27563,78;30637,18;27039,02;27714,55;34626,84;57765,69;26690,03;22761,99;12891,75;1226483,61"
"""120038 PLACIDO DE CASTRO"";-;-;-;-;-;45497,80;35386,00;23946,79;32795,66;45076,10;38493,97;44410,75;40256,91;40308,22;41655,61;46819,14;43145,05;38572,31;28742,16;50362,55;55542,20;66774,33;57433,34;54720,37;64124,84;61074,41;60892,78;58691,83;75452,31;48787,04;50991,74;58496,43;66398,63;58517,47;61960,70;63297,38;53444,30;59035,72;64422,17;50527,36;45730,68;73875,93;59418,16;70800,57;76656,54;74313,85;73409,75;76281,78;73004,44;58837,28;74708,02;66616,55;51264,94;68492,13;2729464,99"
"""120039 PORTO WALTER"";-;-;-;-;5275,72;7199,77;7505,57;6383,24;6648,49;5267,88;5376,66;6006,91;4145,57;6212,86;4571,49;8803,99;8180,51;6779,84;4343,92;6956,54;7715,39;12374,20;9405,54;10797,28;8800,80;9011,07;10881,38;8442,08;6708,47;6190,13;9202,99;7415,07;9072,75;9007,04;8252,31;8350,83;6286,08;8955,09;8834,62;8016,29;8986,46;9219,64;8648,55;7878,75;10589,82;10025,93;14592,41;12413,17;14229,41;20470,95;19500,66;18503,59;9642,39;14239,33;452319,43"
"""120040 RIO BRANCO"";-;-;157,50;14902,69;89434,64;5068226,03;5280274,71;5697572,90;5323379,43;6514179,86;6180221,38;5866239,70;6305790,66;6104815,94;6540222,93;6369358,32;6118337,32;7510293,46;7196807,82;7647320,44;7230792,43;8061798,05;7411176,52;7857167,02;8127132,75;8056637,66;8457504,77;8069591,00;7738523,07;8079065,86;7689816,21;7856535,25;8548924,71;8358299,05;7916671,67;8723780,57;8879005,22;8552516,80;9465475,43;8619525,91;8218882,07;9233438,23;8741651,38;8338595,78;8637747,16;9345144,53;9401016,11;9804444,66;10321066,95;10268659,62;10798608,53;10310805,86;9668629,24;9463169,24;390079335,04"
"""120042 RODRIGUES ALVES"";-;-;-;9431,27;11091,73;18581,38;21606,51;21952,45;20058,50;25286,36;33416,04;29199,00;26684,00;31419,84;27665,68;31385,53;22909,26;24004,47;24490,34;31059,23;29010,03;20766,00;19157,55;18920,37;18412,98;18194,42;21090,55;22252,43;22462,17;20779,35;20589,05;25584,94;30279,37;29384,06;22584,55;27600,92;25694,43;21753,91;19555,13;28561,78;28366,51;28572,25;20032,87;19090,38;20337,39;24226,59;20782,43;21058,11;22791,81;22924,03;-;20109,72;-;-;1121167,67"
"""120043 SANTA ROSA DO PURUS"";-;-;-;-;4719,99;6195,00;-;3098,50;4681,26;5157,18;5391,94;5543,61;4175,74;4629,86;4108,41;4615,80;3681,06;2343,87;3492,65;3508,31;7010,24;8567,02;5683,92;5160,59;5276,50;5070,12;4742,11;4527,33;2716,29;3653,01;3033,34;3416,51;3473,74;4704,07;6103,60;5893,17;10461,29;9081,28;7738,44;4158,48;7607,14;7189,65;6570,02;9331,50;6905,41;6696,61;10525,87;7112,82;5351,43;7508,74;9080,11;6276,64;7338,89;8107,39;281416,45"
"""120045 SENADOR GUIOMARD"";-;-;-;-;-;111039,31;77252,06;88990,69;120357,48;131654,46;154848,27;148072,97;145594,81;188494,24;190058,64;199087,46;174046,68;134037,65;136541,74;145086,23;134367,32;131062,73;122596,37;114833,80;121225,75;110003,74;117540,56;132497,86;136575,57;113391,05;104549,69;97438,09;99777,45;96057,59;91022,81;98344,24;103272,59;113301,77;100398,34;95821,05;88548,30;103533,13;79292,08;92285,03;81859,20;99562,41;97068,29;98424,08;106084,71;100311,05;111005,38;103814,86;101740,64;102112,03;5744882,25"
"""120050 SENA MADUREIRA"";-;-;-;-;-;108248,77;97868,53;89370,31;100991,72;111064,72;111803,50;117621,91;97390,35;73648,75;72450,05;117391,22;112230,19;129876,89;118246,29;142063,90;154870,73;165425,67;181835,89;242951,90;2338476,89;136476,95;146803,19;160695,23;130116,73;119493,56;102187,24;107884,09;127253,50;113998,39;118070,98;118706,62;121575,38;126251,41;122770,00;117243,83;115483,84;112437,80;116485,16;121241,68;112027,04;114616,79;119115,01;148042,83;132398,54;140284,12;189740,78;136369,18;138644,41;134071,75;8384314,21"
"""120060 TARAUACA"";-;-;-;-;-;40957,57;32107,16;36760,40;43050,22;52561,38;41851,99;56289,20;42476,52;39817,94;37422,67;39654,24;34642,83;45421,24;46656,71;54252,52;59289,94;55300,82;55193,64;58261,19;51514,47;45408,46;46864,40;46674,23;50035,08;50712,13;46045,24;47530,51;61672,40;49704,48;57201,36;51997,11;55140,69;64464,61;65934,61;64473,48;52602,26;58626,55;56261,75;60068,58;64255,73;67603,97;66838,38;70747,78;58978,65;55855,35;66525,68;63966,79;72708,90;67717,72;2610099,53"
"""120070 XAPURI"";-;-;-;-;-;48747,06;33621,58;35780,02;38173,79;44867,21;43467,77;47792,29;44050,74;43292,67;46867,28;44097,66;44099,63;50971,51;41936,20;45623,23;49367,63;56693,56;51105,71;47367,20;58678,60;73407,68;56943,95;55402,82;87742,38;56343,13;47297,16;52514,81;56871,50;59964,62;58501,45;57741,57;63894,79;72995,19;69283,08;66461,03;69358,04;55069,37;52457,50;68143,02;63253,53;72784,95;98830,94;111702,81;78087,56;75024,28;73422,14;77966,57;77873,30;72575,18;2898515,69"
"""130002 ALVARAES"";-;-;-;-;-;-;-;-;-;-;12762,63;9104,03;-;-;-;-;5543,77;3686,45;-;39449,63;43755,62;43445,17;24680,55;43624,99;40268,14;36735,06;36131,82;35269,47;38957,77;28813,99;34469,70;39697,86;38353,88;42278,25;39099,42;36432,91;37142,92;37823,09;35421,83;30550,70;30178,56;26465,04;40294,40;39773,98;128853,03;74262,44;86029,74;85389,01;134368,82;121299,96;116973,17;143812,01;132654,61;-;1973854,42"
"""130006 AMATURA"";-;-;-;-;-;36673,23;41438,51;35782,29;41712,63;47180,34;38006,64;44337,19;44386,89;41643,25;47381,31;46618,79;43332,68;54343,44;58609,21;58642,32;51534,53;58241,93;47049,03;48619,48;29720,92;42476,68;44706,66;51504,38;49715,99;43942,00;37630,57;44031,56;37871,16;48677,56;37450,06;44655,97;44740,15;44708,23;46034,29;52677,07;46733,32;52582,62;55731,86;62691,68;74108,19;116704,50;117866,27;128619,81;126007,48;134162,06;114515,93;147850,40;146408,51;131758,88;3041818,45"
"""130008 ANAMA"";-;-;-;-;-;27379,40;-;14529,25;12692,99;-;4925,59;8493,45;8811,07;11496,22;13188,56;17000,41;16658,25;11880,92;14413,60;12151,08;8249,46;16308,07;23787,86;15773,79;24011,84;19837,37;11892,34;20203,89;17049,47;24477,52;23127,60;25622,98;24668,91;27807,95;21003,40;26818,05;23820,25;22191,45;17781,90;15903,62;9830,12;17967,96;23853,74;29419,27;22017,57;32140,05;37145,43;39435,73;45023,77;45628,07;42730,50;40993,57;24844,52;-;994988,81"
"""130010 ANORI"";-;-;-;-;-;28393,15;26786,98;25842,60;24930,11;24455,28;26290,99;37136,16;-;30532,03;38723,10;38832,23;37747,91;32805,73;30020,70;32674,25;33724,01;39367,03;41726,23;41950,36;42554,87;42019,98;43774,14;44161,01;43056,16;42799,27;43491,62;40819,72;41458,09;45697,02;46453,80;50870,75;56830,20;59288,66;59277,70;56556,06;59474,56;57739,22;47820,66;43122,59;62463,98;57669,03;59171,87;54563,81;54175,53;48456,01;42179,02;42605,22;45344,66;43778,96;2069613,02"
"""130014 APUI"";-;-;-;-;-;52870,06;41690,19;43659,98;48562,18;52623,12;44835,63;52611,24;51249,43;44530,63;50010,49;48217,69;40490,33;57094,24;44771,80;48334,38;43879,33;62007,86;53419,72;46950,96;59810,69;52135,66;44251,77;41207,33;34206,42;36272,83;31899,98;32248,81;54883,06;62416,93;35745,75;48804,41;54916,86;60494,81;61315,32;59737,76;44893,14;56059,33;52437,57;38863,30;60248,80;61015,18;61019,44;63635,63;59247,70;67268,39;69231,32;65777,42;69116,69;65417,12;2532388,68"
"""130020 ATALAIA DO NORTE"";-;-;-;-;-;40181,50;30908,22;12499,64;10863,07;44763,87;27843,09;44253,29;64528,88;37831,04;32489,07;37172,46;44916,12;45858,54;34070,88;37136,06;43936,83;39436,84;29644,58;46298,47;47388,18;33236,24;44946,38;37999,75;44443,20;44235,59;58676,01;66765,97;58236,09;58410,08;56517,71;60247,97;61616,95;53342,50;64455,60;54867,56;58019,78;64624,05;63701,69;76202,17;82196,94;14161,01;125072,93;76847,04;156640,68;95232,59;97336,08;103024,74;79854,78;85738,19;2728670,90"
"""130030 AUTAZES"";-;-;-;-;-;82297,53;82044,87;82761,34;81827,36;66232,17;81597,85;71669,19;59385,20;33557,82;57262,50;74331,20;50564,62;1206443,74;28690,67;32397,73;53625,55;107041,51;117777,76;103902,14;131124,66;148612,12;220037,65;238568,94;204690,32;210033,89;602189,35;522824,65;277792,85;226573,46;161223,56;203907,72;174749,72;148168,20;224798,23;208488,70;176354,86;310354,09;241662,80;249836,45;306967,41;193907,78;255699,61;266576,10;292912,26;354774,81;388742,24;361676,92;253241,99;64389,51;10094291,60"
"""130040 BARCELOS"";-;-;-;-;-;27995,71;24007,40;26338,50;27596,16;23112,36;22157,69;27078,87;34492,77;29564,30;26318,16;22696,23;26110,53;19551,53;20352,69;19513,30;18157,05;22707,68;24137,52;123038,87;25194,74;24811,01;23614,06;23910,58;19635,74;19905,91;14639,32;17229,81;20063,83;22510,81;23090,50;16641,97;19182,44;17110,23;18293,18;17650,94;18307,78;21616,95;23194,11;22010,88;25898,82;29944,07;34220,77;34043,53;56292,53;116684,89;36674,26;74676,49;-;-;1381977,47"
"""130050 BARREIRINHA"";-;-;-;-;-;12627,77;9647,63;23226,01;37068,32;36870,00;39500,97;47863,46;58117,84;48991,48;74011,84;20387,59;14362,55;20379,56;23631,70;22420,47;18936,28;18721,95;34732,05;33866,56;24557,27;21152,10;25267,66;38014,31;23576,98;20246,51;31773,75;27220,21;28654,76;22979,08;30982,61;22553,19;24161,09;26985,76;39515,33;24858,82;27168,92;31162,42;34573,20;39274,10;36507,52;41906,33;31076,65;46620,96;31468,52;44752,91;124212,90;38535,47;42779,15;40672,69;1638575,20"
"""130060 BENJAMIN CONSTANT"";-;-;-;-;-;237347,45;-;-;23569,04;19860,28;9757,69;10340,79;10972,54;12209,89;18708,38;12273,84;17017,21;20950,65;25455,97;30040,92;23789,57;28352,61;34220,31;27993,69;28584,22;24101,27;22722,20;39274,20;25940,84;25662,62;21902,66;27890,98;40479,25;52406,12;52773,44;2435,41;21941,56;91586,68;95824,39;91911,22;91911,22;117574,77;130464,11;137814,88;150005,69;95128,55;178574,55;171617,01;182742,98;200546,25;177203,81;166698,83;285234,22;-;3313814,76"
"""130063 BERURI"";-;-;-;-;-;12854,80;11200,29;14651,45;12932,41;17557,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27579,29;26182,07;23039,05;25338,17;32405,88;30762,92;23235,04;29606,54;27555,37;45217,43;43319,48;42263,00;38165,41;37756,93;29293,69;33523,74;42038,72;626479,16"
"""130068 BOA VISTA DO RAMOS"";-;-;-;-;-;32022,87;22747,01;30737,40;24477,70;31476,06;28443,87;29715,20;31793,64;29732,34;26723,10;31629,33;27378,35;27237,31;25568,49;26800,49;25623,51;24497,16;37379,87;34481,88;35616,24;29303,75;28478,08;30388,43;28485,77;39354,07;36364,22;36117,45;38642,10;39635,76;36079,93;31663,39;36677,97;35754,45;33948,20;42673,74;32588,69;40398,07;29467,67;30271,29;30397,91;33241,64;31890,44;28489,35;33522,88;39734,45;31206,49;27883,75;25264,25;21504,59;1543510,60"
"""130070 BOCA DO ACRE"";-;-;-;-;-;110918,80;96219,64;104181,34;114813,90;118214,57;115256,80;108944,92;111598,46;143518,30;176776,80;196824,19;166159,29;168532,25;204217,65;164175,01;143932,60;155545,70;146449,19;142656,10;137123,35;149059,67;167320,21;141972,09;193569,86;224160,89;265464,63;171820,09;177949,85;181829,65;269672,43;189981,65;181549,59;182071,17;169019,26;153346,69;174194,37;134564,59;173114,75;163016,48;166670,95;202031,89;164745,21;197394,33;184605,69;216497,47;215284,48;220540,07;201851,74;-;8059358,61"
"""130080 BORBA"";-;-;-;-;-;11675,91;16921,71;19630,85;18872,72;24816,19;16417,63;17305,28;17199,09;13986,16;14083,13;27212,65;21679,22;21517,99;17869,86;20470,24;21810,54;38189,11;37702,00;44451,12;51682,26;22024,94;18165,98;17202,06;18422,26;20409,96;20930,85;19836,82;23926,61;1584,12;16466,41;19760,05;19796,65;18589,25;21409,12;18123,13;15519,78;21915,67;21011,37;23720,29;47108,02;1710,13;42276,91;40984,48;43638,05;39048,36;40466,31;40662,76;38277,16;44976,66;1211457,82"
"""130083 CAAPIRANGA"";-;-;-;-;-;17079,69;21254,36;21730,60;22590,69;23694,97;25699,77;26093,24;27100,85;22057,58;27488,88;20358,75;19661,26;21282,93;19369,60;28726,77;25034,80;26629,21;25414,86;23257,34;13390,81;24247,85;23209,16;21577,94;27048,93;26571,04;27686,14;29576,24;30621,68;29984,45;30920,00;28907,17;34018,69;31766,25;23086,47;28891,17;26554,55;25159,82;25332,55;30747,95;36303,78;34538,06;31250,83;39821,64;28882,61;31253,52;29436,65;31428,18;31227,72;-;1277968,00"
"""130090 CANUTAMA"";-;-;-;-;-;34711,36;28978,33;24498,59;24012,78;26292,97;23850,05;24064,86;33844,15;34471,95;32502,06;34987,69;32521,16;40651,61;39049,96;41062,73;39133,29;46566,84;38259,07;54851,26;52855,15;61611,08;74062,03;91609,70;111248,62;138278,86;30844,11;31315,96;28816,74;30631,35;26021,13;28471,87;26651,47;32998,62;28818,34;31903,95;27911,80;66554,35;50039,93;50538,26;55501,67;69604,96;47217,86;66240,80;41747,10;53721,71;41813,15;-;-;-;2051341,28"
"""130100 CARAUARI"";-;-;-;-;-;70579,06;99958,38;75654,78;64406,31;76008,08;73160,18;77469,95;74823,26;61591,95;60844,65;65903,49;84784,70;47884,70;58059,92;68769,92;59299,64;82472,85;78607,41;77760,97;84796,96;71542,96;74118,55;77593,47;76794,06;105327,52;86659,38;91564,88;94265,30;93938,93;82681,02;96490,19;100312,35;87836,09;96940,63;89385,97;83671,50;85895,22;76222,68;92735,35;100384,77;110480,77;105467,39;134674,50;110742,96;102739,72;126811,24;110684,45;100519,47;101622,13;4210940,61"
"""130110 CAREIRO"";-;-;-;-;-;73936,11;59531,19;79272,35;54458,18;85113,50;87116,59;78799,39;109707,41;81099,97;41751,32;144350,74;118621,78;125757,65;119096,13;118263,55;103105,82;100260,49;106382,35;78231,85;105578,80;71958,23;112632,46;232683,02;213641,37;326347,06;293949,01;287565,14;583432,08;678270,04;471281,91;555859,64;571011,77;503583,62;656141,90;583088,30;483407,24;897457,05;601936,69;2674349,52;659605,37;654636,94;616396,50;617657,73;611191,63;558246,21;524891,59;535007,70;434220,18;452826,62;18333711,69"
"""130115 CAREIRO DA VARZEA"";-;-;-;-;-;21984,35;18770,99;22446,98;24882,91;25865,76;31897,21;35166,71;32293,54;33648,67;34804,35;26665,43;17533,09;17984,51;19725,90;20685,94;19807,61;23902,71;16751,60;24476,88;19211,44;18597,19;19903,65;20938,32;19102,13;26240,94;25792,89;18157,94;27813,78;26196,76;27030,35;28322,95;27275,71;26229,76;20675,33;17454,09;18622,67;34371,15;25903,75;27534,16;25245,85;32277,82;36268,24;31541,15;41457,57;45768,84;43683,02;39012,36;27869,28;36380,03;1304174,26"
