"""Munic¡pio"";""2021/Ago"";""2021/Set"";""2021/Out"";""2021/Nov"";""2021/Dez"";""2022/Jan"";""2022/Fev"";""2022/Mar"";""2022/Abr"";""2022/Mai"";""2022/Jun"";""2022/Jul"";""2022/Ago"";""2022/Set"";""2022/Out"";""2022/Nov"";""2022/Dez"";""2023/Jan"";""2023/Fev"";""2023/Mar"";""2023/Abr"";""2023/Mai"";""2023/Jun"";""2023/Jul"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""312235 DIVISA ALEGRE"";-;-;-;-;-;12205,69;10890,34;11475,31;11235,04;4381,03;4496,95;4956,04;9930,55;11246,68;10467,97;11433,01;8821,54;14038,69;15580,38;20463,36;26100,89;22410,95;24499,27;28241,92;31443,70;32196,38;26084,99;18143,83;13133,50;16426,72;7244,83;19830,82;26393,83;28563,21;31863,27;42393,78;36834,60;36963,90;37129,56;24870,55;15262,27;17513,95;16598,53;24419,96;30967,38;35245,16;27563,82;26728,94;34456,67;31230,21;31034,83;28580,50;16405,89;19733,58;1048134,77"
"""312240 DIVISA NOVA"";-;-;-;-;-;4894,79;5875,95;8976,20;6987,89;8811,07;4459,52;6571,02;7726,98;9023,41;6179,41;7723,31;4870,88;5144,51;6653,30;9478,96;7285,44;8602,85;8241,02;7752,22;11632,94;8624,22;9517,72;7750,28;7813,90;6484,70;7424,29;7355,09;8867,55;12455,62;10187,04;9428,26;13445,63;13105,20;14279,26;12287,66;9720,27;9968,86;11952,17;12461,58;14505,96;14757,90;13428,08;15509,54;20813,77;25073,92;25261,70;16818,30;14961,99;13723,12;514875,25"
"""312245 DIVISOPOLIS"";-;-;-;-;-;14204,25;13850,90;15406,99;15013,57;15507,13;15350,38;15245,25;14906,92;15333,38;15056,96;15168,74;11930,83;14317,55;14357,32;14397,37;23022,90;30963,12;30830,92;36085,69;39067,09;34954,74;22692,29;28732,12;25553,34;27163,86;26878,41;27793,31;27197,10;29625,15;28928,19;29575,34;29321,37;23539,15;23350,82;23398,77;23826,71;24367,08;28054,75;26250,53;23600,45;33030,64;32641,52;40244,24;45265,91;33383,45;33147,06;200399,27;187831,17;180096,84;1700860,84"
"""312247 DOM BOSCO"";-;-;-;-;-;9302,30;8692,26;13881,02;14130,30;13750,98;15345,46;14305,26;14491,44;14060,63;13119,46;11845,49;17859,85;22122,63;22480,40;22323,52;14278,74;58021,41;60523,89;57356,75;58137,26;51629,73;55352,54;54547,23;43649,88;26410,10;20349,81;68788,35;45117,77;61713,20;60348,27;69256,38;66866,80;51056,58;51268,02;64846,60;46929,75;40450,24;54077,02;55954,57;54064,67;52477,24;58380,26;56111,84;59587,66;59407,22;66545,29;54924,41;41261,86;44430,84;2011833,18"
"""312250 DOM CAVATI"";-;-;-;-;-;-;-;-;2884,65;845,93;3732,44;2732,79;750,75;-;2942,33;1801,60;-;2281,35;677,15;2757,59;3701,38;6049,24;6004,20;6060,66;8195,54;6554,99;14519,00;3678,30;1918,16;3027,02;2885,32;2617,77;6204,63;6439,65;4497,73;3138,58;7219,68;7600,52;7562,71;2022,26;5031,73;1844,93;3895,88;3020,78;7617,77;52,36;5009,39;1512,62;2062,75;959,59;63,00;643,50;1151,10;-;164169,32"
"""312260 DOM JOAQUIM"";-;-;-;-;-;26256,97;16122,82;35105,49;41942,21;33744,35;44543,27;36180,08;35248,59;30900,42;24795,99;46818,48;41473,75;29244,79;22793,76;20868,54;22793,96;25554,63;43551,38;39079,42;42605,28;29534,07;34751,01;42528,38;41900,19;44070,29;44525,12;44943,08;38354,77;48893,20;30451,97;27103,09;29146,52;30178,61;51180,10;28875,12;39772,79;20914,14;23828,62;22612,49;27006,43;42203,58;23334,63;24676,01;44205,35;24325,14;349022,60;16223,24;-;-;1884184,72"
"""312270 DOM SILVERIO"";-;-;-;-;-;8682,41;504973,97;10700,36;8196,08;9302,32;8662,37;8032,46;9053,67;11214,46;10752,12;10686,16;11473,47;14394,09;15221,00;18077,18;17389,88;20300,86;18105,95;18670,33;16304,52;19265,46;9046,09;15123,11;20858,36;14784,46;28264,29;26978,46;27960,75;46354,03;39090,86;41421,66;46247,56;57914,20;61300,37;67840,99;24632,70;13439,14;39641,07;38691,61;20860,24;50381,57;43002,46;58974,47;52483,28;46418,26;46151,74;42033,69;45487,47;35822,47;1830664,48"
"""312280 DOM VICOSO"";-;-;-;-;-;12208,15;7535,78;8009,67;7411,95;15045,65;12697,50;12482,19;15968,76;18511,86;16973,04;11070,21;16829,75;15577,02;21530,47;20308,20;34332,79;20469,94;18248,20;16498,38;20692,27;15185,74;19885,93;18849,90;17310,07;16654,26;18460,33;13203,94;13946,61;18462,14;18012,40;17719,74;22941,33;21392,64;22941,33;23496,78;23503,05;26531,26;24389,10;19374,98;7629,15;2620,00;3400,00;7859,95;6256,15;6780,05;5844,50;5686,90;21868,30;-;762608,31"
"""312290 DONA EUSEBIA"";-;-;-;-;-;1408,71;1001,14;1849,28;1498,32;1251,06;1575,22;1116,54;1782,48;1259,13;1450,35;1481,77;1724,41;1160,96;2191,41;2728,04;3550,74;2410,44;5817,48;7987,44;7116,53;8354,88;6285,08;7308,56;7732,14;11191,84;10835,66;10243,40;9561,46;10856,68;12131,28;11096,10;14510,45;14278,76;15004,46;14254,66;12427,80;20376,11;17777,60;9452,20;15048,60;16334,29;17413,71;15135,31;18006,54;16463,80;15866,13;19270,71;14127,30;12686,68;434393,64"
"""312300 DORES DE CAMPOS"";-;-;-;-;-;11228,73;8817,02;9531,62;8503,31;9617,87;9680,15;10390,69;12855,62;10648,68;11543,90;12742,16;8085,63;10689,38;10248,31;9920,54;13135,43;12154,18;10882,44;9836,92;10551,06;10290,23;9087,64;8711,56;11353,10;11676,82;11858,13;17181,13;17905,61;-;-;-;17312,57;4872,11;4480,66;3122,27;4114,87;4094,10;10323,67;24677,43;15484,71;14524,45;17385,00;34814,70;13833,30;10641,45;1644,23;12572,78;287589,72;8910,89;799526,77"
"""312310 DORES DE GUANHAES"";-;-;-;-;-;-;2523,87;4284,21;9300,10;8926,50;8673,15;8378,58;3986,73;2867,00;-;5533,93;2649,05;3112,12;5060,48;5856,29;6590,07;4273,75;6516,33;6408,05;-;2761,26;2723,15;2679,52;2701,52;16,89;3976,72;5064,30;399,75;6859,15;5482,75;7426,25;7536,25;7239,00;7837,00;5568,00;6661,00;5949,50;6740,50;7314,30;10837,45;15714,85;18156,80;14071,15;14890,94;15848,29;16935,95;12373,65;4969,70;4131,00;317806,80"
"""312320 DORES DO INDAIA"";-;-;-;-;-;34441,84;36170,13;39811,79;38227,46;38472,19;35828,80;32456,98;30147,14;33194,37;37167,04;29750,88;33485,85;29863,51;28896,34;35862,76;37741,33;45652,87;33985,22;34827,84;40279,88;37798,64;37352,60;47180,68;35272,45;40516,21;38574,28;41336,76;46245,09;55831,90;27488,42;46612,42;50270,24;49045,43;54864,14;43444,95;47041,71;38344,78;37344,02;41844,01;38027,91;34761,41;43254,57;40515,30;38649,99;52704,93;54068,29;97586,03;52408,58;44110,74;2018760,70"
"""312330 DORES DO TURVO"";-;-;-;-;-;4522,49;4018,58;4941,25;5130,62;5237,06;5413,74;5315,35;5372,13;5397,25;5888,78;6640,20;6385,76;5372,67;5936,41;6928,15;6765,75;6130,10;7222,04;7555,75;5103,75;9245,85;12168,61;10243,60;6763,00;7501,25;9234,69;9107,28;9164,25;8268,74;10240,77;12044,94;13160,07;11835,60;10795,21;11011,92;4814,78;8991,90;15771,03;15944,84;15894,77;13107,34;11582,84;15806,96;13987,11;10367,90;10385,53;9296,38;5870,47;-;417885,46"
"""312340 DORESOPOLIS"";-;-;-;-;3450,00;3093,97;4142,34;4057,50;4515,51;1319,54;1648,15;6672,42;4455,97;4558,73;5605,39;5295,31;4075,55;1166,27;1433,57;1580,17;1558,62;1414,24;1662,53;972,21;1000,74;1069,03;1506,37;1088,32;940,40;2187,19;2818,44;3248,82;2883,53;2973,61;1974,11;5816,71;8782,81;15683,85;6770,46;10509,71;7243,50;24460,07;18930,76;27657,49;22832,09;27477,78;27515,41;22687,66;18791,01;19776,10;26865,95;21469,19;18171,60;21533,81;437344,51"
"""312350 DOURADOQUARA"";-;-;-;-;-;2139,00;4074,21;4557,82;4236,15;3667,86;5829,30;4923,94;4757,14;6295,29;5614,88;10474,92;5310,12;4917,05;6315,61;4681,33;4304,19;6006,66;5566,00;6885,26;6601,58;5977,29;5369,06;9572,27;7254,59;4231,17;6867,70;15465,35;8486,48;4915,57;9466,77;8856,96;11958,11;7198,65;11674,95;9685,13;6209,25;7151,10;8932,71;3491,06;7465,05;8429,37;4202,10;8847,90;7198,86;8812,35;6703,65;7004,70;6907,95;658,35;326152,76"
"""312352 DURANDE"";-;-;-;-;10,00;1500,00;1320,00;890,00;730,00;1160,00;540,00;-;1210,00;1250,00;1150,00;510,00;720,00;660,00;990,00;1300,00;1030,00;1440,00;1920,00;870,00;1400,00;-;-;990,00;-;1280,00;-;780,00;-;-;9585,00;800,00;880,00;1186,00;22399,05;9702,90;17437,45;7394,00;10712,20;14394,45;18277,20;16587,95;9013,50;-;15019,41;6043,50;15901,95;16770,80;17780,15;-;233535,51"
"""312360 ELOI MENDES"";-;-;-;-;-;33356,14;23111,65;32753,80;31709,53;50711,53;46447,84;36506,45;45992,24;43143,62;49908,88;43548,87;40593,28;37411,09;48252,24;42181,43;-;34300,94;31628,65;12196,31;37614,70;15786,62;-;140797,47;45367,18;22895,42;31479,50;42055,02;42473,48;51754,08;48043,66;55266,71;61508,71;62238,32;24668,84;11576,91;15804,26;8915,42;5719,96;7256,91;6401,25;6976,15;5821,25;33049,55;90426,70;102506,15;90848,13;125376,63;64720,17;-;1941103,64"
"""312370 ENGENHEIRO CALDAS"";-;-;-;-;-;24239,98;27370,23;27446,33;24730,88;28449,71;28661,40;27724,67;28446,09;28645,28;28536,34;29085,46;28518,86;28983,74;29397,44;29490,38;29748,42;29546,49;30663,68;28234,21;30773,10;31470,46;30705,26;31672,74;32416,42;33199,32;32915,52;34171,75;42373,76;44926,51;44068,85;61083,71;53214,93;50654,12;46856,55;42226,31;36326,39;36660,40;38156,88;51863,30;56254,14;64642,05;51599,19;70458,13;57575,43;58715,42;59268,85;59027,15;48965,71;42273,87;1912435,81"
"""312380 ENGENHEIRO NAVARRO"";-;-;-;-;-;9481,52;11031,80;10322,06;11892,61;8510,83;9797,90;8565,40;8879,84;5895,50;8890,76;8875,77;9490,76;5890,76;5890,76;9497,90;8454,96;11378,15;15641,34;14630,86;16777,82;14199,17;15277,70;15952,39;12891,03;11965,76;11187,12;16164,08;19104,97;20045,45;20267,30;23171,07;24784,76;13219,83;18057,26;19964,30;10116,95;8899,58;11571,08;11530,89;11721,20;11734,43;11603,65;12597,23;12312,52;12468,16;12296,19;10911,51;14610,59;30592,73;639016,20"
"""312385 ENTRE FOLHAS"";-;-;-;-;-;1259,48;4974,05;2183,44;4621,41;5013,50;5576,83;6147,06;6412,63;6602,13;5904,13;5822,30;2678,69;5557,09;5745,19;7187,13;7963,23;14790,57;8725,19;13732,68;14798,17;14173,83;14311,45;11775,13;11559,39;15744,23;15533,70;18062,21;17663,40;18113,69;19034,53;15538,37;15263,30;17924,47;19025,99;18102,35;14128,15;10213,56;17793,57;14402,40;12276,82;17149,43;17101,60;18980,07;16166,12;18161,40;17304,57;14924,14;13738,53;16133,41;595994,71"
"""312390 ENTRE RIOS DE MINAS"";-;-;-;-;-;59823,88;44153,41;54687,51;42052,93;9090,45;59195,94;61873,80;65622,20;62800,45;56901,54;55215,31;47274,12;19973,00;51051,46;72938,56;110130,70;67039,89;43560,12;78378,67;92438,83;77875,98;100527,93;89845,31;112755,78;84858,75;101575,45;113807,89;116443,35;403125,26;102404,02;92803,26;95017,41;106213,45;102437,54;91066,53;79658,57;93378,56;87327,24;95405,65;107144,42;106499,68;293373,01;110723,98;109189,31;106203,84;93640,00;94478,27;75850,17;-;4397833,38"
"""312400 ERVALIA"";-;-;-;-;-;30069,30;51481,80;27360,14;32578,40;30862,76;27606,75;18451,91;31681,84;30100,08;43580,57;31162,10;30061,18;29874,86;32485,64;51086,09;58697,91;58972,43;61763,28;60180,03;50683,98;45766,39;45197,60;43378,02;62046,24;50992,17;66422,54;74014,77;61249,75;62262,72;55850,55;88244,75;91334,45;100230,88;85085,70;75107,86;64978,14;86579,09;92635,22;90113,47;87691,51;85640,88;85471,00;101551,85;120031,78;112155,93;111013,70;103871,41;90581,34;103033,18;3131273,94"
"""312410 ESMERALDAS"";-;-;-;-;-;167592,09;181700,64;51144,46;122894,97;136058,58;85136,88;104629,02;125384,01;108255,68;122657,91;105553,26;123440,81;117640,84;133049,53;117998,41;116464,15;158116,63;137869,04;131247,22;112792,16;122501,33;122513,60;126054,92;115109,48;126298,69;137691,88;161389,13;133032,71;135891,03;116642,24;118763,65;98552,81;131276,62;116155,00;118378,42;120966,67;120260,13;127751,86;118239,40;148178,64;158055,71;150311,05;134336,96;110673,53;102028,60;97720,66;98741,36;108215,18;94578,49;6029936,04"
"""312420 ESPERA FELIZ"";-;-;-;-;55487,54;108014,22;104784,11;59437,98;87107,87;135641,81;156874,43;107583,38;109170,34;140354,65;136878,56;119084,41;112214,21;126656,74;143507,71;165703,89;86103,52;105084,18;60049,67;84859,32;90364,53;90719,93;59856,74;85382,11;95920,28;75117,27;93347,22;83214,94;111131,34;145533,40;103573,84;86739,67;107345,79;60154,94;23139,99;102181,64;78380,46;135552,37;133647,77;141536,84;175821,73;125911,85;124727,00;155992,96;226583,82;431981,65;661905,35;566057,38;738921,91;277682,30;7593025,56"
"""312430 ESPINOSA"";-;-;-;-;-;58745,30;11811,84;6431,89;30907,62;17881,06;29029,83;33129,93;36694,75;38031,81;30033,17;30131,18;46776,71;39000,88;47960,12;40837,40;37207,22;50202,35;83248,90;76547,20;73331,48;56270,96;129754,21;92921,02;76098,79;83100,03;99159,63;89345,28;93659,88;94568,15;62642,97;81242,95;91005,54;108582,00;105202,67;72510,61;68032,67;61928,01;45802,66;65547,30;123205,46;126424,87;103158,57;201690,51;305247,58;206805,82;138059,65;216020,91;187773,90;182152,94;4185856,18"
"""312440 ESPIRITO SANTO DO DOURADO"";-;-;-;-;-;752,21;-;-;1162,60;368,36;332,48;678,06;-;527,31;-;-;-;113,85;287,10;2227,61;59,40;74,25;74,25;1041,18;2564,10;2158,20;2687,85;2222,55;1841,40;2395,80;2446,50;1955,25;2182,95;2088,90;2173,05;2059,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34474,41"
"""312450 ESTIVA"";-;-;-;-;-;12546,31;10210,67;14271,77;11201,02;16066,89;13350,89;13167,55;14547,38;17172,60;13516,96;16710,28;16329,68;14799,21;16870,68;19799,84;27030,01;29333,10;20256,02;14370,57;16439,32;13338,72;15020,22;15077,52;7337,07;15137,97;25320,02;26663,75;30983,87;10860,30;3069,00;51195,45;46500,53;53709,69;52452,64;49391,30;47380,76;47873,67;47567,74;52475,45;50604,58;65854,45;57698,24;53632,84;52785,93;-;-;-;-;-;1219922,46"
"""312460 ESTRELA DALVA"";-;-;-;-;-;11202,96;8893,19;8408,17;7840,51;8930,82;8894,09;7893,47;7941,63;6896,08;7583,00;8158,88;8713,49;7740,24;8365,44;9925,74;9487,56;9833,94;9398,81;8294,41;10138,44;10380,19;11805,08;10542,22;9224,92;10181,80;13796,41;16409,34;14462,87;10595,30;12338,78;10673,88;11977,04;11904,53;12511,76;11148,33;8975,21;11111,86;10274,25;11146,52;12788,19;12494,20;10241,66;9202,25;8752,75;10339,13;9517,22;8776,42;8130,21;10159,36;494402,55"
"""312470 ESTRELA DO INDAIA"";-;-;-;-;-;3289,60;4405,64;6709,87;2902,44;3090,41;6382,34;7670,09;7826,44;8879,42;10214,92;5402,05;3883,44;4697,48;3957,11;4074,79;8703,12;6221,51;3403,96;3233,99;8729,49;3685,91;5681,24;6219,59;2604,29;2822,44;3099,13;8033,57;2025,00;5339,06;4232,20;12756,07;11043,65;3322,18;8243,88;8693,27;4683,04;5304,02;6089,48;5835,52;6590,67;8459,87;11806,72;8344,38;10472,53;12914,80;9996,40;13015,74;12302,44;7483,93;324779,13"
"""312480 ESTRELA DO SUL"";-;-;-;-;-;25701,23;16756,81;20387,48;19008,88;24070,94;21258,74;20154,30;22393,46;18566,12;16691,60;16611,51;18736,86;19050,15;27923,55;29285,58;34013,16;28386,21;36686,11;31960,46;31223,16;31398,51;31970,21;-;21653,68;-;30569,54;21164,89;2257,20;-;22245,70;24788,62;34081,55;30296,77;30386,00;38514,77;21241,06;22828,85;16488,82;17480,27;20517,62;33894,70;40230,02;38033,49;37436,90;44314,29;39953,96;40233,49;28943,82;-;1199791,04"
"""312490 EUGENOPOLIS"";-;-;-;-;-;17822,45;16460,39;15119,07;16666,10;20212,84;18013,66;18188,40;16753,02;22003,29;18895,48;19810,12;19989,07;17986,38;17275,13;30939,30;16212,11;16936,90;15797,34;17538,12;18496,32;18238,08;57656,59;60219,44;58816,31;58379,85;59796,49;59551,29;62140,68;61629,93;58020,96;66636,52;62770,01;60678,09;63441,35;65198,28;62711,09;49061,49;46693,09;50668,61;54906,65;64371,50;779983,82;59669,45;69412,30;72748,20;92935,68;111812,10;3602399,26;82305,33;6443967,93"
"""312500 EWBANK DA CAMARA"";-;-;-;-;-;2662,62;2499,31;4225,19;3706,92;4673,86;3688,62;4659,65;5265,00;5213,24;4590,98;6658,09;6068,90;5027,24;4966,20;8199,16;5697,89;7393,90;7916,26;8935,62;8724,76;7553,80;7805,89;8368,54;8995,87;8542,06;8104,92;6453,15;9780,89;8378,90;8315,91;10133,22;10622,65;8397,19;9141,65;7747,63;3667,73;8301,64;10551,33;8141,08;8773,24;7931,47;6807,09;9238,85;9663,42;11209,82;7824,73;7981,37;7037,43;6313,14;352558,02"
"""312510 EXTREMA"";-;-;-;-;-;368996,45;347918,64;395075,13;389773,61;396574,60;382985,54;383049,06;394824,24;394913,14;404002,62;404497,16;411461,17;391912,25;352106,13;404570,05;379084,22;397729,87;385834,31;415114,04;402326,99;415344,24;416208,28;412046,28;459162,21;456132,55;449513,07;473935,46;472144,24;481723,44;502078,26;511653,79;527981,56;511306,75;519598,62;508695,33;484962,18;488176,54;481009,59;523078,79;536863,64;534435,97;499826,62;515422,07;516902,07;513543,30;549814,88;494761,17;535734,33;455147,11;22049951,56"
"""312520 FAMA"";-;-;-;-;383,32;12,70;285,15;712,23;670,94;823,20;781,84;729,82;830,95;983,93;1086,96;1143,05;1114,53;464,41;986,13;1780,95;737,86;897,10;960,10;1231,72;866,60;481,73;-;-;-;-;-;-;-;-;-;-;460,00;381,20;593,80;-;281,50;759,10;697,61;331,50;636,50;459,70;221,90;740,90;381,45;564,25;1066,80;929,70;712,10;794,10;27977,33"
"""312530 FARIA LEMOS"";-;-;-;-;1297,68;1929,56;2270,48;1694,40;2321,70;1348,00;3259,40;3907,77;1027,30;4731,60;1352,95;4033,86;2308,85;1799,25;2944,15;2116,55;2487,40;2070,20;3113,70;5429,09;7851,61;3419,16;70,59;5269,19;5437,17;7144,33;8065,25;8431,68;10041,04;10870,28;12866,68;14056,97;27001,78;17467,22;10094,35;10450,33;15557,15;11859,75;19108,17;17478,16;14850,80;26184,25;14790,20;21805,61;19985,48;19078,59;22930,94;17066,70;7576,93;38379,00;476633,25"
"""312540 FELICIO DOS SANTOS"";-;-;-;-;7013,56;10757,46;9865,84;14563,16;10541,71;12408,97;10807,36;12115,19;10924,90;11526,02;11808,44;10279,33;11050,98;12951,41;12632,08;18520,59;19637,84;21285,65;21120,32;22576,07;19191,21;21144,54;27581,87;26717,84;24330,93;24075,23;25010,76;30037,52;31467,97;30224,07;29099,55;29348,95;29726,13;34098,09;28812,02;28339,06;26336,97;27632,09;30357,92;26174,97;34141,30;30679,82;31944,38;36696,78;31695,99;33771,72;31009,34;36373,58;28099,03;31816,67;1148323,18"
"""312550 SAO GONCALO DO RIO PRETO"";-;-;-;-;-;11485,96;7550,89;7423,78;6468,35;7494,48;6837,69;8598,46;7268,84;10992,44;11796,39;7861,81;3022,44;2936,32;8923,82;9640,10;9201,10;6813,03;17417,48;10129,27;9169,46;15573,84;14732,84;11547,39;11340,96;10154,07;21145,90;29765,07;33485,33;25743,02;31100,17;33290,15;42642,62;33861,19;37835,13;33756,88;33528,75;11407,42;21456,35;23216,82;24228,42;27035,35;30182,39;34078,92;29112,55;32531,03;30252,83;28788,96;26669,02;25483,08;934978,56"
"""312560 FELISBURGO"";-;-;-;-;6750,00;21996,97;19632,12;24655,64;25905,97;30980,05;19004,12;20004,56;20764,57;15748,16;15254,44;14039,81;12355,83;15974,88;14589,64;18657,96;21438,39;21176,81;20756,13;11950,93;11197,83;9112,67;11903,75;11758,40;10800,10;23309,74;18075,09;24681,75;26638,79;23423,55;13385,56;24176,48;18258,77;20487,64;22069,93;15020,46;12915,66;14713,41;18893,40;23513,44;21739,61;18834,49;15405,11;23693,32;23333,29;24750,90;31738,44;24568,94;21519,88;21948,63;953506,01"
"""312570 FELIXLANDIA"";-;-;-;-;120,00;24852,06;25784,14;29774,47;28988,99;29842,26;29405,76;27044,44;27434,57;26842,96;27947,93;28655,98;27845,49;34030,61;40734,48;43378,43;48418,61;47863,67;45642,33;46447,63;47996,44;45344,30;42914,27;40205,25;40697,92;33481,20;24952,91;33081,27;30665,17;16198,06;26550,98;51961,45;59507,99;46768,87;63828,05;71972,72;61828,86;60595,53;74707,13;78979,75;89587,17;94453,57;82648,95;88623,63;75491,79;63012,29;59570,67;55836,21;64206,90;39108,45;2305832,56"
"""312580 FERNANDES TOURINHO"";-;-;-;-;-;-;3000,00;3750,00;3750,00;3000,00;3750,00;3750,00;3300,00;3300,00;-;3300,00;3300,00;3300,00;3300,00;3247,50;4012,80;4448,40;3725,70;3636,60;4567,20;4557,30;4002,90;5593,50;5415,30;5484,60;5593,50;5534,10;5681,70;5553,00;5549,40;5510,70;5331,60;5208,30;5481,00;5693,40;31,50;5818,50;5787,90;6104,25;5949,90;5877,00;6506,10;6138,90;5735,70;5063,40;5737,50;5646,60;5350,50;5573,70;219949,95"
"""312590 FERROS"";-;-;-;-;-;29398,09;24776,02;33727,78;33924,70;43000,15;42437,47;36738,00;28961,62;46673,50;43305,96;45576,54;34080,94;36872,47;40020,98;50190,38;42056,90;49715,46;52082,81;44416,02;42084,91;38388,05;40760,70;41004,79;35946,79;54260,45;52152,13;60296,53;66972,98;59560,52;49956,26;51835,54;50820,49;50434,46;52990,91;42779,84;43469,84;36951,89;46624,44;55269,68;66708,22;57621,54;58046,47;61905,77;59480,71;57866,28;66895,89;58189,12;54197,94;46405,55;2317834,48"
"""312595 FERVEDOURO"";-;-;-;-;-;40828,78;34397,74;29916,18;30397,82;36248,77;34494,20;31102,26;26160,20;30317,35;29763,30;30856,80;26044,65;28761,29;31122,62;32663,04;33929,80;27453,48;34345,71;31662,76;30709,56;26583,76;31642,51;28118,95;25832,62;13859,00;26696,55;42158,58;42898,60;47732,76;43560,59;44801,68;38993,52;43058,33;40385,37;40690,40;40281,89;34461,05;37605,38;42805,84;47414,97;46462,92;51034,85;53071,08;50624,61;48283,45;47325,71;48635,09;47399,38;39793,19;1803388,94"
"""312600 FLORESTAL"";-;-;-;-;-;20330,60;10988,30;15851,05;12726,41;18115,30;25015,92;17490,00;16027,00;15849,76;16560,76;18582,00;14320,25;13946,00;14838,60;19791,64;18165,84;31816,13;21979,95;23844,25;25451,39;24143,07;24503,84;25169,15;18961,42;23438,32;34332,53;36652,21;30376,72;26925,52;27390,41;49134,06;49535,40;50573,70;31613,90;48242,60;24813,92;23161,71;21956,14;24262,39;1982757,22;30111,15;7547,15;26191,95;26395,20;26905,10;26755,70;23611,15;26689,57;7966,68;3151809,03"
"""312610 FORMIGA"";-;-;-;-;-;966919,18;899117,47;924459,38;983612,31;973096,43;1004758,21;1004797,01;1053051,97;1067850,95;1056479,57;1016227,95;974070,84;1046830,74;968500,22;1106826,93;1076579,55;1144129,28;1136028,55;1122589,55;1148411,68;1143811,01;1110967,83;1174483,47;1096046,12;1205919,47;1120728,13;1106155,95;1287454,93;1133989,54;1042330,69;1105756,97;1064795,91;1101109,36;1108007,12;1051968,69;1010087,07;1051952,32;1005340,36;1042243,38;1091984,50;1112552,96;1070515,75;1124165,79;1130787,48;1135650,76;1095635,39;1061951,17;1297000,63;1546892,68;53304623,20"
"""312620 FORMOSO"";-;-;-;-;-;23869,65;23325,98;23884,12;28179,44;26844,66;23846,29;24560,43;26203,23;25760,31;25262,55;26336,99;30265,01;24559,51;36251,08;38878,09;35270,36;32490,47;44551,42;46014,59;43043,63;46311,88;44080,68;45230,78;39612,58;53856,68;62653,04;59950,78;56144,98;46769,94;45593,00;45234,18;55776,15;42985,16;32620,98;54088,59;49327,91;53651,76;49777,78;48281,77;51154,56;49589,68;41455,53;48617,64;49499,20;51435,11;46215,83;48222,02;47405,75;47220,19;2022161,94"
"""312630 FORTALEZA DE MINAS"";-;-;-;-;-;5653,43;4752,27;6879,32;7137,06;8733,82;4597,34;6469,12;8317,08;8993,71;6379,89;4848,15;3874,63;3559,74;1073,61;22209,10;20784,60;26732,65;27173,98;17714,28;17488,54;17051,00;3968,65;14972,52;14460,31;11823,25;15145,83;20558,90;22269,22;25076,51;24523,57;24028,64;21501,62;20633,07;20207,32;17966,17;17029,40;16859,65;16573,38;18957,70;19153,65;20498,67;28429,30;28834,26;25277,01;22572,33;25640,31;22031,39;17384,07;16705,92;783505,94"
"""312640 FORTUNA DE MINAS"";-;-;-;-;-;3777,45;4164,20;4324,00;4230,55;4102,60;4439,05;10012,70;12265,60;13799,80;14320,00;15338,45;16271,00;14324,20;15671,90;16577,30;8433,55;20113,65;17286,20;19727,55;18194,95;20921,65;16760,85;18967,85;10869,80;9187,30;16824,15;21265,35;25436,26;30313,97;21329,17;32286,57;33279,82;29127,85;34793,33;43380,67;28154,23;29135,01;30066,11;23852,03;28433,43;37579,14;32139,60;23578,47;35705,47;17304,99;17199,22;15237,70;14825,76;2870,58;938201,03"
"""312650 FRANCISCO BADARO"";-;-;-;-;-;38621,75;31609,92;40332,54;33743,17;41899,50;36808,45;37256,16;36007,24;39214,44;40042,38;40149,06;34506,70;40150,48;40212,32;47905,92;52254,51;39723,67;37817,56;35052,30;44139,13;41327,23;44265,31;45899,79;35152,45;41216,78;39926,36;54343,62;56092,99;48824,32;44971,46;49974,79;46024,56;54334,39;53384,07;55742,32;39945,62;39429,83;47490,51;48900,13;46044,07;54724,98;48573,44;55708,66;56064,56;56967,37;54977,31;59424,74;41926,48;38781,06;2187886,40"
"""312660 FRANCISCO DUMONT"";-;-;-;-;-;1011,70;1011,70;1011,70;1011,70;14961,70;5811,70;5061,70;7245,24;5403,36;5599,17;6403,80;7542,37;5803,99;8197,02;7175,95;6763,60;4630,15;7219,75;8361,40;8719,75;8331,70;8569,30;6553,00;2471,65;5511,70;9451,00;9320,89;9825,85;10572,85;9887,40;17729,10;6861,70;20447,20;15015,25;13977,55;10477,45;1011,70;10634,50;9609,85;6298,30;6120,10;11807,65;9635,90;11850,30;22011,65;13619,35;12862,00;-;-;399412,34"
