"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""421180 OURO"";98799;982;-;2353;102134"
"""421185 OURO VERDE"";34025;5765;-;139;39929"
"""421187 PAIAL"";30001;4704;-;476;35181"
"""421189 PAINEL"";16;22863;36;1681;24596"
"""421190 PALHOCA"";1726235;1522241;6587;6859;3261922"
"""421200 PALMA SOLA"";2421;58592;-;47527;108540"
"""421205 PALMEIRA"";-;26941;-;1925;28866"
"""421210 PALMITOS"";28868;142007;296;26873;198044"
"""421220 PAPANDUVA"";-;38323;-;955;39278"
"""421223 PARAISO"";-;17133;80;14750;31963"
"""421225 PASSO DE TORRES"";197177;126242;-;10255;333674"
"""421227 PASSOS MAIA"";60357;14614;-;2912;77883"
"""421230 PAULO LOPES"";5;60647;112;31575;92339"
"""421240 PEDRAS GRANDES"";1386;8814;-;314;10514"
"""421250 PENHA"";323309;260477;3319;2648;589753"
"""421260 PERITIBA"";376;8558;-;5215;14149"
"""421265 PESCARIA BRAVA"";176845;11821;-;4646;193312"
"""421270 PETROLANDIA"";110481;44796;-;18690;173967"
"""421280 BALNEARIO PICARRAS"";164563;188220;168;2138;355089"
"""421290 PINHALZINHO"";525888;233036;-;1695;760619"
"""421300 PINHEIRO PRETO"";104716;1515;-;6910;113141"
"""421310 PIRATUBA"";103475;60;-;19206;122741"
"""421315 PLANALTO ALEGRE"";1766;25630;2;8508;35906"
"""421320 POMERODE"";71868;375951;2147;2150;452116"
"""421330 PONTE ALTA"";-;2790;-;130;2920"
"""421335 PONTE ALTA DO NORTE"";-;-;-;480;480"
"""421340 PONTE SERRADA"";95649;98301;-;17051;211001"
"""421350 PORTO BELO"";792217;307371;19;7077;1106684"
"""421360 PORTO UNIAO"";57684;315024;8813;39728;421249"
"""421370 POUSO REDONDO"";172158;144920;295;784;318157"
"""421380 PRAIA GRANDE"";220006;159369;2056;176;381607"
"""421390 PRESIDENTE CASTELLO BRANCO"";594;-;-;96;690"
"""421400 PRESIDENTE GETULIO"";97216;97790;-;1153;196159"
"""421410 PRESIDENTE NEREU"";25943;21933;-;130;48006"
"""421415 PRINCESA"";-;10981;202;18159;29342"
"""421420 QUILOMBO"";96207;151989;342;33816;282354"
"""421430 RANCHO QUEIMADO"";1513;666;-;63;2242"
"""421440 RIO DAS ANTAS"";109915;36607;-;14098;160620"
"""421450 RIO DO CAMPO"";186;62083;-;35030;97299"
"""421460 RIO DO OESTE"";65528;61200;-;1294;128022"
"""421470 RIO DOS CEDROS"";90850;149758;1104;1099;242811"
"""421480 RIO DO SUL"";691944;1077538;49589;3433;1822504"
"""421490 RIO FORTUNA"";3155;44677;-;14319;62151"
"""421500 RIO NEGRINHO"";2024;425668;774;33818;462284"
"""421505 RIO RUFINO"";13100;28754;136;9608;51598"
"""421507 RIQUEZA"";7;21527;3;22094;43631"
"""421510 RODEIO"";235152;96929;1;753;332835"
"""421520 ROMELANDIA"";13;38706;36;6326;45081"
"""421530 SALETE"";1211;90351;1;915;92478"
"""421535 SALTINHO"";-;-;-;11367;11367"
"""421540 SALTO VELOSO"";526;9615;-;12208;22349"
"""421545 SANGAO"";299001;77849;-;9073;385923"
"""421550 SANTA CECILIA"";45109;45347;-;1075;91531"
"""421555 SANTA HELENA"";12;19289;148;11721;31170"
"""421560 SANTA ROSA DE LIMA"";2197;5618;-;289;8104"
"""421565 SANTA ROSA DO SUL"";242113;57929;-;17250;317292"
"""421567 SANTA TEREZINHA"";-;34622;-;21057;55679"
"""421568 SANTA TEREZINHA DO PROGRESSO"";-;14863;-;3562;18425"
"""421569 SANTIAGO DO SUL"";531;8664;100;18044;27339"
"""421570 SANTO AMARO DA IMPERATRIZ"";36112;386097;1357;34857;458423"
"""421575 SAO BERNARDINO"";1;16450;300;19756;36507"
"""421580 SAO BENTO DO SUL"";665124;723315;28749;34736;1451924"
"""421590 SAO BONIFACIO"";87707;38127;179;11551;137564"
"""421600 SAO CARLOS"";159711;51020;694;2801;214226"
"""421605 SAO CRISTOVAO DO SUL"";134;10662;-;1124;11920"
"""421610 SAO DOMINGOS"";111755;67824;-;12928;192507"
"""421620 SAO FRANCISCO DO SUL"";369949;774566;8;-;1144523"
"""421625 SAO JOAO DO OESTE"";3784;67920;1023;36755;109482"
"""421630 SAO JOAO BATISTA"";2467;310036;300;1312;314115"
"""421635 SAO JOAO DO ITAPERIU"";38543;5019;-;7381;50943"
"""421640 SAO JOAO DO SUL"";363;38045;151;17424;55983"
"""421650 SAO JOAQUIM"";249714;121171;1;494;371380"
"""421660 SAO JOSE"";224071;2807557;62271;10307;3104206"
"""421670 SAO JOSE DO CEDRO"";7;96384;-;66210;162601"
"""421680 SAO JOSE DO CERRITO"";-;7340;-;785;8125"
"""421690 SAO LOURENCO DO OESTE"";244679;278835;1990;124437;649941"
"""421700 SAO LUDGERO"";381025;124702;-;31405;537132"
"""421710 SAO MARTINHO"";-;16254;-;166;16420"
"""421715 SAO MIGUEL DA BOA VISTA"";4;12444;-;16107;28555"
"""421720 SAO MIGUEL DO OESTE"";188662;751196;33441;46153;1019452"
"""421725 SAO PEDRO DE ALCANTARA"";1035;97502;-;2506;101043"
"""421730 SAUDADES"";17623;90649;512;42851;151635"
"""421740 SCHROEDER"";118334;124226;-;1200;243760"
"""421750 SEARA"";250404;153034;110;21470;425018"
"""421755 SERRA ALTA"";-;19342;-;22454;41796"
"""421760 SIDEROPOLIS"";25124;176481;2;1705;203312"
"""421770 SOMBRIO"";606406;333736;2618;17429;960189"
"""421775 SUL BRASIL"";-;18674;268;18222;37164"
"""421780 TAIO"";152325;211370;-;1435;365130"
"""421790 TANGARA"";1280;62354;-;26307;89941"
"""421795 TIGRINHOS"";-;17868;-;13422;31290"
"""421800 TIJUCAS"";151768;399821;1014;473;553076"
"""421810 TIMBE DO SUL"";123839;87368;214;6494;217915"
"""421820 TIMBO"";90873;563439;16806;13245;684363"
"""421825 TIMBO GRANDE"";56098;54086;1;44272;154457"
"""421830 TRES BARRAS"";16689;88694;61;327;105771"
"""421835 TREVISO"";61536;31622;-;1063;94221"
"""421840 TREZE DE MAIO"";148750;72784;-;2563;224097"
"""421850 TREZE TILIAS"";110592;87620;-;5221;203433"
"""421860 TROMBUDO CENTRAL"";34;75607;-;372;76013"
"""421870 TUBARAO"";12742;879684;64804;13756;970986"
"""421875 TUNAPOLIS"";4951;50369;280;18801;74401"
"""421880 TURVO"";310978;167778;-;3354;482110"
"""421885 UNIAO DO OESTE"";2;16432;-;23125;39559"
"""421890 URUBICI"";851;66111;-;1265;68227"
"""421900 URUSSANGA"";210195;227902;22;1984;440103"
"""421910 VARGEAO"";72297;15524;-;5339;93160"
"""421915 VARGEM"";327;3724;-;1634;5685"
"""421917 VARGEM BONITA"";64586;14764;-;57;79407"
"""421920 VIDAL RAMOS"";59356;42137;-;6257;107750"
"""421930 VIDEIRA"";318914;797578;28563;4042;1149097"
"""421935 VITOR MEIRELES"";35733;50810;-;614;87157"
"""421940 WITMARSUM"";78637;54538;-;5042;138217"
"""421950 XANXERE"";416622;498775;19863;39441;974701"
"""421960 XAVANTINA"";52170;10448;-;4542;67160"
"""421970 XAXIM"";59202;323853;-;82308;465363"
"""421985 ZORTEA"";808;-;-;-;808"
"""422000 BALNEARIO RINCAO"";392134;65833;-;11173;469140"
"""430003 ACEGUA"";5;28291;-;2911;31207"
"""430005 AGUA SANTA"";-;11777;-;190;11967"
"""430010 AGUDO"";-;104253;3482;210;107945"
"""430020 AJURICABA"";-;55026;-;132;55158"
"""430030 ALECRIM"";82;22249;-;140;22471"
"""430040 ALEGRETE"";2068;393656;1069045;6284;1471053"
"""430045 ALEGRIA"";6468;14102;-;698;21268"
"""430047 ALMIRANTE TAMANDARE DO SUL"";-;5272;-;87;5359"
"""430050 ALPESTRE"";591;20213;-;338;21142"
"""430055 ALTO ALEGRE"";-;8255;-;666;8921"
"""430057 ALTO FELIZ"";87583;2488;-;5512;95583"
"""430060 ALVORADA"";4348;1338767;20308;2244;1365667"
"""430063 AMARAL FERRADOR"";-;12130;-;230;12360"
"""430064 AMETISTA DO SUL"";1683;51190;77;241;53191"
"""430066 ANDRE DA ROCHA"";1484;-;-;100;1584"
"""430070 ANTA GORDA"";26;12458;-;430;12914"
"""430080 ANTONIO PRADO"";144794;97447;1383;453;244077"
"""430085 ARAMBARE"";5144;697;-;171;6012"
"""430087 ARARICA"";-;30866;-;-;30866"
"""430090 ARATIBA"";19698;154682;666;-;175046"
"""430100 ARROIO DO MEIO"";40;203977;986;310;205313"
"""430105 ARROIO DO SAL"";35559;123089;-;980;159628"
"""430107 ARROIO DO PADRE"";-;7433;-;50;7483"
"""430110 ARROIO DOS RATOS"";-;43900;-;-;43900"
"""430120 ARROIO DO TIGRE"";20;28612;-;252;28884"
"""430130 ARROIO GRANDE"";81260;171115;-;413;252788"
"""430140 ARVOREZINHA"";206;42388;-;522;43116"
"""430150 AUGUSTO PESTANA"";83641;41455;-;175;125271"
"""430155 AUREA"";3240;445;-;-;3685"
"""430160 BAGE"";101703;1322577;923231;70910;2418421"
"""430163 BALNEARIO PINHAL"";112416;73396;-;703071;888883"
"""430165 BARAO"";102;41941;-;69;42112"
"""430170 BARAO DE COTEGIPE"";-;-;-;230;230"
"""430175 BARAO DO TRIUNFO"";-;3343;-;82;3425"
"""430180 BARRACAO"";800;11413;-;46;12259"
"""430185 BARRA DO GUARITA"";-;-;-;300;300"
"""430190 BARRA DO RIBEIRO"";30106;70812;-;650;101568"
"""430192 BARRA DO RIO AZUL"";200;-;-;11;211"
"""430195 BARRA FUNDA"";-;39590;-;36;39626"
"""430200 BARROS CASSAL"";-;24803;-;63;24866"
"""430205 BENJAMIN CONSTANT DO SUL"";196;329;-;479;1004"
"""430210 BENTO GONCALVES"";191809;1220167;25605;3740;1441321"
"""430215 BOA VISTA DAS MISSOES"";-;-;-;137;137"
"""430220 BOA VISTA DO BURICA"";1953;45734;-;458;48145"
"""430223 BOA VISTA DO INCRA"";-;-;-;130;130"
"""430225 BOA VISTA DO SUL"";-;-;-;138;138"
"""430230 BOM JESUS"";562;109168;3;726;110459"
"""430235 BOM PRINCIPIO"";15660;164400;-;2540;182600"
"""430237 BOM PROGRESSO"";-;-;-;145;145"
"""430240 BOM RETIRO DO SUL"";-;85031;-;466;85497"
"""430245 BOQUEIRAO DO LEAO"";2613;22994;-;219;25826"
"""430250 BOSSOROCA"";-;12491;-;312;12803"
"""430258 BOZANO"";-;-;-;131;131"
"""430260 BRAGA"";-;-;-;95;95"
"""430270 BUTIA"";-;100090;-;-;100090"
"""430280 CACAPAVA DO SUL"";46;230541;760;936;232283"
"""430290 CACEQUI"";78555;92345;164;356;171420"
"""430300 CACHOEIRA DO SUL"";411403;687946;690491;65198;1855038"
"""430310 CACHOEIRINHA"";118134;643441;34982;5803;802360"
"""430320 CACIQUE DOBLE"";10;12360;-;395;12765"
"""430330 CAIBATE"";-;8822;-;9868;18690"
"""430340 CAICARA"";-;25485;-;444;25929"
"""430350 CAMAQUA"";27040;719848;18873;530;766291"
"""430355 CAMARGO"";1261;34971;-;120;36352"
"""430360 CAMBARA DO SUL"";-;31480;-;2;31482"
"""430367 CAMPESTRE DA SERRA"";-;1962;-;133;2095"
"""430370 CAMPINA DAS MISSOES"";9528;37729;-;792;48049"
"""430380 CAMPINAS DO SUL"";-;40518;-;673;41191"
"""430390 CAMPO BOM"";917574;645492;18532;2710;1584308"
"""430400 CAMPO NOVO"";-;19432;-;-;19432"
"""430410 CAMPOS BORGES"";-;18985;-;178;19163"
"""430420 CANDELARIA"";280670;269576;687;4981;555914"
"""430430 CANDIDO GODOI"";11823;32853;-;924;45600"
"""430435 CANDIOTA"";51599;72883;-;140;124622"
"""430440 CANELA"";29295;462547;6140;22721;520703"
"""430450 CANGUCU"";17156;449193;406;1026;467781"
"""430460 CANOAS"";2424985;4285123;74761;7889;6792758"
"""430461 CANUDOS DO VALE"";-;-;-;181;181"
"""430462 CAPAO BONITO DO SUL"";-;-;-;44;44"
"""430463 CAPAO DA CANOA"";245218;588880;15353;1651;851102"
"""430465 CAPAO DO CIPO"";-;229;-;295;524"
"""430466 CAPAO DO LEAO"";45680;134317;-;235;180232"
"""430467 CAPIVARI DO SUL"";49732;35263;-;29;85024"
"""430468 CAPELA DE SANTANA"";-;-;-;791;791"
"""430469 CAPITAO"";-;-;-;342;342"
"""430470 CARAZINHO"";125951;827194;24305;2856;980306"
"""430471 CARAA"";-;15150;-;-;15150"
"""430480 CARLOS BARBOSA"";230678;199871;975;8716;440240"
"""430485 CARLOS GOMES"";-;-;-;231;231"
"""430490 CASCA"";10478;58616;-;577;69671"
"""430495 CASEIROS"";6;5885;-;-;5891"
"""430500 CATUIPE"";20862;40595;-;471;61928"
"""430510 CAXIAS DO SUL"";188841;4254915;6212576;276458;10932790"
"""430511 CENTENARIO"";-;9761;-;2430;12191"
"""430512 CERRITO"";12225;1367;-;331;13923"
"""430513 CERRO BRANCO"";97042;15920;-;79;113041"
"""430515 CERRO GRANDE"";33899;7495;-;474;41868"
"""430517 CERRO GRANDE DO SUL"";17527;26235;-;-;43762"
"""430520 CERRO LARGO"";46;30788;192;1129;32155"
"""430530 CHAPADA"";2232;50362;-;356;52950"
"""430535 CHARQUEADAS"";11259;167385;3780;1492;183916"
"""430537 CHARRUA"";-;-;-;93;93"
"""430540 CHIAPETTA"";-;26120;-;382;26502"
"""430543 CHUI"";-;1196;-;263;1459"
"""430544 CHUVISCA"";-;5344;-;152;5496"
"""430545 CIDREIRA"";52059;134402;-;296;186757"
"""430550 CIRIACO"";-;28460;-;569;29029"
"""430558 COLINAS"";429;667;-;1;1097"
"""430560 COLORADO"";-;2034;-;9615;11649"
"""430570 CONDOR"";-;2944;-;414;3358"
"""430580 CONSTANTINA"";-;47293;1551;522;49366"
"""430583 COQUEIRO BAIXO"";-;-;-;114;114"
"""430585 COQUEIROS DO SUL"";190;28051;-;325;28566"
"""430587 CORONEL BARROS"";400;-;-;85;485"
"""430590 CORONEL BICACO"";-;18403;-;37;18440"
"""430593 CORONEL PILAR"";-;-;-;180;180"
"""430597 COXILHA"";-;-;-;192;192"
"""430600 CRISSIUMAL"";1557;126109;105;399;128170"
"""430605 CRISTAL"";4;44961;-;476;45441"
"""430607 CRISTAL DO SUL"";-;-;-;154;154"
"""430610 CRUZ ALTA"";1122419;498575;813718;52959;2487671"
"""430613 CRUZALTENSE"";57;345;-;272;674"
"""430620 CRUZEIRO DO SUL"";812;82624;-;636;84072"
"""430630 DAVID CANABARRO"";-;30529;-;110;30639"
"""430632 DERRUBADAS"";-;-;-;203;203"
"""430635 DEZESSEIS DE NOVEMBRO"";-;-;-;84;84"
"""430637 DILERMANDO DE AGUIAR"";-;-;-;156;156"
"""430640 DOIS IRMAOS"";158;174580;-;-;174738"
"""430645 DOIS LAJEADOS"";385;6449;-;86;6920"
"""430650 DOM FELICIANO"";24075;137139;-;305;161519"
"""430655 DOM PEDRO DE ALCANTARA"";-;1708;-;392;2100"
"""430660 DOM PEDRITO"";5593;400820;294;1473;408180"
"""430670 DONA FRANCISCA"";-;303;-;122;425"
"""430673 DOUTOR MAURICIO CARDOSO"";8264;8775;-;461;17500"
"""430675 DOUTOR RICARDO"";-;-;-;312;312"
"""430676 ELDORADO DO SUL"";63851;73527;-;453;137831"
"""430680 ENCANTADO"";52;408859;23031;1422;433364"
"""430690 ENCRUZILHADA DO SUL"";12966;156612;1375;3419;174372"
"""430692 ENGENHO VELHO"";-;-;-;103;103"
"""430693 ENTRE-IJUIS"";621;33545;-;1320;35486"
"""430695 ENTRE RIOS DO SUL"";3000;380;-;190;3570"
"""430697 EREBANGO"";164;-;-;416;580"
"""430700 ERECHIM"";866814;1203321;1337365;3826;3411326"
"""430710 HERVAL"";-;20090;-;300;20390"
"""430720 ERVAL GRANDE"";-;355;-;230;585"
"""430730 ERVAL SECO"";-;26030;-;25193;51223"
"""430740 ESMERALDA"";37;10577;-;1372;11986"
"""430745 ESPERANCA DO SUL"";-;-;-;234;234"
"""430750 ESPUMOSO"";1137;127147;1458;547;130289"
"""430755 ESTACAO"";129;10806;-;289;11224"
"""430760 ESTANCIA VELHA"";604004;286249;1977;890;893120"
"""430770 ESTEIO"";336125;950451;15360;20158;1322094"
"""430780 ESTRELA"";71793;313997;11828;19644;417262"
"""430781 ESTRELA VELHA"";51700;15390;-;-;67090"
"""430783 EUGENIO DE CASTRO"";-;-;-;451;451"
"""430786 FAGUNDES VARELA"";-;2280;-;261;2541"
"""430790 FARROUPILHA"";3551;503261;7064;25743;539619"
"""430800 FAXINAL DO SOTURNO"";9803;322217;10381;610;343011"
"""430805 FAXINALZINHO"";79;-;-;225;304"
"""430807 FAZENDA VILANOVA"";-;597;-;288;885"
"""430810 FELIZ"";14656;68694;-;133;83483"
"""430820 FLORES DA CUNHA"";915;195730;1346;2008;199999"
"""430830 FONTOURA XAVIER"";-;47251;-;548;47799"
"""430840 FORMIGUEIRO"";16287;18919;-;-;35206"
"""430843 FORQUETINHA"";1774;-;-;359;2133"
"""430845 FORTALEZA DOS VALOS"";-;15553;-;-;15553"
"""430850 FREDERICO WESTPHALEN"";7066;381065;838313;1153;1227597"
"""430860 GARIBALDI"";74314;226545;1713;617;303189"
"""430865 GARRUCHOS"";-;1949;-;44;1993"
"""430870 GAURAMA"";5848;10993;-;251;17092"
"""430880 GENERAL CAMARA"";41;31737;-;1803;33581"
"""430885 GENTIL"";2118;1391;-;151;3660"
"""430890 GETULIO VARGAS"";12062;162823;1826;1285;177996"
"""430900 GIRUA"";46538;265803;10090;29545;351976"
"""430905 GLORINHA"";35;49310;-;1530;50875"
"""430910 GRAMADO"";396749;496115;6292;22345;921501"
"""430912 GRAMADO DOS LOUREIROS"";1168;-;-;569;1737"
"""430920 GRAVATAI"";220028;2496512;48605;3387;2768532"
"""430925 GUABIJU"";12464;251;-;-;12715"
"""430930 GUAIBA"";47244;393967;15378;331;456920"
"""430940 GUAPORE"";63223;190274;1062;5109;259668"
"""430950 GUARANI DAS MISSOES"";9774;25475;-;685;35934"
"""430955 HARMONIA"";-;3777;-;270;4047"
"""430957 HERVEIRAS"";-;-;-;38;38"
"""430960 HORIZONTINA"";237386;73413;-;-;310799"
"""430965 HULHA NEGRA"";-;13708;-;-;13708"
"""430970 HUMAITA"";-;21477;-;601;22078"
"""430975 IBARAMA"";-;-;-;149;149"
"""430980 IBIACA"";112;21675;-;334;22121"
"""430990 IBIRAIARAS"";1;31069;-;195;31265"
"""430995 IBIRAPUITA"";-;5810;-;299;6109"
"""431000 IBIRUBA"";2701;160764;2917;1297;167679"
"""431010 IGREJINHA"";280340;470043;2768;568;753719"
"""431020 IJUI"";190562;1371693;1599954;7319;3169528"
"""431030 ILOPOLIS"";5080;10745;-;3455;19280"
"""431033 IMBE"";1;247752;1;1517;249271"
"""431036 IMIGRANTE"";3714;19403;-;290;23407"
"""431040 INDEPENDENCIA"";516816;5608;-;-;522424"
"""431041 INHACORA"";195;-;-;3677;3872"
"""431043 IPE"";-;-;-;261;261"
"""431046 IPIRANGA DO SUL"";152;-;-;381;533"
"""431050 IRAI"";-;26859;-;2648;29507"
"""431053 ITAARA"";-;-;-;247;247"
"""431055 ITACURUBI"";-;-;-;76;76"
"""431057 ITAPUCA"";-;-;-;12;12"
"""431060 ITAQUI"";97;193019;3959;963;198038"
"""431065 ITATI"";94;15141;-;229;15464"
"""431070 ITATIBA DO SUL"";116;-;-;434;550"
"""431075 IVORA"";-;4143;-;57;4200"
"""431080 IVOTI"";143050;230783;-;8471;382304"
"""431085 JABOTICABA"";-;74991;-;366;75357"
"""431087 JACUIZINHO"";-;-;-;97;97"
"""431090 JACUTINGA"";-;3724;-;78;3802"
"""431100 JAGUARAO"";1420;309648;1585;2378;315031"
"""431110 JAGUARI"";7519;70549;-;358;78426"
"""431112 JAQUIRANA"";8239;35297;-;8625;52161"
"""431113 JARI"";300;1670;-;40;2010"
"""431115 JOIA"";3741;11372;-;198;15311"
"""431120 JULIO DE CASTILHOS"";401609;150234;144;246;552233"
"""431123 LAGOA BONITA DO SUL"";-;-;-;21;21"
"""431125 LAGOAO"";-;10267;-;134;10401"
"""431127 LAGOA DOS TRES CANTOS"";40765;31;-;106;40902"
"""431130 LAGOA VERMELHA"";15630;267359;738;2253;285980"
"""431140 LAJEADO"";197064;1351633;2233536;28376;3810609"
"""431142 LAJEADO DO BUGRE"";589;-;-;280;869"
"""431150 LAVRAS DO SUL"";984;49410;-;216;50610"
"""431160 LIBERATO SALZANO"";74;13843;-;189;14106"
"""431162 LINDOLFO COLLOR"";-;21093;-;125;21218"
"""431164 LINHA NOVA"";-;-;-;28;28"
"""431170 MACHADINHO"";105206;22336;-;265;127807"
"""431173 MAMPITUBA"";-;2470;-;201;2671"
"""431175 MANOEL VIANA"";-;2597;-;-;2597"
"""431177 MAQUINE"";6898;16903;-;147;23948"
"""431179 MARATA"";120;1305;-;27;1452"
"""431180 MARAU"";397069;254586;757;8639;661051"
"""431190 MARCELINO RAMOS"";999;18921;-;194;20114"
"""431198 MARIANA PIMENTEL"";-;2068;-;-;2068"
"""431200 MARIANO MORO"";-;-;-;231;231"
"""431205 MARQUES DE SOUZA"";-;32119;-;88;32207"
"""431210 MATA"";50602;3935;-;365;54902"
"""431213 MATO CASTELHANO"";12;2232;-;70;2314"
"""431215 MATO LEITAO"";-;6951;-;257;7208"
"""431217 MATO QUEIMADO"";43;2632;-;248;2923"
"""431220 MAXIMILIANO DE ALMEIDA"";-;16541;-;160;16701"
"""431225 MINAS DO LEAO"";99600;28297;-;-;127897"
"""431230 MIRAGUAI"";-;-;-;73;73"
"""431235 MONTAURI"";6145;1728;-;93;7966"
"""431237 MONTE ALEGRE DOS CAMPOS"";-;313;-;3;316"
"""431238 MONTE BELO DO SUL"";-;18724;-;134;18858"
"""431240 MONTENEGRO"";571648;516064;22695;226;1110633"
"""431242 MORMACO"";-;15743;-;42;15785"
"""431244 MORRINHOS DO SUL"";-;7776;-;20;7796"
"""431245 MORRO REDONDO"";312;27118;-;350;27780"
"""431247 MORRO REUTER"";21830;30258;-;-;52088"
"""431250 MOSTARDAS"";182207;73659;-;638;256504"
"""431260 MUCUM"";169;42308;-;434;42911"
"""431261 MUITOS CAPOES"";-;-;-;88;88"
"""431262 MULITERNO"";7241;3060;-;41;10342"
"""431265 NAO-ME-TOQUE"";-;99053;299;588;99940"
"""431267 NICOLAU VERGUEIRO"";-;-;-;467;467"
"""431270 NONOAI"";406;154607;1425;946;157384"
"""431275 NOVA ALVORADA"";27;19524;-;44;19595"
"""431280 NOVA ARACA"";16;15939;151;277;16383"
"""431290 NOVA BASSANO"";2588;58800;278;546;62212"
"""431295 NOVA BOA VISTA"";-;11499;-;195;11694"
"""431300 NOVA BRESCIA"";-;18946;-;-;18946"
"""431301 NOVA CANDELARIA"";-;-;-;252;252"
"""431303 NOVA ESPERANCA DO SUL"";7232;5023;-;839;13094"
"""431306 NOVA HARTZ"";-;70272;-;-;70272"
"""431308 NOVA PADUA"";-;-;-;89;89"
"""431310 NOVA PALMA"";7365;23677;-;1017;32059"
"""431320 NOVA PETROPOLIS"";6826;105825;1;20237;132889"
"""431330 NOVA PRATA"";1336;315515;11315;10336;338502"
"""431333 NOVA RAMADA"";2248;-;-;563;2811"
"""431335 NOVA ROMA DO SUL"";-;1740;-;366;2106"
"""431337 NOVA SANTA RITA"";277819;66433;-;-;344252"
"""431340 NOVO HAMBURGO"";2768758;2016762;33434;7655;4826609"
"""431342 NOVO MACHADO"";-;-;-;97;97"
"""431344 NOVO TIRADENTES"";-;3488;-;320;3808"
"""431346 NOVO XINGU"";-;-;-;396;396"
"""431349 NOVO BARREIRO"";-;23681;-;-;23681"
"""431350 OSORIO"";430427;449382;2704751;55643;3640203"
"""431360 PAIM FILHO"";-;21912;-;131;22043"
"""431365 PALMARES DO SUL"";43546;161661;-;1963;207170"
"""431370 PALMEIRA DAS MISSOES"";9530;447812;1169178;1568;1628088"
"""431380 PALMITINHO"";-;40445;-;427;40872"
"""431390 PANAMBI"";512450;551687;3037;1861;1069035"
"""431395 PANTANO GRANDE"";22188;21749;-;473;44410"
"""431400 PARAI"";7;82354;-;922;83283"
"""431402 PARAISO DO SUL"";17;32113;-;36;32166"
"""431403 PARECI NOVO"";-;12045;-;38;12083"
"""431405 PAROBE"";490859;592511;19131;191;1102692"
"""431407 PASSO DO SOBRADO"";-;5036;-;471;5507"
"""431410 PASSO FUNDO"";107634;1845036;3783900;20116;5756686"
"""431413 PAULO BENTO"";16;1693;-;33;1742"
"""431415 PAVERAMA"";-;15008;-;143;15151"
"""431417 PEDRAS ALTAS"";16;19151;-;1041;20208"
"""431420 PEDRO OSORIO"";91;50289;-;114;50494"
"""431430 PEJUCARA"";3121;9780;-;284;13185"
"""431440 PELOTAS"";90834;2466281;3660569;376599;6594283"
"""431442 PICADA CAFE"";28770;18389;-;12004;59163"
"""431445 PINHAL"";7487;2481;-;-;9968"
"""431446 PINHAL DA SERRA"";-;-;-;7;7"
"""431447 PINHAL GRANDE"";427;909;-;-;1336"
"""431449 PINHEIRINHO DO VALE"";-;21952;-;-;21952"
"""431450 PINHEIRO MACHADO"";2440;168776;705;477;172398"
"""431454 PINTO BANDEIRA"";-;-;-;228;228"
"""431455 PIRAPO"";-;2706;-;241;2947"
"""431460 PIRATINI"";1562;216062;73;1045;218742"
"""431470 PLANALTO"";-;28983;-;128;29111"
"""431475 POCO DAS ANTAS"";-;2160;-;154;2314"
"""431477 PONTAO"";-;-;-;228;228"
"""431478 PONTE PRETA"";-;-;-;227;227"
"""431480 PORTAO"";-;559228;2365;326;561919"
"""431490 PORTO ALEGRE"";1482632;22230335;22485170;870223;47068360"
"""431500 PORTO LUCENA"";2325;21685;-;309;24319"
"""431505 PORTO MAUA"";-;-;-;263;263"
"""431507 PORTO VERA CRUZ"";3322;-;-;234;3556"
"""431510 PORTO XAVIER"";3699;33779;-;651;38129"
"""431513 POUSO NOVO"";-;-;-;558;558"
"""431514 PRESIDENTE LUCENA"";-;17944;-;3387;21331"
"""431515 PROGRESSO"";6141;34016;-;278;40435"
"""431517 PROTASIO ALVES"";-;-;-;164;164"
"""431520 PUTINGA"";36;3423;-;258;3717"
"""431530 QUARAI"";51599;189246;12;94578;335435"
"""431531 QUATRO IRMAOS"";-;-;-;279;279"
"""431532 QUEVEDOS"";2;12825;-;199;13026"
"""431535 QUINZE DE NOVEMBRO"";-;6263;-;44;6307"
"""431540 REDENTORA"";-;17322;-;110;17432"
"""431550 RESTINGA SECA"";37614;91030;-;5602;134246"
"""431555 RIO DOS INDIOS"";-;1581;-;403;1984"
"""431560 RIO GRANDE"";184716;1705329;65447;19027;1974519"
"""431570 RIO PARDO"";136730;219312;2677;261;358980"
"""431575 RIOZINHO"";33843;20697;-;130;54670"
"""431580 ROCA SALES"";16843;73639;-;559;91041"
"""431590 RODEIO BONITO"";1009;60366;2055;13111;76541"
"""431595 ROLADOR"";-;-;-;541;541"
"""431600 ROLANTE"";51831;160550;234;968;213583"
"""431610 RONDA ALTA"";-;106207;242;475;106924"
"""431620 RONDINHA"";-;35075;-;-;35075"
"""431630 ROQUE GONZALES"";1;13055;-;1027;14083"
"""431640 ROSARIO DO SUL"";672;221796;9503;1672;233643"
"""431642 SAGRADA FAMILIA"";661;-;-;218;879"
"""431643 SALDANHA MARINHO"";736;8236;-;-;8972"
"""431645 SALTO DO JACUI"";-;64276;-;-;64276"
"""431647 SALVADOR DAS MISSOES"";5;714;-;267;986"
"""431650 SALVADOR DO SUL"";218;37917;-;172;38307"
"""431660 SANANDUVA"";394;302103;3672;1892;308061"
"""431670 SANTA BARBARA DO SUL"";-;38507;-;943;39450"
