"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""250205 BERNARDINO BATISTA"";-;-;-;186987,33;-;186987,33"
"""250210 BOA VENTURA"";-;-;-;93014,18;-;93014,18"
"""250215 BOA VISTA"";-;-;-;366570,26;-;366570,26"
"""250220 BOM JESUS"";-;-;-;113165,35;-;113165,35"
"""250230 BOM SUCESSO"";-;-;-;228877,88;-;228877,88"
"""250240 BONITO DE SANTA FE"";-;-;-;397790,16;-;397790,16"
"""250250 BOQUEIRAO"";-;-;-;1545339,15;-;1545339,15"
"""250260 IGARACY"";-;-;-;249233,92;-;249233,92"
"""250270 BORBOREMA"";-;-;-;37800,00;-;37800,00"
"""250280 BREJO DO CRUZ"";-;-;-;1024416,53;-;1024416,53"
"""250290 BREJO DOS SANTOS"";-;-;-;224976,75;-;224976,75"
"""250300 CAAPORA"";-;-;-;774465,20;-;774465,20"
"""250310 CABACEIRAS"";-;-;-;107547,12;-;107547,12"
"""250320 CABEDELO"";-;-;-;4021319,08;-;4021319,08"
"""250330 CACHOEIRA DOS INDIOS"";-;-;-;255636,17;-;255636,17"
"""250340 CACIMBA DE AREIA"";-;-;-;84987,07;-;84987,07"
"""250350 CACIMBA DE DENTRO"";-;-;-;459819,74;-;459819,74"
"""250355 CACIMBAS"";-;-;-;86377,73;-;86377,73"
"""250360 CAICARA"";-;-;-;165006,47;-;165006,47"
"""250370 CAJAZEIRAS"";-;6479277,76;-;6579386,13;-;13058663,89"
"""250375 CAJAZEIRINHAS"";-;-;-;139403,78;-;139403,78"
"""250380 CALDAS BRANDAO"";-;-;-;219155,09;-;219155,09"
"""250390 CAMALAU"";-;1041,12;-;248246,93;-;249288,05"
"""250400 CAMPINA GRANDE"";5146888,76;33003864,99;389037,00;70864301,58;-;109404092,33"
"""250403 CAPIM"";-;-;-;81913,13;-;81913,13"
"""250407 CARAUBAS"";-;-;-;17728,25;-;17728,25"
"""250410 CARRAPATEIRA"";-;-;-;90734,24;-;90734,24"
"""250415 CASSERENGUE"";-;-;-;121726,14;-;121726,14"
"""250420 CATINGUEIRA"";-;-;-;120364,81;-;120364,81"
"""250430 CATOLE DO ROCHA"";-;940820,16;-;2746791,57;-;3687611,73"
"""250435 CATURITE"";-;-;-;130973,07;-;130973,07"
"""250440 CONCEICAO"";-;-;-;813695,05;-;813695,05"
"""250450 CONDADO"";-;-;-;172308,75;-;172308,75"
"""250460 CONDE"";-;-;-;2267965,98;-;2267965,98"
"""250470 CONGO"";-;-;-;219913,46;-;219913,46"
"""250480 COREMAS"";-;992345,04;-;680957,21;-;1673302,25"
"""250485 COXIXOLA"";-;-;-;70053,15;-;70053,15"
"""250490 CRUZ DO ESPIRITO SANTO"";-;-;-;464509,86;-;464509,86"
"""250510 CUITE"";-;-;-;1297426,61;-;1297426,61"
"""250520 CUITEGI"";-;-;-;105650,72;-;105650,72"
"""250523 CUITE DE MAMANGUAPE"";-;-;-;110657,30;-;110657,30"
"""250527 CURRAL DE CIMA"";-;-;-;169803,71;-;169803,71"
"""250530 CURRAL VELHO"";-;-;-;30235,13;-;30235,13"
"""250535 DAMIAO"";-;-;-;134100,00;-;134100,00"
"""250540 DESTERRO"";-;-;-;237056,03;-;237056,03"
"""250550 VISTA SERRANA"";-;-;-;123665,04;-;123665,04"
"""250560 DIAMANTE"";-;-;-;146272,38;-;146272,38"
"""250570 DONA INES"";-;-;-;469973,09;-;469973,09"
"""250580 DUAS ESTRADAS"";-;-;-;84037,82;-;84037,82"
"""250590 EMAS"";-;-;-;145037,48;-;145037,48"
"""250600 ESPERANCA"";-;5496,68;-;1661874,63;-;1667371,31"
"""250610 FAGUNDES"";-;-;-;79135,22;-;79135,22"
"""250620 FREI MARTINHO"";-;-;-;161569,49;-;161569,49"
"""250625 GADO BRAVO"";-;-;-;247063,15;-;247063,15"
"""250630 GUARABIRA"";-;4678176,14;-;5781160,30;-;10459336,44"
"""250640 GURINHEM"";-;-;-;453638,73;-;453638,73"
"""250650 GURJAO"";-;-;-;116269,76;-;116269,76"
"""250660 IBIARA"";-;-;-;121525,53;-;121525,53"
"""250670 IMACULADA"";-;-;-;251955,26;-;251955,26"
"""250680 INGA"";-;-;-;983285,94;-;983285,94"
"""250690 ITABAIANA"";-;1420276,08;-;1591858,55;-;3012134,63"
"""250700 ITAPORANGA"";-;20159,04;-;1027939,38;-;1048098,42"
"""250710 ITAPOROROCA"";-;135307,20;-;449698,41;-;585005,61"
"""250720 ITATUBA"";-;-;-;278775,23;-;278775,23"
"""250730 JACARAU"";-;-;-;470264,13;-;470264,13"
"""250740 JERICO"";-;-;-;509332,83;-;509332,83"
"""250750 JOAO PESSOA"";20116270,57;40752945,11;-;201303172,67;-;262172388,35"
"""250770 JUAZEIRINHO"";-;-;-;784351,91;-;784351,91"
"""250780 JUNCO DO SERIDO"";-;-;-;524590,29;-;524590,29"
"""250790 JURIPIRANGA"";-;-;-;598095,55;-;598095,55"
"""250800 JURU"";-;-;-;464897,13;-;464897,13"
"""250810 LAGOA"";-;-;-;103345,44;-;103345,44"
"""250820 LAGOA DE DENTRO"";-;-;-;338489,90;-;338489,90"
"""250830 LAGOA SECA"";-;-;-;904719,76;-;904719,76"
"""250840 LASTRO"";-;-;-;63726,16;-;63726,16"
"""250850 LIVRAMENTO"";-;-;-;63117,21;-;63117,21"
"""250855 LOGRADOURO"";-;-;-;127091,06;-;127091,06"
"""250860 LUCENA"";-;-;-;639025,71;-;639025,71"
"""250870 MAE D'AGUA"";-;-;-;110451,91;-;110451,91"
"""250880 MALTA"";-;-;-;202345,96;-;202345,96"
"""250890 MAMANGUAPE"";-;811723,20;-;1991611,98;-;2803335,18"
"""250900 MANAIRA"";-;-;-;628991,95;-;628991,95"
"""250905 MARCACAO"";-;-;-;174683,09;-;174683,09"
"""250910 MARI"";-;-;-;550374,27;-;550374,27"
"""250915 MARIZOPOLIS"";-;-;-;45111,41;-;45111,41"
"""250920 MASSARANDUBA"";-;-;-;518008,72;-;518008,72"
"""250930 MATARACA"";-;-;-;359629,70;-;359629,70"
"""250933 MATINHAS"";-;-;-;124396,76;-;124396,76"
"""250937 MATO GROSSO"";-;-;-;52848,33;-;52848,33"
"""250939 MATUREIA"";-;-;-;121963,27;-;121963,27"
"""250940 MOGEIRO"";-;-;-;416197,68;-;416197,68"
"""250950 MONTADAS"";-;-;-;135380,26;-;135380,26"
"""250960 MONTE HOREBE"";-;-;-;104384,27;-;104384,27"
"""250970 MONTEIRO"";-;1182943,92;-;4543584,54;-;5726528,46"
"""250980 MULUNGU"";-;-;-;153185,28;-;153185,28"
"""250990 NATUBA"";-;-;-;163117,25;-;163117,25"
"""251000 NAZAREZINHO"";-;-;-;143811,87;-;143811,87"
"""251020 NOVA OLINDA"";-;-;-;119735,05;-;119735,05"
"""251030 NOVA PALMEIRA"";-;-;-;39308,24;-;39308,24"
"""251040 OLHO D'AGUA"";-;-;-;10421,59;-;10421,59"
"""251050 OLIVEDOS"";-;-;-;148534,72;-;148534,72"
"""251060 OURO VELHO"";-;-;-;213438,05;-;213438,05"
"""251065 PARARI"";-;-;-;107277,90;-;107277,90"
"""251070 PASSAGEM"";-;-;-;73074,01;-;73074,01"
"""251080 PATOS"";-;12218066,06;6690300,00;39662667,73;-;58571033,79"
"""251090 PAULISTA"";-;-;-;553582,90;-;553582,90"
"""251100 PEDRA BRANCA"";-;-;-;130106,79;-;130106,79"
"""251110 PEDRA LAVRADA"";-;-;-;346244,55;-;346244,55"
"""251120 PEDRAS DE FOGO"";-;-;-;2210477,70;-;2210477,70"
"""251130 PIANCO"";-;319319,15;-;2800150,45;-;3119469,60"
"""251140 PICUI"";-;1311367,92;-;2032419,64;-;3343787,56"
"""251150 PILAR"";-;-;-;725203,43;-;725203,43"
"""251160 PILOES"";-;-;-;49375,60;-;49375,60"
"""251170 PILOEZINHOS"";-;-;-;228633,89;-;228633,89"
"""251180 PIRPIRITUBA"";-;-;-;289840,60;-;289840,60"
"""251190 PITIMBU"";-;-;-;1099122,43;-;1099122,43"
"""251200 POCINHOS"";-;-;-;930403,80;-;930403,80"
"""251203 POCO DANTAS"";-;-;-;265694,31;-;265694,31"
"""251207 POCO DE JOSE DE MOURA"";-;-;-;71358,36;-;71358,36"
"""251210 POMBAL"";-;1024768,80;-;4595271,96;-;5620040,76"
"""251220 PRATA"";-;-;-;138427,30;-;138427,30"
"""251230 PRINCESA ISABEL"";-;-;-;3014938,75;-;3014938,75"
"""251240 PUXINANA"";-;-;-;231902,90;-;231902,90"
"""251250 QUEIMADAS"";-;1009657,44;-;2878425,63;-;3888083,07"
"""251260 QUIXABA"";-;-;-;7611,20;-;7611,20"
"""251270 REMIGIO"";-;-;-;696514,26;-;696514,26"
"""251272 PEDRO REGIS"";-;-;-;569125,44;-;569125,44"
"""251274 RIACHAO"";-;-;-;92865,00;-;92865,00"
"""251275 RIACHAO DO BACAMARTE"";-;-;-;15343,20;-;15343,20"
"""251276 RIACHAO DO POCO"";-;-;-;143477,32;-;143477,32"
"""251278 RIACHO DE SANTO ANTONIO"";-;-;-;133691,00;-;133691,00"
"""251280 RIACHO DOS CAVALOS"";-;-;-;17249,09;-;17249,09"
"""251290 RIO TINTO"";-;-;-;748611,84;-;748611,84"
"""251300 SALGADINHO"";-;-;-;58509,72;-;58509,72"
"""251310 SALGADO DE SAO FELIX"";-;-;-;280079,86;-;280079,86"
"""251315 SANTA CECILIA"";-;-;-;88386,92;-;88386,92"
"""251320 SANTA CRUZ"";-;-;-;230823,03;-;230823,03"
"""251330 SANTA HELENA"";-;-;-;165940,62;-;165940,62"
"""251335 SANTA INES"";-;-;-;115055,98;-;115055,98"
"""251340 SANTA LUZIA"";-;876298,08;-;2734843,52;-;3611141,60"
"""251350 SANTANA DE MANGUEIRA"";-;-;-;40994,92;-;40994,92"
"""251360 SANTANA DOS GARROTES"";-;-;-;109777,55;-;109777,55"
"""251365 JOCA CLAUDINO"";-;-;-;41403,82;-;41403,82"
"""251370 SANTA RITA"";-;387877,06;-;13331898,24;-;13719775,30"
"""251380 SANTA TERESINHA"";-;-;-;106727,82;-;106727,82"
"""251385 SANTO ANDRE"";-;-;-;105976,33;-;105976,33"
"""251390 SAO BENTO"";-;531613,68;-;1560191,58;-;2091805,26"
"""251392 SAO BENTINHO"";-;-;-;232652,58;-;232652,58"
"""251394 SAO DOMINGOS DO CARIRI"";-;-;-;220251,21;-;220251,21"
"""251396 SAO DOMINGOS"";-;-;-;47914,63;-;47914,63"
"""251398 SAO FRANCISCO"";-;-;-;363550,86;-;363550,86"
"""251400 SAO JOAO DO CARIRI"";-;-;-;192699,53;-;192699,53"
"""251410 SAO JOAO DO TIGRE"";-;-;-;112368,34;-;112368,34"
"""251420 SAO JOSE DA LAGOA TAPADA"";-;-;-;401508,64;-;401508,64"
"""251430 SAO JOSE DE CAIANA"";-;-;-;143540,19;-;143540,19"
"""251440 SAO JOSE DE ESPINHARAS"";-;-;-;86469,21;-;86469,21"
"""251445 SAO JOSE DOS RAMOS"";-;-;-;132771,55;-;132771,55"
"""251450 SAO JOSE DE PIRANHAS"";-;-;-;727185,90;-;727185,90"
"""251455 SAO JOSE DE PRINCESA"";-;-;-;122581,26;-;122581,26"
"""251460 SAO JOSE DO BONFIM"";-;-;-;59,46;-;59,46"
"""251465 SAO JOSE DO BREJO DO CRUZ"";-;-;-;96137,33;-;96137,33"
"""251470 SAO JOSE DO SABUGI"";-;-;-;235422,80;-;235422,80"
"""251480 SAO JOSE DOS CORDEIROS"";-;-;-;159914,26;-;159914,26"
"""251490 SAO MAMEDE"";-;-;-;213160,64;-;213160,64"
"""251500 SAO MIGUEL DE TAIPU"";-;-;-;235154,14;-;235154,14"
"""251510 SAO SEBASTIAO DE LAGOA DE ROCA"";-;-;-;414675,28;-;414675,28"
"""251520 SAO SEBASTIAO DO UMBUZEIRO"";-;-;-;57412,52;-;57412,52"
"""251530 SAPE"";-;-;-;3417330,61;-;3417330,61"
"""251540 SAO VICENTE DO SERIDO"";-;-;-;353466,39;-;353466,39"
"""251550 SERRA BRANCA"";-;-;-;734414,55;-;734414,55"
"""251560 SERRA DA RAIZ"";-;-;-;79604,07;-;79604,07"
"""251570 SERRA GRANDE"";-;-;-;121066,20;-;121066,20"
"""251580 SERRA REDONDA"";-;-;-;232815,44;-;232815,44"
"""251590 SERRARIA"";-;-;-;570670,68;-;570670,68"
"""251593 SERTAOZINHO"";-;-;-;69159,05;-;69159,05"
"""251597 SOBRADO"";-;-;-;192679,55;-;192679,55"
"""251600 SOLANEA"";-;2107374,48;-;1244289,35;-;3351663,83"
"""251610 SOLEDADE"";-;-;-;638799,16;-;638799,16"
"""251615 SOSSEGO"";-;-;-;137187,92;-;137187,92"
"""251620 SOUSA"";-;7652419,13;-;7057873,80;-;14710292,93"
"""251630 SUME"";-;-;-;1441216,27;-;1441216,27"
"""251640 TACIMA"";-;-;-;148340,73;-;148340,73"
"""251650 TAPEROA"";-;1176606,34;-;705451,53;-;1882057,87"
"""251660 TAVARES"";-;-;-;976459,08;-;976459,08"
"""251670 TEIXEIRA"";-;-;-;405228,07;-;405228,07"
"""251675 TENORIO"";-;-;-;95089,31;-;95089,31"
"""251680 TRIUNFO"";-;-;-;530037,88;-;530037,88"
"""251690 UIRAUNA"";-;-;-;759274,66;-;759274,66"
"""251700 UMBUZEIRO"";-;-;-;586658,78;-;586658,78"
"""251710 VARZEA"";-;-;-;159472,17;-;159472,17"
"""251720 VIEIROPOLIS"";-;-;-;42893,05;-;42893,05"
"""251740 ZABELE"";-;-;-;12656,55;-;12656,55"
"""260005 ABREU E LIMA"";-;-;-;4610490,64;-;4610490,64"
"""260010 AFOGADOS DA INGAZEIRA"";-;150462,00;-;6751839,82;-;6902301,82"
"""260020 AFRANIO"";-;-;-;1802062,55;-;1802062,55"
"""260030 AGRESTINA"";-;-;-;1727710,15;-;1727710,15"
"""260040 AGUA PRETA"";-;-;-;587619,03;-;587619,03"
"""260050 AGUAS BELAS"";-;-;-;1051268,31;-;1051268,31"
"""260060 ALAGOINHA"";-;-;-;84307,13;-;84307,13"
"""260070 ALIANCA"";-;-;-;1010656,42;956,00;1011612,42"
"""260080 ALTINHO"";-;-;-;723665,35;-;723665,35"
"""260090 AMARAJI"";-;-;-;787242,01;-;787242,01"
"""260100 ANGELIM"";-;-;-;360541,98;-;360541,98"
"""260105 ARACOIABA"";-;-;-;1248427,60;-;1248427,60"
"""260110 ARARIPINA"";-;6362646,65;-;5386798,41;-;11749445,06"
"""260120 ARCOVERDE"";-;11553608,50;-;14180738,49;5688,00;25740034,99"
"""260130 BARRA DE GUABIRABA"";-;-;-;585378,38;-;585378,38"
"""260140 BARREIROS"";-;-;-;1637944,13;-;1637944,13"
"""260150 BELEM DE MARIA"";-;-;-;206824,95;-;206824,95"
"""260160 BELEM DO SAO FRANCISCO"";-;-;-;183059,86;-;183059,86"
"""260170 BELO JARDIM"";-;-;-;3795313,63;-;3795313,63"
"""260180 BETANIA"";-;-;-;168009,49;-;168009,49"
"""260190 BEZERROS"";-;24743,20;-;2337086,70;-;2361829,90"
"""260200 BODOCO"";-;-;-;1974159,50;-;1974159,50"
"""260210 BOM CONSELHO"";-;-;-;3013401,23;-;3013401,23"
"""260220 BOM JARDIM"";-;-;-;2037946,78;-;2037946,78"
"""260230 BONITO"";-;6573,60;-;1201525,73;-;1208099,33"
"""260240 BREJAO"";-;-;-;685003,09;-;685003,09"
"""260250 BREJINHO"";-;-;-;748534,39;-;748534,39"
"""260260 BREJO DA MADRE DE DEUS"";-;-;-;2559870,51;-;2559870,51"
"""260270 BUENOS AIRES"";-;-;448,00;507459,54;188,00;508095,54"
"""260280 BUIQUE"";-;-;-;1038163,10;58,00;1038221,10"
"""260290 CABO DE SANTO AGOSTINHO"";-;13723700,37;-;18531312,50;-;32255012,87"
"""260300 CABROBO"";-;-;-;1033993,98;-;1033993,98"
"""260310 CACHOEIRINHA"";-;-;-;890203,56;-;890203,56"
"""260320 CAETES"";-;-;-;768667,54;-;768667,54"
"""260330 CALCADO"";-;-;-;364302,21;-;364302,21"
"""260340 CALUMBI"";-;-;-;458974,71;-;458974,71"
"""260345 CAMARAGIBE"";-;-;-;11532872,89;-;11532872,89"
"""260350 CAMOCIM DE SAO FELIX"";-;-;-;877822,19;-;877822,19"
"""260360 CAMUTANGA"";-;-;-;442386,03;-;442386,03"
"""260370 CANHOTINHO"";-;-;-;718299,20;-;718299,20"
"""260380 CAPOEIRAS"";-;-;-;1027459,27;-;1027459,27"
"""260390 CARNAIBA"";-;9203,04;-;1517092,21;-;1526295,25"
"""260392 CARNAUBEIRA DA PENHA"";-;-;-;429743,51;-;429743,51"
"""260400 CARPINA"";-;24815058,95;3336,00;7053872,76;-;31872267,71"
"""260410 CARUARU"";-;30105355,47;-;54315981,26;-;84421336,73"
"""260415 CASINHAS"";-;-;968,00;1118238,03;630,00;1119836,03"
"""260420 CATENDE"";-;-;-;1320391,75;-;1320391,75"
"""260430 CEDRO"";-;-;-;223488,35;-;223488,35"
"""260440 CHA DE ALEGRIA"";-;-;554,00;591344,39;96,00;591994,39"
"""260450 CHA GRANDE"";-;-;-;1300918,44;-;1300918,44"
"""260460 CONDADO"";-;-;-;602875,47;-;602875,47"
"""260470 CORRENTES"";-;-;-;300751,33;-;300751,33"
"""260480 CORTES"";-;-;-;407276,06;-;407276,06"
"""260490 CUMARU"";-;-;-;612827,93;-;612827,93"
"""260500 CUPIRA"";-;-;-;972702,93;-;972702,93"
"""260510 CUSTODIA"";-;2191,20;-;1541964,22;-;1544155,42"
"""260515 DORMENTES"";-;-;-;1401895,08;-;1401895,08"
"""260520 ESCADA"";-;4390,00;-;2473213,93;-;2477603,93"
"""260530 EXU"";-;-;-;739527,39;-;739527,39"
"""260540 FEIRA NOVA"";-;-;1046,00;1076681,32;-;1077727,32"
"""260545 FERNANDO DE NORONHA"";-;-;-;1300011,13;-;1300011,13"
"""260550 FERREIROS"";-;-;-;381053,42;-;381053,42"
"""260560 FLORES"";-;-;-;670233,63;-;670233,63"
"""260570 FLORESTA"";-;-;-;980853,34;-;980853,34"
"""260580 FREI MIGUELINHO"";-;-;580,00;412648,85;-;413228,85"
"""260590 GAMELEIRA"";-;-;-;644580,79;-;644580,79"
"""260600 GARANHUNS"";-;15070010,80;-;40552061,44;-;55622072,24"
"""260610 GLORIA DO GOITA"";-;-;-;669487,45;-;669487,45"
"""260620 GOIANA"";-;16653,12;-;7281582,80;-;7298235,92"
"""260630 GRANITO"";-;-;-;357086,08;-;357086,08"
"""260640 GRAVATA"";-;4382,40;-;3605093,03;-;3609475,43"
"""260650 IATI"";-;2629,44;-;732650,47;-;735279,91"
"""260660 IBIMIRIM"";-;-;-;544312,87;-;544312,87"
"""260670 IBIRAJUBA"";-;-;-;150933,51;-;150933,51"
"""260680 IGARASSU"";-;6187,37;-;7359836,40;-;7366023,77"
"""260690 IGUARACY"";-;-;-;726505,74;-;726505,74"
"""260700 INAJA"";-;-;-;621291,31;-;621291,31"
"""260710 INGAZEIRA"";-;-;-;579591,24;-;579591,24"
"""260720 IPOJUCA"";-;31882,68;-;10167709,30;-;10199591,98"
"""260730 IPUBI"";-;-;-;120513,03;-;120513,03"
"""260740 ITACURUBA"";-;-;-;417702,24;-;417702,24"
"""260750 ITAIBA"";-;-;-;668515,47;-;668515,47"
"""260760 ILHA DE ITAMARACA"";-;-;-;829174,00;-;829174,00"
"""260765 ITAMBE"";-;-;-;1230791,23;-;1230791,23"
"""260770 ITAPETIM"";-;1752,96;-;1196029,82;-;1197782,78"
"""260775 ITAPISSUMA"";-;-;-;1768071,11;-;1768071,11"
"""260780 ITAQUITINGA"";-;-;-;671080,45;-;671080,45"
"""260790 JABOATAO DOS GUARARAPES"";-;20536560,40;-;47610247,77;-;68146808,17"
"""260795 JAQUEIRA"";-;-;-;636514,05;-;636514,05"
"""260800 JATAUBA"";-;-;-;858791,59;-;858791,59"
"""260805 JATOBA"";-;-;-;789339,89;-;789339,89"
"""260810 JOAO ALFREDO"";-;-;366,00;1175449,07;248,00;1176063,07"
"""260820 JOAQUIM NABUCO"";-;-;-;106833,80;-;106833,80"
"""260825 JUCATI"";-;-;-;363368,98;-;363368,98"
"""260830 JUPI"";-;-;-;554700,37;-;554700,37"
"""260840 JUREMA"";-;-;-;347467,07;-;347467,07"
"""260845 LAGOA DO CARRO"";-;-;-;1209279,73;-;1209279,73"
"""260850 LAGOA DE ITAENGA"";-;-;-;893128,37;-;893128,37"
"""260860 LAGOA DO OURO"";-;-;-;698582,56;-;698582,56"
"""260870 LAGOA DOS GATOS"";-;-;-;300996,84;-;300996,84"
"""260875 LAGOA GRANDE"";-;-;-;213565,53;-;213565,53"
"""260880 LAJEDO"";-;-;-;1074814,62;-;1074814,62"
"""260890 LIMOEIRO"";-;275340,96;-;11353266,09;2179,00;11630786,05"
"""260900 MACAPARANA"";-;-;806,00;936279,63;275,00;937360,63"
"""260910 MACHADOS"";-;-;-;586756,54;-;586756,54"
"""260915 MANARI"";-;-;-;585217,98;-;585217,98"
"""260920 MARAIAL"";-;-;-;527732,94;-;527732,94"
"""260930 MIRANDIBA"";-;-;-;311146,61;-;311146,61"
"""260940 MORENO"";-;1470,00;1192,00;6561366,88;-;6564028,88"
"""260950 NAZARE DA MATA"";-;-;11640,00;1856726,98;460,00;1868826,98"
"""260960 OLINDA"";-;4958767,15;-;19428256,22;-;24387023,37"
"""260970 OROBO"";-;-;756,00;2140751,15;287,64;2141794,79"
"""260980 OROCO"";-;250,00;-;443757,83;-;444007,83"
"""260990 OURICURI"";-;19720,80;-;4124208,04;-;4143928,84"
"""261000 PALMARES"";-;11329203,31;-;10497816,05;-;21827019,36"
"""261010 PALMEIRINA"";-;-;-;221565,66;-;221565,66"
"""261020 PANELAS"";-;9203,04;-;684291,04;-;693494,08"
"""261030 PARANATAMA"";-;-;-;707430,20;-;707430,20"
"""261040 PARNAMIRIM"";-;-;-;919061,90;-;919061,90"
"""261050 PASSIRA"";-;110,00;-;752021,26;-;752131,26"
"""261060 PAUDALHO"";-;1729809,36;-;4707661,98;-;6437471,34"
"""261070 PAULISTA"";-;10180965,59;-;15248485,90;-;25429451,49"
"""261080 PEDRA"";-;-;-;653963,05;-;653963,05"
"""261090 PESQUEIRA"";-;-;-;2873934,22;-;2873934,22"
"""261100 PETROLANDIA"";-;37521,27;-;3112346,65;-;3149867,92"
"""261110 PETROLINA"";-;5980414,96;-;39149652,58;-;45130067,54"
"""261120 POCAO"";-;-;-;807316,03;-;807316,03"
"""261130 POMBOS"";-;-;-;933117,10;-;933117,10"
"""261140 PRIMAVERA"";-;-;-;560486,97;-;560486,97"
"""261150 QUIPAPA"";-;-;-;597229,94;-;597229,94"
"""261153 QUIXABA"";-;-;-;1040665,50;-;1040665,50"
"""261160 RECIFE"";38354782,84;153055311,73;-;498305267,36;-;689715361,93"
"""261170 RIACHO DAS ALMAS"";-;-;-;845479,51;-;845479,51"
"""261180 RIBEIRAO"";-;-;-;744550,41;-;744550,41"
"""261190 RIO FORMOSO"";-;-;-;786894,44;-;786894,44"
"""261200 SAIRE"";-;-;-;404107,88;-;404107,88"
"""261210 SALGADINHO"";-;-;-;210028,87;288,00;210316,87"
"""261220 SALGUEIRO"";-;6047234,21;-;7719097,13;-;13766331,34"
"""261230 SALOA"";-;-;-;453238,84;-;453238,84"
"""261240 SANHARO"";-;-;-;1118998,49;-;1118998,49"
"""261245 SANTA CRUZ"";-;-;-;1252407,23;-;1252407,23"
"""261247 SANTA CRUZ DA BAIXA VERDE"";-;-;-;445812,20;-;445812,20"
"""261250 SANTA CRUZ DO CAPIBARIBE"";-;886708,80;-;3757517,66;-;4644226,46"
"""261255 SANTA FILOMENA"";-;-;-;273232,40;-;273232,40"
"""261260 SANTA MARIA DA BOA VISTA"";-;-;-;1375534,24;-;1375534,24"
"""261270 SANTA MARIA DO CAMBUCA"";-;-;-;490727,08;930,60;491657,68"
"""261280 SANTA TEREZINHA"";-;-;-;444442,45;-;444442,45"
"""261290 SAO BENEDITO DO SUL"";-;-;-;252737,90;-;252737,90"
"""261300 SAO BENTO DO UNA"";-;-;-;2592836,79;-;2592836,79"
"""261310 SAO CAITANO"";-;-;-;1115577,30;-;1115577,30"
"""261320 SAO JOAO"";-;-;-;1096415,84;-;1096415,84"
"""261330 SAO JOAQUIM DO MONTE"";-;-;-;864882,91;-;864882,91"
"""261340 SAO JOSE DA COROA GRANDE"";-;-;-;873110,17;-;873110,17"
"""261350 SAO JOSE DO BELMONTE"";-;-;-;362645,94;-;362645,94"
"""261360 SAO JOSE DO EGITO"";-;2410,32;-;1745587,87;-;1747998,19"
"""261370 SAO LOURENCO DA MATA"";-;19511,76;-;4825866,29;-;4845378,05"
"""261380 SAO VICENTE FERRER"";-;-;306,00;680155,12;853,24;681314,36"
"""261390 SERRA TALHADA"";-;5246345,84;-;11558544,00;-;16804889,84"
"""261400 SERRITA"";-;-;-;256817,77;-;256817,77"
"""261410 SERTANIA"";-;2629,44;-;1878959,38;-;1881588,82"
"""261420 SIRINHAEM"";-;-;-;1167132,56;-;1167132,56"
"""261430 MOREILANDIA"";-;-;-;777330,97;-;777330,97"
"""261440 SOLIDAO"";-;-;-;359267,66;-;359267,66"
"""261450 SURUBIM"";-;-;1768,00;4454683,79;261,00;4456712,79"
"""261460 TABIRA"";-;10956,00;-;1888820,31;-;1899776,31"
"""261470 TACAIMBO"";-;-;-;374051,27;-;374051,27"
"""261480 TACARATU"";-;-;-;1208491,12;-;1208491,12"
"""261485 TAMANDARE"";-;-;-;1109230,44;-;1109230,44"
"""261500 TAQUARITINGA DO NORTE"";-;-;-;429515,66;-;429515,66"
"""261510 TEREZINHA"";-;-;-;261153,39;-;261153,39"
"""261520 TERRA NOVA"";-;-;-;160959,28;-;160959,28"
"""261530 TIMBAUBA"";-;180,00;-;1714185,03;-;1714365,03"
"""261540 TORITAMA"";-;-;-;1557738,45;-;1557738,45"
"""261550 TRACUNHAEM"";-;-;-;353131,06;696,00;353827,06"
"""261560 TRINDADE"";-;-;-;926753,29;-;926753,29"
"""261570 TRIUNFO"";-;-;-;553401,80;-;553401,80"
"""261580 TUPANATINGA"";-;-;-;783622,96;-;783622,96"
"""261590 TUPARETAMA"";-;-;-;779139,54;-;779139,54"
"""261600 VENTUROSA"";-;1972,08;-;1680444,70;-;1682416,78"
"""261610 VERDEJANTE"";-;-;-;62977,20;-;62977,20"
"""261618 VERTENTE DO LERIO"";-;-;-;167149,11;560,00;167709,11"
"""261620 VERTENTES"";-;-;-;1338732,44;-;1338732,44"
"""261630 VICENCIA"";-;-;1154,00;659469,81;-;660623,81"
"""261640 VITORIA DE SANTO ANTAO"";-;14222068,65;-;11029802,64;-;25251871,29"
"""261650 XEXEU"";-;-;-;807734,30;-;807734,30"
"""270010 AGUA BRANCA"";-;-;-;1077985,98;-;1077985,98"
"""270020 ANADIA"";-;-;-;474940,90;-;474940,90"
"""270030 ARAPIRACA"";-;21441214,98;-;54792706,18;-;76233921,16"
"""270040 ATALAIA"";-;200,00;-;2672015,36;-;2672215,36"
"""270050 BARRA DE SANTO ANTONIO"";-;-;-;579654,21;-;579654,21"
"""270060 BARRA DE SAO MIGUEL"";-;-;-;643109,31;-;643109,31"
"""270070 BATALHA"";-;-;-;963196,70;-;963196,70"
"""270080 BELEM"";-;-;-;124374,80;-;124374,80"
"""270090 BELO MONTE"";-;-;-;149002,31;-;149002,31"
"""270100 BOCA DA MATA"";-;-;-;828112,31;-;828112,31"
