"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""260170 BELO JARDIM"";314413,73;330755,36;645169,09"
"""260180 BETANIA"";-;29883,26;29883,26"
"""260190 BEZERROS"";794597,89;9421056,28;10215654,17"
"""260200 BODOCO"";-;175927,75;175927,75"
"""260210 BOM CONSELHO"";146907,21;479432,54;626339,75"
"""260220 BOM JARDIM"";-;75958,90;75958,90"
"""260230 BONITO"";222657,49;169594,84;392252,33"
"""260240 BREJAO"";-;57669,86;57669,86"
"""260250 BREJINHO"";-;74893,58;74893,58"
"""260260 BREJO DA MADRE DE DEUS"";-;139285,50;139285,50"
"""260280 BUIQUE"";-;416060,47;416060,47"
"""260290 CABO DE SANTO AGOSTINHO"";4368736,58;13544097,78;17912834,36"
"""260300 CABROBO"";393557,51;251998,35;645555,86"
"""260310 CACHOEIRINHA"";-;103843,22;103843,22"
"""260320 CAETES"";17236,12;111715,67;128951,79"
"""260330 CALCADO"";-;19870,96;19870,96"
"""260340 CALUMBI"";-;10538,70;10538,70"
"""260345 CAMARAGIBE"";2710085,31;38381,57;2748466,88"
"""260350 CAMOCIM DE SAO FELIX"";-;35144,52;35144,52"
"""260360 CAMUTANGA"";-;9393,41;9393,41"
"""260370 CANHOTINHO"";-;266867,57;266867,57"
"""260380 CAPOEIRAS"";-;85905,80;85905,80"
"""260390 CARNAIBA"";319736,85;118220,58;437957,43"
"""260392 CARNAUBEIRA DA PENHA"";-;40708,29;40708,29"
"""260400 CARPINA"";421670,46;357365,43;779035,89"
"""260410 CARUARU"";10014136,29;57483962,63;67498098,92"
"""260415 CASINHAS"";-;35288,73;35288,73"
"""260420 CATENDE"";-;105941,23;105941,23"
"""260430 CEDRO"";-;39480,06;39480,06"
"""260450 CHA GRANDE"";28680,49;128823,25;157503,74"
"""260460 CONDADO"";19725,00;15281,58;35006,58"
"""260470 CORRENTES"";-;84937,13;84937,13"
"""260480 CORTES"";955250,44;101232,17;1056482,61"
"""260490 CUMARU"";-;84431,50;84431,50"
"""260500 CUPIRA"";-;122451,39;122451,39"
"""260510 CUSTODIA"";254915,59;194536,77;449452,36"
"""260515 DORMENTES"";176028,12;159359,42;335387,54"
"""260520 ESCADA"";-;162695,87;162695,87"
"""260530 EXU"";-;153352,23;153352,23"
"""260540 FEIRA NOVA"";-;123265,54;123265,54"
"""260545 FERNANDO DE NORONHA"";-;22800,97;22800,97"
"""260560 FLORES"";-;73929,11;73929,11"
"""260570 FLORESTA"";-;335224,79;335224,79"
"""260580 FREI MIGUELINHO"";-;44063,77;44063,77"
"""260590 GAMELEIRA"";-;28963,19;28963,19"
"""260600 GARANHUNS"";1598491,49;10685232,26;12283723,75"
"""260610 GLORIA DO GOITA"";-;9986,30;9986,30"
"""260620 GOIANA"";590854,36;1072794,43;1663648,79"
"""260630 GRANITO"";-;61317,07;61317,07"
"""260640 GRAVATA"";832318,31;198025,86;1030344,17"
"""260650 IATI"";405518,32;256317,75;661836,07"
"""260660 IBIMIRIM"";-;108398,88;108398,88"
"""260670 IBIRAJUBA"";-;28908,85;28908,85"
"""260680 IGARASSU"";95214,86;195442,00;290656,86"
"""260690 IGUARACY"";-;50506,51;50506,51"
"""260700 INAJA"";-;139261,21;139261,21"
"""260710 INGAZEIRA"";-;19186,39;19186,39"
"""260720 IPOJUCA"";-;666067,03;666067,03"
"""260730 IPUBI"";-;107332,26;107332,26"
"""260740 ITACURUBA"";-;13072,42;13072,42"
"""260750 ITAIBA"";-;228613,47;228613,47"
"""260765 ITAMBE"";-;60996,37;60996,37"
"""260770 ITAPETIM"";364108,26;174274,73;538382,99"
"""260780 ITAQUITINGA"";-;9952,77;9952,77"
"""260790 JABOATAO DOS GUARARAPES"";3508493,57;46527354,73;50035848,30"
"""260795 JAQUEIRA"";-;68698,79;68698,79"
"""260800 JATAUBA"";-;140143,96;140143,96"
"""260805 JATOBA"";-;97776,29;97776,29"
"""260810 JOAO ALFREDO"";-;78714,26;78714,26"
"""260825 JUCATI"";-;46864,02;46864,02"
"""260830 JUPI"";-;104351,44;104351,44"
"""260840 JUREMA"";-;42757,31;42757,31"
"""260845 LAGOA DO CARRO"";-;7263,99;7263,99"
"""260850 LAGOA DE ITAENGA"";-;93234,14;93234,14"
"""260860 LAGOA DO OURO"";-;201402,94;201402,94"
"""260870 LAGOA DOS GATOS"";-;18711,85;18711,85"
"""260875 LAGOA GRANDE"";134213,20;204864,28;339077,48"
"""260880 LAJEDO"";-;195328,52;195328,52"
"""260890 LIMOEIRO"";1366875,81;5499132,66;6866008,47"
"""260900 MACAPARANA"";73088,60;71948,25;145036,85"
"""260910 MACHADOS"";-;52963,85;52963,85"
"""260915 MANARI"";-;65789,28;65789,28"
"""260920 MARAIAL"";-;8357,51;8357,51"
"""260930 MIRANDIBA"";-;35116,37;35116,37"
"""260940 MORENO"";1313024,52;19630649,35;20943673,87"
"""260950 NAZARE DA MATA"";-;1986345,62;1986345,62"
"""260960 OLINDA"";762354,16;14402133,06;15164487,22"
"""260970 OROBO"";-;48298,78;48298,78"
"""260980 OROCO"";-;60489,57;60489,57"
"""260990 OURICURI"";814242,89;6605271,43;7419514,32"
"""261000 PALMARES"";3640486,21;13076123,36;16716609,57"
"""261010 PALMEIRINA"";-;47216,37;47216,37"
"""261020 PANELAS"";107406,77;85467,85;192874,62"
"""261030 PARANATAMA"";274239,44;173507,86;447747,30"
"""261040 PARNAMIRIM"";-;98831,74;98831,74"
"""261050 PASSIRA"";-;55815,64;55815,64"
"""261060 PAUDALHO"";3176894,34;163165,38;3340059,72"
"""261070 PAULISTA"";658138,17;10490098,96;11148237,13"
"""261080 PEDRA"";-;73594,44;73594,44"
"""261090 PESQUEIRA"";949090,64;847189,40;1796280,04"
"""261100 PETROLANDIA"";452626,77;567903,91;1020530,68"
"""261110 PETROLINA"";2564158,39;35677286,36;38241444,75"
"""261120 POCAO"";-;68559,37;68559,37"
"""261130 POMBOS"";-;2668,43;2668,43"
"""261150 QUIPAPA"";-;74957,65;74957,65"
"""261160 RECIFE"";166254856,59;571848309,25;738103165,84"
"""261170 RIACHO DAS ALMAS"";54591,74;217549,93;272141,67"
"""261180 RIBEIRAO"";-;10660,60;10660,60"
"""261190 RIO FORMOSO"";-;26227,93;26227,93"
"""261200 SAIRE"";-;24998,24;24998,24"
"""261220 SALGUEIRO"";1044492,48;7465265,77;8509758,25"
"""261230 SALOA"";-;167021,97;167021,97"
"""261240 SANHARO"";-;120844,32;120844,32"
"""261245 SANTA CRUZ"";-;176003,01;176003,01"
"""261247 SANTA CRUZ DA BAIXA VERDE"";-;24931,87;24931,87"
"""261250 SANTA CRUZ DO CAPIBARIBE"";543388,06;490025,51;1033413,57"
"""261255 SANTA FILOMENA"";-;80824,54;80824,54"
"""261260 SANTA MARIA DA BOA VISTA"";386240,38;302623,55;688863,93"
"""261270 SANTA MARIA DO CAMBUCA"";-;27575,09;27575,09"
"""261280 SANTA TEREZINHA"";-;24569,07;24569,07"
"""261290 SAO BENEDITO DO SUL"";-;2757,08;2757,08"
"""261300 SAO BENTO DO UNA"";-;336433,66;336433,66"
"""261310 SAO CAITANO"";226735,43;286045,81;512781,24"
"""261320 SAO JOAO"";-;296592,75;296592,75"
"""261330 SAO JOAQUIM DO MONTE"";285865,27;112730,78;398596,05"
"""261350 SAO JOSE DO BELMONTE"";14915,23;204141,65;219056,88"
"""261360 SAO JOSE DO EGITO"";47410,32;371521,71;418932,03"
"""261370 SAO LOURENCO DA MATA"";1147936,39;691931,21;1839867,60"
"""261380 SAO VICENTE FERRER"";-;55606,69;55606,69"
"""261390 SERRA TALHADA"";2148355,71;14084943,30;16233299,01"
"""261400 SERRITA"";-;101297,31;101297,31"
"""261410 SERTANIA"";271194,23;435828,62;707022,85"
"""261420 SIRINHAEM"";-;36381,37;36381,37"
"""261430 MOREILANDIA"";-;64325,36;64325,36"
"""261440 SOLIDAO"";-;29837,33;29837,33"
"""261450 SURUBIM"";499810,24;1505114,19;2004924,43"
"""261460 TABIRA"";68300,15;137719,32;206019,47"
"""261480 TACARATU"";-;150344,68;150344,68"
"""261485 TAMANDARE"";-;70769,31;70769,31"
"""261500 TAQUARITINGA DO NORTE"";-;117003,00;117003,00"
"""261510 TEREZINHA"";-;37698,63;37698,63"
"""261520 TERRA NOVA"";-;53302,18;53302,18"
"""261530 TIMBAUBA"";-;653120,29;653120,29"
"""261540 TORITAMA"";215104,49;288725,64;503830,13"
"""261560 TRINDADE"";-;189180,74;189180,74"
"""261570 TRIUNFO"";-;92823,65;92823,65"
"""261580 TUPANATINGA"";-;103040,15;103040,15"
"""261590 TUPARETAMA"";-;85747,40;85747,40"
"""261600 VENTUROSA"";269305,13;247150,95;516456,08"
"""261610 VERDEJANTE"";-;13533,20;13533,20"
"""261620 VERTENTES"";799163,75;199511,82;998675,57"
"""261640 VITORIA DE SANTO ANTAO"";3951530,60;12836879,20;16788409,80"
"""270010 AGUA BRANCA"";-;67039,47;67039,47"
"""270030 ARAPIRACA"";1137864,96;55105838,91;56243703,87"
"""270040 ATALAIA"";-;98237,11;98237,11"
"""270070 BATALHA"";119133,56;451060,85;570194,41"
"""270100 BOCA DA MATA"";-;30243,80;30243,80"
"""270130 CAJUEIRO"";-;46557,00;46557,00"
"""270140 CAMPO ALEGRE"";-;223228,89;223228,89"
"""270170 CAPELA"";-;118511,61;118511,61"
"""270210 COLONIA LEOPOLDINA"";-;6748,00;6748,00"
"""270230 CORURIPE"";1030,00;20271130,27;20272160,27"
"""270235 CRAIBAS"";-;27934,20;27934,20"
"""270240 DELMIRO GOUVEIA"";425083,75;5495152,41;5920236,16"
"""270280 FLEXEIRAS"";-;4734,14;4734,14"
"""270300 IBATEGUARA"";-;15075,60;15075,60"
"""270380 JOAQUIM GOMES"";-;42642,43;42642,43"
"""270400 JUNQUEIRO"";-;145061,60;145061,60"
"""270430 MACEIO"";15572975,55;122432352,13;138005327,68"
"""270450 MARAGOGI"";-;95245,40;95245,40"
"""270470 MARECHAL DEODORO"";-;72224,00;72224,00"
"""270500 MATA GRANDE"";-;68004,95;68004,95"
"""270510 MATRIZ DE CAMARAGIBE"";-;14112,84;14112,84"
"""270630 PALMEIRA DOS INDIOS"";551066,90;6742250,82;7293317,72"
"""270640 PAO DE ACUCAR"";-;37659,03;37659,03"
"""270670 PENEDO"";538832,63;2155215,53;2694048,16"
"""270680 PIACABUCU"";-;14188,80;14188,80"
"""270690 PILAR"";1193000,50;1021351,52;2214352,02"
"""270710 PIRANHAS"";-;182202,27;182202,27"
"""270730 PORTO CALVO"";301099,59;6224267,86;6525367,45"
"""270760 QUEBRANGULO"";-;17460,96;17460,96"
"""270770 RIO LARGO"";-;136636,93;136636,93"
"""270800 SANTANA DO IPANEMA"";1060363,86;8183118,74;9243482,60"
"""270830 SAO JOSE DA LAJE"";-;34992,63;34992,63"
"""270840 SAO JOSE DA TAPERA"";-;148799,47;148799,47"
"""270850 SAO LUIS DO QUITUNDE"";-;36574,74;36574,74"
"""270860 SAO MIGUEL DOS CAMPOS"";725582,22;6150484,18;6876066,40"
"""270915 TEOTONIO VILELA"";204260,16;408330,03;612590,19"
"""270920 TRAIPU"";-;24387,00;24387,00"
"""270930 UNIAO DOS PALMARES"";344473,02;4671525,34;5015998,36"
"""270940 VICOSA"";-;115825,86;115825,86"
"""280020 AQUIDABA"";-;447598,11;447598,11"
"""280030 ARACAJU"";25049298,86;126579276,25;151628575,11"
"""280120 CANINDE DE SAO FRANCISCO"";-;92835,07;92835,07"
"""280130 CAPELA"";-;1586462,58;1586462,58"
"""280210 ESTANCIA"";5112363,55;7424834,90;12537198,45"
"""280290 ITABAIANA"";1267645,11;5617022,55;6884667,66"
"""280340 JAPOATA"";-;411013,03;411013,03"
"""280350 LAGARTO"";5412664,62;10988463,23;16401127,85"
"""280450 NOSSA SENHORA DA GLORIA"";-;1040790,11;1040790,11"
"""280480 NOSSA SENHORA DO SOCORRO"";-;1352967,90;1352967,90"
"""280570 PROPRIA"";-;1502393,04;1502393,04"
"""280590 RIACHUELO"";-;183712,31;183712,31"
"""280670 SAO CRISTOVAO"";6337319,19;270364,90;6607684,09"
"""280710 SIMAO DIAS"";-;336382,57;336382,57"
"""290020 ABARE"";-;138473,04;138473,04"
"""290035 ADUSTINA"";-;92613,19;92613,19"
"""290040 AGUA FRIA"";-;49960,72;49960,72"
"""290050 ERICO CARDOSO"";-;13048,02;13048,02"
"""290070 ALAGOINHAS"";947852,23;11264057,27;12211909,50"
"""290080 ALCOBACA"";-;440060,55;440060,55"
"""290100 AMARGOSA"";799494,64;1085705,64;1885200,28"
"""290110 AMELIA RODRIGUES"";-;113734,27;113734,27"
"""290115 AMERICA DOURADA"";-;230020,06;230020,06"
"""290120 ANAGE"";-;56816,15;56816,15"
"""290130 ANDARAI"";-;124111,26;124111,26"
"""290140 ANGICAL"";-;96143,77;96143,77"
"""290150 ANGUERA"";-;77394,96;77394,96"
"""290160 ANTAS"";356823,16;2855998,07;3212821,23"
"""290200 ARACATU"";-;617060,20;617060,20"
"""290205 ARACAS"";-;33985,36;33985,36"
"""290210 ARACI"";-;522273,31;522273,31"
"""290240 AURELINO LEAL"";-;642759,50;642759,50"
"""290250 BAIANOPOLIS"";-;117574,66;117574,66"
"""290260 BAIXA GRANDE"";-;115545,60;115545,60"
"""290270 BARRA"";-;3834080,68;3834080,68"
"""290280 BARRA DA ESTIVA"";766774,71;1438127,59;2204902,30"
"""290290 BARRA DO CHOCA"";-;337284,49;337284,49"
"""290300 BARRA DO MENDES"";-;264812,35;264812,35"
"""290320 BARREIRAS"";902327,79;26448161,31;27350489,10"
"""290323 BARRO ALTO"";-;230689,28;230689,28"
"""290327 BARROCAS"";-;157259,45;157259,45"
"""290330 BARRO PRETO"";-;20315,67;20315,67"
"""290340 BELMONTE"";-;269015,59;269015,59"
"""290350 BELO CAMPO"";-;228334,18;228334,18"
"""290360 BIRITINGA"";-;74597,04;74597,04"
"""290380 BOA VISTA DO TUPIM"";-;40637,62;40637,62"
"""290390 BOM JESUS DA LAPA"";101497,53;4135604,93;4237102,46"
"""290395 BOM JESUS DA SERRA"";-;97253,17;97253,17"
"""290400 BONINAL"";-;78138,05;78138,05"
"""290405 BONITO"";-;261652,48;261652,48"
"""290410 BOQUIRA"";-;380998,56;380998,56"
"""290420 BOTUPORA"";-;175920,06;175920,06"
"""290430 BREJOES"";-;114151,17;114151,17"
"""290440 BREJOLANDIA"";-;90201,00;90201,00"
"""290450 BROTAS DE MACAUBAS"";-;59252,62;59252,62"
"""290460 BRUMADO"";165145,16;5181530,59;5346675,75"
"""290475 BURITIRAMA"";-;248421,41;248421,41"
"""290480 CAATIBA"";-;43638,84;43638,84"
"""290490 CACHOEIRA"";-;353212,74;353212,74"
"""290500 CACULE"";-;497297,60;497297,60"
"""290510 CAEM"";-;430845,28;430845,28"
"""290520 CAETITE"";682986,54;7879418,20;8562404,74"
"""290530 CAFARNAUM"";-;393499,88;393499,88"
"""290550 CALDEIRAO GRANDE"";-;222439,38;222439,38"
"""290560 CAMACAN"";584980,59;1841090,97;2426071,56"
"""290570 CAMACARI"";335821,26;7743234,96;8079056,22"
"""290580 CAMAMU"";-;238590,42;238590,42"
"""290590 CAMPO ALEGRE DE LOURDES"";-;674924,05;674924,05"
"""290600 CAMPO FORMOSO"";443253,55;5265700,82;5708954,37"
"""290610 CANAPOLIS"";-;265348,61;265348,61"
"""290620 CANARANA"";-;162465,51;162465,51"
"""290630 CANAVIEIRAS"";-;255497,60;255497,60"
"""290640 CANDEAL"";-;4166,43;4166,43"
"""290650 CANDEIAS"";712387,35;5261044,87;5973432,22"
"""290660 CANDIBA"";-;216472,19;216472,19"
"""290670 CANDIDO SALES"";-;127843,75;127843,75"
"""290680 CANSANCAO"";174673,02;1077838,05;1252511,07"
"""290682 CANUDOS"";-;241580,02;241580,02"
"""290685 CAPELA DO ALTO ALEGRE"";-;25685,44;25685,44"
"""290687 CAPIM GROSSO"";-;1003561,77;1003561,77"
"""290690 CARAVELAS"";122279,77;474560,79;596840,56"
"""290710 CARINHANHA"";-;265252,04;265252,04"
"""290720 CASA NOVA"";-;337728,44;337728,44"
"""290730 CASTRO ALVES"";-;341134,39;341134,39"
"""290750 CATU"";339881,73;1407381,72;1747263,45"
"""290755 CATURAMA"";-;43837,55;43837,55"
"""290760 CENTRAL"";-;223240,35;223240,35"
"""290770 CHORROCHO"";-;45265,45;45265,45"
"""290780 CICERO DANTAS"";-;258702,71;258702,71"
"""290790 CIPO"";-;199360,31;199360,31"
"""290800 COARACI"";-;60248,84;60248,84"
"""290810 COCOS"";-;359318,44;359318,44"
"""290830 CONCEICAO DO ALMEIDA"";-;162980,13;162980,13"
"""290840 CONCEICAO DO COITE"";1332659,44;3287090,82;4619750,26"
"""290850 CONCEICAO DO JACUIPE"";-;144046,09;144046,09"
"""290860 CONDE"";-;58231,75;58231,75"
"""290870 CONDEUBA"";-;251833,70;251833,70"
"""290890 CORACAO DE MARIA"";-;2177894,09;2177894,09"
"""290900 CORDEIROS"";-;83681,95;83681,95"
"""290910 CORIBE"";-;918695,27;918695,27"
"""290930 CORRENTINA"";-;1267682,39;1267682,39"
"""290950 CRAVOLANDIA"";-;275268,37;275268,37"
"""290960 CRISOPOLIS"";-;156667,91;156667,91"
"""290970 CRISTOPOLIS"";-;1458615,29;1458615,29"
"""290980 CRUZ DAS ALMAS"";3426576,71;3456316,14;6882892,85"
"""290990 CURACA"";-;247412,04;247412,04"
"""291005 DIAS D'AVILA"";-;609472,30;609472,30"
"""291010 DOM BASILIO"";-;150240,19;150240,19"
"""291030 ELISIO MEDRADO"";-;71714,37;71714,37"
"""291040 ENCRUZILHADA"";-;356321,71;356321,71"
"""291050 ENTRE RIOS"";-;142356,31;142356,31"
"""291060 ESPLANADA"";-;801100,41;801100,41"
"""291070 EUCLIDES DA CUNHA"";1223948,71;2221344,72;3445293,43"
"""291072 EUNAPOLIS"";374303,34;5133492,59;5507795,93"
"""291080 FEIRA DE SANTANA"";10482541,23;82910510,35;93393051,58"
"""291085 FILADELFIA"";-;360886,26;360886,26"
"""291110 FORMOSA DO RIO PRETO"";-;577685,54;577685,54"
"""291120 GANDU"";-;396057,00;396057,00"
"""291130 GENTIO DO OURO"";-;112112,47;112112,47"
"""291150 GONGOGI"";-;65239,47;65239,47"
"""291170 GUANAMBI"";-;10967508,42;10967508,42"
"""291180 GUARATINGA"";-;134055,15;134055,15"
"""291190 IACU"";-;156657,19;156657,19"
"""291200 IBIASSUCE"";-;387513,77;387513,77"
"""291210 IBICARAI"";-;113002,95;113002,95"
"""291230 IBICUI"";-;30900,66;30900,66"
"""291240 IBIPEBA"";-;96547,13;96547,13"
"""291250 IBIPITANGA"";-;108050,30;108050,30"
"""291270 IBIRAPITANGA"";-;417930,59;417930,59"
"""291280 IBIRAPUA"";-;154864,47;154864,47"
"""291290 IBIRATAIA"";-;476292,05;476292,05"
"""291300 IBITIARA"";-;148431,43;148431,43"
"""291310 IBITITA"";-;469216,43;469216,43"
"""291320 IBOTIRAMA"";17320,26;1817162,83;1834483,09"
"""291340 IGAPORA"";-;397969,01;397969,01"
"""291345 IGRAPIUNA"";-;101867,61;101867,61"
"""291350 IGUAI"";-;2127887,77;2127887,77"
"""291360 ILHEUS"";607490,18;21308854,55;21916344,73"
"""291370 INHAMBUPE"";-;170758,67;170758,67"
"""291380 IPECAETA"";-;20871,06;20871,06"
"""291390 IPIAU"";-;585887,28;585887,28"
"""291400 IPIRA"";101877,73;478162,53;580040,26"
"""291410 IPUPIARA"";-;81930,99;81930,99"
"""291420 IRAJUBA"";-;209486,06;209486,06"
"""291430 IRAMAIA"";-;571463,25;571463,25"
"""291440 IRAQUARA"";-;1766184,61;1766184,61"
"""291450 IRARA"";-;173767,69;173767,69"
"""291460 IRECE"";2226402,35;10409442,18;12635844,53"
"""291465 ITABELA"";71986,92;802326,90;874313,82"
"""291470 ITABERABA"";2873994,68;9117588,97;11991583,65"
"""291480 ITABUNA"";4075236,08;35295713,87;39370949,95"
"""291490 ITACARE"";-;244082,70;244082,70"
"""291500 ITAETE"";-;110027,39;110027,39"
"""291510 ITAGI"";-;105170,96;105170,96"
"""291535 ITAGUACU DA BAHIA"";-;146937,73;146937,73"
"""291540 ITAJU DO COLONIA"";-;72968,82;72968,82"
"""291550 ITAJUIPE"";-;1358800,67;1358800,67"
"""291560 ITAMARAJU"";121811,35;2270809,65;2392621,00"
"""291580 ITAMBE"";-;445607,20;445607,20"
"""291600 ITANHEM"";-;513846,68;513846,68"
"""291610 ITAPARICA"";-;1794935,24;1794935,24"
"""291630 ITAPEBI"";-;88839,04;88839,04"
"""291640 ITAPETINGA"";1845734,99;4263604,35;6109339,34"
"""291650 ITAPICURU"";-;99244,00;99244,00"
"""291660 ITAPITANGA"";-;24898,01;24898,01"
"""291670 ITAQUARA"";-;188019,88;188019,88"
"""291680 ITARANTIM"";-;506103,75;506103,75"
"""291685 ITATIM"";-;61013,77;61013,77"
"""291690 ITIRUCU"";-;846774,38;846774,38"
"""291700 ITIUBA"";-;453759,85;453759,85"
"""291710 ITORORO"";-;999637,46;999637,46"
"""291720 ITUACU"";-;122277,16;122277,16"
"""291730 ITUBERA"";-;199344,25;199344,25"
"""291733 IUIU"";-;86488,23;86488,23"
"""291735 JABORANDI"";-;489631,35;489631,35"
"""291740 JACARACI"";-;223052,24;223052,24"
"""291750 JACOBINA"";-;4226286,97;4226286,97"
"""291760 JAGUAQUARA"";-;1646243,45;1646243,45"
"""291770 JAGUARARI"";-;376886,66;376886,66"
"""291800 JEQUIE"";2498142,34;23274225,88;25772368,22"
"""291810 JEREMOABO"";-;319128,67;319128,67"
"""291820 JIQUIRICA"";-;228180,16;228180,16"
"""291830 JITAUNA"";-;105734,74;105734,74"
"""291835 JOAO DOURADO"";-;228838,45;228838,45"
"""291840 JUAZEIRO"";1300088,83;22423898,95;23723987,78"
"""291850 JUSSARA"";-;438082,02;438082,02"
"""291855 JUSSARI"";-;19379,76;19379,76"
"""291860 JUSSIAPE"";-;73500,03;73500,03"
"""291880 LAJE"";-;119199,83;119199,83"
"""291905 LAJEDO DO TABOCAL"";-;191741,56;191741,56"
"""291915 LAPAO"";30822,19;574418,13;605240,32"
"""291920 LAURO DE FREITAS"";-;14138748,67;14138748,67"
"""291930 LENCOIS"";-;31488,49;31488,49"
"""291940 LICINIO DE ALMEIDA"";-;105558,15;105558,15"
"""291950 LIVRAMENTO DE NOSSA SENHORA"";-;940622,76;940622,76"
"""291955 LUIS EDUARDO MAGALHAES"";-;1988167,46;1988167,46"
"""291960 MACAJUBA"";-;80314,18;80314,18"
"""291970 MACARANI"";-;723334,79;723334,79"
"""291980 MACAUBAS"";86990,23;727777,00;814767,23"
"""291992 MADRE DE DEUS"";-;175856,36;175856,36"
"""292000 MAIQUINIQUE"";-;380796,95;380796,95"
"""292010 MAIRI"";-;540834,66;540834,66"
"""292020 MALHADA"";-;127819,20;127819,20"
"""292050 MARACAS"";-;499568,29;499568,29"
"""292080 MARCIONILIO SOUZA"";-;45594,43;45594,43"
"""292100 MATA DE SAO JOAO"";82927,84;739704,75;822632,59"
"""292105 MATINA"";-;102350,76;102350,76"
"""292110 MEDEIROS NETO"";368692,20;587510,01;956202,21"
"""292120 MIGUEL CALMON"";1949788,46;2040278,71;3990067,17"
"""292130 MILAGRES"";-;76173,22;76173,22"
"""292150 MONTE SANTO"";200345,45;1393899,49;1594244,94"
"""292170 MORRO DO CHAPEU"";-;710510,39;710510,39"
"""292180 MORTUGABA"";-;112062,13;112062,13"
"""292190 MUCUGE"";-;123208,87;123208,87"
"""292200 MUCURI"";-;893278,99;893278,99"
"""292205 MULUNGU DO MORRO"";6393,36;209410,48;215803,84"
"""292210 MUNDO NOVO"";-;122741,71;122741,71"
"""292230 MURITIBA"";-;751979,38;751979,38"
"""292240 MUTUIPE"";-;514118,10;514118,10"
"""292250 NAZARE"";2090524,61;2545064,71;4635589,32"
"""292265 NORDESTINA"";-;94690,60;94690,60"
"""292270 NOVA CANAA"";-;1115273,24;1115273,24"
"""292273 NOVA FATIMA"";-;43059,72;43059,72"
"""292290 NOVA SOURE"";-;135268,00;135268,00"
"""292300 NOVA VICOSA"";18660,62;261159,23;279819,85"
"""292310 OLINDINA"";-;195890,66;195890,66"
"""292320 OLIVEIRA DOS BREJINHOS"";-;291255,67;291255,67"
"""292330 OURICANGAS"";-;81264,63;81264,63"
"""292335 OUROLANDIA"";-;102799,68;102799,68"
"""292340 PALMAS DE MONTE ALTO"";-;239087,87;239087,87"
"""292360 PARAMIRIM"";624583,45;1099531,42;1724114,87"
"""292370 PARATINGA"";-;884150,05;884150,05"
"""292380 PARIPIRANGA"";-;89723,28;89723,28"
"""292390 PAU BRASIL"";-;58631,82;58631,82"
"""292400 PAULO AFONSO"";-;5655723,64;5655723,64"
"""292405 PE DE SERRA"";-;93581,65;93581,65"
"""292430 PIATA"";-;146104,78;146104,78"
"""292450 PINDAI"";-;265921,77;265921,77"
"""292460 PINDOBACU"";96757,49;897007,76;993765,25"
"""292465 PINTADAS"";-;83223,83;83223,83"
"""292470 PIRIPA"";-;80795,97;80795,97"
"""292480 PIRITIBA"";-;18443,62;18443,62"
"""292490 PLANALTINO"";-;379379,89;379379,89"
"""292500 PLANALTO"";-;188099,94;188099,94"
"""292510 POCOES"";1337414,73;1630042,06;2967456,79"
"""292520 POJUCA"";-;771782,71;771782,71"
"""292525 PONTO NOVO"";3961,78;316885,28;320847,06"
"""292530 PORTO SEGURO"";229220,70;8625701,10;8854921,80"
"""292540 POTIRAGUA"";-;24971,14;24971,14"
"""292550 PRADO"";-;184336,52;184336,52"
"""292560 PRESIDENTE DUTRA"";-;110415,30;110415,30"
"""292575 PRESIDENTE TANCREDO NEVES"";-;128211,73;128211,73"
"""292580 QUEIMADAS"";-;94856,80;94856,80"
"""292590 QUIJINGUE"";-;216806,01;216806,01"
"""292595 RAFAEL JAMBEIRO"";-;96619,90;96619,90"
"""292600 REMANSO"";663936,12;2461488,11;3125424,23"
"""292610 RETIROLANDIA"";-;173330,36;173330,36"
"""292620 RIACHAO DAS NEVES"";-;188879,55;188879,55"
"""292630 RIACHAO DO JACUIPE"";-;864857,11;864857,11"
"""292640 RIACHO DE SANTANA"";-;497057,95;497057,95"
"""292650 RIBEIRA DO AMPARO"";-;63983,96;63983,96"
"""292660 RIBEIRA DO POMBAL"";-;6022583,29;6022583,29"
"""292670 RIO DE CONTAS"";-;167384,63;167384,63"
"""292690 RIO DO PIRES"";-;116818,37;116818,37"
"""292700 RIO REAL"";-;440315,60;440315,60"
"""292720 RUY BARBOSA"";499366,84;3132307,27;3631674,11"
"""292730 SALINAS DA MARGARIDA"";-;50514,57;50514,57"
"""292740 SALVADOR"";119092441,70;485391645,99;604484087,69"
"""292750 SANTA BARBARA"";-;103215,55;103215,55"
"""292770 SANTA CRUZ CABRALIA"";-;162917,11;162917,11"
"""292790 SANTA INES"";39688,88;292239,26;331928,14"
"""292800 SANTALUZ"";-;520735,53;520735,53"
"""292810 SANTA MARIA DA VITORIA"";240984,36;663155,59;904139,95"
"""292820 SANTANA"";160463,07;390136,34;550599,41"
"""292830 SANTANOPOLIS"";-;21842,36;21842,36"
"""292840 SANTA RITA DE CASSIA"";-;564943,06;564943,06"
"""292850 SANTA TEREZINHA"";-;83141,74;83141,74"
"""292860 SANTO AMARO"";641119,48;220983,28;862102,76"
"""292870 SANTO ANTONIO DE JESUS"";958576,57;25738584,99;26697161,56"
"""292880 SANTO ESTEVAO"";74391,61;252479,61;326871,22"
"""292890 SAO DESIDERIO"";-;748877,93;748877,93"
