"""Munic¡pio"";""M‚dia complexidade"";""Alta complexidade"";""Total"""
"""170550 COLINAS DO TOCANTINS"";1353;-;1353"
"""170610 CRISTALANDIA"";5;-;5"
"""170700 DIANOPOLIS"";924;-;924"
"""170710 DIVINOPOLIS DO TOCANTINS"";279;-;279"
"""170770 FILADELFIA"";22;-;22"
"""170820 FORMOSO DO ARAGUAIA"";424;-;424"
"""170900 GOIATINS"";48;-;48"
"""170930 GUARAI"";2582;-;2582"
"""170950 GURUPI"";9909;21;9930"
"""171320 MIRACEMA DO TOCANTINS"";3139;-;3139"
"""171360 MONTE DO CARMO"";101;-;101"
"""171420 NATIVIDADE"";112;-;112"
"""171575 PALMEIROPOLIS"";250;-;250"
"""171610 PARAISO DO TOCANTINS"";4496;-;4496"
"""171620 PARANA"";379;-;379"
"""171650 PEDRO AFONSO"";1256;-;1256"
"""171660 PEIXE"";172;-;172"
"""171670 COLMEIA"";37;-;37"
"""171750 PIUM"";576;-;576"
"""171790 PONTE ALTA DO TOCANTINS"";39;-;39"
"""171820 PORTO NACIONAL"";6121;2;6123"
"""172065 SILVANOPOLIS"";30;-;30"
"""172080 SITIO NOVO DO TOCANTINS"";180;-;180"
"""172090 TAGUATINGA"";814;1;815"
"""172100 PALMAS"";18930;2345;21275"
"""172120 TOCANTINOPOLIS"";857;-;857"
"""172210 XAMBIOA"";1132;-;1132"
"""210005 ACAILANDIA"";6889;9;6898"
"""210020 ALCANTARA"";238;-;238"
"""210030 ALDEIAS ALTAS"";697;-;697"
"""210043 ALTO ALEGRE DO MARANHAO"";2148;-;2148"
"""210047 ALTO ALEGRE DO PINDARE"";2719;-;2719"
"""210050 ALTO PARNAIBA"";324;-;324"
"""210060 AMARANTE DO MARANHAO"";4009;-;4009"
"""210070 ANAJATUBA"";572;-;572"
"""210080 ANAPURUS"";566;-;566"
"""210083 APICUM-ACU"";1200;-;1200"
"""210087 ARAGUANA"";829;-;829"
"""210090 ARAIOSES"";265;-;265"
"""210095 ARAME"";1707;1;1708"
"""210100 ARARI"";476;-;476"
"""210110 AXIXA"";366;-;366"
"""210120 BACABAL"";13907;53;13960"
"""210125 BACABEIRA"";193;-;193"
"""210130 BACURI"";1248;-;1248"
"""210140 BALSAS"";8534;-;8534"
"""210150 BARAO DE GRAJAU"";478;-;478"
"""210160 BARRA DO CORDA"";4367;-;4367"
"""210170 BARREIRINHAS"";4250;-;4250"
"""210177 BELA VISTA DO MARANHAO"";834;-;834"
"""210190 BEQUIMAO"";596;-;596"
"""210193 BERNARDO DO MEARIM"";504;-;504"
"""210200 BOM JARDIM"";2271;-;2271"
"""210203 BOM JESUS DAS SELVAS"";892;-;892"
"""210210 BREJO"";1188;-;1188"
"""210220 BURITI"";1135;-;1135"
"""210230 BURITI BRAVO"";2019;-;2019"
"""210232 BURITICUPU"";3855;-;3855"
"""210240 CAJAPIO"";540;-;540"
"""210250 CAJARI"";240;-;240"
"""210260 CANDIDO MENDES"";716;-;716"
"""210270 CANTANHEDE"";1044;-;1044"
"""210280 CAROLINA"";1989;-;1989"
"""210290 CARUTAPERA"";2316;1;2317"
"""210300 CAXIAS"";12592;610;13202"
"""210310 CEDRAL"";932;-;932"
"""210312 CENTRAL DO MARANHAO"";635;-;635"
"""210320 CHAPADINHA"";5699;2;5701"
"""210325 CIDELANDIA"";957;-;957"
"""210330 CODO"";5873;-;5873"
"""210340 COELHO NETO"";2164;-;2164"
"""210350 COLINAS"";7036;-;7036"
"""210355 CONCEICAO DO LAGO-ACU"";922;-;922"
"""210360 COROATA"";4969;41;5010"
"""210370 CURURUPU"";5286;-;5286"
"""210380 DOM PEDRO"";711;-;711"
"""210390 DUQUE BACELAR"";318;-;318"
"""210400 ESPERANTINOPOLIS"";1388;-;1388"
"""210405 ESTREITO"";1772;-;1772"
"""210407 FEIRA NOVA DO MARANHAO"";671;-;671"
"""210408 FERNANDO FALCAO"";325;-;325"
"""210409 FORMOSA DA SERRA NEGRA"";708;-;708"
"""210410 FORTALEZA DOS NOGUEIRAS"";744;-;744"
"""210420 FORTUNA"";586;-;586"
"""210440 GONCALVES DIAS"";537;-;537"
"""210450 GOVERNADOR ARCHER"";198;-;198"
"""210455 GOVERNADOR EDISON LOBAO"";459;-;459"
"""210460 GOVERNADOR EUGENIO BARROS"";1288;-;1288"
"""210462 GOVERNADOR LUIZ ROCHA"";576;-;576"
"""210465 GOVERNADOR NEWTON BELLO"";685;-;685"
"""210467 GOVERNADOR NUNES FREIRE"";6156;-;6156"
"""210470 GRACA ARANHA"";194;-;194"
"""210480 GRAJAU"";6415;-;6415"
"""210490 GUIMARAES"";820;-;820"
"""210500 HUMBERTO DE CAMPOS"";1340;-;1340"
"""210510 ICATU"";533;-;533"
"""210515 IGARAPE DO MEIO"";644;-;644"
"""210520 IGARAPE GRANDE"";613;-;613"
"""210530 IMPERATRIZ"";24753;1659;26412"
"""210535 ITAIPAVA DO GRAJAU"";762;-;762"
"""210540 ITAPECURU MIRIM"";2890;-;2890"
"""210542 ITINGA DO MARANHAO"";1067;-;1067"
"""210545 JATOBA"";785;-;785"
"""210547 JENIPAPO DOS VIEIRAS"";570;-;570"
"""210550 JOAO LISBOA"";1118;-;1118"
"""210560 JOSELANDIA"";770;-;770"
"""210570 LAGO DA PEDRA"";7605;3;7608"
"""210580 LAGO DO JUNCO"";1184;-;1184"
"""210590 LAGO VERDE"";664;-;664"
"""210596 LAGOA GRANDE DO MARANHAO"";979;-;979"
"""210600 LIMA CAMPOS"";888;-;888"
"""210610 LORETO"";436;-;436"
"""210630 MAGALHAES DE ALMEIDA"";592;-;592"
"""210637 MARANHAOZINHO"";993;-;993"
"""210640 MATA ROMA"";509;-;509"
"""210650 MATINHA"";710;-;710"
"""210660 MATOES"";953;-;953"
"""210667 MILAGRES DO MARANHAO"";329;-;329"
"""210670 MIRADOR"";1015;-;1015"
"""210675 MIRANDA DO NORTE"";856;-;856"
"""210680 MIRINZAL"";606;-;606"
"""210690 MONCAO"";2388;-;2388"
"""210700 MONTES ALTOS"";355;-;355"
"""210710 MORROS"";946;1;947"
"""210720 NINA RODRIGUES"";541;-;541"
"""210725 NOVA COLINAS"";378;-;378"
"""210735 NOVA OLINDA DO MARANHAO"";1629;-;1629"
"""210740 OLHO D'AGUA DAS CUNHAS"";1230;-;1230"
"""210745 OLINDA NOVA DO MARANHAO"";578;-;578"
"""210750 PACO DO LUMIAR"";2058;-;2058"
"""210760 PALMEIRANDIA"";661;-;661"
"""210770 PARAIBANO"";1291;-;1291"
"""210780 PARNARAMA"";1412;-;1412"
"""210790 PASSAGEM FRANCA"";4906;-;4906"
"""210800 PASTOS BONS"";1577;-;1577"
"""210805 PAULINO NEVES"";1226;-;1226"
"""210810 PAULO RAMOS"";2142;-;2142"
"""210820 PEDREIRAS"";4994;-;4994"
"""210825 PEDRO DO ROSARIO"";483;-;483"
"""210830 PENALVA"";1046;-;1046"
"""210845 PERITORO"";3010;6;3016"
"""210850 PINDARE-MIRIM"";748;-;748"
"""210860 PINHEIRO"";9840;5;9845"
"""210870 PIO XII"";1309;-;1309"
"""210880 PIRAPEMAS"";460;-;460"
"""210890 POCAO DE PEDRAS"";1270;-;1270"
"""210900 PORTO FRANCO"";3276;1;3277"
"""210910 PRESIDENTE DUTRA"";7268;3;7271"
"""210920 PRESIDENTE JUSCELINO"";512;-;512"
"""210923 PRESIDENTE MEDICI"";183;-;183"
"""210927 PRESIDENTE SARNEY"";643;-;643"
"""210930 PRESIDENTE VARGAS"";407;-;407"
"""210940 PRIMEIRA CRUZ"";1085;-;1085"
"""210945 RAPOSA"";326;-;326"
"""210950 RIACHAO"";2265;-;2265"
"""210960 ROSARIO"";2229;-;2229"
"""210970 SAMBAIBA"";379;5;384"
"""210980 SANTA HELENA"";1930;-;1930"
"""210990 SANTA INES"";14185;5;14190"
"""211000 SANTA LUZIA"";3372;-;3372"
"""211003 SANTA LUZIA DO PARUA"";3566;1;3567"
"""211010 SANTA QUITERIA DO MARANHAO"";1624;-;1624"
"""211020 SANTA RITA"";1824;-;1824"
"""211023 SANTANA DO MARANHAO"";657;-;657"
"""211027 SANTO AMARO DO MARANHAO"";468;-;468"
"""211030 SANTO ANTONIO DOS LOPES"";888;-;888"
"""211040 SAO BENEDITO DO RIO PRETO"";756;-;756"
"""211050 SAO BENTO"";2220;-;2220"
"""211060 SAO BERNARDO"";1976;-;1976"
"""211065 SAO DOMINGOS DO AZEITAO"";540;-;540"
"""211070 SAO DOMINGOS DO MARANHAO"";1661;-;1661"
"""211080 SAO FELIX DE BALSAS"";343;-;343"
"""211085 SAO FRANCISCO DO BREJAO"";559;-;559"
"""211090 SAO FRANCISCO DO MARANHAO"";887;-;887"
"""211100 SAO JOAO BATISTA"";1120;-;1120"
"""211102 SAO JOAO DO CARU"";456;-;456"
"""211107 SAO JOAO DO SOTER"";1166;2;1168"
"""211110 SAO JOAO DOS PATOS"";1365;-;1365"
"""211120 SAO JOSE DE RIBAMAR"";2620;-;2620"
"""211125 SAO JOSE DOS BASILIOS"";369;-;369"
"""211130 SAO LUIS"";104093;12496;116589"
"""211140 SAO LUIS GONZAGA DO MARANHAO"";2187;-;2187"
"""211150 SAO MATEUS DO MARANHAO"";1331;-;1331"
"""211153 SAO PEDRO DA AGUA BRANCA"";850;-;850"
"""211157 SAO PEDRO DOS CRENTES"";1094;-;1094"
"""211160 SAO RAIMUNDO DAS MANGABEIRAS"";1235;-;1235"
"""211163 SAO RAIMUNDO DO DOCA BEZERRA"";467;-;467"
"""211170 SAO VICENTE FERRER"";1679;-;1679"
"""211172 SATUBINHA"";873;-;873"
"""211174 SENADOR ALEXANDRE COSTA"";641;-;641"
"""211178 SERRANO DO MARANHAO"";550;-;550"
"""211180 SITIO NOVO"";1223;-;1223"
"""211190 SUCUPIRA DO NORTE"";792;-;792"
"""211195 SUCUPIRA DO RIACHAO"";308;-;308"
"""211200 TASSO FRAGOSO"";190;-;190"
"""211210 TIMBIRAS"";4478;1;4479"
"""211220 TIMON"";7647;-;7647"
"""211223 TRIZIDELA DO VALE"";1414;-;1414"
"""211227 TUFILANDIA"";129;-;129"
"""211230 TUNTUM"";2421;-;2421"
"""211240 TURIACU"";1275;-;1275"
"""211250 TUTOIA"";2047;-;2047"
"""211260 URBANO SANTOS"";1716;-;1716"
"""211270 VARGEM GRANDE"";2312;-;2312"
"""211280 VIANA"";3658;3;3661"
"""211285 VILA NOVA DOS MARTIRIOS"";652;-;652"
"""211290 VITORIA DO MEARIM"";610;-;610"
"""211300 VITORINO FREIRE"";1914;-;1914"
"""211400 ZE DOCA"";3418;-;3418"
"""220010 AGRICOLANDIA"";104;-;104"
"""220020 AGUA BRANCA"";800;-;800"
"""220025 ALAGOINHA DO PIAUI"";83;-;83"
"""220030 ALTO LONGA"";166;-;166"
"""220040 ALTOS"";1213;-;1213"
"""220050 AMARANTE"";1324;-;1324"
"""220100 ARRAIAL"";93;-;93"
"""220120 BARRAS"";2106;-;2106"
"""220150 BATALHA"";1247;-;1247"
"""220160 BENEDITINOS"";137;-;137"
"""220180 BOCAINA"";88;-;88"
"""220190 BOM JESUS"";4985;28;5013"
"""220220 CAMPO MAIOR"";4547;-;4547"
"""220230 CANTO DO BURITI"";1685;-;1685"
"""220260 CASTELO DO PIAUI"";488;-;488"
"""220270 COCAL"";585;-;585"
"""220290 CORRENTE"";1257;-;1257"
"""220310 CRISTINO CASTRO"";670;-;670"
"""220320 CURIMATA"";1135;-;1135"
"""220330 DEMERVAL LOBAO"";1014;-;1014"
"""220350 ELESBAO VELOSO"";616;-;616"
"""220370 ESPERANTINA"";4130;-;4130"
"""220390 FLORIANO"";12161;7;12168"
"""220430 FRONTEIRAS"";2143;-;2143"
"""220450 GUADALUPE"";668;-;668"
"""220470 INHUMA"";107;-;107"
"""220480 IPIRANGA DO PIAUI"";45;-;45"
"""220510 ITAUEIRA"";461;-;461"
"""220520 JAICOS"";1487;-;1487"
"""220540 JOAQUIM PIRES"";128;-;128"
"""220550 JOSE DE FREITAS"";1177;-;1177"
"""220570 LUIS CORREIA"";222;-;222"
"""220580 LUZILANDIA"";3392;2;3394"
"""220590 MANOEL EMIDIO"";49;-;49"
"""220620 MIGUEL ALVES"";1450;-;1450"
"""220650 MONSENHOR HIPOLITO"";276;-;276"
"""220700 OEIRAS"";5044;-;5044"
"""220730 PAES LANDIM"";45;-;45"
"""220760 PARNAGUA"";1444;-;1444"
"""220770 PARNAIBA"";19790;402;20192"
"""220780 PAULISTANA"";1806;-;1806"
"""220790 PEDRO II"";2431;-;2431"
"""220800 PICOS"";10660;15;10675"
"""220810 PIMENTEIRAS"";98;-;98"
"""220820 PIO IX"";79;-;79"
"""220830 PIRACURUCA"";825;-;825"
"""220840 PIRIPIRI"";4017;-;4017"
"""220850 PORTO"";264;-;264"
"""220880 REGENERACAO"";1554;-;1554"
"""220890 RIBEIRO GONCALVES"";153;-;153"
"""220960 SAO FELIX DO PIAUI"";28;-;28"
"""221000 SAO JOAO DO PIAUI"";1375;-;1375"
"""221040 SAO MIGUEL DO TAPUIO"";488;-;488"
"""221050 SAO PEDRO DO PIAUI"";317;-;317"
"""221060 SAO RAIMUNDO NONATO"";11693;4;11697"
"""221070 SIMOES"";1651;-;1651"
"""221080 SIMPLICIO MENDES"";373;-;373"
"""221100 TERESINA"";81991;8482;90473"
"""221110 UNIAO"";783;-;783"
"""221120 URUCUI"";1715;-;1715"
"""221130 VALENCA DO PIAUI"";2581;-;2581"
"""221170 WALL FERRAZ"";360;-;360"
"""230020 ACARAU"";4120;-;4120"
"""230030 ACOPIARA"";1604;90;1694"
"""230040 AIUABA"";268;-;268"
"""230060 ALTANEIRA"";195;-;195"
"""230070 ALTO SANTO"";345;-;345"
"""230075 AMONTADA"";256;-;256"
"""230080 ANTONINA DO NORTE"";72;-;72"
"""230090 APUIARES"";124;-;124"
"""230100 AQUIRAZ"";2231;-;2231"
"""230110 ARACATI"";4961;-;4961"
"""230120 ARACOIABA"";1723;-;1723"
"""230125 ARARENDA"";176;-;176"
"""230130 ARARIPE"";513;-;513"
"""230140 ARATUBA"";167;-;167"
"""230150 ARNEIROZ"";29;-;29"
"""230160 ASSARE"";556;-;556"
"""230170 AURORA"";1825;-;1825"
"""230180 BAIXIO"";60;-;60"
