"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""250400 CAMPINA GRANDE"";45062018,06;16717,02;87543172,62;132621907,70"
"""250430 CATOLE DO ROCHA"";2661300,10;-;2945556,50;5606856,60"
"""250440 CONCEICAO"";-;-;299118,57;299118,57"
"""250480 COREMAS"";36723,45;-;303896,67;340620,12"
"""250510 CUITE"";-;-;367193,97;367193,97"
"""250600 ESPERANCA"";-;-;334329,07;334329,07"
"""250630 GUARABIRA"";2524456,31;-;4143498,07;6667954,38"
"""250690 ITABAIANA"";2739279,60;-;894318,78;3633598,38"
"""250700 ITAPORANGA"";9824,08;-;74008,00;83832,08"
"""250710 ITAPOROROCA"";168438,24;-;7845,52;176283,76"
"""250740 JERICO"";-;-;26054,08;26054,08"
"""250750 JOAO PESSOA"";54291835,92;-;138200583,18;192492419,10"
"""250770 JUAZEIRINHO"";-;-;26839,42;26839,42"
"""250800 JURU"";-;-;89488,06;89488,06"
"""250830 LAGOA SECA"";-;-;102940,66;102940,66"
"""250890 MAMANGUAPE"";5717633,10;-;4740823,35;10458456,45"
"""250920 MASSARANDUBA"";-;-;17008,51;17008,51"
"""250970 MONTEIRO"";2892907,11;-;3143465,43;6036372,54"
"""251080 PATOS"";24662825,21;-;14335563,16;38998388,37"
"""251090 PAULISTA"";-;-;109698,65;109698,65"
"""251110 PEDRA LAVRADA"";-;-;38628,45;38628,45"
"""251120 PEDRAS DE FOGO"";-;-;326676,65;326676,65"
"""251130 PIANCO"";431331,60;-;2498262,31;2929593,91"
"""251140 PICUI"";2938854,14;-;1847175,51;4786029,65"
"""251200 POCINHOS"";-;-;328565,36;328565,36"
"""251210 POMBAL"";3917951,86;-;3091966,70;7009918,56"
"""251230 PRINCESA ISABEL"";-;-;466147,29;466147,29"
"""251250 QUEIMADAS"";159206,96;-;1435311,47;1594518,43"
"""251340 SANTA LUZIA"";824612,35;-;549413,56;1374025,91"
"""251370 SANTA RITA"";88853867,89;-;13720319,68;102574187,57"
"""251390 SAO BENTO"";26662,22;-;403018,20;429680,42"
"""251450 SAO JOSE DE PIRANHAS"";-;-;145225,09;145225,09"
"""251530 SAPE"";-;-;288609,86;288609,86"
"""251540 SAO VICENTE DO SERIDO"";-;-;17303,14;17303,14"
"""251550 SERRA BRANCA"";-;-;205761,57;205761,57"
"""251600 SOLANEA"";1617306,35;-;302229,85;1919536,20"
"""251610 SOLEDADE"";-;-;69033,80;69033,80"
"""251620 SOUSA"";4175043,91;-;4832204,84;9007248,75"
"""251630 SUME"";-;-;407799,37;407799,37"
"""251650 TAPEROA"";1514442,09;-;1084316,84;2598758,93"
"""251660 TAVARES"";-;-;188679,32;188679,32"
"""251690 UIRAUNA"";-;-;498617,00;498617,00"
"""251700 UMBUZEIRO"";-;-;23386,90;23386,90"
"""260010 AFOGADOS DA INGAZEIRA"";557292,87;-;5141744,55;5699037,42"
"""260020 AFRANIO"";156469,45;-;199262,71;355732,16"
"""260030 AGRESTINA"";176534,50;-;917269,46;1093803,96"
"""260050 AGUAS BELAS"";-;-;254654,83;254654,83"
"""260060 ALAGOINHA"";80558,83;-;85085,53;165644,36"
"""260070 ALIANCA"";-;-;62692,08;62692,08"
"""260080 ALTINHO"";-;-;51708,10;51708,10"
"""260100 ANGELIM"";-;-;45768,60;45768,60"
"""260110 ARARIPINA"";171837,56;-;11624794,45;11796632,01"
"""260120 ARCOVERDE"";404749,63;-;10463714,37;10868464,00"
"""260130 BARRA DE GUABIRABA"";-;-;27136,24;27136,24"
"""260140 BARREIROS"";1159731,45;-;330776,67;1490508,12"
"""260150 BELEM DE MARIA"";-;-;5787,73;5787,73"
"""260160 BELEM DO SAO FRANCISCO"";-;-;83154,72;83154,72"
"""260170 BELO JARDIM"";93178,46;-;367673,90;460852,36"
"""260180 BETANIA"";-;-;44996,00;44996,00"
"""260190 BEZERROS"";714397,95;-;12790275,09;13504673,04"
"""260200 BODOCO"";-;-;177950,06;177950,06"
"""260210 BOM CONSELHO"";8268,66;-;343149,13;351417,79"
"""260220 BOM JARDIM"";-;-;96467,99;96467,99"
"""260230 BONITO"";99175,16;-;177188,28;276363,44"
"""260240 BREJAO"";-;-;49952,63;49952,63"
"""260250 BREJINHO"";-;-;69885,37;69885,37"
"""260260 BREJO DA MADRE DE DEUS"";-;-;187075,90;187075,90"
"""260280 BUIQUE"";-;-;667519,53;667519,53"
"""260290 CABO DE SANTO AGOSTINHO"";4414319,52;-;14501897,94;18916217,46"
"""260300 CABROBO"";391610,99;-;288756,27;680367,26"
"""260310 CACHOEIRINHA"";-;-;75731,55;75731,55"
"""260320 CAETES"";3357,42;-;67175,54;70532,96"
"""260330 CALCADO"";-;-;15089,06;15089,06"
"""260340 CALUMBI"";-;-;12627,64;12627,64"
"""260345 CAMARAGIBE"";645101,20;-;62255,33;707356,53"
"""260350 CAMOCIM DE SAO FELIX"";-;-;51939,31;51939,31"
"""260360 CAMUTANGA"";-;-;23440,13;23440,13"
"""260370 CANHOTINHO"";-;-;324931,02;324931,02"
"""260380 CAPOEIRAS"";-;-;117399,48;117399,48"
"""260390 CARNAIBA"";140805,82;-;73650,14;214455,96"
"""260392 CARNAUBEIRA DA PENHA"";-;-;39300,67;39300,67"
"""260400 CARPINA"";-;-;198862,00;198862,00"
"""260410 CARUARU"";10876898,56;49297,54;63190632,64;74116828,74"
"""260415 CASINHAS"";-;-;23688,88;23688,88"
"""260420 CATENDE"";-;-;88716,80;88716,80"
"""260430 CEDRO"";-;-;42964,68;42964,68"
"""260440 CHA DE ALEGRIA"";-;-;23315,72;23315,72"
"""260450 CHA GRANDE"";33359,45;-;152951,87;186311,32"
"""260460 CONDADO"";-;-;10796,89;10796,89"
"""260470 CORRENTES"";31462,74;-;94359,37;125822,11"
"""260480 CORTES"";542651,55;-;82907,88;625559,43"
"""260490 CUMARU"";-;-;76424,09;76424,09"
"""260500 CUPIRA"";-;-;76394,12;76394,12"
"""260510 CUSTODIA"";192512,12;-;386294,74;578806,86"
"""260515 DORMENTES"";140049,76;-;162356,00;302405,76"
"""260520 ESCADA"";47620,85;-;183481,38;231102,23"
"""260530 EXU"";-;-;132615,36;132615,36"
"""260540 FEIRA NOVA"";41635,55;-;95051,00;136686,55"
"""260545 FERNANDO DE NORONHA"";-;-;17464,94;17464,94"
"""260560 FLORES"";-;-;82370,73;82370,73"
"""260570 FLORESTA"";-;-;250917,22;250917,22"
"""260580 FREI MIGUELINHO"";-;-;40210,20;40210,20"
"""260590 GAMELEIRA"";-;-;30909,94;30909,94"
"""260600 GARANHUNS"";1048115,86;-;12884236,27;13932352,13"
"""260610 GLORIA DO GOITA"";-;-;10179,38;10179,38"
"""260620 GOIANA"";121017,40;-;1378865,08;1499882,48"
"""260630 GRANITO"";-;-;45197,16;45197,16"
"""260640 GRAVATA"";488494,91;-;277466,78;765961,69"
"""260650 IATI"";384031,58;-;210389,80;594421,38"
"""260660 IBIMIRIM"";-;-;148432,68;148432,68"
"""260670 IBIRAJUBA"";-;-;33594,91;33594,91"
"""260680 IGARASSU"";61235,67;-;145685,34;206921,01"
"""260690 IGUARACY"";-;-;58111,59;58111,59"
"""260700 INAJA"";-;-;178676,83;178676,83"
"""260710 INGAZEIRA"";-;-;28627,15;28627,15"
"""260720 IPOJUCA"";-;-;668182,54;668182,54"
"""260730 IPUBI"";-;-;131776,28;131776,28"
"""260740 ITACURUBA"";-;-;10730,48;10730,48"
"""260750 ITAIBA"";-;-;109544,90;109544,90"
"""260765 ITAMBE"";-;-;15469,07;15469,07"
"""260770 ITAPETIM"";209069,02;-;174110,12;383179,14"
"""260780 ITAQUITINGA"";-;-;6714,18;6714,18"
"""260790 JABOATAO DOS GUARARAPES"";4012246,02;-;53115376,44;57127622,46"
"""260795 JAQUEIRA"";-;-;70547,31;70547,31"
"""260800 JATAUBA"";-;-;151113,44;151113,44"
"""260805 JATOBA"";-;-;69589,73;69589,73"
"""260810 JOAO ALFREDO"";-;-;68782,69;68782,69"
"""260825 JUCATI"";-;-;62513,76;62513,76"
"""260830 JUPI"";-;-;81202,55;81202,55"
"""260840 JUREMA"";-;-;2872,28;2872,28"
"""260845 LAGOA DO CARRO"";-;-;9696,56;9696,56"
"""260850 LAGOA DE ITAENGA"";-;-;23087,47;23087,47"
"""260860 LAGOA DO OURO"";-;-;177575,19;177575,19"
"""260870 LAGOA DOS GATOS"";-;-;20450,75;20450,75"
"""260875 LAGOA GRANDE"";260643,04;-;245840,88;506483,92"
"""260880 LAJEDO"";-;-;207072,86;207072,86"
"""260890 LIMOEIRO"";224924,78;-;6293413,51;6518338,29"
"""260900 MACAPARANA"";108669,58;-;82301,41;190970,99"
"""260915 MANARI"";-;-;54777,36;54777,36"
"""260920 MARAIAL"";-;-;1752,71;1752,71"
"""260930 MIRANDIBA"";-;-;49026,91;49026,91"
"""260940 MORENO"";2953461,69;-;33125053,47;36078515,16"
"""260950 NAZARE DA MATA"";-;-;1935143,90;1935143,90"
"""260960 OLINDA"";472991,18;-;12892711,35;13365702,53"
"""260970 OROBO"";-;-;82210,70;82210,70"
"""260980 OROCO"";-;-;75083,38;75083,38"
"""260990 OURICURI"";244584,67;-;6989732,66;7234317,33"
"""261000 PALMARES"";1728059,94;-;14845373,95;16573433,89"
"""261010 PALMEIRINA"";-;-;35028,89;35028,89"
"""261020 PANELAS"";31238,10;-;73815,52;105053,62"
"""261030 PARANATAMA"";14826,29;-;85343,58;100169,87"
"""261040 PARNAMIRIM"";-;-;144431,99;144431,99"
"""261050 PASSIRA"";-;-;60909,04;60909,04"
"""261060 PAUDALHO"";2571810,14;4645,80;214303,33;2790759,27"
"""261070 PAULISTA"";50568,54;-;10936220,34;10986788,88"
"""261080 PEDRA"";-;-;99641,15;99641,15"
"""261090 PESQUEIRA"";173901,94;-;859656,07;1033558,01"
"""261100 PETROLANDIA"";326357,05;-;748194,66;1074551,71"
"""261110 PETROLINA"";3237275,38;-;34019115,67;37256391,05"
"""261120 POCAO"";-;-;91646,80;91646,80"
"""261150 QUIPAPA"";-;-;18759,84;18759,84"
"""261160 RECIFE"";178256681,86;14751,53;581389216,31;759660649,70"
"""261170 RIACHO DAS ALMAS"";54956,24;-;244460,39;299416,63"
"""261180 RIBEIRAO"";-;-;11109,00;11109,00"
"""261190 RIO FORMOSO"";-;-;20069,50;20069,50"
"""261200 SAIRE"";-;-;33006,16;33006,16"
"""261220 SALGUEIRO"";299164,43;-;7278569,21;7577733,64"
"""261230 SALOA"";-;-;160093,47;160093,47"
"""261240 SANHARO"";-;-;127239,87;127239,87"
"""261245 SANTA CRUZ"";-;-;157694,79;157694,79"
"""261247 SANTA CRUZ DA BAIXA VERDE"";-;-;28240,61;28240,61"
"""261250 SANTA CRUZ DO CAPIBARIBE"";393696,18;-;403347,78;797043,96"
"""261255 SANTA FILOMENA"";-;-;66702,57;66702,57"
"""261260 SANTA MARIA DA BOA VISTA"";35514,96;-;246869,53;282384,49"
"""261270 SANTA MARIA DO CAMBUCA"";-;-;27062,77;27062,77"
"""261280 SANTA TEREZINHA"";-;-;42835,50;42835,50"
"""261290 SAO BENEDITO DO SUL"";-;-;781,08;781,08"
"""261300 SAO BENTO DO UNA"";-;-;329576,39;329576,39"
"""261310 SAO CAITANO"";222546,07;-;265409,24;487955,31"
"""261320 SAO JOAO"";52193,03;-;217665,73;269858,76"
"""261330 SAO JOAQUIM DO MONTE"";272146,72;-;75725,10;347871,82"
"""261350 SAO JOSE DO BELMONTE"";60376,49;-;291727,45;352103,94"
"""261360 SAO JOSE DO EGITO"";29889,42;-;590692,40;620581,82"
"""261370 SAO LOURENCO DA MATA"";765521,75;-;865240,66;1630762,41"
"""261380 SAO VICENTE FERRER"";-;-;35470,15;35470,15"
"""261390 SERRA TALHADA"";961228,41;-;18492993,67;19454222,08"
"""261400 SERRITA"";-;-;131831,82;131831,82"
"""261410 SERTANIA"";118639,34;-;471445,97;590085,31"
"""261420 SIRINHAEM"";-;-;11281,26;11281,26"
"""261430 MOREILANDIA"";-;-;53977,42;53977,42"
"""261440 SOLIDAO"";-;-;25341,14;25341,14"
"""261450 SURUBIM"";270341,28;-;1550247,97;1820589,25"
"""261460 TABIRA"";66635,32;-;234549,88;301185,20"
"""261480 TACARATU"";-;-;134544,10;134544,10"
"""261485 TAMANDARE"";-;-;39769,05;39769,05"
"""261500 TAQUARITINGA DO NORTE"";-;-;92542,04;92542,04"
"""261510 TEREZINHA"";-;-;32649,25;32649,25"
"""261520 TERRA NOVA"";-;-;64826,67;64826,67"
"""261530 TIMBAUBA"";-;-;591275,55;591275,55"
"""261540 TORITAMA"";356728,69;-;300700,73;657429,42"
"""261560 TRINDADE"";-;-;162067,00;162067,00"
"""261570 TRIUNFO"";-;-;108424,11;108424,11"
"""261580 TUPANATINGA"";-;-;122013,98;122013,98"
"""261590 TUPARETAMA"";-;-;64001,18;64001,18"
"""261600 VENTUROSA"";121234,72;-;231421,48;352656,20"
"""261610 VERDEJANTE"";-;-;32415,95;32415,95"
"""261620 VERTENTES"";153727,34;-;163445,61;317172,95"
"""261640 VITORIA DE SANTO ANTAO"";3850922,00;-;21380970,04;25231892,04"
"""270010 AGUA BRANCA"";-;-;84489,47;84489,47"
"""270030 ARAPIRACA"";5506008,81;-;56099403,22;61605412,03"
"""270040 ATALAIA"";-;-;130508,85;130508,85"
"""270070 BATALHA"";166078,11;-;433818,61;599896,72"
"""270100 BOCA DA MATA"";-;-;27986,80;27986,80"
"""270130 CAJUEIRO"";-;-;30151,20;30151,20"
"""270140 CAMPO ALEGRE"";-;-;265250,51;265250,51"
"""270170 CAPELA"";-;-;66533,34;66533,34"
"""270210 COLONIA LEOPOLDINA"";-;-;9924,80;9924,80"
"""270230 CORURIPE"";-;-;25702953,42;25702953,42"
"""270235 CRAIBAS"";-;-;35472,00;35472,00"
"""270240 DELMIRO GOUVEIA"";4674,46;-;6646729,13;6651403,59"
"""270280 FLEXEIRAS"";-;-;3158,64;3158,64"
"""270300 IBATEGUARA"";-;-;20839,80;20839,80"
"""270400 JUNQUEIRO"";-;-;116586,93;116586,93"
"""270430 MACEIO"";19954455,01;-;133882690,22;153837145,23"
"""270450 MARAGOGI"";-;-;54619,40;54619,40"
"""270470 MARECHAL DEODORO"";-;-;69967,00;69967,00"
"""270500 MATA GRANDE"";-;-;67613,45;67613,45"
"""270510 MATRIZ DE CAMARAGIBE"";-;-;20246,32;20246,32"
"""270550 MURICI"";-;-;28969,60;28969,60"
"""270630 PALMEIRA DOS INDIOS"";1053560,06;-;7041883,06;8095443,12"
"""270640 PAO DE ACUCAR"";-;-;28304,68;28304,68"
"""270670 PENEDO"";33808,60;-;2119865,58;2153674,18"
"""270690 PILAR"";735259,71;-;1088720,13;1823979,84"
"""270710 PIRANHAS"";-;-;224986,70;224986,70"
"""270730 PORTO CALVO"";21273,58;-;6916104,25;6937377,83"
"""270760 QUEBRANGULO"";-;-;13605,65;13605,65"
"""270770 RIO LARGO"";-;-;250277,21;250277,21"
"""270800 SANTANA DO IPANEMA"";331751,32;-;8135611,69;8467363,01"
"""270830 SAO JOSE DA LAJE"";-;-;19066,20;19066,20"
"""270840 SAO JOSE DA TAPERA"";-;-;131130,65;131130,65"
"""270850 SAO LUIS DO QUITUNDE"";-;-;44783,40;44783,40"
"""270860 SAO MIGUEL DOS CAMPOS"";564966,81;-;6913285,41;7478252,22"
"""270915 TEOTONIO VILELA"";196013,09;-;218783,87;414796,96"
"""270920 TRAIPU"";-;-;23056,80;23056,80"
"""270930 UNIAO DOS PALMARES"";200442,27;-;4231976,67;4432418,94"
"""270940 VICOSA"";-;-;90812,82;90812,82"
"""280020 AQUIDABA"";-;-;469677,78;469677,78"
"""280030 ARACAJU"";31300018,88;-;139586770,21;170886789,09"
"""280130 CAPELA"";-;-;1370639,10;1370639,10"
"""280210 ESTANCIA"";2684834,81;-;6858501,12;9543335,93"
"""280290 ITABAIANA"";232824,64;-;4913678,26;5146502,90"
"""280340 JAPOATA"";111219,66;-;295880,73;407100,39"
"""280350 LAGARTO"";3622426,04;23006,95;12807251,78;16452684,77"
"""280450 NOSSA SENHORA DA GLORIA"";-;-;1080158,57;1080158,57"
"""280480 NOSSA SENHORA DO SOCORRO"";-;-;745715,50;745715,50"
"""280570 PROPRIA"";-;-;1654290,90;1654290,90"
"""280590 RIACHUELO"";-;-;196354,89;196354,89"
"""280670 SAO CRISTOVAO"";3587438,17;-;295478,61;3882916,78"
"""280710 SIMAO DIAS"";-;-;368419,21;368419,21"
"""290020 ABARE"";-;-;159426,85;159426,85"
"""290035 ADUSTINA"";-;-;88577,02;88577,02"
"""290040 AGUA FRIA"";-;-;58323,55;58323,55"
"""290050 ERICO CARDOSO"";-;-;13116,76;13116,76"
"""290070 ALAGOINHAS"";169211,08;-;10310326,48;10479537,56"
"""290080 ALCOBACA"";-;-;238932,72;238932,72"
"""290100 AMARGOSA"";928607,89;-;1042421,68;1971029,57"
"""290110 AMELIA RODRIGUES"";-;-;149034,82;149034,82"
"""290115 AMERICA DOURADA"";-;-;180721,01;180721,01"
"""290120 ANAGE"";-;-;47347,94;47347,94"
"""290130 ANDARAI"";-;-;136807,58;136807,58"
"""290140 ANGICAL"";-;-;96095,28;96095,28"
"""290150 ANGUERA"";-;-;81540,14;81540,14"
"""290160 ANTAS"";639098,27;-;3030690,33;3669788,60"
"""290200 ARACATU"";-;-;744699,51;744699,51"
"""290205 ARACAS"";-;-;29651,92;29651,92"
"""290210 ARACI"";-;-;486696,77;486696,77"
"""290240 AURELINO LEAL"";-;-;807457,04;807457,04"
"""290250 BAIANOPOLIS"";-;-;175195,67;175195,67"
"""290260 BAIXA GRANDE"";-;-;184257,47;184257,47"
"""290270 BARRA"";48512,16;-;3543461,21;3591973,37"
"""290280 BARRA DA ESTIVA"";369171,24;-;1285822,16;1654993,40"
"""290290 BARRA DO CHOCA"";-;-;31949,40;31949,40"
"""290300 BARRA DO MENDES"";-;-;244457,24;244457,24"
"""290320 BARREIRAS"";968300,78;-;31293364,99;32261665,77"
"""290323 BARRO ALTO"";-;-;216005,26;216005,26"
"""290327 BARROCAS"";-;-;112246,94;112246,94"
"""290330 BARRO PRETO"";-;-;18801,56;18801,56"
"""290340 BELMONTE"";-;-;347872,84;347872,84"
"""290350 BELO CAMPO"";-;-;191511,24;191511,24"
"""290360 BIRITINGA"";-;-;80259,45;80259,45"
"""290380 BOA VISTA DO TUPIM"";-;-;74978,15;74978,15"
"""290390 BOM JESUS DA LAPA"";657590,85;-;3690974,74;4348565,59"
"""290395 BOM JESUS DA SERRA"";-;-;120207,87;120207,87"
"""290400 BONINAL"";-;-;69828,14;69828,14"
"""290405 BONITO"";-;-;235435,90;235435,90"
"""290410 BOQUIRA"";-;-;386087,18;386087,18"
"""290420 BOTUPORA"";-;-;127503,76;127503,76"
"""290430 BREJOES"";-;-;96070,32;96070,32"
"""290440 BREJOLANDIA"";-;-;91039,56;91039,56"
"""290450 BROTAS DE MACAUBAS"";-;-;55814,61;55814,61"
"""290460 BRUMADO"";272705,50;-;5130710,97;5403416,47"
"""290475 BURITIRAMA"";-;-;231451,36;231451,36"
"""290480 CAATIBA"";-;-;39237,22;39237,22"
"""290490 CACHOEIRA"";72587,47;-;222212,20;294799,67"
"""290500 CACULE"";-;-;300493,56;300493,56"
"""290510 CAEM"";-;-;342997,43;342997,43"
"""290520 CAETITE"";-;-;2806934,68;2806934,68"
"""290530 CAFARNAUM"";-;-;336129,54;336129,54"
"""290550 CALDEIRAO GRANDE"";-;-;188562,12;188562,12"
"""290560 CAMACAN"";1147683,18;-;1103248,84;2250932,02"
"""290570 CAMACARI"";2088589,30;-;9214160,79;11302750,09"
"""290580 CAMAMU"";-;-;118056,36;118056,36"
"""290590 CAMPO ALEGRE DE LOURDES"";488,43;-;554452,23;554940,66"
"""290600 CAMPO FORMOSO"";321072,58;-;5650141,47;5971214,05"
"""290610 CANAPOLIS"";-;-;262441,57;262441,57"
"""290620 CANARANA"";-;-;284664,34;284664,34"
"""290630 CANAVIEIRAS"";-;-;304245,21;304245,21"
"""290640 CANDEAL"";-;-;38463,25;38463,25"
"""290650 CANDEIAS"";1010219,19;-;5277930,75;6288149,94"
"""290660 CANDIBA"";-;-;205206,31;205206,31"
"""290670 CANDIDO SALES"";-;-;187467,34;187467,34"
"""290680 CANSANCAO"";208850,37;-;1069378,53;1278228,90"
"""290682 CANUDOS"";-;-;181640,52;181640,52"
"""290685 CAPELA DO ALTO ALEGRE"";-;-;59737,31;59737,31"
"""290687 CAPIM GROSSO"";-;-;683742,57;683742,57"
"""290690 CARAVELAS"";203503,04;-;450406,77;653909,81"
"""290710 CARINHANHA"";-;-;222105,97;222105,97"
"""290720 CASA NOVA"";-;-;412840,98;412840,98"
"""290730 CASTRO ALVES"";185395,96;-;460713,94;646109,90"
"""290750 CATU"";440618,32;-;934532,92;1375151,24"
"""290755 CATURAMA"";-;-;69952,50;69952,50"
"""290760 CENTRAL"";-;-;163488,01;163488,01"
"""290770 CHORROCHO"";-;-;60988,31;60988,31"
"""290780 CICERO DANTAS"";-;-;349966,89;349966,89"
"""290790 CIPO"";-;-;235241,34;235241,34"
"""290800 COARACI"";-;-;81473,19;81473,19"
"""290810 COCOS"";-;-;351526,94;351526,94"
"""290830 CONCEICAO DO ALMEIDA"";-;-;204741,21;204741,21"
"""290840 CONCEICAO DO COITE"";498747,82;-;3023827,16;3522574,98"
"""290850 CONCEICAO DO JACUIPE"";-;-;162095,46;162095,46"
"""290860 CONDE"";-;-;51969,18;51969,18"
"""290870 CONDEUBA"";-;-;244573,65;244573,65"
"""290890 CORACAO DE MARIA"";-;-;1258229,45;1258229,45"
"""290900 CORDEIROS"";-;-;94240,29;94240,29"
"""290910 CORIBE"";-;-;829205,78;829205,78"
"""290930 CORRENTINA"";2183,87;-;453021,52;455205,39"
"""290950 CRAVOLANDIA"";-;-;206916,76;206916,76"
"""290960 CRISOPOLIS"";-;-;159810,41;159810,41"
"""290970 CRISTOPOLIS"";-;-;1229113,14;1229113,14"
"""290980 CRUZ DAS ALMAS"";3970407,17;-;2976116,62;6946523,79"
"""290990 CURACA"";-;-;375574,05;375574,05"
"""291005 DIAS D'AVILA"";-;-;511155,22;511155,22"
"""291010 DOM BASILIO"";-;-;131868,08;131868,08"
"""291030 ELISIO MEDRADO"";-;-;72508,34;72508,34"
"""291040 ENCRUZILHADA"";-;-;305619,40;305619,40"
"""291050 ENTRE RIOS"";-;-;170290,64;170290,64"
"""291060 ESPLANADA"";-;-;714279,86;714279,86"
"""291070 EUCLIDES DA CUNHA"";884892,91;-;2179762,54;3064655,45"
"""291072 EUNAPOLIS"";623596,15;-;5537053,24;6160649,39"
"""291080 FEIRA DE SANTANA"";9948926,73;-;95726906,07;105675832,80"
"""291085 FILADELFIA"";29584,89;-;250958,21;280543,10"
"""291110 FORMOSA DO RIO PRETO"";-;-;429247,47;429247,47"
"""291120 GANDU"";63794,64;-;609778,46;673573,10"
"""291130 GENTIO DO OURO"";-;-;127915,63;127915,63"
"""291150 GONGOGI"";-;-;45522,81;45522,81"
"""291170 GUANAMBI"";-;-;13573718,09;13573718,09"
"""291180 GUARATINGA"";-;-;191199,68;191199,68"
"""291190 IACU"";-;-;205560,20;205560,20"
"""291200 IBIASSUCE"";-;-;364990,26;364990,26"
"""291210 IBICARAI"";-;-;112784,64;112784,64"
"""291230 IBICUI"";-;-;225413,44;225413,44"
"""291240 IBIPEBA"";-;-;94840,93;94840,93"
"""291250 IBIPITANGA"";-;-;103691,13;103691,13"
"""291270 IBIRAPITANGA"";-;-;583961,01;583961,01"
"""291280 IBIRAPUA"";-;-;129246,02;129246,02"
"""291290 IBIRATAIA"";-;-;438140,84;438140,84"
"""291300 IBITIARA"";-;-;123146,33;123146,33"
"""291310 IBITITA"";-;-;105196,07;105196,07"
"""291320 IBOTIRAMA"";-;-;1910393,70;1910393,70"
"""291340 IGAPORA"";-;-;375784,57;375784,57"
"""291345 IGRAPIUNA"";-;-;113768,63;113768,63"
"""291350 IGUAI"";-;-;2248286,07;2248286,07"
"""291360 ILHEUS"";330226,39;-;16398865,08;16729091,47"
"""291370 INHAMBUPE"";-;-;205131,19;205131,19"
"""291380 IPECAETA"";-;-;14757,97;14757,97"
"""291390 IPIAU"";-;-;1318341,36;1318341,36"
"""291400 IPIRA"";484396,37;-;533220,79;1017617,16"
"""291410 IPUPIARA"";-;-;72888,60;72888,60"
"""291420 IRAJUBA"";-;-;59068,81;59068,81"
"""291430 IRAMAIA"";-;-;578863,61;578863,61"
"""291440 IRAQUARA"";-;-;1765848,44;1765848,44"
"""291450 IRARA"";-;-;195523,50;195523,50"
"""291460 IRECE"";2672919,32;-;12094509,28;14767428,60"
"""291465 ITABELA"";140257,42;-;595463,83;735721,25"
"""291470 ITABERABA"";2975137,83;-;8983625,14;11958762,97"
"""291480 ITABUNA"";5341346,71;-;34253072,80;39594419,51"
"""291490 ITACARE"";-;-;381530,85;381530,85"
"""291500 ITAETE"";-;-;117281,65;117281,65"
"""291510 ITAGI"";-;-;115456,70;115456,70"
"""291535 ITAGUACU DA BAHIA"";-;-;144839,76;144839,76"
"""291540 ITAJU DO COLONIA"";-;-;356881,96;356881,96"
"""291550 ITAJUIPE"";-;-;1369336,84;1369336,84"
"""291560 ITAMARAJU"";-;-;2048075,35;2048075,35"
"""291580 ITAMBE"";-;-;436827,18;436827,18"
"""291600 ITANHEM"";-;-;421198,82;421198,82"
"""291610 ITAPARICA"";-;-;1693659,92;1693659,92"
"""291630 ITAPEBI"";-;-;65247,43;65247,43"
"""291640 ITAPETINGA"";1009956,83;-;4694426,34;5704383,17"
"""291650 ITAPICURU"";-;-;98750,90;98750,90"
"""291660 ITAPITANGA"";-;-;38338,25;38338,25"
"""291670 ITAQUARA"";-;-;151005,24;151005,24"
"""291680 ITARANTIM"";-;-;515397,78;515397,78"
"""291685 ITATIM"";-;-;108697,43;108697,43"
"""291690 ITIRUCU"";-;-;519237,36;519237,36"
"""291700 ITIUBA"";-;-;437065,42;437065,42"
"""291710 ITORORO"";-;-;744952,79;744952,79"
"""291720 ITUACU"";-;-;152133,86;152133,86"
"""291730 ITUBERA"";-;-;186321,16;186321,16"
"""291733 IUIU"";-;-;68205,10;68205,10"
"""291735 JABORANDI"";-;-;402224,71;402224,71"
"""291740 JACARACI"";-;-;187182,43;187182,43"
"""291750 JACOBINA"";-;-;6298845,34;6298845,34"
"""291760 JAGUAQUARA"";-;-;1579901,42;1579901,42"
"""291770 JAGUARARI"";28466,04;-;321599,10;350065,14"
"""291800 JEQUIE"";3496724,71;-;27304787,01;30801511,72"
"""291810 JEREMOABO"";-;-;270389,78;270389,78"
"""291820 JIQUIRICA"";-;-;203829,81;203829,81"
"""291830 JITAUNA"";-;-;110994,30;110994,30"
"""291835 JOAO DOURADO"";-;-;228743,04;228743,04"
"""291840 JUAZEIRO"";1454231,38;1285,64;23661610,53;25117127,55"
"""291850 JUSSARA"";-;-;263473,03;263473,03"
"""291855 JUSSARI"";-;-;384821,94;384821,94"
"""291860 JUSSIAPE"";-;-;67191,99;67191,99"
"""291880 LAJE"";-;-;105140,00;105140,00"
"""291905 LAJEDO DO TABOCAL"";-;-;116299,60;116299,60"
"""291915 LAPAO"";52701,07;-;629629,63;682330,70"
"""291920 LAURO DE FREITAS"";44627,88;-;20413544,37;20458172,25"
"""291930 LENCOIS"";-;-;41717,15;41717,15"
"""291940 LICINIO DE ALMEIDA"";-;-;119969,66;119969,66"
"""291950 LIVRAMENTO DE NOSSA SENHORA"";-;-;1129198,51;1129198,51"
"""291955 LUIS EDUARDO MAGALHAES"";-;-;3316067,34;3316067,34"
