"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""353600 PARAPUA"";-;-;16114,68;16114,68"
"""353620 PARIQUERA-ACU"";1514424,81;-;11873259,36;13387684,17"
"""353630 PATROCINIO PAULISTA"";-;-;529018,28;529018,28"
"""353650 PAULINIA"";-;-;4873644,09;4873644,09"
"""353660 PAULO DE FARIA"";-;-;45324,53;45324,53"
"""353670 PEDERNEIRAS"";27572,72;-;2105237,12;2132809,84"
"""353700 PEDREGULHO"";35870,00;-;538161,53;574031,53"
"""353710 PEDREIRA"";43587,08;-;617629,15;661216,23"
"""353730 PENAPOLIS"";281562,54;-;6489683,43;6771245,97"
"""353740 PEREIRA BARRETO"";16318,88;-;432649,76;448968,64"
"""353780 PIEDADE"";1447,17;-;1388882,05;1390329,22"
"""353790 PILAR DO SUL"";-;-;469631,33;469631,33"
"""353800 PINDAMONHANGABA"";48721,02;-;8754722,28;8803443,30"
"""353860 PIRACAIA"";-;-;167677,52;167677,52"
"""353870 PIRACICABA"";12069449,21;-;63964078,48;76033527,69"
"""353880 PIRAJU"";58806,76;-;940778,19;999584,95"
"""353890 PIRAJUI"";-;-;1938164,01;1938164,01"
"""353900 PIRANGI"";384865,97;-;915338,57;1300204,54"
"""353930 PIRASSUNUNGA"";6895,56;-;3283346,59;3290242,15"
"""353940 PIRATININGA"";-;-;86366,80;86366,80"
"""353950 PITANGUEIRAS"";224018,92;-;682347,11;906366,03"
"""354000 POMPEIA"";55302,31;-;293892,83;349195,14"
"""354020 PONTAL"";-;-;827627,80;827627,80"
"""354040 POPULINA"";-;-;60511,92;60511,92"
"""354060 PORTO FELIZ"";-;-;3413838,00;3413838,00"
"""354070 PORTO FERREIRA"";210869,24;-;2185776,29;2396645,53"
"""354080 POTIRENDABA"";-;-;367560,64;367560,64"
"""354100 PRAIA GRANDE"";392381,90;-;12448420,49;12840802,39"
"""354120 PRESIDENTE BERNARDES"";-;-;478881,87;478881,87"
"""354130 PRESIDENTE EPITACIO"";505057,87;-;1243131,72;1748189,59"
"""354140 PRESIDENTE PRUDENTE"";9417579,72;-;78826428,21;88244007,93"
"""354150 PRESIDENTE VENCESLAU"";60986,88;-;2890374,59;2951361,47"
"""354160 PROMISSAO"";-;-;4616833,00;4616833,00"
"""354190 QUELUZ"";-;-;79128,93;79128,93"
"""354220 RANCHARIA"";51393,12;-;4789458,28;4840851,40"
"""354240 REGENTE FEIJO"";-;-;371308,89;371308,89"
"""354260 REGISTRO"";643920,45;-;10455020,03;11098940,48"
"""354290 RIBEIRAO BONITO"";140076,69;-;105653,92;245730,61"
"""354300 RIBEIRAO BRANCO"";-;-;169851,45;169851,45"
"""354330 RIBEIRAO PIRES"";79923,92;-;1160798,61;1240722,53"
"""354340 RIBEIRAO PRETO"";50367153,41;-;170053913,70;220421067,11"
"""354380 RINOPOLIS"";-;-;112854,19;112854,19"
"""354390 RIO CLARO"";1625280,21;-;17337607,00;18962887,21"
"""354400 RIO DAS PEDRAS"";-;-;213683,50;213683,50"
"""354420 RIOLANDIA"";-;-;64454,06;64454,06"
"""354425 ROSANA"";-;-;1773589,36;1773589,36"
"""354490 SALES OLIVEIRA"";-;-;118808,57;118808,57"
"""354500 SALESOPOLIS"";-;-;126360,11;126360,11"
"""354520 SALTO"";-;-;4771424,00;4771424,00"
"""354530 SALTO DE PIRAPORA"";1550499,49;-;885212,09;2435711,58"
"""354540 SALTO GRANDE"";-;-;244926,52;244926,52"
"""354560 SANTA ADELIA"";666885,84;-;536244,13;1203129,97"
"""354580 SANTA BARBARA D'OESTE"";53484,46;-;11006205,59;11059690,05"
"""354630 SANTA CRUZ DAS PALMEIRAS"";-;-;695642,74;695642,74"
"""354640 SANTA CRUZ DO RIO PARDO"";337911,37;-;5228775,81;5566687,18"
"""354660 SANTA FE DO SUL"";214473,89;-;4137230,47;4351704,36"
"""354680 SANTA ISABEL"";-;-;2617865,26;2617865,26"
"""354730 SANTANA DE PARNAIBA"";-;-;1337786,48;1337786,48"
"""354750 SANTA RITA DO PASSA QUATRO"";-;-;2118730,50;2118730,50"
"""354760 SANTA ROSA DE VITERBO"";-;-;288425,31;288425,31"
"""354770 SANTO ANASTACIO"";144827,44;-;662005,23;806832,67"
"""354780 SANTO ANDRE"";14323877,91;-;70679971,30;85003849,21"
"""354790 SANTO ANTONIO DA ALEGRIA"";-;-;57043,67;57043,67"
"""354850 SANTOS"";6008568,01;-;66667317,46;72675885,47"
"""354860 SAO BENTO DO SAPUCAI"";-;-;230239,15;230239,15"
"""354870 SAO BERNARDO DO CAMPO"";50531929,15;-;56852597,41;107384526,56"
"""354880 SAO CAETANO DO SUL"";4027968,23;-;15586102,12;19614070,35"
"""354890 SAO CARLOS"";4784710,86;-;33584883,40;38369594,26"
"""354910 SAO JOAO DA BOA VISTA"";317576,95;-;11430438,13;11748015,08"
"""354940 SAO JOAQUIM DA BARRA"";986701,77;-;4435511,68;5422213,45"
"""354970 SAO JOSE DO RIO PARDO"";-;-;5339634,79;5339634,79"
"""354980 SAO JOSE DO RIO PRETO"";77048283,28;-;215014136,20;292062419,48"
"""354990 SAO JOSE DOS CAMPOS"";22127426,91;-;108594291,61;130721718,52"
"""355000 SAO LUIS DO PARAITINGA"";-;-;64742,88;64742,88"
"""355010 SAO MANUEL"";72917,17;-;1917145,95;1990063,12"
"""355020 SAO MIGUEL ARCANJO"";174968,20;-;649708,68;824676,88"
"""355030 SAO PAULO"";586483026,43;-;1199354456,95;1785837483,38"
"""355040 SAO PEDRO"";1410361,91;-;4417980,15;5828342,06"
"""355060 SAO ROQUE"";916641,88;-;3800777,02;4717418,90"
"""355070 SAO SEBASTIAO"";113222,19;-;5368659,76;5481881,95"
"""355080 SAO SEBASTIAO DA GRAMA"";8759,40;-;227630,47;236389,87"
"""355090 SAO SIMAO"";-;-;200216,10;200216,10"
"""355100 SAO VICENTE"";1647568,94;-;11104809,82;12752378,76"
"""355150 SERRANA"";-;-;4630670,09;4630670,09"
"""355160 SERRA NEGRA"";4902,93;-;1549946,49;1554849,42"
"""355170 SERTAOZINHO"";703426,43;-;10459635,11;11163061,54"
"""355200 SILVEIRAS"";-;-;9965,64;9965,64"
"""355210 SOCORRO"";6199,73;-;3154929,57;3161129,30"
"""355220 SOROCABA"";14983107,74;-;114848645,92;129831753,66"
"""355230 SUD MENNUCCI"";1634,31;-;129075,03;130709,34"
"""355240 SUMARE"";40808,08;-;27099371,90;27140179,98"
"""355250 SUZANO"";92883,10;-;11643459,72;11736342,82"
"""355260 TABAPUA"";99689,94;-;520697,84;620387,78"
"""355270 TABATINGA"";110545,82;-;502857,65;613403,47"
"""355280 TABOAO DA SERRA"";3861090,02;-;29491392,28;33352482,30"
"""355300 TAGUAI"";26810,81;-;271415,45;298226,26"
"""355330 TAMBAU"";23508,77;-;512659,07;536167,84"
"""355340 TANABI"";-;-;829024,83;829024,83"
"""355360 TAPIRATIBA"";-;-;187858,34;187858,34"
"""355370 TAQUARITINGA"";26622,72;-;3154946,42;3181569,14"
"""355380 TAQUARITUBA"";-;-;710558,67;710558,67"
"""355400 TATUI"";829446,61;-;3761907,41;4591354,02"
"""355410 TAUBATE"";6870330,51;-;48314932,99;55185263,50"
"""355430 TEODORO SAMPAIO"";-;-;397781,35;397781,35"
"""355440 TERRA ROXA"";-;-;15134,19;15134,19"
"""355450 TIETE"";-;-;1048925,07;1048925,07"
"""355470 TORRINHA"";-;-;27020,33;27020,33"
"""355500 TUPA"";189728,42;-;16603571,64;16793300,06"
"""355510 TUPI PAULISTA"";-;-;696924,87;696924,87"
"""355540 UBATUBA"";9805,68;-;2927392,06;2937197,74"
"""355580 URANIA"";-;-;112796,45;112796,45"
"""355600 URUPES"";377492,71;-;304916,33;682409,04"
"""355620 VALINHOS"";-;-;6905342,44;6905342,44"
"""355630 VALPARAISO"";4102,56;-;497595,43;501697,99"
"""355640 VARGEM GRANDE DO SUL"";44414,38;-;1118496,79;1162911,17"
"""355650 VARZEA PAULISTA"";-;-;248816,84;248816,84"
"""355670 VINHEDO"";20291,16;-;5903952,88;5924244,04"
"""355680 VIRADOURO"";-;-;139617,96;139617,96"
"""355700 VOTORANTIM"";-;-;3937010,79;3937010,79"
"""355710 VOTUPORANGA"";2335783,40;-;18789961,97;21125745,37"
"""355720 CHAVANTES"";48514,72;-;529022,14;577536,86"
"""410045 ALTAMIRA DO PARANA"";-;-;12306,62;12306,62"
"""410050 ALTONIA"";55535,86;-;323742,46;379278,32"
"""410060 ALTO PARANA"";-;-;381831,13;381831,13"
"""410080 ALVORADA DO SUL"";-;-;47940,70;47940,70"
"""410090 AMAPORA"";-;-;26250,30;26250,30"
"""410100 AMPERE"";-;-;665482,67;665482,67"
"""410110 ANDIRA"";-;-;423889,09;423889,09"
"""410120 ANTONINA"";-;-;81816,17;81816,17"
"""410140 APUCARANA"";3795487,50;-;30796158,46;34591645,96"
"""410150 ARAPONGAS"";41577099,15;-;70899545,40;112476644,55"
"""410160 ARAPOTI"";-;-;4951945,69;4951945,69"
"""410170 ARARUNA"";-;-;225097,04;225097,04"
"""410180 ARAUCARIA"";10422,45;-;7791872,16;7802294,61"
"""410190 ASSAI"";-;-;96592,93;96592,93"
"""410200 ASSIS CHATEAUBRIAND"";1373,63;-;5128153,07;5129526,70"
"""410210 ASTORGA"";-;-;2241791,99;2241791,99"
"""410240 BANDEIRANTES"";-;-;3862973,01;3862973,01"
"""410280 BELA VISTA DO PARAISO"";-;-;42861,22;42861,22"
"""410290 BITURUNA"";-;-;250665,29;250665,29"
"""410305 BOA VISTA DA APARECIDA"";-;-;222152,37;222152,37"
"""410310 BOCAIUVA DO SUL"";-;-;5063,90;5063,90"
"""410345 CAFELANDIA"";-;-;418305,42;418305,42"
"""410360 CAMBARA"";-;-;252050,68;252050,68"
"""410370 CAMBE"";1905,00;-;4721946,06;4723851,06"
"""410390 CAMPINA DA LAGOA"";-;-;779882,23;779882,23"
"""410400 CAMPINA GRANDE DO SUL"";76539549,26;-;67398219,67;143937768,93"
"""410420 CAMPO LARGO"";39176803,12;-;227841722,26;267018525,38"
"""410430 CAMPO MOURAO"";5850457,21;-;27797866,06;33648323,27"
"""410440 CANDIDO DE ABREU"";-;-;167979,63;167979,63"
"""410442 CANDOI"";-;-;727670,54;727670,54"
"""410450 CAPANEMA"";-;-;721912,81;721912,81"
"""410460 CAPITAO LEONIDAS MARQUES"";-;-;763831,07;763831,07"
"""410470 CARLOPOLIS"";-;-;5860480,97;5860480,97"
"""410480 CASCAVEL"";17359314,88;-;124704308,00;142063622,88"
"""410490 CASTRO"";-;-;5135628,13;5135628,13"
"""410510 CENTENARIO DO SUL"";-;-;68955,20;68955,20"
"""410520 CERRO AZUL"";-;-;232402,50;232402,50"
"""410530 CEU AZUL"";-;-;2001269,62;2001269,62"
"""410540 CHOPINZINHO"";159027,49;-;2980985,57;3140013,06"
"""410550 CIANORTE"";376925,77;-;10286292,70;10663218,47"
"""410560 CIDADE GAUCHA"";-;-;220126,30;220126,30"
"""410570 CLEVELANDIA"";-;-;481733,24;481733,24"
"""410580 COLOMBO"";-;-;1785077,45;1785077,45"
"""410590 COLORADO"";30640,09;-;7992689,25;8023329,34"
"""410620 CONTENDA"";-;-;23851,87;23851,87"
"""410630 CORBELIA"";-;-;2850472,31;2850472,31"
"""410640 CORNELIO PROCOPIO"";3380,77;-;14900646,82;14904027,59"
"""410650 CORONEL VIVIDA"";155014,45;-;554200,08;709214,53"
"""410660 CRUZEIRO DO OESTE"";125346,72;-;185538,41;310885,13"
"""410670 CRUZEIRO DO SUL"";-;-;22835,82;22835,82"
"""410680 CRUZ MACHADO"";-;-;193556,06;193556,06"
"""410690 CURITIBA"";133629032,71;-;370100080,54;503729113,25"
"""410710 DIAMANTE DO NORTE"";-;-;16097,58;16097,58"
"""410720 DOIS VIZINHOS"";386188,21;-;1835506,41;2221694,62"
"""410750 ENGENHEIRO BELTRAO"";-;-;570976,18;570976,18"
"""410753 ENTRE RIOS DO OESTE"";-;-;66034,82;66034,82"
"""410760 FAXINAL"";-;-;4634772,30;4634772,30"
"""410765 FAZENDA RIO GRANDE"";1563362,73;-;9607650,83;11171013,56"
"""410775 FIGUEIRA"";-;-;72462,12;72462,12"
"""410790 FLORESTA"";-;-;101108,82;101108,82"
"""410820 FORMOSA DO OESTE"";-;-;340621,99;340621,99"
"""410830 FOZ DO IGUACU"";9078616,42;-;45821233,12;54899849,54"
"""410840 FRANCISCO BELTRAO"";1345791,73;-;33301992,54;34647784,27"
"""410860 GOIOERE"";164546,36;-;3559745,20;3724291,56"
"""410880 GUAIRA"";303761,89;-;799208,06;1102969,95"
"""410890 GUAIRACA"";-;-;25573,33;25573,33"
"""410930 GUARANIACU"";-;-;2960481,80;2960481,80"
"""410940 GUARAPUAVA"";7138139,87;-;44006633,90;51144773,77"
"""410950 GUARAQUECABA"";-;-;13571,27;13571,27"
"""410960 GUARATUBA"";-;-;402217,12;402217,12"
"""410970 IBAITI"";-;-;151968,09;151968,09"
"""410975 IBEMA"";-;-;135491,51;135491,51"
"""410980 IBIPORA"";2872,14;-;2732624,84;2735496,98"
"""411030 INAJA"";-;-;12670,35;12670,35"
"""411040 INDIANOPOLIS"";-;-;181185,16;181185,16"
"""411060 IPORA"";13402,00;-;46638,32;60040,32"
"""411070 IRATI"";13413,08;-;7831858,42;7845271,50"
"""411100 ITAMBARACA"";-;-;75944,11;75944,11"
"""411125 ITAPERUCU"";-;-;412142,45;412142,45"
"""411130 ITAUNA DO SUL"";-;-;26946,63;26946,63"
"""411140 IVAI"";-;-;73921,26;73921,26"
"""411150 IVAIPORA"";13522,37;-;14263086,82;14276609,19"
"""411170 JABOTI"";-;-;64645,98;64645,98"
"""411180 JACAREZINHO"";22806,53;-;7825616,54;7848423,07"
"""411190 JAGUAPITA"";-;-;47117,61;47117,61"
"""411200 JAGUARIAIVA"";-;-;827443,40;827443,40"
"""411210 JANDAIA DO SUL"";-;-;8013100,83;8013100,83"
"""411240 JAPURA"";-;-;270769,03;270769,03"
"""411250 JARDIM ALEGRE"";-;-;339931,28;339931,28"
"""411275 JESUITAS"";-;-;247946,74;247946,74"
"""411280 JOAQUIM TAVORA"";-;-;140840,05;140840,05"
"""411300 JUSSARA"";-;-;53647,10;53647,10"
"""411310 KALORE"";-;-;96592,20;96592,20"
"""411320 LAPA"";-;-;3000639,65;3000639,65"
"""411330 LARANJEIRAS DO SUL"";4117,26;-;4717760,73;4721877,99"
"""411345 LINDOESTE"";-;-;145188,69;145188,69"
"""411350 LOANDA"";-;-;4654539,44;4654539,44"
"""411370 LONDRINA"";47412073,56;-;149781185,29;197193258,85"
"""411375 LUNARDELLI"";-;-;174760,18;174760,18"
"""411380 LUPIONOPOLIS"";-;-;22717,14;22717,14"
"""411390 MALLET"";-;-;274272,53;274272,53"
"""411400 MAMBORE"";-;-;990752,85;990752,85"
"""411420 MANDAGUARI"";4607,14;-;578854,51;583461,65"
"""411430 MANDIRITUBA"";-;-;110487,24;110487,24"
"""411440 MANGUEIRINHA"";94392,03;-;626797,83;721189,86"
"""411450 MANOEL RIBAS"";-;-;179883,13;179883,13"
"""411460 MARECHAL CANDIDO RONDON"";-;-;553161,11;553161,11"
"""411500 MARILENA"";-;-;161088,72;161088,72"
"""411520 MARINGA"";31291579,44;-;94325829,23;125617408,67"
"""411560 MATELANDIA"";-;-;1036287,52;1036287,52"
"""411570 MATINHOS"";-;-;55538,22;55538,22"
"""411580 MEDIANEIRA"";1553,63;-;5894955,74;5896509,37"
"""411600 MIRASELVA"";-;-;4930,13;4930,13"
"""411605 MISSAL"";-;-;1853570,60;1853570,60"
"""411620 MORRETES"";-;-;58760,26;58760,26"
"""411670 NOVA AURORA"";21616,54;-;4930662,12;4952278,66"
"""411680 NOVA CANTU"";-;-;84772,10;84772,10"
"""411690 NOVA ESPERANCA"";-;-;180315,24;180315,24"
"""411695 NOVA ESPERANCA DO SUDOESTE"";-;-;9506,53;9506,53"
"""411700 NOVA FATIMA"";-;-;87427,55;87427,55"
"""411710 NOVA LONDRINA"";-;-;238214,93;238214,93"
"""411720 NOVA OLIMPIA"";-;-;22779,27;22779,27"
"""411722 NOVA SANTA ROSA"";-;-;102228,31;102228,31"
"""411727 NOVA TEBAS"";-;-;232253,09;232253,09"
"""411750 PAICANDU"";-;-;251361,08;251361,08"
"""411760 PALMAS"";167490,15;-;4152683,07;4320173,22"
"""411770 PALMEIRA"";-;-;382484,39;382484,39"
"""411790 PALOTINA"";1373,63;-;3831026,46;3832400,09"
"""411820 PARANAGUA"";22391,78;-;8088386,37;8110778,15"
"""411840 PARANAVAI"";653431,77;-;15381497,51;16034929,28"
"""411845 PATO BRAGADO"";-;-;236451,36;236451,36"
"""411850 PATO BRANCO"";10087188,80;-;26715520,82;36802709,62"
"""411890 PEROLA"";-;-;95332,87;95332,87"
"""411910 PIEN"";-;-;355062,62;355062,62"
"""411915 PINHAIS"";-;-;3235732,64;3235732,64"
"""411940 PIRAI DO SUL"";-;-;69790,22;69790,22"
"""411950 PIRAQUARA"";-;-;7949779,37;7949779,37"
"""411960 PITANGA"";-;-;2144195,66;2144195,66"
"""411970 PLANALTINA DO PARANA"";-;-;29277,21;29277,21"
"""411980 PLANALTO"";-;-;618279,78;618279,78"
"""411990 PONTA GROSSA"";7833688,45;-;62348844,91;70182533,36"
"""412000 PORECATU"";-;-;34513,88;34513,88"
"""412020 PORTO RICO"";-;-;32108,06;32108,06"
"""412033 PRADO FERREIRA"";-;-;10764,96;10764,96"
"""412035 PRANCHITA"";-;-;380193,33;380193,33"
"""412050 PRIMEIRO DE MAIO"";-;-;4273,52;4273,52"
"""412060 PRUDENTOPOLIS"";-;-;1520331,54;1520331,54"
"""412090 QUEDAS DO IGUACU"";-;-;944939,43;944939,43"
"""412100 QUERENCIA DO NORTE"";-;-;171537,49;171537,49"
"""412120 QUITANDINHA"";-;-;329224,28;329224,28"
"""412140 REALEZA"";-;-;207932,45;207932,45"
"""412150 REBOUCAS"";-;-;772409,70;772409,70"
"""412180 RIBEIRAO CLARO"";-;-;251554,33;251554,33"
"""412190 RIBEIRAO DO PINHAL"";-;-;699607,95;699607,95"
"""412200 RIO AZUL"";-;-;408991,74;408991,74"
"""412220 RIO BRANCO DO SUL"";-;-;382683,47;382683,47"
"""412230 RIO NEGRO"";-;-;434283,02;434283,02"
"""412240 ROLANDIA"";4445,00;-;8678578,39;8683023,39"
"""412250 RONCADOR"";-;-;694396,42;694396,42"
"""412260 RONDON"";-;-;539540,23;539540,23"
"""412290 SALTO DO ITARARE"";-;-;52998,01;52998,01"
"""412350 SANTA HELENA"";-;-;1144166,21;1144166,21"
"""412380 SANTA IZABEL DO OESTE"";129070,59;-;296799,49;425870,08"
"""412390 SANTA MARIANA"";-;-;4537118,77;4537118,77"
"""412400 SANTANA DO ITARARE"";-;-;72677,48;72677,48"
"""412410 SANTO ANTONIO DA PLATINA"";-;-;6871429,38;6871429,38"
"""412420 SANTO ANTONIO DO CAIUA"";-;-;24831,19;24831,19"
"""412440 SANTO ANTONIO DO SUDOESTE"";-;-;568492,26;568492,26"
"""412460 SAO CARLOS DO IVAI"";-;-;14726,49;14726,49"
"""412490 SAO JOAO DO CAIUA"";-;-;30178,50;30178,50"
"""412500 SAO JOAO DO IVAI"";-;-;167016,40;167016,40"
"""412510 SAO JOAO DO TRIUNFO"";-;-;66516,38;66516,38"
"""412535 SAO JORGE DO PATROCINIO"";20219,41;-;139738,03;159957,44"
"""412540 SAO JOSE DA BOA VISTA"";-;-;115717,30;115717,30"
"""412545 SAO JOSE DAS PALMEIRAS"";-;-;54615,06;54615,06"
"""412550 SAO JOSE DOS PINHAIS"";1291785,46;-;19910466,54;21202252,00"
"""412560 SAO MATEUS DO SUL"";-;-;864811,40;864811,40"
"""412570 SAO MIGUEL DO IGUACU"";-;-;1419503,28;1419503,28"
"""412580 SAO PEDRO DO IVAI"";-;-;192700,77;192700,77"
"""412620 SAPOPEMA"";-;-;2757,07;2757,07"
"""412625 SARANDI"";3508,65;-;5680729,07;5684237,72"
"""412640 SERTANEJA"";-;-;1682,62;1682,62"
"""412650 SERTANOPOLIS"";-;-;61426,00;61426,00"
"""412660 SIQUEIRA CAMPOS"";-;-;282580,80;282580,80"
"""412667 TAMARANA"";-;-;26914,87;26914,87"
"""412670 TAMBOARA"";-;-;87619,16;87619,16"
"""412700 TEIXEIRA SOARES"";-;-;50219,48;50219,48"
"""412710 TELEMACO BORBA"";-;-;6751018,55;6751018,55"
"""412720 TERRA BOA"";503982,11;-;1040190,99;1544173,10"
"""412730 TERRA RICA"";-;-;208201,56;208201,56"
"""412750 TIBAGI"";-;-;178182,64;178182,64"
"""412760 TIJUCAS DO SUL"";-;-;122189,13;122189,13"
"""412770 TOLEDO"";160859,08;-;23279646,07;23440505,15"
"""412780 TOMAZINA"";-;-;178066,73;178066,73"
"""412785 TRES BARRAS DO PARANA"";-;-;260583,93;260583,93"
"""412796 TURVO"";-;-;266695,03;266695,03"
"""412800 UBIRATA"";283156,50;-;1426842,81;1709999,31"
"""412810 UMUARAMA"";7595212,91;-;56040896,03;63636108,94"
"""412820 UNIAO DA VITORIA"";6816,60;-;10824038,56;10830855,16"
"""412840 URAI"";-;-;140083,12;140083,12"
"""412850 WENCESLAU BRAZ"";-;-;263397,58;263397,58"
"""412855 VERA CRUZ DO OESTE"";-;-;182311,53;182311,53"
"""412860 VERE"";-;-;214011,90;214011,90"
"""420010 ABELARDO LUZ"";976632,76;-;449727,47;1426360,23"
"""420020 AGROLANDIA"";-;-;128023,01;128023,01"
"""420040 AGUA DOCE"";-;-;85281,04;85281,04"
"""420070 ALFREDO WAGNER"";-;-;79746,08;79746,08"
"""420090 ANGELINA"";2083819,61;-;225457,84;2309277,45"
"""420100 ANITA GARIBALDI"";-;-;856466,90;856466,90"
"""420110 ANITAPOLIS"";-;-;205727,63;205727,63"
"""420127 ARABUTA"";1436715,10;-;95125,46;1531840,56"
"""420140 ARARANGUA"";2099196,99;-;10728353,48;12827550,47"
"""420150 ARMAZEM"";3516741,32;-;586390,96;4103132,28"
"""420160 ARROIO TRINTA"";-;-;84774,24;84774,24"
"""420200 BALNEARIO CAMBORIU"";421270,71;-;10495053,71;10916324,42"
"""420230 BIGUACU"";1199315,33;-;3851451,58;5050766,91"
"""420240 BLUMENAU"";54429372,67;-;62309412,17;116738784,84"
"""420260 BOM RETIRO"";519077,98;-;328714,60;847792,58"
"""420280 BRACO DO NORTE"";3194850,25;-;1963173,45;5158023,70"
"""420290 BRUSQUE"";70234059,32;-;35507902,40;105741961,72"
"""420300 CACADOR"";9223626,54;-;10816990,53;20040617,07"
"""420310 CAIBI"";493426,59;-;100400,12;593826,71"
"""420320 CAMBORIU"";1056362,48;-;289732,56;1346095,04"
"""420330 CAMPO ALEGRE"";1837758,16;-;270811,89;2108570,05"
"""420340 CAMPO BELO DO SUL"";1801916,83;-;221247,74;2023164,57"
"""420350 CAMPO ERE"";-;-;393256,21;393256,21"
"""420360 CAMPOS NOVOS"";3831574,28;-;4001268,27;7832842,55"
"""420370 CANELINHA"";-;-;24873,29;24873,29"
"""420380 CANOINHAS"";2798332,42;-;3404729,85;6203062,27"
"""420390 CAPINZAL"";1656664,67;-;946866,02;2603530,69"
"""420410 CAXAMBU DO SUL"";-;-;192271,19;192271,19"
"""420420 CHAPECO"";6694910,49;-;40077802,85;46772713,34"
"""420430 CONCORDIA"";2980194,07;-;13115466,89;16095660,96"
"""420440 CORONEL FREITAS"";1551497,36;-;197899,61;1749396,97"
"""420455 CORREIA PINTO"";-;-;269176,30;269176,30"
"""420460 CRICIUMA"";15833939,69;-;43695355,28;59529294,97"
"""420470 CUNHA PORA"";2026916,62;-;642313,67;2669230,29"
"""420480 CURITIBANOS"";1715139,34;-;8577517,76;10292657,10"
"""420490 DESCANSO"";387621,51;-;616318,00;1003939,51"
"""420500 DIONISIO CERQUEIRA"";82438,28;-;658654,36;741092,64"
"""420530 FAXINAL DOS GUEDES"";2884554,06;-;644507,27;3529061,33"
"""420540 FLORIANOPOLIS"";44791967,92;-;82804336,13;127596304,05"
"""420550 FRAIBURGO"";509580,26;-;1419471,24;1929051,50"
"""420590 GASPAR"";842971,42;-;4448243,16;5291214,58"
"""420640 GUARACIABA"";1451280,17;-;254619,29;1705899,46"
"""420650 GUARAMIRIM"";4292374,36;-;891516,21;5183890,57"
"""420660 GUARUJA DO SUL"";-;-;146756,23;146756,23"
"""420690 IBIRAMA"";1483209,27;-;4894915,29;6378124,56"
"""420700 ICARA"";2649246,53;-;5462435,23;8111681,76"
"""420720 IMARUI"";-;-;675506,56;675506,56"
"""420730 IMBITUBA"";911660,46;-;3393705,64;4305366,10"
"""420750 INDAIAL"";993525,48;-;4159774,90;5153300,38"
"""420760 IPIRA"";81220,92;-;106118,93;187339,85"
"""420765 IPORA DO OESTE"";2014837,07;-;596389,41;2611226,48"
"""420770 IPUMIRIM"";3291,80;-;133386,26;136678,06"
"""420790 IRINEOPOLIS"";-;-;306608,53;306608,53"
"""420800 ITA"";821310,23;-;322564,72;1143874,95"
"""420810 ITAIOPOLIS"";-;-;237765,29;237765,29"
"""420820 ITAJAI"";22904225,98;-;69579487,71;92483713,69"
"""420830 ITAPEMA"";2586850,34;-;1451459,78;4038310,12"
"""420840 ITAPIRANGA"";2105569,94;-;450865,01;2556434,95"
"""420850 ITUPORANGA"";975369,82;-;3681318,32;4656688,14"
"""420870 JACINTO MACHADO"";111036,12;-;331174,88;442211,00"
"""420880 JAGUARUNA"";200249,06;-;428360,35;628609,41"
"""420890 JARAGUA DO SUL"";14030324,45;-;37406638,73;51436963,18"
"""420900 JOACABA"";19338036,10;-;25009863,70;44347899,80"
"""420910 JOINVILLE"";80527750,94;-;107233272,35;187761023,29"
"""420930 LAGES"";7360649,08;-;44223625,87;51584274,95"
"""420940 LAGUNA"";232729,53;-;3232346,52;3465076,05"
"""420960 LAURO MULLER"";-;-;295924,71;295924,71"
"""420970 LEBON REGIS"";-;-;80165,92;80165,92"
"""420985 LINDOIA DO SUL"";-;-;552972,75;552972,75"
"""421000 LUIZ ALVES"";3362316,01;-;174727,07;3537043,08"
"""421003 LUZERNA"";130009,48;-;507963,08;637972,56"
"""421010 MAFRA"";20769266,15;-;26424353,87;47193620,02"
"""421030 MAJOR VIEIRA"";33783,79;-;96572,61;130356,40"
"""421050 MARAVILHA"";2730108,81;-;4617412,41;7347521,22"
"""421060 MASSARANDUBA"";142486,57;-;351363,27;493849,84"
"""421080 MELEIRO"";1191725,52;-;517005,28;1708730,80"
"""421090 MODELO"";-;-;227171,69;227171,69"
"""421100 MONDAI"";494738,98;-;602789,85;1097528,83"
"""421120 MORRO DA FUMACA"";418104,39;-;1453635,81;1871740,20"
"""421130 NAVEGANTES"";252132,98;-;753978,87;1006111,85"
"""421140 NOVA ERECHIM"";2493518,48;-;936091,24;3429609,72"
"""421150 NOVA TRENTO"";2313440,58;-;258407,92;2571848,50"
"""421160 NOVA VENEZA"";5394339,78;-;659067,65;6053407,43"
"""421170 ORLEANS"";870512,04;-;888154,70;1758666,74"
"""421175 OTACILIO COSTA"";2706115,37;-;433101,36;3139216,73"
"""421200 PALMA SOLA"";53463,04;-;426509,58;479972,62"
"""421210 PALMITOS"";2910475,20;-;1234181,60;4144656,80"
"""421220 PAPANDUVA"";-;-;509095,21;509095,21"
"""421250 PENHA"";11514577,20;-;883392,99;12397970,19"
"""421260 PERITIBA"";565610,40;-;29381,65;594992,05"
"""421290 PINHALZINHO"";1507528,82;-;507148,65;2014677,47"
"""421320 POMERODE"";2458420,63;-;1032784,61;3491205,24"
