"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acid local trab"";""Acid trajeto"";""Outros ac trab"";""Outras caus ext"";""Total"""
"""251550 SERRA BRANCA"";116;552;-;-;-;-;668"
"""251600 SOLANEA"";1444;306;-;-;-;-;1750"
"""251610 SOLEDADE"";208;1;-;-;-;-;209"
"""251620 SOUSA"";74;3723;-;-;-;-;3797"
"""251630 SUME"";255;722;-;-;-;-;977"
"""251650 TAPEROA"";793;1027;-;-;-;-;1820"
"""251660 TAVARES"";-;1643;-;-;1;-;1644"
"""251690 UIRAUNA"";-;1703;-;-;-;-;1703"
"""260010 AFOGADOS DA INGAZEIRA"";6927;3220;-;-;-;-;10147"
"""260020 AFRANIO"";312;471;-;-;-;-;783"
"""260030 AGRESTINA"";430;643;-;-;-;-;1073"
"""260040 AGUA PRETA"";34;181;-;-;-;-;215"
"""260050 AGUAS BELAS"";-;396;-;-;-;-;396"
"""260060 ALAGOINHA"";60;128;-;-;-;-;188"
"""260070 ALIANCA"";126;76;-;-;-;-;202"
"""260080 ALTINHO"";-;106;-;-;-;-;106"
"""260090 AMARAJI"";18;119;-;-;-;-;137"
"""260100 ANGELIM"";-;143;-;-;-;-;143"
"""260110 ARARIPINA"";4434;2286;-;-;-;-;6720"
"""260120 ARCOVERDE"";2408;11501;-;-;-;-;13909"
"""260130 BARRA DE GUABIRABA"";-;75;-;-;-;-;75"
"""260140 BARREIROS"";1604;375;-;-;-;-;1979"
"""260150 BELEM DE MARIA"";-;17;-;-;-;-;17"
"""260160 BELEM DO SAO FRANCISCO"";-;241;-;-;-;-;241"
"""260170 BELO JARDIM"";230;865;-;-;-;-;1095"
"""260180 BETANIA"";-;121;-;-;-;-;121"
"""260190 BEZERROS"";2716;1061;-;-;-;-;3777"
"""260200 BODOCO"";-;451;-;-;-;-;451"
"""260210 BOM CONSELHO"";282;848;-;-;-;-;1130"
"""260220 BOM JARDIM"";-;130;-;-;-;-;130"
"""260230 BONITO"";285;340;-;-;-;-;625"
"""260240 BREJAO"";-;186;-;-;-;-;186"
"""260250 BREJINHO"";1;157;-;-;-;-;158"
"""260260 BREJO DA MADRE DE DEUS"";2;365;-;-;-;-;367"
"""260280 BUIQUE"";-;1334;-;-;-;-;1334"
"""260290 CABO DE SANTO AGOSTINHO"";301;10199;-;-;465;649;11614"
"""260300 CABROBO"";307;476;-;-;-;-;783"
"""260310 CACHOEIRINHA"";-;203;-;-;-;-;203"
"""260320 CAETES"";20;325;-;-;-;-;345"
"""260330 CALCADO"";-;57;-;-;-;-;57"
"""260340 CALUMBI"";-;43;-;-;-;-;43"
"""260345 CAMARAGIBE"";860;152;-;-;-;-;1012"
"""260350 CAMOCIM DE SAO FELIX"";1;147;-;-;-;-;148"
"""260360 CAMUTANGA"";-;34;-;-;-;-;34"
"""260370 CANHOTINHO"";170;422;-;-;-;-;592"
"""260380 CAPOEIRAS"";-;250;-;-;-;-;250"
"""260390 CARNAIBA"";218;260;-;-;-;-;478"
"""260392 CARNAUBEIRA DA PENHA"";-;125;-;-;-;-;125"
"""260400 CARPINA"";374;743;-;-;-;-;1117"
"""260410 CARUARU"";6345;38774;-;-;-;-;45119"
"""260415 CASINHAS"";-;57;-;-;-;-;57"
"""260420 CATENDE"";4;167;-;-;-;-;171"
"""260430 CEDRO"";-;91;-;-;-;-;91"
"""260450 CHA GRANDE"";132;270;-;-;-;-;402"
"""260460 CONDADO"";8;49;-;-;-;-;57"
"""260470 CORRENTES"";54;157;-;-;-;-;211"
"""260480 CORTES"";407;213;-;-;-;-;620"
"""260490 CUMARU"";-;215;-;-;-;-;215"
"""260500 CUPIRA"";1;181;-;-;-;-;182"
"""260510 CUSTODIA"";176;651;-;-;-;-;827"
"""260515 DORMENTES"";44;323;-;-;-;-;367"
"""260520 ESCADA"";-;451;-;-;-;-;451"
"""260530 EXU"";1;371;-;-;-;-;372"
"""260540 FEIRA NOVA"";-;48;-;-;-;-;48"
"""260545 FERNANDO DE NORONHA"";-;85;-;-;-;-;85"
"""260560 FLORES"";-;168;-;-;-;-;168"
"""260570 FLORESTA"";-;948;-;-;-;-;948"
"""260580 FREI MIGUELINHO"";1;123;-;-;-;-;124"
"""260590 GAMELEIRA"";-;68;-;-;-;-;68"
"""260600 GARANHUNS"";2699;9437;-;-;-;-;12136"
"""260610 GLORIA DO GOITA"";1;14;-;-;-;-;15"
"""260620 GOIANA"";779;2788;-;-;-;-;3567"
"""260630 GRANITO"";97;27;-;-;-;-;124"
"""260640 GRAVATA"";93;443;-;-;-;-;536"
"""260650 IATI"";17;575;-;-;-;-;592"
"""260660 IBIMIRIM"";4;146;-;-;-;-;150"
"""260670 IBIRAJUBA"";-;62;-;-;-;-;62"
"""260680 IGARASSU"";495;-;-;-;-;-;495"
"""260690 IGUARACY"";-;77;-;-;-;-;77"
"""260700 INAJA"";347;-;-;-;-;-;347"
"""260710 INGAZEIRA"";-;38;-;-;-;-;38"
"""260720 IPOJUCA"";224;1209;-;-;-;-;1433"
"""260730 IPUBI"";3;249;-;-;-;-;252"
"""260740 ITACURUBA"";-;10;-;-;-;-;10"
"""260750 ITAIBA"";-;436;-;-;-;-;436"
"""260765 ITAMBE"";-;176;-;-;-;-;176"
"""260770 ITAPETIM"";354;50;-;-;-;-;404"
"""260780 ITAQUITINGA"";-;40;-;-;-;-;40"
"""260790 JABOATAO DOS GUARARAPES"";11444;12957;-;-;-;-;24401"
"""260795 JAQUEIRA"";-;329;-;-;-;-;329"
"""260800 JATAUBA"";-;342;-;-;-;-;342"
"""260805 JATOBA"";-;139;-;-;-;-;139"
"""260810 JOAO ALFREDO"";1;223;-;-;-;-;224"
"""260825 JUCATI"";2;93;-;-;-;-;95"
"""260830 JUPI"";-;188;-;-;-;-;188"
"""260840 JUREMA"";-;111;-;-;-;-;111"
"""260845 LAGOA DO CARRO"";1;25;-;-;-;-;26"
"""260850 LAGOA DE ITAENGA"";130;53;-;-;-;-;183"
"""260860 LAGOA DO OURO"";4;403;-;-;-;-;407"
"""260870 LAGOA DOS GATOS"";-;56;-;-;-;-;56"
"""260875 LAGOA GRANDE"";48;415;-;-;-;-;463"
"""260880 LAJEDO"";2;595;-;-;-;-;597"
"""260890 LIMOEIRO"";1071;3181;-;-;-;-;4252"
"""260900 MACAPARANA"";106;194;-;-;-;-;300"
"""260910 MACHADOS"";8;34;-;-;-;-;42"
"""260915 MANARI"";-;225;-;-;-;-;225"
"""260920 MARAIAL"";-;23;-;-;-;-;23"
"""260930 MIRANDIBA"";-;108;-;-;-;-;108"
"""260940 MORENO"";306;6254;-;-;-;-;6560"
"""260950 NAZARE DA MATA"";-;3860;-;-;-;-;3860"
"""260960 OLINDA"";2331;8334;-;-;-;-;10665"
"""260970 OROBO"";2;129;-;-;-;-;131"
"""260980 OROCO"";-;134;-;-;-;-;134"
"""260990 OURICURI"";2946;4592;-;-;-;-;7538"
"""261000 PALMARES"";3109;9529;-;-;-;-;12638"
"""261010 PALMEIRINA"";-;85;-;-;-;-;85"
"""261020 PANELAS"";129;136;-;-;-;-;265"
"""261030 PARANATAMA"";96;242;-;-;-;-;338"
"""261040 PARNAMIRIM"";-;250;-;-;-;-;250"
"""261050 PASSIRA"";-;132;-;-;-;-;132"
"""261060 PAUDALHO"";1105;132;-;-;-;-;1237"
"""261070 PAULISTA"";1899;7813;-;-;680;-;10392"
"""261080 PEDRA"";-;201;-;-;-;-;201"
"""261090 PESQUEIRA"";500;1704;-;-;-;-;2204"
"""261100 PETROLANDIA"";538;1121;-;-;-;-;1659"
"""261110 PETROLINA"";6700;20441;-;-;1241;3;28385"
"""261120 POCAO"";-;144;-;-;-;-;144"
"""261130 POMBOS"";-;25;-;-;-;-;25"
"""261150 QUIPAPA"";-;121;-;-;-;-;121"
"""261160 RECIFE"";89812;223053;-;-;-;-;312865"
"""261170 RIACHO DAS ALMAS"";13;190;-;-;-;-;203"
"""261180 RIBEIRAO"";-;23;-;-;-;-;23"
"""261190 RIO FORMOSO"";-;19;-;-;-;-;19"
"""261200 SAIRE"";-;64;-;-;-;-;64"
"""261220 SALGUEIRO"";1862;7462;-;-;105;-;9429"
"""261230 SALOA"";43;312;-;-;-;-;355"
"""261240 SANHARO"";-;308;-;-;-;-;308"
"""261245 SANTA CRUZ"";-;383;-;-;-;-;383"
"""261247 SANTA CRUZ DA BAIXA VERDE"";-;95;-;-;-;-;95"
"""261250 SANTA CRUZ DO CAPIBARIBE"";-;711;-;-;-;-;711"
"""261255 SANTA FILOMENA"";-;269;-;-;-;-;269"
"""261260 SANTA MARIA DA BOA VISTA"";67;557;-;-;-;-;624"
"""261270 SANTA MARIA DO CAMBUCA"";-;9;-;-;-;-;9"
"""261280 SANTA TEREZINHA"";22;-;-;-;-;-;22"
"""261290 SAO BENEDITO DO SUL"";-;12;-;-;-;-;12"
"""261300 SAO BENTO DO UNA"";-;773;-;-;-;-;773"
"""261310 SAO CAITANO"";179;495;-;-;-;-;674"
"""261320 SAO JOAO"";107;216;-;-;-;-;323"
"""261330 SAO JOAQUIM DO MONTE"";236;217;-;-;-;-;453"
"""261350 SAO JOSE DO BELMONTE"";717;-;-;-;-;-;717"
"""261360 SAO JOSE DO EGITO"";14;357;-;-;-;-;371"
"""261370 SAO LOURENCO DA MATA"";963;1976;-;-;-;-;2939"
"""261380 SAO VICENTE FERRER"";-;60;-;-;-;-;60"
"""261390 SERRA TALHADA"";3257;10532;-;-;-;-;13789"
"""261400 SERRITA"";-;237;-;-;-;-;237"
"""261410 SERTANIA"";194;709;-;-;-;-;903"
"""261420 SIRINHAEM"";-;130;-;-;-;-;130"
"""261430 MOREILANDIA"";-;126;-;-;-;-;126"
"""261440 SOLIDAO"";46;-;-;-;-;-;46"
"""261450 SURUBIM"";260;1358;-;-;-;-;1618"
"""261460 TABIRA"";5;349;-;-;-;-;354"
"""261480 TACARATU"";1;362;-;-;-;-;363"
"""261485 TAMANDARE"";-;132;-;-;-;-;132"
"""261500 TAQUARITINGA DO NORTE"";-;283;-;-;-;-;283"
"""261510 TEREZINHA"";-;90;-;-;-;-;90"
"""261520 TERRA NOVA"";-;112;-;-;-;-;112"
"""261530 TIMBAUBA"";126;1;-;-;-;-;127"
"""261540 TORITAMA"";-;337;-;-;-;-;337"
"""261560 TRINDADE"";-;434;-;-;-;-;434"
"""261570 TRIUNFO"";1;201;-;-;-;-;202"
"""261580 TUPANATINGA"";-;296;-;-;-;-;296"
"""261590 TUPARETAMA"";60;112;-;-;-;-;172"
"""261600 VENTUROSA"";98;449;-;-;-;-;547"
"""261610 VERDEJANTE"";-;55;-;-;-;-;55"
"""261620 VERTENTES"";798;171;-;-;-;-;969"
"""261640 VITORIA DE SANTO ANTAO"";1023;6634;-;-;-;-;7657"
"""270010 AGUA BRANCA"";-;154;-;-;-;-;154"
"""270030 ARAPIRACA"";8928;15124;-;-;1640;2233;27925"
"""270040 ATALAIA"";-;235;-;-;-;-;235"
"""270070 BATALHA"";704;240;-;-;-;-;944"
"""270100 BOCA DA MATA"";-;66;-;-;-;-;66"
"""270130 CAJUEIRO"";120;1;-;-;-;-;121"
"""270140 CAMPO ALEGRE"";-;439;-;-;-;-;439"
"""270170 CAPELA"";100;322;-;-;-;-;422"
"""270210 COLONIA LEOPOLDINA"";-;28;-;-;-;-;28"
"""270230 CORURIPE"";1818;4923;-;-;-;-;6741"
"""270235 CRAIBAS"";-;54;-;-;-;-;54"
"""270240 DELMIRO GOUVEIA"";366;5678;-;-;-;-;6044"
"""270280 FLEXEIRAS"";-;15;-;-;-;-;15"
"""270300 IBATEGUARA"";47;1;-;-;-;-;48"
"""270380 JOAQUIM GOMES"";-;150;-;-;-;-;150"
"""270400 JUNQUEIRO"";-;301;-;-;-;-;301"
"""270420 LIMOEIRO DE ANADIA"";-;54;-;-;-;-;54"
"""270430 MACEIO"";17218;59025;-;-;784;33;77060"
"""270450 MARAGOGI"";-;194;-;-;-;-;194"
"""270470 MARECHAL DEODORO"";-;140;-;-;-;-;140"
"""270500 MATA GRANDE"";-;147;-;-;-;-;147"
"""270510 MATRIZ DE CAMARAGIBE"";-;132;-;-;-;-;132"
"""270550 MURICI"";-;47;-;-;-;-;47"
"""270630 PALMEIRA DOS INDIOS"";1332;4935;-;-;-;-;6267"
"""270640 PAO DE ACUCAR"";228;116;-;-;-;-;344"
"""270670 PENEDO"";1033;3625;-;-;-;-;4658"
"""270680 PIACABUCU"";15;46;-;-;-;-;61"
"""270690 PILAR"";1622;820;-;-;-;-;2442"
"""270710 PIRANHAS"";-;396;-;-;-;-;396"
"""270730 PORTO CALVO"";272;5110;-;-;-;-;5382"
"""270760 QUEBRANGULO"";-;71;-;-;-;-;71"
"""270770 RIO LARGO"";-;250;-;-;-;-;250"
"""270800 SANTANA DO IPANEMA"";1600;8185;-;-;-;-;9785"
"""270830 SAO JOSE DA LAJE"";88;49;-;-;-;-;137"
"""270840 SAO JOSE DA TAPERA"";235;72;-;-;-;-;307"
"""270850 SAO LUIS DO QUITUNDE"";1;147;-;-;-;-;148"
"""270860 SAO MIGUEL DOS CAMPOS"";1498;3787;-;-;-;-;5285"
"""270915 TEOTONIO VILELA"";416;1229;-;-;-;-;1645"
"""270920 TRAIPU"";44;-;-;-;-;-;44"
"""270930 UNIAO DOS PALMARES"";503;2842;-;-;-;-;3345"
"""270940 VICOSA"";-;292;-;-;-;-;292"
"""280020 AQUIDABA"";-;1619;-;-;-;-;1619"
"""280030 ARACAJU"";17087;50209;-;-;-;-;67296"
"""280120 CANINDE DE SAO FRANCISCO"";-;342;-;-;-;-;342"
"""280130 CAPELA"";1949;1582;-;-;-;-;3531"
"""280210 ESTANCIA"";5000;6211;-;-;-;-;11211"
"""280290 ITABAIANA"";1377;8219;-;-;-;-;9596"
"""280340 JAPOATA"";917;-;-;-;-;-;917"
"""280350 LAGARTO"";3418;7774;-;-;-;-;11192"
"""280450 NOSSA SENHORA DA GLORIA"";1;1937;-;-;-;-;1938"
"""280480 NOSSA SENHORA DO SOCORRO"";4;2632;-;-;-;-;2636"
"""280570 PROPRIA"";391;2491;-;-;-;-;2882"
"""280590 RIACHUELO"";-;615;-;-;-;-;615"
"""280670 SAO CRISTOVAO"";592;625;-;-;-;-;1217"
"""280710 SIMAO DIAS"";-;756;-;-;-;-;756"
"""290020 ABARE"";-;292;-;-;-;-;292"
"""290035 ADUSTINA"";-;221;-;-;-;-;221"
"""290040 AGUA FRIA"";-;119;-;-;-;-;119"
"""290050 ERICO CARDOSO"";-;83;-;-;-;-;83"
"""290070 ALAGOINHAS"";1121;8889;-;-;-;-;10010"
"""290080 ALCOBACA"";134;708;-;-;-;-;842"
"""290100 AMARGOSA"";1395;1160;-;-;-;-;2555"
"""290110 AMELIA RODRIGUES"";-;218;-;-;-;-;218"
"""290115 AMERICA DOURADA"";-;488;-;-;-;-;488"
"""290120 ANAGE"";-;90;-;-;-;-;90"
"""290130 ANDARAI"";-;360;-;-;-;-;360"
"""290140 ANGICAL"";99;138;-;-;-;-;237"
"""290150 ANGUERA"";-;116;-;-;-;-;116"
"""290160 ANTAS"";2491;4287;-;-;-;1;6779"
"""290200 ARACATU"";1;190;-;-;-;-;191"
"""290205 ARACAS"";-;102;-;-;-;-;102"
"""290210 ARACI"";210;667;-;-;-;-;877"
"""290240 AURELINO LEAL"";184;781;-;-;-;-;965"
"""290250 BAIANOPOLIS"";-;267;-;-;-;-;267"
"""290260 BAIXA GRANDE"";-;384;-;-;-;-;384"
"""290270 BARRA"";2;4375;-;-;-;-;4377"
"""290280 BARRA DA ESTIVA"";1161;1755;-;-;-;-;2916"
"""290290 BARRA DO CHOCA"";257;362;-;-;-;-;619"
"""290300 BARRA DO MENDES"";-;407;-;-;-;-;407"
"""290320 BARREIRAS"";2828;15438;-;-;-;-;18266"
"""290323 BARRO ALTO"";-;665;-;-;-;-;665"
"""290327 BARROCAS"";-;396;-;-;-;-;396"
"""290330 BARRO PRETO"";8;35;-;-;-;-;43"
"""290340 BELMONTE"";83;647;-;-;-;-;730"
"""290350 BELO CAMPO"";99;554;-;-;-;-;653"
"""290360 BIRITINGA"";-;266;-;-;-;-;266"
"""290380 BOA VISTA DO TUPIM"";-;130;-;-;-;-;130"
"""290390 BOM JESUS DA LAPA"";1581;4157;-;-;-;-;5738"
"""290395 BOM JESUS DA SERRA"";3;317;-;-;-;1;321"
"""290400 BONINAL"";-;177;-;-;-;-;177"
"""290405 BONITO"";1;422;-;-;-;-;423"
"""290410 BOQUIRA"";226;661;-;-;3;-;890"
"""290420 BOTUPORA"";-;392;-;-;-;-;392"
"""290430 BREJOES"";1;278;-;-;-;-;279"
"""290440 BREJOLANDIA"";4;230;-;-;-;-;234"
"""290450 BROTAS DE MACAUBAS"";-;141;-;-;-;-;141"
"""290460 BRUMADO"";1322;4485;-;-;-;-;5807"
"""290475 BURITIRAMA"";-;536;-;-;-;-;536"
"""290480 CAATIBA"";-;55;-;-;-;-;55"
"""290490 CACHOEIRA"";461;996;-;-;-;-;1457"
"""290500 CACULE"";462;567;-;-;-;-;1029"
"""290510 CAEM"";15;802;-;-;-;-;817"
"""290520 CAETITE"";4430;3806;-;-;-;-;8236"
"""290530 CAFARNAUM"";153;493;-;-;-;-;646"
"""290550 CALDEIRAO GRANDE"";-;470;-;-;-;-;470"
"""290560 CAMACAN"";2329;1681;-;-;-;-;4010"
"""290570 CAMACARI"";2718;7485;-;-;-;-;10203"
"""290580 CAMAMU"";4;511;-;-;-;-;515"
"""290590 CAMPO ALEGRE DE LOURDES"";-;1298;-;-;-;-;1298"
"""290600 CAMPO FORMOSO"";1122;3919;-;-;-;-;5041"
"""290610 CANAPOLIS"";67;425;-;-;-;-;492"
"""290620 CANARANA"";-;483;-;-;-;-;483"
"""290630 CANAVIEIRAS"";2;759;-;-;-;-;761"
"""290640 CANDEAL"";-;23;-;-;-;-;23"
"""290650 CANDEIAS"";178;1871;-;-;-;-;2049"
"""290660 CANDIBA"";139;247;-;-;-;-;386"
"""290670 CANDIDO SALES"";-;295;-;-;-;-;295"
"""290680 CANSANCAO"";498;2517;-;-;-;-;3015"
"""290682 CANUDOS"";-;408;-;-;-;-;408"
"""290685 CAPELA DO ALTO ALEGRE"";-;55;-;-;-;-;55"
"""290687 CAPIM GROSSO"";850;1073;-;-;-;-;1923"
"""290690 CARAVELAS"";212;437;-;-;-;-;649"
"""290710 CARINHANHA"";179;504;-;-;-;-;683"
"""290720 CASA NOVA"";-;934;-;-;-;-;934"
"""290730 CASTRO ALVES"";169;533;-;-;-;-;702"
"""290750 CATU"";3476;2522;-;-;-;-;5998"
"""290755 CATURAMA"";-;74;-;-;-;-;74"
"""290760 CENTRAL"";-;327;-;-;-;-;327"
"""290780 CICERO DANTAS"";144;547;-;-;-;-;691"
"""290790 CIPO"";-;529;-;-;-;-;529"
"""290800 COARACI"";-;179;-;-;-;-;179"
"""290810 COCOS"";-;1395;-;-;-;-;1395"
"""290830 CONCEICAO DO ALMEIDA"";1;352;-;-;-;-;353"
"""290840 CONCEICAO DO COITE"";4918;3182;-;-;-;-;8100"
"""290850 CONCEICAO DO JACUIPE"";1;315;-;-;-;-;316"
"""290860 CONDE"";-;123;-;-;-;-;123"
"""290870 CONDEUBA"";-;477;-;-;-;-;477"
"""290890 CORACAO DE MARIA"";4763;569;-;-;-;-;5332"
"""290900 CORDEIROS"";1;274;-;-;-;-;275"
"""290910 CORIBE"";249;2094;-;-;-;-;2343"
"""290930 CORRENTINA"";710;1620;-;-;-;-;2330"
"""290950 CRAVOLANDIA"";1;546;-;-;-;-;547"
"""290960 CRISOPOLIS"";-;530;-;-;-;-;530"
"""290970 CRISTOPOLIS"";-;1963;-;-;-;-;1963"
"""290980 CRUZ DAS ALMAS"";2843;3107;-;-;-;-;5950"
"""290990 CURACA"";-;527;-;-;-;-;527"
"""291005 DIAS D'AVILA"";70;1030;-;-;-;-;1100"
"""291010 DOM BASILIO"";144;186;-;-;-;-;330"
"""291030 ELISIO MEDRADO"";-;200;-;-;-;-;200"
"""291040 ENCRUZILHADA"";-;664;-;-;-;-;664"
"""291050 ENTRE RIOS"";1;519;-;-;-;-;520"
"""291060 ESPLANADA"";599;1280;-;-;-;-;1879"
"""291070 EUCLIDES DA CUNHA"";2325;2861;-;-;-;-;5186"
"""291072 EUNAPOLIS"";582;5455;-;-;-;-;6037"
"""291080 FEIRA DE SANTANA"";9695;36259;-;-;-;1;45955"
"""291085 FILADELFIA"";164;493;-;-;-;-;657"
"""291110 FORMOSA DO RIO PRETO"";328;441;-;-;-;-;769"
"""291120 GANDU"";248;1189;-;-;-;-;1437"
"""291130 GENTIO DO OURO"";-;123;-;-;-;-;123"
"""291150 GONGOGI"";-;192;-;-;-;-;192"
"""291170 GUANAMBI"";1434;9287;-;-;-;-;10721"
"""291180 GUARATINGA"";-;310;-;-;-;-;310"
"""291190 IACU"";-;531;-;-;-;-;531"
"""291200 IBIASSUCE"";26;894;-;-;-;-;920"
"""291210 IBICARAI"";-;271;-;-;-;-;271"
"""291230 IBICUI"";-;105;-;-;-;-;105"
"""291240 IBIPEBA"";-;181;-;-;-;-;181"
"""291250 IBIPITANGA"";11;391;-;-;-;-;402"
"""291270 IBIRAPITANGA"";2;1217;-;-;-;-;1219"
"""291280 IBIRAPUA"";-;335;-;-;-;-;335"
"""291290 IBIRATAIA"";102;1603;-;-;-;-;1705"
"""291300 IBITIARA"";-;730;-;-;-;-;730"
"""291310 IBITITA"";348;156;-;-;-;-;504"
"""291320 IBOTIRAMA"";1097;2513;-;-;-;-;3610"
"""291340 IGAPORA"";285;488;-;-;-;-;773"
"""291345 IGRAPIUNA"";-;317;-;-;-;-;317"
"""291350 IGUAI"";411;3227;-;-;-;-;3638"
"""291360 ILHEUS"";1124;22284;-;-;-;-;23408"
"""291370 INHAMBUPE"";-;384;-;-;-;-;384"
"""291380 IPECAETA"";-;64;-;-;-;-;64"
"""291390 IPIAU"";156;1814;-;-;-;-;1970"
"""291400 IPIRA"";3;949;-;-;-;-;952"
"""291410 IPUPIARA"";-;223;-;-;-;-;223"
"""291420 IRAJUBA"";-;559;-;-;-;-;559"
"""291430 IRAMAIA"";-;1152;-;-;-;-;1152"
"""291440 IRAQUARA"";45;3435;-;-;-;-;3480"
"""291450 IRARA"";-;461;-;-;-;-;461"
"""291460 IRECE"";3537;7638;-;-;1;-;11176"
"""291465 ITABELA"";412;1277;-;-;-;-;1689"
"""291470 ITABERABA"";5197;4033;-;-;-;-;9230"
"""291480 ITABUNA"";1817;18697;-;-;-;-;20514"
"""291490 ITACARE"";-;823;-;-;-;-;823"
"""291500 ITAETE"";-;236;-;-;-;-;236"
"""291510 ITAGI"";2;157;-;-;-;-;159"
"""291535 ITAGUACU DA BAHIA"";1;266;-;-;-;-;267"
"""291540 ITAJU DO COLONIA"";-;96;-;-;-;-;96"
"""291550 ITAJUIPE"";-;1757;-;-;-;-;1757"
"""291560 ITAMARAJU"";778;3558;-;-;-;-;4336"
"""291580 ITAMBE"";116;1508;-;-;-;-;1624"
"""291600 ITANHEM"";38;499;-;-;-;268;805"
"""291610 ITAPARICA"";2007;2428;-;-;-;-;4435"
"""291630 ITAPEBI"";1;143;-;-;-;-;144"
"""291640 ITAPETINGA"";861;2752;-;-;-;-;3613"
"""291650 ITAPICURU"";-;596;-;-;-;-;596"
"""291660 ITAPITANGA"";-;38;-;-;-;-;38"
"""291670 ITAQUARA"";-;425;-;-;-;-;425"
"""291680 ITARANTIM"";71;731;-;-;-;-;802"
"""291685 ITATIM"";-;221;-;-;-;-;221"
"""291690 ITIRUCU"";128;1722;-;-;-;-;1850"
"""291700 ITIUBA"";116;788;-;-;-;-;904"
"""291710 ITORORO"";1725;1641;-;-;-;-;3366"
"""291720 ITUACU"";53;171;-;-;1;-;225"
"""291730 ITUBERA"";1;446;-;-;-;-;447"
"""291733 IUIU"";107;108;-;-;-;-;215"
"""291735 JABORANDI"";232;589;-;-;-;-;821"
"""291740 JACARACI"";1;465;-;-;-;-;466"
"""291750 JACOBINA"";5;3385;-;-;-;-;3390"
"""291760 JAGUAQUARA"";69;1452;-;-;-;-;1521"
"""291770 JAGUARARI"";86;640;-;-;-;-;726"
"""291800 JEQUIE"";5588;15150;-;-;-;-;20738"
"""291810 JEREMOABO"";81;517;-;-;-;-;598"
"""291820 JIQUIRICA"";-;604;-;-;-;-;604"
"""291830 JITAUNA"";-;299;-;-;-;-;299"
"""291835 JOAO DOURADO"";-;479;-;-;-;-;479"
"""291840 JUAZEIRO"";3328;15025;-;-;371;-;18724"
"""291850 JUSSARA"";-;829;-;-;-;-;829"
"""291855 JUSSARI"";-;30;-;-;-;-;30"
"""291860 JUSSIAPE"";70;106;-;-;-;-;176"
"""291880 LAJE"";-;407;-;-;-;-;407"
"""291905 LAJEDO DO TABOCAL"";-;546;-;-;-;-;546"
"""291915 LAPAO"";103;1176;-;-;-;-;1279"
"""291920 LAURO DE FREITAS"";4074;7553;-;-;-;-;11627"
"""291930 LENCOIS"";-;90;-;-;-;-;90"
"""291940 LICINIO DE ALMEIDA"";-;379;-;-;-;-;379"
"""291950 LIVRAMENTO DE NOSSA SENHORA"";2108;223;-;-;-;-;2331"
"""291955 LUIS EDUARDO MAGALHAES"";1154;2595;-;-;-;-;3749"
"""291960 MACAJUBA"";-;256;-;-;-;-;256"
"""291970 MACARANI"";-;1216;-;-;-;-;1216"
"""291980 MACAUBAS"";168;1519;-;-;-;-;1687"
"""291992 MADRE DE DEUS"";2;455;-;-;-;-;457"
"""292000 MAIQUINIQUE"";-;399;-;-;-;-;399"
"""292010 MAIRI"";132;936;-;-;-;-;1068"
"""292020 MALHADA"";275;100;-;-;-;-;375"
"""292050 MARACAS"";43;1322;-;-;-;-;1365"
"""292080 MARCIONILIO SOUZA"";-;150;-;-;-;-;150"
"""292100 MATA DE SAO JOAO"";357;1624;-;-;-;-;1981"
"""292105 MATINA"";-;181;-;-;-;-;181"
"""292110 MEDEIROS NETO"";562;658;-;-;-;-;1220"
"""292120 MIGUEL CALMON"";3563;2639;-;-;-;-;6202"
"""292130 MILAGRES"";-;190;-;-;-;-;190"
"""292150 MONTE SANTO"";355;2557;-;-;-;-;2912"
"""292170 MORRO DO CHAPEU"";208;1490;-;-;49;16;1763"
"""292180 MORTUGABA"";-;474;-;-;-;-;474"
"""292190 MUCUGE"";2;330;-;-;-;-;332"
"""292200 MUCURI"";633;853;-;-;-;-;1486"
"""292205 MULUNGU DO MORRO"";59;319;-;-;-;-;378"
"""292210 MUNDO NOVO"";-;404;-;-;-;-;404"
"""292230 MURITIBA"";887;-;-;-;-;-;887"
"""292240 MUTUIPE"";583;796;-;-;-;-;1379"
"""292250 NAZARE"";2316;4173;-;-;-;-;6489"
"""292265 NORDESTINA"";55;279;-;-;-;-;334"
"""292270 NOVA CANAA"";-;1671;-;-;-;-;1671"
"""292273 NOVA FATIMA"";-;111;-;-;-;-;111"
"""292290 NOVA SOURE"";-;239;-;-;-;-;239"
"""292300 NOVA VICOSA"";366;906;-;-;-;-;1272"
"""292310 OLINDINA"";-;425;-;-;-;-;425"
"""292320 OLIVEIRA DOS BREJINHOS"";-;562;-;-;35;71;668"
"""292330 OURICANGAS"";-;162;-;-;-;-;162"
"""292335 OUROLANDIA"";1;296;-;-;-;-;297"
"""292340 PALMAS DE MONTE ALTO"";208;297;-;-;-;-;505"
"""292360 PARAMIRIM"";1576;1231;-;-;-;-;2807"
"""292370 PARATINGA"";20;1863;-;-;-;-;1883"
"""292380 PARIPIRANGA"";-;228;-;-;-;-;228"
"""292390 PAU BRASIL"";-;137;-;-;-;-;137"
"""292400 PAULO AFONSO"";545;6639;-;-;-;-;7184"
"""292405 PE DE SERRA"";-;246;-;-;-;-;246"
"""292430 PIATA"";-;491;-;-;-;-;491"
