"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Outros ac trab"";""Outras caus ext"";""Total"""
"""352680 LENCOIS PAULISTA"";-;12;-;-;12"
"""352690 LIMEIRA"";1;78;-;-;79"
"""352710 LINS"";-;35;-;-;35"
"""352720 LORENA"";-;18;-;-;18"
"""352730 LOUVEIRA"";-;12;-;-;12"
"""352740 LUCELIA"";-;3;-;-;3"
"""352850 MAIRIPORA"";-;9;-;-;9"
"""352880 MARACAI"";-;1;-;-;1"
"""352900 MARILIA"";5;125;2;3;135"
"""352920 MARTINOPOLIS"";-;4;-;-;4"
"""352930 MATAO"";1;31;-;-;32"
"""352940 MAUA"";-;71;-;-;71"
"""353010 MIRANDOPOLIS"";-;15;-;-;15"
"""353050 MOCOCA"";-;22;-;-;22"
"""353060 MOGI DAS CRUZES"";4;143;1;1;149"
"""353070 MOGI GUACU"";2;47;1;5;55"
"""353080 MOGI MIRIM"";-;22;1;-;23"
"""353110 MONGAGUA"";-;1;-;-;1"
"""353130 MONTE ALTO"";-;20;-;-;20"
"""353140 MONTE APRAZIVEL"";-;2;-;-;2"
"""353150 MONTE AZUL PAULISTA"";-;2;-;-;2"
"""353180 MONTE MOR"";-;2;-;-;2"
"""353190 MORRO AGUDO"";-;4;-;-;4"
"""353260 NHANDEARA"";-;3;-;-;3"
"""353290 NOVA EUROPA"";-;3;-;-;3"
"""353300 NOVA GRANADA"";-;5;-;-;5"
"""353350 NOVO HORIZONTE"";-;12;-;-;12"
"""353390 OLIMPIA"";-;18;-;1;19"
"""353430 ORLANDIA"";-;3;-;-;3"
"""353440 OSASCO"";1;170;-;-;171"
"""353460 OSVALDO CRUZ"";-;11;-;-;11"
"""353470 OURINHOS"";-;52;-;-;52"
"""353530 PALMITAL"";-;4;-;-;4"
"""353550 PARAGUACU PAULISTA"";-;22;-;-;22"
"""353580 PARANAPANEMA"";2;-;-;-;2"
"""353620 PARIQUERA-ACU"";-;48;-;-;48"
"""353630 PATROCINIO PAULISTA"";-;3;-;-;3"
"""353670 PEDERNEIRAS"";-;11;-;-;11"
"""353700 PEDREGULHO"";-;1;-;-;1"
"""353710 PEDREIRA"";-;8;-;-;8"
"""353730 PENAPOLIS"";1;31;-;-;32"
"""353740 PEREIRA BARRETO"";-;3;-;-;3"
"""353780 PIEDADE"";-;20;-;-;20"
"""353790 PILAR DO SUL"";-;7;-;-;7"
"""353800 PINDAMONHANGABA"";-;45;-;-;45"
"""353860 PIRACAIA"";-;7;-;-;7"
"""353870 PIRACICABA"";10;99;-;-;109"
"""353880 PIRAJU"";-;11;-;-;11"
"""353890 PIRAJUI"";-;5;-;-;5"
"""353900 PIRANGI"";-;3;-;-;3"
"""353930 PIRASSUNUNGA"";-;14;-;-;14"
"""353950 PITANGUEIRAS"";-;5;-;-;5"
"""354000 POMPEIA"";-;4;-;-;4"
"""354020 PONTAL"";-;3;-;-;3"
"""354060 PORTO FELIZ"";-;17;-;-;17"
"""354070 PORTO FERREIRA"";-;14;-;-;14"
"""354080 POTIRENDABA"";-;1;-;-;1"
"""354100 PRAIA GRANDE"";-;58;-;-;58"
"""354130 PRESIDENTE EPITACIO"";-;13;-;-;13"
"""354140 PRESIDENTE PRUDENTE"";9;165;-;-;174"
"""354150 PRESIDENTE VENCESLAU"";-;11;-;-;11"
"""354160 PROMISSAO"";1;9;-;-;10"
"""354220 RANCHARIA"";-;14;-;-;14"
"""354240 REGENTE FEIJO"";-;2;-;-;2"
"""354260 REGISTRO"";-;32;-;-;32"
"""354290 RIBEIRAO BONITO"";-;1;-;-;1"
"""354300 RIBEIRAO BRANCO"";-;2;-;-;2"
"""354330 RIBEIRAO PIRES"";-;12;-;-;12"
"""354340 RIBEIRAO PRETO"";74;206;-;1;281"
"""354380 RINOPOLIS"";-;1;-;-;1"
"""354390 RIO CLARO"";13;35;-;-;48"
"""354400 RIO DAS PEDRAS"";-;4;-;-;4"
"""354425 ROSANA"";-;8;-;-;8"
"""354500 SALESOPOLIS"";-;4;-;-;4"
"""354520 SALTO"";-;20;-;-;20"
"""354530 SALTO DE PIRAPORA"";-;4;-;-;4"
"""354540 SALTO GRANDE"";-;1;-;-;1"
"""354560 SANTA ADELIA"";-;1;-;-;1"
"""354580 SANTA BARBARA D'OESTE"";-;31;-;-;31"
"""354630 SANTA CRUZ DAS PALMEIRAS"";-;2;-;-;2"
"""354640 SANTA CRUZ DO RIO PARDO"";-;10;-;-;10"
"""354660 SANTA FE DO SUL"";-;14;-;-;14"
"""354680 SANTA ISABEL"";-;9;-;-;9"
"""354730 SANTANA DE PARNAIBA"";-;11;-;-;11"
"""354750 SANTA RITA DO PASSA QUATRO"";-;4;-;-;4"
"""354760 SANTA ROSA DE VITERBO"";-;2;-;-;2"
"""354770 SANTO ANASTACIO"";-;5;-;-;5"
"""354780 SANTO ANDRE"";90;183;-;-;273"
"""354850 SANTOS"";41;102;-;-;143"
"""354860 SAO BENTO DO SAPUCAI"";-;2;-;-;2"
"""354870 SAO BERNARDO DO CAMPO"";14;180;-;-;194"
"""354880 SAO CAETANO DO SUL"";-;90;-;-;90"
"""354890 SAO CARLOS"";1;101;-;-;102"
"""354910 SAO JOAO DA BOA VISTA"";2;35;2;1;40"
"""354940 SAO JOAQUIM DA BARRA"";-;22;-;-;22"
"""354970 SAO JOSE DO RIO PARDO"";-;21;-;-;21"
"""354980 SAO JOSE DO RIO PRETO"";2;288;4;11;305"
"""354990 SAO JOSE DOS CAMPOS"";4;228;-;-;232"
"""355000 SAO LUIS DO PARAITINGA"";-;3;-;-;3"
"""355010 SAO MANUEL"";-;4;-;-;4"
"""355020 SAO MIGUEL ARCANJO"";2;-;-;-;2"
"""355030 SAO PAULO"";157;2809;7;18;2991"
"""355040 SAO PEDRO"";1;7;-;-;8"
"""355060 SAO ROQUE"";-;23;-;-;23"
"""355070 SAO SEBASTIAO"";-;20;-;-;20"
"""355100 SAO VICENTE"";1;39;-;-;40"
"""355150 SERRANA"";-;13;-;-;13"
"""355160 SERRA NEGRA"";-;15;-;-;15"
"""355170 SERTAOZINHO"";-;23;-;-;23"
"""355210 SOCORRO"";-;32;-;-;32"
"""355220 SOROCABA"";3;312;3;-;318"
"""355230 SUD MENNUCCI"";1;-;-;-;1"
"""355240 SUMARE"";1;44;-;3;48"
"""355250 SUZANO"";-;57;-;-;57"
"""355270 TABATINGA"";1;-;-;-;1"
"""355280 TABOAO DA SERRA"";1;84;-;-;85"
"""355300 TAGUAI"";-;2;-;-;2"
"""355330 TAMBAU"";-;3;-;-;3"
"""355340 TANABI"";-;1;-;-;1"
"""355360 TAPIRATIBA"";-;4;-;-;4"
"""355370 TAQUARITINGA"";4;21;-;-;25"
"""355380 TAQUARITUBA"";-;3;-;-;3"
"""355400 TATUI"";-;18;-;-;18"
"""355410 TAUBATE"";2;107;-;-;109"
"""355430 TEODORO SAMPAIO"";-;8;-;-;8"
"""355450 TIETE"";-;4;-;-;4"
"""355500 TUPA"";2;43;-;-;45"
"""355510 TUPI PAULISTA"";4;-;-;-;4"
"""355540 UBATUBA"";-;13;-;-;13"
"""355600 URUPES"";-;2;-;-;2"
"""355620 VALINHOS"";-;29;-;-;29"
"""355630 VALPARAISO"";-;1;-;-;1"
"""355640 VARGEM GRANDE DO SUL"";-;8;-;-;8"
"""355650 VARZEA PAULISTA"";-;5;-;-;5"
"""355670 VINHEDO"";-;25;-;-;25"
"""355700 VOTORANTIM"";-;20;-;-;20"
"""355710 VOTUPORANGA"";-;53;-;-;53"
"""355720 CHAVANTES"";-;3;-;-;3"
"""410050 ALTONIA"";-;1;-;-;1"
"""410060 ALTO PARANA"";-;1;-;-;1"
"""410100 AMPERE"";-;13;-;-;13"
"""410110 ANDIRA"";-;3;-;-;3"
"""410120 ANTONINA"";-;2;-;-;2"
"""410150 ARAPONGAS"";11;114;-;1;126"
"""410160 ARAPOTI"";-;4;-;-;4"
"""410180 ARAUCARIA"";-;18;-;-;18"
"""410190 ASSAI"";-;4;-;-;4"
"""410200 ASSIS CHATEAUBRIAND"";-;14;-;-;14"
"""410210 ASTORGA"";-;11;-;-;11"
"""410240 BANDEIRANTES"";-;17;-;-;17"
"""410290 BITURUNA"";-;3;-;-;3"
"""410305 BOA VISTA DA APARECIDA"";-;3;-;-;3"
"""410345 CAFELANDIA"";-;1;-;-;1"
"""410360 CAMBARA"";-;3;-;-;3"
"""410370 CAMBE"";-;15;-;-;15"
"""410400 CAMPINA GRANDE DO SUL"";23;107;-;-;130"
"""410420 CAMPO LARGO"";4;221;-;-;225"
"""410430 CAMPO MOURAO"";2;90;-;-;92"
"""410442 CANDOI"";-;2;-;-;2"
"""410460 CAPITAO LEONIDAS MARQUES"";-;3;-;-;3"
"""410470 CARLOPOLIS"";-;4;-;-;4"
"""410480 CASCAVEL"";5;156;-;-;161"
"""410490 CASTRO"";-;13;-;-;13"
"""410520 CERRO AZUL"";-;1;-;-;1"
"""410530 CEU AZUL"";-;1;-;-;1"
"""410540 CHOPINZINHO"";1;13;-;-;14"
"""410550 CIANORTE"";-;49;-;-;49"
"""410570 CLEVELANDIA"";-;2;-;-;2"
"""410590 COLORADO"";-;17;-;-;17"
"""410630 CORBELIA"";1;4;-;-;5"
"""410640 CORNELIO PROCOPIO"";-;15;-;-;15"
"""410650 CORONEL VIVIDA"";-;2;-;-;2"
"""410680 CRUZ MACHADO"";-;1;-;-;1"
"""410690 CURITIBA"";19;713;-;-;732"
"""410710 DIAMANTE DO NORTE"";-;1;-;-;1"
"""410720 DOIS VIZINHOS"";-;5;-;-;5"
"""410750 ENGENHEIRO BELTRAO"";-;2;-;-;2"
"""410760 FAXINAL"";-;1;-;-;1"
"""410765 FAZENDA RIO GRANDE"";-;10;-;-;10"
"""410775 FIGUEIRA"";2;-;-;-;2"
"""410830 FOZ DO IGUACU"";3;91;-;-;94"
"""410840 FRANCISCO BELTRAO"";-;78;-;-;78"
"""410860 GOIOERE"";-;19;-;-;19"
"""410880 GUAIRA"";-;2;-;-;2"
"""410930 GUARANIACU"";-;2;-;-;2"
"""410940 GUARAPUAVA"";3;93;-;-;96"
"""410960 GUARATUBA"";-;2;-;-;2"
"""410980 IBIPORA"";-;8;-;-;8"
"""411070 IRATI"";-;24;-;-;24"
"""411125 ITAPERUCU"";-;3;-;-;3"
"""411140 IVAI"";-;2;-;-;2"
"""411150 IVAIPORA"";-;32;-;-;32"
"""411180 JACAREZINHO"";-;24;-;-;24"
"""411200 JAGUARIAIVA"";-;6;-;-;6"
"""411240 JAPURA"";-;1;-;-;1"
"""411275 JESUITAS"";1;2;-;-;3"
"""411280 JOAQUIM TAVORA"";-;1;-;-;1"
"""411310 KALORE"";-;1;-;-;1"
"""411320 LAPA"";-;14;-;-;14"
"""411330 LARANJEIRAS DO SUL"";-;21;-;-;21"
"""411350 LOANDA"";-;3;-;-;3"
"""411370 LONDRINA"";54;304;-;-;358"
"""411440 MANGUEIRINHA"";-;2;-;-;2"
"""411450 MANOEL RIBAS"";-;1;-;-;1"
"""411460 MARECHAL CANDIDO RONDON"";-;3;-;-;3"
"""411520 MARINGA"";9;197;1;2;209"
"""411560 MATELANDIA"";-;5;-;-;5"
"""411580 MEDIANEIRA"";-;13;-;-;13"
"""411670 NOVA AURORA"";-;2;-;-;2"
"""411680 NOVA CANTU"";-;1;-;-;1"
"""411690 NOVA ESPERANCA"";-;1;-;-;1"
"""411722 NOVA SANTA ROSA"";-;2;-;-;2"
"""411750 PAICANDU"";-;2;-;-;2"
"""411760 PALMAS"";-;11;-;-;11"
"""411770 PALMEIRA"";-;5;-;-;5"
"""411790 PALOTINA"";-;13;-;-;13"
"""411820 PARANAGUA"";-;51;-;-;51"
"""411840 PARANAVAI"";2;58;-;-;60"
"""411850 PATO BRANCO"";-;65;-;-;65"
"""411890 PEROLA"";-;1;-;-;1"
"""411910 PIEN"";-;2;-;-;2"
"""411915 PINHAIS"";-;2;-;-;2"
"""411960 PITANGA"";-;9;-;-;9"
"""411990 PONTA GROSSA"";6;180;-;-;186"
"""412035 PRANCHITA"";-;1;-;-;1"
"""412060 PRUDENTOPOLIS"";-;18;-;-;18"
"""412090 QUEDAS DO IGUACU"";-;2;-;-;2"
"""412120 QUITANDINHA"";-;4;-;-;4"
"""412140 REALEZA"";-;3;-;-;3"
"""412150 REBOUCAS"";1;-;-;-;1"
"""412180 RIBEIRAO CLARO"";-;2;-;-;2"
"""412200 RIO AZUL"";-;3;-;-;3"
"""412230 RIO NEGRO"";-;6;-;-;6"
"""412240 ROLANDIA"";-;13;-;-;13"
"""412250 RONCADOR"";-;1;-;-;1"
"""412260 RONDON"";-;2;-;-;2"
"""412350 SANTA HELENA"";-;2;-;-;2"
"""412390 SANTA MARIANA"";-;4;-;-;4"
"""412410 SANTO ANTONIO DA PLATINA"";-;14;-;-;14"
"""412440 SANTO ANTONIO DO SUDOESTE"";-;2;-;-;2"
"""412460 SAO CARLOS DO IVAI"";-;3;-;-;3"
"""412500 SAO JOAO DO IVAI"";-;2;-;-;2"
"""412540 SAO JOSE DA BOA VISTA"";-;2;-;-;2"
"""412550 SAO JOSE DOS PINHAIS"";-;23;-;-;23"
"""412560 SAO MATEUS DO SUL"";-;4;-;-;4"
"""412570 SAO MIGUEL DO IGUACU"";-;2;-;-;2"
"""412625 SARANDI"";-;24;-;-;24"
"""412650 SERTANOPOLIS"";-;2;-;-;2"
"""412670 TAMBOARA"";1;-;-;-;1"
"""412710 TELEMACO BORBA"";-;26;-;-;26"
"""412730 TERRA RICA"";-;2;-;-;2"
"""412750 TIBAGI"";-;1;-;-;1"
"""412760 TIJUCAS DO SUL"";-;2;-;-;2"
"""412770 TOLEDO"";-;51;-;-;51"
"""412785 TRES BARRAS DO PARANA"";-;4;-;-;4"
"""412796 TURVO"";-;1;-;-;1"
"""412800 UBIRATA"";-;8;-;-;8"
"""412810 UMUARAMA"";2;85;-;-;87"
"""412820 UNIAO DA VITORIA"";-;30;-;-;30"
"""412850 WENCESLAU BRAZ"";-;1;-;-;1"
"""412855 VERA CRUZ DO OESTE"";-;2;-;-;2"
"""412860 VERE"";-;2;-;-;2"
"""420010 ABELARDO LUZ"";-;1;-;-;1"
"""420020 AGROLANDIA"";-;1;-;-;1"
"""420040 AGUA DOCE"";-;1;-;-;1"
"""420070 ALFREDO WAGNER"";-;4;-;-;4"
"""420090 ANGELINA"";-;4;-;-;4"
"""420100 ANITA GARIBALDI"";-;2;-;-;2"
"""420110 ANITAPOLIS"";-;2;-;-;2"
"""420127 ARABUTA"";1;-;-;-;1"
"""420140 ARARANGUA"";-;39;-;-;39"
"""420150 ARMAZEM"";-;6;-;-;6"
"""420200 BALNEARIO CAMBORIU"";-;32;-;-;32"
"""420230 BIGUACU"";-;16;-;-;16"
"""420240 BLUMENAU"";-;100;-;-;100"
"""420280 BRACO DO NORTE"";-;13;-;-;13"
"""420290 BRUSQUE"";1;41;-;-;42"
"""420300 CACADOR"";-;22;-;-;22"
"""420310 CAIBI"";-;4;-;-;4"
"""420330 CAMPO ALEGRE"";-;2;-;-;2"
"""420350 CAMPO ERE"";-;6;-;-;6"
"""420360 CAMPOS NOVOS"";-;13;-;-;13"
"""420380 CANOINHAS"";-;14;-;-;14"
"""420390 CAPINZAL"";-;7;-;-;7"
"""420420 CHAPECO"";3;78;-;-;81"
"""420430 CONCORDIA"";-;18;-;-;18"
"""420440 CORONEL FREITAS"";-;4;-;-;4"
"""420460 CRICIUMA"";1;104;-;-;105"
"""420470 CUNHA PORA"";-;1;-;-;1"
"""420480 CURITIBANOS"";-;18;-;-;18"
"""420490 DESCANSO"";-;3;-;-;3"
"""420500 DIONISIO CERQUEIRA"";-;6;-;-;6"
"""420530 FAXINAL DOS GUEDES"";-;1;-;-;1"
"""420540 FLORIANOPOLIS"";33;203;-;-;236"
"""420550 FRAIBURGO"";-;8;-;-;8"
"""420590 GASPAR"";-;4;-;-;4"
"""420640 GUARACIABA"";-;3;-;-;3"
"""420650 GUARAMIRIM"";-;5;-;-;5"
"""420660 GUARUJA DO SUL"";-;1;-;-;1"
"""420690 IBIRAMA"";-;28;-;-;28"
"""420700 ICARA"";-;25;-;-;25"
"""420720 IMARUI"";-;1;-;-;1"
"""420730 IMBITUBA"";-;15;-;-;15"
"""420750 INDAIAL"";1;25;-;-;26"
"""420760 IPIRA"";-;2;-;-;2"
"""420765 IPORA DO OESTE"";-;2;-;-;2"
"""420800 ITA"";-;3;-;-;3"
"""420810 ITAIOPOLIS"";-;3;-;-;3"
"""420820 ITAJAI"";-;145;-;-;145"
"""420830 ITAPEMA"";-;2;-;-;2"
"""420840 ITAPIRANGA"";-;2;-;-;2"
"""420850 ITUPORANGA"";-;12;-;-;12"
"""420880 JAGUARUNA"";-;5;-;-;5"
"""420890 JARAGUA DO SUL"";2;82;-;-;84"
"""420900 JOACABA"";3;44;-;-;47"
"""420910 JOINVILLE"";1;230;-;-;231"
"""420930 LAGES"";4;92;-;-;96"
"""420940 LAGUNA"";-;43;-;-;43"
"""420970 LEBON REGIS"";-;1;-;-;1"
"""420985 LINDOIA DO SUL"";-;4;-;-;4"
"""421003 LUZERNA"";-;2;-;-;2"
"""421010 MAFRA"";3;41;-;-;44"
"""421030 MAJOR VIEIRA"";-;2;-;-;2"
"""421050 MARAVILHA"";-;11;-;-;11"
"""421060 MASSARANDUBA"";-;1;-;-;1"
"""421080 MELEIRO"";-;1;-;-;1"
"""421120 MORRO DA FUMACA"";-;8;-;-;8"
"""421130 NAVEGANTES"";-;3;-;-;3"
"""421150 NOVA TRENTO"";-;7;-;-;7"
"""421160 NOVA VENEZA"";-;2;-;-;2"
"""421170 ORLEANS"";-;10;-;-;10"
"""421200 PALMA SOLA"";-;2;-;-;2"
"""421210 PALMITOS"";-;2;-;-;2"
"""421220 PAPANDUVA"";-;2;-;-;2"
"""421290 PINHALZINHO"";-;2;-;-;2"
"""421320 POMERODE"";-;2;-;-;2"
"""421340 PONTE SERRADA"";-;2;-;-;2"
"""421360 PORTO UNIAO"";5;22;-;-;27"
"""421370 POUSO REDONDO"";-;2;-;-;2"
"""421380 PRAIA GRANDE"";-;5;-;-;5"
"""421400 PRESIDENTE GETULIO"";-;1;-;-;1"
"""421450 RIO DO CAMPO"";-;2;-;-;2"
"""421470 RIO DOS CEDROS"";-;3;-;-;3"
"""421480 RIO DO SUL"";1;46;-;-;47"
"""421490 RIO FORTUNA"";-;1;-;-;1"
"""421500 RIO NEGRINHO"";1;11;-;-;12"
"""421530 SALETE"";-;1;-;-;1"
"""421550 SANTA CECILIA"";-;5;-;-;5"
"""421570 SANTO AMARO DA IMPERATRIZ"";1;14;-;-;15"
"""421580 SAO BENTO DO SUL"";-;21;-;-;21"
"""421620 SAO FRANCISCO DO SUL"";-;3;-;-;3"
"""421630 SAO JOAO BATISTA"";-;1;-;-;1"
"""421650 SAO JOAQUIM"";-;4;-;-;4"
"""421660 SAO JOSE"";-;89;-;-;89"
"""421670 SAO JOSE DO CEDRO"";-;5;-;-;5"
"""421720 SAO MIGUEL DO OESTE"";-;30;-;-;30"
"""421725 SAO PEDRO DE ALCANTARA"";-;4;-;-;4"
"""421730 SAUDADES"";-;1;-;-;1"
"""421750 SEARA"";1;1;-;-;2"
"""421770 SOMBRIO"";1;18;-;-;19"
"""421780 TAIO"";-;4;-;-;4"
"""421790 TANGARA"";-;1;-;-;1"
"""421800 TIJUCAS"";-;5;-;-;5"
"""421810 TIMBE DO SUL"";-;1;-;-;1"
"""421820 TIMBO"";-;22;-;-;22"
"""421830 TRES BARRAS"";-;5;-;-;5"
"""421840 TREZE DE MAIO"";-;2;-;-;2"
"""421860 TROMBUDO CENTRAL"";9;7;-;-;16"
"""421870 TUBARAO"";-;79;-;-;79"
"""421900 URUSSANGA"";-;6;-;-;6"
"""421920 VIDAL RAMOS"";-;2;-;-;2"
"""421930 VIDEIRA"";-;12;-;-;12"
"""421950 XANXERE"";-;38;-;-;38"
"""421970 XAXIM"";-;10;-;-;10"
"""430003 ACEGUA"";-;2;-;-;2"
"""430010 AGUDO"";1;3;-;-;4"
"""430020 AJURICABA"";-;1;-;-;1"
"""430030 ALECRIM"";-;12;-;-;12"
"""430040 ALEGRETE"";-;26;-;-;26"
"""430050 ALPESTRE"";-;3;-;-;3"
"""430060 ALVORADA"";1;31;-;-;32"
"""430064 AMETISTA DO SUL"";-;1;-;-;1"
"""430090 ARATIBA"";-;2;-;-;2"
"""430100 ARROIO DO MEIO"";-;5;-;-;5"
"""430120 ARROIO DO TIGRE"";-;6;-;-;6"
"""430130 ARROIO GRANDE"";3;-;-;-;3"
"""430140 ARVOREZINHA"";-;1;-;-;1"
"""430160 BAGE"";1;29;-;-;30"
"""430210 BENTO GONCALVES"";1;23;-;-;24"
"""430220 BOA VISTA DO BURICA"";-;2;-;-;2"
"""430235 BOM PRINCIPIO"";-;4;-;-;4"
"""430240 BOM RETIRO DO SUL"";-;5;-;-;5"
"""430280 CACAPAVA DO SUL"";-;10;-;-;10"
"""430300 CACHOEIRA DO SUL"";1;42;-;-;43"
"""430310 CACHOEIRINHA"";-;16;-;-;16"
"""430340 CAICARA"";-;2;-;-;2"
"""430350 CAMAQUA"";-;36;-;-;36"
"""430370 CAMPINA DAS MISSOES"";-;5;-;-;5"
"""430390 CAMPO BOM"";-;26;-;-;26"
"""430420 CANDELARIA"";-;11;-;-;11"
"""430430 CANDIDO GODOI"";-;5;-;-;5"
"""430440 CANELA"";1;5;-;-;6"
"""430450 CANGUCU"";-;20;-;-;20"
"""430463 CAPAO DA CANOA"";3;25;-;-;28"
"""430470 CARAZINHO"";-;31;-;-;31"
"""430480 CARLOS BARBOSA"";-;4;-;-;4"
"""430490 CASCA"";-;2;-;-;2"
"""430510 CAXIAS DO SUL"";43;94;-;-;137"
"""430530 CHAPADA"";-;1;-;-;1"
"""430535 CHARQUEADAS"";-;5;-;-;5"
"""430540 CHIAPETTA"";-;1;-;-;1"
"""430570 CONDOR"";-;1;-;-;1"
"""430580 CONSTANTINA"";-;1;-;-;1"
"""430590 CORONEL BICACO"";-;1;-;-;1"
"""430600 CRISSIUMAL"";3;-;-;-;3"
"""430610 CRUZ ALTA"";-;33;-;-;33"
"""430620 CRUZEIRO DO SUL"";-;3;-;-;3"
"""430630 DAVID CANABARRO"";-;2;-;-;2"
"""430640 DOIS IRMAOS"";-;9;-;-;9"
"""430645 DOIS LAJEADOS"";-;1;-;-;1"
"""430650 DOM FELICIANO"";-;3;-;-;3"
"""430660 DOM PEDRITO"";-;8;-;-;8"
"""430680 ENCANTADO"";-;10;-;-;10"
"""430690 ENCRUZILHADA DO SUL"";-;11;-;-;11"
"""430700 ERECHIM"";3;51;-;-;54"
"""430750 ESPUMOSO"";3;6;-;-;9"
"""430760 ESTANCIA VELHA"";-;12;-;-;12"
"""430770 ESTEIO"";-;21;-;-;21"
"""430780 ESTRELA"";-;10;-;-;10"
"""430790 FARROUPILHA"";-;14;-;-;14"
"""430800 FAXINAL DO SOTURNO"";1;10;-;-;11"
"""430820 FLORES DA CUNHA"";-;1;-;-;1"
"""430840 FORMIGUEIRO"";-;1;-;-;1"
"""430850 FREDERICO WESTPHALEN"";-;10;-;-;10"
"""430860 GARIBALDI"";-;9;-;-;9"
"""430890 GETULIO VARGAS"";-;6;-;-;6"
"""430920 GRAVATAI"";-;27;-;-;27"
"""430930 GUAIBA"";1;32;-;-;33"
"""430940 GUAPORE"";-;3;-;-;3"
"""430950 GUARANI DAS MISSOES"";-;3;-;-;3"
"""430960 HORIZONTINA"";1;13;-;-;14"
"""430970 HUMAITA"";-;1;-;-;1"
"""431000 IBIRUBA"";-;3;-;-;3"
"""431010 IGREJINHA"";-;10;-;-;10"
"""431020 IJUI"";-;53;-;-;53"
"""431030 ILOPOLIS"";-;1;-;-;1"
"""431050 IRAI"";-;5;-;-;5"
"""431060 ITAQUI"";-;10;-;-;10"
"""431080 IVOTI"";-;2;-;-;2"
"""431085 JABOTICABA"";-;2;-;-;2"
"""431100 JAGUARAO"";-;7;-;-;7"
"""431110 JAGUARI"";-;1;-;-;1"
"""431120 JULIO DE CASTILHOS"";-;4;-;-;4"
"""431130 LAGOA VERMELHA"";-;7;-;-;7"
"""431180 MARAU"";-;9;-;-;9"
"""431210 MATA"";-;1;-;-;1"
"""431240 MONTENEGRO"";1;31;-;-;32"
"""431250 MOSTARDAS"";-;1;-;-;1"
"""431265 NAO-ME-TOQUE"";2;6;-;-;8"
"""431270 NONOAI"";-;5;-;-;5"
"""431290 NOVA BASSANO"";-;2;-;-;2"
"""431300 NOVA BRESCIA"";-;2;-;-;2"
"""431310 NOVA PALMA"";-;1;-;-;1"
"""431320 NOVA PETROPOLIS"";-;8;-;-;8"
"""431330 NOVA PRATA"";-;5;-;-;5"
"""431340 NOVO HAMBURGO"";1;36;-;-;37"
"""431350 OSORIO"";-;24;-;-;24"
"""431360 PAIM FILHO"";-;1;-;-;1"
"""431365 PALMARES DO SUL"";-;3;-;-;3"
"""431370 PALMEIRA DAS MISSOES"";6;6;-;-;12"
"""431380 PALMITINHO"";-;7;-;-;7"
"""431390 PANAMBI"";1;10;-;-;11"
"""431405 PAROBE"";1;21;-;-;22"
"""431410 PASSO FUNDO"";3;135;-;-;138"
"""431420 PEDRO OSORIO"";-;2;-;-;2"
"""431440 PELOTAS"";-;102;-;-;102"
"""431450 PINHEIRO MACHADO"";4;-;-;-;4"
"""431460 PIRATINI"";-;4;-;-;4"
"""431480 PORTAO"";-;13;-;-;13"
"""431490 PORTO ALEGRE"";68;579;-;-;647"
"""431500 PORTO LUCENA"";-;1;-;-;1"
"""431510 PORTO XAVIER"";1;2;-;-;3"
"""431515 PROGRESSO"";-;4;-;-;4"
"""431535 QUINZE DE NOVEMBRO"";-;2;-;-;2"
"""431560 RIO GRANDE"";-;59;-;-;59"
"""431570 RIO PARDO"";-;17;-;-;17"
"""431575 RIOZINHO"";-;1;-;-;1"
"""431580 ROCA SALES"";1;-;-;-;1"
"""431590 RODEIO BONITO"";-;4;-;-;4"
"""431600 ROLANTE"";-;7;-;-;7"
"""431610 RONDA ALTA"";-;6;-;-;6"
"""431630 ROQUE GONZALES"";-;5;-;-;5"
"""431640 ROSARIO DO SUL"";-;21;-;-;21"
"""431645 SALTO DO JACUI"";-;1;-;-;1"
"""431650 SALVADOR DO SUL"";-;1;-;-;1"
"""431660 SANANDUVA"";-;10;-;-;10"
"""431670 SANTA BARBARA DO SUL"";-;1;-;-;1"
"""431680 SANTA CRUZ DO SUL"";2;53;-;-;55"
"""431690 SANTA MARIA"";29;92;-;-;121"
"""431710 SANT'ANA DO LIVRAMENTO"";-;32;-;-;32"
"""431720 SANTA ROSA"";-;20;-;-;20"
"""431730 SANTA VITORIA DO PALMAR"";-;12;-;-;12"
"""431740 SANTIAGO"";-;26;-;-;26"
"""431750 SANTO ANGELO"";3;31;-;-;34"
"""431760 SANTO ANTONIO DA PATRULHA"";-;13;-;-;13"
"""431780 SANTO AUGUSTO"";-;10;-;-;10"
"""431790 SANTO CRISTO"";-;4;-;-;4"
"""431800 SAO BORJA"";-;14;-;-;14"
"""431810 SAO FRANCISCO DE ASSIS"";5;-;-;-;5"
"""431830 SAO GABRIEL"";2;30;-;-;32"
"""431840 SAO JERONIMO"";-;40;-;-;40"
"""431843 SAO JOAO DO POLESINE"";-;1;-;-;1"
"""431860 SAO JOSE DO OURO"";5;3;-;-;8"
"""431870 SAO LEOPOLDO"";-;78;-;-;78"
"""431880 SAO LOURENCO DO SUL"";-;12;-;-;12"
"""431890 SAO LUIZ GONZAGA"";-;20;-;-;20"
"""431910 SAO MARTINHO"";-;1;-;-;1"
"""431915 SAO MIGUEL DAS MISSOES"";-;2;-;-;2"
"""431930 SAO PAULO DAS MISSOES"";-;3;-;-;3"
