"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acid local trab"";""Acid trajeto"";""Outros ac trab"";""Outras caus ext"";""Total"""
"""251540 SAO VICENTE DO SERIDO"";-;72;-;-;-;-;72"
"""251550 SERRA BRANCA"";95;446;-;-;-;-;541"
"""251600 SOLANEA"";739;668;-;-;-;-;1407"
"""251610 SOLEDADE"";108;-;-;-;-;-;108"
"""251620 SOUSA"";1189;5317;-;-;-;-;6506"
"""251630 SUME"";227;823;-;-;-;-;1050"
"""251650 TAPEROA"";603;1274;-;-;-;-;1877"
"""251660 TAVARES"";16;766;-;-;-;-;782"
"""251690 UIRAUNA"";-;1700;-;-;-;-;1700"
"""260010 AFOGADOS DA INGAZEIRA"";2881;7148;-;-;-;-;10029"
"""260020 AFRANIO"";280;640;-;-;-;-;920"
"""260030 AGRESTINA"";586;655;-;-;-;-;1241"
"""260040 AGUA PRETA"";-;10;-;-;-;-;10"
"""260050 AGUAS BELAS"";-;442;-;-;-;-;442"
"""260060 ALAGOINHA"";168;160;-;-;-;-;328"
"""260070 ALIANCA"";190;57;-;-;-;-;247"
"""260080 ALTINHO"";-;125;-;-;-;-;125"
"""260090 AMARAJI"";2;50;-;-;-;-;52"
"""260100 ANGELIM"";-;155;-;-;-;-;155"
"""260110 ARARIPINA"";8413;26;-;-;-;-;8439"
"""260120 ARCOVERDE"";1768;13124;-;-;-;-;14892"
"""260130 BARRA DE GUABIRABA"";2;125;-;-;-;-;127"
"""260140 BARREIROS"";2030;281;-;-;-;-;2311"
"""260150 BELEM DE MARIA"";-;14;-;-;-;-;14"
"""260160 BELEM DO SAO FRANCISCO"";-;197;-;-;-;-;197"
"""260170 BELO JARDIM"";292;744;-;-;-;-;1036"
"""260180 BETANIA"";-;117;-;-;-;-;117"
"""260190 BEZERROS"";3672;957;-;-;-;-;4629"
"""260200 BODOCO"";-;414;-;-;-;-;414"
"""260210 BOM CONSELHO"";247;811;-;-;-;-;1058"
"""260220 BOM JARDIM"";1;213;-;-;-;-;214"
"""260230 BONITO"";212;266;-;-;-;-;478"
"""260240 BREJAO"";-;150;-;-;-;-;150"
"""260250 BREJINHO"";-;196;-;-;-;-;196"
"""260260 BREJO DA MADRE DE DEUS"";-;365;-;-;-;-;365"
"""260280 BUIQUE"";-;1203;-;-;-;-;1203"
"""260290 CABO DE SANTO AGOSTINHO"";354;10397;-;-;414;457;11622"
"""260300 CABROBO"";201;676;-;-;-;-;877"
"""260310 CACHOEIRINHA"";-;245;-;-;-;-;245"
"""260320 CAETES"";33;303;-;-;-;-;336"
"""260330 CALCADO"";-;57;-;-;-;-;57"
"""260340 CALUMBI"";1;29;-;-;-;-;30"
"""260345 CAMARAGIBE"";1455;89;-;-;-;-;1544"
"""260350 CAMOCIM DE SAO FELIX"";-;114;-;-;-;-;114"
"""260360 CAMUTANGA"";1;41;-;-;-;-;42"
"""260370 CANHOTINHO"";103;409;-;-;-;-;512"
"""260380 CAPOEIRAS"";-;243;-;-;-;-;243"
"""260390 CARNAIBA"";303;268;-;-;-;-;571"
"""260392 CARNAUBEIRA DA PENHA"";-;103;-;-;-;-;103"
"""260400 CARPINA"";451;724;-;-;-;-;1175"
"""260410 CARUARU"";9049;37837;-;-;-;-;46886"
"""260415 CASINHAS"";-;80;-;-;-;-;80"
"""260420 CATENDE"";2;181;-;-;-;-;183"
"""260430 CEDRO"";4;86;-;-;-;-;90"
"""260450 CHA GRANDE"";103;264;-;-;-;-;367"
"""260460 CONDADO"";50;40;-;-;-;-;90"
"""260470 CORRENTES"";44;181;-;-;-;-;225"
"""260480 CORTES"";361;217;-;-;-;-;578"
"""260490 CUMARU"";-;187;-;-;-;-;187"
"""260500 CUPIRA"";-;283;-;-;-;-;283"
"""260510 CUSTODIA"";208;642;-;-;-;-;850"
"""260515 DORMENTES"";130;364;-;-;-;-;494"
"""260520 ESCADA"";49;312;-;-;-;-;361"
"""260530 EXU"";-;376;-;-;-;-;376"
"""260540 FEIRA NOVA"";157;110;-;-;-;-;267"
"""260545 FERNANDO DE NORONHA"";-;133;-;-;-;-;133"
"""260560 FLORES"";-;180;-;-;-;-;180"
"""260570 FLORESTA"";-;775;-;-;-;-;775"
"""260580 FREI MIGUELINHO"";1;114;-;-;-;-;115"
"""260590 GAMELEIRA"";-;69;-;-;-;-;69"
"""260600 GARANHUNS"";2505;9348;-;-;-;-;11853"
"""260610 GLORIA DO GOITA"";-;25;-;-;-;-;25"
"""260620 GOIANA"";707;2487;-;-;-;-;3194"
"""260630 GRANITO"";123;3;-;-;-;-;126"
"""260640 GRAVATA"";511;395;-;-;-;-;906"
"""260650 IATI"";232;469;-;-;-;-;701"
"""260660 IBIMIRIM"";18;201;-;-;-;-;219"
"""260670 IBIRAJUBA"";1;68;-;-;-;-;69"
"""260680 IGARASSU"";960;-;-;-;-;-;960"
"""260690 IGUARACY"";-;124;-;-;-;-;124"
"""260700 INAJA"";66;285;-;-;-;-;351"
"""260710 INGAZEIRA"";-;52;-;-;-;-;52"
"""260720 IPOJUCA"";249;1027;-;-;-;-;1276"
"""260730 IPUBI"";5;267;-;-;-;-;272"
"""260740 ITACURUBA"";-;33;-;-;-;-;33"
"""260750 ITAIBA"";-;511;-;-;-;-;511"
"""260765 ITAMBE"";-;174;-;-;-;-;174"
"""260770 ITAPETIM"";525;130;-;-;-;-;655"
"""260780 ITAQUITINGA"";-;39;-;-;-;-;39"
"""260790 JABOATAO DOS GUARARAPES"";12622;12235;-;-;-;-;24857"
"""260795 JAQUEIRA"";-;202;-;-;-;-;202"
"""260800 JATAUBA"";1;300;-;-;-;-;301"
"""260805 JATOBA"";-;283;-;-;-;-;283"
"""260810 JOAO ALFREDO"";-;208;-;-;-;-;208"
"""260825 JUCATI"";-;101;-;-;-;-;101"
"""260830 JUPI"";-;252;-;-;-;-;252"
"""260840 JUREMA"";-;112;-;-;-;-;112"
"""260845 LAGOA DO CARRO"";-;21;-;-;-;-;21"
"""260850 LAGOA DE ITAENGA"";140;49;-;-;-;-;189"
"""260860 LAGOA DO OURO"";-;462;-;-;-;-;462"
"""260870 LAGOA DOS GATOS"";-;44;-;-;-;-;44"
"""260875 LAGOA GRANDE"";123;423;-;-;-;-;546"
"""260880 LAJEDO"";-;608;-;-;-;-;608"
"""260890 LIMOEIRO"";1078;2858;-;-;-;-;3936"
"""260900 MACAPARANA"";74;167;-;-;-;-;241"
"""260910 MACHADOS"";42;35;-;-;-;-;77"
"""260915 MANARI"";-;159;-;-;-;-;159"
"""260920 MARAIAL"";-;17;-;-;-;-;17"
"""260930 MIRANDIBA"";-;87;-;-;-;-;87"
"""260940 MORENO"";369;6749;-;-;-;-;7118"
"""260950 NAZARE DA MATA"";1;4057;-;-;-;-;4058"
"""260960 OLINDA"";2463;7336;-;-;-;-;9799"
"""260970 OROBO"";3;121;-;-;-;-;124"
"""260980 OROCO"";-;149;-;-;-;-;149"
"""260990 OURICURI"";3588;5444;-;-;-;-;9032"
"""261000 PALMARES"";4447;10118;-;-;-;-;14565"
"""261010 PALMEIRINA"";-;129;-;-;-;-;129"
"""261020 PANELAS"";126;156;-;-;-;-;282"
"""261030 PARANATAMA"";282;277;-;-;-;-;559"
"""261040 PARNAMIRIM"";-;235;-;-;-;-;235"
"""261050 PASSIRA"";-;134;-;-;-;-;134"
"""261060 PAUDALHO"";2679;189;-;-;-;-;2868"
"""261070 PAULISTA"";2319;8260;-;-;1120;-;11699"
"""261080 PEDRA"";-;180;-;-;-;-;180"
"""261090 PESQUEIRA"";508;1584;-;-;-;-;2092"
"""261100 PETROLANDIA"";573;1093;-;-;-;-;1666"
"""261110 PETROLINA"";8934;23385;-;-;409;-;32728"
"""261120 POCAO"";-;192;-;-;-;-;192"
"""261130 POMBOS"";-;20;-;-;-;-;20"
"""261150 QUIPAPA"";-;207;-;-;-;-;207"
"""261160 RECIFE"";107521;229981;-;-;-;-;337502"
"""261170 RIACHO DAS ALMAS"";55;398;-;-;-;-;453"
"""261180 RIBEIRAO"";-;24;-;-;-;-;24"
"""261190 RIO FORMOSO"";-;59;-;-;-;-;59"
"""261200 SAIRE"";1;67;-;-;-;-;68"
"""261220 SALGUEIRO"";2071;7064;-;-;116;-;9251"
"""261230 SALOA"";92;290;-;-;-;-;382"
"""261240 SANHARO"";-;296;-;-;-;-;296"
"""261245 SANTA CRUZ"";1;362;-;-;-;-;363"
"""261247 SANTA CRUZ DA BAIXA VERDE"";-;61;-;-;-;-;61"
"""261250 SANTA CRUZ DO CAPIBARIBE"";325;887;-;-;-;-;1212"
"""261255 SANTA FILOMENA"";-;200;-;-;-;-;200"
"""261260 SANTA MARIA DA BOA VISTA"";353;629;-;-;-;-;982"
"""261270 SANTA MARIA DO CAMBUCA"";-;83;-;-;-;-;83"
"""261280 SANTA TEREZINHA"";65;-;-;-;-;-;65"
"""261290 SAO BENEDITO DO SUL"";-;8;-;-;-;-;8"
"""261300 SAO BENTO DO UNA"";-;763;-;-;-;-;763"
"""261310 SAO CAITANO"";317;596;-;-;-;-;913"
"""261320 SAO JOAO"";230;354;-;-;-;-;584"
"""261330 SAO JOAQUIM DO MONTE"";196;205;-;-;-;-;401"
"""261350 SAO JOSE DO BELMONTE"";542;-;-;-;-;-;542"
"""261360 SAO JOSE DO EGITO"";259;588;-;-;-;-;847"
"""261370 SAO LOURENCO DA MATA"";906;1328;-;-;-;-;2234"
"""261380 SAO VICENTE FERRER"";-;137;-;-;-;-;137"
"""261390 SERRA TALHADA"";2971;12338;-;-;-;-;15309"
"""261400 SERRITA"";-;271;-;-;-;-;271"
"""261410 SERTANIA"";204;821;-;-;-;-;1025"
"""261420 SIRINHAEM"";-;82;-;-;-;-;82"
"""261430 MOREILANDIA"";-;158;-;-;-;-;158"
"""261440 SOLIDAO"";74;1;-;-;-;-;75"
"""261450 SURUBIM"";802;836;-;-;-;-;1638"
"""261460 TABIRA"";67;352;-;-;-;-;419"
"""261480 TACARATU"";1;425;-;-;-;-;426"
"""261485 TAMANDARE"";-;165;-;-;-;-;165"
"""261500 TAQUARITINGA DO NORTE"";-;250;-;-;-;-;250"
"""261510 TEREZINHA"";-;92;-;-;-;-;92"
"""261520 TERRA NOVA"";-;163;-;-;-;-;163"
"""261530 TIMBAUBA"";384;79;-;-;-;-;463"
"""261540 TORITAMA"";407;275;-;-;-;-;682"
"""261560 TRINDADE"";36;475;-;-;-;-;511"
"""261570 TRIUNFO"";18;181;-;-;-;-;199"
"""261580 TUPANATINGA"";-;315;-;-;-;-;315"
"""261590 TUPARETAMA"";51;161;-;-;-;-;212"
"""261600 VENTUROSA"";93;515;-;-;-;-;608"
"""261610 VERDEJANTE"";-;36;-;-;-;-;36"
"""261620 VERTENTES"";924;174;-;-;-;-;1098"
"""261640 VITORIA DE SANTO ANTAO"";4596;8511;-;-;-;-;13107"
"""270010 AGUA BRANCA"";-;167;-;-;-;-;167"
"""270030 ARAPIRACA"";11039;15126;-;-;1841;2189;30195"
"""270040 ATALAIA"";-;220;-;-;-;-;220"
"""270070 BATALHA"";990;261;-;-;-;-;1251"
"""270100 BOCA DA MATA"";-;67;-;-;-;-;67"
"""270130 CAJUEIRO"";104;1;-;-;-;-;105"
"""270140 CAMPO ALEGRE"";81;405;-;-;-;-;486"
"""270170 CAPELA"";35;281;-;-;-;-;316"
"""270210 COLONIA LEOPOLDINA"";-;15;-;-;-;-;15"
"""270230 CORURIPE"";3524;9050;-;-;-;-;12574"
"""270235 CRAIBAS"";-;63;-;-;-;-;63"
"""270240 DELMIRO GOUVEIA"";544;5609;-;-;-;-;6153"
"""270280 FLEXEIRAS"";-;11;-;-;-;-;11"
"""270300 IBATEGUARA"";34;-;-;-;-;-;34"
"""270380 JOAQUIM GOMES"";-;104;-;-;-;-;104"
"""270400 JUNQUEIRO"";-;275;-;-;-;-;275"
"""270430 MACEIO"";17662;56679;-;-;851;41;75233"
"""270450 MARAGOGI"";-;211;-;-;-;-;211"
"""270470 MARECHAL DEODORO"";-;160;-;-;-;-;160"
"""270500 MATA GRANDE"";1;157;-;-;-;-;158"
"""270510 MATRIZ DE CAMARAGIBE"";-;32;-;-;-;-;32"
"""270630 PALMEIRA DOS INDIOS"";1321;4624;-;-;-;-;5945"
"""270640 PAO DE ACUCAR"";45;63;-;-;-;-;108"
"""270670 PENEDO"";1352;3482;-;-;-;-;4834"
"""270680 PIACABUCU"";-;32;-;-;-;-;32"
"""270690 PILAR"";1605;919;-;-;-;-;2524"
"""270710 PIRANHAS"";-;372;-;-;-;-;372"
"""270730 PORTO CALVO"";475;6216;-;-;-;-;6691"
"""270760 QUEBRANGULO"";1;62;-;-;-;-;63"
"""270770 RIO LARGO"";-;375;-;-;-;-;375"
"""270800 SANTANA DO IPANEMA"";1666;7490;-;-;-;-;9156"
"""270830 SAO JOSE DA LAJE"";68;10;-;-;-;-;78"
"""270840 SAO JOSE DA TAPERA"";344;-;-;-;-;-;344"
"""270850 SAO LUIS DO QUITUNDE"";1;81;-;-;-;-;82"
"""270860 SAO MIGUEL DOS CAMPOS"";2088;3688;-;-;-;-;5776"
"""270915 TEOTONIO VILELA"";520;970;-;-;-;-;1490"
"""270920 TRAIPU"";55;-;-;-;-;-;55"
"""270930 UNIAO DOS PALMARES"";340;3832;-;-;-;-;4172"
"""270940 VICOSA"";-;276;-;-;-;-;276"
"""280020 AQUIDABA"";-;1603;-;-;-;-;1603"
"""280030 ARACAJU"";18897;51511;-;-;1;1;70410"
"""280120 CANINDE DE SAO FRANCISCO"";1;237;-;-;-;-;238"
"""280130 CAPELA"";1336;1572;-;-;-;-;2908"
"""280210 ESTANCIA"";4578;7055;-;-;-;-;11633"
"""280290 ITABAIANA"";1565;6735;-;-;-;-;8300"
"""280340 JAPOATA"";874;-;-;-;-;-;874"
"""280350 LAGARTO"";3810;7827;-;-;-;-;11637"
"""280450 NOSSA SENHORA DA GLORIA"";2;2394;-;-;-;-;2396"
"""280480 NOSSA SENHORA DO SOCORRO"";3;2868;-;-;-;-;2871"
"""280570 PROPRIA"";684;2082;-;-;-;-;2766"
"""280590 RIACHUELO"";1;610;-;-;-;-;611"
"""280670 SAO CRISTOVAO"";2052;621;-;-;-;-;2673"
"""280710 SIMAO DIAS"";1;767;-;-;-;-;768"
"""290020 ABARE"";-;365;-;-;-;-;365"
"""290035 ADUSTINA"";-;218;-;-;-;-;218"
"""290040 AGUA FRIA"";-;142;-;-;-;-;142"
"""290050 ERICO CARDOSO"";-;120;-;-;-;-;120"
"""290070 ALAGOINHAS"";1816;6188;-;-;-;-;8004"
"""290080 ALCOBACA"";195;661;-;-;-;-;856"
"""290100 AMARGOSA"";1423;1549;-;-;-;-;2972"
"""290110 AMELIA RODRIGUES"";-;272;-;-;-;-;272"
"""290115 AMERICA DOURADA"";-;603;-;-;-;-;603"
"""290120 ANAGE"";2;190;-;-;-;-;192"
"""290130 ANDARAI"";-;325;-;-;-;-;325"
"""290140 ANGICAL"";234;74;-;-;-;-;308"
"""290150 ANGUERA"";-;146;-;-;-;-;146"
"""290160 ANTAS"";2714;4945;-;-;-;2;7661"
"""290200 ARACATU"";-;1022;-;-;-;-;1022"
"""290205 ARACAS"";-;76;-;-;-;-;76"
"""290210 ARACI"";253;914;-;-;-;-;1167"
"""290240 AURELINO LEAL"";58;990;-;-;-;-;1048"
"""290250 BAIANOPOLIS"";-;360;-;-;-;-;360"
"""290260 BAIXA GRANDE"";-;293;-;-;-;-;293"
"""290270 BARRA"";802;3479;-;-;-;-;4281"
"""290280 BARRA DA ESTIVA"";1515;1727;-;-;-;-;3242"
"""290290 BARRA DO CHOCA"";354;586;-;-;-;-;940"
"""290300 BARRA DO MENDES"";-;606;-;-;-;-;606"
"""290320 BARREIRAS"";3201;15951;-;-;-;-;19152"
"""290323 BARRO ALTO"";-;570;-;-;-;-;570"
"""290327 BARROCAS"";-;401;-;-;-;-;401"
"""290330 BARRO PRETO"";-;44;-;-;-;-;44"
"""290340 BELMONTE"";24;467;-;-;-;-;491"
"""290350 BELO CAMPO"";60;743;-;-;-;-;803"
"""290360 BIRITINGA"";-;207;-;-;-;-;207"
"""290380 BOA VISTA DO TUPIM"";-;113;-;-;-;-;113"
"""290390 BOM JESUS DA LAPA"";927;3858;-;-;-;-;4785"
"""290395 BOM JESUS DA SERRA"";-;255;-;-;-;4;259"
"""290400 BONINAL"";-;176;-;-;-;-;176"
"""290405 BONITO"";-;502;-;-;-;-;502"
"""290410 BOQUIRA"";223;625;-;-;3;-;851"
"""290420 BOTUPORA"";-;476;-;-;-;-;476"
"""290430 BREJOES"";1;279;-;-;-;-;280"
"""290440 BREJOLANDIA"";8;224;-;-;-;-;232"
"""290450 BROTAS DE MACAUBAS"";-;153;-;-;-;-;153"
"""290460 BRUMADO"";1844;4419;-;-;-;-;6263"
"""290475 BURITIRAMA"";9;495;-;-;-;-;504"
"""290480 CAATIBA"";-;134;-;-;-;-;134"
"""290490 CACHOEIRA"";177;833;-;-;-;-;1010"
"""290500 CACULE"";919;273;-;-;-;-;1192"
"""290510 CAEM"";28;698;-;-;-;-;726"
"""290520 CAETITE"";4997;2919;-;-;-;-;7916"
"""290530 CAFARNAUM"";131;588;-;-;-;-;719"
"""290550 CALDEIRAO GRANDE"";-;491;-;-;-;-;491"
"""290560 CAMACAN"";2557;1724;-;-;-;-;4281"
"""290570 CAMACARI"";1887;9206;-;-;-;-;11093"
"""290580 CAMAMU"";-;481;-;-;-;-;481"
"""290590 CAMPO ALEGRE DE LOURDES"";-;1587;-;-;-;-;1587"
"""290600 CAMPO FORMOSO"";1236;4364;-;-;1;1;5602"
"""290610 CANAPOLIS"";129;493;-;-;-;-;622"
"""290620 CANARANA"";-;372;-;-;-;-;372"
"""290630 CANAVIEIRAS"";1;524;-;-;-;-;525"
"""290640 CANDEAL"";-;11;-;-;-;-;11"
"""290650 CANDEIAS"";1296;2087;-;-;-;-;3383"
"""290660 CANDIBA"";162;236;-;-;-;-;398"
"""290670 CANDIDO SALES"";1;337;-;-;-;-;338"
"""290680 CANSANCAO"";488;2537;-;-;-;-;3025"
"""290682 CANUDOS"";31;443;-;-;-;-;474"
"""290685 CAPELA DO ALTO ALEGRE"";-;80;-;-;-;-;80"
"""290687 CAPIM GROSSO"";837;1288;-;-;-;-;2125"
"""290690 CARAVELAS"";765;459;-;-;-;-;1224"
"""290710 CARINHANHA"";29;552;-;-;-;-;581"
"""290720 CASA NOVA"";-;783;-;-;-;-;783"
"""290730 CASTRO ALVES"";138;666;-;-;-;-;804"
"""290750 CATU"";1705;2384;-;-;-;-;4089"
"""290755 CATURAMA"";3;98;-;-;-;-;101"
"""290760 CENTRAL"";2;506;-;-;-;-;508"
"""290770 CHORROCHO"";-;124;-;-;-;-;124"
"""290780 CICERO DANTAS"";185;471;-;-;-;-;656"
"""290790 CIPO"";-;490;-;-;-;-;490"
"""290800 COARACI"";-;188;-;-;-;-;188"
"""290810 COCOS"";52;776;-;-;-;-;828"
"""290830 CONCEICAO DO ALMEIDA"";91;297;-;-;-;-;388"
"""290840 CONCEICAO DO COITE"";5359;3418;-;-;-;-;8777"
"""290850 CONCEICAO DO JACUIPE"";1;417;-;-;-;-;418"
"""290860 CONDE"";-;154;-;-;-;-;154"
"""290870 CONDEUBA"";-;610;-;-;-;-;610"
"""290890 CORACAO DE MARIA"";4728;496;-;-;-;-;5224"
"""290900 CORDEIROS"";-;277;-;-;-;-;277"
"""290910 CORIBE"";241;2202;-;-;-;-;2443"
"""290930 CORRENTINA"";996;1835;-;-;-;-;2831"
"""290950 CRAVOLANDIA"";-;546;-;-;-;-;546"
"""290960 CRISOPOLIS"";-;458;-;-;-;-;458"
"""290970 CRISTOPOLIS"";-;2178;-;-;-;-;2178"
"""290980 CRUZ DAS ALMAS"";5303;2964;-;-;-;-;8267"
"""290990 CURACA"";-;646;-;-;-;-;646"
"""291005 DIAS D'AVILA"";212;1138;-;-;-;-;1350"
"""291010 DOM BASILIO"";14;395;-;-;-;-;409"
"""291030 ELISIO MEDRADO"";-;181;-;-;-;-;181"
"""291040 ENCRUZILHADA"";-;784;-;-;-;-;784"
"""291050 ENTRE RIOS"";-;485;-;-;-;-;485"
"""291060 ESPLANADA"";583;1306;-;-;-;-;1889"
"""291070 EUCLIDES DA CUNHA"";2039;2973;-;-;-;-;5012"
"""291072 EUNAPOLIS"";541;5676;-;-;-;-;6217"
"""291080 FEIRA DE SANTANA"";13668;39453;-;-;-;1;53122"
"""291085 FILADELFIA"";266;491;-;-;-;-;757"
"""291110 FORMOSA DO RIO PRETO"";375;1146;-;-;-;-;1521"
"""291120 GANDU"";71;1091;-;-;-;-;1162"
"""291130 GENTIO DO OURO"";1;279;-;-;-;-;280"
"""291150 GONGOGI"";-;177;-;-;-;-;177"
"""291170 GUANAMBI"";1418;10022;-;-;-;-;11440"
"""291180 GUARATINGA"";-;245;-;-;-;-;245"
"""291190 IACU"";-;476;-;-;-;-;476"
"""291200 IBIASSUCE"";24;924;-;-;-;-;948"
"""291210 IBICARAI"";-;296;-;-;-;-;296"
"""291230 IBICUI"";-;68;-;-;-;-;68"
"""291240 IBIPEBA"";-;203;-;-;-;-;203"
"""291250 IBIPITANGA"";3;313;-;-;-;-;316"
"""291270 IBIRAPITANGA"";1;1013;-;-;-;-;1014"
"""291280 IBIRAPUA"";-;331;-;-;-;-;331"
"""291290 IBIRATAIA"";7;1297;-;-;-;-;1304"
"""291300 IBITIARA"";1;652;-;-;-;-;653"
"""291310 IBITITA"";557;196;-;-;-;-;753"
"""291320 IBOTIRAMA"";1062;2508;-;-;-;-;3570"
"""291340 IGAPORA"";303;504;-;-;-;-;807"
"""291345 IGRAPIUNA"";-;272;-;-;-;-;272"
"""291350 IGUAI"";392;3327;-;-;-;-;3719"
"""291360 ILHEUS"";2916;21872;-;-;-;-;24788"
"""291370 INHAMBUPE"";-;432;-;-;-;-;432"
"""291380 IPECAETA"";-;60;-;-;-;-;60"
"""291390 IPIAU"";-;1325;-;-;-;-;1325"
"""291400 IPIRA"";182;991;-;-;-;-;1173"
"""291410 IPUPIARA"";-;201;-;-;-;-;201"
"""291420 IRAJUBA"";-;569;-;-;-;-;569"
"""291430 IRAMAIA"";-;1152;-;-;-;-;1152"
"""291440 IRAQUARA"";31;3448;-;-;-;-;3479"
"""291450 IRARA"";-;535;-;-;-;-;535"
"""291460 IRECE"";3056;9589;-;-;-;-;12645"
"""291465 ITABELA"";415;1355;-;-;-;-;1770"
"""291470 ITABERABA"";7151;5607;-;-;-;-;12758"
"""291480 ITABUNA"";1365;19735;-;-;-;-;21100"
"""291490 ITACARE"";-;616;-;-;-;-;616"
"""291500 ITAETE"";-;273;-;-;-;-;273"
"""291510 ITAGI"";5;207;-;-;-;-;212"
"""291535 ITAGUACU DA BAHIA"";-;390;-;-;-;-;390"
"""291540 ITAJU DO COLONIA"";-;174;-;-;-;-;174"
"""291550 ITAJUIPE"";-;1747;-;-;-;-;1747"
"""291560 ITAMARAJU"";843;3643;-;-;-;-;4486"
"""291580 ITAMBE"";-;1517;-;-;-;-;1517"
"""291600 ITANHEM"";159;414;-;-;-;278;851"
"""291610 ITAPARICA"";2336;2288;-;-;-;-;4624"
"""291630 ITAPEBI"";-;235;-;-;-;-;235"
"""291640 ITAPETINGA"";1734;4272;-;-;-;-;6006"
"""291650 ITAPICURU"";-;294;-;-;-;-;294"
"""291660 ITAPITANGA"";-;58;-;-;-;-;58"
"""291670 ITAQUARA"";-;491;-;-;-;-;491"
"""291680 ITARANTIM"";64;917;-;-;-;-;981"
"""291685 ITATIM"";-;167;-;-;-;-;167"
"""291690 ITIRUCU"";135;1704;-;-;-;-;1839"
"""291700 ITIUBA"";124;854;-;-;-;-;978"
"""291710 ITORORO"";1263;1520;-;-;-;-;2783"
"""291720 ITUACU"";136;156;-;-;-;-;292"
"""291730 ITUBERA"";-;407;-;-;-;-;407"
"""291733 IUIU"";133;96;-;-;-;-;229"
"""291735 JABORANDI"";306;709;-;-;-;-;1015"
"""291740 JACARACI"";-;457;-;-;-;-;457"
"""291750 JACOBINA"";172;4076;-;-;1;-;4249"
"""291760 JAGUAQUARA"";961;3887;-;-;-;-;4848"
"""291770 JAGUARARI"";100;642;-;-;-;-;742"
"""291800 JEQUIE"";4421;13756;-;-;-;-;18177"
"""291810 JEREMOABO"";151;571;-;-;-;-;722"
"""291820 JIQUIRICA"";-;668;-;-;-;-;668"
"""291830 JITAUNA"";-;264;-;-;-;-;264"
"""291835 JOAO DOURADO"";-;637;-;-;-;-;637"
"""291840 JUAZEIRO"";4148;15244;-;-;872;-;20264"
"""291850 JUSSARA"";-;908;-;-;-;-;908"
"""291855 JUSSARI"";-;48;-;-;-;-;48"
"""291860 JUSSIAPE"";7;185;-;-;-;-;192"
"""291880 LAJE"";-;316;-;-;-;-;316"
"""291905 LAJEDO DO TABOCAL"";-;443;-;-;-;-;443"
"""291915 LAPAO"";237;1179;-;-;-;-;1416"
"""291920 LAURO DE FREITAS"";432;8802;-;-;-;-;9234"
"""291930 LENCOIS"";-;88;-;-;-;-;88"
"""291940 LICINIO DE ALMEIDA"";-;394;-;-;-;-;394"
"""291950 LIVRAMENTO DE NOSSA SENHORA"";2247;173;-;-;-;-;2420"
"""291955 LUIS EDUARDO MAGALHAES"";1663;2552;-;-;-;-;4215"
"""291960 MACAJUBA"";-;214;-;-;-;-;214"
"""291970 MACARANI"";2;1239;-;-;-;-;1241"
"""291980 MACAUBAS"";377;1440;-;-;-;-;1817"
"""291992 MADRE DE DEUS"";1;529;-;-;-;-;530"
"""292000 MAIQUINIQUE"";-;603;-;-;-;-;603"
"""292010 MAIRI"";250;1187;-;-;-;-;1437"
"""292020 MALHADA"";272;94;-;-;-;-;366"
"""292050 MARACAS"";114;1314;-;-;-;-;1428"
"""292080 MARCIONILIO SOUZA"";-;144;-;-;-;-;144"
"""292100 MATA DE SAO JOAO"";373;1432;-;-;-;-;1805"
"""292105 MATINA"";-;190;-;-;-;-;190"
"""292110 MEDEIROS NETO"";593;812;-;-;-;-;1405"
"""292120 MIGUEL CALMON"";3162;1788;-;-;-;-;4950"
"""292130 MILAGRES"";-;187;-;-;-;-;187"
"""292150 MONTE SANTO"";302;2574;-;-;-;-;2876"
"""292170 MORRO DO CHAPEU"";140;1430;-;-;34;14;1618"
"""292180 MORTUGABA"";-;499;-;-;-;-;499"
"""292190 MUCUGE"";1;325;-;-;-;-;326"
"""292200 MUCURI"";570;1069;-;-;-;-;1639"
"""292205 MULUNGU DO MORRO"";47;440;-;-;-;-;487"
"""292210 MUNDO NOVO"";-;384;-;-;-;-;384"
"""292230 MURITIBA"";941;70;-;-;-;-;1011"
"""292240 MUTUIPE"";579;819;-;-;-;-;1398"
"""292250 NAZARE"";2640;4041;-;-;-;1;6682"
"""292265 NORDESTINA"";39;307;-;-;-;-;346"
"""292270 NOVA CANAA"";3;1667;-;-;-;-;1670"
"""292273 NOVA FATIMA"";-;113;-;-;-;-;113"
"""292290 NOVA SOURE"";-;249;-;-;-;-;249"
"""292300 NOVA VICOSA"";161;528;-;-;-;-;689"
"""292310 OLINDINA"";-;449;-;-;-;-;449"
"""292320 OLIVEIRA DOS BREJINHOS"";-;652;-;-;41;62;755"
"""292330 OURICANGAS"";-;206;-;-;-;-;206"
"""292335 OUROLANDIA"";-;360;-;-;-;-;360"
"""292340 PALMAS DE MONTE ALTO"";397;321;-;-;-;-;718"
"""292360 PARAMIRIM"";1589;1017;-;-;-;-;2606"
"""292370 PARATINGA"";158;1912;-;-;-;-;2070"
"""292380 PARIPIRANGA"";-;201;-;-;-;-;201"
"""292390 PAU BRASIL"";-;131;-;-;-;-;131"
"""292400 PAULO AFONSO"";271;7152;-;-;-;-;7423"
"""292405 PE DE SERRA"";-;217;-;-;-;-;217"
