"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acid local trab"";""Acid trajeto"";""Outros ac trab"";""Outras caus ext"";""Total"""
"""150630 SALVATERRA"";1;831;-;-;-;-;832"
"""150640 SANTA CRUZ DO ARARI"";-;492;-;-;-;-;492"
"""150650 SANTA IZABEL DO PARA"";300;2856;-;-;-;-;3156"
"""150658 SANTA MARIA DAS BARREIRAS"";101;904;-;-;-;-;1005"
"""150660 SANTA MARIA DO PARA"";47;963;-;-;-;-;1010"
"""150670 SANTANA DO ARAGUAIA"";224;3241;-;-;-;-;3465"
"""150680 SANTAREM"";3577;14919;-;-;-;-;18496"
"""150700 SANTO ANTONIO DO TAUA"";683;4429;-;-;-;12;5124"
"""150715 SAO DOMINGOS DO ARAGUAIA"";1;440;-;-;1;-;442"
"""150720 SAO DOMINGOS DO CAPIM"";-;918;-;-;-;-;918"
"""150730 SAO FELIX DO XINGU"";318;2996;-;-;-;-;3314"
"""150745 SAO GERALDO DO ARAGUAIA"";178;1438;-;-;-;-;1616"
"""150747 SAO JOAO DE PIRABAS"";131;697;-;-;-;-;828"
"""150750 SAO JOAO DO ARAGUAIA"";-;129;-;-;-;-;129"
"""150760 SAO MIGUEL DO GUAMA"";198;2246;-;-;-;-;2444"
"""150770 SAO SEBASTIAO DA BOA VISTA"";60;1510;-;-;-;-;1570"
"""150775 SAPUCAIA"";-;337;-;-;-;-;337"
"""150780 SENADOR JOSE PORFIRIO"";-;681;-;-;-;-;681"
"""150790 SOURE"";63;1231;-;-;-;-;1294"
"""150795 TAILANDIA"";1066;3351;-;-;-;-;4417"
"""150797 TERRA SANTA"";132;1064;-;-;-;-;1196"
"""150800 TOME-ACU"";42;3226;-;-;-;-;3268"
"""150803 TRACUATEUA"";5;1114;-;-;-;-;1119"
"""150805 TRAIRAO"";83;1293;-;-;-;-;1376"
"""150808 TUCUMA"";-;3404;-;-;-;-;3404"
"""150810 TUCURUI"";2681;5517;-;-;24;123;8345"
"""150812 ULIANOPOLIS"";337;1959;-;-;-;-;2296"
"""150815 URUARA"";295;2892;-;-;-;-;3187"
"""150820 VIGIA"";7;1474;-;-;-;-;1481"
"""150830 VISEU"";164;2114;-;-;-;-;2278"
"""150835 VITORIA DO XINGU"";385;1519;-;-;-;-;1904"
"""150840 XINGUARA"";590;2536;-;-;-;-;3126"
"""160005 SERRA DO NAVIO"";-;42;-;-;-;-;42"
"""160010 AMAPA"";-;193;-;-;-;-;193"
"""160015 PEDRA BRANCA DO AMAPARI"";32;146;-;-;-;-;178"
"""160020 CALCOENE"";288;-;-;-;-;-;288"
"""160023 FERREIRA GOMES"";-;70;-;-;-;-;70"
"""160027 LARANJAL DO JARI"";98;4216;-;-;-;-;4314"
"""160030 MACAPA"";18192;24384;-;-;-;-;42576"
"""160040 MAZAGAO"";-;125;-;-;-;-;125"
"""160050 OIAPOQUE"";93;1630;-;-;-;-;1723"
"""160053 PORTO GRANDE"";1;84;-;-;-;-;85"
"""160060 SANTANA"";88;7428;-;-;-;-;7516"
"""160070 TARTARUGALZINHO"";-;135;-;-;-;-;135"
"""170070 ALVORADA"";84;294;-;-;-;-;378"
"""170100 ANANAS"";-;121;-;-;-;-;121"
"""170190 ARAGUACEMA"";104;530;-;-;-;-;634"
"""170200 ARAGUACU"";46;283;-;-;-;-;329"
"""170210 ARAGUAINA"";2720;23464;-;-;27;6;26217"
"""170220 ARAGUATINS"";212;359;-;-;-;-;571"
"""170230 ARAPOEMA"";480;807;-;-;-;-;1287"
"""170240 ARRAIAS"";204;1651;-;-;-;-;1855"
"""170255 AUGUSTINOPOLIS"";671;3779;-;-;-;-;4450"
"""170370 BREJINHO DE NAZARE"";34;-;-;-;-;-;34"
"""170550 COLINAS DO TOCANTINS"";384;1445;-;-;-;35;1864"
"""170610 CRISTALANDIA"";2;2;-;-;-;-;4"
"""170700 DIANOPOLIS"";491;1196;-;-;-;-;1687"
"""170710 DIVINOPOLIS DO TOCANTINS"";86;-;-;-;-;-;86"
"""170730 DUERE"";55;48;-;-;-;-;103"
"""170820 FORMOSO DO ARAGUAIA"";172;541;-;-;-;-;713"
"""170900 GOIATINS"";-;127;-;-;-;-;127"
"""170930 GUARAI"";1068;2238;-;-;1;-;3307"
"""170950 GURUPI"";1105;8620;-;-;-;-;9725"
"""171050 ITACAJA"";43;1;-;-;-;-;44"
"""171190 LAGOA DA CONFUSAO"";-;55;-;-;-;-;55"
"""171320 MIRACEMA DO TOCANTINS"";1340;2512;-;-;-;-;3852"
"""171420 NATIVIDADE"";-;66;-;-;-;-;66"
"""171575 PALMEIROPOLIS"";-;5;-;-;-;-;5"
"""171610 PARAISO DO TOCANTINS"";1097;5628;-;-;-;-;6725"
"""171620 PARANA"";1;333;-;-;-;-;334"
"""171650 PEDRO AFONSO"";246;895;-;-;-;-;1141"
"""171660 PEIXE"";123;214;-;-;-;-;337"
"""171700 PINDORAMA DO TOCANTINS"";215;-;-;-;-;-;215"
"""171750 PIUM"";283;313;-;-;-;-;596"
"""171790 PONTE ALTA DO TOCANTINS"";-;42;-;-;-;-;42"
"""171820 PORTO NACIONAL"";566;4596;-;-;-;-;5162"
"""172065 SILVANOPOLIS"";-;71;-;-;-;-;71"
"""172080 SITIO NOVO DO TOCANTINS"";426;-;-;-;-;-;426"
"""172090 TAGUATINGA"";168;417;-;-;-;-;585"
"""172100 PALMAS"";2280;26883;-;-;-;-;29163"
"""172120 TOCANTINOPOLIS"";231;767;-;-;-;-;998"
"""172210 XAMBIOA"";531;829;-;-;-;-;1360"
"""210005 ACAILANDIA"";3143;4815;-;-;486;-;8444"
"""210010 AFONSO CUNHA"";130;67;-;-;-;-;197"
"""210020 ALCANTARA"";-;270;-;-;-;-;270"
"""210030 ALDEIAS ALTAS"";83;410;-;-;-;-;493"
"""210043 ALTO ALEGRE DO MARANHAO"";1;3604;-;-;-;-;3605"
"""210047 ALTO ALEGRE DO PINDARE"";308;2352;-;-;-;-;2660"
"""210050 ALTO PARNAIBA"";-;214;-;-;-;-;214"
"""210060 AMARANTE DO MARANHAO"";93;2985;-;-;-;-;3078"
"""210070 ANAJATUBA"";20;543;-;-;-;-;563"
"""210080 ANAPURUS"";4;441;-;-;-;-;445"
"""210083 APICUM-ACU"";-;1200;-;-;-;-;1200"
"""210087 ARAGUANA"";244;664;-;-;-;-;908"
"""210090 ARAIOSES"";-;190;-;-;-;-;190"
"""210095 ARAME"";776;753;-;-;-;-;1529"
"""210100 ARARI"";2;616;-;-;-;-;618"
"""210110 AXIXA"";216;224;-;-;-;-;440"
"""210120 BACABAL"";1297;10074;-;-;-;-;11371"
"""210125 BACABEIRA"";111;273;-;-;-;-;384"
"""210130 BACURI"";-;1201;-;-;-;-;1201"
"""210140 BALSAS"";907;6809;-;-;-;-;7716"
"""210150 BARAO DE GRAJAU"";1;402;-;-;-;-;403"
"""210160 BARRA DO CORDA"";1965;4576;-;-;-;1;6542"
"""210170 BARREIRINHAS"";55;5050;-;-;-;-;5105"
"""210177 BELA VISTA DO MARANHAO"";-;670;-;-;-;-;670"
"""210190 BEQUIMAO"";-;616;-;-;-;-;616"
"""210193 BERNARDO DO MEARIM"";1;474;-;-;-;-;475"
"""210200 BOM JARDIM"";230;1433;-;-;-;-;1663"
"""210203 BOM JESUS DAS SELVAS"";-;1114;-;-;-;-;1114"
"""210210 BREJO"";1;1141;-;-;-;-;1142"
"""210220 BURITI"";-;849;-;-;-;-;849"
"""210230 BURITI BRAVO"";51;1248;-;-;-;-;1299"
"""210232 BURITICUPU"";423;3066;-;-;-;-;3489"
"""210240 CAJAPIO"";53;353;-;-;-;-;406"
"""210250 CAJARI"";1;315;-;-;-;-;316"
"""210260 CANDIDO MENDES"";-;235;-;-;-;-;235"
"""210270 CANTANHEDE"";18;953;-;-;-;-;971"
"""210275 CAPINZAL DO NORTE"";-;128;-;-;-;-;128"
"""210280 CAROLINA"";1;2052;-;-;-;-;2053"
"""210290 CARUTAPERA"";743;1743;-;-;-;-;2486"
"""210300 CAXIAS"";2123;14229;-;-;-;-;16352"
"""210310 CEDRAL"";-;942;-;-;-;-;942"
"""210312 CENTRAL DO MARANHAO"";551;2;-;-;-;-;553"
"""210320 CHAPADINHA"";1054;4826;-;-;-;-;5880"
"""210325 CIDELANDIA"";-;944;-;-;-;-;944"
"""210330 CODO"";677;4301;-;-;-;-;4978"
"""210340 COELHO NETO"";1566;583;-;-;-;-;2149"
"""210350 COLINAS"";957;6782;-;-;-;-;7739"
"""210355 CONCEICAO DO LAGO-ACU"";-;904;-;-;-;-;904"
"""210360 COROATA"";1407;3548;-;-;-;-;4955"
"""210370 CURURUPU"";6;4937;-;-;-;1;4944"
"""210380 DOM PEDRO"";-;1696;-;-;-;-;1696"
"""210390 DUQUE BACELAR"";-;703;-;-;1;-;704"
"""210400 ESPERANTINOPOLIS"";-;1350;-;-;-;-;1350"
"""210405 ESTREITO"";-;1860;-;-;-;-;1860"
"""210407 FEIRA NOVA DO MARANHAO"";-;672;-;-;-;-;672"
"""210408 FERNANDO FALCAO"";-;316;-;-;-;-;316"
"""210409 FORMOSA DA SERRA NEGRA"";-;708;-;-;-;-;708"
"""210410 FORTALEZA DOS NOGUEIRAS"";3;658;-;-;-;-;661"
"""210420 FORTUNA"";-;436;-;-;-;-;436"
"""210440 GONCALVES DIAS"";1;934;-;-;-;-;935"
"""210450 GOVERNADOR ARCHER"";-;763;-;-;-;-;763"
"""210455 GOVERNADOR EDISON LOBAO"";-;396;-;-;-;-;396"
"""210460 GOVERNADOR EUGENIO BARROS"";3;1273;-;-;-;-;1276"
"""210462 GOVERNADOR LUIZ ROCHA"";1;575;-;-;-;-;576"
"""210465 GOVERNADOR NEWTON BELLO"";-;553;-;-;6;-;559"
"""210467 GOVERNADOR NUNES FREIRE"";157;5194;-;-;-;-;5351"
"""210470 GRACA ARANHA"";-;114;-;-;-;-;114"
"""210480 GRAJAU"";1189;4647;-;-;-;-;5836"
"""210490 GUIMARAES"";797;2;-;-;-;-;799"
"""210500 HUMBERTO DE CAMPOS"";28;1297;-;-;-;-;1325"
"""210510 ICATU"";-;122;-;-;-;-;122"
"""210515 IGARAPE DO MEIO"";-;817;-;-;-;-;817"
"""210520 IGARAPE GRANDE"";-;836;-;-;-;-;836"
"""210530 IMPERATRIZ"";4036;24508;-;-;-;-;28544"
"""210535 ITAIPAVA DO GRAJAU"";80;630;-;-;-;-;710"
"""210540 ITAPECURU MIRIM"";63;2505;-;-;-;-;2568"
"""210542 ITINGA DO MARANHAO"";14;782;-;-;-;-;796"
"""210545 JATOBA"";1;271;-;-;-;-;272"
"""210547 JENIPAPO DOS VIEIRAS"";11;401;-;-;-;-;412"
"""210550 JOAO LISBOA"";313;1074;-;-;-;-;1387"
"""210560 JOSELANDIA"";-;799;-;-;-;-;799"
"""210570 LAGO DA PEDRA"";3438;4123;-;-;-;-;7561"
"""210580 LAGO DO JUNCO"";1031;55;-;-;-;-;1086"
"""210594 LAGO DOS RODRIGUES"";-;525;-;-;-;-;525"
"""210596 LAGOA GRANDE DO MARANHAO"";303;7;-;-;-;-;310"
"""210600 LIMA CAMPOS"";260;661;-;-;-;-;921"
"""210610 LORETO"";-;468;-;-;-;-;468"
"""210630 MAGALHAES DE ALMEIDA"";-;721;-;-;-;-;721"
"""210637 MARANHAOZINHO"";-;935;-;-;-;-;935"
"""210640 MATA ROMA"";1;1057;-;-;-;-;1058"
"""210650 MATINHA"";2;667;-;-;-;-;669"
"""210660 MATOES"";192;1005;-;-;-;-;1197"
"""210667 MILAGRES DO MARANHAO"";-;312;-;-;-;-;312"
"""210670 MIRADOR"";-;942;-;-;-;-;942"
"""210675 MIRANDA DO NORTE"";3;959;-;-;-;-;962"
"""210680 MIRINZAL"";120;690;-;-;-;-;810"
"""210690 MONCAO"";46;2201;-;-;-;-;2247"
"""210700 MONTES ALTOS"";-;130;-;-;-;-;130"
"""210710 MORROS"";227;979;-;-;-;-;1206"
"""210720 NINA RODRIGUES"";-;652;-;-;-;-;652"
"""210725 NOVA COLINAS"";-;384;-;-;-;-;384"
"""210735 NOVA OLINDA DO MARANHAO"";1;1411;-;-;-;-;1412"
"""210740 OLHO D'AGUA DAS CUNHAS"";-;1127;-;-;-;-;1127"
"""210745 OLINDA NOVA DO MARANHAO"";5;651;-;-;-;-;656"
"""210750 PACO DO LUMIAR"";200;2221;-;-;-;-;2421"
"""210760 PALMEIRANDIA"";-;697;-;-;-;-;697"
"""210770 PARAIBANO"";-;878;-;-;-;-;878"
"""210780 PARNARAMA"";1;1580;-;-;1;-;1582"
"""210790 PASSAGEM FRANCA"";6;4983;-;-;-;-;4989"
"""210800 PASTOS BONS"";-;1430;-;-;-;-;1430"
"""210805 PAULINO NEVES"";400;647;-;-;-;-;1047"
"""210810 PAULO RAMOS"";-;2048;-;-;-;-;2048"
"""210820 PEDREIRAS"";3380;1588;-;-;-;-;4968"
"""210825 PEDRO DO ROSARIO"";511;-;-;-;-;-;511"
"""210830 PENALVA"";172;836;-;-;-;-;1008"
"""210840 PERI MIRIM"";-;139;-;-;-;-;139"
