"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""330480 SAO FIDELIS"";-;4332312,54;4332312,54"
"""330490 SAO GONCALO"";365772,05;49415633,41;49781405,46"
"""330500 SAO JOAO DA BARRA"";-;1929452,99;1929452,99"
"""330510 SAO JOAO DE MERITI"";-;15488676,34;15488676,34"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";-;358787,56;358787,56"
"""330520 SAO PEDRO DA ALDEIA"";-;1683078,46;1683078,46"
"""330530 SAO SEBASTIAO DO ALTO"";-;438855,73;438855,73"
"""330550 SAQUAREMA"";-;2343445,96;2343445,96"
"""330555 SEROPEDICA"";-;797256,79;797256,79"
"""330560 SILVA JARDIM"";-;180151,42;180151,42"
"""330570 SUMIDOURO"";-;268225,02;268225,02"
"""330575 TANGUA"";-;304217,53;304217,53"
"""330580 TERESOPOLIS"";-;19979429,91;19979429,91"
"""330590 TRAJANO DE MORAES"";-;284327,81;284327,81"
"""330600 TRES RIOS"";10956,90;8064677,81;8075634,71"
"""330610 VALENCA"";-;12560941,77;12560941,77"
"""330615 VARRE-SAI"";-;144659,23;144659,23"
"""330620 VASSOURAS"";2281267,79;18111751,19;20393018,98"
"""330630 VOLTA REDONDA"";2482338,50;31852977,68;34335316,18"
"""350010 ADAMANTINA"";-;7250170,95;7250170,95"
"""350030 AGUAI"";-;4048,36;4048,36"
"""350050 AGUAS DE LINDOIA"";-;497931,94;497931,94"
"""350070 AGUDOS"";-;574260,81;574260,81"
"""350100 ALTINOPOLIS"";-;353294,25;353294,25"
"""350110 ALTO ALEGRE"";-;28990,42;28990,42"
"""350130 ALVARES MACHADO"";-;283202,64;283202,64"
"""350160 AMERICANA"";-;9551289,83;9551289,83"
"""350170 AMERICO BRASILIENSE"";-;7630753,74;7630753,74"
"""350190 AMPARO"";-;8751920,73;8751920,73"
"""350210 ANDRADINA"";-;2771836,03;2771836,03"
"""350220 ANGATUBA"";-;739581,86;739581,86"
"""350250 APARECIDA"";10791,97;4735708,52;4746500,49"
"""350260 APARECIDA D'OESTE"";-;26930,75;26930,75"
"""350270 APIAI"";215,38;1444555,60;1444770,98"
"""350280 ARACATUBA"";1140178,82;39773350,00;40913528,82"
"""350310 ARANDU"";-;42373,51;42373,51"
"""350320 ARARAQUARA"";479375,33;23278140,54;23757515,87"
"""350330 ARARAS"";444990,76;14120183,88;14565174,64"
"""350340 AREALVA"";-;56310,10;56310,10"
"""350390 ARUJA"";-;1288131,56;1288131,56"
"""350400 ASSIS"";111709,65;13079838,35;13191548,00"
"""350410 ATIBAIA"";-;1700169,98;1700169,98"
"""350420 AURIFLAMA"";-;742387,36;742387,36"
"""350450 AVARE"";3754,52;8550023,33;8553777,85"
"""350520 BARIRI"";-;898742,76;898742,76"
"""350530 BARRA BONITA"";-;1028636,92;1028636,92"
"""350550 BARRETOS"";9106937,95;50097340,55;59204278,50"
"""350570 BARUERI"";163516,21;28234261,04;28397777,25"
"""350580 BASTOS"";-;351065,00;351065,00"
"""350590 BATATAIS"";-;4876657,87;4876657,87"
"""350600 BAURU"";5637121,83;55740155,78;61377277,61"
"""350610 BEBEDOURO"";12511,20;1716900,58;1729411,78"
"""350630 BERNARDINO DE CAMPOS"";-;286304,59;286304,59"
"""350635 BERTIOGA"";1259,18;1463850,37;1465109,55"
"""350640 BILAC"";-;44689,89;44689,89"
"""350650 BIRIGUI"";3241,01;5094602,37;5097843,38"
"""350670 BOA ESPERANCA DO SUL"";-;16614,98;16614,98"
"""350680 BOCAINA"";-;90167,03;90167,03"
"""350700 BOITUVA"";-;1269668,00;1269668,00"
"""350710 BOM JESUS DOS PERDOES"";-;102194,96;102194,96"
"""350740 BORBOREMA"";-;385675,84;385675,84"
"""350750 BOTUCATU"";10800271,73;59172890,72;69973162,45"
"""350760 BRAGANCA PAULISTA"";2493598,57;24763627,66;27257226,23"
"""350790 BROTAS"";-;460180,96;460180,96"
"""350810 BURITAMA"";-;272253,95;272253,95"
"""350840 CABREUVA"";-;136853,05;136853,05"
"""350850 CACAPAVA"";-;2950449,71;2950449,71"
"""350860 CACHOEIRA PAULISTA"";-;285510,40;285510,40"
"""350870 CACONDE"";-;1389252,36;1389252,36"
"""350880 CAFELANDIA"";-;263519,02;263519,02"
"""350900 CAIEIRAS"";-;2555665,17;2555665,17"
"""350920 CAJAMAR"";-;795331,06;795331,06"
"""350930 CAJOBI"";-;154220,18;154220,18"
"""350940 CAJURU"";-;2095747,07;2095747,07"
"""350950 CAMPINAS"";31124968,91;146660634,41;177785603,32"
"""350960 CAMPO LIMPO PAULISTA"";-;3709541,26;3709541,26"
"""350970 CAMPOS DO JORDAO"";-;4138940,98;4138940,98"
"""351000 CANDIDO MOTA"";-;960021,49;960021,49"
"""351020 CAPAO BONITO"";12545,80;2327735,00;2340280,80"
"""351040 CAPIVARI"";-;2528749,01;2528749,01"
"""351050 CARAGUATATUBA"";136185,91;19563088,94;19699274,85"
"""351060 CARAPICUIBA"";110919,72;18200208,44;18311128,16"
"""351070 CARDOSO"";-;186714,02;186714,02"
"""351080 CASA BRANCA"";17579,35;3979556,55;3997135,90"
"""351100 CASTILHO"";-;179010,98;179010,98"
"""351110 CATANDUVA"";1950528,33;34809227,60;36759755,93"
"""351140 CERQUEIRA CESAR"";-;501697,71;501697,71"
"""351150 CERQUILHO"";-;351466,20;351466,20"
"""351160 CESARIO LANGE"";7348,20;272503,05;279851,25"
"""351170 CHARQUEADA"";-;132328,00;132328,00"
"""351190 CLEMENTINA"";-;92881,69;92881,69"
"""351200 COLINA"";-;1126232,82;1126232,82"
"""351210 COLOMBIA"";-;7007,41;7007,41"
"""351220 CONCHAL"";-;826835,64;826835,64"
"""351230 CONCHAS"";-;199087,55;199087,55"
"""351280 COSMOPOLIS"";-;1010280,85;1010280,85"
"""351300 COTIA"";10869,90;13909136,90;13920006,80"
"""351310 CRAVINHOS"";-;287145,76;287145,76"
"""351340 CRUZEIRO"";43192,50;7603478,40;7646670,90"
"""351350 CUBATAO"";19764,71;7480901,12;7500665,83"
"""351360 CUNHA"";-;724868,66;724868,66"
"""351370 DESCALVADO"";17536,11;1130202,84;1147738,95"
"""351380 DIADEMA"";155920,72;28320521,35;28476442,07"
"""351390 DIVINOLANDIA"";-;5692173,69;5692173,69"
"""351410 DOIS CORREGOS"";-;628734,10;628734,10"
"""351440 DRACENA"";-;5270048,29;5270048,29"
"""351450 DUARTINA"";-;490851,83;490851,83"
"""351500 EMBU DAS ARTES"";-;2502476,25;2502476,25"
"""351510 EMBU-GUACU"";-;573184,89;573184,89"
"""351518 ESPIRITO SANTO DO PINHAL"";-;8799356,84;8799356,84"
"""351520 ESTRELA D'OESTE"";-;158371,49;158371,49"
"""351540 FARTURA"";-;345962,72;345962,72"
"""351550 FERNANDOPOLIS"";1750,00;5094023,59;5095773,59"
"""351570 FERRAZ DE VASCONCELOS"";6146,02;8198835,07;8204981,09"
"""351600 FLORIDA PAULISTA"";-;245930,90;245930,90"
"""351620 FRANCA"";3297811,96;44183921,02;47481732,98"
"""351630 FRANCISCO MORATO"";4351,28;11687497,73;11691849,01"
"""351640 FRANCO DA ROCHA"";175447,71;9360098,50;9535546,21"
"""351660 GALIA"";-;53917,62;53917,62"
"""351670 GARCA"";-;5533101,16;5533101,16"
"""351690 GENERAL SALGADO"";-;158317,08;158317,08"
"""351700 GETULINA"";-;38103,63;38103,63"
"""351740 GUAIRA"";-;1322185,24;1322185,24"
"""351760 GUAPIARA"";891,02;191773,44;192664,46"
"""351770 GUARA"";-;372049,98;372049,98"
"""351780 GUARACAI"";-;167335,91;167335,91"
"""351820 GUARARAPES"";-;729824,81;729824,81"
"""351830 GUARAREMA"";-;482205,14;482205,14"
"""351840 GUARATINGUETA"";3782,01;12901536,87;12905318,88"
"""351860 GUARIBA"";-;666143,84;666143,84"
"""351870 GUARUJA"";80523,72;21690691,89;21771215,61"
"""351880 GUARULHOS"";733402,28;70069042,15;70802444,43"
"""351900 HERCULANDIA"";-;359635,43;359635,43"
"""351907 HORTOLANDIA"";-;3814078,14;3814078,14"
"""351910 IACANGA"";-;63311,06;63311,06"
"""351930 IBATE"";4716,92;478111,20;482828,12"
"""351940 IBIRA"";-;207785,74;207785,74"
"""351960 IBITINGA"";-;4155142,68;4155142,68"
"""351970 IBIUNA"";-;1799114,59;1799114,59"
"""351990 IEPE"";-;355880,12;355880,12"
"""352010 IGARAPAVA"";-;644635,87;644635,87"
"""352040 ILHABELA"";-;2269464,38;2269464,38"
"""352044 ILHA SOLTEIRA"";-;1787465,19;1787465,19"
"""352050 INDAIATUBA"";26067,60;18955002,36;18981069,96"
"""352070 INDIAPORA"";-;120281,55;120281,55"
"""352090 IPAUSSU"";-;303070,83;303070,83"
"""352130 IPUA"";-;344689,01;344689,01"
"""352170 ITABERA"";-;313619,92;313619,92"
"""352180 ITAI"";-;174876,56;174876,56"
"""352190 ITAJOBI"";-;175714,99;175714,99"
"""352210 ITANHAEM"";-;10941049,69;10941049,69"
"""352220 ITAPECERICA DA SERRA"";232802,92;17533119,45;17765922,37"
"""352230 ITAPETININGA"";5588,63;8781075,02;8786663,65"
"""352240 ITAPEVA"";43885,41;13211097,40;13254982,81"
"""352250 ITAPEVI"";3016,00;14125299,98;14128315,98"
"""352260 ITAPIRA"";-;12469173,24;12469173,24"
"""352270 ITAPOLIS"";-;3303520,64;3303520,64"
"""352280 ITAPORANGA"";-;516172,96;516172,96"
"""352290 ITAPUI"";-;97683,54;97683,54"
"""352310 ITAQUAQUECETUBA"";11847,36;16367009,55;16378856,91"
"""352320 ITARARE"";-;2183340,67;2183340,67"
"""352340 ITATIBA"";4800,89;4499613,16;4504414,05"
"""352350 ITATINGA"";-;122429,18;122429,18"
"""352360 ITIRAPINA"";-;88981,26;88981,26"
"""352390 ITU"";5180,03;17728099,51;17733279,54"
"""352400 ITUPEVA"";-;755431,14;755431,14"
"""352410 ITUVERAVA"";-;5641988,88;5641988,88"
"""352420 JABORANDI"";-;43002,79;43002,79"
"""352430 JABOTICABAL"";-;2084548,01;2084548,01"
"""352440 JACAREI"";62214,98;20708739,27;20770954,25"
"""352450 JACI"";-;3848004,82;3848004,82"
"""352470 JAGUARIUNA"";-;3932798,44;3932798,44"
"""352480 JALES"";35577,60;10000304,74;10035882,34"
"""352520 JARINU"";-;176283,79;176283,79"
"""352530 JAU"";13373190,36;49311905,56;62685095,92"
"""352550 JOANOPOLIS"";-;88051,03;88051,03"
"""352570 JOSE BONIFACIO"";-;636488,30;636488,30"
"""352590 JUNDIAI"";3429757,93;48580162,17;52009920,10"
"""352600 JUNQUEIROPOLIS"";-;640777,01;640777,01"
"""352620 JUQUITIBA"";-;4084,85;4084,85"
"""352640 LARANJAL PAULISTA"";-;1457788,59;1457788,59"
"""352670 LEME"";-;4857437,69;4857437,69"
"""352680 LENCOIS PAULISTA"";-;3518016,09;3518016,09"
"""352690 LIMEIRA"";1443989,00;32505961,33;33949950,33"
"""352710 LINS"";-;10189539,08;10189539,08"
"""352720 LORENA"";6942,51;7396584,10;7403526,61"
"""352730 LOUVEIRA"";12389,66;1390103,44;1402493,10"
"""352740 LUCELIA"";-;217825,98;217825,98"
"""352800 MACATUBA"";-;311913,38;311913,38"
"""352810 MACAUBAL"";-;26809,09;26809,09"
"""352850 MAIRIPORA"";-;886765,05;886765,05"
"""352880 MARACAI"";-;303471,49;303471,49"
"""352900 MARILIA"";6789787,96;59588811,65;66378599,61"
"""352920 MARTINOPOLIS"";-;929990,47;929990,47"
"""352930 MATAO"";891593,82;10607742,11;11499335,93"
"""352940 MAUA"";17549,68;14469128,95;14486678,63"
"""352970 MIGUELOPOLIS"";-;522961,98;522961,98"
"""353010 MIRANDOPOLIS"";-;3055299,40;3055299,40"
"""353030 MIRASSOL"";-;833505,90;833505,90"
"""353050 MOCOCA"";-;6181237,94;6181237,94"
"""353060 MOGI DAS CRUZES"";123810,80;52399642,93;52523453,73"
"""353070 MOGI GUACU"";5159,12;16471648,35;16476807,47"
"""353080 MOGI MIRIM"";5744,76;7552152,71;7557897,47"
"""353110 MONGAGUA"";-;301780,30;301780,30"
"""353130 MONTE ALTO"";-;5098338,75;5098338,75"
"""353140 MONTE APRAZIVEL"";-;877539,48;877539,48"
"""353150 MONTE AZUL PAULISTA"";-;852373,98;852373,98"
"""353180 MONTE MOR"";-;537184,03;537184,03"
"""353190 MORRO AGUDO"";-;1765513,55;1765513,55"
"""353200 MORUNGABA"";-;163861,81;163861,81"
"""353240 NAZARE PAULISTA"";-;146090,30;146090,30"
"""353250 NEVES PAULISTA"";-;27591,10;27591,10"
"""353260 NHANDEARA"";-;982468,91;982468,91"
"""353290 NOVA EUROPA"";-;95776,79;95776,79"
"""353300 NOVA GRANADA"";-;493878,71;493878,71"
"""353340 NOVA ODESSA"";-;697104,71;697104,71"
"""353350 NOVO HORIZONTE"";-;3246915,82;3246915,82"
"""353390 OLIMPIA"";-;2971761,84;2971761,84"
"""353430 ORLANDIA"";-;1190618,66;1190618,66"
"""353440 OSASCO"";66985,34;28224052,15;28291037,49"
"""353460 OSVALDO CRUZ"";-;1573835,13;1573835,13"
"""353470 OURINHOS"";1043298,76;14376804,69;15420103,45"
"""353475 OUROESTE"";-;130773,39;130773,39"
"""353520 PALMEIRA D'OESTE"";-;153821,36;153821,36"
"""353530 PALMITAL"";-;630040,46;630040,46"
"""353540 PANORAMA"";-;124634,44;124634,44"
"""353550 PARAGUACU PAULISTA"";12019,10;4015639,18;4027658,28"
"""353580 PARANAPANEMA"";270,00;338683,11;338953,11"
"""353600 PARAPUA"";-;170607,28;170607,28"
"""353620 PARIQUERA-ACU"";2410,00;11596578,13;11598988,13"
"""353630 PATROCINIO PAULISTA"";-;441807,75;441807,75"
"""353650 PAULINIA"";84572,82;6688077,93;6772650,75"
"""353660 PAULO DE FARIA"";-;25301,85;25301,85"
"""353670 PEDERNEIRAS"";-;1166896,56;1166896,56"
"""353700 PEDREGULHO"";-;373638,80;373638,80"
"""353710 PEDREIRA"";-;1438366,54;1438366,54"
"""353730 PENAPOLIS"";-;5626948,55;5626948,55"
"""353740 PEREIRA BARRETO"";-;585826,44;585826,44"
"""353760 PERUIBE"";-;382430,09;382430,09"
"""353780 PIEDADE"";-;1184935,62;1184935,62"
"""353790 PILAR DO SUL"";-;488546,34;488546,34"
"""353800 PINDAMONHANGABA"";182,98;9126655,00;9126837,98"
"""353860 PIRACAIA"";-;229147,14;229147,14"
"""353870 PIRACICABA"";7308898,48;51933009,01;59241907,49"
"""353880 PIRAJU"";-;1150493,44;1150493,44"
"""353890 PIRAJUI"";-;1711277,93;1711277,93"
"""353900 PIRANGI"";-;186916,88;186916,88"
"""353930 PIRASSUNUNGA"";-;2907662,06;2907662,06"
"""353940 PIRATININGA"";-;78437,01;78437,01"
"""353950 PITANGUEIRAS"";-;847972,57;847972,57"
"""354000 POMPEIA"";-;226248,08;226248,08"
"""354020 PONTAL"";-;949040,61;949040,61"
"""354040 POPULINA"";-;44401,11;44401,11"
"""354060 PORTO FELIZ"";-;2154605,82;2154605,82"
"""354070 PORTO FERREIRA"";-;1683727,45;1683727,45"
"""354080 POTIRENDABA"";-;236972,54;236972,54"
"""354100 PRAIA GRANDE"";2543,15;10629097,93;10631641,08"
"""354120 PRESIDENTE BERNARDES"";-;321093,72;321093,72"
"""354130 PRESIDENTE EPITACIO"";-;1515921,87;1515921,87"
"""354140 PRESIDENTE PRUDENTE"";3949253,61;61176163,87;65125417,48"
"""354150 PRESIDENTE VENCESLAU"";4925,24;2428278,15;2433203,39"
"""354160 PROMISSAO"";-;3430164,30;3430164,30"
"""354190 QUELUZ"";-;104900,15;104900,15"
"""354220 RANCHARIA"";-;3467330,90;3467330,90"
"""354240 REGENTE FEIJO"";-;266803,47;266803,47"
"""354260 REGISTRO"";2293,69;8055234,17;8057527,86"
"""354290 RIBEIRAO BONITO"";-;130606,28;130606,28"
"""354300 RIBEIRAO BRANCO"";-;189596,11;189596,11"
"""354330 RIBEIRAO PIRES"";-;1343490,05;1343490,05"
"""354340 RIBEIRAO PRETO"";22700958,16;136758628,46;159459586,62"
"""354380 RINOPOLIS"";-;94602,07;94602,07"
"""354390 RIO CLARO"";38063,08;15014186,74;15052249,82"
"""354400 RIO DAS PEDRAS"";-;272662,32;272662,32"
"""354420 RIOLANDIA"";-;24843,32;24843,32"
"""354425 ROSANA"";-;1840723,87;1840723,87"
"""354490 SALES OLIVEIRA"";-;125568,98;125568,98"
"""354500 SALESOPOLIS"";-;153277,99;153277,99"
"""354520 SALTO"";-;4271540,62;4271540,62"
"""354530 SALTO DE PIRAPORA"";-;1088688,42;1088688,42"
"""354540 SALTO GRANDE"";-;239706,02;239706,02"
"""354560 SANTA ADELIA"";-;159560,16;159560,16"
"""354580 SANTA BARBARA D'OESTE"";31638,25;9307588,43;9339226,68"
"""354630 SANTA CRUZ DAS PALMEIRAS"";-;575001,96;575001,96"
"""354640 SANTA CRUZ DO RIO PARDO"";-;3486409,48;3486409,48"
"""354660 SANTA FE DO SUL"";15384,65;3154650,28;3170034,93"
"""354680 SANTA ISABEL"";-;2621847,04;2621847,04"
"""354730 SANTANA DE PARNAIBA"";-;1408427,44;1408427,44"
"""354750 SANTA RITA DO PASSA QUATRO"";-;1650051,24;1650051,24"
"""354760 SANTA ROSA DE VITERBO"";-;491938,02;491938,02"
"""354770 SANTO ANASTACIO"";-;560811,47;560811,47"
"""354780 SANTO ANDRE"";3521332,78;81648971,21;85170303,99"
"""354790 SANTO ANTONIO DA ALEGRIA"";-;51612,19;51612,19"
"""354850 SANTOS"";2246599,65;64606090,15;66852689,80"
"""354860 SAO BENTO DO SAPUCAI"";-;184092,69;184092,69"
"""354870 SAO BERNARDO DO CAMPO"";4641487,50;66323367,79;70964855,29"
"""354880 SAO CAETANO DO SUL"";39976,49;17163560,57;17203537,06"
"""354890 SAO CARLOS"";2402230,89;26434046,83;28836277,72"
"""354910 SAO JOAO DA BOA VISTA"";6712,01;7932965,52;7939677,53"
"""354940 SAO JOAQUIM DA BARRA"";-;3351125,72;3351125,72"
"""354970 SAO JOSE DO RIO PARDO"";-;4685748,77;4685748,77"
"""354980 SAO JOSE DO RIO PRETO"";56441675,76;152772736,66;209214412,42"
"""354990 SAO JOSE DOS CAMPOS"";7551309,57;79033832,98;86585142,55"
"""355000 SAO LUIS DO PARAITINGA"";-;52705,70;52705,70"
"""355010 SAO MANUEL"";-;935444,03;935444,03"
"""355020 SAO MIGUEL ARCANJO"";20531,54;631626,25;652157,79"
"""355030 SAO PAULO"";220605737,99;1048537632,27;1269143370,26"
"""355040 SAO PEDRO"";-;3094951,54;3094951,54"
"""355060 SAO ROQUE"";-;2139800,50;2139800,50"
"""355070 SAO SEBASTIAO"";-;4182211,95;4182211,95"
"""355080 SAO SEBASTIAO DA GRAMA"";-;220972,87;220972,87"
"""355090 SAO SIMAO"";-;120733,82;120733,82"
"""355100 SAO VICENTE"";-;8048303,22;8048303,22"
"""355150 SERRANA"";-;4113195,04;4113195,04"
"""355160 SERRA NEGRA"";-;502516,32;502516,32"
"""355170 SERTAOZINHO"";44764,07;9984937,69;10029701,76"
"""355200 SILVEIRAS"";-;17096,81;17096,81"
"""355210 SOCORRO"";-;2101736,10;2101736,10"
"""355220 SOROCABA"";9565768,41;91690843,26;101256611,67"
"""355230 SUD MENNUCCI"";-;132106,52;132106,52"
"""355240 SUMARE"";45510,34;23775978,72;23821489,06"
"""355250 SUZANO"";-;5579030,66;5579030,66"
"""355260 TABAPUA"";-;290760,79;290760,79"
"""355270 TABATINGA"";2864,64;390563,58;393428,22"
"""355280 TABOAO DA SERRA"";2956804,97;24722453,18;27679258,15"
"""355300 TAGUAI"";-;305354,82;305354,82"
"""355330 TAMBAU"";-;503675,05;503675,05"
"""355340 TANABI"";-;880667,38;880667,38"
"""355360 TAPIRATIBA"";-;173114,34;173114,34"
"""355370 TAQUARITINGA"";-;3156860,43;3156860,43"
"""355380 TAQUARITUBA"";-;832983,05;832983,05"
"""355400 TATUI"";10531,99;5035394,66;5045926,65"
"""355410 TAUBATE"";5407729,58;48881266,63;54288996,21"
"""355430 TEODORO SAMPAIO"";-;441257,88;441257,88"
"""355440 TERRA ROXA"";-;69853,66;69853,66"
"""355450 TIETE"";-;955632,15;955632,15"
"""355470 TORRINHA"";-;39326,12;39326,12"
"""355500 TUPA"";-;13330780,23;13330780,23"
"""355510 TUPI PAULISTA"";-;573653,04;573653,04"
"""355540 UBATUBA"";-;2817178,06;2817178,06"
"""355580 URANIA"";-;69494,30;69494,30"
"""355600 URUPES"";-;209531,09;209531,09"
"""355620 VALINHOS"";-;5673259,37;5673259,37"
"""355630 VALPARAISO"";-;314983,79;314983,79"
"""355640 VARGEM GRANDE DO SUL"";-;1432169,24;1432169,24"
"""355650 VARZEA PAULISTA"";-;195358,17;195358,17"
"""355670 VINHEDO"";72903,84;2959122,72;3032026,56"
"""355680 VIRADOURO"";-;171838,24;171838,24"
"""355700 VOTORANTIM"";-;3894279,43;3894279,43"
"""355710 VOTUPORANGA"";1688006,75;12376995,09;14065001,84"
"""355720 CHAVANTES"";-;396983,98;396983,98"
"""410045 ALTAMIRA DO PARANA"";-;63668,38;63668,38"
"""410050 ALTONIA"";-;359983,08;359983,08"
"""410060 ALTO PARANA"";-;342133,45;342133,45"
"""410080 ALVORADA DO SUL"";-;20541,32;20541,32"
"""410090 AMAPORA"";-;20487,88;20487,88"
"""410100 AMPERE"";-;854503,82;854503,82"
"""410110 ANDIRA"";-;425491,45;425491,45"
"""410120 ANTONINA"";-;109637,46;109637,46"
"""410140 APUCARANA"";98970,84;23406481,82;23505452,66"
"""410150 ARAPONGAS"";17671785,66;53535674,62;71207460,28"
"""410170 ARARUNA"";-;178315,07;178315,07"
"""410180 ARAUCARIA"";-;6823373,47;6823373,47"
"""410190 ASSAI"";-;75636,92;75636,92"
"""410200 ASSIS CHATEAUBRIAND"";-;5311465,98;5311465,98"
"""410210 ASTORGA"";-;1274453,99;1274453,99"
"""410240 BANDEIRANTES"";953,63;4067048,17;4068001,80"
"""410280 BELA VISTA DO PARAISO"";-;121865,82;121865,82"
"""410290 BITURUNA"";-;289980,58;289980,58"
"""410305 BOA VISTA DA APARECIDA"";-;186789,83;186789,83"
"""410310 BOCAIUVA DO SUL"";-;4602,26;4602,26"
"""410360 CAMBARA"";-;213302,62;213302,62"
"""410370 CAMBE"";61379,39;3771830,28;3833209,67"
"""410390 CAMPINA DA LAGOA"";-;613111,63;613111,63"
"""410400 CAMPINA GRANDE DO SUL"";42285558,73;65556602,63;107842161,36"
"""410420 CAMPO LARGO"";26614184,41;170157104,78;196771289,19"
"""410430 CAMPO MOURAO"";1673301,67;21453848,66;23127150,33"
"""410440 CANDIDO DE ABREU"";-;188070,78;188070,78"
"""410442 CANDOI"";-;684797,19;684797,19"
"""410450 CAPANEMA"";-;711126,55;711126,55"
"""410460 CAPITAO LEONIDAS MARQUES"";-;594284,88;594284,88"
"""410470 CARLOPOLIS"";-;399391,86;399391,86"
"""410480 CASCAVEL"";7952836,69;92951829,73;100904666,42"
"""410490 CASTRO"";12163,18;3527897,13;3540060,31"
"""410510 CENTENARIO DO SUL"";-;95496,67;95496,67"
"""410520 CERRO AZUL"";-;72523,27;72523,27"
"""410530 CEU AZUL"";-;912805,28;912805,28"
"""410540 CHOPINZINHO"";-;3221167,22;3221167,22"
"""410550 CIANORTE"";67673,59;8834529,50;8902203,09"
"""410560 CIDADE GAUCHA"";-;219916,58;219916,58"
"""410570 CLEVELANDIA"";-;266698,77;266698,77"
"""410580 COLOMBO"";-;1691310,57;1691310,57"
"""410590 COLORADO"";4613,39;5876362,40;5880975,79"
"""410620 CONTENDA"";-;44900,79;44900,79"
"""410630 CORBELIA"";-;1245849,85;1245849,85"
"""410640 CORNELIO PROCOPIO"";20365,46;7756102,24;7776467,70"
"""410650 CORONEL VIVIDA"";-;812499,54;812499,54"
"""410660 CRUZEIRO DO OESTE"";-;318274,06;318274,06"
"""410670 CRUZEIRO DO SUL"";-;27206,74;27206,74"
"""410680 CRUZ MACHADO"";-;229407,87;229407,87"
"""410690 CURITIBA"";72956906,61;320881450,07;393838356,68"
"""410710 DIAMANTE DO NORTE"";-;13425,18;13425,18"
"""410715 DIAMANTE D'OESTE"";-;9905,32;9905,32"
"""410720 DOIS VIZINHOS"";40713,66;1919278,61;1959992,27"
"""410750 ENGENHEIRO BELTRAO"";-;613317,40;613317,40"
"""410753 ENTRE RIOS DO OESTE"";-;136363,40;136363,40"
"""410760 FAXINAL"";-;1061905,25;1061905,25"
"""410765 FAZENDA RIO GRANDE"";-;613604,41;613604,41"
"""410775 FIGUEIRA"";-;46624,41;46624,41"
"""410790 FLORESTA"";-;88809,42;88809,42"
"""410800 FLORESTOPOLIS"";-;46460,25;46460,25"
"""410820 FORMOSA DO OESTE"";-;298145,15;298145,15"
"""410830 FOZ DO IGUACU"";1221038,41;34570808,95;35791847,36"
"""410840 FRANCISCO BELTRAO"";84316,19;27724595,31;27808911,50"
"""410860 GOIOERE"";-;3081529,03;3081529,03"
"""410870 GRANDES RIOS"";-;31648,93;31648,93"
"""410880 GUAIRA"";-;928605,05;928605,05"
"""410890 GUAIRACA"";-;43851,85;43851,85"
"""410930 GUARANIACU"";-;593047,81;593047,81"
"""410940 GUARAPUAVA"";1779062,71;28085519,13;29864581,84"
"""410960 GUARATUBA"";-;510668,43;510668,43"
"""410970 IBAITI"";-;205184,88;205184,88"
"""410975 IBEMA"";-;136554,78;136554,78"
"""410980 IBIPORA"";8346,88;2200072,95;2208419,83"
"""411030 INAJA"";-;15935,79;15935,79"
"""411040 INDIANOPOLIS"";-;150647,21;150647,21"
"""411070 IRATI"";6096,40;6216317,05;6222413,45"
"""411100 ITAMBARACA"";-;86121,41;86121,41"
"""411110 ITAMBE"";-;10225,97;10225,97"
"""411125 ITAPERUCU"";-;535655,15;535655,15"
"""411130 ITAUNA DO SUL"";-;23535,56;23535,56"
"""411140 IVAI"";-;165405,85;165405,85"
"""411150 IVAIPORA"";999,37;9297662,58;9298661,95"
"""411170 JABOTI"";-;77740,08;77740,08"
"""411180 JACAREZINHO"";38442,41;5262156,68;5300599,09"
"""411190 JAGUAPITA"";-;92590,65;92590,65"
"""411200 JAGUARIAIVA"";-;1019041,06;1019041,06"
"""411210 JANDAIA DO SUL"";-;6915124,35;6915124,35"
"""411240 JAPURA"";-;282860,14;282860,14"
"""411250 JARDIM ALEGRE"";-;421679,10;421679,10"
"""411275 JESUITAS"";-;376035,06;376035,06"
"""411280 JOAQUIM TAVORA"";-;191789,66;191789,66"
"""411300 JUSSARA"";-;53671,12;53671,12"
"""411310 KALORE"";-;66596,24;66596,24"
"""411320 LAPA"";-;2191084,78;2191084,78"
"""411330 LARANJEIRAS DO SUL"";-;4349579,90;4349579,90"
"""411345 LINDOESTE"";-;109198,39;109198,39"
"""411350 LOANDA"";-;2246082,72;2246082,72"
"""411370 LONDRINA"";14120914,27;145461089,27;159582003,54"
"""411375 LUNARDELLI"";-;175589,79;175589,79"
"""411380 LUPIONOPOLIS"";-;17604,51;17604,51"
"""411390 MALLET"";-;261997,86;261997,86"
"""411420 MANDAGUARI"";-;632422,58;632422,58"
"""411430 MANDIRITUBA"";-;141705,94;141705,94"
"""411440 MANGUEIRINHA"";-;578331,32;578331,32"
"""411450 MANOEL RIBAS"";-;198478,46;198478,46"
"""411460 MARECHAL CANDIDO RONDON"";-;650814,91;650814,91"
"""411500 MARILENA"";-;143626,46;143626,46"
"""411520 MARINGA"";10875191,26;84533975,35;95409166,61"
"""411560 MATELANDIA"";-;733435,96;733435,96"
"""411570 MATINHOS"";-;179268,86;179268,86"
