"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""500750 ROCHEDO"";-;-;563,00;563,00"
"""500755 SANTA RITA DO PARDO"";-;-;8521,74;8521,74"
"""500790 SIDROLANDIA"";-;-;91800,38;91800,38"
"""500793 SONORA"";-;-;20283,23;20283,23"
"""500795 TACURU"";-;-;3249,94;3249,94"
"""500797 TAQUARUSSU"";-;-;7561,28;7561,28"
"""500830 TRES LAGOAS"";61169,59;-;365116,25;426285,84"
"""500840 VICENTINA"";-;-;3082,32;3082,32"
"""510020 AGUA BOA"";-;-;485432,58;485432,58"
"""510025 ALTA FLORESTA"";5210,07;-;304092,18;309302,25"
"""510030 ALTO ARAGUAIA"";-;-;18247,79;18247,79"
"""510130 ARENAPOLIS"";-;-;35864,71;35864,71"
"""510140 ARIPUANA"";-;-;61434,41;61434,41"
"""510190 BRASNORTE"";-;-;44338,96;44338,96"
"""510250 CACERES"";-;-;1234578,48;1234578,48"
"""510263 CAMPO NOVO DO PARECIS"";-;-;124082,58;124082,58"
"""510267 CAMPO VERDE"";-;-;152618,17;152618,17"
"""510268 CAMPOS DE JULIO"";-;-;11643,26;11643,26"
"""510270 CANARANA"";-;-;39841,45;39841,45"
"""510320 COLIDER"";-;-;302771,03;302771,03"
"""510330 COMODORO"";-;-;34231,44;34231,44"
"""510335 CONFRESA"";-;-;201695,53;201695,53"
"""510337 COTRIGUACU"";-;-;11039,76;11039,76"
"""510340 CUIABA"";1040546,67;-;10084524,60;11125071,27"
"""510350 DIAMANTINO"";-;-;74005,34;74005,34"
"""510390 GENERAL CARNEIRO"";-;-;4326,76;4326,76"
"""510410 GUARANTA DO NORTE"";-;-;127930,98;127930,98"
"""510420 GUIRATINGA"";-;-;7224,99;7224,99"
"""510480 JACIARA"";-;-;60754,31;60754,31"
"""510500 JAURU"";-;-;1168,24;1168,24"
"""510515 JUINA"";-;-;202743,00;202743,00"
"""510517 JURUENA"";-;-;17733,58;17733,58"
"""510520 JUSCIMEIRA"";-;-;17343,68;17343,68"
"""510560 MATUPA"";-;-;47558,59;47558,59"
"""510590 NOBRES"";-;-;35150,61;35150,61"
"""510610 NOSSA SENHORA DO LIVRAMENTO"";-;-;3321,27;3321,27"
"""510622 NOVA MUTUM"";-;-;602378,77;602378,77"
"""510623 NOVA OLIMPIA"";-;-;20372,20;20372,20"
"""510627 NOVO HORIZONTE DO NORTE"";-;-;4572,43;4572,43"
"""510628 NOVO SAO JOAQUIM"";-;-;318247,01;318247,01"
"""510629 PARANAITA"";-;-;280691,15;280691,15"
"""510637 PEDRA PRETA"";-;-;10243,73;10243,73"
"""510642 PEIXOTO DE AZEVEDO"";-;-;101307,80;101307,80"
"""510650 POCONE"";-;-;55229,44;55229,44"
"""510675 PONTES E LACERDA"";-;-;207588,27;207588,27"
"""510704 PRIMAVERA DO LESTE"";-;-;516909,68;516909,68"
"""510730 SAO JOSE DO RIO CLARO"";-;-;26420,94;26420,94"
"""510760 RONDONOPOLIS"";218328,28;5998,10;3857205,46;4081531,84"
"""510775 SALTO DO CEU"";-;-;1284,96;1284,96"
"""510790 SINOP"";13829,03;-;1196104,24;1209933,27"
"""510792 SORRISO"";86099,79;-;866588,25;952688,04"
"""510805 TERRA NOVA DO NORTE"";-;-;17904,96;17904,96"
"""510810 TESOURO"";-;-;1066,09;1066,09"
"""510840 VARZEA GRANDE"";20235,30;-;3606435,19;3626670,49"
"""520013 ACREUNA"";-;-;10093,30;10093,30"
"""520025 AGUAS LINDAS DE GOIAS"";-;-;226817,04;226817,04"
"""520030 ALEXANIA"";12187,40;-;46148,74;58336,14"
"""520050 ALOANDIA"";-;-;1560,40;1560,40"
"""520080 ALVORADA DO NORTE"";-;-;11351,66;11351,66"
"""520090 AMORINOPOLIS"";-;-;5619,17;5619,17"
"""520110 ANAPOLIS"";1103068,86;-;3609872,17;4712941,03"
"""520130 ANICUNS"";-;-;5202,49;5202,49"
"""520140 APARECIDA DE GOIANIA"";3218266,40;-;2452711,46;5670977,86"
"""520160 ARACU"";-;-;2777,04;2777,04"
"""520235 ARENOPOLIS"";-;-;3968,38;3968,38"
"""520330 BELA VISTA DE GOIAS"";-;-;24439,16;24439,16"
"""520390 BURITI ALEGRE"";-;-;9958,66;9958,66"
"""520410 CACHOEIRA ALTA"";-;-;32306,55;32306,55"
"""520450 CALDAS NOVAS"";-;-;336827,63;336827,63"
"""520480 CAMPO ALEGRE DE GOIAS"";-;-;920,30;920,30"
"""520505 CASTELANDIA"";-;-;3369,58;3369,58"
"""520510 CATALAO"";244314,82;-;866964,87;1111279,69"
"""520540 CERES"";12561,82;-;923071,77;935633,59"
"""520551 COCALZINHO DE GOIAS"";-;-;11312,01;11312,01"
"""520552 COLINAS DO SUL"";-;-;11339,37;11339,37"
"""520580 CORUMBA DE GOIAS"";-;-;9424,81;9424,81"
"""520640 CRIXAS"";-;-;11847,30;11847,30"
"""520680 DAMOLANDIA"";-;-;6107,57;6107,57"
"""520710 DIORAMA"";-;-;8324,40;8324,40"
"""520725 DOVERLANDIA"";-;-;1133,09;1133,09"
"""520735 EDEALINA"";-;-;6059,65;6059,65"
"""520740 EDEIA"";21699,13;-;10014,47;31713,60"
"""520760 FAZENDA NOVA"";-;-;9208,69;9208,69"
"""520780 FIRMINOPOLIS"";-;-;13576,90;13576,90"
"""520800 FORMOSA"";127417,37;-;350369,25;477786,62"
"""520810 FORMOSO"";-;-;8510,00;8510,00"
"""520840 GOIANAPOLIS"";-;-;5458,04;5458,04"
"""520850 GOIANDIRA"";-;-;850,97;850,97"
"""520860 GOIANESIA"";16342,01;-;136693,51;153035,52"
"""520870 GOIANIA"";9244346,47;14550,10;22333592,10;31592488,67"
"""520890 GOIAS"";-;-;293001,37;293001,37"
"""520960 HEITORAI"";-;-;12548,51;12548,51"
"""520970 HIDROLANDIA"";-;-;35067,36;35067,36"
"""520990 IACIARA"";-;-;18996,94;18996,94"
"""520993 INACIOLANDIA"";-;-;4757,09;4757,09"
"""520995 INDIARA"";-;-;13619,01;13619,01"
"""521040 ITABERAI"";-;-;102841,86;102841,86"
"""521060 ITAGUARU"";-;-;6813,04;6813,04"
"""521090 ITAPACI"";-;-;44571,15;44571,15"
"""521120 ITAPURANGA"";-;-;66849,65;66849,65"
"""521150 ITUMBIARA"";391204,23;-;1813026,71;2204230,94"
"""521180 JARAGUA"";112646,30;-;98045,26;210691,56"
"""521190 JATAI"";60419,62;-;677132,00;737551,62"
"""521200 JAUPACI"";-;-;1150,05;1150,05"
"""521210 JOVIANIA"";-;-;16085,03;16085,03"
"""521250 LUZIANIA"";224343,65;-;396414,81;620758,46"
"""521260 MAIRIPOTABA"";-;-;1272,09;1272,09"
"""521270 MAMBAI"";-;-;13010,65;13010,65"
"""521295 MATRINCHA"";-;-;2160,34;2160,34"
"""521300 MAURILANDIA"";-;-;7326,90;7326,90"
"""521308 MINACU"";42196,04;-;36151,55;78347,59"
"""521310 MINEIROS"";246209,95;-;278338,23;524548,18"
"""521380 MORRINHOS"";29803,20;-;338401,91;368205,11"
"""521385 MORRO AGUDO DE GOIAS"";-;-;12574,83;12574,83"
"""521400 MOZARLANDIA"";-;-;34038,43;34038,43"
"""521450 NEROPOLIS"";-;-;565061,92;565061,92"
"""521483 NOVA CRIXAS"";-;-;14294,23;14294,23"
"""521520 NOVO BRASIL"";-;-;529,40;529,40"
"""521530 ORIZONA"";-;-;9080,51;9080,51"
"""521560 PADRE BERNARDO"";20109,02;-;10399,13;30508,15"
"""521565 PALESTINA DE GOIAS"";-;-;1218,51;1218,51"
"""521570 PALMEIRAS DE GOIAS"";-;-;29821,74;29821,74"
"""521630 PARANAIGUARA"";-;-;30395,77;30395,77"
"""521710 PIRACANJUBA"";-;-;53060,10;53060,10"
"""521720 PIRANHAS"";-;-;9961,34;9961,34"
"""521730 PIRENOPOLIS"";142880,76;-;64338,59;207219,35"
"""521740 PIRES DO RIO"";-;-;36596,43;36596,43"
"""521760 PLANALTINA"";-;-;62157,54;62157,54"
"""521770 PONTALINA"";15596,11;-;21150,36;36746,47"
"""521860 RIALMA"";-;-;26630,48;26630,48"
"""521878 RIO QUENTE"";-;-;3281,43;3281,43"
"""521880 RIO VERDE"";48572,40;-;1561583,09;1610155,49"
"""521890 RUBIATABA"";-;-;19953,90;19953,90"
"""521900 SANCLERLANDIA"";-;-;4270,95;4270,95"
"""521910 SANTA BARBARA DE GOIAS"";-;-;2482,15;2482,15"
"""521920 SANTA CRUZ DE GOIAS"";-;-;3530,64;3530,64"
"""521930 SANTA HELENA DE GOIAS"";352174,96;-;528483,31;880658,27"
"""521950 SANTA ROSA DE GOIAS"";-;-;1664,13;1664,13"
"""521960 SANTA TEREZA DE GOIAS"";-;-;3323,69;3323,69"
"""521973 SANTO ANTONIO DE GOIAS"";-;-;5901,35;5901,35"
"""521975 SANTO ANTONIO DO DESCOBERTO"";-;-;9423,45;9423,45"
"""522010 SAO LUIS DE MONTES BELOS"";99476,52;-;205913,80;305390,32"
"""522040 SAO SIMAO"";-;-;28567,02;28567,02"
"""522045 SENADOR CANEDO"";18568,92;-;290181,37;308750,29"
"""522050 SERRANOPOLIS"";-;-;4503,80;4503,80"
"""522140 TRINDADE"";156684,13;-;880614,39;1037298,52"
"""522145 TROMBAS"";-;-;4255,17;4255,17"
"""522155 TURVELANDIA"";-;-;2410,51;2410,51"
"""522160 URUACU"";412170,83;-;1799928,09;2212098,92"
"""522170 URUANA"";-;-;10743,73;10743,73"
"""522185 VALPARAISO DE GOIAS"";-;-;48147,70;48147,70"
"""522205 VICENTINOPOLIS"";-;-;15149,65;15149,65"
"""530010 BRASILIA"";6686421,77;4076,68;29091241,55;35781740,00"
"""Total"";452974832,41;123907,60;1552738387,98;2005837127,99"
&
