"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""292910 SAO FELIPE"";-;-;7178,87;7178,87"
"""292925 SAO GABRIEL"";-;-;18110,53;18110,53"
"""292940 SAO MIGUEL DAS MATAS"";-;-;2013,98;2013,98"
"""292950 SAO SEBASTIAO DO PASSE"";-;-;21463,82;21463,82"
"""292960 SAPEACU"";-;-;12433,53;12433,53"
"""292990 SEABRA"";1973,63;-;506704,00;508677,63"
"""293000 SEBASTIAO LARANJEIRAS"";-;-;9160,17;9160,17"
"""293010 SENHOR DO BONFIM"";10398,68;-;348601,59;359000,27"
"""293015 SERRA DO RAMALHO"";13883,88;-;28883,19;42767,07"
"""293030 SERRA DOURADA"";-;-;39640,22;39640,22"
"""293040 SERRA PRETA"";-;-;5654,19;5654,19"
"""293070 SIMOES FILHO"";-;-;38839,98;38839,98"
"""293077 SOBRADINHO"";1008,35;-;16285,37;17293,72"
"""293080 SOUTO SOARES"";-;-;14703,82;14703,82"
"""293090 TABOCAS DO BREJO VELHO"";-;-;12149,34;12149,34"
"""293100 TANHACU"";-;-;16922,83;16922,83"
"""293110 TANQUINHO"";-;-;6704,36;6704,36"
"""293120 TAPEROA"";-;-;21574,59;21574,59"
"""293135 TEIXEIRA DE FREITAS"";12955,83;-;1323971,70;1336927,53"
"""293150 TEOFILANDIA"";-;-;4525,42;4525,42"
"""293160 TEOLANDIA"";-;-;6126,86;6126,86"
"""293180 TREMEDAL"";-;-;1818,16;1818,16"
"""293200 UAUA"";-;-;15941,35;15941,35"
"""293210 UBAIRA"";11224,60;-;43420,25;54644,85"
"""293220 UBAITABA"";1057,88;-;67490,43;68548,31"
"""293250 UNA"";-;-;22394,46;22394,46"
"""293280 UTINGA"";-;-;17789,38;17789,38"
"""293290 VALENCA"";57974,38;-;224087,00;282061,38"
"""293305 VARZEA DA ROCA"";-;-;4591,53;4591,53"
"""293315 VARZEA NOVA"";-;-;70303,11;70303,11"
"""293330 VITORIA DA CONQUISTA"";1216434,43;-;4704477,31;5920911,74"
"""293340 WAGNER"";-;-;61753,21;61753,21"
"""293345 WANDERLEY"";-;-;87354,52;87354,52"
"""293360 XIQUE-XIQUE"";-;-;101560,19;101560,19"
"""310010 ABADIA DOS DOURADOS"";-;-;1770,90;1770,90"
"""310020 ABAETE"";-;-;135387,17;135387,17"
"""310030 ABRE CAMPO"";-;-;55726,19;55726,19"
"""310060 AGUA BOA"";-;-;6274,28;6274,28"
"""310090 AGUAS FORMOSAS"";114403,86;-;88192,51;202596,37"
"""310100 AGUAS VERMELHAS"";-;-;19889,61;19889,61"
"""310110 AIMORES"";-;-;69211,75;69211,75"
"""310130 ALAGOA"";-;-;2993,64;2993,64"
"""310150 ALEM PARAIBA"";-;-;213587,23;213587,23"
"""310160 ALFENAS"";942777,51;-;1881946,63;2824724,14"
"""310170 ALMENARA"";-;-;411718,82;411718,82"
"""310190 ALPINOPOLIS"";-;-;62619,67;62619,67"
"""310200 ALTEROSA"";-;-;27774,62;27774,62"
"""310210 ALTO RIO DOCE"";-;-;12274,83;12274,83"
"""310230 ALVINOPOLIS"";4983,22;-;12189,33;17172,55"
"""310260 ANDRADAS"";950,52;-;124649,74;125600,26"
"""310270 CACHOEIRA DE PAJEU"";-;-;11320,37;11320,37"
"""310290 ANTONIO CARLOS"";-;-;1091,07;1091,07"
"""310350 ARAGUARI"";1572482,59;-;2236794,39;3809276,98"
"""310375 ARAPORA"";-;-;21695,53;21695,53"
"""310400 ARAXA"";177088,83;-;660934,96;838023,79"
"""310420 ARCOS"";-;-;105181,47;105181,47"
"""310430 AREADO"";20147,82;-;16246,93;36394,75"
"""310450 ARINOS"";-;-;18524,37;18524,37"
"""310470 ATALEIA"";-;-;64900,88;64900,88"
"""310490 BAEPENDI"";125511,63;-;384522,71;510034,34"
"""310510 BAMBUI"";-;-;166456,62;166456,62"
"""310560 BARBACENA"";1386347,92;-;2974779,26;4361127,18"
"""310590 BARROSO"";70800,06;-;163153,32;233953,38"
"""310630 BELO ORIENTE"";953698,82;-;16318,67;970017,49"
"""310640 BELO VALE"";-;-;22938,71;22938,71"
"""310650 BERILO"";-;-;15134,56;15134,56"
"""310670 BETIM"";1348493,60;-;3943854,34;5292347,94"
"""310690 BICAS"";-;-;22337,25;22337,25"
"""310730 BOCAIUVA"";51817,91;-;180267,36;232085,27"
"""310740 BOM DESPACHO"";272632,39;-;377662,58;650294,97"
"""310750 BOM JARDIM DE MINAS"";-;-;14281,53;14281,53"
"""310780 BOM JESUS DO GALHO"";100571,41;-;69481,48;170052,89"
"""310860 BRASILIA DE MINAS"";38427,20;-;522967,10;561394,30"
"""310900 BRUMADINHO"";154808,63;-;247016,85;401825,48"
"""310910 BUENO BRANDAO"";-;-;12669,89;12669,89"
"""310930 BURITIS"";-;-;32928,80;32928,80"
"""310940 BURITIZEIRO"";-;-;11760,56;11760,56"
"""310950 CABO VERDE"";-;-;54389,04;54389,04"
"""310990 CAETANOPOLIS"";-;-;38380,34;38380,34"
"""311000 CAETE"";92938,47;-;51926,80;144865,27"
"""311030 CALDAS"";31567,01;-;27027,53;58594,54"
"""311050 CAMANDUCAIA"";7517,56;-;77000,10;84517,66"
"""311060 CAMBUI"";96236,29;-;74832,57;171068,86"
"""311090 CAMPANHA"";-;-;11873,39;11873,39"
"""311100 CAMPESTRE"";-;-;27465,31;27465,31"
"""311110 CAMPINA VERDE"";-;-;33078,02;33078,02"
"""311120 CAMPO BELO"";-;-;925534,30;925534,30"
"""311130 CAMPO DO MEIO"";-;-;13051,22;13051,22"
"""311150 CAMPOS ALTOS"";-;-;25325,42;25325,42"
"""311160 CAMPOS GERAIS"";11616,08;-;80990,69;92606,77"
"""311180 CANAPOLIS"";31864,78;-;14430,88;46295,66"
"""311200 CANDEIAS"";-;-;21212,32;21212,32"
"""311230 CAPELINHA"";-;-;442500,96;442500,96"
"""311260 CAPINOPOLIS"";6596,21;-;15918,76;22514,97"
"""311300 CARAI"";-;-;42193,54;42193,54"
"""311320 CARANDAI"";30085,28;-;48356,83;78442,11"
"""311330 CARANGOLA"";-;-;1870354,07;1870354,07"
"""311340 CARATINGA"";18631,57;-;1665759,17;1684390,74"
"""311350 CARBONITA"";-;-;36574,29;36574,29"
"""311370 CARLOS CHAGAS"";11150,51;-;38779,88;49930,39"
"""311400 CARMO DA MATA"";-;-;3906,70;3906,70"
"""311410 CARMO DE MINAS"";-;-;14997,43;14997,43"
"""311430 CARMO DO PARANAIBA"";25705,82;-;45143,59;70849,41"
"""311440 CARMO DO RIO CLARO"";-;-;57484,34;57484,34"
"""311450 CARMOPOLIS DE MINAS"";-;-;23217,37;23217,37"
"""311510 CASSIA"";68032,47;-;171667,99;239700,46"
"""311530 CATAGUASES"";5449,92;-;428283,42;433733,34"
"""311580 CENTRALINA"";-;-;13613,46;13613,46"
"""311615 CHAPADA GAUCHA"";-;-;12165,01;12165,01"
"""311630 CIPOTANEA"";-;-;6404,39;6404,39"
"""311660 CLAUDIO"";196038,53;-;104659,81;300698,34"
"""311680 COLUNA"";-;-;17655,39;17655,39"
"""311710 CONCEICAO DA APARECIDA"";-;-;28328,71;28328,71"
"""311730 CONCEICAO DAS ALAGOAS"";22992,00;-;81896,91;104888,91"
"""311770 CONCEICAO DO RIO VERDE"";-;-;52712,80;52712,80"
"""311800 CONGONHAS"";49232,84;-;340122,55;389355,39"
"""311830 CONSELHEIRO LAFAIETE"";233528,30;-;592631,98;826160,28"
"""311840 CONSELHEIRO PENA"";-;-;59211,50;59211,50"
"""311860 CONTAGEM"";1297053,82;9743,48;2775684,30;4082481,60"
"""311880 CORACAO DE JESUS"";1155,78;-;101662,89;102818,67"
"""311930 COROMANDEL"";-;-;66884,47;66884,47"
"""311940 CORONEL FABRICIANO"";49746,40;-;547425,16;597171,56"
"""312020 CRISTAIS"";-;-;11167,09;11167,09"
"""312050 CRISTINA"";-;-;28200,27;28200,27"
"""312080 CRUZILIA"";74006,16;-;71228,15;145234,31"
"""312090 CURVELO"";316186,09;-;904189,62;1220375,71"
"""312120 DELFINOPOLIS"";-;-;3948,86;3948,86"
"""312160 DIAMANTINA"";681050,69;-;1968351,29;2649401,98"
"""312200 DIVINO"";54492,37;-;64362,99;118855,36"
"""312210 DIVINO DAS LARANJEIRAS"";-;-;4532,18;4532,18"
"""312230 DIVINOPOLIS"";2557459,41;-;2487441,63;5044901,04"
"""312270 DOM SILVERIO"";-;-;6301,98;6301,98"
"""312320 DORES DO INDAIA"";1506,53;-;51258,45;52764,98"
"""312400 ERVALIA"";-;-;27579,47;27579,47"
"""312420 ESPERA FELIZ"";88499,58;-;253418,55;341918,13"
"""312430 ESPINOSA"";29194,26;-;63552,46;92746,72"
"""312490 EUGENOPOLIS"";-;-;15488,36;15488,36"
"""312510 EXTREMA"";-;-;257918,97;257918,97"
"""312560 FELISBURGO"";3744,68;-;39711,36;43456,04"
"""312590 FERROS"";-;-;16858,91;16858,91"
"""312610 FORMIGA"";644441,61;-;1056926,83;1701368,44"
"""312670 FRANCISCO SA"";-;-;124392,25;124392,25"
"""312710 FRUTAL"";7066,40;-;136919,10;143985,50"
"""312760 GOUVEIA"";-;-;37613,74;37613,74"
"""312770 GOVERNADOR VALADARES"";2460416,74;-;4995961,12;7456377,86"
"""312780 GRAO MOGOL"";-;-;32228,87;32228,87"
"""312800 GUANHAES"";221093,98;-;415621,54;636715,52"
"""312810 GUAPE"";7803,21;-;8943,24;16746,45"
"""312830 GUARANESIA"";-;-;38162,46;38162,46"
"""312860 GUARDA-MOR"";-;-;8856,60;8856,60"
"""312870 GUAXUPE"";108649,13;-;322577,84;431226,97"
"""312910 GURINHATA"";-;-;5607,19;5607,19"
"""312940 IBERTIOGA"";-;-;6962,10;6962,10"
"""312950 IBIA"";21937,56;-;37603,80;59541,36"
"""312980 IBIRITE"";-;-;457294,62;457294,62"
"""313010 IGARAPE"";347104,20;-;267405,24;614509,44"
"""313030 IGUATAMA"";-;-;27313,06;27313,06"
"""313120 IPANEMA"";-;-;167031,03;167031,03"
"""313170 ITABIRA"";613892,60;-;1288109,40;1902002,00"
"""313180 ITABIRINHA"";170571,33;-;104650,85;275222,18"
"""313190 ITABIRITO"";16830,61;-;78949,52;95780,13"
"""313220 ITAGUARA"";-;-;42155,46;42155,46"
"""313230 ITAIPE"";-;-;14771,09;14771,09"
"""313240 ITAJUBA"";869819,20;-;2122570,72;2992389,92"
"""313250 ITAMARANDIBA"";130323,56;-;104617,36;234940,92"
"""313310 ITANHANDU"";67321,16;-;394536,75;461857,91"
"""313320 ITANHOMI"";18628,63;-;29054,98;47683,61"
"""313330 ITAOBIM"";-;-;146623,68;146623,68"
"""313350 ITAPECERICA"";98059,79;-;38652,80;136712,59"
"""313375 ITAU DE MINAS"";-;-;2412,62;2412,62"
"""313380 ITAUNA"";47743,02;-;874865,00;922608,02"
"""313420 ITUIUTABA"";181688,91;-;615350,60;797039,51"
"""313440 ITURAMA"";-;-;76792,74;76792,74"
"""313460 JABOTICATUBAS"";-;-;17600,51;17600,51"
"""313470 JACINTO"";16542,32;-;50800,50;67342,82"
"""313505 JAIBA"";-;-;57781,27;57781,27"
"""313510 JANAUBA"";85441,72;-;1357956,97;1443398,69"
"""313520 JANUARIA"";67545,50;-;126314,65;193860,15"
"""313540 JECEABA"";-;-;3922,57;3922,57"
"""313580 JEQUITINHONHA"";2651,30;-;37696,77;40348,07"
"""313600 JOAIMA"";-;-;32836,13;32836,13"
"""313620 JOAO MONLEVADE"";224154,09;-;617704,06;841858,15"
"""313630 JOAO PINHEIRO"";80307,94;-;240015,55;320323,49"
"""313650 JORDANIA"";-;-;16128,90;16128,90"
"""313670 JUIZ DE FORA"";7754039,18;-;9749770,80;17503809,98"
"""313690 JURUAIA"";-;-;10357,94;10357,94"
"""313700 LADAINHA"";-;-;21835,97;21835,97"
"""313710 LAGAMAR"";-;-;6181,23;6181,23"
"""313720 LAGOA DA PRATA"";156168,68;-;573724,76;729893,44"
"""313750 LAGOA FORMOSA"";-;-;26227,72;26227,72"
"""313760 LAGOA SANTA"";500979,23;-;290361,58;791340,81"
"""313780 LAMBARI"";4305,72;-;24374,18;28679,90"
"""313820 LAVRAS"";61391,06;-;1228068,68;1289459,74"
"""313840 LEOPOLDINA"";35064,73;-;423718,85;458783,58"
"""313880 LUZ"";9605,17;-;161539,16;171144,33"
"""313900 MACHADO"";835,12;-;326452,94;327288,06"
"""313920 MALACACHETA"";-;-;122090,74;122090,74"
"""313930 MANGA"";4703,58;-;133900,76;138604,34"
"""313940 MANHUACU"";272121,21;-;1471103,58;1743224,79"
"""313950 MANHUMIRIM"";-;-;259075,13;259075,13"
"""313980 MAR DE ESPANHA"";-;-;10478,33;10478,33"
"""313990 MARIA DA FE"";-;-;7564,52;7564,52"
"""314000 MARIANA"";-;-;200563,79;200563,79"
"""314070 MATEUS LEME"";63556,48;-;38272,68;101829,16"
"""314090 MATIPO"";-;-;23265,56;23265,56"
"""314140 MEDINA"";-;-;92839,44;92839,44"
"""314160 MERCES"";-;-;18588,00;18588,00"
"""314180 MINAS NOVAS"";54158,44;-;119313,22;173471,66"
"""314200 MIRABELA"";35257,75;-;46492,75;81750,50"
"""314220 MIRAI"";-;-;20305,26;20305,26"
"""314240 MOEMA"";-;-;11368,50;11368,50"
"""314260 MONSENHOR PAULO"";-;-;20706,62;20706,62"
"""314270 MONTALVANIA"";-;-;36894,62;36894,62"
"""314280 MONTE ALEGRE DE MINAS"";89323,75;-;31236,08;120559,83"
"""314290 MONTE AZUL"";54426,98;-;152066,84;206493,82"
"""314300 MONTE BELO"";-;-;18898,83;18898,83"
"""314310 MONTE CARMELO"";57608,23;-;274917,32;332525,55"
"""314320 MONTE SANTO DE MINAS"";78524,41;-;52067,76;130592,17"
"""314330 MONTES CLAROS"";3007184,89;-;8290876,30;11298061,19"
"""314350 MORADA NOVA DE MINAS"";-;-;10123,56;10123,56"
"""314390 MURIAE"";2616276,25;-;3547134,08;6163410,33"
"""314400 MUTUM"";-;-;46211,58;46211,58"
"""314410 MUZAMBINHO"";4198,29;-;46257,41;50455,70"
"""314430 NANUQUE"";-;-;101491,55;101491,55"
"""314450 NAZARENO"";-;-;3575,42;3575,42"
"""314460 NEPOMUCENO"";-;-;48157,09;48157,09"
"""314470 NOVA ERA"";-;-;14365,98;14365,98"
"""314510 NOVA RESENDE"";-;-;11160,54;11160,54"
"""314520 NOVA SERRANA"";35538,85;-;301727,53;337266,38"
"""314530 NOVO CRUZEIRO"";-;-;62053,96;62053,96"
"""314560 OLIVEIRA"";192198,08;-;655975,71;848173,79"
"""314590 OURO BRANCO"";-;-;52755,28;52755,28"
"""314610 OURO PRETO"";53277,15;-;762929,78;816206,93"
"""314630 PADRE PARAISO"";37981,39;-;75499,12;113480,51"
"""314650 PAINS"";-;-;5778,47;5778,47"
"""314670 PALMA"";-;-;1692,27;1692,27"
"""314700 PARACATU"";2532,86;-;629367,46;631900,32"
"""314710 PARA DE MINAS"";336664,72;-;1153937,69;1490602,41"
"""314720 PARAGUACU"";51623,39;-;23311,90;74935,29"
"""314730 PARAISOPOLIS"";-;-;27435,60;27435,60"
"""314750 PASSABEM"";-;-;324,90;324,90"
"""314760 PASSA QUATRO"";-;-;34288,05;34288,05"
"""314770 PASSA TEMPO"";-;-;12049,96;12049,96"
"""314790 PASSOS"";3212545,81;-;3291526,68;6504072,49"
"""314800 PATOS DE MINAS"";2860846,04;-;2377168,11;5238014,15"
"""314810 PATROCINIO"";890221,99;-;888440,95;1778662,94"
"""314860 PECANHA"";286244,75;-;245974,88;532219,63"
"""314870 PEDRA AZUL"";80761,45;-;90998,02;171759,47"
"""314980 PERDIZES"";-;-;28170,76;28170,76"
"""314990 PERDOES"";1440,90;-;48566,85;50007,75"
"""315030 PIEDADE DO RIO GRANDE"";-;-;3291,89;3291,89"
"""315050 PIMENTA"";-;-;8476,14;8476,14"
"""315080 PIRANGA"";-;-;11953,94;11953,94"
"""315110 PIRAPETINGA"";3075,55;-;14388,81;17464,36"
"""315120 PIRAPORA"";170799,14;-;682302,50;853101,64"
"""315150 PIUMHI"";88571,40;-;400336,70;488908,10"
"""315170 POCO FUNDO"";222621,29;-;429146,92;651768,21"
"""315180 POCOS DE CALDAS"";2963821,29;-;2631538,81;5595360,10"
"""315190 POCRANE"";-;-;8979,21;8979,21"
"""315200 POMPEU"";-;-;41356,05;41356,05"
"""315210 PONTE NOVA"";601195,35;-;2115973,56;2717168,91"
"""315220 PORTEIRINHA"";71860,55;-;90505,73;162366,28"
"""315240 POTE"";-;-;21084,12;21084,12"
"""315250 POUSO ALEGRE"";3076934,43;-;4013223,20;7090157,63"
"""315260 POUSO ALTO"";-;-;10308,38;10308,38"
"""315270 PRADOS"";-;-;7262,73;7262,73"
"""315280 PRATA"";25247,45;-;13366,64;38614,09"
"""315290 PRATAPOLIS"";-;-;1986,93;1986,93"
"""315310 PRESIDENTE BERNARDES"";-;-;4015,59;4015,59"
"""315340 PRESIDENTE OLEGARIO"";-;-;5547,16;5547,16"
"""315400 RAUL SOARES"";893077,51;-;60910,26;953987,77"
"""315410 RECREIO"";-;-;24506,79;24506,79"
"""315420 RESENDE COSTA"";1184,20;-;48463,08;49647,28"
"""315430 RESPLENDOR"";913,97;-;136905,35;137819,32"
"""315460 RIBEIRAO DAS NEVES"";25454,46;-;170343,18;195797,64"
"""315490 RIO CASCA"";-;-;10220,48;10220,48"
"""315560 RIO PARDO DE MINAS"";4420,17;-;49815,86;54236,03"
"""315570 RIO PIRACICABA"";-;-;8887,33;8887,33"
"""315580 RIO POMBA"";40293,62;-;42100,65;82394,27"
"""315590 RIO PRETO"";-;-;9983,42;9983,42"
"""315660 RUBIM"";1608,82;-;15098,06;16706,88"
"""315670 SABARA"";-;-;123027,65;123027,65"
"""315680 SABINOPOLIS"";-;-;35359,14;35359,14"
"""315690 SACRAMENTO"";80380,38;-;42115,73;122496,11"
"""315700 SALINAS"";42771,94;-;337343,32;380115,26"
"""315720 SANTA BARBARA"";-;-;59044,95;59044,95"
"""315780 SANTA LUZIA"";44716,43;-;465674,94;510391,37"
"""315800 SANTA MARIA DE ITABIRA"";-;-;3091,78;3091,78"
"""315930 SANTA RITA DE JACUTINGA"";-;-;7523,52;7523,52"
"""315960 SANTA RITA DO SAPUCAI"";319759,22;-;245464,09;565223,31"
"""315990 SANTO ANTONIO DO AMPARO"";166935,47;-;275557,14;442492,61"
"""316040 SANTO ANTONIO DO MONTE"";-;-;392782,34;392782,34"
"""316070 SANTOS DUMONT"";10617,66;-;282599,77;293217,43"
"""316200 SAO GONCALO DO SAPUCAI"";-;-;37008,64;37008,64"
"""316210 SAO GOTARDO"";65712,08;-;77525,69;143237,77"
"""316220 SAO JOAO BATISTA DO GLORIA"";-;-;4102,85;4102,85"
"""316240 SAO JOAO DA PONTE"";21243,80;-;84160,19;105403,99"
"""316250 SAO JOAO DEL REI"";369854,82;-;1723316,06;2093170,88"
"""316270 SAO JOAO DO PARAISO"";12451,39;-;54884,58;67335,97"
"""316280 SAO JOAO EVANGELISTA"";-;-;84815,10;84815,10"
"""316290 SAO JOAO NEPOMUCENO"";15167,47;-;44135,98;59303,45"
"""316370 SAO LOURENCO"";1762792,86;-;1277026,98;3039819,84"
"""316390 SAO PEDRO DA UNIAO"";-;-;3872,80;3872,80"
"""316470 SAO SEBASTIAO DO PARAISO"";358802,12;-;1596434,01;1955236,13"
"""316570 SENADOR FIRMINO"";-;-;7116,93;7116,93"
"""316680 SERRA DO SALITRE"";66320,74;-;23044,79;89365,53"
"""316690 SERRANIA"";-;-;8283,36;8283,36"
"""316710 SERRO"";57603,27;-;176369,87;233973,14"
"""316720 SETE LAGOAS"";715790,64;-;2526233,79;3242024,43"
"""316800 TAIOBEIRAS"";185646,90;-;926629,05;1112275,95"
"""316860 TEOFILO OTONI"";2710363,64;-;3098782,96;5809146,60"
"""316870 TIMOTEO"";-;-;515028,27;515028,27"
"""316890 TIROS"";-;-;11331,38;11331,38"
"""316920 TOMBOS"";-;-;12590,77;12590,77"
"""316930 TRES CORACOES"";49695,12;-;636656,54;686351,66"
"""316940 TRES PONTAS"";21917,16;-;777690,23;799607,39"
"""316990 UBA"";306715,57;-;1411692,07;1718407,64"
"""317010 UBERABA"";560250,72;-;5851142,29;6411393,01"
"""317020 UBERLANDIA"";4311837,09;-;7834899,60;12146736,69"
"""317040 UNAI"";137282,46;-;608008,47;745290,93"
"""317052 URUCUIA"";-;-;20845,62;20845,62"
"""317070 VARGINHA"";3740152,76;-;2057012,38;5797165,14"
"""317080 VARZEA DA PALMA"";-;-;95213,90;95213,90"
"""317090 VARZELANDIA"";-;-;32635,07;32635,07"
"""317120 VESPASIANO"";59029,52;-;76184,20;135213,72"
"""317130 VICOSA"";16693,15;-;884305,02;900998,17"
"""317170 VIRGINIA"";-;-;9782,49;9782,49"
"""317200 VISCONDE DO RIO BRANCO"";26217,63;-;276854,03;303071,66"
"""320020 ALEGRE"";-;-;28997,07;28997,07"
"""320050 APIACA"";-;-;63829,16;63829,16"
"""320080 BAIXO GUANDU"";1976,49;-;66168,44;68144,93"
"""320100 BOA ESPERANCA"";-;-;14512,77;14512,77"
"""320120 CACHOEIRO DE ITAPEMIRIM"";721627,92;-;4936117,35;5657745,27"
"""320130 CARIACICA"";2015809,05;-;408139,04;2423948,09"
"""320150 COLATINA"";516760,25;-;4174601,50;4691361,75"
"""320190 DOMINGOS MARTINS"";-;-;83129,16;83129,16"
"""320230 GUACUI"";-;-;606039,61;606039,61"
"""320240 GUARAPARI"";-;-;276704,72;276704,72"
"""320280 ITAPEMIRIM"";-;-;554505,41;554505,41"
"""320290 ITARANA"";-;-;2091,04;2091,04"
"""320300 IUNA"";-;-;51210,66;51210,66"
"""320310 JERONIMO MONTEIRO"";-;-;177102,95;177102,95"
"""320316 LARANJA DA TERRA"";-;-;7397,03;7397,03"
"""320320 LINHARES"";574416,68;-;1498124,87;2072541,55"
"""320360 MUCURICI"";-;-;5892,88;5892,88"
"""320400 PANCAS"";-;-;2667,24;2667,24"
"""320410 PINHEIROS"";-;-;15805,91;15805,91"
"""320450 SANTA LEOPOLDINA"";-;-;22981,09;22981,09"
"""320455 SANTA MARIA DE JETIBA"";-;-;78649,36;78649,36"
"""320470 SAO GABRIEL DA PALHA"";-;-;7321,72;7321,72"
"""320490 SAO MATEUS"";-;-;1338912,22;1338912,22"
"""320500 SERRA"";48511,64;-;5151031,30;5199542,94"
"""320506 VENDA NOVA DO IMIGRANTE"";-;-;519642,77;519642,77"
"""320520 VILA VELHA"";2960831,71;-;4845164,09;7805995,80"
"""320530 VITORIA"";2140445,39;-;11305759,78;13446205,17"
"""330010 ANGRA DOS REIS"";31766,20;-;989330,18;1021096,38"
"""330020 ARARUAMA"";6379,28;-;708523,89;714903,17"
"""330022 AREAL"";-;-;6990,69;6990,69"
"""330023 ARMACAO DOS BUZIOS"";-;-;228590,03;228590,03"
"""330025 ARRAIAL DO CABO"";-;-;140106,88;140106,88"
"""330030 BARRA DO PIRAI"";47933,80;-;290911,08;338844,88"
"""330040 BARRA MANSA"";801327,69;-;2254127,20;3055454,89"
"""330045 BELFORD ROXO"";-;-;819881,13;819881,13"
"""330060 BOM JESUS DO ITABAPOANA"";-;-;1316266,16;1316266,16"
"""330070 CABO FRIO"";129889,60;-;1075290,29;1205179,89"
"""330080 CACHOEIRAS DE MACACU"";-;-;207606,59;207606,59"
"""330100 CAMPOS DOS GOYTACAZES"";910440,82;-;7661559,13;8571999,95"
"""330120 CARMO"";15113,92;-;30082,73;45196,65"
"""330130 CASIMIRO DE ABREU"";-;-;186509,47;186509,47"
"""330140 CONCEICAO DE MACABU"";-;-;9984,15;9984,15"
"""330170 DUQUE DE CAXIAS"";2212980,13;-;4225110,92;6438091,05"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";-;-;14721,84;14721,84"
"""330185 GUAPIMIRIM"";-;-;216775,37;216775,37"
"""330190 ITABORAI"";-;-;734704,02;734704,02"
"""330220 ITAPERUNA"";1075731,89;-;4285256,23;5360988,12"
"""330225 ITATIAIA"";-;-;88998,84;88998,84"
"""330227 JAPERI"";-;-;20141,26;20141,26"
"""330230 LAJE DO MURIAE"";-;-;4900,48;4900,48"
"""330240 MACAE"";289612,98;-;1860157,00;2149769,98"
"""330250 MAGE"";-;-;340568,38;340568,38"
"""330270 MARICA"";-;-;773385,67;773385,67"
"""330280 MENDES"";-;-;25810,84;25810,84"
"""330285 MESQUITA"";67198,68;-;914947,61;982146,29"
"""330290 MIGUEL PEREIRA"";50568,54;-;119393,61;169962,15"
"""330320 NILOPOLIS"";14803,86;-;673671,55;688475,41"
"""330330 NITEROI"";782645,80;-;4527066,60;5309712,40"
"""330340 NOVA FRIBURGO"";478554,93;-;1669144,28;2147699,21"
"""330350 NOVA IGUACU"";214902,05;-;3292414,94;3507316,99"
"""330360 PARACAMBI"";-;-;48300,45;48300,45"
"""330370 PARAIBA DO SUL"";-;-;796284,34;796284,34"
"""330380 PARATY"";-;-;86649,25;86649,25"
"""330395 PINHEIRAL"";2392,55;-;28861,49;31254,04"
"""330400 PIRAI"";-;-;219287,48;219287,48"
"""330414 QUEIMADOS"";-;-;421849,15;421849,15"
"""330415 QUISSAMA"";-;-;194644,92;194644,92"
"""330420 RESENDE"";-;-;1021287,15;1021287,15"
"""330430 RIO BONITO"";-;-;620173,09;620173,09"
"""330440 RIO CLARO"";17005,94;-;23524,15;40530,09"
"""330450 RIO DAS FLORES"";-;-;8398,15;8398,15"
"""330452 RIO DAS OSTRAS"";-;-;225645,45;225645,45"
"""330455 RIO DE JANEIRO"";14324057,91;-;47598310,92;61922368,83"
"""330480 SAO FIDELIS"";-;-;313464,77;313464,77"
"""330490 SAO GONCALO"";537881,14;-;3959077,50;4496958,64"
"""330500 SAO JOAO DA BARRA"";-;-;193961,66;193961,66"
"""330510 SAO JOAO DE MERITI"";-;-;1304758,94;1304758,94"
"""330530 SAO SEBASTIAO DO ALTO"";-;-;21904,87;21904,87"
"""330540 SAPUCAIA"";-;-;12746,36;12746,36"
"""330550 SAQUAREMA"";299772,60;-;902284,42;1202057,02"
"""330555 SEROPEDICA"";-;-;9842,37;9842,37"
"""330575 TANGUA"";-;-;19406,45;19406,45"
"""330580 TERESOPOLIS"";-;-;1346441,70;1346441,70"
"""330600 TRES RIOS"";3178,63;-;585941,32;589119,95"
"""330610 VALENCA"";682551,41;-;1043553,71;1726105,12"
"""330615 VARRE-SAI"";-;-;10906,01;10906,01"
"""330620 VASSOURAS"";1831989,97;-;951349,18;2783339,15"
"""330630 VOLTA REDONDA"";1947462,32;-;3592015,19;5539477,51"
"""350010 ADAMANTINA"";-;-;652403,41;652403,41"
"""350050 AGUAS DE LINDOIA"";-;-;42525,24;42525,24"
"""350070 AGUDOS"";-;-;40047,00;40047,00"
"""350110 ALTO ALEGRE"";-;-;1036,76;1036,76"
"""350130 ALVARES MACHADO"";-;-;27515,64;27515,64"
"""350160 AMERICANA"";-;-;1041774,02;1041774,02"
"""350170 AMERICO BRASILIENSE"";-;-;621294,97;621294,97"
"""350190 AMPARO"";429712,12;-;664560,14;1094272,26"
"""350210 ANDRADINA"";65191,02;-;288606,00;353797,02"
"""350220 ANGATUBA"";-;-;62327,62;62327,62"
"""350250 APARECIDA"";1543,20;-;520061,95;521605,15"
"""350270 APIAI"";-;-;137681,82;137681,82"
"""350280 ARACATUBA"";673909,37;-;4255817,35;4929726,72"
"""350310 ARANDU"";-;-;3620,40;3620,40"
"""350320 ARARAQUARA"";224094,68;-;3704991,48;3929086,16"
"""350330 ARARAS"";230830,77;-;1037289,21;1268119,98"
