"""Munic¡pio"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""351492 ELISIARIO"";-;-;-;4983,89;5823,45;3054,15;6823,94;4818,74;5010,30;4142,25;5348,98;5195,70;4819,95;4843,49;2772,00;4642,12;4139,32;3965,55;3123,36;3805,68;7255,95;7967,67;8498,83;8912,19;9223,62;6528,38;3098,24;6115,54;134913,29"
"""351495 EMBAUBA"";-;-;-;5528,31;5160,15;6082,72;5380,85;2908,58;2080,64;2046,94;4474,14;6153,75;13876,52;8336,04;11591,52;18378,02;12754,82;16419,34;15761,53;16005,74;12609,77;16877,89;15999,35;16132,85;17543,24;15814,49;12534,67;15655,04;276106,91"
"""351500 EMBU DAS ARTES"";5177,70;5634,00;11042,55;1462296,46;1494510,64;1715950,14;1706797,17;1582130,13;1378377,82;1432493,80;1530863,66;1636328,24;1650176,13;1476681,18;1404495,81;1427150,77;1348751,03;1525579,93;1526314,96;1578748,19;1405006,58;1472598,86;1420008,44;1461132,55;1333609,72;1444033,82;992160,12;957798,58;36385848,98"
"""351510 EMBU-GUACU"";-;-;-;252117,37;308572,88;341171,32;370220,71;343414,57;356064,84;298785,87;329809,91;337848,00;183705,70;172890,66;196031,15;243514,69;311538,94;302806,08;221314,26;307744,77;266119,03;244143,77;286589,88;348563,13;373517,84;253859,20;285971,00;237863,05;7174178,62"
"""351512 EMILIANOPOLIS"";600,00;580,00;1285,05;5593,83;5076,35;4200,00;5100,00;3750,00;2850,00;2175,00;5213,85;5924,05;4248,55;1953,20;1263,80;3392,70;2718,10;9398,17;6889,90;10704,61;8666,27;10416,11;10338,34;9554,77;9467,61;9223,05;6451,57;12909,80;159944,68"
"""351515 ENGENHEIRO COELHO"";-;-;-;51114,60;63713,51;70739,09;90635,74;85397,91;77525,10;69610,00;88496,89;87778,27;63908,25;54337,39;53180,10;59344,23;71342,09;84186,67;72030,93;89578,06;67888,39;68310,97;76953,11;90004,78;76511,87;88751,76;64864,17;-;1766203,88"
"""351518 ESPIRITO SANTO DO PINHAL"";-;-;-;182017,22;194989,09;244864,16;267180,44;234451,10;206599,55;187020,78;222109,21;254824,39;257647,17;202244,85;180974,11;179725,62;205492,37;228076,13;248993,20;265531,33;246606,87;239717,74;253677,31;243100,38;254395,58;219292,38;209144,88;221451,65;5650127,51"
"""351519 ESPIRITO SANTO DO TURVO"";-;-;-;14535,04;5713,03;11031,84;10569,65;6961,68;7433,01;4418,85;3698,87;3376,58;4942,68;7847,08;24149,88;9523,42;8010,57;7248,72;10998,62;11571,20;14033,72;-;7698,24;2838,37;2467,87;11091,55;9666,36;10089,77;209916,60"
"""351520 ESTRELA D'OESTE"";-;-;-;51740,00;51997,10;61622,05;71594,98;64780,48;64019,43;67764,70;74692,99;70722,63;71010,91;75306,63;88018,78;95099,19;83556,57;92564,79;94305,17;104628,04;86219,46;91475,50;95026,85;97542,39;92261,16;94145,23;82531,70;94883,20;2017509,93"
"""351535 EUCLIDES DA CUNHA PAULISTA"";-;-;-;47813,82;51342,17;57266,42;59535,60;62723,72;59214,00;56604,98;58019,75;69092,58;55359,84;61246,66;56119,14;51087,31;54267,21;59755,36;60117,17;62177,04;59689,75;58571,44;62792,59;72183,65;64349,04;61799,03;58164,66;59952,62;1479245,55"
"""351540 FARTURA"";-;-;-;28101,75;37072,17;26808,77;60654,16;64813,78;69035,11;114978,41;100326,60;95167,10;92433,04;125174,10;122678,70;58732,32;64004,87;70838,18;74934,14;80024,29;70961,70;111307,32;153715,79;133940,41;109680,48;139568,29;100371,46;151228,37;2256551,31"
"""351550 FERNANDOPOLIS"";-;180,00;16592,03;1396584,46;1404035,26;1525469,23;1646740,06;1560557,69;1473160,21;1548856,53;1584402,90;1571739,96;1650954,06;1547060,24;1470296,90;1572924,61;1534158,81;1557136,15;1568156,89;1589006,57;1578223,20;1575097,16;1615606,94;1664750,95;1581991,60;1512305,24;1544071,18;1512229,22;38802288,05"
"""351560 FERNANDO PRESTES"";-;-;-;18395,23;16770,55;20755,13;23575,46;25535,84;22421,45;19900,13;2103,75;16589,26;29259,16;23077,68;26480,83;17912,69;25373,94;25273,58;30200,82;21691,30;20605,21;26986,57;19578,02;21505,05;26878,58;27811,28;19895,11;-;528576,62"
"""351565 FERNAO"";-;-;-;-;-;-;2475,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;6300,00;9000,00;8325,00;3600,00;-;34650,00"
"""351570 FERRAZ DE VASCONCELOS"";-;235,30;3877,31;870156,74;908825,12;1016458,40;1113849,55;1044421,75;1070385,46;957401,06;1014257,24;1115397,67;1009610,28;918815,37;859163,81;890956,79;1085646,28;912544,10;1003496,38;1012847,79;1007028,61;868033,45;1367146,95;972613,41;425547,50;760695,52;667943,01;878452,44;23755807,29"
"""351580 FLORA RICA"";-;-;-;3150,40;3383,35;3123,66;3642,43;3385,52;3353,33;3739,10;3884,82;-;-;3712,94;2725,90;3017,28;3337,12;2362,61;3163,62;3132,82;2887,82;2529,68;2190,25;1967,32;2279,95;2095,20;1692,90;3353,25;68111,27"
"""351590 FLOREAL"";-;-;-;18001,70;18348,84;20402,78;17776,51;17894,65;19833,40;19799,33;20731,87;20377,06;26690,83;23474,13;26458,15;29341,19;20801,15;8437,00;34158,85;26288,54;17261,78;22780,89;17662,03;23717,36;22657,31;-;21963,54;23430,53;518289,42"
"""351600 FLORIDA PAULISTA"";-;-;-;27763,06;35666,34;40771,25;39487,12;33632,43;40494,68;35450,87;42725,44;48903,24;35603,73;31116,53;37960,60;36726,83;42131,98;31484,30;33977,48;33887,41;31725,43;28531,15;29158,34;29434,32;29947,86;36688,20;29804,93;28236,01;871309,53"
"""351610 FLORINEA"";-;-;-;44603,19;39967,51;55901,04;64562,79;55446,51;58252,34;48843,48;49917,84;48743,23;47391,05;56712,78;40519,27;50269,45;54408,69;53741,10;63385,69;61393,84;49022,54;49350,44;59445,10;-;55638,45;49526,42;43499,89;55494,10;1256036,74"
"""351620 FRANCA"";-;-;867,69;6632604,85;6710294,49;7165516,31;7557976,56;7404233,33;6913379,18;7155873,63;7765514,91;7831028,76;8082712,85;7161009,02;7090378,10;7890634,86;7240419,40;7746275,82;7479936,90;8154994,15;7981287,38;8380938,20;8572932,94;8719440,71;8841112,20;8023143,81;7948852,45;8422863,03;192874221,53"
"""351630 FRANCISCO MORATO"";-;18,55;38554,71;1482313,94;1583983,68;1752338,87;1793330,82;1822368,33;1627193,96;1586073,87;1687285,69;1709961,02;1728485,37;1657131,13;1651296,01;1550098,26;1642901,86;1695659,94;1724658,79;1807777,71;1651095,69;1630119,57;1729205,74;1680504,46;1765968,40;1643977,42;1713793,88;1439825,56;41795923,23"
"""351640 FRANCO DA ROCHA"";-;3700,68;7666,83;2412715,25;2486240,32;2496090,32;2114041,29;2852020,59;2440482,19;2706172,11;2443308,71;1705797,65;2617229,90;2806009,20;2275454,47;2234497,29;2305247,36;2485714,88;2442060,32;2513295,68;2676415,09;2852390,28;2778655,81;2865868,30;2975005,25;2701417,87;2690592,72;2707634,66;63595725,02"
"""351650 GABRIEL MONTEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1107,70;2813,80;3420,85;3949,85;4174,71;15466,91"
"""351660 GALIA"";-;-;-;32717,73;33558,89;42012,43;39577,90;42698,63;41294,00;38208,20;44349,27;44910,30;37809,93;29390,69;59049,88;38028,70;38193,46;39994,81;40191,17;40099,28;32895,33;34859,05;42911,63;49074,20;51010,85;42988,50;37871,38;31117,26;1004813,47"
"""351670 GARCA"";-;461,36;5269,26;247164,46;240506,53;303247,78;317342,58;306640,15;301603,81;268205,18;263255,42;336204,36;325265,31;291273,17;274447,41;287043,22;280884,73;305086,88;321256,67;299826,57;265569,40;273677,95;287364,48;287236,61;285268,51;242554,89;249665,18;271160,71;7137482,58"
"""351680 GASTAO VIDIGAL"";-;-;-;3027,66;5567,13;5166,39;9775,16;9754,83;8208,47;9631,68;11025,54;11574,09;12356,99;10418,56;6066,75;10186,59;9292,35;9772,86;11676,49;8894,10;15295,75;22640,99;23975,00;21644,04;25407,46;20445,67;21230,98;-;303035,53"
"""351685 GAVIAO PEIXOTO"";-;-;-;1984,30;5407,80;7167,30;5101,00;6904,30;6693,40;6366,80;6311,20;6597,00;1860,00;2660,00;3140,00;2000,00;5089,50;2640,00;5302,20;5745,10;8448,10;12392,70;-;-;-;-;-;-;101810,70"
"""351690 GENERAL SALGADO"";-;-;-;38374,51;42493,80;46745,99;58641,52;51527,21;49003,14;44556,59;50455,15;55203,67;54762,18;52964,57;40668,60;40452,15;35123,38;42868,43;42986,03;41535,60;37304,86;42913,83;40683,23;33735,60;44311,21;47150,87;40125,59;42963,75;1117551,46"
"""351700 GETULINA"";-;-;-;41045,39;61510,81;61338,87;68137,61;58523,12;66795,33;58578,21;61368,50;68218,77;65714,91;52116,93;41097,21;39514,42;67411,11;60772,52;66235,67;72149,98;59596,42;66473,63;61102,53;70957,63;75394,19;76693,62;72256,82;135693,54;1628697,74"
"""351720 GUAICARA"";-;-;-;7955,34;18031,97;14698,09;11740,33;18365,19;8931,77;19154,94;15162,18;7583,79;12866,42;11431,43;10903,78;5427,81;11237,67;11093,29;18347,52;18949,47;17188,93;19940,69;20211,36;23787,92;20608,95;16545,87;15448,63;13315,01;368928,35"
"""351730 GUAIMBE"";-;-;-;24292,70;25073,51;25121,85;29306,38;26357,39;27772,47;24776,12;24934,12;26614,49;27871,42;27511,46;24839,42;21094,27;19967,31;28224,93;23297,54;24265,19;28980,30;23362,55;21848,45;22714,18;21346,52;24496,64;23119,11;25601,17;622789,49"
"""351740 GUAIRA"";-;-;-;329388,78;342049,88;368546,61;430357,21;384538,47;347507,21;377899,01;391936,38;376000,80;401906,17;360938,89;328380,67;360740,86;426251,95;401913,09;429344,02;436019,21;386663,32;385087,34;442018,57;438578,09;448998,95;370921,01;392999,10;326557,06;9685542,65"
"""351750 GUAPIACU"";-;-;-;137448,51;130388,17;128563,22;144990,36;147337,35;145521,93;142810,88;142623,07;147465,06;126451,62;102139,38;86581,70;150176,56;151501,15;156521,47;155122,33;167961,61;150551,98;155380,09;150065,51;155612,30;108588,08;105615,53;92982,89;100889,08;3383289,83"
"""351760 GUAPIARA"";-;-;-;32114,76;32245,05;34712,28;35135,95;31663,75;31897,09;34099,50;37625,73;34858,31;29475,51;25658,17;21817,60;-;64581,88;63100,36;67753,63;78299,55;76941,56;60761,24;69924,72;9722,23;28655,09;23883,47;51391,01;42950,70;1019269,14"
"""351770 GUARA"";-;-;-;76493,61;69708,41;62283,97;80067,52;80265,22;74667,96;46665,47;70805,97;73364,29;62031,43;57134,76;67505,80;60569,77;75417,31;76630,17;79094,82;39416,57;40418,84;68384,16;47381,02;84688,97;49188,78;76763,79;43614,21;62698,47;1625261,29"
"""351780 GUARACAI"";-;-;-;22023,59;23398,89;26470,66;31535,15;32751,27;24824,99;20698,80;27423,78;25516,32;28218,99;23403,90;27576,50;38165,62;25026,52;22705,89;20195,90;28280,55;19869,35;19317,89;21581,60;22296,61;22042,91;23110,32;20862,17;20532,41;617830,58"
"""351790 GUARACI"";-;-;-;60018,13;78644,86;78968,15;92205,89;98034,22;90650,67;81259,55;80899,65;88799,70;82893,63;82439,93;77257,26;170356,59;151231,18;145437,44;164533,67;160893,60;174993,51;210313,53;199999,53;189849,93;184904,65;158975,90;174064,74;169534,73;3247160,64"
"""351800 GUARANI D'OESTE"";-;-;-;8351,71;11627,26;25113,29;21132,69;20702,60;15300,07;10117,95;6790,73;8363,92;20354,38;25927,51;24574,97;20952,37;24468,54;26200,99;42168,78;27631,57;24825,66;22571,99;24537,74;28989,45;30336,46;25613,30;19355,15;-;516009,08"
"""351810 GUARANTA"";-;-;-;78,85;165,40;190,15;218,19;145,70;99,90;184,40;307,40;62,80;42,10;85,85;123,65;161,06;113,92;43,10;5,00;14,00;14,00;7,00;2,00;9,00;4,00;12,00;7,00;-;2096,47"
"""351820 GUARARAPES"";-;-;-;168688,25;176121,96;148655,10;172651,68;181789,35;39927,10;164184,35;168046,82;167882,80;172467,08;159157,63;158539,87;171112,88;165860,50;170632,49;173240,02;173744,32;162095,98;157474,97;159984,61;154900,92;170793,97;162397,76;143681,85;157128,80;4001161,06"
"""351830 GUARAREMA"";-;-;6,30;272278,07;286553,66;356075,09;350141,63;335702,79;291248,61;297299,21;295633,94;138947,02;263673,35;259701,78;309909,43;228824,52;253709,94;244369,56;284505,45;324345,12;273564,50;306103,19;327291,52;329162,51;398428,24;351055,94;372940,41;306873,26;7458345,04"
"""351840 GUARATINGUETA"";-;41,16;1550,36;1293800,56;1317444,86;938816,84;1448129,78;1473058,20;1353501,07;1436099,66;1476155,81;1477434,38;1529024,99;1446464,86;1375101,32;1402959,73;1423591,30;1489571,70;1555055,15;1623608,82;1388870,49;1558901,20;1433542,59;1473105,38;1139003,68;1215749,31;1173774,48;1111975,36;34556333,04"
"""351850 GUAREI"";-;-;-;46908,35;23515,44;52352,69;62589,25;64509,80;52716,88;19315,35;56239,93;55834,36;57245,78;44926,98;42263,07;48550,48;50780,13;51791,71;59912,38;33697,87;51288,59;58504,25;69093,44;74509,29;70518,37;47609,02;17636,84;61343,18;1273653,43"
"""351860 GUARIBA"";-;14,01;1392,69;258693,55;490455,64;325820,95;351312,22;352060,14;311547,18;308629,54;349013,85;315219,44;351192,05;351816,29;238276,37;327267,91;284973,60;311854,92;350064,88;324383,09;298897,11;361731,82;410339,65;544871,36;540642,24;441850,27;296452,08;345423,46;8844196,31"
"""351870 GUARUJA"";-;291828,38;265667,72;2960948,32;3016061,64;3302304,37;3533082,84;3254897,28;3243999,37;3240311,63;3401634,76;3403162,41;3650432,54;3455876,70;3069774,71;3400736,67;3386991,36;3614037,86;3448003,08;3843908,59;3277041,14;3770984,39;3769455,58;4056691,92;4217598,21;3785306,64;3503271,34;3716198,75;87880208,20"
"""351880 GUARULHOS"";8195,45;15375,00;592087,24;11133323,62;11748377,14;12964907,82;13195447,68;13051781,95;11956568,82;12111770,52;12775322,15;12097092,59;12769277,36;13200503,71;10669110,52;11340138,31;12136571,73;13079687,85;13361166,25;13180630,65;13161483,63;15513008,38;13601548,72;14346696,13;14761564,74;13436557,09;12912452,05;12196688,84;321317335,94"
"""351885 GUATAPARA"";-;-;-;85465,43;99092,44;97379,58;112357,60;106587,73;108791,04;21091,80;109607,84;102735,08;103632,17;59370,43;224223,51;84585,86;94207,68;97110,98;62821,52;104537,73;88212,87;111195,84;98939,98;113063,33;107545,17;74345,75;74224,09;82179,24;2423304,69"
"""351890 GUZOLANDIA"";-;-;-;118,83;725,73;112,40;1802,02;1844,53;2753,70;1376,70;1634,95;488,96;1268,01;1301,74;476,64;694,87;1036,05;1013,83;967,40;2169,81;-;-;-;-;-;-;-;-;19786,17"
"""351900 HERCULANDIA"";-;-;-;79587,64;80659,08;87612,14;58469,82;74937,77;79495,14;82394,06;68347,35;72925,48;77317,36;84715,05;72895,58;85556,82;80813,21;96032,72;52590,95;39737,48;64581,91;64967,87;108404,49;116037,76;98866,46;102416,62;85125,07;109011,11;2023498,94"
"""351905 HOLAMBRA"";-;-;-;52013,67;61208,33;5367,81;76828,87;7169,57;-;58573,66;65357,18;3100,06;-;56069,23;54070,63;57016,16;4418,20;77888,78;76617,23;2585,32;66969,49;64472,30;69185,14;55421,77;21358,55;23183,93;29477,72;30699,00;1019052,60"
"""351907 HORTOLANDIA"";6439,16;131296,62;79157,42;1964635,70;2073744,94;2306612,58;2476797,92;2593462,57;2161787,51;2116689,50;2220862,66;2282698,16;1936969,53;2070056,45;1843761,50;1959341,12;2039038,51;1976687,90;2879755,89;2157705,22;2395360,92;2177598,88;1847054,71;1934284,79;1796730,98;1703012,32;1748394,40;1683696,36;52563634,22"
"""351910 IACANGA"";-;-;-;42336,40;38861,16;40532,45;41229,13;42309,15;41583,71;40551,39;40654,10;40973,80;36736,79;42743,54;38559,36;42886,85;38357,66;42541,52;43642,76;42302,59;42739,53;42652,47;48166,10;41995,09;51474,36;56182,35;54379,64;51223,20;1085615,10"
"""351920 IACRI"";-;-;-;4997,91;2837,98;5091,61;4399,97;15641,55;20899,08;25358,57;24455,49;24349,27;10537,70;10465,89;6549,41;11366,01;12668,51;3313,40;10088,83;4990,81;10502,98;17271,50;26245,47;23514,94;28220,09;28446,90;29937,63;29988,92;392140,42"
"""351925 IARAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4,00;34,40;5,00;1,00;37,09;47,43;34,40;20643,81;7779,34;21864,55;30768,46;31224,48;21555,73;12148,05;146147,74"
"""351930 IBATE"";-;-;-;184577,03;185142,58;220408,58;223285,33;204184,87;168872,62;217161,05;198944,70;261671,61;255044,29;209470,50;178907,89;216314,45;224833,22;181317,22;210262,99;208105,13;195967,37;227064,99;229227,98;233072,35;231110,82;248842,23;198826,90;236570,23;5349186,93"
"""351940 IBIRA"";-;-;-;37242,74;42015,38;54027,80;45037,26;53636,87;57255,10;41616,45;57792,20;61024,86;51785,61;57406,21;35065,66;42696,97;38713,27;42129,79;71594,29;81190,60;42518,37;55175,77;56734,58;83209,25;59582,83;97491,77;79567,52;82656,23;1427167,38"
"""351950 IBIRAREMA"";-;-;-;43227,92;22713,71;24399,07;70900,14;88582,99;52713,43;56882,32;53438,20;54948,05;59854,22;46257,50;49516,55;49026,64;52273,49;53474,54;51617,31;64301,80;68024,44;60125,16;56359,54;68578,15;68082,55;55303,93;50457,18;-;1321058,83"
"""351960 IBITINGA"";-;-;3850,50;273393,58;252505,87;284921,89;298900,54;312768,83;295613,59;252577,29;297945,88;320993,62;296142,24;269797,03;297482,22;279672,62;317525,25;311357,08;316328,67;283103,87;305249,16;254941,41;301875,66;312972,94;318464,95;216103,15;259801,60;308988,01;7243277,45"
"""351970 IBIUNA"";-;-;-;529599,46;560229,15;625936,37;655321,49;643732,45;643121,50;572316,58;614865,99;467962,62;356937,87;307948,86;338576,20;270312,23;306891,03;279575,91;132627,81;326806,77;225964,69;264321,82;303106,90;277501,74;5668,11;47440,83;-;-;8756766,38"
"""351980 ICEM"";-;-;-;11760,51;12459,38;12557,05;8767,41;10946,64;13309,76;13857,03;12211,01;15786,53;20064,67;16645,37;14214,66;14698,52;16117,77;13097,23;11665,57;19432,65;12641,79;19141,47;14948,22;14457,02;13221,12;7498,82;9183,26;10734,89;339418,35"
"""351990 IEPE"";-;-;-;45584,67;46015,18;48039,40;50588,47;70022,26;67101,96;67575,79;55576,77;78074,90;68879,41;99341,98;68086,96;76471,25;70871,23;72000,48;93379,83;100671,58;90512,27;83293,04;87765,20;95475,39;86887,48;152047,17;101046,44;97423,31;1972732,42"
"""352000 IGARACU DO TIETE"";-;-;10,00;59628,05;65163,29;89613,67;99944,90;92458,70;69168,88;70763,63;83175,83;97289,83;83465,49;84540,51;77382,21;58115,42;120098,29;100655,08;109544,31;102424,95;96239,33;92923,66;114935,62;111159,62;124403,99;64730,44;50455,36;50054,54;2168345,60"
"""352010 IGARAPAVA"";-;-;268,75;162006,05;217142,16;146543,54;167961,41;159592,07;159211,76;172896,01;170962,37;181687,98;240335,12;168735,87;150312,79;169155,39;175185,47;172532,36;171249,48;166770,82;188263,01;176434,72;176630,40;197800,37;192796,29;180979,90;203837,71;163044,95;4432336,75"
"""352020 IGARATA"";-;-;-;33241,00;38367,44;42528,06;58221,96;46424,09;38220,74;38296,08;56846,74;60125,82;48769,80;40307,52;30327,58;70906,26;45023,20;67185,43;74382,40;92294,21;71122,39;70151,13;75644,54;77135,21;74688,84;76701,48;62470,38;56867,14;1446249,44"
"""352030 IGUAPE"";-;-;-;105642,65;80585,51;75804,59;56221,65;47220,10;67381,21;83623,72;95898,68;104733,34;-;84246,69;-;-;78282,86;92944,34;98380,33;97798,62;84520,14;80863,67;98848,66;104762,71;97285,29;-;103157,73;89472,14;1827674,63"
"""352040 ILHABELA"";71,85;6407,41;3687,09;434009,94;416750,17;412234,31;439622,11;470593,38;480592,18;368894,42;413289,43;387637,41;437192,33;475628,08;660163,64;594789,77;441015,28;574537,52;569737,05;607082,77;543324,16;455804,23;570361,71;445852,17;575368,58;594934,45;576314,61;-;11955896,05"
"""352042 ILHA COMPRIDA"";-;-;-;135408,08;136529,67;148588,02;144415,80;87317,37;82934,36;46195,77;71516,31;84186,91;86098,92;117616,86;57073,23;139293,38;121325,08;123893,05;129240,81;127530,89;148908,36;134484,63;113804,67;122337,32;131607,81;118284,45;80551,28;78024,33;2767167,36"
"""352044 ILHA SOLTEIRA"";-;-;262,95;371129,18;407172,78;456897,59;362389,08;373376,80;337893,02;375769,28;391278,47;433277,34;431486,25;409970,14;439541,34;445239,83;418839,19;465174,80;429340,36;463601,34;418681,50;508232,03;520053,53;512812,36;545891,00;485627,25;478087,06;398612,69;10880637,16"
"""352050 INDAIATUBA"";-;11,00;411,36;2823957,82;2960464,23;3340675,91;3506541,16;3510815,25;3401503,40;3226039,97;3652802,89;4034391,60;4035079,35;3432023,32;2645126,80;2863955,25;3547669,07;4001570,20;4108959,44;4122096,78;3866935,07;3930417,32;3904063,82;3986052,15;4272441,85;3803469,24;3404072,49;3510153,69;89891700,43"
"""352060 INDIANA"";-;-;-;9278,50;12093,35;14724,59;10399,34;8805,70;10275,42;12164,57;9362,30;11219,25;8323,06;12291,78;6931,79;12260,11;11549,68;12141,09;7467,15;8338,26;11608,05;15947,92;14711,14;10954,27;12832,89;14360,07;14905,84;8254,74;281200,86"
"""352070 INDIAPORA"";-;-;-;44782,45;43889,01;47292,33;57144,73;53156,72;60163,88;58959,24;55504,63;62289,96;56194,31;45550,46;55855,34;75589,95;61457,05;54739,08;49558,09;69852,31;59666,60;57687,36;63032,11;59970,06;61291,32;54985,58;53699,87;56759,74;1419072,18"
"""352080 INUBIA PAULISTA"";-;-;-;5329,77;5575,78;5906,03;11239,44;9067,97;7976,03;8152,23;10084,06;10011,58;9952,08;9514,07;-;7911,60;9223,80;5385,62;5454,87;5837,84;5713,86;3546,68;8368,29;10738,66;9789,58;5695,85;7035,63;6665,03;184176,35"
"""352090 IPAUSSU"";-;-;-;42274,27;43592,96;39692,31;55190,62;52386,44;47793,19;44548,26;48748,20;57587,44;51697,67;48324,65;37706,60;55982,67;53056,81;64601,71;61584,01;62756,84;62932,86;76411,65;74314,67;80974,40;122615,68;111870,57;97747,44;124134,56;1618526,48"
"""352100 IPERO"";-;-;-;143599,10;155026,94;159406,77;155009,21;157050,90;159303,26;165128,20;165215,29;163683,73;166665,41;165001,02;140837,70;168831,35;166930,80;156170,48;163644,68;166663,33;164779,66;147967,70;163672,91;198928,98;197103,08;193148,88;149562,11;172335,26;4105666,75"
"""352110 IPEUNA"";-;-;-;37511,86;38218,42;41777,48;56895,16;60321,96;57076,56;40777,75;45664,29;44555,16;43339,13;37748,25;34885,45;39075,12;40439,59;49523,15;48463,01;55569,03;47175,63;40062,49;54193,84;69827,29;95115,88;91288,45;77935,33;76454,15;1323894,43"
"""352115 IPIGUA"";-;-;-;6475,78;9899,96;12431,30;19518,41;16065,76;16735,94;20156,47;17685,62;26195,91;19562,47;15683,35;14837,11;13447,77;13375,75;12785,50;19417,14;17370,86;15360,93;18297,03;18421,97;15544,40;16965,25;14380,37;9094,48;16213,87;395923,40"
"""352120 IPORANGA"";-;-;-;3140,26;1910,70;15580,56;15389,62;15037,52;12587,85;3153,41;17039,00;10518,38;11107,95;10701,64;6644,00;19029,09;29853,57;35689,36;33089,37;37099,41;42399,24;36897,77;29644,02;26629,08;24726,52;18746,24;25924,88;23051,38;505590,82"
"""352130 IPUA"";-;-;-;45481,12;51875,14;54265,19;68655,66;68133,47;63829,18;61795,34;65725,50;69287,43;73147,45;51316,20;45891,26;69140,81;60132,44;51734,71;39708,76;54880,75;67649,93;70386,69;70339,86;71962,71;71105,01;71518,15;52655,48;45481,27;1516099,51"
"""352140 IRACEMAPOLIS"";-;-;-;12689,00;16257,20;15731,58;-;21326,80;21586,63;20565,43;80412,81;85868,59;101626,19;86975,13;53247,23;68013,95;105305,47;95116,59;92109,83;124958,01;90803,58;85468,03;97347,50;91691,66;110306,46;90470,16;50263,73;-;1618141,56"
"""352150 IRAPUA"";-;-;-;13471,09;12858,12;15339,19;33639,43;37814,58;37191,82;33714,49;37329,30;39150,46;41311,36;39469,36;32164,17;35359,66;41720,39;38691,95;30658,87;20277,59;33118,26;34249,73;33000,65;20138,07;16852,66;12794,65;10227,71;9457,17;710000,73"
"""352160 IRAPURU"";-;-;-;10419,75;3072,70;3105,70;3535,55;3108,30;2397,60;4052,30;3605,70;1416,90;4233,90;4038,60;2206,90;4100,10;2891,10;3514,50;2232,10;3219,50;4023,40;4187,20;3399,60;2313,10;3606,80;3354,40;4304,70;4380,30;90720,70"
"""352170 ITABERA"";-;-;-;69224,20;83402,97;95739,06;92223,79;105102,99;116940,42;92663,02;103685,76;109947,67;149321,72;58150,86;86486,29;86987,62;89729,11;91658,00;99000,76;108351,41;99264,43;99456,33;100054,05;105058,16;115469,41;102583,81;110306,06;-;2370807,90"
"""352180 ITAI"";-;-;-;57734,26;62022,22;64048,80;51781,87;61083,02;60660,85;61965,09;63683,83;59577,21;59174,62;55839,57;53439,31;54869,02;54427,91;59321,56;50190,30;54052,61;104383,46;61279,45;117115,96;68991,02;73484,28;67779,96;67364,12;72498,05;1616768,35"
"""352190 ITAJOBI"";-;-;-;54581,09;44252,68;48582,57;56853,94;32001,13;59193,37;63014,16;63777,85;58972,33;77645,37;76461,65;88177,21;128830,25;114236,50;89146,59;90016,76;90616,04;66407,60;77224,01;76574,05;78409,31;70071,94;63486,84;53321,08;53859,01;1775713,33"
"""352200 ITAJU"";-;-;-;-;4918,44;5184,86;6220,69;6040,82;6935,87;3580,04;4844,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37724,84"
"""352210 ITANHAEM"";-;-;13,72;468432,00;638672,15;692263,47;645039,17;690269,87;469993,89;593713,57;627353,46;635089,44;634437,44;764556,70;691680,18;734158,51;703769,78;875181,29;781601,38;827164,69;691791,29;878882,73;735574,38;888726,13;860701,69;865470,48;742313,13;77704,28;17214554,82"
"""352215 ITAOCA"";-;-;-;492,77;586,04;389,27;556,54;533,03;533,42;633,40;411,41;727,26;714,58;453,51;405,92;600,11;567,38;456,45;471,18;621,25;630,68;2018,21;5282,15;3093,54;582,26;21607,78;11528,51;4231,20;58127,85"
"""352220 ITAPECERICA DA SERRA"";-;-;122422,33;1877800,07;1935649,53;2097157,11;2436425,00;2241979,68;2074860,40;1929652,48;1992516,72;2236019,28;2285880,42;2044071,06;1930097,64;2065410,33;2123200,79;2203455,84;2320333,75;2069988,34;2097270,24;2256127,81;2286265,69;2412386,80;2356298,32;2178383,05;2044357,86;1929531,79;53547542,33"
"""352230 ITAPETININGA"";-;-;315,00;2008419,76;2058669,05;2359477,74;2360435,29;2209295,28;2230346,02;2490656,40;2867882,08;2362300,84;2420003,40;2116557,01;2080310,00;2376668,99;2048135,54;2364400,09;2349549,97;2256462,01;2318963,62;2379881,13;2850159,51;2374882,78;2529802,02;2347986,27;2297227,85;2292234,36;58351022,01"
