"""Munic¡pio"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""355190 SEVERINIA"";-;-;-;855;694;1101;1560;2074;758;648;1498;1701;1241;1177;3973;8400;9743;10585;10061;12493;11222;10038;12674;13190;13074;11081;10605;11379;161825"
"""355200 SILVEIRAS"";-;-;-;8;3;10;4;3;16;27;1118;738;473;201;622;421;551;614;441;820;846;842;817;881;707;873;940;210;12186"
"""355210 SOCORRO"";-;-;-;544;2178;581;2207;2529;1816;1607;1362;1715;1690;1416;89;77;104;-;215;220;177;171;624;592;772;243;546;702;22177"
"""355220 SOROCABA"";-;4;1289;357322;336818;374725;481591;455807;426563;424861;450941;477002;480303;432071;384983;482656;430499;487945;483983;509925;456920;498967;522567;573650;502301;467562;406483;459831;11367569"
"""355230 SUD MENNUCCI"";-;-;-;8052;7718;8228;10658;8450;8616;7009;9114;6577;10980;9670;7104;7635;9607;7041;9137;9256;7554;9155;10050;6412;3550;10425;7825;8027;207850"
"""355240 SUMARE"";-;-;53155;110044;121338;146448;175438;217259;190437;176307;191780;182515;150702;140893;203176;90736;182909;206803;94346;253451;213403;195173;211360;147231;157724;129794;154869;69808;4167099"
"""355250 SUZANO"";-;-;-;68221;86954;98731;120279;111422;91839;91451;106951;94960;80574;69672;77598;75095;83961;89077;94579;98171;83804;87628;89451;91125;81871;82697;83063;82464;2221638"
"""355255 SUZANAPOLIS"";-;-;-;6209;7305;8966;8626;8734;8083;7866;7357;7859;9106;9504;8270;8865;9612;8710;10386;10269;8668;7127;7883;8784;7560;8278;7607;-;201634"
"""355260 TABAPUA"";-;-;-;17425;17890;20636;26076;22150;20770;16515;17207;17801;16936;14692;16156;15958;17110;18542;19020;18350;16927;17968;17344;20488;18645;15449;14459;16088;450602"
"""355270 TABATINGA"";-;-;-;3619;3060;3801;3548;4232;3868;2932;3456;4088;3540;3075;2549;3683;211;159;6574;5505;5038;4974;5988;5448;6041;6044;6004;6107;103544"
"""355280 TABOAO DA SERRA"";-;-;524;37780;46087;56535;61923;60811;54280;45827;54394;49357;47757;48956;46302;50473;49089;56113;64352;77037;58361;54433;47150;38267;51244;46068;43154;43234;1289508"
"""355290 TACIBA"";-;-;-;118;73;113;119;145;183;205;204;212;176;-;92;185;-;191;111;147;103;123;109;-;-;-;-;-;2609"
"""355300 TAGUAI"";-;-;-;22478;21245;27878;28682;18755;23223;22156;27888;24805;24773;24825;21133;22736;25107;25457;26269;26020;25933;26686;27755;28653;29709;27503;21903;23496;625068"
"""355310 TAIACU"";-;-;-;2750;1543;2461;2295;2109;1663;1720;1444;1006;889;661;-;2857;3563;2522;2500;1553;1314;1032;313;871;-;526;747;-;36339"
"""355320 TAIUVA"";-;-;-;4408;4840;8365;12515;10894;9858;9544;10697;12295;10282;8822;8234;10029;11683;12234;12805;15147;12509;9928;13555;17236;15492;16184;12854;16554;286964"
"""355330 TAMBAU"";-;-;-;17498;18134;19719;21446;20662;18893;19127;17030;18479;18252;17296;14804;16954;22295;18301;19214;18324;19155;22698;22610;24501;25282;22738;16541;22239;492192"
"""355340 TANABI"";-;-;-;842;1285;1603;1918;1251;104300;1026;1447;1625;1493;1443;950;1241;1683;1545;1877;2029;1651;1174;1526;768;1460;1528;1087;1752;138504"
"""355350 TAPIRAI"";-;-;-;12800;10185;10413;12093;11426;11090;8699;9562;10099;10284;9138;6740;7773;9046;9637;10722;11469;9379;9300;9424;8486;9506;12825;8621;9388;248105"
"""355360 TAPIRATIBA"";-;-;-;823;344;398;331;879;392;312;333;1696;188;358;264;331;255;271;308;427;434;291;362;333;283;255;409;527;10804"
"""355365 TAQUARAL"";-;-;-;5294;4698;4364;8354;10480;6757;6901;6945;7679;4575;-;-;-;-;-;-;-;3621;430;4271;318;-;-;-;-;74687"
"""355370 TAQUARITINGA"";-;-;-;-;9855;8872;7704;8592;8755;7519;8518;7911;8247;8015;8622;11348;11892;12442;11520;10974;10252;8523;9625;9626;9285;7751;8153;7680;221681"
"""355380 TAQUARITUBA"";-;-;-;30527;30814;37449;38188;37077;37849;30490;30977;29552;37395;33360;27687;31157;33272;33765;36365;35668;29851;31036;32886;34332;41238;35027;23868;31116;830946"
"""355385 TAQUARIVAI"";-;-;-;5192;5007;5423;5992;4891;5361;5341;5914;6656;6712;5280;2975;3163;6181;7168;7807;7370;7079;7718;3908;3439;6666;3997;5074;5874;140188"
"""355390 TARABAI"";-;-;-;71;45;60;75;26;82;79;8;97;92;75;28;57;81;105;51;82;75;123;14;32;9;49;5;77;1498"
"""355395 TARUMA"";-;-;-;28214;27110;32593;41937;46385;40820;34403;41173;37214;37949;38764;34608;31015;37165;45825;39253;41783;37097;27930;32817;37225;35890;35473;31968;34632;909243"
"""355400 TATUI"";-;-;1;81826;83134;91401;145132;127372;191731;129852;140007;118914;117529;106440;89952;124641;142249;142225;129799;148385;116415;125951;120024;133809;136344;113755;106475;114585;3077948"
"""355410 TAUBATE"";-;-;577;68917;71033;92042;347822;80475;80830;68576;79781;63442;69285;59614;58191;68815;61648;69579;49429;70726;54436;46176;53650;52968;59201;53581;51406;49883;1882083"
"""355420 TEJUPA"";-;-;-;140;199;134;40;59;123;173;222;227;202;181;97;248;39;-;-;13;18;-;-;-;-;12;19;-;2146"
"""355430 TEODORO SAMPAIO"";-;-;-;23890;22056;25326;28111;27324;28332;27471;32298;32882;29895;27546;19703;23622;30087;31409;35801;32875;26721;32358;36449;38989;38853;31541;23616;31144;738299"
"""355440 TERRA ROXA"";-;-;-;4388;5232;5172;3983;1672;1470;1425;2830;3320;3117;11673;4553;12436;2473;10213;4842;4697;4585;4109;4384;4668;4652;4545;4531;4319;119289"
"""355450 TIETE"";-;-;-;7503;140;361;636;835;503;197;142;124;100;63;67;46;1702;3458;3389;3689;3273;3168;3212;3159;3422;3355;2179;4532;49255"
"""355460 TIMBURI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;4109;4026;4036;4805;5535;4852;5838;4736;4717;4757;47435"
"""355470 TORRINHA"";-;-;-;4459;3956;4772;6468;5773;5175;6469;6320;5954;5945;5054;5275;6422;6965;6496;6871;7732;6614;6518;6900;6682;7680;6627;5757;-;146884"
"""355475 TRABIJU"";-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;82;-;1;-;-;-;-;-;-;-;27;-;113"
"""355480 TREMEMBE"";-;-;-;2096;5077;10696;13045;3634;14461;12907;10727;5326;14685;13924;13354;14073;15372;15441;14264;10389;14217;14568;22176;15931;16942;18017;13428;17891;322641"
"""355500 TUPA"";-;-;-;16312;894;868;1508;6900;680;6133;7888;9080;3783;3550;3819;6696;7757;5790;1710;18956;5174;8117;8489;8626;8520;6195;6224;7537;161206"
"""355510 TUPI PAULISTA"";-;-;-;27034;24924;33964;37838;36553;40551;32381;31820;33579;37542;36451;29298;34709;35642;35373;35610;38646;32153;13310;35451;42161;41705;41257;36480;40006;864438"
"""355520 TURIUBA"";-;-;-;-;-;-;4276;4901;4392;3365;574;4849;4417;3835;3957;6830;8349;6879;7571;7099;6917;8626;8556;9440;9621;7312;7490;6937;136193"
"""355530 TURMALINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;418;35;-;-;-;453"
"""355535 UBARANA"";-;-;-;8028;8484;9846;12406;9964;10179;10696;11703;11210;12084;6921;9783;14854;12998;9885;7158;9953;9050;9787;12609;13988;11051;10889;9496;-;253022"
"""355540 UBATUBA"";-;-;-;21449;27167;38546;23092;24042;23582;19305;18826;14098;14252;19193;24090;23015;20422;20661;24488;24441;20382;3701;4598;14822;12713;11694;12975;15261;476815"
"""355550 UBIRAJARA"";-;-;-;7586;5647;3622;7498;8474;8011;7652;9230;9006;8420;6242;5911;7026;7560;7579;8863;7542;7832;9480;12808;10886;11459;8004;570;532;187440"
"""355560 UCHOA"";-;-;-;717;711;695;1369;2466;2463;945;2474;945;733;1599;1246;2108;1180;1567;2131;4742;1595;1211;1280;4675;1366;1405;3008;-;42631"
"""355570 UNIAO PAULISTA"";-;-;-;540;564;1092;1519;3772;-;4552;4856;4908;4376;5950;331;5072;5459;4904;5925;6858;5035;5446;6322;7697;6479;5182;4918;4355;106112"
"""355580 URANIA"";-;-;-;558;544;544;670;734;799;18157;18914;19505;19611;17355;397;323;717;478;368;384;467;789;418;455;551;584;407;654;104383"
"""355590 URU"";-;-;-;4830;4131;4098;7320;4371;5281;4874;5281;5629;5676;5343;5001;5293;5959;5775;5740;5765;5306;5302;6367;6634;6272;4709;4927;7474;137358"
"""355600 URUPES"";-;-;-;9712;8252;11767;13447;15618;13415;16303;16384;15116;14922;9784;11673;14275;11703;5023;5360;6531;5782;5506;5352;5171;6100;6094;6180;5760;245230"
"""355610 VALENTIM GENTIL"";-;-;-;6975;7415;7939;9406;14056;8323;8500;12908;13046;10489;8100;9352;15472;14587;7421;22581;10692;8726;12528;13601;9879;10092;13986;12134;11732;279940"
"""355620 VALINHOS"";-;-;-;54163;52008;70481;72640;66973;57642;49799;63561;73510;62083;57277;57878;68500;72248;74762;65696;57044;56892;58959;61926;72303;75095;64097;53075;53937;1572549"
"""355630 VALPARAISO"";-;-;-;20103;19774;20967;29076;21596;27703;26392;27855;28336;29764;24422;16164;21267;26761;21585;30713;26573;27142;27317;23415;28642;27050;27662;17662;24437;622378"
"""355635 VARGEM"";-;-;-;13899;16468;18938;18446;17277;15493;16364;17467;16952;16292;16312;13967;16295;16264;16170;16852;17646;17220;16319;17379;21539;18248;14527;12694;14573;413601"
"""355640 VARGEM GRANDE DO SUL"";475;-;-;28512;19075;14583;32317;37767;26652;28562;32400;30348;36399;30978;29425;38736;39096;39399;39289;42346;39998;39191;41053;45516;44757;39043;39384;40612;875913"
"""355645 VARGEM GRANDE PAULISTA"";562;223;224;12813;15714;18694;1181;40374;14408;11485;14154;15108;13071;18290;23618;20546;17658;18726;18802;22354;19515;18944;19151;17736;19547;17717;-;-;410615"
"""355650 VARZEA PAULISTA"";-;19;-;9086;19182;21124;33894;30306;53515;31189;64115;42799;41297;47757;51455;50193;72635;58821;63030;69667;57232;56642;54724;58132;59694;53492;45117;54630;1199747"
"""355660 VERA CRUZ"";-;-;-;8965;8703;12247;11836;12360;11924;11694;12632;10836;12068;10125;9966;13554;14235;15795;16360;13538;10763;12557;11724;13404;12540;11335;10299;10456;299916"
"""355670 VINHEDO"";-;-;-;32661;37405;38020;39944;37869;36517;32421;39258;38047;39256;34154;27208;35712;35885;38703;34304;40603;35186;33822;39484;32548;37781;29452;22489;30893;879622"
"""355680 VIRADOURO"";-;-;-;4120;4627;4288;7071;4686;2886;3065;4189;3529;2895;2496;2488;7393;4124;2460;2614;1033;1640;1642;2823;2073;2271;2356;1531;2258;80558"
"""355690 VISTA ALEGRE DO ALTO"";-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;62;72;116;85;-;211;5;87;347;244;234;173;-;1658"
"""355695 VITORIA BRASIL"";-;-;-;58;53;59;-;20;10;70;70;74;152;113;55;90;105;110;114;123;83;86;84;94;92;71;86;78;1950"
"""355700 VOTORANTIM"";-;-;7;25003;24303;31878;40111;35981;26084;26612;32387;33248;33410;29004;26075;30186;28699;32357;41264;45861;35677;39551;40231;41817;39350;39519;35194;41767;855576"
"""355710 VOTUPORANGA"";-;1;3;135662;134512;144364;157784;151835;134536;141891;142668;140811;149636;119293;117445;147870;143694;137668;138044;152570;137323;153098;144771;152572;154026;128307;123796;140394;3524574"
"""355715 ZACARIAS"";-;-;-;6920;6898;7028;10075;7258;8040;7786;-;8381;7866;8374;6007;9618;9947;8436;8606;9562;8126;9457;9197;8911;10114;7338;6767;7761;198473"
"""355720 CHAVANTES"";-;-;-;9902;5431;7659;10353;12659;13055;12866;11875;11600;10746;10004;8350;15112;17648;17895;11391;12363;11955;8897;6833;12643;10247;5487;-;-;254971"
"""355730 ESTIVA GERBI"";11540;-;-;13779;10916;12750;14201;14831;12568;8818;10735;9231;8915;7532;4737;21447;11619;10305;10092;11409;9972;9785;11242;10821;10787;9050;7514;-;274596"
"""Total"";49403;125675;353966;19693586;20810402;23619251;26075827;24322413;22871170;22087363;23071947;24037668;22914627;21995354;18836866;22995924;22880313;23081077;23827434;26168876;22092041;23064144;24543497;24676258;25210562;22278287;20857262;20946346;573487539"
&
