"""Munic¡pio"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""352480 JALES"";-;-;-;9640;8907;9645;10364;9645;9268;8881;8867;8874;8944;8795;10375;9914;8436;8388;212;16492;7987;8568;8349;8256;8422;8286;7491;7800;220806"
"""352490 JAMBEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1357;1357;-;2714"
"""352500 JANDIRA"";-;-;-;5159;6755;7552;8249;115182;18177;18044;17316;16619;20202;17156;15725;17071;16818;41118;23336;25944;19633;21093;19765;21311;21020;19312;17374;19421;549352"
"""352510 JARDINOPOLIS"";6;10;78;42839;36792;36549;55541;56032;56988;46991;48337;55213;49466;43591;40471;49340;67660;51998;55003;47926;46256;26204;38349;45516;45875;43857;40968;-;1127856"
"""352520 JARINU"";-;-;-;4530;37;7288;8547;111;10842;11734;5934;12237;5639;6308;6281;12406;6675;7388;12133;11456;7447;12764;45;38;12739;30;42;5083;167734"
"""352530 JAU"";-;-;-;47812;54119;72027;70536;70843;62558;48662;52212;58996;53666;51699;44206;47511;48816;47372;56949;60523;39965;43973;49020;53191;47696;77369;33301;4453;1297475"
"""352540 JERIQUARA"";-;-;-;28;46;18;246;138;57;33;201;40;105;-;-;22;63;53;49;53;2;26;3;36;51;32;11;-;1313"
"""352550 JOANOPOLIS"";-;-;-;9525;9012;10598;12523;10361;10126;2031;557;1046;480;516;460;550;673;-;-;-;-;-;-;-;-;-;-;-;68458"
"""352560 JOAO RAMALHO"";-;-;-;3182;3549;3378;5559;4605;3166;3113;3562;3581;3776;2066;3562;3711;3611;4915;4055;4220;3728;3441;3905;3774;3532;3506;2263;3260;91020"
"""352570 JOSE BONIFACIO"";-;-;-;35640;36168;41884;46188;41937;41220;39128;46896;46067;47968;39270;34392;52735;49804;50507;58109;63520;58447;61846;75382;78164;87215;71582;62207;69461;1335737"
"""352585 JUMIRIM"";-;-;-;399;409;295;641;1002;376;475;303;402;330;300;208;232;323;295;466;621;346;517;358;516;627;1174;872;1005;12492"
"""352590 JUNDIAI"";-;50;167;188925;198081;212628;274948;256654;219078;200999;214080;227717;250845;199696;167857;221021;205377;205823;208759;214107;192986;200312;209728;224043;222191;179554;181626;192265;5269517"
"""352600 JUNQUEIROPOLIS"";-;-;-;13776;13338;14454;16084;13937;14108;16104;14891;15679;14802;15919;13493;16325;15811;16459;19608;17496;15591;14661;15856;16516;16567;16291;14869;17907;390542"
"""352610 JUQUIA"";-;-;-;6843;8167;8848;10088;9767;8462;7745;8593;8301;9155;7711;6222;8239;6920;11722;7154;7520;7115;7249;6816;7194;7070;6645;7294;7175;198015"
"""352620 JUQUITIBA"";-;-;-;14201;13001;17848;271150;20805;17970;17674;15554;18583;16382;9854;244;18376;18013;11576;17954;1191;32582;30063;23374;17675;20496;19060;107678;13934;765238"
"""352630 LAGOINHA"";-;-;-;372;840;701;421;316;192;780;742;971;1053;1187;1516;1516;1185;1245;1192;1754;1297;-;-;-;1134;1543;1257;-;21214"
"""352640 LARANJAL PAULISTA"";-;-;-;16027;18047;19961;22028;19610;18457;16129;19454;18963;18723;18865;14167;18755;20279;16357;17930;19288;16012;18440;1095;20976;20183;1489;3163;3008;397406"
"""352650 LAVINIA"";-;-;-;9678;8282;11506;12278;10330;10203;8774;10354;9453;10451;9171;7538;8346;9369;9271;10867;11253;10780;11099;12327;-;-;-;-;-;201330"
"""352670 LEME"";9;2;45;74652;76061;84912;90089;82034;79060;77620;83371;90848;92898;81313;67107;85631;92123;97489;94517;95116;79795;88961;84057;93281;90092;81214;67313;76114;2105724"
"""352680 LENCOIS PAULISTA"";-;-;-;112578;108187;121692;109011;107593;102459;93955;112541;116719;111019;94494;80859;92173;95101;91507;103083;121051;89835;100859;130724;119363;127072;93895;86511;91043;2613324"
"""352690 LIMEIRA"";-;-;-;15472;16911;22043;24740;31907;30356;21944;28038;32310;30130;25980;24263;22667;26045;28737;92961;93478;87014;94230;94346;96612;89920;85385;80313;76734;1272536"
"""352700 LINDOIA"";-;-;-;156;146;117;139;548;557;435;1239;690;773;521;540;494;536;471;661;702;544;581;554;411;551;444;524;589;12923"
"""352710 LINS"";-;-;-;2130;1768;2227;2176;1881;1568;1892;2268;1992;1995;1479;1467;882582;1825;2630;2592;2745;2964;3165;2823;3338;3657;2885;3101;5040;942190"
"""352720 LORENA"";-;-;-;4971;106082;6572;7246;6545;6782;6686;6664;6709;6537;7854;4604;5906;6521;5871;7115;7765;7762;7377;7444;3778;3620;3631;4236;3475;251753"
"""352725 LOURDES"";-;-;-;9210;8144;8424;10555;10065;10541;9771;10350;10337;11011;9364;8046;10108;8288;10239;10656;11836;9494;10368;10997;11492;11037;9039;8440;9699;247511"
"""352730 LOUVEIRA"";-;-;-;24064;24294;26485;1217;1126;757;384;960;458;446;402;473;698;579;14789;453;415;367;684;454;421;453;481;557;443;101860"
"""352740 LUCELIA"";-;-;-;16872;19324;22616;23711;25272;22476;32782;22607;28194;26152;21144;18889;15301;21433;19595;22950;20072;20223;21425;1563;2086;21167;23198;15532;-;484584"
"""352750 LUCIANOPOLIS"";-;-;-;6693;7509;7798;8388;7330;7336;6509;6133;5501;5952;5063;3691;5908;5542;6322;6583;6229;6028;7266;6493;7594;7655;6081;6264;11371;167239"
"""352760 LUIS ANTONIO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;349;447;419;517;479;439;8501;4175;2980;3792;2335;3877;3335;31645"
"""352770 LUIZIANIA"";-;-;-;10673;14353;22561;21361;16498;15031;10899;15431;16663;14133;15477;14521;11146;15297;14689;19082;19225;18259;12753;14013;15682;14801;14773;12330;10872;380523"
"""352780 LUPERCIO"";-;-;-;6251;6260;7277;7742;24683;6492;6765;6493;4987;7000;8090;5875;7712;7161;7640;7301;7484;9835;6873;7388;8039;4383;4856;6710;5504;188801"
"""352790 LUTECIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;2;1;-;-;-;9"
"""352800 MACATUBA"";1;2;3;16121;16531;17501;20229;18605;15329;17631;13008;13381;293;13028;12253;18505;18690;20460;21276;21051;23107;22821;24943;29563;25074;15128;12781;14105;441420"
"""352810 MACAUBAL"";-;-;-;31;33;17;41;22;1;21;18;24;39;41;32;23;24;48;38;56;51;27;31;22;46;53;47;87;873"
"""352820 MACEDONIA"";-;-;-;865;1180;1622;1987;2035;1795;3296;2309;2547;1969;1271;1754;2203;2770;1673;2362;2618;2224;1909;1345;2261;3555;1631;3099;1467;51747"
"""352830 MAGDA"";-;-;-;42;23;48;78;96;81;76;70;26;73;-;53;49;58;44;65;82;76;94;76;92;259;3876;3192;3934;12563"
"""352840 MAIRINQUE"";-;-;-;21580;22416;25789;31614;28009;20028;19476;19302;19316;18553;14124;15798;18592;16946;12179;20362;20740;19743;20397;23016;22669;24336;24366;23050;23767;526168"
"""352850 MAIRIPORA"";-;59;89;62045;58041;65531;80966;66496;59017;54789;54944;56797;42511;31602;24389;24968;25085;27556;28755;31650;26695;21851;24337;24396;24182;21133;24415;21437;983736"
"""352870 MARABA PAULISTA"";-;-;-;937;279;1202;520;816;1246;560;699;564;529;517;544;626;518;993;804;1706;1329;1558;5927;541;522;520;729;1271;25457"
"""352880 MARACAI"";-;-;-;11378;10944;17252;19740;18036;13398;12763;16666;18522;15285;13069;9092;14546;15364;15786;18654;18022;14922;13706;14899;17572;17370;10178;9273;12947;369384"
"""352885 MARAPOAMA"";-;-;-;9399;8482;10218;11089;9568;10299;8280;9891;8617;8268;7694;7121;10692;10448;9262;9634;11893;11547;10511;10163;11625;11482;7992;8726;9576;242477"
"""352890 MARIAPOLIS"";-;-;-;8036;9629;11132;10140;10472;9388;9160;8664;9531;10339;8648;4923;4614;5970;4929;5653;1477;1219;1500;1388;1672;1239;1105;861;1151;142840"
"""352900 MARILIA"";-;-;-;3132;4310;4614;4039;4756;4027;2912;3784;3212;3671;3429;3240;2442;13178;4016;3129;4238;3525;2816;4504;4937;5435;4527;3599;3844;105316"
"""352910 MARINOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;3648;3529;3489;2720;-;-;-;-;-;3784;3422;3847;4580;4046;5857;3878;3574;46374"
"""352920 MARTINOPOLIS"";-;-;-;272;312;318;239;356;349;310;329;272;342;217;238;277;101;77;59;72;112;133;121;146;67;2844;3485;3419;14467"
"""352930 MATAO"";-;-;-;47254;41292;49646;57865;57491;55339;49519;48112;53697;58669;47907;40985;63429;69404;56911;53875;51684;46336;49424;45685;51352;51772;42348;37263;47329;1274588"
"""352940 MAUA"";-;-;-;41222;46831;58862;64132;63648;49320;44636;45347;45083;45879;40068;32709;40321;36958;33524;40196;46760;27857;28552;28720;31619;30834;29631;29024;29218;1010951"
"""352950 MENDONCA"";-;-;-;14620;14537;15161;18709;18030;15975;14335;14521;15948;17146;13101;8431;17428;16535;17190;15490;17442;13792;14689;17641;20262;18687;10909;-;-;360579"
"""352960 MERIDIANO"";-;-;-;72;82;54;78;85;59;26;60;78;82;74;45;40;68;64;66;93;58;44;87;95;69;67;51;50;1647"
"""352965 MESOPOLIS"";-;-;-;-;115;-;-;2088;812;-;712;951;1120;941;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6739"
"""352970 MIGUELOPOLIS"";-;-;-;4188;4737;4994;3271;3268;3587;5728;5134;5593;5841;5151;5402;4398;360;1588;7297;10198;8327;9990;13105;13543;14141;15380;15619;11465;182305"
"""352980 MINEIROS DO TIETE"";-;-;-;19338;21356;28247;28886;24212;23725;21334;20442;25706;23983;21481;17093;19120;21201;21277;28666;11537;15314;14607;12518;-;-;-;-;-;420043"
"""352990 MIRACATU"";-;-;-;4266;5810;5768;6940;7199;5594;4494;5239;5211;6026;5669;4848;5428;737;622;998;858;833;975;1258;1328;1347;1075;-;-;82523"
"""353000 MIRA ESTRELA"";-;-;-;3513;3230;3351;3829;3326;3395;4209;3750;7658;3887;3911;340;3780;2522;3141;3679;3912;6369;3983;1652;2083;1860;599;-;-;77979"
"""353010 MIRANDOPOLIS"";-;-;-;29132;33035;32765;37977;33788;31746;33246;39794;37136;37710;30371;24306;36885;34476;36246;38778;43934;34297;40498;40420;43523;37396;36109;31131;35615;890314"
"""353020 MIRANTE DO PARANAPANEMA"";-;-;-;6843;7632;9125;11291;9984;9489;26590;32322;33513;31595;28652;16071;30867;29956;30466;30643;29320;27958;30117;22502;4752;4906;4913;4244;4425;478176"
"""353030 MIRASSOL"";-;-;-;2131;4316;4571;4876;4545;4973;3110;5511;4893;5207;4188;4987;5167;5906;6325;5657;5692;4975;5070;5112;5028;5626;2123;2270;1386;113645"
"""353040 MIRASSOLANDIA"";-;-;-;6842;8013;8620;10174;9828;8776;848239;8250;9010;8521;28887;6913;8103;8298;7423;8175;9209;-;-;-;-;-;-;-;-;1003281"
"""353050 MOCOCA"";-;23;50;17637;18466;18711;21198;22527;19547;19858;21067;25804;25522;22567;22224;30484;21033;17495;17531;19934;18024;24926;28914;37256;46602;42885;29569;19266;609120"
"""353060 MOGI DAS CRUZES"";-;-;80;80035;84484;114606;121298;112949;100340;100564;117361;117214;123497;105860;86873;223712;203515;216377;223891;219836;206205;228151;226323;222932;230620;207244;203849;206088;4083904"
"""353070 MOGI GUACU"";-;-;-;18898;19118;11400;24158;25965;24603;19929;21530;23353;21523;20842;26125;29380;24858;21997;19943;24043;22189;21077;21049;21249;19956;17267;-;-;500452"
"""353080 MOGI MIRIM"";92;225;947;51684;51514;61331;66811;77886;69706;61284;69012;66879;64033;62899;52141;65600;70298;67534;67407;71545;18599;19226;69082;73905;74840;65495;54181;59701;1533857"
"""353090 MOMBUCA"";-;-;-;90;5976;5014;1498;200;7364;5284;5322;6008;5934;4929;1239;2543;2034;3374;3785;171;51;-;2;-;-;-;-;-;60818"
"""353100 MONCOES"";-;-;-;13;238;228;119;106;22;9;100;103;124;14;7;10;10;118;14;29;194;133;120;151;191;99;3;251;2406"
"""353110 MONGAGUA"";-;-;-;31277;28458;41001;34724;32153;21339;15700;28793;28755;32768;29516;31312;44316;31185;30249;42464;429995;41325;37322;38936;39371;40109;37723;40258;36025;1245074"
"""353120 MONTE ALEGRE DO SUL"";-;-;-;9277;9070;9827;10209;9182;8963;8808;8605;8729;9365;7636;7100;9706;10073;9619;8235;9220;9933;12238;9690;10062;8008;8224;5872;6808;224459"
"""353130 MONTE ALTO"";-;-;-;36205;35547;38087;49750;43265;45328;40739;42504;45231;46433;37388;30635;45511;49115;47789;47438;50094;49287;53686;52018;49435;53431;47838;36803;45123;1118680"
"""353140 MONTE APRAZIVEL"";-;-;-;1438;1807;1987;1795;1923;2119;2125;2450;1994;1017;2269;1953;18515;21194;20039;21794;23629;20679;23895;25027;26576;28431;24434;23492;52728;353310"
"""353150 MONTE AZUL PAULISTA"";-;-;-;10221;10673;9525;9873;9218;4079;3089;7235;1014;7711;6659;7033;9973;9536;5415;10634;10850;9629;9015;11338;11613;11160;10740;11679;6165;214077"
"""353160 MONTE CASTELO"";-;-;-;12910;10697;13862;16793;14626;13021;12222;14777;14402;15156;13015;10183;11073;12571;12257;14677;12572;11563;13864;14464;14137;14752;12541;9923;9800;325858"
"""353170 MONTEIRO LOBATO"";-;-;-;1946;388;24;1381;572;1796;1529;1041;1754;1152;1013;950;1013;974;265;-;-;-;-;-;61;60;-;-;-;15919"
"""353180 MONTE MOR"";-;-;1;16765;13968;17834;19568;16442;15357;13131;14563;15172;14119;13205;13426;14184;13586;14901;21333;17084;12596;11424;15020;15710;14748;12524;12353;13694;372708"
"""353190 MORRO AGUDO"";-;-;-;8619;36885;27537;41897;31437;31588;26327;29287;27538;33087;45056;25437;27104;29534;32075;36796;32429;28875;23285;36654;43286;36560;28334;25695;50941;796263"
"""353200 MORUNGABA"";-;-;-;11070;9938;12227;17600;16615;16512;15342;15514;16347;11214;14283;12251;14910;15087;17366;18511;17559;16125;15533;16465;17000;17368;13707;13359;15341;377244"
"""353205 MOTUCA"";-;-;-;3483;2190;1929;5062;6056;7076;18541;7866;7485;6708;5866;5064;5735;6837;6984;7224;8256;8117;6740;6504;7729;7957;7120;6302;6536;169367"
"""353210 MURUTINGA DO SUL"";-;-;-;216;410;500;634;1092;702;204;789;511;676;746;72;2202;1199;731;942;1132;644;618;602;969;734;823;326;809;18283"
"""353215 NANTES"";-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;133"
"""353220 NARANDIBA"";-;-;-;6861;7594;7155;9618;4479;1991;7348;8247;7763;9415;7875;5828;7140;8837;9202;8004;9675;7696;8244;12457;9192;9759;8580;7650;7822;198432"
"""353230 NATIVIDADE DA SERRA"";-;-;-;1216;633;732;1987;1686;1164;1013;1007;1035;693;472;851;996;641;891;1007;949;1031;-;-;-;-;-;-;-;18004"
"""353240 NAZARE PAULISTA"";-;-;-;5471;5405;6775;7583;6078;5766;6240;6643;6034;3616;3056;2901;3523;3484;3606;3440;3942;3595;3671;3749;3902;3820;3724;3767;3731;113522"
"""353250 NEVES PAULISTA"";-;-;-;3244;5294;5456;5937;3729;4687;4202;6266;6233;5946;3815;3949;5425;5597;4988;6328;3407;2936;3382;3997;3023;3198;5468;5028;-;111535"
"""353260 NHANDEARA"";-;-;-;103;133;129;160;173;84;159;105;130;157;152;151;148;180;104;93;610;363;203;173;246;83;143;173;146;4301"
"""353270 NIPOA"";-;-;-;13388;13422;13373;13956;13941;12387;11012;14040;13535;11390;12445;8902;9465;9975;9911;15563;13685;12454;13145;13805;14439;14649;12005;-;-;290887"
"""353280 NOVA ALIANCA"";-;-;-;4481;4016;3126;2614;3409;6285;6832;6318;4639;5744;3442;5931;4100;5534;4646;6155;5395;5317;6169;4364;5196;5763;4846;4840;4679;123841"
"""353282 NOVA CAMPINA"";-;-;-;19606;17858;19749;20389;20560;20188;13416;22874;24357;19954;18411;12306;13167;20735;3854;23772;378;267;154;98;-;-;-;-;-;292093"
"""353284 NOVA CANAA PAULISTA"";-;-;-;2771;3798;3720;5270;4668;3448;4355;4767;5817;5126;4763;5242;4652;5496;5145;5877;6192;6410;6356;5848;6760;6523;35862;3440;4597;156903"
"""353286 NOVA CASTILHO"";-;-;-;39;18;15;5;47;31;12;41;12;31;13;22;7;33;15;7;26;26;16;50;177;166;-;-;-;809"
"""353290 NOVA EUROPA"";-;-;-;763;940;1080;1686;1277;1324;1223;1453;1357;1152;558;625;890;1031;1330;1384;1484;3451;1084;1268;1552;1118;865;873;1004;30772"
"""353300 NOVA GRANADA"";-;-;-;6600;4063;3546;4166;4225;3660;3993;3197;4336;2507;1968;2105;3223;4304;1280;-;2971;3837;4839;4322;4844;3462;-;-;-;77448"
"""353310 NOVA GUATAPORANGA"";-;-;-;1795;2134;2341;2642;1852;1458;328;1305;1739;-;769;2579;239;1270;1440;2310;1781;2090;1861;2618;1949;2944;2300;2320;2614;44678"
"""353320 NOVA INDEPENDENCIA"";-;-;-;6;6;6;6;-;6;6;6;6;6;6;6;-;6;6;6;6;6;6;6;6;6;6;6;6;138"
"""353325 NOVAIS"";-;-;-;8167;7932;8210;11561;10180;8636;8973;10128;9785;9038;8168;6548;9024;8602;9255;9358;9362;8482;9223;12099;10127;10269;9201;10271;-;222599"
"""353330 NOVA LUZITANIA"";-;-;-;5277;4669;4790;7009;5903;6120;6021;5631;5421;6137;5460;5158;4665;6003;5257;5812;5637;4932;5915;5898;5326;5031;5247;5031;5143;137493"
"""353340 NOVA ODESSA"";-;-;-;32380;60297;41946;63895;57194;38865;25669;34271;54779;44991;17346;26636;33091;37801;34936;32904;39947;31207;35651;35432;32925;33015;28584;24878;16164;914804"
"""353350 NOVO HORIZONTE"";-;-;-;62398;60510;57401;73903;67635;64059;54509;56791;56321;57718;50921;43693;71316;70521;54425;59916;66974;58695;64278;67830;67848;62603;21523;46478;51515;1469781"
"""353360 NUPORANGA"";-;-;-;6395;7879;7765;8430;8735;7258;6948;6592;6711;7094;6420;6479;7157;8127;9338;8255;9028;7974;6959;7817;8375;7515;6937;7679;7156;189023"
"""353370 OCAUCU"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3842;6732;-;-;-;-;-;-;10574"
"""353380 OLEO"";-;-;-;-;-;-;1;-;3;-;-;41;-;-;-;-;-;-;1;2;-;17;5;-;-;-;-;-;70"
"""353390 OLIMPIA"";-;-;-;39764;170257;186930;184117;183143;147992;140328;145660;144894;179790;173552;188050;140558;152547;215401;197585;172025;133531;71247;144765;162462;11910;134132;127853;9163;3557656"
"""353400 ONDA VERDE"";-;-;-;7834;9517;9266;11291;11674;10480;7857;9672;10780;7323;9408;8113;9965;10532;13247;10450;11891;9809;8045;8647;9356;9092;8486;6915;8177;237827"
"""353410 ORIENTE"";-;-;-;2752;2017;3698;5651;3942;3939;3264;3493;2080;1946;451943;2117;2179;2109;2419;2254;743245;1911;2060;2540;2622;1652;2015;2422;2297;1256567"
"""353420 ORINDIUVA"";-;-;-;191;112;112;27;180;64;128;10;171;149;154;94;138;24;35;33;13;57;72;79;107;45;107;10;75;2187"
"""353430 ORLANDIA"";-;-;-;12719;12424;11265;16793;14824;15217;14749;14681;15563;15673;13161;12566;16176;16907;17980;19042;19675;22509;19660;21400;24780;21175;21130;21666;22298;434033"
"""353440 OSASCO"";456;76;2342;474588;445582;523277;597905;534116;420909;428685;485306;425211;462764;400938;312043;402068;398176;419666;442539;453036;396126;443631;463033;500666;492132;428107;394339;450488;11198205"
"""353450 OSCAR BRESSANE"";-;-;-;5741;5122;6244;6438;6019;6268;5551;6121;5871;5409;6243;3608;5619;7634;7269;6966;7901;7296;7553;7696;7934;8354;6465;5536;8043;162901"
"""353460 OSVALDO CRUZ"";-;-;-;7310;5894;6605;6735;5640;5555;4525;5712;6436;6954;7728;6676;6330;8211;6385;7910;6922;7302;7092;8441;8217;9437;11030;8354;5875;177276"
"""353470 OURINHOS"";-;176;134;22759;16594;17915;24139;28819;29584;24257;24295;27713;28233;24035;19005;31303;25762;31060;28967;26553;26830;40123;40583;40351;36140;34412;9499;4398;663639"
"""353475 OUROESTE"";-;-;-;14003;16239;19278;19764;17434;17398;17404;17405;17843;15410;16076;15672;19228;18680;22846;23283;24845;22344;21608;24933;26920;24625;22035;18913;20483;494669"
"""353480 OURO VERDE"";-;-;-;3347;3545;2580;3101;1888;2579;2612;3103;66;1385;66;6320;2123;349;2;-;-;893;2201;1602;748;1175;2441;44;1168;43338"
"""353490 PACAEMBU"";-;-;-;14278;12479;13891;13671;12979;14350;13533;14045;14080;14244;13204;11660;13109;14421;15069;12322;17886;14249;14638;13395;12425;11642;988;12012;11568;326138"
"""353500 PALESTINA"";-;-;-;23866;24598;23659;28357;26631;27023;29400;26137;29655;28474;24997;23237;27849;27331;26049;28595;19796;1370;2126;2720;197;2513;2612;1123;21768;480083"
"""353510 PALMARES PAULISTA"";-;-;12841;21448;12934;15813;16561;13968;12902;10784;10000;12963;10730;13459;10574;10484;12122;13962;13200;14154;13530;9085;10625;9707;11502;9596;8292;-;311236"
"""353520 PALMEIRA D'OESTE"";-;-;-;1691;1555;1750;2147;1936;1802;1673;2011;1977;1810;1836;2961;2795;2048;1871;1790;1944;1781;1707;2050;2001;1773;1794;1834;1670;48207"
"""353530 PALMITAL"";-;-;-;33122;32973;38215;46152;35774;34978;24857;32648;31075;31682;25257;16928;24001;30088;31147;35178;31629;24219;27488;28348;30539;30296;27510;18998;23973;747075"
"""353540 PANORAMA"";-;-;-;3298;3084;4305;5305;4887;7000;3368;2489;2445;2373;1734;1308;588;7188;4598;4560;4910;4315;15742;5300;9001;1433;4283;3084;4030;110628"
"""353550 PARAGUACU PAULISTA"";-;-;-;12556;12332;13585;15312;14117;13841;13086;14184;15059;17383;17294;14917;22648;16215;15975;15586;18410;16844;17718;17048;15318;29581;15346;8734;15735;398824"
"""353560 PARAIBUNA"";-;-;-;7011;7248;8844;7970;5191;7074;6706;9709;10207;9603;9036;8778;8558;8419;10049;7411;11277;8562;8484;8759;8640;7920;7732;7861;7892;208941"
"""353570 PARAISO"";-;-;-;4390;5091;7876;7852;8505;7364;3177;5953;6860;6991;5513;4467;7262;7041;9143;7780;8161;6892;7721;7194;5494;7472;7031;5844;7093;168167"
"""353580 PARANAPANEMA"";-;-;-;10237;10112;12296;14246;15748;13723;10542;10665;12587;11541;9760;11365;10247;9158;12169;12063;12340;10235;10162;10919;12031;11556;13912;10949;11257;289820"
"""353600 PARAPUA"";-;-;-;-;-;-;-;-;-;-;-;-;-;185;229;203;156;213;211;234;188;199;183;234;176;-;-;-;2411"
"""353610 PARDINHO"";-;-;-;5;-;-;-;-;-;40;50;-;-;38;22;38;45;35;33;8;18;22;97;47;27;63;32;101;721"
"""353620 PARIQUERA-ACU"";-;-;-;134;-;250;199;178;157;-;158;67;5;15;113;146;91;450;510;365;577;658;596;135;53;255;-;6;5118"
"""353625 PARISI"";-;-;-;12824;12924;16061;15060;15826;13115;12128;13278;16021;14712;14971;12744;15000;15442;15027;17134;17415;14447;18813;15476;19069;17058;13347;14760;13645;376297"
"""353630 PATROCINIO PAULISTA"";-;-;-;16442;15216;18497;21181;15972;21920;19671;25090;25180;23295;17776;10754;18061;20964;18544;22767;23717;22895;25015;28039;30250;24660;20618;-;-;486524"
"""353640 PAULICEIA"";-;-;-;66;35;233;132;44;66;66;66;66;66;72;75;69;72;157;75;78;48;66;66;69;-;-;-;-;1687"
"""353650 PAULINIA"";-;-;1140;40859;32126;59631;56576;68649;33797;35069;37133;60425;47446;57687;118555;53036;62886;64297;68773;78807;57051;56780;13752;-;-;-;-;-;1104475"
"""353660 PAULO DE FARIA"";-;-;-;7706;8126;7006;7791;6200;6934;7114;7429;7072;8314;6189;5409;8319;8584;8864;9414;8845;2655;2743;2151;2686;3062;2593;1788;977;147971"
"""353670 PEDERNEIRAS"";-;1279;1701;45055;47432;56681;61536;48185;52243;52589;54134;56894;62439;52562;42889;48948;41240;30348;39578;36112;36153;35723;41184;45895;47044;33311;31121;27256;1129532"
"""353680 PEDRA BELA"";-;-;-;3346;4417;2640;4311;7239;2776;2641;3408;4074;4254;3230;3006;3500;2805;2860;10136;-;-;15182;-;-;-;-;-;-;79825"
"""353690 PEDRANOPOLIS"";-;-;-;14;16;3;13;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52"
"""353700 PEDREGULHO"";-;-;-;1541;-;-;-;48;2443;2250;2346;2267;2386;2390;2181;2788;2809;2891;3116;3162;3144;3032;3217;3997;4219;7640;7631;7275;72773"
"""353710 PEDREIRA"";-;-;416;45550;40443;46746;56563;52402;48164;43588;50158;50293;53945;43422;36751;51527;52871;51081;51242;51930;49480;53649;59364;58847;53300;43810;41368;48756;1235666"
"""353715 PEDRINHAS PAULISTA"";-;-;-;10449;10029;11328;12491;9580;8028;7800;8212;9498;9339;8008;6962;8146;7332;7904;8463;7709;8153;8470;7228;5866;6699;5325;4848;13007;210874"
"""353720 PEDRO DE TOLEDO"";-;-;-;3390;3654;4265;4979;5653;4219;3276;3442;3772;4028;4071;2879;2735;2654;3354;213778;5058;3344;3602;3715;3749;3768;3911;4118;-;301414"
"""353730 PENAPOLIS"";-;-;-;10330;10427;11181;12419;12951;11757;11279;11182;13013;13886;11357;12075;14289;12469;12840;11554;11998;11186;10179;10608;10804;384;10365;11422;9497;279452"
"""353740 PEREIRA BARRETO"";-;-;1;1250;1371;1895;3635;1684;1581;1058;1624;1453;1448;1504;1032;1186;1455;1710;1237;2336;4523;4178;4539;4490;3854;4199;3932;3669;60844"
"""353750 PEREIRAS"";-;-;-;1552;1429;2438;2010;2151;2096;1268;1720;1599;980;1774;915;1286;873;860;1503;1270;946;1194;875;1093;834;888;720;412;32686"
"""353760 PERUIBE"";-;-;-;11906;12944;12160;13496;12577;10610;10098;10517;12119;11992;10803;11640;14040;21638;12344;2866;2495;2709;2609;3192;3572;13464;13755;16380;16739;266665"
"""353770 PIACATU"";-;-;-;11092;10837;10942;12946;12528;12531;13082;14012;17509;15278;11669;10180;15013;15166;14080;14431;18126;12434;14163;13460;16261;18132;16499;13891;15115;349377"
"""353780 PIEDADE"";-;-;-;2373;3538;4768;4172;2841;2856;3078;4030;8502;7737;6356;4262;2649;4924;2965;3498;5899;6209;3771;3955;3751;4127;3383;3890;3417;106951"
"""353790 PILAR DO SUL"";-;-;-;405;605;650;856;732;805;688;569;469;595;591;507;358;530;732;832;1017;616;281;440;423;327;347;249;200;13824"
"""353800 PINDAMONHANGABA"";-;-;1555;62803;72152;71119;85701;74493;73005;67855;61769;78685;84124;81728;75057;80466;75321;89132;97736;103721;99446;89686;100855;106580;116771;108234;105226;105311;2168531"
"""353810 PINDORAMA"";-;-;-;6267;7861;8995;9903;10912;6746;5667;5628;6182;7608;6550;5950;6953;8521;8652;9118;8673;7717;6160;7739;7051;7620;8082;8248;7998;190801"
"""353820 PINHALZINHO"";-;-;-;5519;5200;6064;6279;7442;7710;5073;5489;5154;4695;4758;4776;4802;4921;5924;5863;6782;5435;5463;5369;6636;5992;5428;5204;5373;141351"
"""353830 PIQUEROBI"";-;-;-;8040;7013;5787;7589;6897;6808;5194;8278;7842;7302;6266;5239;7021;6141;5494;6274;6293;6601;5431;4952;-;-;-;-;-;130462"
