"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""353480 OURO VERDE"";-;-;-;-;-;6457;6540;5644;5949;4573;5388;5161;6044;2554;4781;2465;8397;5323;3495;374;3884;4103;4657;5861;5957;5082;6236;6382;3659;4856;123822"
"""353490 PACAEMBU"";-;-;-;-;-;17170;13814;18348;18116;17413;18875;18579;18587;18566;18152;17063;14936;16331;18481;19323;16527;21955;17704;18293;16932;15973;16167;1046;15264;14923;418538"
"""353500 PALESTINA"";-;-;-;-;-;29777;29751;29458;34136;31661;33716;34512;28194;31710;35148;32248;29352;37467;36513;33066;35286;28267;7496;8695;9543;8342;10229;8901;6460;33250;643178"
"""353510 PALMARES PAULISTA"";-;-;-;-;13553;23240;14581;17311;17917;14995;13444;11516;10263;13766;10910;13950;11003;11174;12566;14649;14145;15328;14326;9245;10778;9769;11873;9681;8653;-;328636"
"""353520 PALMEIRA D'OESTE"";-;-;-;-;-;7116;6895;7572;9157;8673;7996;8476;9553;9167;9165;9121;9782;10334;9761;9035;8765;9279;8868;8629;9675;9711;9316;9472;9263;9417;224198"
"""353530 PALMITAL"";-;-;-;-;-;59666;55812;66137;75637;66030;69590;55270;68717;66140;66935;54601;41324;53469;63575;67678;73567;67247;55590;63282;62423;65129;61970;61243;44846;53531;1539409"
"""353540 PANORAMA"";-;-;-;-;-;7800;9825;11342;12860;12108;13161;9042;9420;7672;9160;6842;6208;6888;13981;12614;13991;16251;14340;26611;16633;24613;12792;13735;11811;12199;311899"
"""353550 PARAGUACU PAULISTA"";-;-;-;-;-;34325;35477;36289;55502;45401;48889;40120;47849;43685;43614;42954;38020;54864;42118;41911;46621;54930;42063;47606;43674;44545;60112;38287;33445;46496;1108797"
"""353560 PARAIBUNA"";-;-;-;-;-;9024;9294;11019;10260;6853;9030;8327;11412;12158;11629;11075;10742;10484;10489;12116;9466;13187;10644;10301;10887;11045;10698;10254;10534;10350;261278"
"""353570 PARAISO"";-;-;-;-;-;8429;9681;15919;16879;17416;15908;10235;13457;14762;13618;10927;10141;14184;13892;16272;14500;14719;12410;13610;13135;11726;13394;12964;11607;12520;332305"
"""353580 PARANAPANEMA"";-;-;-;-;-;19943;19525;22432;21246;22417;23812;20027;20241;22059;18220;15681;17280;19089;17809;21472;21621;35658;32355;29251;31776;30507;30854;41109;29352;31369;615105"
"""353590 PARANAPUA"";-;-;-;-;-;604;610;162;192;180;215;759;948;3780;4278;3643;3222;3677;3980;3162;4450;4363;4205;4374;4213;4565;4613;4028;3764;4548;72535"
"""353600 PARAPUA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3699;3925;3940;3717;3888;4140;4209;4050;3783;3990;4247;3905;-;-;-;47493"
"""353610 PARDINHO"";-;-;-;-;42;2145;2051;4567;2411;3997;2438;3717;2477;2508;5636;2245;4159;2477;2279;4388;5219;3198;2509;2219;2537;807;2889;2366;2441;3330;75052"
"""353620 PARIQUERA-ACU"";-;-;-;-;4;81285;80823;92774;98115;92232;87903;85810;94790;94425;93676;85110;81166;88257;86559;85671;91423;92912;77511;47760;88741;85782;89740;81638;68181;70997;2123285"
"""353625 PARISI"";-;-;-;-;-;17355;17418;20808;18561;20298;17386;15631;17031;20709;18411;18891;16191;18781;19444;19382;21120;22103;22027;27109;23033;27271;24876;21212;21590;21279;507917"
"""353630 PATROCINIO PAULISTA"";-;-;-;-;-;20802;20856;26381;30261;27306;27420;33933;39071;39290;37391;24879;17507;31994;32941;41762;55634;48761;44835;47043;43535;54253;47594;40527;-;-;833976"
"""353640 PAULICEIA"";-;-;-;-;-;3134;3435;3520;4707;3502;3419;4222;4384;3682;4264;3233;3219;3679;3838;4484;5482;4937;4577;5427;5393;4967;-;-;-;-;87505"
"""353650 PAULINIA"";-;-;-;-;3698;220582;153873;238345;227343;274646;197348;214322;227575;293187;182302;198992;284286;108287;257709;261328;272050;324646;251378;241475;61357;925;-;-;-;-;4495654"
"""353657 PAULISTANIA"";-;-;-;-;-;240;313;317;350;291;306;276;339;346;388;307;308;313;412;449;375;368;322;222;241;204;314;271;281;-;7553"
"""353660 PAULO DE FARIA"";-;-;-;-;-;13676;12232;13907;15754;14051;14481;13138;14326;15855;17811;13790;12300;18817;20227;20117;20683;20163;11526;11924;12566;12600;12135;11761;10866;6575;361281"
"""353670 PEDERNEIRAS"";-;-;-;1279;1702;69919;75001;85779;88138;74663;77140;78140;80559;84539;90791;78773;69018;72074;67278;56635;65855;62636;60735;62055;68033;74086;67342;56670;58474;50058;1777372"
"""353680 PEDRA BELA"";-;-;-;-;-;4268;5406;2984;5113;8504;3166;3127;4064;4860;5223;3652;3274;3807;3114;3173;10218;-;-;15182;-;-;-;-;-;-;89135"
"""353690 PEDRANOPOLIS"";-;-;-;-;-;20;31;3;40;42;22;5;14;28;47;25;1;17;10;585;8;286;312;6;12;14;721;975;563;491;4278"
"""353700 PEDREGULHO"";-;-;-;-;-;9861;9017;9080;8128;9253;11728;11186;11861;10984;11088;11226;9945;12776;11849;10693;13278;18077;20114;19225;20373;14570;23711;27391;25319;16945;357678"
"""353710 PEDREIRA"";-;-;-;-;7363;89767;89993;100670;114034;108157;98306;97046;104302;105723;109746;91170;77097;108082;111793;109496;111328;111996;102537;111914;117362;123869;114476;92016;86153;102220;2596616"
"""353715 PEDRINHAS PAULISTA"";-;-;-;-;-;14958;11233;12733;18723;13435;11504;11259;13262;13391;14544;12278;8242;14258;11208;11691;12228;14102;11321;12045;11480;10294;12250;10529;9570;19499;316037"
"""353720 PEDRO DE TOLEDO"";-;-;-;-;-;8071;9737;10239;11259;10597;10003;8214;10059;8415;9772;9598;5891;6000;8187;12078;222802;15973;10146;9577;10736;11979;12702;11621;10704;-;454360"
"""353730 PENAPOLIS"";-;-;-;-;-;87381;101845;105707;115751;119236;105249;103590;114857;116313;118657;106765;106416;119026;112145;114804;118092;115730;110476;101190;104707;110107;36758;99985;97305;71178;2613270"
"""353740 PEREIRA BARRETO"";-;-;-;-;1;14017;13933;15265;18206;17156;14813;15083;16586;16613;15138;14718;13259;15533;17307;15723;14221;16559;16561;20452;22226;21423;19063;20455;20590;19633;424534"
"""353750 PEREIRAS"";-;-;-;-;-;3118;2990;4377;3698;3848;3745;2807;3443;3140;1628;3549;1535;3009;1462;1202;3190;2883;2028;2652;2374;2718;2368;1919;2083;1663;67429"
"""353760 PERUIBE"";-;-;-;-;3;119417;115059;129917;148828;135072;116995;109482;117899;127957;127609;118459;115908;129451;142222;124515;138521;140454;122650;131678;131610;143383;142997;135590;124938;155046;3245660"
"""353770 PIACATU"";-;-;-;-;-;12379;13416;12407;21781;21120;20505;23430;25010;26816;19427;23114;16209;25253;26707;22322;22297;28592;17382;27199;21384;27985;29317;24861;21834;24371;555118"
"""353780 PIEDADE"";-;-;-;-;-;17325;18595;23404;25596;21575;22068;20975;21022;25545;25793;23129;19714;20841;22351;54445;49204;61283;47829;52099;47894;55825;60160;57129;50007;49994;893802"
"""353790 PILAR DO SUL"";-;-;637;793;-;25124;27017;33209;38158;39620;37481;37526;30649;32334;31191;29915;26601;28251;29287;37046;29658;33203;27919;34452;35486;35848;38211;36861;27572;34070;818119"
"""353800 PINDAMONHANGABA"";-;-;-;299;19414;312970;357100;402023;418715;397566;300819;299571;336878;365669;374717;340068;310462;348894;342713;384586;398555;421710;393392;356529;410798;403068;425675;389339;372862;378452;9262844"
"""353810 PINDORAMA"";-;-;-;-;-;9532;12406;13615;15136;16268;10935;9389;9612;10622;11551;9935;8818;10731;12539;12737;13374;13157;11773;10274;13150;11963;12937;13054;12835;12788;299131"
"""353820 PINHALZINHO"";-;-;-;-;-;32124;35431;38984;42226;43439;45230;34603;36945;36127;32844;27878;24666;28819;31976;31460;33314;36621;32702;35496;37118;38166;37157;31388;26641;34532;865887"
"""353830 PIQUEROBI"";-;-;-;-;-;8134;7028;5843;7720;7069;6901;5315;8901;7878;7346;6311;5280;7065;6187;5526;6308;6333;6645;5475;4952;44;44;-;-;-;132305"
"""353850 PIQUETE"";-;-;-;-;-;4374;3620;2834;7988;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18816"
"""353860 PIRACAIA"";-;-;-;-;-;15795;16514;19974;29574;34461;26844;28315;27821;29120;31434;27951;25753;28145;28380;30662;32939;37682;33393;30265;30727;34757;32978;32916;28373;31741;726514"
"""353870 PIRACICABA"";-;-;15;314;13070;2299592;2541969;2426315;2601227;2560794;2562181;2564230;2547326;2642478;2831724;2759354;2503083;2829108;2781030;2795932;2871033;2958288;2929090;2910185;2973024;3093624;3180485;2703858;2790961;2882689;68552979"
"""353880 PIRAJU"";-;-;-;-;-;25604;26074;28319;29709;18581;27895;28844;29303;28254;30756;27073;25276;27911;29163;15386;24881;27106;27588;26678;25273;20630;19371;33321;27537;30734;661267"
"""353890 PIRAJUI"";-;-;-;-;-;15899;13572;17093;18199;15452;15293;14753;9740;16751;15240;11488;12795;12735;14355;15608;22435;18116;16781;15992;18704;17103;16737;17513;17128;21944;401426"
"""353900 PIRANGI"";-;-;-;-;-;13170;14034;16083;17023;22463;16642;15171;16927;19175;15565;15678;17315;18125;15916;18270;17664;18862;19844;16412;16407;20693;19306;25081;28105;31622;465553"
"""353910 PIRAPORA DO BOM JESUS"";-;-;-;-;-;15962;19594;21338;33458;34014;27849;22804;24631;23407;21580;22510;21830;25903;22911;23087;25071;57658;33748;30710;29139;21721;30078;31359;26348;-;646710"
"""353920 PIRAPOZINHO"";-;-;-;-;-;22191;26198;29521;35098;35577;28646;27205;34471;37359;38415;26877;29832;30726;33246;36755;34584;39095;32610;35544;34945;39391;37744;60508;27721;32616;846875"
"""353930 PIRASSUNUNGA"";-;-;4;29;3043;122776;101367;106427;126002;124437;124641;118305;116676;123801;125664;100894;77978;110390;78493;129420;131448;145413;133195;139776;95083;102691;99678;99189;71236;79279;2787335"
"""353940 PIRATININGA"";-;-;-;-;1;27809;29129;33788;36472;27731;30965;27216;32105;32765;31862;28455;25373;29406;32977;33133;34931;37744;31498;3616;5431;5667;3666;7896;7498;9010;606144"
"""353950 PITANGUEIRAS"";-;-;-;1;330;64492;68653;85607;88222;88854;86179;80041;156410;135163;78231;72698;67503;74014;77436;122410;86771;90767;80021;124358;90510;88756;72631;62816;60323;57783;2160980"
"""353960 PLANALTO"";-;-;-;-;-;6386;1092;265;6680;5191;1203;7995;6677;6021;7489;6330;640;2618;4491;3931;5087;4077;811;584;5252;3614;2711;2679;1581;-;93405"
"""353970 PLATINA"";-;-;-;-;-;2676;3517;2536;4087;4112;3346;5598;3434;3315;3870;3565;2792;3940;4029;5027;4571;6053;4554;5554;6214;6556;5820;4273;3520;4887;107846"
"""353980 POA"";-;-;-;255;-;106203;113947;133695;147713;143353;121597;106934;118743;116360;119034;113641;98276;106988;113140;125440;122466;142615;119587;118783;128252;123643;137993;124348;118065;120335;3041406"
"""353990 POLONI"";-;-;-;-;-;19429;18960;19825;20668;20852;21775;21645;21832;19981;21188;19057;16127;19336;20162;19397;22062;22509;18743;21367;23327;24604;23805;22042;21256;21660;521609"
"""354000 POMPEIA"";-;-;-;-;-;19105;19652;16031;27035;23546;25242;23814;26871;24589;27039;24690;20418;21789;13544;22436;28946;31597;27225;29277;29825;28735;29378;26640;25040;36838;629302"
"""354010 PONGAI"";-;-;-;-;-;6946;7335;588;429;7933;6838;5965;5661;6413;7478;5478;4314;5766;8093;6619;7575;8325;7959;7640;21842;10886;8503;7399;5685;16540;188210"
"""354020 PONTAL"";-;-;-;-;72;33032;37627;42914;44814;39507;35122;39638;34939;34927;33129;30075;26018;37422;38441;34005;33612;37072;37181;49698;55269;53129;48367;47299;32070;35824;971203"
"""354025 PONTALINDA"";-;-;-;-;-;100;70;57;98;72;83;78;84;88;81;80;77;122;101;83;62;81;32;81;88;86;96;68;58;97;2023"
"""354030 PONTES GESTAL"";-;-;-;-;-;1826;314;3337;3140;2798;2064;5045;2504;2401;2224;292;1684;2542;2131;2507;2851;2979;2672;2267;2642;2554;3643;2814;2367;2852;62450"
"""354040 POPULINA"";-;-;-;-;-;4546;5623;4449;6248;5721;5868;7301;7501;7417;7042;5949;5482;4006;3368;3119;3151;3000;3199;2819;3517;3668;3686;3308;2855;2756;115599"
"""354050 PORANGABA"";-;-;-;-;-;3869;4182;5034;5272;5873;5174;4809;5257;5322;5608;4982;4383;4580;4511;5489;5439;4182;5016;4616;5717;5582;5393;5181;5259;5171;125901"
"""354060 PORTO FELIZ"";-;-;2;-;-;138612;120321;153719;147275;164799;160791;149475;145009;143242;167256;151288;154909;139806;198043;87841;139275;108090;117945;125308;125813;75957;126092;119983;103642;115530;3380023"
"""354070 PORTO FERREIRA"";-;-;-;-;347;52895;54763;59734;69068;69946;62619;60709;60205;60524;59833;60617;49651;56530;68396;61534;61214;46292;68336;50766;53974;60303;47818;56829;67511;47527;1467941"
"""354075 POTIM"";-;-;-;-;-;14230;14406;15598;7842;17788;15777;15256;8109;8435;17304;15943;12305;13833;14084;15502;15423;15520;13284;13790;16268;15613;17995;15680;15235;13143;358363"
"""354080 POTIRENDABA"";-;-;-;-;-;18971;18471;20104;22372;24735;24258;23128;23055;26947;25562;24254;26474;24185;19447;18505;22059;23269;22811;24010;25952;25116;28153;22549;20883;21579;576849"
"""354085 PRACINHA"";-;-;-;-;-;490;809;200;1106;240;792;891;210;961;1309;912;555;793;802;280;1286;1178;1033;2711;1383;1394;1391;1342;1181;1128;24377"
"""354090 PRADOPOLIS"";-;-;-;2797;-;21776;21136;23325;26260;23021;21864;1908;17639;21505;23276;20350;23591;22732;26131;30159;29877;29514;30414;19130;20911;17453;18473;15526;9134;5913;523815"
"""354100 PRAIA GRANDE"";-;-;114;13;7985;562122;546860;618897;617576;574902;545124;504732;564043;551698;563920;508946;460488;599055;554102;580319;629574;648004;616668;578930;542711;561059;622913;537636;505591;523500;14127482"
"""354105 PRATANIA"";-;-;-;-;-;2508;2316;3616;3260;3169;2449;2713;2917;3047;3281;2566;2597;2791;3086;2270;2796;3866;3872;3442;3634;4089;3996;3696;2806;2378;77161"
"""354110 PRESIDENTE ALVES"";-;-;-;-;-;3246;4036;5444;5164;4933;3899;3658;4742;5584;4573;3419;3328;4529;4062;3282;4596;4049;3199;3672;-;3366;-;2447;2056;2938;90222"
"""354120 PRESIDENTE BERNARDES"";-;-;-;-;-;11912;10144;11692;11733;6521;8650;9709;8915;11907;11163;11479;8911;10582;8284;13562;19045;14887;17687;16750;17082;20297;24599;20787;19867;20735;346900"
"""354130 PRESIDENTE EPITACIO"";-;-;-;-;-;53378;52225;57427;60748;58920;50099;55453;64333;57873;58897;52237;37766;66415;52782;57515;65931;31778;59538;60428;60247;65315;67315;58487;47986;48430;1401523"
"""354140 PRESIDENTE PRUDENTE"";-;-;-;53;786;1427794;1437701;1459725;1570788;1485177;1553988;1621274;1620287;1724930;1700026;1730656;1611443;1733342;1817857;1854457;1803795;1825142;1813232;1803846;1858423;1930197;1943902;1682703;1779519;1779415;42570458"
"""354150 PRESIDENTE VENCESLAU"";-;-;-;-;-;63710;64923;70812;73642;66081;71670;58144;69523;76630;85794;65851;54955;63224;70731;77106;75372;72184;73094;65646;81159;87056;86275;78123;67495;65180;1784380"
"""354160 PROMISSAO"";-;-;-;-;-;50364;48495;51615;57537;66159;62394;58682;58278;61635;63895;59614;63299;65671;75486;72285;69379;72733;70403;71349;58987;68796;68941;65725;67592;69403;1598717"
"""354165 QUADRA"";-;-;-;-;-;3138;3022;2904;3133;2864;3318;2896;2809;3002;3593;3121;1568;3173;3315;3272;3323;3420;3140;3375;3053;3274;3274;2913;2425;3160;76485"
"""354170 QUATA"";-;-;-;-;-;13301;23366;21370;24643;25013;22966;20202;23662;24081;21429;24219;20009;22567;26324;24245;26868;26515;23210;22478;25206;25847;26718;19200;18402;14859;566700"
"""354180 QUEIROZ"";-;-;-;-;-;9268;7382;7092;8739;7495;8378;7405;9076;9077;9058;7301;6025;6284;6451;6106;8512;8174;8473;7235;9410;8602;8108;7408;6516;6787;194362"
"""354190 QUELUZ"";-;-;-;-;-;35059;14598;17648;16770;18353;15999;15194;16883;14972;13613;14023;11584;14644;16534;14531;18432;20656;21686;18617;23349;22714;25275;23021;19156;-;443311"
"""354200 QUINTANA"";-;-;-;-;-;27145;28803;26784;31728;31963;32435;24853;32893;32989;33836;28050;23336;29644;14343;21514;34789;33107;30631;30502;32854;35844;33373;29963;27987;29487;738853"
"""354210 RAFARD"";-;-;-;-;-;13114;12373;18024;18781;16870;6996;12933;15859;5335;5943;12573;9697;4534;11934;11665;11830;13927;11989;6689;7760;13660;6512;7453;7114;13365;276930"
"""354220 RANCHARIA"";-;-;-;-;12;46623;47386;50367;51214;56995;39744;45074;44009;52904;46445;41191;47222;58055;56910;60151;54267;50260;54931;53107;45548;54721;50252;66894;43347;44621;1262250"
"""354230 REDENCAO DA SERRA"";-;-;-;-;-;3648;2992;4006;1980;370;373;391;483;464;362;359;3156;4896;4734;4581;4487;4821;5315;5111;434;532;6643;3016;1060;366;64580"
"""354240 REGENTE FEIJO"";-;-;-;-;-;13090;13772;12478;13641;14122;14560;15442;16327;15078;15436;15072;14631;14477;15331;19354;15743;15169;14272;14120;15069;10674;13831;13678;13112;8807;357286"
"""354250 REGINOPOLIS"";-;-;-;-;-;8526;9857;12037;12327;10862;10273;8902;9579;10466;9891;8698;8191;9016;8903;12041;10899;11109;9448;8579;9518;9848;8475;8125;7879;8082;241531"
"""354260 REGISTRO"";-;-;-;6356;7613;251936;302218;337302;304925;261567;277059;272384;278323;348381;314862;304523;261104;288686;291430;294146;282579;304744;313728;247651;258875;288005;293065;234458;255638;266720;7148278"
"""354270 RESTINGA"";-;-;-;-;-;467;2512;3167;2591;4838;2878;2469;4801;3019;2945;2642;5;682;324;4687;4016;308;412;244;270;543;441;729;598;287;45875"
"""354280 RIBEIRA"";-;-;-;-;-;5904;5849;5581;6362;4634;4659;6553;5792;4568;5939;6079;4586;711;2773;-;3688;372;2682;5274;37;3609;2320;3585;2667;3805;98029"
"""354290 RIBEIRAO BONITO"";-;-;-;-;-;12179;11897;11624;14643;10978;10235;9972;10262;11041;10394;8703;8566;11869;12144;15045;17851;18531;20882;21947;22933;27884;28425;26203;23590;24829;402627"
"""354300 RIBEIRAO BRANCO"";-;-;-;-;-;6474;6530;7026;27533;26467;26800;26394;24632;17890;17972;15134;13033;16721;23251;25613;23977;27570;21834;21879;26754;24444;24487;18545;11707;-;482667"
"""354310 RIBEIRAO CORRENTE"";-;-;-;-;-;7699;10050;10651;9537;7789;7907;6909;7995;7947;7736;7604;6020;6975;7251;6843;8353;9014;7936;11044;8539;8596;9569;8287;7751;7830;205832"
"""354320 RIBEIRAO DO SUL"";-;-;-;-;-;10094;8740;12059;8564;12027;12807;10402;10589;9346;8193;6347;4958;6352;7493;10209;11980;12391;11536;12634;10999;13621;14834;13969;13451;13570;267165"
"""354323 RIBEIRAO DOS INDIOS"";-;-;-;-;-;529;2322;2235;2160;2015;1357;1476;480;1586;1686;1413;1002;1539;2265;2173;2011;1868;1795;1849;218;1401;709;1497;848;-;36434"
"""354325 RIBEIRAO GRANDE"";-;-;-;-;-;1649;1534;1582;1552;1612;2415;-;-;3344;824;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14512"
"""354330 RIBEIRAO PIRES"";-;-;-;-;-;159188;163109;181631;205804;145739;216143;123985;157825;167775;161179;143682;134874;135674;143268;146114;131211;131794;131224;127300;132236;156674;262960;140059;122759;122868;3845075"
"""354340 RIBEIRAO PRETO"";-;-;2444;6322;12653;3154105;3074678;3267353;3316995;3103787;2967340;3202072;3174492;3464889;3595858;3347075;3051688;3545111;3635139;3579989;3576750;3648783;3590185;3739136;3803164;3866414;3876689;3172968;3214901;3343426;85334406"
"""354350 RIVERSUL"";-;-;-;-;-;37;9;17;17;17;9;39;228;391;227;14;98;901;1199;733;847;450;336;342;612;698;380;274;381;955;9211"
"""354360 RIFAINA"";-;-;-;-;-;4659;4992;5633;6761;6128;6025;5858;5632;5903;4441;4985;5206;6147;6375;6301;5805;6590;5630;5899;6270;6738;6331;5347;5890;6220;145766"
"""354370 RINCAO"";-;-;-;-;-;6906;10953;12383;8806;9241;10053;8321;12624;15051;13529;12043;11059;11590;15154;16483;14285;14664;12477;5231;7094;7657;8312;7365;5936;2516;259733"
"""354380 RINOPOLIS"";-;-;-;-;-;19490;18531;19297;22237;19699;18106;19595;21584;21556;21750;18395;14651;19820;18522;17672;18608;20351;19206;21040;17627;24951;24810;21579;19178;-;478255"
"""354390 RIO CLARO"";-;-;20577;28495;6661;273566;279784;321582;361153;398914;344156;304065;317528;298766;287832;274014;255046;283647;284428;313006;303774;314544;268733;286758;303623;292514;286012;263399;265802;251340;7489719"
"""354400 RIO DAS PEDRAS"";-;-;-;-;-;30896;30039;34842;32954;37756;34619;28969;23018;33765;29183;31484;31784;33117;21316;21364;24514;21387;20379;20157;23932;20526;21149;22581;27281;23225;680237"
"""354410 RIO GRANDE DA SERRA"";-;-;-;-;-;10999;25547;16867;21051;14389;24480;22429;19254;25311;23554;270455;30958;18516;47814;50855;37761;51894;48227;45939;38470;40835;63643;57292;51712;47469;1105721"
"""354420 RIOLANDIA"";-;-;-;-;-;10573;8815;5695;12719;16871;10557;13842;15591;14867;16417;13795;12890;13424;15855;16005;16880;16665;18072;20548;20631;20457;15687;19478;17014;19208;382556"
"""354425 ROSANA"";-;-;-;-;-;12106;12576;13332;33807;21155;22560;20101;24140;24699;34284;22006;27488;27239;35284;32456;34197;24984;23806;36779;34221;37787;32608;31745;15775;15981;651116"
"""354430 ROSEIRA"";-;-;-;-;197;16564;15956;19534;20361;18301;17576;17195;19499;19675;17492;15974;14820;15258;14810;15796;14713;19083;17862;17923;19353;19542;23015;18496;2354;17918;429267"
"""354440 RUBIACEA"";-;-;-;-;-;4549;5608;5659;6705;6619;6692;5653;7271;6054;6331;5523;4681;6427;7017;6209;6325;6367;5237;5393;6202;6385;6377;5590;4149;3803;146826"
"""354450 RUBINEIA"";-;-;-;-;-;16038;16790;13717;20016;15006;2855;2401;12053;16342;14772;13407;7099;9176;6547;7838;10481;11216;9593;12123;13021;12334;12406;7716;9751;9760;282458"
"""354460 SABINO"";-;-;-;-;-;7177;10570;14645;12935;14132;13509;11521;13174;12379;11165;11365;10473;12628;15388;14004;12647;13646;11972;13022;11363;13893;13520;12397;10559;-;298084"
"""354470 SAGRES"";-;-;-;-;-;1614;1428;1611;1542;1486;1573;1683;1621;1910;1622;1471;1297;1720;1600;1596;1804;1277;1478;1822;1262;1643;1668;1499;1498;1472;39197"
"""354480 SALES"";-;-;-;-;-;18402;18978;18935;16287;16904;14284;13128;13693;16997;18055;16910;16617;18313;18196;18403;20926;23442;20717;22020;23539;22905;22645;20878;21215;21338;473727"
"""354490 SALES OLIVEIRA"";-;-;-;-;-;9880;9507;10192;12250;7880;2955;4499;10693;10893;11035;7099;11819;10472;9485;7371;11932;11279;11897;12038;12360;13260;12652;11778;9703;9019;251948"
"""354500 SALESOPOLIS"";-;-;-;-;-;13212;13951;15039;17029;15536;15844;12741;15141;16570;15773;15215;11038;14263;13760;14572;14285;15771;13877;10404;18563;18224;19115;16281;18674;18023;382901"
"""354515 SALTINHO"";-;-;-;-;-;30162;32134;34276;45117;42865;39549;36814;38112;39270;37986;35705;33691;37630;35700;41801;40949;45915;38130;38000;45732;39634;39500;35344;34432;37006;955454"
"""354520 SALTO"";-;-;-;-;29;132667;122666;171567;168971;164692;161404;141411;138707;128991;137707;108117;99352;111374;127269;112092;126557;230983;138167;138132;142939;163790;144132;128813;149743;142859;3533131"
"""354530 SALTO DE PIRAPORA"";-;-;-;-;-;52318;43355;65435;70493;72130;68158;52852;64784;65271;63951;45199;44096;46157;51828;56977;56732;36811;53928;49332;51285;50276;50744;47444;58025;46636;1364217"
"""354540 SALTO GRANDE"";-;-;-;-;-;4856;11761;11815;15320;10937;11522;11311;11796;12314;12776;10645;9835;12209;11177;13471;14499;12948;11592;12222;12651;12950;13016;11666;10563;11403;295255"
"""354550 SANDOVALINA"";-;-;-;-;-;3505;2251;851;595;805;404;516;123;651;896;137;657;454;158;553;728;943;890;443;145;152;177;145;688;172;17039"
"""354560 SANTA ADELIA"";-;-;-;-;-;29753;28506;30409;37035;35298;31546;32120;34586;31819;33203;28576;24129;30399;32622;35825;38390;36980;34092;40425;41778;43982;47489;40252;35445;42660;877319"
"""354570 SANTA ALBERTINA"";-;-;-;-;-;10692;10733;11503;13242;10231;15317;16079;12433;12155;9381;9136;9938;11858;9180;13332;10751;14306;16313;16777;15746;16766;18828;15755;13210;15096;328758"
"""354580 SANTA BARBARA D'OESTE"";-;-;-;-;-;214636;236164;294804;310676;300692;297753;285093;297064;297138;267778;223132;160866;207717;211225;233276;235505;208291;231917;236290;290025;285065;291480;267823;207032;231086;6322528"
"""354600 SANTA BRANCA"";-;-;-;-;-;6786;10651;14285;13959;8476;8402;7021;8433;8539;8775;8163;7613;7562;7341;8514;8004;10592;8935;7698;8494;8348;9285;8133;7803;6745;218557"
"""354610 SANTA CLARA D'OESTE"";-;-;-;-;-;1957;1686;1979;1855;2244;2186;2046;2357;2444;2449;2108;1660;1750;2255;1665;2009;1999;1986;2334;2501;3472;3908;3526;3308;3353;59037"
"""354620 SANTA CRUZ DA CONCEICAO"";-;-;-;-;-;5515;4792;4343;4819;4113;4165;4580;4949;4702;7899;7144;5746;9190;7810;8627;6312;7884;7400;9812;11203;8342;8625;8576;6769;10456;173773"
"""354625 SANTA CRUZ DA ESPERANCA"";-;-;-;-;-;1834;4003;4487;5282;2379;6293;13677;3872;3823;3431;3140;2530;3465;2984;3191;-;-;-;-;-;-;-;-;-;-;64391"
"""354630 SANTA CRUZ DAS PALMEIRAS"";-;-;-;-;-;35046;42410;41045;42658;37355;35303;30245;54097;46407;46327;40365;34601;40114;42106;44210;48881;47691;45246;42791;57738;55029;55213;48635;49914;44945;1108372"
"""354640 SANTA CRUZ DO RIO PARDO"";-;-;-;-;-;74723;75837;82506;92352;100211;95055;84021;83762;79523;85890;78966;65155;83959;73738;78723;83459;70536;77190;78730;79388;81474;72458;64189;69897;61175;1972917"
"""354650 SANTA ERNESTINA"";-;-;-;-;-;11;216;264;272;239;11;8;20;9554;7598;8203;5713;3137;1821;1066;940;980;587;636;489;586;606;476;397;364;44194"
"""354660 SANTA FE DO SUL"";-;-;-;-;-;112237;106102;155187;165617;143327;130301;116727;154281;158720;139177;180872;119736;128905;122156;123323;135698;130058;119792;126033;112815;153441;140212;124693;109167;101487;3310064"
"""354670 SANTA GERTRUDES"";-;-;-;-;-;54818;53713;55108;78187;76704;51969;61873;69758;70394;52533;54210;52413;59927;62256;67577;70658;70934;61195;63210;65883;65865;65244;-;-;-;1384429"
"""354680 SANTA ISABEL"";-;-;-;2645;2579;69518;76196;70441;75627;86641;106601;54494;57586;46486;70547;81370;86836;117477;107807;80556;87862;103803;82684;78376;89625;92917;95866;84137;77758;61521;2047956"
"""354690 SANTA LUCIA"";-;-;-;-;-;6697;9676;7553;10199;12967;9937;6970;7125;10508;10887;8638;9052;9498;10390;12250;12052;12398;8367;10701;9318;8393;10385;8239;6847;8561;237608"
