"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""352230 ITAPETININGA"";-;-;-;-;7;164500;191586;217575;212724;205709;207305;254460;292666;227089;221377;167687;184331;216173;175820;234142;221299;221634;223025;203779;338086;218382;236216;190434;194598;200194;5420798"
"""352240 ITAPEVA"";-;-;394;770;3747;138796;183800;209524;244071;251823;175287;199103;210708;178543;209428;158819;197247;190583;183252;293248;217826;99991;210719;236562;205073;239647;225853;207221;207495;197887;5077417"
"""352250 ITAPEVI"";-;-;-;-;8283;348453;355596;393932;428997;411283;381468;350479;379974;374024;370662;327169;298948;333076;336399;42198;40035;49070;47418;49303;43671;55407;53503;48024;43763;35685;5606820"
"""352260 ITAPIRA"";-;-;-;-;147;126838;118454;137422;174476;165471;136472;137771;142872;148992;136568;107359;100012;135115;130646;139934;146088;139513;135301;128841;132412;131332;125757;117038;104504;113396;3312731"
"""352265 ITAPIRAPUA PAULISTA"";-;-;-;-;-;2797;2799;3523;3949;4802;5981;6161;3032;2584;2479;2134;2527;2793;2721;3244;3011;3142;2723;2474;2553;2485;5021;5699;5169;-;83803"
"""352270 ITAPOLIS"";-;-;25;112;12749;66616;68838;74979;81344;79401;76211;72076;74739;78556;78251;69205;64959;70442;72145;78373;79283;85362;76832;56549;61067;63048;66382;56515;51034;49690;1764783"
"""352280 ITAPORANGA"";-;-;-;-;-;25712;26807;30399;34944;30537;30138;278565;28278;22267;34669;27130;19481;23101;31663;28984;33057;34415;29652;32891;34532;40832;39635;35260;30836;34617;1018402"
"""352290 ITAPUI"";-;-;-;-;-;27489;27801;33999;35126;32153;34081;31433;40573;39506;38477;35808;26519;38032;45792;46871;53308;55477;47848;55009;56980;51566;55153;51683;51208;-;1011892"
"""352300 ITAPURA"";-;-;-;-;-;13999;14464;10191;14485;11210;14653;2509;100855;142;3111;743;23;16;1022;562;687;1795;1819;1829;2698;4136;3880;3343;3003;-;211175"
"""352310 ITAQUAQUECETUBA"";-;-;-;-;-;461418;505111;604701;612635;577145;498684;436730;490748;452399;390594;338624;359283;317402;424427;473997;486526;952446;459966;442762;482417;488392;500711;468758;329044;393302;11948222"
"""352320 ITARARE"";-;-;-;-;-;44031;43148;58183;57523;63931;48514;41805;46615;58573;56569;57360;49545;47868;46062;46593;46392;48301;46504;47448;45705;47262;68413;45771;139428;52162;1353706"
"""352330 ITARIRI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9190;13027;12705;14705;19227;13187;8957;10133;8875;7257;7757;7969;17626;5507;156122"
"""352340 ITATIBA"";-;-;1;40;11;212422;193374;207498;224198;200420;212084;179894;203114;339218;246251;241526;161417;169293;254171;193893;198165;262129;167675;193858;190933;241736;241727;200389;172621;188755;5296813"
"""352350 ITATINGA"";-;-;-;-;-;14037;14450;17622;19615;21496;14198;16947;16146;19361;11082;14127;8958;13919;18581;17116;19647;20895;18233;17072;19966;28137;23145;19862;15550;20882;441044"
"""352360 ITIRAPINA"";-;-;-;-;-;22078;22501;23719;27308;24622;21043;19636;21055;27986;10730;20786;18806;20118;8705;16662;18894;18714;21778;27729;28666;28465;26701;-;-;-;476702"
"""352370 ITIRAPUA"";-;-;-;-;-;5985;5235;6017;6040;6320;9604;1504;6950;6190;7448;6217;5759;5819;6542;7790;8952;6569;5986;8099;6343;7794;7607;6731;6919;3022;161442"
"""352380 ITOBI"";-;-;-;-;-;17506;18709;19596;22135;21519;20265;18;16801;16076;18898;13928;7319;14804;20337;19873;19875;23429;21240;19402;19990;21691;21809;19184;18371;-;432775"
"""352390 ITU"";-;-;-;-;-;269105;281991;335619;358940;342746;325100;319037;346552;314693;333075;549048;254684;216645;549711;469097;490108;493142;490538;433151;450149;413942;412595;395298;269897;251916;9366779"
"""352400 ITUPEVA"";-;-;-;-;44;112615;109503;134139;163848;156700;147217;132947;147932;144340;154480;122169;73534;112408;133365;148977;154997;173033;155018;150840;114094;121790;164126;135626;105004;113217;3381963"
"""352410 ITUVERAVA"";-;-;16;9;92;61190;59591;60603;63884;67363;70664;61843;64522;64752;67745;61893;44405;47919;48858;48288;51433;51339;50917;49986;51808;54051;54635;46336;44770;44261;1393173"
"""352420 JABORANDI"";-;-;-;-;-;18740;19098;20211;23524;21596;22502;24642;25294;26208;23958;22079;19119;21021;23977;25371;23579;25039;23114;21572;24320;23259;24794;26540;23717;20703;573977"
"""352430 JABOTICABAL"";-;-;9;1;1278;150897;237091;158199;175895;159743;166763;158540;171912;179292;177564;163807;156366;187242;187727;179821;170803;182469;162901;171002;175917;176145;180516;158633;155856;168033;4314422"
"""352440 JACAREI"";-;-;565;7728;12699;311984;302033;329398;332287;315919;284718;267269;337887;352388;358305;327823;276688;338957;309879;337389;330716;371741;324514;333655;325740;365973;358864;319725;265098;313103;8113045"
"""352450 JACI"";-;-;-;-;-;12450;9476;16831;14731;16373;16701;12678;21157;17585;16006;16773;16452;19603;19111;18181;18975;18695;16849;17276;17403;16672;15664;13377;12367;11955;403341"
"""352460 JACUPIRANGA"";-;-;-;-;-;18294;21391;22952;23650;24347;24638;20808;23023;25541;28848;23065;16743;20785;22054;22396;23414;26398;22888;22768;23346;25591;24976;23361;21562;26189;579028"
"""352470 JAGUARIUNA"";-;-;-;-;-;112982;115160;119789;339001;146850;144437;132330;129587;141105;163434;144193;95250;74545;117914;151379;144310;151212;146515;142018;146608;145284;187228;147992;119773;66208;3525104"
"""352480 JALES"";-;-;-;-;-;110952;100251;773950;124618;121642;117846;111141;117052;117552;122802;114546;118542;125726;118055;116088;68379;182953;119018;122509;127884;128208;132880;118682;112033;212851;3736160"
"""352490 JAMBEIRO"";-;-;-;-;-;1220;1376;1860;2240;2233;2041;1793;2081;2180;2161;2071;1790;1882;1988;2069;2536;2308;2081;1954;2085;2103;234;5948;5940;-;54174"
"""352500 JANDIRA"";-;-;-;-;10;117409;135963;164386;174583;277144;162722;163767;166473;173375;169662;146486;136819;139014;142112;200283;204517;218392;194991;171100;182983;197228;201572;207681;154750;156560;4359982"
"""352510 JARDINOPOLIS"";-;-;6;10;78;42872;36792;36559;55563;56257;57328;49987;738855;751535;91231;734253;69912;81188;105146;90403;749907;83801;83688;704092;76520;94874;753769;91791;83757;-;5720174"
"""352520 JARINU"";-;-;-;-;-;41668;46233;32282;33683;80743;68554;78339;57690;70627;59285;49085;53666;50369;29209;32214;59638;64325;40121;39463;37075;37645;95202;60606;44939;67392;1330053"
"""352530 JAU"";-;-;373;1575;4735;203337;213691;249040;248244;256157;236478;219474;227771;241324;236702;224605;206986;224321;219937;217141;240834;241913;208012;221736;233327;248604;231132;275223;192889;81865;5607426"
"""352540 JERIQUARA"";-;-;-;-;-;138;127;265;644;525;458;482;746;587;563;493;283;447;513;450;459;411;409;457;637;613;653;604;432;617;12013"
"""352550 JOANOPOLIS"";-;-;-;-;-;14200;14171;16255;12531;11763;10976;9778;8326;8766;7257;7932;147063;8111;8222;-;-;-;-;-;-;-;-;-;-;-;285351"
"""352560 JOAO RAMALHO"";-;-;-;-;-;4801;5673;5584;7975;7029;5510;5667;6191;6436;6659;3969;5069;6019;6199;7478;6821;6572;5387;5806;6359;7039;5136;6059;4852;7139;151429"
"""352570 JOSE BONIFACIO"";-;-;-;-;-;56938;61574;68320;77568;64742;67991;67056;71588;80202;96720;79968;69417;84369;86796;82340;105026;102472;89275;100907;112463;116102;127255;108187;97450;104225;2178951"
"""352580 JULIO MESQUITA"";-;-;-;-;-;74;59;73;85;86;85;71;135;87;132;144;126;257;257;267;346;316;369;262;330;193;324;355;322;281;5036"
"""352585 JUMIRIM"";-;-;-;-;-;1937;1895;1777;2673;2099;1813;1665;1751;1773;2265;1732;799;1827;1852;2149;2730;1943;1732;2251;1937;2209;3026;3248;2087;2535;51705"
"""352590 JUNDIAI"";-;-;6;3543;7974;732799;778117;857016;946945;888000;876380;800460;829501;865001;943507;762298;635792;790908;845569;874082;847911;903876;812187;832890;881722;889626;890082;751536;749331;773656;20770715"
"""352600 JUNQUEIROPOLIS"";-;-;-;-;-;23792;28755;29777;33190;30772;29761;31545;25812;31458;25172;26171;23292;27952;31362;27495;29998;27619;27374;27611;32756;38412;37357;34680;33632;40509;756254"
"""352610 JUQUIA"";-;-;-;-;-;23509;31127;33409;35471;35840;33107;31253;33725;32749;34833;31543;28387;33488;33095;41845;43325;36716;44439;37200;44836;42320;43922;47509;40624;39360;913632"
"""352620 JUQUITIBA"";-;-;-;-;-;24405;22610;27303;281602;471270;24662;37552;28788;30795;16646;9854;333;18496;18138;14042;20805;6017;44479;41533;33330;28643;29123;25207;113950;19610;1389193"
"""352630 LAGOINHA"";-;-;-;-;-;1853;2530;2264;2018;1718;2112;1832;2004;2273;2587;3053;2571;2358;2242;3128;3150;3994;2730;158;445;311;2520;3054;2791;-;53696"
"""352640 LARANJAL PAULISTA"";-;-;-;-;-;35835;39223;42631;45311;40164;38768;35319;39679;41034;39484;38630;31116;38456;41973;30113;40283;19439;30301;37516;21810;41124;41816;21618;23552;24070;879265"
"""352650 LAVINIA"";-;-;-;-;-;11645;10253;14070;14863;13176;12769;11108;13102;11815;12790;11654;9595;11059;12420;10804;11207;11593;11768;11542;15444;-;-;-;-;-;242677"
"""352660 LAVRINHAS"";-;-;-;-;-;293;317;397;519;474;393;414;452;422;420;342;156;1657;1623;1710;1858;2054;1717;2382;2890;3069;-;-;-;-;23559"
"""352670 LEME"";-;-;10;12;52;207735;201596;221974;238499;214888;205222;210187;219663;233928;246881;212426;182125;233136;245371;248408;237158;248597;203162;241202;239389;254211;263434;236824;191077;236468;5673635"
"""352680 LENCOIS PAULISTA"";-;-;-;-;-;182915;178808;196514;191472;189932;180139;172588;202791;208188;202757;176853;156365;175159;177472;183597;200877;218212;180533;191948;225635;218065;229915;182305;168376;182558;4773974"
"""352690 LIMEIRA"";-;-;25;1050;4975;282157;282465;308319;339537;346036;340049;305573;349429;357643;353002;320755;276747;320437;334933;334240;411872;387272;394341;413095;410093;410648;412319;370386;354042;369097;8790537"
"""352700 LINDOIA"";-;-;-;-;-;47915;57371;56142;88890;68782;71395;74623;60678;62004;81233;61577;50360;73315;80803;60877;33571;51516;40453;51713;48310;70883;73773;73995;49264;80236;1569679"
"""352710 LINS"";-;-;-;-;-;46744;40854;48763;52163;51983;50285;49292;51561;52183;53098;42540;50726;933927;51693;52324;49908;57558;55037;53141;55629;57456;56526;51734;51628;54751;2171504"
"""352720 LORENA"";-;-;-;1;54;116632;215006;119572;138841;113808;120846;121112;130609;131297;134707;115835;100439;112679;111167;107597;116053;123239;121383;116209;108094;116162;116423;99885;93995;101027;3002672"
"""352725 LOURDES"";-;-;-;-;-;9374;8501;8704;10927;10218;10741;9849;10578;10522;11344;9753;8373;10592;8669;10606;11059;12296;9953;10760;11409;11710;11182;9376;8703;9985;255184"
"""352730 LOUVEIRA"";-;-;2;-;-;90810;99650;102564;105232;97695;88883;72150;98546;105176;100115;75947;58681;77000;84194;119392;94549;127663;114457;110265;105960;108265;108962;99344;80946;87235;2413683"
"""352740 LUCELIA"";-;-;-;-;-;25379;29680;34606;35394;36411;34225;44976;34342;41714;38293;34256;29087;25764;39463;37597;37308;32371;31291;38603;10145;12783;33634;35941;28214;-;781477"
"""352750 LUCIANOPOLIS"";-;-;-;-;-;7312;8029;8235;8917;7895;7985;6872;6626;6044;6513;5631;4292;6386;6083;6852;7153;6755;6378;7817;7016;8193;8224;6676;6727;12399;181010"
"""352760 LUIS ANTONIO"";-;-;-;-;-;8553;6285;7196;7371;7847;8350;6757;7549;9771;8576;9374;5067;7448;10107;9658;10940;10396;9635;16086;15416;15312;16290;16174;15908;16619;262685"
"""352770 LUIZIANIA"";-;-;-;-;-;10866;14658;23593;23566;16950;15404;11001;15887;17123;14584;17356;16029;12023;16635;15694;20376;20764;20065;14140;15458;17570;15880;15688;12851;11216;405377"
"""352780 LUPERCIO"";-;-;-;-;-;6344;6260;7277;7742;24683;6492;6765;6493;4987;7000;8112;5875;7712;7161;7652;7301;7519;9858;6889;7402;8039;4383;4872;6710;5504;189032"
"""352790 LUTECIA"";-;-;-;-;-;2829;3140;3490;3767;3392;3001;2978;1024;3745;-;3690;2002;3000;3375;2852;3046;3358;3514;2554;732587;2311;2999;2780;1722;4191;801347"
"""352800 MACATUBA"";-;-;72;29;3;31323;32108;34617;39634;36097;31451;33803;30170;31074;15859;26937;25958;35241;36405;38190;40071;41524;39353;39345;45080;48347;44016;31737;27972;30318;866734"
"""352810 MACAUBAL"";-;-;-;-;-;11366;4574;8187;9467;8806;11395;13206;13027;13781;13185;12294;11691;28554;13635;13130;13338;28433;11944;6203;6978;7336;6759;6544;5805;6749;286387"
"""352820 MACEDONIA"";-;-;-;-;-;1409;1552;1885;2363;2518;2115;3761;2704;2926;2399;1911;2057;2508;3897;2238;2914;3988;2937;2459;1976;4886;4571;4029;9098;3504;76605"
"""352830 MAGDA"";-;-;-;-;-;1032;1546;2292;2472;2157;2020;2274;2169;1928;1792;8;1469;1205;1299;1643;5215;2962;2166;2389;2280;3050;1751;5222;4255;6162;60758"
"""352840 MAIRINQUE"";-;-;-;-;-;51406;52961;61517;72592;69323;54716;56122;54628;56856;53117;46515;45197;51793;51779;50334;61495;61826;56705;57786;65316;63023;68786;68480;62098;62049;1456420"
"""352850 MAIRIPORA"";-;-;-;59;89;160009;164770;185480;244112;199081;169172;153937;165640;174369;153995;130394;109796;118151;129826;128848;137493;150866;128926;124221;139940;139572;142302;125893;109960;119924;3706825"
"""352860 MANDURI"";-;-;-;70;66;5433;5653;6900;7412;9927;6447;8244;7510;6341;6209;6309;4908;6733;6609;5946;5952;6560;5799;6804;8419;8517;7340;6850;5552;-;162510"
"""352870 MARABA PAULISTA"";-;-;-;-;-;947;287;1208;525;824;1252;566;707;568;532;524;553;630;523;998;813;1710;1334;1563;5938;543;528;524;732;1276;25605"
"""352880 MARACAI"";-;-;-;-;-;32214;36620;41445;47465;42871;39954;33930;38328;38137;38349;33634;26093;28626;33930;42144;38410;41518;34205;31511;31824;33947;35623;34950;25799;35112;896639"
"""352885 MARAPOAMA"";-;-;-;-;-;10910;10219;12119;13173;11571;12159;10129;11841;10612;10007;9776;8803;12590;12437;11342;12059;14722;13996;13299;13127;14882;14271;10495;11206;11965;297710"
"""352890 MARIAPOLIS"";-;-;-;-;-;8647;10272;11765;11590;12392;11270;10693;10396;11171;11743;10454;5728;5305;6710;5609;6302;2172;1793;2159;2118;2356;1949;1657;1430;1751;167432"
"""352900 MARILIA"";-;-;-;1299;1252;1208269;1215899;1234694;1244507;1217100;1191834;1062055;965508;1001901;1201217;1102710;1174775;1194811;1170566;1145360;1301435;1331786;1398333;1408054;1492692;1557807;1575938;1310198;1403228;1471599;31584827"
"""352910 MARINOPOLIS"";-;-;-;-;-;1289;934;1214;1255;1102;948;1247;1332;4825;4523;4337;3404;840;794;632;369;386;4489;3430;3866;4601;4180;6482;4335;4460;65274"
"""352920 MARTINOPOLIS"";-;-;-;-;-;15987;14610;13925;8766;14203;16023;14874;14115;17717;18230;12038;15379;17288;13002;14444;13871;14553;14855;15140;12468;13531;14354;12230;15251;15229;362083"
"""352930 MATAO"";-;-;-;-;-;90120;82316;87266;107981;101182;100204;93004;92526;103022;110398;92053;82107;109362;112472;99108;96237;95338;85240;94264;90141;99954;102777;86830;80273;94498;2388673"
"""352940 MAUA"";-;-;6;22;19943;432030;483057;573294;605568;604656;541679;487323;496674;517657;523710;473535;393683;426834;447570;449730;477205;505227;407311;412274;439513;452814;439510;401257;364315;386561;11762958"
"""352950 MENDONCA"";-;-;-;-;-;16624;16512;18514;21174;20410;18398;16545;18446;18190;19878;14513;11208;20236;19441;20779;18953;21788;15812;18088;19494;21907;19939;12117;-;-;418966"
"""352960 MERIDIANO"";-;-;-;-;-;469;417;304;566;461;498;339;598;566;596;577;518;276;519;529;601;508;495;486;678;679;627;441;313;544;12605"
"""352965 MESOPOLIS"";-;-;-;-;-;6;120;5;3;2226;812;35;769;2121;1284;1239;1115;2621;2428;2115;2292;2287;5956;6529;6065;7106;7269;6272;4917;2911;68503"
"""352970 MIGUELOPOLIS"";-;-;-;-;-;18688;18203;19521;20679;20697;20573;20345;18875;20887;21373;19315;18668;18373;10505;11751;22675;30566;22196;24251;33108;36047;34650;36791;35684;25595;580016"
"""352980 MINEIROS DO TIETE"";-;-;-;-;191;20092;22025;29022;29733;24965;23794;21334;20571;25752;24209;21483;17093;19311;21279;21335;28666;11537;15314;14607;12518;-;-;-;-;-;424831"
"""352990 MIRACATU"";-;-;-;-;-;22280;30288;28262;33442;34906;26951;22590;27912;25288;28549;27324;23137;24338;24004;32574;39411;30342;29776;29396;30834;29170;31517;29379;-;-;661670"
"""353000 MIRA ESTRELA"";-;-;-;-;-;4453;4195;4385;6118;5712;6202;7042;6885;11072;7216;7426;899;4580;7150;6696;4738;6501;9118;7478;4979;6072;5541;3873;-;-;138331"
"""353010 MIRANDOPOLIS"";-;-;-;-;2;50502;44955;58024;66121;61670;55899;57482;64765;60894;63098;51652;44432;61207;569410;62661;294943;72212;62164;68230;71083;72243;67973;64116;59431;63201;2268370"
"""353020 MIRANTE DO PARANAPANEMA"";-;-;-;-;-;23685;27698;26431;23484;29909;29610;45255;55709;55626;54006;48571;34703;45781;46727;48228;48727;49102;42914;49431;41582;26573;25701;22639;21955;20553;944600"
"""353030 MIRASSOL"";-;-;-;-;-;20292;51509;45971;75724;72458;58414;55753;60666;60121;63126;57393;42843;66983;65994;68905;66485;71882;60606;43661;47088;47205;63705;19942;15789;19285;1321800"
"""353040 MIRASSOLANDIA"";-;-;-;-;-;7087;8312;8915;10456;10055;8901;848387;8428;9313;8818;29021;7051;8267;8454;7564;8308;9346;-;-;-;-;-;-;-;-;1006683"
"""353050 MOCOCA"";-;-;-;4787;4632;105302;98156;103950;114010;111728;105399;103738;116333;122125;116101;109201;100105;108569;107228;94584;95317;103346;87682;112039;120702;138897;144057;132458;103085;84259;2747790"
"""353060 MOGI DAS CRUZES"";-;-;21;56;10551;1320767;1368005;1438599;1494539;1418934;1376572;1398275;1415098;1465682;1534864;1459371;1318791;1590200;1536750;1566283;1638063;1652355;1550517;1656710;1676614;1701729;1769242;1526348;1425618;1555313;37865867"
"""353070 MOGI GUACU"";-;-;-;-;39;148116;124084;84067;175906;181494;173223;163265;170106;178239;173164;157071;163626;201728;181351;177041;163217;167095;170531;186299;195772;201649;208925;178126;15376;16820;3956330"
"""353080 MOGI MIRIM"";-;-;93;239;4828;142549;132489;177624;152447;170406;148486;161695;139742;178660;173248;166450;146434;142681;150851;151335;145435;154789;71349;69763;143472;146063;149338;134957;118180;123427;3597030"
"""353090 MOMBUCA"";-;-;-;-;-;1146;6916;6022;2412;1064;8465;6472;6584;7208;7254;6103;2784;4841;4805;6078;4440;2385;2177;4695;7613;5629;7786;5631;5222;5673;129405"
"""353100 MONCOES"";-;-;-;-;-;337;671;934;1158;736;989;1071;1056;1107;839;383;443;1230;995;678;2162;2247;2404;2648;1922;1705;3484;2901;788;12668;45556"
"""353110 MONGAGUA"";-;-;-;-;1;107045;80995;105941;98343;94803;69678;66085;76522;83630;93582;91873;83618;113124;88753;82174;101532;491804;92929;86602;81689;100248;95913;93049;95583;101593;2677109"
"""353120 MONTE ALEGRE DO SUL"";-;-;-;-;-;18472;19280;20357;21629;21834;20992;21403;19967;20352;21984;18109;17373;20930;20572;22110;20132;22001;21136;24435;20828;21472;19036;16917;14386;15742;501449"
"""353130 MONTE ALTO"";-;-;-;-;-;92599;98381;100251;123663;112684;110544;100682;106115;114426;115061;100391;78180;115877;120513;120944;119380;115754;117505;127464;120941;122052;124171;109365;88431;105127;2760501"
"""353140 MONTE APRAZIVEL"";-;-;-;-;4;11777;12022;13135;15076;15644;16727;20985;20229;24253;23602;21005;18613;39636;44494;43925;48875;53727;45090;48897;52737;56615;59118;51584;51627;82773;892170"
"""353150 MONTE AZUL PAULISTA"";-;-;-;-;-;44880;47994;46858;49574;47507;41722;46342;43287;44234;57122;40521;49140;51407;55794;54736;60814;61601;54088;62495;67696;70398;73480;58794;54675;36849;1322008"
"""353160 MONTE CASTELO"";-;-;-;-;-;13096;11061;14389;17144;15056;13307;12619;15245;14856;15331;13342;10459;11304;12982;12658;15114;13000;11970;14148;14859;14492;15258;12914;10303;10035;334942"
"""353170 MONTEIRO LOBATO"";-;-;-;-;-;1946;388;1155;3522;5972;7237;5003;6160;7144;6578;5407;4607;5410;5370;2062;3611;3437;4419;4111;4644;3395;80;3624;20;2428;97730"
"""353180 MONTE MOR"";-;-;-;-;5;68470;73424;89103;102965;96883;88303;71203;83884;87197;84339;70726;58991;69233;80058;81854;88020;91178;80384;64397;112482;103153;239341;96058;81843;83795;2247289"
"""353190 MORRO AGUDO"";-;-;-;-;-;40290;71722;64200;82834;70002;73988;60772;63019;63904;67778;77790;57694;60407;66966;76294;108118;84462;88644;54529;120254;106906;79757;60859;116308;87739;1905236"
"""353200 MORUNGABA"";-;-;-;-;-;22239;20571;25960;35315;50236;50675;45954;49329;48428;39769;44521;37552;47975;48484;46073;60774;61131;54410;55081;55767;56879;61760;49904;47749;47897;1164433"
"""353205 MOTUCA"";-;-;-;-;-;4633;3683;2835;6152;6099;8306;19802;9682;9282;7745;6759;5117;6761;7393;8012;8217;9281;9151;7767;6573;8743;9052;8162;7360;7663;194230"
"""353210 MURUTINGA DO SUL"";-;-;-;-;-;2343;3227;3036;3471;4011;3380;2615;4227;3798;3668;2923;3730;5642;4308;4027;3817;4356;3038;3767;4707;4624;4119;2688;3706;3824;93052"
"""353215 NANTES"";-;-;-;-;-;145;280;219;290;293;225;317;390;386;202;187;145;231;175;181;270;210;220;342;209;220;374;432;-;-;5943"
"""353220 NARANDIBA"";-;-;-;-;-;10420;12037;12088;13892;9722;6056;11570;13248;12080;14855;16995;9976;11070;13698;13462;13226;13885;11344;13656;17818;14921;20140;17171;13556;12854;329740"
"""353230 NATIVIDADE DA SERRA"";-;-;-;-;-;1644;932;988;2249;1975;1593;1315;1501;1496;1230;861;1186;1462;1113;1275;1372;1417;1393;-;-;449;575;-;-;-;26026"
"""353240 NAZARE PAULISTA"";-;-;-;-;-;18631;19225;25907;31483;26478;23474;23272;24296;30059;25130;22326;18924;24396;25349;31664;30506;35373;30707;29255;28750;31786;31240;29636;27736;28220;673823"
"""353250 NEVES PAULISTA"";-;-;-;-;-;6834;9316;9862;11470;8941;9982;9262;11765;11311;11040;8298;8741;10959;10818;10010;11717;5433;7362;8132;9186;7673;7836;9346;8315;-;223609"
"""353260 NHANDEARA"";-;-;-;-;-;11654;11617;12244;13332;14306;13072;13649;13672;13485;14294;14013;14485;16293;15033;15610;15608;17958;16041;13770;14594;15289;15262;14575;15016;15491;360363"
"""353270 NIPOA"";-;-;-;-;-;14349;15493;14671;15598;16773;17647;15673;18667;13891;13533;15510;10305;12542;13127;13221;20090;18967;33130;19601;19256;20607;19946;17297;-;-;389894"
"""353280 NOVA ALIANCA"";-;-;-;-;-;7705;6297;6598;5736;5950;10019;11826;10161;8561;10714;7223;10414;7654;8882;7581;10924;8742;10883;711589;8440;8926;9797;8499;8144;8803;920068"
"""353282 NOVA CAMPINA"";-;-;-;-;-;21510;19327;21048;22001;20803;21660;14642;24610;26101;21603;21312;13939;15294;23918;6256;26588;23781;3345;3395;2511;-;-;-;-;-;353644"
"""353284 NOVA CANAA PAULISTA"";-;-;-;-;-;7763;8369;7419;9699;8518;7704;8442;8087;10902;9318;9315;9757;8941;9442;8670;9673;10023;8834;7693;8881;11418;10507;39663;7165;8026;254229"
"""353286 NOVA CASTILHO"";-;-;-;-;-;3430;3557;4051;1925;3916;5225;2447;2276;2974;2826;2448;2020;6180;7297;2132;2992;3987;2633;22446;15372;3190;7226;-;-;-;110550"
"""353290 NOVA EUROPA"";-;-;-;-;-;8922;9833;7824;12113;11918;8182;7581;8753;11589;10462;9027;6525;10727;11977;814195;11859;12224;9805;7703;10901;13580;12723;9602;12085;13085;1063195"
"""353300 NOVA GRANADA"";-;-;-;-;-;32798;30330;28786;30617;31201;32756;27015;30644;29625;27537;25058;28247;29744;31140;28560;2348;31637;30222;32599;15961;16627;22814;2239;2064;2314;602883"
"""353310 NOVA GUATAPORANGA"";-;-;-;-;-;1795;2134;2341;2642;1852;1458;328;1610;1739;1438;2121;4055;1728;1367;2870;3713;3261;3509;3532;4426;3925;5124;3920;4165;4687;69740"
"""353320 NOVA INDEPENDENCIA"";-;-;-;-;-;52;39;41;41;36;52;39;51;33;45;49;60;42;60;59;133;84;49;48;27;52;53;65;166;37;1413"
"""353325 NOVAIS"";-;-;-;-;-;11190;16871;14208;16490;14664;12787;13047;14921;14527;13452;11915;9624;16150;515147;16449;16146;17467;14788;17339;26344;18378;18599;15668;16757;-;872928"
"""353330 NOVA LUZITANIA"";-;-;-;-;-;6706;6131;6253;8875;7183;9221;9062;8898;8482;9104;10038;8394;7082;9096;16442;11409;10630;9697;9928;11234;9202;35811;8752;8115;7281;253026"
"""353340 NOVA ODESSA"";-;-;-;-;-;120282;121190;132061;171876;167457;89966;116618;83072;183684;97007;28363;88309;84157;162625;109329;112335;98430;56573;194662;141002;141118;135515;153582;101266;90927;2981406"
"""353350 NOVO HORIZONTE"";-;-;-;-;-;92785;92035;88228;110785;103892;98614;87369;91252;90827;94475;84115;73224;106465;107072;88729;95042;104617;91128;100337;102717;104505;98426;45034;73221;83289;2308183"
"""353360 NUPORANGA"";-;-;-;-;-;7446;8953;8893;9323;8953;7940;7723;7325;7480;7616;6589;6598;7353;9041;10201;9131;9965;8785;7897;8732;9329;8676;8236;8584;7859;208628"
"""353370 OCAUCU"";-;-;-;-;-;77;-;-;-;-;261;-;-;-;-;-;-;-;-;-;-;-;5287;8185;-;-;-;-;-;-;13810"
"""353380 OLEO"";-;-;-;-;-;2434;2673;2522;2306;2421;2421;1911;2687;2528;2373;2502;2188;2565;2334;2132;2130;3369;2618;3680;2997;3161;4055;2713;2364;2594;65678"
"""353390 OLIMPIA"";-;-;-;-;-;111606;252191;272110;274797;275134;227294;218315;220372;220506;258290;241647;257896;216192;227533;289947;276256;252811;204081;146566;225359;223926;94109;196002;196609;76685;5456234"
"""353400 ONDA VERDE"";-;-;-;-;-;8114;9770;9505;11528;11895;10635;8052;9846;10982;7520;9637;8408;10550;11312;13920;10988;12728;11890;11496;12373;14234;13612;12292;10064;11325;272676"
"""353410 ORIENTE"";-;-;-;-;-;5999;2431;7225;8604;9240;7140;3794;8554;7303;477322;457338;6479;7524;9043;8055;7554;749170;5736;7750;8056;7782;6453;7417;7878;7884;1841731"
"""353420 ORINDIUVA"";-;-;-;-;-;9356;9499;8963;11644;10573;10525;9696;10143;9940;10691;9183;8054;10114;10854;9733;10872;10848;9952;10190;11478;12955;11528;11286;9613;9829;257519"
"""353430 ORLANDIA"";-;-;-;1;167;21258;21110;19908;27482;24265;25652;24761;25161;26273;26863;21602;23498;26202;28578;28784;31258;33034;36811;33967;35544;37496;35754;35417;35893;37755;724494"
"""353440 OSASCO"";-;-;1524;2877;17682;3320964;3191648;3626521;3793262;3729994;3479329;3441573;3730217;3358192;3617000;3528313;3278211;3545911;3576085;3734496;3657500;3665913;3602901;3650108;3750941;3815578;3845505;3716054;3495641;3649781;89823721"
