"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""352370 ITIRAPUA"";-;-;-;-;-;2839;2443;3062;3134;3475;6491;134;3943;3452;4337;3384;3050;2823;3727;4734;5875;3761;3220;4832;4490;4459;4381;3595;4052;47;89740"
"""352380 ITOBI"";-;-;-;-;-;581;999;986;5105;4648;4593;14;4278;4541;5057;3937;2003;3541;4702;4837;4833;5261;5197;4648;4494;5334;5158;4137;4203;-;93087"
"""352390 ITU"";-;-;-;-;-;207487;214303;255817;282846;269657;255475;251682;279222;237047;266648;287011;209328;167162;179163;286385;303980;312203;313169;272704;280224;244623;257743;244971;139055;116368;6134273"
"""352400 ITUPEVA"";-;-;-;-;44;77943;74591;92613;109960;109003;97945;89639;104301;99685;107809;80660;47880;77621;90950;109802;104206;111610;105378;102849;65456;70205;110556;86178;70337;75174;2272395"
"""352410 ITUVERAVA"";-;-;16;1;70;51043;50171;49758;52129;56252;59349;51570;52936;52025;53524;49279;34316;37227;36236;35859;38895;38037;37960;37752;39311;41073;41751;35777;35728;34024;1102069"
"""352420 JABORANDI"";-;-;-;-;-;10799;10647;11881;13551;12140;13245;15073;16324;17233;15004;13433;11835;13875;14692;16287;15210;15800;14306;12901;15071;14572;16210;17574;15155;12394;355212"
"""352430 JABOTICABAL"";-;-;4;1;31;74421;104344;78004;83581;77412;81851;76747;84102;87658;86010;80274;73691;91413;92605;88445;78981;86666;79841;82479;84004;85257;81155;75533;75577;82527;2072614"
"""352440 JACAREI"";-;-;560;7721;12685;264866;251157;279023;284352;271781;238454;243415;287026;296183;304100;286417;237331;294120;281110;284704;283272;318855;278710;287231;292360;311891;306622;270249;217786;268365;6960346"
"""352450 JACI"";-;-;-;-;-;12111;9401;15515;14529;16025;16392;12547;19792;17093;15746;16162;16083;18838;18416;17596;18162;17942;16169;16458;16804;15836;15264;13130;11911;11540;389462"
"""352460 JACUPIRANGA"";-;-;-;-;-;17278;20124;20561;21108;21655;22506;19736;20949;22786;24529;21728;16229;20162;20297;20795;21013;22729;21121;20928;21482;22908;22492;21202;18583;22051;524952"
"""352470 JAGUARIUNA"";-;-;-;-;-;97114;103001;105067;119004;118725;121785;114583;112069;117712;115389;110417;82005;63385;108207;119334;115794;126060;113904;115482;121701;122521;125132;125651;108861;54968;2737871"
"""352480 JALES"";-;-;-;-;-;87129;76374;83943;87187;87933;86928;80409;83342;84279;90334;83808;81694;87569;85811;86098;55605;100208;87580;95718;93342;95533;98866;86928;83972;82594;2153184"
"""352490 JAMBEIRO"";-;-;-;-;-;1220;1376;1500;1682;1655;1608;1593;1634;1606;1615;1589;1609;1612;1609;1619;1635;1661;1606;1617;1593;1589;234;4591;4583;-;42636"
"""352500 JANDIRA"";-;-;-;-;10;112022;129042;156327;165779;161467;144296;145473;148843;156510;149268;129073;121091;121857;125188;159074;181094;192324;175229;149855;163100;175734;180331;188152;137265;136936;3805340"
"""352510 JARDINOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;32507;38690;40458;33872;28522;31630;35579;37892;37494;35074;36864;21463;37833;46849;47713;44085;39295;-;625820"
"""352520 JARINU"";-;-;-;-;-;35156;44174;22724;21600;48779;31133;32822;32983;33807;33290;30381;29455;29859;19679;21196;31776;30478;31107;26672;24678;24640;33911;19247;18844;47412;755803"
"""352530 JAU"";-;-;227;1010;4223;138525;144035;158314;161529;165544;156053;153081;154984;161874;160285;154886;146025;158435;153753;154127;162883;159695;150069;157441;164394;174077;163093;152030;107228;68372;3786192"
"""352540 JERIQUARA"";-;-;-;-;-;100;70;180;322;313;357;389;467;462;391;414;219;355;397;397;378;305;352;355;560;493;544;514;353;573;9260"
"""352550 JOANOPOLIS"";-;-;-;-;-;3808;4299;4528;-;1301;850;7745;7690;7691;6753;7390;7057;6903;6924;-;-;-;-;-;-;-;-;-;-;-;72939"
"""352560 JOAO RAMALHO"";-;-;-;-;-;1576;1989;2174;2388;2345;2294;2448;2552;2790;2813;1886;1471;2241;2502;2493;2678;2337;1634;2304;2364;3170;1533;2474;2557;3751;58764"
"""352570 JOSE BONIFACIO"";-;-;-;-;-;20682;24631;25717;29951;22265;26202;26945;23563;32462;44008;36471;31556;25510;32489;28099;41846;34347;26365;33878;31740;32358;33796;31973;30944;30055;757853"
"""352580 JULIO MESQUITA"";-;-;-;-;-;35;38;45;47;50;47;27;36;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;351"
"""352585 JUMIRIM"";-;-;-;-;-;1521;1454;1427;2008;1084;1426;1164;1413;1355;1935;1432;591;1595;1529;1793;1759;1298;1369;1681;1553;1683;1862;2059;1205;1490;37686"
"""352590 JUNDIAI"";-;-;6;2865;6793;530297;568257;631840;657468;618126;644933;586963;602902;624320;678948;550547;455804;557200;627385;654860;626063;676640;606316;618533;658013;651292;653343;558878;555386;568698;15172676"
"""352600 JUNQUEIROPOLIS"";-;-;-;-;-;9090;10639;11841;12005;11546;10684;10689;10471;10475;9834;9705;9121;10029;9997;9652;9715;9385;10973;12163;15765;17498;17034;17887;17965;21893;306056"
"""352610 JUQUIA"";-;-;-;-;-;16430;22723;24413;25184;25513;24019;23230;24822;24264;25232;23656;22022;24750;25433;24818;29153;24353;33500;29795;35363;32268;34059;37647;30355;28770;671772"
"""352620 JUQUITIBA"";-;-;-;-;-;7060;7114;4304;3948;3788;3955;1982;2299;2372;-;-;-;-;-;1915;2326;2197;1974;2146;2093;1847;1079;1031;977;995;55402"
"""352630 LAGOINHA"";-;-;-;-;-;1479;1680;1558;1592;1389;1685;1050;1260;1302;1534;1781;1055;842;1057;1869;1814;1997;1420;156;293;246;1376;1501;1534;-;31470"
"""352640 LARANJAL PAULISTA"";-;-;-;-;-;19618;20764;22567;23001;20444;12978;19063;20036;21876;20540;19455;16817;19451;19213;8137;19387;6;11395;18659;19958;17554;16313;18480;19412;20608;445732"
"""352650 LAVINIA"";-;-;-;-;-;60;125;175;264;361;342;217;300;277;217;345;213;234;284;297;340;340;896;443;619;-;-;-;-;-;6349"
"""352660 LAVRINHAS"";-;-;-;-;-;278;249;265;309;321;235;300;260;287;207;275;148;520;539;569;620;625;658;857;846;762;-;-;-;-;9130"
"""352670 LEME"";-;-;1;10;7;123783;115222;126656;137452;121892;115629;121475;124105;131526;141800;120904;106063;138085;141766;144965;138309;149189;115212;139478;140784;145121;161349;137179;120370;139271;3297603"
"""352680 LENCOIS PAULISTA"";-;-;-;-;-;69461;69716;73844;81423;81310;76692;77878;88956;90238;90729;81422;74631;82047;81430;91017;96614;95936;89738;90170;93281;97554;102102;87592;80901;90979;2135661"
"""352690 LIMEIRA"";-;-;-;-;36;257917;257188;275536;301743;300779;295851;269349;307467;311600;307961;281293;240268;285946;296023;292249;305510;280523;296126;307157;303276;302709;312039;276150;264313;283222;7212231"
"""352700 LINDOIA"";-;-;-;-;-;47307;57213;55984;87657;66896;70069;74024;59035;60757;80189;58872;40840;72732;76718;59442;32857;50742;39847;51008;47659;70376;73105;73539;48617;79526;1535011"
"""352710 LINS"";-;-;-;-;-;43808;38419;45375;45550;45268;44330;43459;45470;45222;45435;40489;43865;44645;44254;43857;42926;44605;46271;43835;43724;44193;42862;43393;43572;44022;1098849"
"""352720 LORENA"";-;-;-;1;43;110261;107327;111132;129748;105600;112318;112670;122215;122857;126434;106462;94290;104996;103032;100896;107201;113696;111817;107134;98842;110697;111372;94678;88150;95986;2709855"
"""352725 LOURDES"";-;-;-;-;-;164;354;280;352;144;196;74;196;181;325;386;327;480;373;353;401;450;451;389;401;210;139;324;263;286;7499"
"""352730 LOUVEIRA"";-;-;-;-;-;66101;74307;74950;103068;95865;87271;70992;96822;103601;98617;74791;57638;75591;82744;103886;93647;126848;113356;108717;104756;106912;107715;95525;79745;86251;2289716"
"""352740 LUCELIA"";-;-;-;-;-;8486;10293;10592;11491;11019;11611;11140;11528;13322;12001;13047;10139;10399;11944;11734;11649;12196;11026;10413;8582;10697;12303;12641;12555;-;270808"
"""352750 LUCIANOPOLIS"";-;-;-;-;-;551;507;425;487;553;593;359;470;477;556;540;584;459;525;515;529;510;344;512;515;593;533;571;434;1014;13156"
"""352760 LUIS ANTONIO"";-;-;-;-;-;7168;6033;6404;6370;7032;7000;6287;6766;7178;7125;7152;5067;7099;9660;9144;10298;9892;9190;7242;10872;12244;12168;11926;9499;11377;210193"
"""352770 LUIZIANIA"";-;-;-;-;-;189;272;353;360;450;357;91;376;418;432;470;415;319;542;400;497;373;444;464;423;448;562;730;516;327;10228"
"""352780 LUPERCIO"";-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93"
"""352790 LUTECIA"";-;-;-;-;-;2829;3140;3490;3767;3392;3001;2978;1024;3428;-;3690;2002;3000;3374;2852;3045;3358;3513;2552;19110;2308;2998;2780;1722;4191;87544"
"""352800 MACATUBA"";-;-;71;27;-;13779;14855;15995;16349;15316;15450;14871;15952;16209;13541;13295;13442;14724;15554;15812;16397;16869;15346;15714;16919;16674;16257;15346;14455;14544;383763"
"""352810 MACAUBAL"";-;-;-;-;-;4231;4504;4719;5377;4436;7367;6918;6923;7829;7014;6507;6799;7034;7521;6932;7068;9163;5496;6128;6892;7252;6644;6442;5698;6590;161484"
"""352820 MACEDONIA"";-;-;-;-;-;540;368;259;372;452;312;427;290;374;423;534;193;49;504;422;390;455;351;534;312;1820;763;2054;2570;1358;16126"
"""352830 MAGDA"";-;-;-;-;-;953;1494;2213;2342;2038;1925;2168;2077;1875;1701;-;1356;1156;1227;1577;3854;2857;2065;2235;2156;2840;1462;1308;1034;2170;46083"
"""352840 MAIRINQUE"";-;-;-;-;-;29693;30443;35606;40843;41189;34509;35906;35075;37344;34336;32197;29247;32968;34694;38021;40950;40781;36626;37095;42000;40046;44062;43850;38853;38052;924386"
"""352850 MAIRIPORA"";-;-;-;-;-;97452;106309;119396;162613;132169;109662;98629;110073;117047;110887;97918;85012;92774;104227;100603;108167;118658;101753;101903;114884;114452;117384;104061;84842;97828;2708703"
"""352860 MANDURI"";-;-;-;70;-;5242;5121;6508;7217;6956;6284;7965;7436;6237;5983;6250;4577;5651;6279;5451;4610;6398;5489;6566;8238;8073;7278;6666;5316;-;151861"
"""352880 MARACAI"";-;-;-;-;-;14639;15049;17217;19490;16513;15593;14197;15806;16925;15416;13293;10331;11224;13728;17673;16998;17371;14943;14888;14676;14082;15581;16863;14449;18907;385852"
"""352885 MARAPOAMA"";-;-;-;-;-;1206;1478;1599;1750;1638;1623;1599;1717;1751;1464;1777;1399;1658;1726;1815;2128;2359;2157;2417;2603;2831;2481;2206;2205;2091;47678"
"""352890 MARIAPOLIS"";-;-;-;-;-;610;643;633;685;679;647;778;856;832;798;843;732;654;714;581;623;671;545;634;701;657;684;520;541;588;16849"
"""352900 MARILIA"";-;-;-;1269;770;319652;335185;342527;359353;357524;348605;332044;356292;355382;371178;327715;276224;345331;372141;377006;365633;377993;353354;356705;366686;375939;384501;351458;329408;353040;8792915"
"""352910 MARINOPOLIS"";-;-;-;-;-;434;137;326;366;218;59;228;345;337;1;3;-;-;-;-;-;-;-;-;-;-;109;611;448;874;4496"
"""352920 MARTINOPOLIS"";-;-;-;-;-;15641;14298;13483;8505;13828;15527;14415;13519;16807;17588;11801;14987;16892;12542;14077;13649;14169;14596;14807;12225;13362;13872;9363;11725;11788;343466"
"""352930 MATAO"";-;-;-;-;-;36505;32432;29845;41174;33681;36027;34222;36454;44093;45425;38506;36800;41042;38396;36206;38301;38788;36052;39517;38136;42044;47057;40973;37106;43730;962512"
"""352940 MAUA"";-;-;4;22;19609;364184;392632;443003;440112;437712;429023;399344;403844;422046;447679;413263;343594;362958;384960;385091;405699;425136;355108;358708;385414;391661;379161;348005;318364;334476;9790812"
"""352950 MENDONCA"";-;-;-;-;-;948;1008;2332;1524;1504;1442;1323;2777;1478;1925;640;2007;1478;1161;1498;1732;2614;1212;2334;1284;682;533;460;-;-;33896"
"""352960 MERIDIANO"";-;-;-;-;-;237;273;230;467;338;420;285;473;467;492;451;418;128;400;437;499;370;397;396;520;518;445;318;214;365;9558"
"""352965 MESOPOLIS"";-;-;-;-;-;-;-;-;-;134;-;-;26;1132;122;247;1082;2585;2408;2103;2273;2278;1936;2554;2294;2714;2830;2387;2059;2478;33642"
"""352970 MIGUELOPOLIS"";-;-;-;-;-;14450;13418;14469;17373;17384;16953;14584;13708;15261;15421;14122;13223;13942;10105;10052;14818;20368;13869;14261;19978;22504;20509;21411;19971;14039;396193"
"""352980 MINEIROS DO TIETE"";-;-;-;-;-;754;669;775;739;741;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3678"
"""352990 MIRACATU"";-;-;-;-;-;17773;23563;22274;25797;27581;21314;17890;22528;19946;22276;21451;18187;18830;23056;30516;34818;29126;28662;28284;29190;27639;29635;28259;-;-;568595"
"""353000 MIRA ESTRELA"";-;-;-;-;-;895;890;1012;2253;2316;2783;2730;3063;3372;3316;3457;296;453;4194;3252;871;1948;2076;2180;2203;2459;2759;2387;-;-;51165"
"""353010 MIRANDOPOLIS"";-;-;-;-;2;17180;9170;19763;22482;21544;19496;20287;21063;20196;20729;17637;16582;20032;131657;20675;100797;19893;20032;20931;21640;21142;22319;20949;20544;21025;687767"
"""353020 MIRANTE DO PARANAPANEMA"";-;-;-;-;-;16528;19617;17095;11958;19715;19891;18637;21170;21875;22200;19393;18520;10727;15450;15808;17817;19544;14765;16000;15298;17091;15843;13477;14123;12473;425015"
"""353030 MIRASSOL"";-;-;-;-;-;18134;47125;41297;67618;67886;53362;52630;55063;55073;57149;53152;37745;60195;59856;62485;60596;66136;55379;38419;41813;41933;57823;17640;13216;17724;1199449"
"""353040 MIRASSOLANDIA"";-;-;-;-;-;156;150;150;151;150;79;110;131;157;237;101;98;116;107;95;90;97;-;-;-;-;-;-;-;-;2175"
"""353050 MOCOCA"";-;-;-;4762;4578;67804;67962;70790;78240;74459;72459;68292;77742;95984;90258;86365;75595;77734;85982;76884;77508;81490;67208;84051;88666;100471;94377;87083;70812;62835;1990391"
"""353060 MOGI DAS CRUZES"";-;-;21;23;6614;467990;526880;568183;599668;563315;506992;478315;532037;535685;555718;509032;461568;518039;483267;528936;569240;577409;509578;546183;558845;562503;596723;551277;515604;502930;13332575"
"""353070 MOGI GUACU"";-;-;-;-;39;115939;91565;57236;134165;137938;131951;128716;132474;136581;134336;120586;113639;149210;152275;149469;139247;138739;144509;161347;170642;176023;186967;157042;15337;16792;3192764"
"""353080 MOGI MIRIM"";-;-;1;14;3866;87986;77971;106133;82820;87963;74854;97591;67737;108721;104657;100074;90747;74203;77818;80917;75180;80274;49888;47523;71418;69018;71237;66526;60967;60884;1976988"
"""353090 MOMBUCA"";-;-;-;-;-;671;802;837;827;647;733;932;1059;939;1214;1053;793;940;1248;1189;455;1965;1942;3195;7593;5629;7786;5555;5222;5673;58899"
"""353100 MONCOES"";-;-;-;-;-;146;142;230;787;547;564;658;744;677;633;358;377;378;369;402;829;700;602;620;591;199;561;725;358;285;12482"
"""353110 MONGAGUA"";-;-;-;-;1;69210;45568;57976;53646;54084;41485;42540;39866;47758;53076;55438;46014;61847;50527;44750;51976;54490;44925;42112;41228;50032;47768;47179;47964;58008;1249468"
"""353120 MONTE ALEGRE DO SUL"";-;-;-;-;-;9178;10210;10528;11333;12652;12029;12545;11220;11623;12619;10473;10273;11224;10432;12491;11897;12767;11164;12186;10945;11311;11001;8630;8514;8928;276173"
"""353130 MONTE ALTO"";-;-;-;-;-;55328;61318;61163;71432;68256;64335;59257;62792;68228;67574;61433;46505;69364;70090;71912;71011;64772;67228;72792;67806;71547;69668;60220;50665;59168;1613864"
"""353140 MONTE APRAZIVEL"";-;-;-;-;4;10299;10165;11074;13197;13659;14421;17965;16566;21238;20935;17423;15568;19679;22013;22835;25746;28559;23023;23539;26571;28599;29282;25803;27136;28644;513943"
"""353150 MONTE AZUL PAULISTA"";-;-;-;-;-;31630;34283;34432;36121;35694;34469;40185;33081;39772;46087;30943;38877;37932;42928;46120;46954;47275;40264;47838;50425;53338;55731;42175;37189;24719;1008462"
"""353160 MONTE CASTELO"";-;-;-;-;-;186;364;527;343;430;286;397;468;454;175;327;276;231;411;401;437;421;407;284;395;355;496;353;380;235;9039"
"""353170 MONTEIRO LOBATO"";-;-;-;-;-;-;-;1131;962;4180;4381;3474;3632;3993;4057;3615;3176;3412;3421;1797;2288;2151;3443;2841;3431;3314;-;2971;-;2408;64078"
"""353180 MONTE MOR"";-;-;-;-;4;51172;59060;70435;82936;79744;72745;55950;67954;71860;69924;57192;45279;54750;65863;66452;65892;73460;67247;52672;93262;84027;99772;79309;65203;65123;1717287"
"""353190 MORRO AGUDO"";-;-;-;-;-;26429;29840;29000;36077;34690;33204;30676;31891;31923;33412;31724;27801;32341;34042;32467;28600;29067;24096;30942;32868;35685;34805;32260;32782;31921;788543"
"""353200 MORUNGABA"";-;-;-;-;-;7921;7480;7789;8823;29206;32360;29555;32200;31398;26612;29370;23876;29804;30063;26203;36798;38155;33002;33557;34551;33497;37662;31145;30933;29165;691125"
"""353205 MOTUCA"";-;-;-;-;-;173;288;178;200;23;32;37;26;54;60;48;33;49;56;38;16;46;24;29;26;58;48;16;19;26;1603"
"""353210 MURUTINGA DO SUL"";-;-;-;-;-;1982;2647;2345;1898;1820;1640;1684;2180;2052;1860;1059;2774;2605;1891;2213;2017;2056;1560;2117;2992;2201;2005;903;2050;1969;50520"
"""353215 NANTES"";-;-;-;-;-;145;195;206;264;264;207;307;383;380;195;182;130;170;175;181;264;196;220;334;204;213;374;432;-;-;5621"
"""353220 NARANDIBA"";-;-;-;-;-;3117;3889;4029;3795;4018;3518;3392;4172;3817;3995;7775;3571;3379;4401;3838;4712;3756;3421;5242;5090;5569;10356;8409;5731;4431;117423"
"""353230 NATIVIDADE DA SERRA"";-;-;-;-;-;421;293;250;254;283;423;296;487;449;521;378;329;460;465;378;360;461;356;-;-;443;569;-;-;-;7876"
"""353240 NAZARE PAULISTA"";-;-;-;-;-;12659;13636;17705;22616;19288;16704;16590;17301;23682;20881;18042;15378;19985;20587;26780;26739;30496;26383;24916;24647;27526;26624;25070;23810;23920;541965"
"""353250 NEVES PAULISTA"";-;-;-;-;-;3200;3634;3934;4466;4346;4188;3864;4194;3973;4213;3755;4054;4605;4329;4046;4431;1071;3767;3781;4192;3448;3696;3234;2753;-;91174"
"""353260 NHANDEARA"";-;-;-;-;-;10752;10745;11322;12277;13104;12215;12608;12656;12527;13301;13082;13604;15337;13820;14716;14416;16236;14722;13545;14312;13939;15148;14359;14050;14583;337376"
"""353270 NIPOA"";-;-;-;-;-;164;213;189;251;220;168;302;258;215;168;211;192;212;231;371;691;2826;2573;2991;2644;2917;2400;2022;-;-;22429"
"""353280 NOVA ALIANCA"";-;-;-;-;-;2941;1984;2947;2561;2159;3219;3470;3061;3496;3681;3152;3460;3110;3045;2383;3646;2902;2836;3722;3338;3228;3454;3163;2785;3356;77099"
"""353282 NOVA CAMPINA"";-;-;-;-;-;1841;1441;1260;1567;194;1430;1059;1436;1436;1291;1931;1299;1624;1891;1808;1956;3079;2667;2968;2263;-;-;-;-;-;34441"
"""353284 NOVA CANAA PAULISTA"";-;-;-;-;-;2142;1971;1580;2070;1851;1980;1333;2142;2663;3257;2388;2373;2007;1422;1261;2133;2360;1161;1264;1903;2595;1999;2043;2388;1863;50149"
"""353286 NOVA CASTILHO"";-;-;-;-;-;1906;1768;1668;1911;1879;824;165;155;262;227;202;69;70;252;106;108;143;237;166;240;173;147;-;-;-;12678"
"""353290 NOVA EUROPA"";-;-;-;-;-;6681;7608;5317;8459;8783;5152;4729;5462;8278;7520;6963;4606;8250;9342;9744;8512;8834;4752;5161;8029;9516;8937;6705;9743;9717;186800"
"""353300 NOVA GRANADA"";-;-;-;-;-;23976;24032;24876;26395;26294;27068;22569;27089;24997;24660;22949;25158;26355;26438;27150;2052;28093;26367;27243;11087;11220;16350;2239;2064;2314;509035"
"""353310 NOVA GUATAPORANGA"";-;-;-;-;-;-;-;-;-;-;-;-;305;-;62;203;315;360;97;93;91;110;95;368;329;448;518;293;421;678;4786"
"""353320 NOVA INDEPENDENCIA"";-;-;-;-;-;30;12;12;12;15;23;14;21;12;16;14;22;14;21;17;13;24;15;15;8;4;12;17;130;-;493"
"""353325 NOVAIS"";-;-;-;-;-;2388;8289;5143;3926;3494;3280;3196;3850;3798;3468;2955;2438;6236;6003;6423;5885;6978;5310;7120;13194;7116;7249;5436;5515;-;128690"
"""353330 NOVA LUZITANIA"";-;-;-;-;-;1412;1442;1450;1847;1260;3044;3033;3267;3060;2950;4302;3213;2405;3075;2623;2781;3056;3025;2839;4264;3067;5371;2880;3081;1707;70454"
"""353340 NOVA ODESSA"";-;-;-;-;-;65755;47669;64135;75985;71870;34175;60014;37739;76762;36968;10959;60754;48919;116106;74283;79344;57030;25277;152456;104290;107897;101960;123897;75946;74698;1784888"
"""353350 NOVO HORIZONTE"";-;-;-;-;-;27365;29098;28279;34291;33423;31417;30117;31922;31653;34025;30435;27137;32444;33706;31309;32218;34476;29199;32753;31662;32898;32104;20355;23774;28534;764594"
"""353360 NUPORANGA"";-;-;-;-;-;1008;1017;1102;839;175;656;705;702;735;473;144;79;196;884;833;850;884;783;881;894;926;1161;1299;885;703;18814"
"""353370 OCAUCU"";-;-;-;-;-;77;-;-;-;-;261;-;-;-;-;-;-;-;-;-;-;-;1370;1381;-;-;-;-;-;-;3089"
"""353380 OLEO"";-;-;-;-;-;2433;2576;2443;2223;2352;2348;1835;2635;2432;2323;2456;2127;2502;2282;2082;2058;3303;2576;3580;2935;3099;4004;2664;2306;2540;64114"
"""353390 OLIMPIA"";-;-;-;-;-;65810;75893;79072;76746;75384;68962;58254;55084;54337;56640;49962;59970;63699;65468;63700;68017;69194;62598;67277;70023;56010;76530;60148;66585;65638;1631001"
"""353400 ONDA VERDE"";-;-;-;-;-;106;79;85;64;56;60;69;59;64;70;90;-;556;762;648;471;795;1685;1699;1687;1762;1659;1749;1508;1484;17267"
"""353410 ORIENTE"";-;-;-;-;-;554;323;665;663;661;587;465;666;1088;1051;1175;780;692;847;1125;1431;1072;909;1561;1501;1303;1385;3231;2933;2994;29662"
"""353420 ORINDIUVA"";-;-;-;-;-;4421;4240;4289;5762;4869;4914;4545;4698;4884;4791;4218;3362;5009;4894;4327;4789;4738;4177;4374;5075;5948;4458;4581;3973;4604;115940"
"""353430 ORLANDIA"";-;-;-;1;167;8434;8565;8549;10433;9307;10184;9760;10436;10655;11103;8367;10871;9976;11591;10752;11962;13012;14081;14241;14070;12650;14432;14131;14130;15162;287022"
"""353440 OSASCO"";-;-;1068;1941;10014;756071;596473;1020370;1053670;1011682;896593;796429;915201;749073;902872;819513;721840;817617;883899;1011478;995564;1003558;938163;910431;968525;984558;991816;895526;833112;935434;22422491"
"""353450 OSCAR BRESSANE"";-;-;-;-;-;158;170;209;292;195;261;271;394;393;323;350;309;264;276;354;198;203;175;160;130;155;194;252;177;204;6067"
"""353460 OSVALDO CRUZ"";-;-;-;-;-;11397;15285;16833;18323;17483;17614;13942;18111;17694;18622;17227;12922;13674;15421;17680;19370;19769;17817;16028;21438;19398;20285;19422;17279;12969;426003"
"""353470 OURINHOS"";-;-;-;25;725;116490;120690;139376;156918;144853;151768;145837;163269;154778;156072;167675;145394;148204;165716;162088;179657;161621;164764;184936;190780;204678;200233;179479;128624;98455;3933105"
"""353475 OUROESTE"";-;-;-;-;-;8340;8621;9624;11092;9361;9789;10446;15152;15125;15758;14409;14813;16994;17231;17717;17192;23500;21679;18629;22527;23985;24752;20058;20267;19394;406455"
"""353480 OURO VERDE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;37;10;337;635;1226;1106;812;1295;1178;955;664;869;689;9845"
"""353490 PACAEMBU"";-;-;-;-;-;2433;1036;3959;4202;4267;4294;4869;4364;4398;3823;3759;3160;3122;3885;4169;4105;3991;3376;3589;3417;3365;4392;25;3151;3192;88343"
"""353500 PALESTINA"";-;-;-;-;-;1805;1646;2112;2608;2325;1906;2085;2022;2021;3071;3693;3404;4282;4424;3668;4149;8418;3163;3669;3579;3961;3578;3058;2588;8565;85800"
"""353510 PALMARES PAULISTA"";-;-;-;-;327;1260;1053;918;1119;549;212;257;180;293;169;262;206;232;228;294;234;361;215;159;152;61;369;83;361;-;9554"
"""353520 PALMEIRA D'OESTE"";-;-;-;-;-;5367;5228;5753;6885;6630;6065;6684;7425;7106;7243;7105;6662;7340;7421;6997;6729;7169;6913;6743;7154;7229;7355;7332;7101;6720;170356"
"""353530 PALMITAL"";-;-;-;-;-;23767;20878;23598;25429;26223;30778;26750;31970;30787;31611;25044;21155;25736;30138;33086;35032;32375;28210;32632;30908;31393;28383;31267;23844;27002;707996"
"""353540 PANORAMA"";-;-;-;-;-;491;3036;2939;3474;3321;2130;1582;1847;1788;1934;1620;2164;2530;3101;4159;5188;6349;5636;6115;6135;9681;5976;5439;4685;4256;95576"
"""353550 PARAGUACU PAULISTA"";-;-;-;-;-;20384;21784;21196;38489;29394;33079;25127;31377;26369;23795;23766;20966;30497;23893;24077;29245;34234;23085;28225;24675;26580;27493;20300;22253;27746;658029"
"""353560 PARAIBUNA"";-;-;-;-;-;1997;2029;2167;2251;1639;1936;1595;1676;1928;2016;2013;1935;1899;2047;2037;2025;1891;2057;1799;2106;2392;2778;2509;2654;2458;51834"
"""353570 PARAISO"";-;-;-;-;-;2404;2862;6216;7047;6806;6645;5438;5943;6289;4895;3837;4253;5302;5309;5683;5136;4837;4372;4394;4637;4837;4687;4653;4533;3908;124923"
"""353580 PARANAPANEMA"";-;-;-;-;-;9645;9345;10057;6841;6610;10015;9386;9480;9468;6677;5921;5915;8765;8583;9245;9447;23219;22032;18999;20751;18393;19164;15555;14871;15317;303701"
"""353590 PARANAPUA"";-;-;-;-;-;4;9;162;192;180;215;159;283;282;411;311;217;277;266;255;321;280;288;240;281;647;664;530;452;512;7438"
"""353600 PARAPUA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3514;3696;3737;3561;3675;3929;3975;3862;3584;3807;4013;3729;-;-;-;45082"
"""353610 PARDINHO"";-;-;-;-;42;2087;1985;4471;2332;3890;2355;3590;2340;2478;5574;2173;4119;2419;2214;4323;5168;3169;2475;2190;2430;738;2834;2284;2386;3220;73286"
"""353620 PARIQUERA-ACU"";-;-;-;-;4;74728;74781;84027;89979;84597;79785;76911;86114;86427;86222;79781;70881;77982;79283;77123;83160;86953;69316;41873;81246;79327;82153;72902;61023;63604;1930182"
"""353625 PARISI"";-;-;-;-;-;3986;3972;4213;3467;3934;3740;2978;3235;4160;3174;3383;2918;3240;3467;3821;3453;4165;6217;5479;5651;6067;6012;5820;4613;5102;106267"
"""353630 PATROCINIO PAULISTA"";-;-;-;-;-;4360;5640;7884;8996;11249;5414;14182;13946;14070;14096;7103;6753;13933;11977;23139;32867;23504;20404;20135;13984;22250;21311;19908;-;-;337105"
"""353640 PAULICEIA"";-;-;-;-;-;-;391;205;836;-;-;-;-;-;-;-;-;-;-;260;315;218;164;-;217;-;-;-;-;-;2606"
