"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""354920 SAO JOAO DAS DUAS PONTES"";-;-;-;-;-;803;862;818;1048;945;957;843;979;988;1087;936;709;921;1042;881;1104;1093;821;948;1120;1174;1000;860;608;811;23358"
"""354925 SAO JOAO DE IRACEMA"";-;-;-;-;-;829;281;404;76;206;212;249;322;282;348;339;156;219;161;157;140;259;189;137;228;228;198;222;196;221;6259"
"""354930 SAO JOAO DO PAU D'ALHO"";-;-;-;-;-;271;111;-;-;-;-;-;-;235;45;16;-;200;118;102;23;-;148;276;470;210;267;211;128;253;3084"
"""354940 SAO JOAQUIM DA BARRA"";-;-;-;-;-;33575;35550;17034;16127;15519;17291;16016;16069;11317;16035;15952;16052;15878;15312;14023;16159;16123;17288;10554;10604;11213;10464;10623;9516;11440;395734"
"""354960 SAO JOSE DO BARREIRO"";-;-;-;-;-;2391;5309;5717;5911;2776;5627;5750;5874;5842;5511;5041;4424;5460;5165;3541;4379;4612;4476;6103;6313;6122;6092;-;-;-;112436"
"""354970 SAO JOSE DO RIO PARDO"";-;-;-;4;417;38499;43475;47598;45502;58100;56430;53023;50525;59233;52284;47545;48370;57385;50645;49720;51195;60583;61967;50429;54244;55738;45926;49712;40335;49779;1278663"
"""354980 SAO JOSE DO RIO PRETO"";-;-;3799;1504;4647;806294;773824;795967;915397;875484;871114;870209;928781;914905;959940;867595;850596;990361;951542;895321;967757;971390;875522;1003598;1006099;1022856;1052773;919291;857953;952326;22906845"
"""354990 SAO JOSE DOS CAMPOS"";-;-;2706;261;24007;1043329;1023345;1086063;1205150;1025507;1105855;1045334;1252614;1091728;1093319;1424918;833418;1020774;1009012;998459;1038644;1107570;1042020;1069115;1097639;1122738;1119085;965872;890236;879619;26618337"
"""354995 SAO LOURENCO DA SERRA"";-;-;-;-;-;7261;8454;8974;10022;10588;9994;8183;8087;8785;8678;8092;6965;7373;7572;8816;8926;9956;8559;8289;9317;14836;15432;14599;12774;12014;242546"
"""355000 SAO LUIS DO PARAITINGA"";-;-;-;-;-;597;736;755;3125;3144;2950;3116;3181;3192;3198;3101;2969;3186;3184;3153;3261;3269;3249;3197;3264;3238;3258;3205;3164;2993;71685"
"""355010 SAO MANUEL"";-;-;-;-;-;22088;24636;26436;25202;24589;23281;23756;22004;25302;24035;26977;25350;22343;20673;16609;16298;28894;22442;23585;26514;27215;18645;27643;26506;25632;596655"
"""355020 SAO MIGUEL ARCANJO"";-;-;-;-;-;34278;37640;43069;46923;46321;43219;41117;43716;45830;46026;37436;33685;41471;38718;30784;30422;40532;32253;28649;41997;49142;46496;44804;39701;43742;1007971"
"""355030 SAO PAULO"";-;-;6278;19984;1676582;11342947;11733358;11626623;11749033;11404203;10604750;10065804;11195125;10877869;11427793;10229876;9982885;10449303;11060159;11555365;11959496;11855852;11260726;11959989;12124750;13105650;12743424;11605982;10067119;8478372;282169297"
"""355040 SAO PEDRO"";-;-;-;-;-;61968;55009;65888;64924;73497;70811;69153;70995;65355;71474;64251;59687;66942;65263;62066;62612;70021;59036;67789;65819;88597;58697;54254;50996;56177;1621281"
"""355050 SAO PEDRO DO TURVO"";-;-;-;-;-;5474;3250;4553;8588;4256;1172;4668;6816;2313;7569;5504;3128;6721;7819;8179;5449;7267;6944;8390;7430;7452;7122;1140;4446;2979;138629"
"""355060 SAO ROQUE"";-;-;-;-;-;76606;74485;83667;97033;91345;83724;81175;83041;86698;86638;77553;73357;84227;83018;89261;90706;84168;81163;85139;81601;90951;100435;88643;79812;92148;2126594"
"""355070 SAO SEBASTIAO"";-;-;-;-;-;89339;67089;86776;111672;120757;115953;132704;202698;178430;176632;168527;133967;153317;187868;177946;177847;174388;159433;153308;162411;162145;167618;160892;150990;156542;3729249"
"""355080 SAO SEBASTIAO DA GRAMA"";-;-;-;-;-;7917;8338;9707;10921;10052;8986;11188;7474;14515;10051;9393;8824;12654;15287;14383;19147;17354;16307;14159;6317;10319;12217;11689;13372;11094;291665"
"""355090 SAO SIMAO"";-;-;-;-;-;13407;15157;15219;16071;15794;14209;13176;17207;12043;17584;14366;12205;15388;18570;18946;17552;18169;15582;15113;22136;21084;21729;20447;18600;20908;420662"
"""355100 SAO VICENTE"";-;-;633;1858;2610;303483;300894;344418;347425;336859;323219;320748;354395;349051;373433;334630;322139;331794;316802;366178;367125;343827;363060;334371;331541;345174;362765;311919;304586;302200;8397137"
"""355110 SARAPUI"";-;-;-;-;-;3360;1399;5709;4535;4589;4966;5164;4709;4832;4845;5222;4797;4523;5241;4422;4717;4886;4002;4167;4372;4366;4298;3586;4278;3579;110564"
"""355120 SARUTAIA"";-;-;-;-;-;2236;1820;1779;1681;1218;1377;1500;1678;1038;1609;1656;1555;1534;1581;1736;1882;1994;1932;1672;1950;1906;2009;2152;2089;2293;43877"
"""355130 SEBASTIANOPOLIS DO SUL"";-;-;-;-;-;792;1078;948;1346;1210;1500;1431;1584;1269;1800;1519;-;305;572;342;1746;551;535;1131;1429;1949;1802;1620;1208;1507;29174"
"""355140 SERRA AZUL"";-;-;-;-;-;1151;1129;10426;12016;-;11950;-;-;-;-;-;-;1837;10527;6175;3824;4829;2728;6395;10040;1160;13967;7264;6339;11322;123079"
"""355150 SERRANA"";-;-;-;-;-;32193;48790;52110;53103;48968;45818;34513;30501;53288;45082;44238;36505;44949;51145;47772;50820;55588;54739;45204;49264;51207;54939;47481;37500;48414;1164131"
"""355160 SERRA NEGRA"";-;-;-;-;-;9442;18705;12541;13768;13229;13217;12792;13897;14455;14014;13296;12507;14460;18466;17574;35087;40863;35900;43204;44078;54227;52969;44217;48292;68090;679290"
"""355170 SERTAOZINHO"";-;-;-;-;-;31726;29265;20939;37104;53491;57588;55487;53554;55816;9624;57505;52209;64379;66060;70814;155348;159541;69096;162781;220048;61489;371258;73980;110174;171089;2270365"
"""355180 SETE BARRAS"";-;-;-;-;-;5399;6694;8968;8569;8801;5178;7655;9176;7744;9530;8271;4179;7619;7728;9785;11227;6264;5400;10887;18269;20104;20802;20590;19433;17860;266132"
"""355190 SEVERINIA"";-;-;-;-;-;9904;9883;10947;15716;16276;12629;11820;11596;12478;12944;12600;8871;7997;8646;8887;10579;11042;10230;8893;12263;10970;11858;9796;8096;9251;274172"
"""355200 SILVEIRAS"";-;-;-;-;-;2277;1920;2384;2512;2394;2594;2259;-;2241;2572;1971;1397;1903;1972;1834;2177;1847;1758;2693;2804;2481;2264;2561;1954;2546;53315"
"""355210 SOCORRO"";-;-;-;-;-;17050;16597;17720;18847;19098;19804;19857;18411;19376;19392;16614;9713;9931;9773;1616;10458;190;10982;13517;13657;25332;25957;25776;26821;16336;402825"
"""355220 SOROCABA"";-;-;41;133;33272;705027;730957;846861;923722;937113;856411;805677;898181;912259;930897;805504;776399;831765;923985;923666;925084;934567;848096;863372;902985;951116;899963;831519;774075;756423;21529070"
"""355230 SUD MENNUCCI"";-;-;-;-;-;8839;8365;9117;10016;10714;9491;10740;11658;10601;7392;11449;8641;11547;12059;11910;10592;5974;5314;9022;11534;10722;5366;13116;8161;5146;237486"
"""355240 SUMARE"";-;-;-;-;7885;152592;182877;202654;199955;213161;207956;200333;213760;222073;224788;212386;198331;173999;211294;218796;211631;209642;220074;122809;215557;217487;97222;116609;135036;101129;4690036"
"""355250 SUZANO"";-;-;-;2;1397;383519;404336;459360;480453;414981;357962;328537;349588;374160;372601;353158;305324;364933;392158;394835;414473;425362;367682;385085;382406;408835;395008;367010;314213;362933;9560311"
"""355255 SUZANAPOLIS"";-;-;-;-;-;52;203;261;368;268;347;322;335;375;391;305;213;170;263;329;335;331;208;227;253;313;280;239;177;-;6565"
"""355260 TABAPUA"";-;-;-;-;-;9627;8996;9293;11056;10408;9500;9080;7383;12565;13509;11653;14968;12848;10624;12230;10117;10147;9733;10327;11069;10767;13371;9956;8919;8824;266970"
"""355270 TABATINGA"";-;-;-;-;-;8153;7598;7922;7981;8326;8256;8240;8077;8365;8298;7961;7237;7932;5750;6055;11285;9948;9241;9166;10061;10509;11018;11194;3649;2779;205001"
"""355280 TABOAO DA SERRA"";-;-;-;-;194917;425684;438074;495362;544310;503245;456698;433116;480946;453501;450363;392744;318082;391987;409567;426774;463817;219055;195961;176797;194795;206646;220425;207681;190705;158789;9050041"
"""355290 TACIBA"";-;-;-;-;-;-;489;1038;1646;2387;2466;3645;3670;3708;3633;3575;2375;3338;2999;3336;3010;3413;2750;3221;3585;3582;3572;3424;3087;3524;71473"
"""355300 TAGUAI"";-;-;-;-;-;15060;15563;24520;25714;20769;20407;17647;18696;17595;17277;18357;16964;18171;21688;21656;20825;21132;20009;20639;20894;21629;24069;13972;18098;20757;492108"
"""355310 TAIACU"";-;-;-;-;-;4065;1764;2239;2389;2168;1347;1510;2595;2452;2135;1871;-;1367;1279;750;1060;1239;796;1337;3617;3671;-;2828;2478;-;44957"
"""355320 TAIUVA"";-;-;-;-;-;245;2001;335;338;242;241;1817;1178;263;252;242;239;2046;1882;1327;1940;1919;1720;1641;1504;1479;1486;1514;1605;1655;29111"
"""355330 TAMBAU"";-;-;-;-;-;13739;12171;12815;13363;11491;11976;11926;12321;12331;12494;13250;12400;16589;15244;14873;13380;12854;15046;12907;13020;12950;12523;12253;12136;12261;326313"
"""355340 TANABI"";-;-;-;-;1;9313;10154;11524;11934;12415;12067;10994;12523;13558;13045;12052;13096;13321;12386;13293;14103;14487;13070;12525;14163;15401;14695;13648;12884;11907;318559"
"""355350 TAPIRAI"";-;-;-;-;-;2586;2648;3621;3882;3943;3209;2795;3109;3500;3083;3000;2549;2664;2172;2207;2876;2918;2595;8109;2030;627;630;5655;2393;2011;74812"
"""355360 TAPIRATIBA"";-;-;-;-;-;5298;5261;5557;5623;5495;5349;5120;5205;5594;5156;4963;4658;5189;7512;7303;8578;8365;7607;7227;6413;6682;7162;6056;6699;6712;154784"
"""355365 TAQUARAL"";-;-;-;-;-;2210;2776;3038;4809;5071;3298;2393;2368;2365;1939;-;-;-;-;-;-;-;1950;398;2385;229;-;-;-;-;35229"
"""355370 TAQUARITINGA"";-;-;-;-;-;34083;37294;37954;44849;44731;57120;54539;55873;53781;56691;46223;43575;50123;44312;44389;43424;49315;49982;47029;55906;55583;52339;50965;48610;48420;1207110"
"""355380 TAQUARITUBA"";-;-;-;-;-;14795;17837;21542;23704;24139;23856;18178;22165;22976;23846;22834;19368;18388;19982;20851;21393;21741;20070;21567;25633;26902;27447;23662;20326;21792;544994"
"""355385 TAQUARIVAI"";-;-;-;-;-;3397;3739;4676;5750;4966;4881;4263;4726;5335;4957;4924;4955;4741;3201;4812;5105;5305;5780;4290;5277;4621;4611;2132;2990;4178;113612"
"""355390 TARABAI"";-;-;-;-;-;313;395;434;393;372;246;466;390;400;450;381;174;287;308;2884;4444;4652;3225;4191;5278;5704;4905;6947;4332;5974;57545"
"""355395 TARUMA"";-;-;-;-;-;13248;11454;14517;21647;18099;19251;19608;17728;21572;20346;17378;13918;16304;14601;11225;8806;8740;13907;15972;11476;13414;19097;13419;15137;20861;391725"
"""355400 TATUI"";-;-;-;4;15;138174;135349;152054;172369;177493;188311;157693;169702;168264;176060;150768;131566;155437;169659;174417;178192;196150;169951;165477;170353;178433;182184;160269;117287;128298;4063929"
"""355410 TAUBATE"";-;-;-;-;7853;428817;406498;463459;509148;486741;500977;472486;479057;458390;444748;415440;307243;418265;412242;432068;429736;502134;499222;520309;539748;543324;518065;477005;432962;438212;11544149"
"""355430 TEODORO SAMPAIO"";-;-;-;-;-;18612;18345;19818;21333;20057;19046;21303;21966;23310;21857;18224;22310;19440;22723;22761;23310;25113;23250;23409;25506;26585;23607;19355;23243;23686;548169"
"""355440 TERRA ROXA"";-;-;-;-;-;3007;3414;1554;1679;1700;502;1685;1856;1470;1536;4280;3332;3857;1060;5568;6063;6324;6126;5838;2798;6544;7068;6413;6489;6875;97038"
"""355450 TIETE"";-;-;-;-;-;24268;23490;17829;32515;32454;28285;28385;28178;29207;30486;27397;20714;27484;28051;27637;34205;38243;34243;36426;34857;35189;32583;29863;22726;40154;744869"
"""355460 TIMBURI"";-;-;-;-;-;247;290;244;180;229;248;240;228;228;213;71;-;-;147;149;149;207;3436;1812;1864;2115;2611;2191;290;2339;19728"
"""355470 TORRINHA"";-;-;-;-;-;5443;5026;6084;7751;7461;9384;8699;14828;11696;13065;9039;7218;6791;7169;8821;8572;9763;8065;7514;8311;8811;8748;7876;9005;-;205140"
"""355475 TRABIJU"";-;-;-;-;-;219;121;185;251;144;118;143;159;246;139;38;196;30;40;181;171;183;124;130;114;107;106;-;379;-;3524"
"""355480 TREMEMBE"";-;-;-;2;128;13607;3387;28788;18946;25579;29634;17072;29239;17754;26942;24769;22377;23347;32412;21445;47533;47086;34818;32717;44550;34072;24832;39442;34107;29324;703909"
"""355490 TRES FRONTEIRAS"";-;-;-;-;-;601;1185;953;1095;1294;1389;1305;1403;1312;1492;1136;851;1166;1050;1234;1237;1492;1331;1544;1639;1547;1603;1613;1344;1385;32201"
"""355495 TUIUTI"";-;-;-;-;-;176;184;189;211;167;162;166;234;215;229;171;201;195;203;231;217;227;220;221;252;243;234;237;233;194;5212"
"""355500 TUPA"";-;-;-;5;85;69715;54392;61649;69138;88804;62596;85392;62509;93318;96934;92165;80160;99512;96439;96803;85712;101962;90429;94980;101094;109961;105649;80376;89799;100715;2170293"
"""355510 TUPI PAULISTA"";-;-;-;-;-;12802;13385;14416;14466;14886;15507;9180;17139;16330;10770;10926;12508;13752;13760;13611;15023;16311;13427;14315;14308;15233;15278;15209;14680;14526;351748"
"""355520 TURIUBA"";-;-;-;-;-;-;-;-;-;-;-;-;1;1;517;318;352;519;455;610;427;326;239;350;217;305;398;423;281;353;6092"
"""355530 TURMALINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;477;-;-;-;546"
"""355535 UBARANA"";-;-;-;-;-;3526;2600;1459;3309;4412;3864;4136;4452;4091;3177;2150;3537;3302;332;448;4105;6905;3047;3221;3163;3251;3718;3109;2808;-;78122"
"""355540 UBATUBA"";-;-;-;-;-;104327;114689;109070;116185;117248;96451;94231;125687;107066;105210;139034;127146;145248;127890;118581;127359;140059;115697;124501;117046;126064;147694;136953;103547;144660;3031643"
"""355550 UBIRAJARA"";-;-;-;-;-;13;49;22;264;211;235;86;318;256;339;182;136;205;268;225;219;569;560;324;659;464;471;506;-;30;6611"
"""355560 UCHOA"";-;-;-;-;-;5515;5200;5627;4775;5314;5321;5915;6190;6625;6674;5132;4840;5797;5986;5670;5688;3176;9375;3106;3465;1073;3347;3190;919;-;117920"
"""355570 UNIAO PAULISTA"";-;-;-;-;-;-;-;-;-;407;380;253;1362;933;1155;1474;642;993;726;170;1439;181;987;1075;1046;1118;1367;187;648;110;16653"
"""355580 URANIA"";-;-;-;-;-;7463;7728;8469;8110;8201;7971;8067;8290;8459;7612;5438;5003;5635;5984;6986;4470;5175;10541;11987;12336;13198;11921;12536;11846;13535;216961"
"""355590 URU"";-;-;-;-;-;3;3;7;12;5;10;2;4;5;1;6;3;-;8;3;3;1;11;11;2;8;1;3;-;-;112"
"""355600 URUPES"";-;-;-;-;50;4906;5832;5255;6182;8268;7960;9040;7233;6082;6684;8956;6793;7600;16164;13334;15528;17088;16613;13269;12472;12057;12471;12001;12134;11431;255403"
"""355610 VALENTIM GENTIL"";-;-;-;-;-;14259;14930;16354;20064;22023;23312;19345;20324;19610;18364;15267;7363;19120;21805;12321;16038;19092;15006;15812;16247;17097;18029;12521;14131;14226;422660"
"""355620 VALINHOS"";-;-;-;-;-;94642;102291;119462;125560;116824;112299;104979;120074;119564;116926;89157;82453;76203;110729;114966;120712;117216;109733;111373;114089;127954;103028;123987;92087;93619;2719927"
"""355630 VALPARAISO"";-;-;-;-;35;13123;15260;15981;19391;17850;17198;16031;17288;19067;18776;15530;14681;17693;17199;18798;17273;19636;15999;14702;16314;15626;15630;14177;13016;12843;409117"
"""355635 VARGEM"";-;-;-;-;-;94;91;91;86;84;84;82;88;86;87;86;81;85;89;85;82;83;82;82;81;84;85;99;85;86;2148"
"""355640 VARGEM GRANDE DO SUL"";-;-;789;421;62;37498;5230;31431;37445;34990;34752;52938;50716;49658;51056;46817;44210;51910;53873;50556;51906;54847;55628;56306;56609;54639;56959;50329;51200;54692;1177467"
"""355645 VARGEM GRANDE PAULISTA"";254;214;346;524;455;23853;28317;35450;-;76494;25303;23299;26228;28968;28334;24596;29278;24774;25457;29612;28148;34932;27535;24116;26630;21817;24127;21909;-;-;640970"
"""355650 VARZEA PAULISTA"";-;-;-;-;-;21705;5029;15914;19907;109207;82814;72211;111225;73816;79896;71761;62881;94527;93203;95265;95436;68221;64635;75781;82047;82783;83595;74709;68375;65686;1770629"
"""355660 VERA CRUZ"";-;-;-;-;-;4415;4662;5627;6008;6229;6019;5399;8065;8722;8821;7207;6779;8333;9623;11341;9872;9609;6344;6565;8274;8516;8552;8649;7274;7171;188076"
"""355670 VINHEDO"";-;-;-;-;67;108628;111569;118537;132558;126211;115359;120263;128197;134167;133472;117734;94519;123575;126118;136552;109622;145363;130039;124897;131800;109526;135227;103674;86343;113350;3017367"
"""355680 VIRADOURO"";-;-;-;-;-;17991;18506;21282;24902;26904;25792;19227;16453;15660;19047;14182;15618;22248;21777;23967;24144;24022;22209;23032;23716;24066;25822;22470;19930;21563;534530"
"""355690 VISTA ALEGRE DO ALTO"";-;-;-;-;-;-;730;230;652;445;467;328;336;351;372;320;182;-;554;-;860;858;594;-;-;723;1094;6735;5097;-;20928"
"""355695 VITORIA BRASIL"";-;-;-;-;-;254;248;216;303;255;294;264;333;351;1489;1127;1054;1954;1712;1701;1279;1730;1605;1908;2129;2591;1975;1599;1599;1908;29878"
"""355700 VOTORANTIM"";-;-;-;-;18;115654;111917;122907;149688;141919;127964;122984;133700;135955;132761;121122;101535;117126;121958;135727;147343;151343;129276;134756;138375;140978;133550;117039;95766;112465;3193826"
"""355710 VOTUPORANGA"";-;-;-;-;9;169586;177861;198797;218329;208437;186471;176738;178540;188780;183460;171455;165033;185980;181738;171731;172191;162702;169726;174455;183932;188803;193438;170325;164706;170677;4513900"
"""355715 ZACARIAS"";-;-;-;-;-;2402;2638;2613;2931;2557;2727;2655;-;2625;2708;2704;2124;2951;2942;2761;3049;2979;2848;2914;2550;2668;3011;1661;2877;2589;64484"
"""355720 CHAVANTES"";-;-;-;-;-;8054;9369;9221;10414;12281;12029;8362;10195;9650;7588;8869;9329;10236;13084;18824;13568;17735;17172;24601;24382;18202;16704;14440;6975;10904;322188"
"""355730 ESTIVA GERBI"";-;-;4883;-;-;2560;9017;10024;8349;10295;5852;15206;10934;11206;15488;15244;9576;11899;11493;10452;12997;14201;11963;14886;11578;8215;10862;10975;14208;-;272363"
"""Total"";254;214;67524;238333;2696286;45773608;45926478;50160991;53567967;51514432;48577144;45761264;49951113;49707105;50561409;46390243;41863781;46596870;48887615;50616860;51797987;53192441;49021053;50922654;51803289;53946915;53797540;48434543;43086132;42027314;1226889359"
&
